Date,Close,ESV
16/12/2013,58.65,0.017197328
13/12/2013,57.65,-0.007431124
12/12/2013,58.08,0.002931289
11/12/2013,57.91,-0.023044461
10/12/2013,59.26,-0.008736615
09/12/2013,59.78,0.012286614
06/12/2013,59.05,0.000169362
05/12/2013,59.04,-0.019291045
04/12/2013,60.19,0.0147283
03/12/2013,59.31,0.001180936
02/12/2013,59.24,0.002704532
29/11/2013,59.08,-0.010774515
27/11/2013,59.72,-0.003343367
26/11/2013,59.92,0.003845837
25/11/2013,59.69,-0.023183684
22/11/2013,61.09,0.000491199
21/11/2013,61.06,-0.010426944
20/11/2013,61.7,0.004548416
19/11/2013,61.42,0.00342494
18/11/2013,61.21,-0.010886451
15/11/2013,61.88,0.000808342
14/11/2013,61.83,-0.003551828
13/11/2013,62.05,0.011671392
12/11/2013,61.33,-0.010542633
11/11/2013,61.98,0.008099834
08/11/2013,61.48,0.025201037
07/11/2013,59.95,0.006694586
06/11/2013,59.55,0.042537711
05/11/2013,57.07,-0.00646234
04/11/2013,57.44,0.000870853
01/11/2013,57.39,-0.004520175
31/10/2013,57.65,-0.007086712
30/10/2013,58.06,-0.00223656
29/10/2013,58.19,0.005687219
28/10/2013,57.86,0.014624216
25/10/2013,57.02,0.029003011
24/10/2013,55.39,0.001626164
23/10/2013,55.3,-0.013114353
22/10/2013,56.03,0.016556074
21/10/2013,55.11,0.001270994
18/10/2013,55.04,0.000727008
17/10/2013,55,0.003460526
16/10/2013,54.81,0.000912659
15/10/2013,54.76,-0.006552626
14/10/2013,55.12,0.006370028
11/10/2013,54.77,-0.00745797
10/10/2013,55.18,0.020136137
09/10/2013,54.08,0.001480385
08/10/2013,54,-0.011416069
07/10/2013,54.62,-0.012734391
04/10/2013,55.32,0.011087999
03/10/2013,54.71,-0.005468479
02/10/2013,55.01,0.014465143
01/10/2013,54.22,0.008706177
30/09/2013,53.75,-0.013857035
27/09/2013,54.5,-0.013667639
26/09/2013,55.25,0.004353354
25/09/2013,55.01,0.005285714
24/09/2013,54.72,0.003294896
23/09/2013,54.54,-0.004025623
20/09/2013,54.76,-0.013963415
19/09/2013,55.53,-0.016786108
18/09/2013,56.47,0.00354799
17/09/2013,56.27,0.010001869
16/09/2013,55.71,0.004137069
13/09/2013,55.48,-0.021927967
12/09/2013,56.71,-0.007728828
11/09/2013,57.15,0.001751314
10/09/2013,57.05,0.005624905
09/09/2013,56.73,0.009386414
06/09/2013,56.2,0.010194133
05/09/2013,55.63,0.021256137
04/09/2013,54.46,-0.000183604
03/09/2013,54.47,-0.019813426
30/08/2013,55.56,-0.001977884
29/08/2013,55.67,-0.009475355
28/08/2013,56.2,-0.009915095
27/08/2013,56.76,-0.007896856
26/08/2013,57.21,-0.002095339
23/08/2013,57.33,0.009992195
22/08/2013,56.76,0.028593799
21/08/2013,55.16,-0.008124988
20/08/2013,55.61,-0.001617106
19/08/2013,55.7,-0.005550099
16/08/2013,56.01,-0.0185731
15/08/2013,57.06,-0.003324297
14/08/2013,57.25,-0.018174451
13/08/2013,58.3,-0.001713796
12/08/2013,58.4,-0.007675944
09/08/2013,58.85,-0.003392709
08/08/2013,59.05,0.00645602
07/08/2013,58.67,0.020839469
06/08/2013,57.46,-0.005899722
05/08/2013,57.8,-0.011182912
02/08/2013,58.45,0.001369629
01/08/2013,58.37,0.017803599
31/07/2013,57.34,-0.005738647
30/07/2013,57.67,-0.012921189
29/07/2013,58.42,-0.007333537
26/07/2013,58.85,-0.01868584
25/07/2013,59.96,-0.001499875
24/07/2013,60.05,-0.013562894
23/07/2013,60.87,-0.004752939
22/07/2013,61.16,-0.001143884
19/07/2013,61.23,0.009187924
18/07/2013,60.67,0.017122852
17/07/2013,59.64,0.016057135
16/07/2013,58.69,-0.020073205
15/07/2013,59.88,-0.006160013
12/07/2013,60.25,0.010679227
11/07/2013,59.61,0.00453973
10/07/2013,59.34,0.000337098
09/07/2013,59.32,0.022503507
08/07/2013,58,0.002935338
05/07/2013,57.83,0.018499655
03/07/2013,56.77,-0.007720691
02/07/2013,57.21,-0.013541874
01/07/2013,57.99,-0.002239257
28/06/2013,58.12,-0.003263767
27/06/2013,58.31,0.009303995
26/06/2013,57.77,0.017637758
25/06/2013,56.76,0.01205261
24/06/2013,56.08,-0.022393601
21/06/2013,57.35,0.004894259
20/06/2013,57.07,-0.024919095
19/06/2013,58.51,-0.016442442
18/06/2013,59.48,0.00471858
17/06/2013,59.2,0.019100171
14/06/2013,58.08,-0.014698607
13/06/2013,58.94,0.024387264
12/06/2013,57.52,-0.023538584
11/06/2013,58.89,-0.019672766
10/06/2013,60.06,-0.003324471
07/06/2013,60.26,0.006325974
06/06/2013,59.88,-0.008812095
05/06/2013,60.41,-0.002975209
04/06/2013,60.59,0.001321222
03/06/2013,60.51,0.005634751
31/05/2013,60.17,-0.027376515
30/05/2013,61.84,-0.004034541
29/05/2013,62.09,-0.008659451
28/05/2013,62.63,0.015933386
24/05/2013,61.64,-0.007917954
23/05/2013,62.13,-0.003534708
22/05/2013,62.35,-0.016226891
21/05/2013,63.37,-0.010204971
20/05/2013,64.02,0.029644717
17/05/2013,62.15,0.006294912
16/05/2013,61.76,0.002431711
15/05/2013,61.61,0.002600359
14/05/2013,61.45,0.008990661
13/05/2013,60.9,0.002630715
10/05/2013,60.74,-0.008198111
09/05/2013,61.24,-0.013301088
08/05/2013,62.06,0.000967274
07/05/2013,62,0.00939887
06/05/2013,61.42,0.020894073
03/05/2013,60.15,0.03141089
02/05/2013,58.29,0.011734388
01/05/2013,57.61,-0.001214329
30/04/2013,57.68,0.022973391
29/04/2013,56.37,0.017177019
26/04/2013,55.41,-0.000901957
25/04/2013,55.46,0
24/04/2013,55.46,0.014712826
23/04/2013,54.65,0.01215037
22/04/2013,53.99,0.011175382
19/04/2013,53.39,0.001124438
18/04/2013,53.33,0.030461141
17/04/2013,51.73,-0.038305783
16/04/2013,53.75,-0.000557984
15/04/2013,53.78,-0.057798678
12/04/2013,56.98,-0.025984486
11/04/2013,58.48,-0.004946705
10/04/2013,58.77,-0.002379335
09/04/2013,58.91,0.003230471
08/04/2013,58.72,0.013544999
05/04/2013,57.93,0.002419635
04/04/2013,57.79,0.014466483
03/04/2013,56.96,-0.014985469
02/04/2013,57.82,-0.013911774
01/04/2013,58.63,-0.023098051
28/03/2013,60,-0.000166653
27/03/2013,60.01,0.004844242
26/03/2013,59.72,0.019102939
25/03/2013,58.59,0.001195457
22/03/2013,58.52,0.006170743
21/03/2013,58.16,0.001548654
20/03/2013,58.07,0.017195387
19/03/2013,57.08,-0.02747473
18/03/2013,58.67,-0.013879708
15/03/2013,59.49,-0.008536331
14/03/2013,60,0.019522666
13/03/2013,58.84,0.018352286
12/03/2013,57.77,0.001385762
11/03/2013,57.69,-0.000173325
08/03/2013,57.7,0.004690359
07/03/2013,57.43,-0.009876196
06/03/2013,58,-0.006016348
05/03/2013,58.35,0.000514271
04/03/2013,58.32,-0.023554423
01/03/2013,59.71,-0.007175667
28/02/2013,60.14,-0.001329345
27/02/2013,60.22,0.017082981
26/02/2013,59.2,0.014462183
25/02/2013,58.35,-0.052415201
22/02/2013,61.49,-0.011962639
21/02/2013,62.23,-0.016257929
20/02/2013,63.25,-0.034191365
19/02/2013,65.45,0.016949558
15/02/2013,64.35,-0.014961334
14/02/2013,65.32,0.017918305
13/02/2013,64.16,0.005626773
12/02/2013,63.8,0.011349428
11/02/2013,63.08,-0.010094723
08/02/2013,63.72,0.013588454
07/02/2013,62.86,0.000795735
06/02/2013,62.81,-0.016265657
05/02/2013,63.84,-0.001095891
04/02/2013,63.91,-0.007171842
01/02/2013,64.37,0.012506025
31/01/2013,63.57,-0.014523563
30/01/2013,64.5,0.007625903
29/01/2013,64.01,0.020358945
28/01/2013,62.72,0.009773369
25/01/2013,62.11,0.008732268
24/01/2013,61.57,-0.013710998
23/01/2013,62.42,0.009982372
22/01/2013,61.8,-0.000323572
18/01/2013,61.82,0.008120883
17/01/2013,61.32,0.010656712
16/01/2013,60.67,-0.000164813
15/01/2013,60.68,-0.005095762
14/01/2013,60.99,0.001805203
11/01/2013,60.88,-0.010132461
10/01/2013,61.5,-0.003084668
09/01/2013,61.69,-0.001457844
08/01/2013,61.78,-0.011586869
07/01/2013,62.5,-0.003673245
04/01/2013,62.73,0.03339046
03/01/2013,60.67,-0.018292197
02/01/2013,61.79,0.041469558
31/12/2012,59.28,0.028575817
28/12/2012,57.61,-0.013105895
27/12/2012,58.37,-0.009208796
26/12/2012,58.91,-0.004910686
24/12/2012,59.2,-0.008075414
21/12/2012,59.68,-0.010832537
20/12/2012,60.33,0.015198622
19/12/2012,59.42,-0.00033653
18/12/2012,59.44,0.025386831
17/12/2012,57.95,0.009884759
14/12/2012,57.38,0.006644543
13/12/2012,57,-0.015666117
12/12/2012,57.9,-0.009454303
11/12/2012,58.45,0.004630035
10/12/2012,58.18,0.004133661
07/12/2012,57.94,-0.002757672
06/12/2012,58.1,-0.014693584
05/12/2012,58.96,0.007148967
04/12/2012,58.54,0.002565639
03/12/2012,58.39,0.002743956
30/11/2012,58.23,0.02029734
29/11/2012,57.06,0.002280903
28/11/2012,56.93,-0.005081045
27/11/2012,57.22,-0.005924394
26/11/2012,57.56,0.005225582
23/11/2012,57.26,0.014778594
21/11/2012,56.42,0.021136377
20/11/2012,55.24,-0.005416153
19/11/2012,55.54,0.015788369
16/11/2012,54.67,-0.001644888
15/11/2012,54.76,0.012495569
14/11/2012,54.08,-0.025738393
13/11/2012,55.49,-0.006824739
12/11/2012,55.87,0.004484715
09/11/2012,55.62,0.009030222
08/11/2012,55.12,-0.046264342
07/11/2012,57.73,-0.023792308
06/11/2012,59.12,0.007470323
05/11/2012,58.68,-0.015388821
02/11/2012,59.59,0
01/11/2012,59.59,0.030153038
31/10/2012,57.82,-0.005347145
26/10/2012,58.13,-0.010949639
25/10/2012,58.77,0.022716516
24/10/2012,57.45,-0.002433937
23/10/2012,57.59,-0.0275726
22/10/2012,59.2,0.003045172
19/10/2012,59.02,-0.004564288
18/10/2012,59.29,0.019586763
17/10/2012,58.14,0.016999542
16/10/2012,57.16,0.023184828
15/10/2012,55.85,0.014064422
12/10/2012,55.07,-0.003625163
11/10/2012,55.27,0.010549388
10/10/2012,54.69,-0.011272847
09/10/2012,55.31,0.016773411
08/10/2012,54.39,0.00331492
05/10/2012,54.21,-0.005151805
04/10/2012,54.49,0.014417995
03/10/2012,53.71,-0.020820651
02/10/2012,54.84,0.001277256
01/10/2012,54.77,0.003841585
28/09/2012,54.56,0.001283815
27/09/2012,54.49,0.013673532
26/09/2012,53.75,-0.02516896
25/09/2012,55.12,-0.025966183
24/09/2012,56.57,-0.028921876
21/09/2012,58.23,0.005510605
20/09/2012,57.91,-0.003275583
19/09/2012,58.1,-0.010444406
18/09/2012,58.71,0.008381132
17/09/2012,58.22,0.001547057
14/09/2012,58.13,-0.002920212
13/09/2012,58.3,0
12/09/2012,58.3,0.012426808
11/09/2012,57.58,0.014167268
10/09/2012,56.77,-0.004920059
07/09/2012,57.05,-0.006986928
06/09/2012,57.45,-0.000522057
05/09/2012,57.48,0.005058003
04/09/2012,57.19,-0.003142461
31/08/2012,57.37,0.025957138
30/08/2012,55.9,-0.013151069
29/08/2012,56.64,-0.014199555
28/08/2012,57.45,0.00803919
27/08/2012,56.99,0.004220157
24/08/2012,56.75,-0.004921789
23/08/2012,57.03,0.000350754
22/08/2012,57.01,0.00492352
21/08/2012,56.73,-0.009473755
20/08/2012,57.27,-0.010594975
17/08/2012,57.88,0.019363885
16/08/2012,56.77,0.015443637
15/08/2012,55.9,0.001611315
14/08/2012,55.81,-0.007319501
13/08/2012,56.22,0.01939716
10/08/2012,55.14,-0.008487636
09/08/2012,55.61,-0.000179808
08/08/2012,55.62,-0.014280857
07/08/2012,56.42,0.000886603
06/08/2012,56.37,0.012675346
03/08/2012,55.66,0.017763744
02/08/2012,54.68,-0.002739478
01/08/2012,54.83,0.009160929
31/07/2012,54.33,-0.038101566
30/07/2012,56.44,0.035528036
27/07/2012,54.47,0.054322236
26/07/2012,51.59,0.041759308
25/07/2012,49.48,0.006488263
24/07/2012,49.16,-0.023719705
23/07/2012,50.34,-0.036090916
20/07/2012,52.19,0.014669246
19/07/2012,51.43,0.030401078
18/07/2012,49.89,0.012099361
17/07/2012,49.29,0.003862186
16/07/2012,49.1,-0.002644159
13/07/2012,49.23,0.019900134
12/07/2012,48.26,0.008740951
11/07/2012,47.84,0.033584453
10/07/2012,46.26,-0.026030913
09/07/2012,47.48,0.004855916
06/07/2012,47.25,-0.01366285
05/07/2012,47.9,-0.017179352
03/07/2012,48.73,0.034659001
02/07/2012,47.07,0.002126755
29/06/2012,46.97,0.048641144
28/06/2012,44.74,0.013501555
27/06/2012,44.14,0.030361118
26/06/2012,42.82,0.014348123
25/06/2012,42.21,-0.042441152
22/06/2012,44.04,0.015791609
21/06/2012,43.35,-0.047526115
20/06/2012,45.46,0.001541002
19/06/2012,45.39,0.04276079
18/06/2012,43.49,-0.008243692
15/06/2012,43.85,0.011929483
14/06/2012,43.33,0.010206537
13/06/2012,42.89,-0.018480544
12/06/2012,43.69,0.004818181
11/06/2012,43.48,-0.024311092
08/06/2012,44.55,-0.015369497
07/06/2012,45.24,-0.000441989
06/06/2012,45.26,0.018058678
05/06/2012,44.45,0.016788053
04/06/2012,43.71,-0.01092161
01/06/2012,44.19,-0.016161968
31/05/2012,44.91,-0.038226779
30/05/2012,46.66,-0.046481048
29/05/2012,48.88,0.006980115
25/05/2012,48.54,-0.007389196
24/05/2012,48.9,0.006153866
23/05/2012,48.6,0.016807118
22/05/2012,47.79,-0.015159671
21/05/2012,48.52,0.021878152
18/05/2012,47.47,-0.014846065
17/05/2012,48.18,0.005619746
16/05/2012,47.91,0.000208746
15/05/2012,47.9,-0.005413297
14/05/2012,48.16,-0.016270568
11/05/2012,48.95,-0.007124712
10/05/2012,49.3,0.009988871
09/05/2012,48.81,-0.018472057
08/05/2012,49.72,-0.029918031
07/05/2012,51.23,-0.00525651
04/05/2012,51.5,-0.051468036
03/05/2012,54.22,-0.008631033
02/05/2012,54.69,-0.003468106
01/05/2012,54.88,0.004199769
30/04/2012,54.65,0.005136683
27/04/2012,54.37,-0.002388171
26/04/2012,54.5,0.021889206
25/04/2012,53.32,0.010937314
24/04/2012,52.74,0.004370553
23/04/2012,52.51,-0.008344444
20/04/2012,52.95,-0.000755144
19/04/2012,52.99,0.016938268
18/04/2012,52.1,-0.016371963
17/04/2012,52.96,0.028732105
16/04/2012,51.46,-0.001165275
13/04/2012,51.52,-0.038272163
12/04/2012,53.53,0.034397691
11/04/2012,51.72,0.005039747
10/04/2012,51.46,-0.009284399
09/04/2012,51.94,-0.011104843
05/04/2012,52.52,0.006878132
04/04/2012,52.16,-0.006497252
03/04/2012,52.5,-0.014935527
02/04/2012,53.29,0.00677841
30/03/2012,52.93,0.004544602
29/03/2012,52.69,-0.005111227
28/03/2012,52.96,0.00018884
27/03/2012,52.95,-0.019265536
26/03/2012,53.98,-0.008669242
23/03/2012,54.45,0.020034059
22/03/2012,53.37,-0.019850387
21/03/2012,54.44,-0.017299894
20/03/2012,55.39,-0.028652196
19/03/2012,57,-0.011338979
16/03/2012,57.65,0.011514433
15/03/2012,56.99,0.02415319
14/03/2012,55.63,-0.013923824
13/03/2012,56.41,0.016263427
12/03/2012,55.5,-0.010217889
09/03/2012,56.07,-0.007816704
08/03/2012,56.51,0.005856792
07/03/2012,56.18,0.028343806
06/03/2012,54.61,-0.030122216
05/03/2012,56.28,-0.014815086
02/03/2012,57.12,-0.023359484
01/03/2012,58.47,0.002911709
29/02/2012,58.3,-0.000685871
28/02/2012,58.34,-0.006151762
27/02/2012,58.7,-0.0118545
24/02/2012,59.4,0.005909684
23/02/2012,59.05,0.043613072
22/02/2012,56.53,0.017487955
21/02/2012,55.55,0.006864189
17/02/2012,55.17,-0.00379919
16/02/2012,55.38,0.015100805
15/02/2012,54.55,-0.017265308
14/02/2012,55.5,-0.019802627
13/02/2012,56.61,0.014411779
10/02/2012,55.8,0.021373753
09/02/2012,54.62,-0.018322508
08/02/2012,55.63,0.011389439
07/02/2012,55,-0.010850016
06/02/2012,55.6,-0.000898876
03/02/2012,55.65,0.011567091
02/02/2012,55.01,0.031391056
01/02/2012,53.31,0.012647644
31/01/2012,52.64,0.00896867
30/01/2012,52.17,-0.016727248
27/01/2012,53.05,-0.010314203
26/01/2012,53.6,0.003176682
25/01/2012,53.43,0.033108047
24/01/2012,51.69,-0.001353311
23/01/2012,51.76,0.009316838
20/01/2012,51.28,-0.012788394
19/01/2012,51.94,-0.008435633
18/01/2012,52.38,0.046301854
17/01/2012,50.01,0.050441196
13/01/2012,47.55,0.00908425
12/01/2012,47.12,-0.0042355
11/01/2012,47.32,-0.015517191
10/01/2012,48.06,0.001249219
09/01/2012,48,0.005850414
06/01/2012,47.72,-0.016213201
05/01/2012,48.5,0.001650846
04/01/2012,48.42,-0.013742397
03/01/2012,49.09,0.045211324
30/12/2011,46.92,-0.013127438
29/12/2011,47.54,-0.0058725
28/12/2011,47.82,-0.020081412
27/12/2011,48.79,0
23/12/2011,48.79,0.005755412
22/12/2011,48.51,0.008903672
21/12/2011,48.08,0.00249896
20/12/2011,47.96,0.047394142
19/12/2011,45.74,-0.010655749
16/12/2011,46.23,-0.001297017
15/12/2011,46.29,-0.020315036
14/12/2011,47.24,-0.018664692
13/12/2011,48.13,-0.017710512
12/12/2011,48.99,-0.02120649
09/12/2011,50.04,0.025912381
08/12/2011,48.76,-0.0241122
07/12/2011,49.95,-0.02744767
06/12/2011,51.34,-0.009498957
05/12/2011,51.83,0.0122296
02/12/2011,51.2,-0.012615403
01/12/2011,51.85,-0.002311694
30/11/2011,51.97,0.048693959
29/11/2011,49.5,0.007299302
28/11/2011,49.14,0.032681295
25/11/2011,47.56,-0.000630583
23/11/2011,47.59,-0.044990642
22/11/2011,49.78,0.007662873
21/11/2011,49.4,-0.011072081
18/11/2011,49.95,-0.01450885
17/11/2011,50.68,-0.022437777
16/11/2011,51.83,-0.00557962
15/11/2011,52.12,0.001920492
14/11/2011,52.02,-0.004603
11/11/2011,52.26,0.023229848
10/11/2011,51.06,-0.000195829
09/11/2011,51.07,-0.031987313
08/11/2011,52.73,0.012403556
07/11/2011,52.08,0.00249928
04/11/2011,51.95,-0.014333738
03/11/2011,52.7,0.076270577
02/11/2011,48.83,0.02341348
01/11/2011,47.7,-0.040268382
31/10/2011,49.66,-0.03735243
28/10/2011,51.55,-0.010228787
27/10/2011,52.08,0.043361378
26/10/2011,49.87,0.025178995
25/10/2011,48.63,-0.028781881
24/10/2011,50.05,0.032696587
21/10/2011,48.44,0.033801895
20/10/2011,46.83,0.019623271
19/10/2011,45.92,-0.028551902
18/10/2011,47.25,0.036422515
17/10/2011,45.56,-0.008958871
14/10/2011,45.97,0.028463036
13/10/2011,44.68,-0.005357156
12/10/2011,44.92,0.035807134
11/10/2011,43.34,0.015111295
10/10/2011,42.69,0.036254865
07/10/2011,41.17,-0.014468543
06/10/2011,41.77,0.023496297
05/10/2011,40.8,0.023810649
04/10/2011,39.84,0.008317628
03/10/2011,39.51,-0.023018279
30/09/2011,40.43,-0.018380618
29/09/2011,41.18,-0.008704117
28/09/2011,41.54,-0.070179777
27/09/2011,44.56,-0.000673023
26/09/2011,44.59,0.033986622
23/09/2011,43.1,0.007919911
22/09/2011,42.76,-0.077160238
21/09/2011,46.19,-0.033215742
20/09/2011,47.75,-0.008757354
19/09/2011,48.17,-0.010531847
16/09/2011,48.68,0
15/09/2011,48.68,0.003498306
14/09/2011,48.51,0.01453514
13/09/2011,47.81,-0.013503893
12/09/2011,48.46,-0.015967586
09/09/2011,49.24,-0.002231465
08/09/2011,49.35,0.003857481
07/09/2011,49.16,0.041110211
06/09/2011,47.18,0.000848176
02/09/2011,47.14,-0.03173544
01/09/2011,48.66,0.008254277
31/08/2011,48.26,0.001036592
30/08/2011,48.21,0.013995006
29/08/2011,47.54,0.028158857
26/08/2011,46.22,0.063875248
25/08/2011,43.36,-0.009868124
24/08/2011,43.79,0.018903283
23/08/2011,42.97,0.027127504
22/08/2011,41.82,-0.011885094
19/08/2011,42.32,-0.027271239
18/08/2011,43.49,-0.050223511
17/08/2011,45.73,0
16/08/2011,45.73,-0.038396137
15/08/2011,47.52,0.01548117
12/08/2011,46.79,0.012689707
11/08/2011,46.2,0.055860555
10/08/2011,43.69,-0.002742859
09/08/2011,43.81,0.08053739
08/08/2011,40.42,-0.120144312
05/08/2011,45.58,-0.017830435
04/08/2011,46.4,-0.093741552
03/08/2011,50.96,-0.012674441
02/08/2011,51.61,-0.033345949
01/08/2011,53.36,0.002063597
29/07/2011,53.25,0.011711505
28/07/2011,52.63,0.010505301
27/07/2011,52.08,-0.004597709
26/07/2011,52.32,-0.007805846
25/07/2011,52.73,-0.009437594
22/07/2011,53.23,0.010765993
21/07/2011,52.66,0.009731973
20/07/2011,52.15,0.006348006
19/07/2011,51.82,0.013209205
18/07/2011,51.14,-0.018214028
15/07/2011,52.08,0.018409589
14/07/2011,51.13,-0.01456195
13/07/2011,51.88,0.020840174
12/07/2011,50.81,-0.016977674
11/07/2011,51.68,-0.027670881
08/07/2011,53.13,0
07/07/2011,53.13,0.001506875
06/07/2011,53.05,0.003777153
05/07/2011,52.85,-0.000756573
01/07/2011,52.89,-0.007722046
30/06/2011,53.3,-0.0001876
29/06/2011,53.31,0.007153645
28/06/2011,52.93,0.027000204
27/06/2011,51.52,0.001554002
24/06/2011,51.44,-0.001359884
23/06/2011,51.51,-0.011772789
22/06/2011,52.12,0.002305034
21/06/2011,52,0.020791578
20/06/2011,50.93,-0.004114829
17/06/2011,51.14,-0.004876631
16/06/2011,51.39,-0.017935106
15/06/2011,52.32,-0.019120317
14/06/2011,53.33,0.012832786
13/06/2011,52.65,-0.011331566
10/06/2011,53.25,-0.023753204
09/06/2011,54.53,-0.006397974
08/06/2011,54.88,-0.003819228
07/06/2011,55.09,0.003637029
06/06/2011,54.89,-0.024830351
03/06/2011,56.27,0.017388625
02/06/2011,55.3,0.018248682
01/06/2011,54.3,0.018212732
31/05/2011,53.32,-0.012487349
27/05/2011,53.99,-0.010868671
26/05/2011,54.58,-0.006574165
25/05/2011,54.94,0.008224482
24/05/2011,54.49,0.005705362
23/05/2011,54.18,-0.02659053
20/05/2011,55.64,0.003420653
19/05/2011,55.45,-0.012010541
18/05/2011,56.12,0.036473244
17/05/2011,54.11,0.010216491
16/05/2011,53.56,-0.009476983
13/05/2011,54.07,-0.016689979
12/05/2011,54.98,0.009135821
11/05/2011,54.48,-0.035521629
10/05/2011,56.45,0.015351962
09/05/2011,55.59,0.019435722
06/05/2011,54.52,0.000366905
05/05/2011,54.5,-0.004941897
04/05/2011,54.77,-0.021851885
03/05/2011,55.98,-0.035276098
02/05/2011,57.99,-0.02688151
29/04/2011,59.57,0.026536682
28/04/2011,58.01,-0.007898393
27/04/2011,58.47,-0.01594876
26/04/2011,59.41,0.005231638
25/04/2011,59.1,0.014143543
21/04/2011,58.27,0.021509936
20/04/2011,57.03,0.023956429
19/04/2011,55.68,0.013561369
18/04/2011,54.93,-0.015176443
15/04/2011,55.77,-0.012296332
14/04/2011,56.46,-0.002299868
13/04/2011,56.59,0.00602625
12/04/2011,56.25,-0.021978907
11/04/2011,57.5,-0.003645521
08/04/2011,57.71,0.008352232
07/04/2011,57.23,-0.018866851
06/04/2011,58.32,-0.017169993
05/04/2011,59.33,0.002700424
04/04/2011,59.17,0.005932724
01/04/2011,58.82,0.016801355
31/03/2011,57.84,-0.010320009
30/03/2011,58.44,-0.00443914
29/03/2011,58.7,0.022221223
28/03/2011,57.41,-0.010052078
25/03/2011,57.99,-0.003271071
24/03/2011,58.18,0.026649666
23/03/2011,56.65,-0.00948707
22/03/2011,57.19,-0.008184634
21/03/2011,57.66,0.034404028
18/03/2011,55.71,-0.004477486
17/03/2011,55.96,0.029928778
16/03/2011,54.31,-0.03385245
15/03/2011,56.18,-0.004085626
14/03/2011,56.41,0.021140164
11/03/2011,55.23,0.026790593
10/03/2011,53.77,-0.0365204
09/03/2011,55.77,0.025423559
08/03/2011,54.37,-0.017502726
07/03/2011,55.33,-0.029560557
04/03/2011,56.99,-0.00821324
03/03/2011,57.46,0.008739786
02/03/2011,56.96,0.028853293
01/03/2011,55.34,-0.013639838
28/02/2011,56.1,0.01237573
25/02/2011,55.41,0.03265147
24/02/2011,53.63,0.010496816
23/02/2011,53.07,0.023256862
22/02/2011,51.85,-0.027393762
18/02/2011,53.29,-0.011196236
17/02/2011,53.89,0.006329135
16/02/2011,53.55,0.012590601
15/02/2011,52.88,-0.021514252
14/02/2011,54.03,0.020569162
11/02/2011,52.93,-0.009027708
10/02/2011,53.41,0.063976986
09/02/2011,50.1,-0.023084778
08/02/2011,51.27,-0.016634813
07/02/2011,52.13,-0.042807362
04/02/2011,54.41,-0.010421522
03/02/2011,54.98,-0.013549119
02/02/2011,55.73,0.048718392
01/02/2011,53.08,-0.023460395
31/01/2011,54.34,0.005536091
28/01/2011,54.04,-0.002956395
27/01/2011,54.2,-0.002211575
