Date,Close,D
17/08/2012,53.92,-0.000556225
16/08/2012,53.95,0.002598368
15/08/2012,53.81,0.00577767
14/08/2012,53.5,0.000935016
13/08/2012,53.45,-0.005038734
10/08/2012,53.72,0.001676759
09/08/2012,53.63,-0.000745573
08/08/2012,53.67,-0.005759421
07/08/2012,53.98,-0.006462953
06/08/2012,54.33,-0.0014714
03/08/2012,54.41,0.011088637
02/08/2012,53.81,-0.003709891
01/08/2012,54.01,-0.005539157
31/07/2012,54.31,-0.011169209
30/07/2012,54.92,-0.000910001
27/07/2012,54.97,0.015399021
26/07/2012,54.13,0.015639865
25/07/2012,53.29,0.005268121
24/07/2012,53.01,-0.009201079
23/07/2012,53.5,-0.008561377
20/07/2012,53.96,-0.004253358
19/07/2012,54.19,-0.003316142
18/07/2012,54.37,0.00257827
17/07/2012,54.23,0.000737871
16/07/2012,54.19,0
13/07/2012,54.19,0.009083388
12/07/2012,53.7,-0.006311512
11/07/2012,54.04,0.006311512
10/07/2012,53.7,-0.001302689
09/07/2012,53.77,-0.001115242
06/07/2012,53.83,0.000929282
05/07/2012,53.78,-0.00833261
03/07/2012,54.23,-0.002946053
02/07/2012,54.39,0.007196267
29/06/2012,54,0.004268356
28/06/2012,53.77,-0.002785776
27/06/2012,53.92,0.010252676
26/06/2012,53.37,0.000562272
25/06/2012,53.34,-0.005049099
22/06/2012,53.61,-0.001304875
21/06/2012,53.68,-0.009086757
20/06/2012,54.17,-0.00386919
19/06/2012,54.38,0.001656391
18/06/2012,54.29,0.009438397
15/06/2012,53.78,0.001116279
14/06/2012,53.72,0.012550507
13/06/2012,53.05,0.004155654
12/06/2012,52.83,0.000378644
11/06/2012,52.81,-0.00792158
08/06/2012,53.23,0.009247966
07/06/2012,52.74,0.00933429
06/06/2012,52.25,0.015040777
05/06/2012,51.47,-0.001165049
04/06/2012,51.53,-0.001938737
01/06/2012,51.63,-0.008294001
31/05/2012,52.06,0.003849119
30/05/2012,51.86,-0.012265389
29/05/2012,52.5,-0.000951928
25/05/2012,52.55,0.000951928
24/05/2012,52.5,0.005539122
23/05/2012,52.21,-0.00496753
22/05/2012,52.47,0.004584535
21/05/2012,52.23,-0.001148106
18/05/2012,52.29,0.007679055
17/05/2012,51.89,-0.011877534
16/05/2012,52.51,0.004007257
15/05/2012,52.3,0.000573778
14/05/2012,52.27,0.000957029
11/05/2012,52.22,0.002108694
10/05/2012,52.11,0.008479527
09/05/2012,51.67,-0.00559685
08/05/2012,51.96,0.001733603
07/05/2012,51.87,-0.002310804
04/05/2012,51.99,0.00134732
03/05/2012,51.92,-0.003652797
02/05/2012,52.11,-0.00631279
01/05/2012,52.44,0.004778753
30/04/2012,52.19,0.002301938
27/04/2012,52.07,0.003462874
26/04/2012,51.89,0.012605616
25/04/2012,51.24,0.008427291
24/04/2012,50.81,-0.000786937
23/04/2012,50.85,-0.00333759
20/04/2012,51.02,0.009452611
19/04/2012,50.54,-0.001581653
18/04/2012,50.62,-0.00728278
17/04/2012,50.99,0.004914981
16/04/2012,50.74,0.00910717
13/04/2012,50.28,-0.000397693
12/04/2012,50.3,0.002587839
11/04/2012,50.17,-0.000597788
10/04/2012,50.2,-0.013847897
09/04/2012,50.9,-0.009386068
05/04/2012,51.38,-0.004078864
04/04/2012,51.59,0.00096965
03/04/2012,51.54,0.000776398
02/04/2012,51.5,0.005646982
30/03/2012,51.21,0.008432249
29/03/2012,50.78,0.001773924
28/03/2012,50.69,-0.006293039
27/03/2012,51.01,0.005898562
26/03/2012,50.71,0.008515746
23/03/2012,50.28,-0.002780538
22/03/2012,50.42,-0.000793021
21/03/2012,50.46,-0.003560835
20/03/2012,50.64,0.007532246
19/03/2012,50.26,-0.00119308
16/03/2012,50.32,-0.003174606
15/03/2012,50.48,-0.001385727
14/03/2012,50.55,-0.015896714
13/03/2012,51.36,0.000584283
12/03/2012,51.33,0.011166734
09/03/2012,50.76,0.003157067
08/03/2012,50.6,0.002176279
07/03/2012,50.49,-0.000594001
06/03/2012,50.52,-0.00592068
05/03/2012,50.82,0.00592068
02/03/2012,50.52,0.002179729
01/03/2012,50.41,-0.001189532
29/02/2012,50.47,-0.015336518
28/02/2012,51.25,-0.003117088
27/02/2012,51.41,0.001752166
24/02/2012,51.32,0.00743207
23/02/2012,50.94,0.009269369
22/02/2012,50.47,0.006560008
21/02/2012,50.14,-0.008539422
17/02/2012,50.57,0.002970593
16/02/2012,50.42,0.006766195
15/02/2012,50.08,-0.002990731
14/02/2012,50.23,0.005990433
13/02/2012,49.93,0.000400641
10/02/2012,49.91,0.001002305
09/02/2012,49.86,-0.006795949
08/02/2012,50.2,-0.004372895
07/02/2012,50.42,0.002979444
06/02/2012,50.27,-0.002185793
03/02/2012,50.38,-0.002577066
02/02/2012,50.51,0.001783415
01/02/2012,50.42,0.007565236
31/01/2012,50.04,0.014087574
30/01/2012,49.34,-0.004448946
27/01/2012,49.56,-0.025696066
26/01/2012,50.85,-0.00510005
25/01/2012,51.11,0.015776308
24/01/2012,50.31,-0.003373354
23/01/2012,50.48,-0.001781297
20/01/2012,50.57,0.005353438
19/01/2012,50.3,-0.002581159
18/01/2012,50.43,-0.007310118
17/01/2012,50.8,0.003944778
13/01/2012,50.6,-0.006500565
12/01/2012,50.93,-0.004701282
11/01/2012,51.17,-0.002342379
10/01/2012,51.29,-0.001363858
09/01/2012,51.36,-0.001362
06/01/2012,51.43,-0.010252532
05/01/2012,51.96,-0.002114775
04/01/2012,52.07,-0.008224202
03/01/2012,52.5,-0.01098704
30/12/2011,53.08,-0.008442035
29/12/2011,53.53,0.008442035
28/12/2011,53.08,-0.006572177
27/12/2011,53.43,0.009024314
23/12/2011,52.95,0.004353182
22/12/2011,52.72,-0.001326889
21/12/2011,52.79,0.012773027
20/12/2011,52.12,0.034351543
19/12/2011,50.36,-0.005742022
16/12/2011,50.65,-0.002563346
15/12/2011,50.78,0.011886035
14/12/2011,50.18,-0.005960677
13/12/2011,50.48,0.003373354
12/12/2011,50.31,-0.009101764
09/12/2011,50.77,0.012486536
08/12/2011,50.14,-0.007154244
07/12/2011,50.5,0.003173347
06/12/2011,50.34,-0.003173347
05/12/2011,50.5,-0.001187414
02/12/2011,50.56,-0.015504187
01/12/2011,51.35,-0.005244258
30/11/2011,51.62,0.015029072
29/11/2011,50.85,0.014659534
28/11/2011,50.11,0.01204592
25/11/2011,49.51,0.004047769
23/11/2011,49.31,-0.014695785
22/11/2011,50.04,-0.012313959
21/11/2011,50.66,-0.007472994
18/11/2011,51.04,0.003926193
17/11/2011,50.84,-0.003534266
16/11/2011,51.02,-0.010528465
15/11/2011,51.56,-0.003291706
14/11/2011,51.73,-0.006359016
11/11/2011,52.06,0.013731963
10/11/2011,51.35,0.001364124
09/11/2011,51.28,-0.026175474
08/11/2011,52.64,0.003615952
07/11/2011,52.45,0.017114157
04/11/2011,51.56,-0.002711603
03/11/2011,51.7,0.009132484
02/11/2011,51.23,0.016334123
01/11/2011,50.4,-0.02333668
31/10/2011,51.59,0.004273511
28/10/2011,51.37,-0.012381663
27/10/2011,52.01,0.016673515
26/10/2011,51.15,0.008836582
25/10/2011,50.7,-0.013712262
24/10/2011,51.4,-0.012950795
21/10/2011,52.07,0.019979328
20/10/2011,51.04,0.001568628
19/10/2011,50.96,0.009661911
18/10/2011,50.47,0.008956175
17/10/2011,50.02,-0.009352371
14/10/2011,50.49,0.008952611
13/10/2011,50.04,-0.002594553
12/10/2011,50.17,-0.008139003
11/10/2011,50.58,-0.012183291
10/10/2011,51.2,0.018331054
07/10/2011,50.27,0.005385472
06/10/2011,50,0.009848336
05/10/2011,49.51,0.006687633
04/10/2011,49.18,-0.013330838
03/10/2011,49.84,-0.018487754
30/09/2011,50.77,-0.009409989
29/09/2011,51.25,0.016327696
28/09/2011,50.42,-0.010064219
27/09/2011,50.93,0.002949565
26/09/2011,50.78,0.015679591
23/09/2011,49.99,0.013696085
22/09/2011,49.31,-0.011693682
21/09/2011,49.89,-0.014130994
20/09/2011,50.6,0.017142138
19/09/2011,49.74,-0.002008436
16/09/2011,49.84,0.007653612
15/09/2011,49.46,0.018776062
14/09/2011,48.54,0.015781058
13/09/2011,47.78,0.006509209
12/09/2011,47.47,0.005915927
09/09/2011,47.19,-0.020139133
08/09/2011,48.15,-0.001037883
07/09/2011,48.2,0.006452307
06/09/2011,47.89,-0.001877543
02/09/2011,47.98,-0.012633491
01/09/2011,48.59,-0.0030823
31/08/2011,48.74,-0.000205149
30/08/2011,48.75,-0.004502668
29/08/2011,48.97,0.01046915
26/08/2011,48.46,-0.009856343
25/08/2011,48.94,-0.012992469
24/08/2011,49.58,0.009728492
23/08/2011,49.1,0.017463207
22/08/2011,48.25,0.005403172
19/08/2011,47.99,-0.022458964
18/08/2011,49.08,-0.02096851
17/08/2011,50.12,0.008616424
16/08/2011,49.69,0.000201268
15/08/2011,49.68,0.040461418
12/08/2011,47.71,-0.006684796
11/08/2011,48.03,0.035388797
10/08/2011,46.36,-0.008804953
09/08/2011,46.77,0.017905774
08/08/2011,45.94,-0.056081551
05/08/2011,48.59,0.017019921
04/08/2011,47.77,-0.01845951
03/08/2011,48.66,0.01157516
02/08/2011,48.1,-0.010135571
01/08/2011,48.59,0.00288541
29/07/2011,48.45,-0.011083857
28/07/2011,48.99,-0.00122399
27/07/2011,49.05,-0.005083895
26/07/2011,49.3,-0.005461731
25/07/2011,49.57,-0.004227485
22/07/2011,49.78,-0.004409708
21/07/2011,50,0.014910613
20/07/2011,49.26,0.011638722
19/07/2011,48.69,0.014272659
18/07/2011,48,-0.009537704
15/07/2011,48.46,0.006002295
14/07/2011,48.17,-0.002280976
13/07/2011,48.28,-0.00165563
12/07/2011,48.36,0.00518297
11/07/2011,48.11,-0.010750569
08/07/2011,48.63,-0.006763014
07/07/2011,48.96,0.001226242
06/07/2011,48.9,0.005948125
05/07/2011,48.61,-0.007786925
01/07/2011,48.99,0.014805946
30/06/2011,48.27,0.003528073
29/06/2011,48.1,0.006256538
28/06/2011,47.8,0.002094242
27/06/2011,47.7,0.009478744
24/06/2011,47.25,0.002330756
23/06/2011,47.14,-0.013066572
22/06/2011,47.76,-0.009792765
21/06/2011,48.23,0.001452433
20/06/2011,48.16,0.010436329
17/06/2011,47.66,0.0084282
16/06/2011,47.26,0.003391271
15/06/2011,47.1,-0.012448731
14/06/2011,47.69,-0.002931325
13/06/2011,47.83,0.006291967
10/06/2011,47.53,-0.009423167
09/06/2011,47.98,0.006062525
08/06/2011,47.69,0.006099504
07/06/2011,47.4,0.010604553
06/06/2011,46.9,-0.005316334
03/06/2011,47.15,-0.002541836
02/06/2011,47.27,0.003178305
01/06/2011,47.12,-0.012653058
31/05/2011,47.72,0.010321313
27/05/2011,47.23,-0.00232632
26/05/2011,47.34,0.00338553
25/05/2011,47.18,-0.015354177
24/05/2011,47.91,-0.000625978
23/05/2011,47.94,-0.007067167
20/05/2011,48.28,0.001658375
19/05/2011,48.2,0.004783206
18/05/2011,47.97,-0.00747667
17/05/2011,48.33,0.009563482
16/05/2011,47.87,-0.002503652
13/05/2011,47.99,-0.003328482
12/05/2011,48.15,0.010438508
11/05/2011,47.65,0.000209886
10/05/2011,47.64,0.013312399
09/05/2011,47.01,0.001916321
06/05/2011,46.92,0.008131866
05/05/2011,46.54,-0.010260885
04/05/2011,47.02,0.006186686
03/05/2011,46.73,0.004074199
02/05/2011,46.54,0.002581757
29/04/2011,46.42,0.001940701
28/04/2011,46.33,0.005844805
27/04/2011,46.06,0.006753103
26/04/2011,45.75,0.014531299
25/04/2011,45.09,0.007569048
21/04/2011,44.75,0.006051795
20/04/2011,44.48,0.003829265
19/04/2011,44.31,0.004750603
18/04/2011,44.1,-0.008355022
15/04/2011,44.47,0.009943585
14/04/2011,44.03,0.010961516
13/04/2011,43.55,-0.001147447
12/04/2011,43.6,-0.008677835
11/04/2011,43.98,-0.018919483
08/04/2011,44.82,-0.002896293
07/04/2011,44.95,-0.001778173
06/04/2011,45.03,0.005790662
05/04/2011,44.77,-0.003344858
04/04/2011,44.92,0.004909628
01/04/2011,44.7,0
31/03/2011,44.7,-0.010459648
30/03/2011,45.17,0.013820996
29/03/2011,44.55,0.007208862
28/03/2011,44.23,-0.00698437
25/03/2011,44.54,0.002922993
24/03/2011,44.41,0.007458504
23/03/2011,44.08,-0.007908752
22/03/2011,44.43,-0.001349528
21/03/2011,44.49,0.016087353
18/03/2011,43.78,0.00389061
17/03/2011,43.61,-0.002519181
16/03/2011,43.72,-0.022838754
15/03/2011,44.73,-0.009567322
14/03/2011,45.16,-0.007720343
11/03/2011,45.51,-0.003290559
10/03/2011,45.66,-0.014782878
09/03/2011,46.34,0.004325266
08/03/2011,46.14,0.015727716
07/03/2011,45.42,-0.002638524
04/03/2011,45.54,0.000219611
03/03/2011,45.53,0.016386549
02/03/2011,44.79,-0.017264705
01/03/2011,45.57,-0.00131579
28/02/2011,45.63,0.013902905
25/02/2011,45,0.005794534
24/02/2011,44.74,0.002237638
23/02/2011,44.64,0.0078714
22/02/2011,44.29,-0.001804647
18/02/2011,44.37,0.004291367
17/02/2011,44.18,0.002039199
16/02/2011,44.09,0.007969984
15/02/2011,43.74,0.001372684
14/02/2011,43.68,-0.010022863
11/02/2011,44.12,0.004998874
10/02/2011,43.9,0.008234264
09/02/2011,43.54,0
08/02/2011,43.54,0.002759891
07/02/2011,43.42,-0.004366317
04/02/2011,43.61,-0.001832761
03/02/2011,43.69,0.004128446
02/02/2011,43.51,-0.006186295
01/02/2011,43.78,0.005497036
31/01/2011,43.54,0.003451056
28/01/2011,43.39,-0.009176481
27/01/2011,43.79,0.005495778
