Date,Close,D
26/01/2011,43.55,-0.000459137
25/01/2011,43.57,-0.000229489
24/01/2011,43.58,0.005291626
21/01/2011,43.35,-0.000461255
20/01/2011,43.37,0.00926576
19/01/2011,42.97,-0.000232693
18/01/2011,42.98,0
14/01/2011,42.98,0.008645924
13/01/2011,42.61,0.008247955
12/01/2011,42.26,-0.001655042
11/01/2011,42.33,-0.002595259
10/01/2011,42.44,-0.018443385
07/01/2011,43.23,0.000925712
06/01/2011,43.19,0.00371144
05/01/2011,43.03,-0.002553094
04/01/2011,43.14,0.009081446
03/01/2011,42.75,0.000702001
31/12/2010,42.72,-0.004204631
30/12/2010,42.9,-0.000931967
29/12/2010,42.94,0.000465875
28/12/2010,42.92,0.000699219
27/12/2010,42.89,-0.001630752
23/12/2010,42.96,0.000931532
22/12/2010,42.92,-0.000931532
21/12/2010,42.96,0.000698568
20/12/2010,42.93,0.008421102
17/12/2010,42.57,0.006126315
16/12/2010,42.31,0.014042835
15/12/2010,41.72,-0.006688988
14/12/2010,42,-0.001189768
13/12/2010,42.05,0.010278565
10/12/2010,41.62,-0.003597558
09/12/2010,41.77,-0.001435407
08/12/2010,41.83,-0.001672041
07/12/2010,41.9,-0.003335719
06/12/2010,42.04,-0.008998403
03/12/2010,42.42,0.007572208
02/12/2010,42.1,0.001188354
01/12/2010,42.05,0.012443329
30/11/2010,41.53,-0.001924465
29/11/2010,41.61,-0.005512297
26/11/2010,41.84,-0.004530829
24/11/2010,42.03,-0.010885105
23/11/2010,42.49,-0.012163893
22/11/2010,43.01,0.005829561
19/11/2010,42.76,-0.000935016
18/11/2010,42.8,0.00821119
17/11/2010,42.45,-0.007977518
16/11/2010,42.79,-0.007682496
15/11/2010,43.12,0.006047937
12/11/2010,42.86,0.000466744
11/11/2010,42.84,-0.003262646
10/11/2010,42.98,-0.002091808
09/11/2010,43.07,-0.000464253
08/11/2010,43.09,-0.009469986
05/11/2010,43.5,-0.000689417
04/11/2010,43.53,0.015278075
03/11/2010,42.87,0.001166997
02/11/2010,42.82,0.007736529
01/11/2010,42.49,-0.022572221
29/10/2010,43.46,-0.011211649
28/10/2010,43.95,0.00296229
27/10/2010,43.82,-0.005007978
26/10/2010,44.04,-0.009491597
25/10/2010,44.46,-0.001123974
22/10/2010,44.51,-0.005154073
21/10/2010,44.74,0.000894454
20/10/2010,44.7,0.004484312
19/10/2010,44.5,-0.009393941
18/10/2010,44.92,0.008495468
15/10/2010,44.54,-0.002018617
14/10/2010,44.63,0.001794125
13/10/2010,44.55,0.005176111
12/10/2010,44.32,-0.008313721
11/10/2010,44.69,0.000223789
08/10/2010,44.68,0.003812091
07/10/2010,44.51,0.000449438
06/10/2010,44.49,-0.002020883
05/10/2010,44.58,0.015598824
04/10/2010,43.89,-0.003184716
01/10/2010,44.03,0.008438869
30/09/2010,43.66,-0.006620273
29/09/2010,43.95,-0.005445895
28/09/2010,44.19,-0.001582815
27/09/2010,44.26,0.000678043
24/09/2010,44.23,0.018483127
23/09/2010,43.42,-0.018030843
22/09/2010,44.21,0.002264494
21/09/2010,44.11,-0.004072404
20/09/2010,44.29,0.019838753
17/09/2010,43.42,-0.003907602
16/09/2010,43.59,0.002526704
15/09/2010,43.48,-0.012570158
14/09/2010,44.03,0.002501423
13/09/2010,43.92,0.014448136
10/09/2010,43.29,-0.014903406
09/09/2010,43.94,0.004790702
08/09/2010,43.73,-0.002055969
07/09/2010,43.82,-0.003872001
03/09/2010,43.99,0.009364006
02/09/2010,43.58,-0.006404413
01/09/2010,43.86,0.026101493
31/08/2010,42.73,0.000936549
30/08/2010,42.69,-0.016955464
27/08/2010,43.42,0.015317078
26/08/2010,42.76,-0.009079331
25/08/2010,43.15,-0.028782252
24/08/2010,44.41,0.001351961
23/08/2010,44.35,0.009515251
20/08/2010,43.93,0.00593609
19/08/2010,43.67,-0.010025147
18/08/2010,44.11,-0.013510676
17/08/2010,44.71,0.01532597
16/08/2010,44.03,0.002729135
13/08/2010,43.91,0.002508267
12/08/2010,43.8,0.002056909
11/08/2010,43.71,-0.010695289
10/08/2010,44.18,0.003400978
09/08/2010,44.03,0.008209852
06/08/2010,43.67,0.002751664
05/08/2010,43.55,0.001148765
04/08/2010,43.5,0.008774011
03/08/2010,43.12,-0.001853569
02/08/2010,43.2,0.028409001
30/07/2010,41.99,0.007170203
29/07/2010,41.69,-0.030473599
28/07/2010,42.98,-0.006724663
27/07/2010,43.27,0.015605301
26/07/2010,42.6,0.00447007
23/07/2010,42.41,0.004490141
22/07/2010,42.22,0.023000535
21/07/2010,41.26,-0.016823276
20/07/2010,41.96,0.013435903
19/07/2010,41.4,0.023708797
16/07/2010,40.43,-0.02056376
15/07/2010,41.27,-0.004110754
14/07/2010,41.44,0.008238476
13/07/2010,41.1,0.002679987
12/07/2010,40.99,0.002198071
09/07/2010,40.9,0.003674223
08/07/2010,40.75,0.01408648
07/07/2010,40.18,0.026224397
06/07/2010,39.14,0.012080856
02/07/2010,38.67,-0.007984588
01/07/2010,38.98,0.006176036
30/06/2010,38.74,-0.013588211
29/06/2010,39.27,-0.032568009
28/06/2010,40.57,0.009908429
25/06/2010,40.17,0.000498008
24/06/2010,40.15,-0.001990546
23/06/2010,40.23,-0.015538603
22/06/2010,40.86,-0.023223105
21/06/2010,41.82,-0.004294924
18/06/2010,42,0.003577821
17/06/2010,41.85,0.004310352
16/06/2010,41.67,0.009403324
15/06/2010,41.28,0.019570096
14/06/2010,40.48,-0.002960042
11/06/2010,40.6,-0.005159083
10/06/2010,40.81,0.022049698
09/06/2010,39.92,-0.005994024
08/06/2010,40.16,0.020883889
07/06/2010,39.33,0.008169563
04/06/2010,39.01,-0.028804417
03/06/2010,40.15,0.010767601
02/06/2010,39.72,0.028861664
01/06/2010,38.59,-0.009542303
28/05/2010,38.96,-0.004609483
27/05/2010,39.14,0.014929492
26/05/2010,38.56,-0.01722629
25/05/2010,39.23,-0.000509684
24/05/2010,39.25,-0.007108433
21/05/2010,39.53,0.007363243
20/05/2010,39.24,-0.029875449
19/05/2010,40.43,-0.006901679
18/05/2010,40.71,-0.013662081
17/05/2010,41.27,0.006807709
14/05/2010,40.99,-0.013328684
13/05/2010,41.54,-0.007434978
12/05/2010,41.85,0.001195457
11/05/2010,41.8,-0.002628122
10/05/2010,41.91,0.041160078
07/05/2010,40.22,0.000248663
06/05/2010,40.21,-0.038302035
05/05/2010,41.78,0.002396359
04/05/2010,41.68,-0.018776547
03/05/2010,42.47,0.015901605
30/04/2010,41.8,0.01203384
29/04/2010,41.3,-0.002901356
28/04/2010,41.42,0.006782972
27/04/2010,41.14,-0.017349833
26/04/2010,41.86,0.002152339
23/04/2010,41.77,0.010105957
22/04/2010,41.35,-0.000241809
21/04/2010,41.36,-0.001449626
20/04/2010,41.42,0.003385735
19/04/2010,41.28,0.00242542
16/04/2010,41.18,-0.006293896
15/04/2010,41.44,-0.000964785
14/04/2010,41.48,-0.004570062
13/04/2010,41.67,-0.003114894
12/04/2010,41.8,0.005036586
09/04/2010,41.59,0.002889479
08/04/2010,41.47,-0.004331094
07/04/2010,41.65,-0.00119976
06/04/2010,41.7,-0.002634417
05/04/2010,41.81,-0.00047824
01/04/2010,41.83,0.017362385
31/03/2010,41.11,-0.003642107
30/03/2010,41.26,0.001940806
29/03/2010,41.18,0.014184635
26/03/2010,40.6,0.008409646
25/03/2010,40.26,0.004480963
24/03/2010,40.08,-0.002740752
23/03/2010,40.19,0.001494024
22/03/2010,40.13,-0.014103908
19/03/2010,40.7,0.004679235
18/03/2010,40.51,-0.001233502
17/03/2010,40.56,0.016656693
16/03/2010,39.89,0.004522621
15/03/2010,39.71,0.000503778
12/03/2010,39.69,0.001008319
11/03/2010,39.65,0.006832875
10/03/2010,39.38,0.004071252
09/03/2010,39.22,0.003575994
08/03/2010,39.08,-0.000767362
05/03/2010,39.11,0.009247433
04/03/2010,38.75,0.003619446
03/03/2010,38.61,0.003372684
02/03/2010,38.48,0.00468873
01/03/2010,38.3,0.008126929
26/02/2010,37.99,-0.00917077
25/02/2010,38.34,-0.004943421
24/02/2010,38.53,-0.007498419
23/02/2010,38.82,-0.004626068
22/02/2010,39,-0.004349502
19/02/2010,39.17,0.011554885
18/02/2010,38.72,0.008819772
17/02/2010,38.38,0.003654402
16/02/2010,38.24,0.029187532
12/02/2010,37.14,0.001886539
11/02/2010,37.07,0.012759777
10/02/2010,36.6,0.000820008
09/02/2010,36.57,0.008237279
08/02/2010,36.27,-0.013147272
05/02/2010,36.75,-0.002988727
04/02/2010,36.86,-0.020940362
03/02/2010,37.64,-0.009255652
02/02/2010,37.99,0.006337492
01/02/2010,37.75,0.007711779
29/01/2010,37.46,-0.003730353
28/01/2010,37.6,-0.010582109
27/01/2010,38,-0.002628122
26/01/2010,38.1,0.000787712
25/01/2010,38.07,0.007117468
22/01/2010,37.8,-0.019128056
21/01/2010,38.53,-0.013149603
20/01/2010,39.04,-0.009940186
19/01/2010,39.43,0.014818871
15/01/2010,38.85,-0.006670112
14/01/2010,39.11,-0.001022234
13/01/2010,39.15,0.005635261
12/01/2010,38.93,-0.005124275
11/01/2010,39.13,0.014673966
08/01/2010,38.56,-0.000518538
07/01/2010,38.58,0.001556421
06/01/2010,38.52,0.001038961
05/01/2010,38.48,-0.012396853
04/01/2010,38.96,0.001027221
31/12/2009,38.92,-0.014792415
30/12/2009,39.5,0.002534856
29/12/2009,39.4,-0.005315795
28/12/2009,39.61,0.006077507
24/12/2009,39.37,0.005859143
23/12/2009,39.14,0.000511117
22/12/2009,39.12,-0.00306279
21/12/2009,39.24,0.002807198
18/12/2009,39.13,0.004353957
17/12/2009,38.96,-0.005886133
16/12/2009,39.19,-0.001529832
15/12/2009,39.25,-0.007108433
14/12/2009,39.53,0.01144905
11/12/2009,39.08,0.012358551
10/12/2009,38.6,0.008063511
09/12/2009,38.29,0.003663008
08/12/2009,38.15,-0.001833181
07/12/2009,38.22,0.012373463
04/12/2009,37.75,-0.00290967
03/12/2009,37.86,-0.000528123
02/12/2009,37.88,0.018652286
01/12/2009,37.18,0.021751809
30/11/2009,36.38,0.006618888
27/11/2009,36.14,-0.017553934
25/11/2009,36.78,-0.005152554
24/11/2009,36.97,0.005696475
23/11/2009,36.76,0.010666038
20/11/2009,36.37,-0.012025288
19/11/2009,36.81,-0.006228862
18/11/2009,37.04,-0.005653535
17/11/2009,37.25,0.004034975
16/11/2009,37.1,0.022901764
13/11/2009,36.26,0
12/11/2009,36.26,-0.010971037
11/11/2009,36.66,-0.002996053
10/11/2009,36.77,0.004360868
09/11/2009,36.61,0.017636169
06/11/2009,35.97,0.004458074
05/11/2009,35.81,0.020026054
04/11/2009,35.1,0.010597264
03/11/2009,34.73,0.003750185
02/11/2009,34.6,0.014849596
30/10/2009,34.09,-0.015716272
29/10/2009,34.63,0.000577701
28/10/2009,34.61,-0.002885172
27/10/2009,34.71,-0.002876872
26/10/2009,34.81,-0.010288745
23/10/2009,35.17,-0.00905752
22/10/2009,35.49,0.011904903
21/10/2009,35.07,0.002855513
20/10/2009,34.97,-0.003995439
19/10/2009,35.11,0.016947124
16/10/2009,34.52,0.005228011
15/10/2009,34.34,-0.011005034
14/10/2009,34.72,0.005777024
13/10/2009,34.52,-0.009801174
12/10/2009,34.86,0.004600353
09/10/2009,34.7,0.013637234
08/10/2009,34.23,0.004098366
07/10/2009,34.09,0.006769709
06/10/2009,33.86,0.004736539
05/10/2009,33.7,0.006250951
02/10/2009,33.49,-0.009213916
01/10/2009,33.8,-0.020498522
30/09/2009,34.5,-0.006644543
29/09/2009,34.73,0.003750185
28/09/2009,34.6,0.011920478
25/09/2009,34.19,-0.001753361
24/09/2009,34.25,0.005856532
23/09/2009,34.05,-0.000880669
22/09/2009,34.08,-0.003222502
21/09/2009,34.19,-0.004086404
18/09/2009,34.33,0.009071021
17/09/2009,34.02,-0.003228176
16/09/2009,34.13,0.019826067
15/09/2009,33.46,0.00810207
14/09/2009,33.19,0.012125035
11/09/2009,32.79,-0.000914495
10/09/2009,32.82,-0.007890784
09/09/2009,33.08,0.001815432
08/09/2009,33.02,0.000605877
04/09/2009,33,0.00790999
03/09/2009,32.74,0
02/09/2009,32.74,-0.008212974
01/09/2009,33.01,-0.002118324
31/08/2009,33.08,-0.004223234
28/08/2009,33.22,-0.006899682
27/08/2009,33.45,-0.0011951
26/08/2009,33.49,-0.02418997
25/08/2009,34.31,-0.003781823
24/08/2009,34.44,0.006408411
21/08/2009,34.22,0.016203035
20/08/2009,33.67,0.007153533
19/08/2009,33.43,0.007205075
18/08/2009,33.19,0.001809409
17/08/2009,33.13,-0.012895665
14/08/2009,33.56,-0.001786246
13/08/2009,33.62,-0.001783061
12/08/2009,33.68,0.005657303
11/08/2009,33.49,-0.00327918
10/08/2009,33.6,0
07/08/2009,33.6,-0.006821916
06/08/2009,33.83,0.00474075
05/08/2009,33.67,-0.002965601
04/08/2009,33.77,-0.004137122
03/08/2009,33.91,0.003249154
31/07/2009,33.8,-0.02165727
30/07/2009,34.54,0.011648355
29/07/2009,34.14,0
28/07/2009,34.14,-0.019147669
27/07/2009,34.8,0.006052764
24/07/2009,34.59,0.020149609
23/07/2009,33.9,0.023277685
22/07/2009,33.12,0.00272109
21/07/2009,33.03,0.005464494
20/07/2009,32.85,-0.000608643
17/07/2009,32.87,-0.009085465
16/07/2009,33.17,-0.000301432
15/07/2009,33.18,0.002414002
14/07/2009,33.1,0.002419844
13/07/2009,33.02,0.017412995
10/07/2009,32.45,-0.011032904
09/07/2009,32.81,0.006421059
08/07/2009,32.6,-0.0039798
07/07/2009,32.73,-0.022954798
06/07/2009,33.49,0.008998261
02/07/2009,33.19,-0.030853827
01/07/2009,34.23,0.023947929
30/06/2009,33.42,-0.013375144
29/06/2009,33.87,0.014273213
26/06/2009,33.39,0.001198682
25/06/2009,33.35,0.016934182
24/06/2009,32.79,0.007346222
23/06/2009,32.55,-0.014033177
22/06/2009,33.01,0.008824034
19/06/2009,32.72,-0.018771366
18/06/2009,33.34,0.028908144
17/06/2009,32.39,-0.004313007
16/06/2009,32.53,-0.00337579
15/06/2009,32.64,-0.022717924
12/06/2009,33.39,0.013265193
11/06/2009,32.95,0.021783343
10/06/2009,32.24,0.011542789
09/06/2009,31.87,0.003457492
08/06/2009,31.76,-0.008153071
05/06/2009,32.02,-0.001560306
04/06/2009,32.07,0.003748833
03/06/2009,31.95,-0.020446809
02/06/2009,32.61,-0.008853668
01/06/2009,32.9,0.034320883
29/05/2009,31.79,0.019374911
28/05/2009,31.18,0.027639542
27/05/2009,30.33,-0.039436267
26/05/2009,31.55,0.023734276
22/05/2009,30.81,0.002925404
21/05/2009,30.72,-0.013258076
20/05/2009,31.13,-0.008954329
19/05/2009,31.41,0.02939963
18/05/2009,30.5,-0.000655523
15/05/2009,30.52,-0.016894489
14/05/2009,31.04,-0.008341402
13/05/2009,31.3,-0.021805256
12/05/2009,31.99,0.006586193
11/05/2009,31.78,-0.002827967
08/05/2009,31.87,0
07/05/2009,31.87,0.011042863
06/05/2009,31.52,-0.004431789
05/05/2009,31.66,0.001580528
04/05/2009,31.61,0.016587302
01/05/2009,31.09,0.030369681
30/04/2009,30.16,0.018404401
29/04/2009,29.61,-0.009746338
28/04/2009,29.9,0.011098147
27/04/2009,29.57,0.009514173
24/04/2009,29.29,0.000341472
23/04/2009,29.28,0.009264091
22/04/2009,29.01,-0.012673573
21/04/2009,29.38,-0.006784287
20/04/2009,29.58,-0.012096922
17/04/2009,29.94,-0.004000005
16/04/2009,30.06,-0.010259895
15/04/2009,30.37,0.013258398
14/04/2009,29.97,-0.006319662
13/04/2009,30.16,-0.010554188
09/04/2009,30.48,-0.001966569
08/04/2009,30.54,0.002951306
07/04/2009,30.45,0.007912999
06/04/2009,30.21,-0.007584538
03/04/2009,30.44,-0.011432429
02/04/2009,30.79,0.000649773
01/04/2009,30.77,-0.007124382
31/03/2009,30.99,0.015610073
30/03/2009,30.51,-0.018188225
27/03/2009,31.07,-0.015330866
26/03/2009,31.55,0.005084218
25/03/2009,31.39,0.001594134
24/03/2009,31.34,-0.032336831
23/03/2009,32.37,0.043567496
20/03/2009,30.99,-0.006753523
19/03/2009,31.2,0.004175371
18/03/2009,31.07,0.017205424
17/03/2009,30.54,0.010864304
16/03/2009,30.21,0.0227663
13/03/2009,29.53,0.02920668
12/03/2009,28.68,0.018652661
11/03/2009,28.15,0.004985765
10/03/2009,28.01,0.026041255
09/03/2009,27.29,-0.029960732
06/03/2009,28.12,0.008212865
05/03/2009,27.89,-0.018120944
04/03/2009,28.4,0.02279301
03/03/2009,27.76,-0.03260388
02/03/2009,28.68,-0.050979438
27/02/2009,30.18,0.003318954
26/02/2009,30.08,-0.02267969
25/02/2009,30.77,-0.028197959
24/02/2009,31.65,0.026898836
23/02/2009,30.81,-0.028161861
20/02/2009,31.69,-0.026468928
19/02/2009,32.54,-0.000921517
18/02/2009,32.57,-0.031729509
17/02/2009,33.62,-0.026996945
13/02/2009,34.54,-0.011227986
12/02/2009,34.93,-0.00542471
11/02/2009,35.12,-0.010761928
10/02/2009,35.5,-0.019250141
09/02/2009,36.19,-0.020241391
06/02/2009,36.93,0.00407001
05/02/2009,36.78,0.005999473
04/02/2009,36.56,-0.000273486
03/02/2009,36.57,0.008513027
02/02/2009,36.26,0.030237466
30/01/2009,35.18,-0.028857584
29/01/2009,36.21,0.014464786
28/01/2009,35.69,0.006183269
27/01/2009,35.47,-0.007863
26/01/2009,35.75,0.021202208
23/01/2009,35,0.002002003
22/01/2009,34.93,0.001145804
21/01/2009,34.89,0.014434431
20/01/2009,34.39,-0.006087858
16/01/2009,34.6,0.019554103
15/01/2009,33.93,0.001474709
14/01/2009,33.88,-0.014359221
13/01/2009,34.37,-0.022155992
12/01/2009,35.14,0.000854093
09/01/2009,35.11,-0.010201279
08/01/2009,35.47,-0.005903039
07/01/2009,35.68,-0.015021145
06/01/2009,36.22,-0.004957322
05/01/2009,36.4,
