Date,Close,DLTR
07/06/2013,49.69,0.008285386
06/06/2013,49.28,0.023820428
05/06/2013,48.12,-0.008896304
04/06/2013,48.55,-0.012689487
03/06/2013,49.17,0.023249684
31/05/2013,48.04,-0.019786301
30/05/2013,49,-0.015592095
29/05/2013,49.77,-0.015748357
28/05/2013,50.56,0.006349228
24/05/2013,50.24,0.000995718
23/05/2013,50.19,0.036936017
22/05/2013,48.37,-0.020665697
21/05/2013,49.38,-0.001820941
20/05/2013,49.47,-0.005845023
17/05/2013,49.76,0.000200985
16/05/2013,49.75,-0.01059692
15/05/2013,50.28,0.022527099
14/05/2013,49.16,0.001832435
13/05/2013,49.07,-0.004270469
10/05/2013,49.28,0.00447428
09/05/2013,49.06,-0.006703936
08/05/2013,49.39,-0.002224695
07/05/2013,49.5,0.016293639
06/05/2013,48.7,0.000821693
03/05/2013,48.66,0.004944386
02/05/2013,48.42,0.012678129
01/05/2013,47.81,0.005242751
30/04/2013,47.56,-0.004824341
29/04/2013,47.79,-0.003342389
26/04/2013,47.95,-0.01346473
25/04/2013,48.6,0.008679534
24/04/2013,48.18,-0.000415024
23/04/2013,48.2,0.010218002
22/04/2013,47.71,0.005043087
19/04/2013,47.47,0.009737588
18/04/2013,47.01,-0.007628772
17/04/2013,47.37,-0.007571014
16/04/2013,47.73,0.017968986
15/04/2013,46.88,-0.019852817
12/04/2013,47.82,0.011356589
11/04/2013,47.28,0.024840678
10/04/2013,46.12,0.002822714
09/04/2013,45.99,-0.022361714
08/04/2013,47.03,0.001276596
05/04/2013,46.97,-0.014793169
04/04/2013,47.67,0.008637997
03/04/2013,47.26,-0.001268767
02/04/2013,47.32,-0.005899722
01/04/2013,47.6,-0.017286695
28/03/2013,48.43,0.011839374
27/03/2013,47.86,-0.010186139
26/03/2013,48.35,0.027893179
25/03/2013,47.02,0.003835504
22/03/2013,46.84,0.01073202
21/03/2013,46.34,0.003891897
20/03/2013,46.16,0.039550057
19/03/2013,44.37,-0.012096922
18/03/2013,44.91,0.01503113
15/03/2013,44.24,-0.016143848
14/03/2013,44.96,-0.001999778
13/03/2013,45.05,0.009142666
12/03/2013,44.64,-0.008254369
11/03/2013,45.01,-0.000444247
08/03/2013,45.03,-0.001553312
07/03/2013,45.1,-0.008170521
06/03/2013,45.47,-0.011588629
05/03/2013,46,-0.010380716
04/03/2013,46.48,0.007992266
01/03/2013,46.11,0.020154023
28/02/2013,45.19,-0.004415993
27/02/2013,45.39,0.099770431
26/02/2013,41.08,0.006349228
25/02/2013,40.82,-0.025874978
22/02/2013,41.89,0.010318028
21/02/2013,41.46,0.028625808
20/02/2013,40.29,-0.002726486
19/02/2013,40.4,-0.017664836
15/02/2013,41.12,0.0293667
14/02/2013,39.93,0.005273082
13/02/2013,39.72,-0.012758147
12/02/2013,40.23,-0.017982995
11/02/2013,40.96,-0.002438431
08/02/2013,41.06,0.041268595
07/02/2013,39.4,-0.00405269
06/02/2013,39.56,-0.000758054
05/02/2013,39.59,0.000252621
04/02/2013,39.58,-0.013551023
01/02/2013,40.12,0.00324554
31/01/2013,39.99,0.004511286
30/01/2013,39.81,-0.020142419
29/01/2013,40.62,-0.008823587
28/01/2013,40.98,-0.001706693
25/01/2013,41.05,-0.000243576
24/01/2013,41.06,0.027155458
23/01/2013,39.96,0.010819076
22/01/2013,39.53,0.02588229
18/01/2013,38.52,-0.011871107
17/01/2013,38.98,0.004113116
16/01/2013,38.82,0.005683301
15/01/2013,38.6,0.014614039
14/01/2013,38.04,-0.002100841
11/01/2013,38.12,-0.000524521
10/01/2013,38.14,-0.001048218
09/01/2013,38.18,-0.021506205
08/01/2013,39.01,-0.02406093
07/01/2013,39.96,0.008544913
04/01/2013,39.62,0.003539827
03/01/2013,39.48,-0.010582109
02/01/2013,39.9,-0.016406035
31/12/2012,40.56,0.023953241
28/12/2012,39.6,-0.003277452
27/12/2012,39.73,0.000251731
26/12/2012,39.72,-0.008273834
24/12/2012,40.05,0.000499501
21/12/2012,40.03,0.00099975
20/12/2012,39.99,0.011063729
19/12/2012,39.55,-0.017792726
18/12/2012,40.26,0.019817531
17/12/2012,39.47,0.021511713
14/12/2012,38.63,-0.005421467
13/12/2012,38.84,0.004903868
12/12/2012,38.65,0.01748707
11/12/2012,37.98,-0.037720824
10/12/2012,39.44,-0.009588769
07/12/2012,39.82,-0.014212931
06/12/2012,40.39,-0.003953551
05/12/2012,40.55,-0.01977845
04/12/2012,41.36,0.000483676
03/12/2012,41.34,-0.009629347
30/11/2012,41.74,0.000239607
29/11/2012,41.73,0.007456439
28/11/2012,41.42,0.007026074
27/11/2012,41.13,-0.025208393
26/11/2012,42.18,0.003562526
23/11/2012,42.03,0.013413375
21/11/2012,41.47,-0.003370249
20/11/2012,41.61,0.028273879
19/11/2012,40.45,0.041131066
16/11/2012,38.82,-0.02241561
15/11/2012,39.7,0.050100846
14/11/2012,37.76,0.00132503
13/11/2012,37.71,-0.004233931
12/11/2012,37.87,0.003438702
09/11/2012,37.74,-0.010280834
08/11/2012,38.13,-0.01819177
07/11/2012,38.83,-0.005137437
06/11/2012,39.03,-0.012729296
05/11/2012,39.53,-0.001516684
02/11/2012,39.59,-0.019758052
01/11/2012,40.38,0.012710451
31/10/2012,39.87,0.000501756
26/10/2012,39.85,-0.005006268
25/10/2012,40.05,-0.005229747
24/10/2012,40.26,0.026936808
23/10/2012,39.19,0.005372918
22/10/2012,38.98,-0.004351728
19/10/2012,39.15,-0.00534965
18/10/2012,39.36,-0.025336863
17/10/2012,40.37,-0.003708745
16/10/2012,40.52,0
15/10/2012,40.52,-0.014455722
12/10/2012,41.11,-0.051439234
11/10/2012,43.28,-0.080540238
10/10/2012,46.91,0.024165146
09/10/2012,45.79,-0.031810118
08/10/2012,47.27,-0.016782437
05/10/2012,48.07,0.025707273
04/10/2012,46.85,-0.003622034
03/10/2012,47.02,-0.012889772
02/10/2012,47.63,-0.013968746
01/10/2012,48.3,0.000207061
28/09/2012,48.29,-0.005781556
27/09/2012,48.57,0.003919551
26/09/2012,48.38,-0.007003118
25/09/2012,48.72,-0.006342732
24/09/2012,49.03,0.009838161
21/09/2012,48.55,-0.017558638
20/09/2012,49.41,0.04872945
19/09/2012,47.06,0.005112921
18/09/2012,46.82,-0.002346668
17/09/2012,46.93,-0.005736763
14/09/2012,47.2,0.007442884
13/09/2012,46.85,0.01678903
12/09/2012,46.07,-0.007568422
11/09/2012,46.42,-0.021102776
10/09/2012,47.41,-0.006307843
07/09/2012,47.71,-0.006059991
06/09/2012,48,0.014056667
05/09/2012,47.33,-0.018007187
04/09/2012,48.19,0.00041511
31/08/2012,48.17,0.001662165
30/08/2012,48.09,-0.00766446
29/08/2012,48.46,0.001238902
28/08/2012,48.4,0.000413309
27/08/2012,48.38,-0.018634716
24/08/2012,49.29,0.016157423
23/08/2012,48.5,-0.009235571
22/08/2012,48.95,0.013367808
21/08/2012,48.3,-0.007631263
20/08/2012,48.67,-0.004714573
17/08/2012,48.9,-0.004285284
16/08/2012,49.11,-0.017960325
15/08/2012,50,-0.01232375
14/08/2012,50.62,0.009328241
13/08/2012,50.15,-0.011301796
10/08/2012,50.72,-0.018363478
09/08/2012,51.66,-0.024664284
08/08/2012,52.95,0.018681443
07/08/2012,51.97,0.019037094
06/08/2012,50.99,-0.002546275
03/08/2012,51.12,0.009434032
02/08/2012,50.64,0.012318852
01/08/2012,50.02,-0.006377064
31/07/2012,50.34,-0.02161609
30/07/2012,51.44,-0.010058112
27/07/2012,51.96,0.018256479
26/07/2012,51.02,0.01739862
25/07/2012,50.14,-0.009725193
24/07/2012,50.63,-0.000394945
23/07/2012,50.65,-0.014309761
20/07/2012,51.38,-0.024797042
19/07/2012,52.67,-0.004168252
18/07/2012,52.89,-0.007722046
17/07/2012,53.3,0.014932704
16/07/2012,52.51,-0.00493922
13/07/2012,52.77,0.014122372
12/07/2012,52.03,0.004430326
11/07/2012,51.8,-0.019689062
10/07/2012,52.83,-0.003212702
09/07/2012,53,-0.024048134
06/07/2012,54.29,0.0049857
05/07/2012,54.02,0.037726088
03/07/2012,52.02,-0.002112339
02/07/2012,52.13,-0.031532868
29/06/2012,53.8,0.030574187
28/06/2012,52.18,-0.024608473
27/06/2012,53.48,-0.730042253
26/06/2012,110.98,0.013060226
25/06/2012,109.54,0
22/06/2012,109.54,0.011754038
21/06/2012,108.26,-0.026254926
20/06/2012,111.14,-0.020924059
19/06/2012,113.49,0.007162784
18/06/2012,112.68,0.020985435
15/06/2012,110.34,0.022268961
14/06/2012,107.91,0.012870911
13/06/2012,106.53,-0.005803086
12/06/2012,107.15,0.013341047
11/06/2012,105.73,-0.009319907
08/06/2012,106.72,0.017868592
07/06/2012,104.83,0.000286219
06/06/2012,104.8,0.035548076
05/06/2012,101.14,-0.008369074
04/06/2012,101.99,0.020304763
01/06/2012,99.94,-0.03190503
31/05/2012,103.18,0.00485768
30/05/2012,102.68,0.004685678
29/05/2012,102.2,0
25/05/2012,102.2,0.004806051
24/05/2012,101.71,0.023677986
23/05/2012,99.33,0.012358342
22/05/2012,98.11,0.012512984
21/05/2012,96.89,0.01770142
18/05/2012,95.19,0.000630517
17/05/2012,95.13,-0.062842034
16/05/2012,101.3,0.001778481
15/05/2012,101.12,0.013941672
14/05/2012,99.72,-0.029543225
11/05/2012,102.71,0.004488688
10/05/2012,102.25,0.003723304
09/05/2012,101.87,0.002653955
08/05/2012,101.6,-0.012228081
07/05/2012,102.85,0.009574125
04/05/2012,101.87,-0.014714029
03/05/2012,103.38,-0.004824867
02/05/2012,103.88,0.017773498
01/05/2012,102.05,0.003828977
30/04/2012,101.66,-0.002848585
27/04/2012,101.95,0.020012556
26/04/2012,99.93,0.01096756
25/04/2012,98.84,0.021372049
24/04/2012,96.75,-0.021877789
23/04/2012,98.89,-0.006651909
20/04/2012,99.55,0.011415995
19/04/2012,98.42,-0.001218522
18/04/2012,98.54,0.003354514
17/04/2012,98.21,0.016839909
16/04/2012,96.57,0.005711631
13/04/2012,96.02,0.001146251
12/04/2012,95.91,0.012168408
11/04/2012,94.75,0.014457571
10/04/2012,93.39,-0.020455379
09/04/2012,95.32,-0.00866982
05/04/2012,96.15,0.016674918
04/04/2012,94.56,-0.012506074
03/04/2012,95.75,0.008284878
02/04/2012,94.96,0.004961742
30/03/2012,94.49,0.000423415
29/03/2012,94.45,-0.001586882
28/03/2012,94.6,-0.01103822
27/03/2012,95.65,-0.001775736
26/03/2012,95.82,0.011335134
23/03/2012,94.74,-0.003161558
22/03/2012,95.04,0.003267116
21/03/2012,94.73,0.005716721
20/03/2012,94.19,0.005322559
19/03/2012,93.69,0.004385737
16/03/2012,93.28,-0.00246266
15/03/2012,93.51,-0.006927081
14/03/2012,94.16,0.007034027
13/03/2012,93.5,0.001712696
12/03/2012,93.34,0.002359757
09/03/2012,93.12,0.005923869
08/03/2012,92.57,0.009988141
07/03/2012,91.65,0.002512701
06/03/2012,91.42,-0.007519242
05/03/2012,92.11,0.016308576
02/03/2012,90.62,-0.001543721
01/03/2012,90.76,0.02510312
29/02/2012,88.51,-0.000112975
28/02/2012,88.52,0.001356546
27/02/2012,88.4,0.006582705
24/02/2012,87.82,-0.002729135
23/02/2012,88.06,0.007980888
22/02/2012,87.36,-0.007412932
21/02/2012,88.01,-0.015110797
17/02/2012,89.35,0.017955426
16/02/2012,87.76,0.000797948
15/02/2012,87.69,-0.009194684
14/02/2012,88.5,0.008852628
13/02/2012,87.72,0.010197739
10/02/2012,86.83,-0.000805848
09/02/2012,86.9,0.018818072
08/02/2012,85.28,-0.008756112
07/02/2012,86.03,0.002327477
06/02/2012,85.83,0.002099371
03/02/2012,85.65,-0.004426848
02/02/2012,86.03,0.004076646
01/02/2012,85.68,0.010323883
31/01/2012,84.8,-0.001885015
30/01/2012,84.96,0.003773589
27/01/2012,84.64,0.011646002
26/01/2012,83.66,-0.019882312
25/01/2012,85.34,-0.007471433
24/01/2012,85.98,0.002212261
23/01/2012,85.79,0.0156244
20/01/2012,84.46,-0.016207049
19/01/2012,85.84,0.003734832
18/01/2012,85.52,0.018409772
17/01/2012,83.96,0.014516481
13/01/2012,82.75,-0.002775601
12/01/2012,82.98,0.011758424
11/01/2012,82.01,-0.008378411
10/01/2012,82.7,-0.006388258
09/01/2012,83.23,0.007961441
06/01/2012,82.57,-0.005314664
05/01/2012,83.01,0.004951402
04/01/2012,82.6,0.002060232
03/01/2012,82.43,-0.008215583
30/12/2011,83.11,-0.011365798
29/12/2011,84.06,0.001905216
28/12/2011,83.9,-0.005230635
27/12/2011,84.34,0.012888007
23/12/2011,83.26,0.019403956
22/12/2011,81.66,-0.0136222
21/12/2011,82.78,0.011909243
20/12/2011,81.8,0.005762291
19/12/2011,81.33,-0.018154626
16/12/2011,82.82,0.009097036
15/12/2011,82.07,0.011396484
14/12/2011,81.14,-0.004181534
13/12/2011,81.48,-0.017639287
12/12/2011,82.93,0.004592708
09/12/2011,82.55,0.000605877
08/12/2011,82.5,0.004129728
07/12/2011,82.16,-0.006551036
06/12/2011,82.7,-0.00938748
05/12/2011,83.48,0.020941272
02/12/2011,81.75,-0.003663008
01/12/2011,82.05,0.006848504
30/11/2011,81.49,0.021959818
29/11/2011,79.72,0.03225058
28/11/2011,77.19,0.007542298
25/11/2011,76.61,0
23/11/2011,76.61,-0.006245954
22/11/2011,77.09,0.018327519
21/11/2011,75.69,-0.003560835
18/11/2011,75.96,-0.00407279
17/11/2011,76.27,0.002888657
16/11/2011,76.05,-0.02928429
15/11/2011,78.31,-0.008645953
14/11/2011,78.99,0.004059374
11/11/2011,78.67,0.010221119
10/11/2011,77.87,-0.011364484
09/11/2011,78.76,-0.014370599
08/11/2011,79.9,0.014243639
07/11/2011,78.77,-0.00557034
04/11/2011,79.21,-0.001639862
03/11/2011,79.34,0.008607648
02/11/2011,78.66,-0.006841532
01/11/2011,79.2,-0.009550211
31/10/2011,79.96,0.013725582
28/10/2011,78.87,-0.00996665
27/10/2011,79.66,-0.001505269
26/10/2011,79.78,-0.016163475
25/10/2011,81.08,-0.008107157
24/10/2011,81.74,0.020892039
21/10/2011,80.05,-0.002619925
20/10/2011,80.26,-0.002488802
19/10/2011,80.46,0.003860287
18/10/2011,80.15,0.003124026
17/10/2011,79.9,-0.004495512
14/10/2011,80.26,0.012033236
13/10/2011,79.3,-0.008788506
12/10/2011,80,-0.00324473
11/10/2011,80.26,0.012033236
10/10/2011,79.3,0.020640305
07/10/2011,77.68,0.015960892
06/10/2011,76.45,-0.001699014
05/10/2011,76.58,0.019914934
04/10/2011,75.07,0.01868962
03/10/2011,73.68,-0.019621648
30/09/2011,75.14,-0.001861455
29/09/2011,75.28,-0.016860252
28/09/2011,76.56,0.011164495
27/09/2011,75.71,-0.023109586
26/09/2011,77.48,0.020471411
23/09/2011,75.91,0.021168334
22/09/2011,74.32,-0.022353246
21/09/2011,76,0.004087289
20/09/2011,75.69,-0.007895817
19/09/2011,76.29,0.009879551
16/09/2011,75.54,0.003580668
15/09/2011,75.27,0.006798666
14/09/2011,74.76,0.037616864
13/09/2011,72,0.002920928
12/09/2011,71.79,0.020831154
09/09/2011,70.31,-0.012578782
08/09/2011,71.2,-0.011034402
07/09/2011,71.99,-0.002635779
06/09/2011,72.18,0.013529741
02/09/2011,71.21,-0.007972628
01/09/2011,71.78,0.004887937
31/08/2011,71.43,-0.026524555
30/08/2011,73.35,-0.006387193
29/08/2011,73.82,0.046584525
26/08/2011,70.46,0.040993501
25/08/2011,67.63,-0.008246255
24/08/2011,68.19,0.024795272
23/08/2011,66.52,0.023730958
22/08/2011,64.96,0.001232286
19/08/2011,64.88,-0.010121233
18/08/2011,65.54,-0.014090075
17/08/2011,66.47,-0.044576035
16/08/2011,69.5,0.022848989
15/08/2011,67.93,0.017523466
12/08/2011,66.75,0.020126275
11/08/2011,65.42,0.033100683
10/08/2011,63.29,-0.022033863
09/08/2011,64.7,0.059707346
08/08/2011,60.95,-0.030219638
05/08/2011,62.82,-0.011238741
04/08/2011,63.53,-0.040412655
03/08/2011,66.15,0.019385481
02/08/2011,64.88,-0.026615517
01/08/2011,66.63,0.006021394
29/07/2011,66.23,-0.00421878
28/07/2011,66.51,-0.00599612
27/07/2011,66.91,-0.004027151
26/07/2011,67.18,-0.004159245
25/07/2011,67.46,-0.019087351
22/07/2011,68.76,0.000727431
21/07/2011,68.71,0.002769076
20/07/2011,68.52,-0.005965823
19/07/2011,68.93,0.020223432
18/07/2011,67.55,-0.018771632
15/07/2011,68.83,-0.001306715
14/07/2011,68.92,-0.003765392
13/07/2011,69.18,-0.000433557
12/07/2011,69.21,-0.005762874
11/07/2011,69.61,-0.00387125
08/07/2011,69.88,-0.004711266
07/07/2011,70.21,0.009444833
06/07/2011,69.55,0.00475608
05/07/2011,69.22,0.014405487
01/07/2011,68.23,0.023879518
30/06/2011,66.62,-0.008072999
29/06/2011,67.16,0.002534478
28/06/2011,66.99,0.013677225
27/06/2011,66.08,0.012486838
24/06/2011,65.26,-0.010365946
23/06/2011,65.94,0.009906352
22/06/2011,65.29,-0.003058574
21/06/2011,65.49,0.020361647
20/06/2011,64.17,0.02397213
17/06/2011,62.65,-0.001116695
16/06/2011,62.72,-0.000159426
15/06/2011,62.73,-0.00635629
14/06/2011,63.13,0.012111702
13/06/2011,62.37,0.009990415
10/06/2011,61.75,-0.0104713
09/06/2011,62.4,0.005463616
08/06/2011,62.06,-0.009940758
07/06/2011,62.68,0.019005243
06/06/2011,61.5,-0.002273836
03/06/2011,61.64,-0.005823375
02/06/2011,62,-0.010748479
01/06/2011,62.67,-0.016929445
31/05/2011,63.74,0.008191602
27/05/2011,63.22,0.004121103
26/05/2011,62.96,0.019891577
25/05/2011,61.72,-0.004365054
24/05/2011,61.99,-0.002899487
23/05/2011,62.17,-0.005773873
20/05/2011,62.53,-0.009232794
19/05/2011,63.11,0.028610116
18/05/2011,61.33,0.016937016
17/05/2011,60.3,0.00033173
16/05/2011,60.28,-0.012365173
13/05/2011,61.03,-0.007996779
12/05/2011,61.52,0.029025784
11/05/2011,59.76,-0.004174674
10/05/2011,60.01,0.016804294
09/05/2011,59.01,0.016057742
06/05/2011,58.07,-0.001548654
05/05/2011,58.16,0.001032169
04/05/2011,58.1,-0.010955262
03/05/2011,58.74,0.012333147
02/05/2011,58.02,0.009002831
29/04/2011,57.5,0.001392273
28/04/2011,57.42,-0.012117164
27/04/2011,58.12,0.018056046
26/04/2011,57.08,0.00263135
25/04/2011,56.93,-0.003856947
21/04/2011,57.15,-0.010270784
20/04/2011,57.74,0.024722921
19/04/2011,56.33,-0.009188967
18/04/2011,56.85,-0.000879121
15/04/2011,56.9,0.009003503
14/04/2011,56.39,-0.001771794
13/04/2011,56.49,0.009426482
12/04/2011,55.96,-0.00196376
11/04/2011,56.07,0.006800313
08/04/2011,55.69,-0.021670475
07/04/2011,56.91,0.002463055
06/04/2011,56.77,0.001586602
05/04/2011,56.68,0.006016652
04/04/2011,56.34,-0.00672212
01/04/2011,56.72,0.021383566
31/03/2011,55.52,-0.012173441
30/03/2011,56.2,0.018678704
29/03/2011,55.16,0.002723066
28/03/2011,55.01,-0.00561952
25/03/2011,55.32,0.000723327
24/03/2011,55.28,0.020468551
23/03/2011,54.16,0.00964757
22/03/2011,53.64,0.000932575
21/03/2011,53.59,-0.008547061
18/03/2011,54.05,0.013223025
17/03/2011,53.34,-0.006167667
16/03/2011,53.67,0.005230724
15/03/2011,53.39,-0.011915985
14/03/2011,54.03,0.010979919
11/03/2011,53.44,0.020416588
10/03/2011,52.36,0.007668749
09/03/2011,51.96,0.003084043
08/03/2011,51.8,0.021267019
07/03/2011,50.71,-0.024735899
04/03/2011,51.98,0.012973364
03/03/2011,51.31,0.015318446
02/03/2011,50.53,0.008147089
01/03/2011,50.12,-0.003982482
28/02/2011,50.32,-0.002976488
25/02/2011,50.47,-0.00356013
24/02/2011,50.65,0.041727307
23/02/2011,48.58,-0.071295693
22/02/2011,52.17,-0.010487273
18/02/2011,52.72,0.007042953
17/02/2011,52.35,-0.001908398
16/02/2011,52.45,0.029211865
15/02/2011,50.94,0.009467526
14/02/2011,50.46,-0.000792393
11/02/2011,50.5,0.01838581
10/02/2011,49.58,-0.001612253
09/02/2011,49.66,0.00060429
08/02/2011,49.63,-0.002213949
07/02/2011,49.74,0.000603318
04/02/2011,49.71,0.009093727
03/02/2011,49.26,-0.004254033
02/02/2011,49.47,-0.034177775
01/02/2011,51.19,0.011987959
31/01/2011,50.58,-0.008073294
28/01/2011,50.99,-0.019614184
