Date,Close,INTU
19/08/2010,38.77,-0.014849223
18/08/2010,39.35,0.001271456
17/08/2010,39.3,0.023167059
16/08/2010,38.4,-0.00415801
13/08/2010,38.56,-0.001295841
12/08/2010,38.61,-0.016440134
11/08/2010,39.25,-0.029620639
10/08/2010,40.43,-0.00518072
09/08/2010,40.64,-0.000737917
06/08/2010,40.67,0.005918636
05/08/2010,40.43,-0.008374433
04/08/2010,40.77,0.012091449
03/08/2010,40.28,0.001490684
02/08/2010,40.22,0.011754543
30/07/2010,39.75,0.004285901
29/07/2010,39.58,0
28/07/2010,39.58,0.000505433
27/07/2010,39.56,0.004560434
26/07/2010,39.38,0.018711298
23/07/2010,38.65,0.01748707
22/07/2010,37.98,0.015389001
21/07/2010,37.4,-0.005599268
20/07/2010,37.61,0.01635206
19/07/2010,37,0.010596486
16/07/2010,36.61,-0.024286137
15/07/2010,37.51,0.006955619
14/07/2010,37.25,-0.005621752
13/07/2010,37.46,0.024592511
12/07/2010,36.55,0.007414561
09/07/2010,36.28,0.009972382
08/07/2010,35.92,-0.001391014
07/07/2010,35.97,0.033642749
06/07/2010,34.78,0.013897155
02/07/2010,34.3,-0.0078409
01/07/2010,34.57,-0.005768692
30/06/2010,34.77,-0.006021524
29/06/2010,34.98,-0.029575455
28/06/2010,36.03,-0.008842279
25/06/2010,36.35,0.002754823
24/06/2010,36.25,-0.013426698
23/06/2010,36.74,-0.000816216
22/06/2010,36.77,-0.011626466
21/06/2010,37.2,-0.009630893
18/06/2010,37.56,-0.00451588
17/06/2010,37.73,0.005048503
16/06/2010,37.54,0.00266738
15/06/2010,37.44,0.024058465
14/06/2010,36.55,0.006312632
11/06/2010,36.32,0.006352735
10/06/2010,36.09,0.026675736
09/06/2010,35.14,-0.003125446
08/06/2010,35.25,0.012560827
07/06/2010,34.81,-0.017089564
04/06/2010,35.41,-0.040403946
03/06/2010,36.87,0.012005601
02/06/2010,36.43,0.03321081
01/06/2010,35.24,-0.014088709
28/05/2010,35.74,0.00196051
27/05/2010,35.67,0.035672209
26/05/2010,34.42,-0.011554144
25/05/2010,34.82,0.008653068
24/05/2010,34.52,-0.014094869
21/05/2010,35.01,0.036653318
20/05/2010,33.75,-0.052522169
19/05/2010,35.57,-0.028545654
18/05/2010,36.6,0.014586745
17/05/2010,36.07,0.015084085
14/05/2010,35.53,-0.022816794
13/05/2010,36.35,-0.019344017
12/05/2010,37.06,0.030131011
11/05/2010,35.96,0.006976448
