Date,Close,TIF
17/12/2013,90.32,-0.005850875
16/12/2013,90.85,0.017096331
13/12/2013,89.31,0.001232424
12/12/2013,89.2,0.001121705
11/12/2013,89.1,-0.011049836
10/12/2013,90.09,-0.00266046
09/12/2013,90.33,0.006998862
06/12/2013,89.7,0
05/12/2013,89.7,0.012564671
04/12/2013,88.58,0.00180791
03/12/2013,88.42,0.004306932
02/12/2013,88.04,-0.012416911
29/11/2013,89.14,0.011054822
27/11/2013,88.16,0.001589284
26/11/2013,88.02,0.083238371
25/11/2013,80.99,-0.001110631
22/11/2013,81.08,-0.005166699
21/11/2013,81.5,0.011228448
20/11/2013,80.59,-0.02051039
19/11/2013,82.26,-0.002792111
18/11/2013,82.49,-0.003026087
15/11/2013,82.74,0.006061359
14/11/2013,82.24,-0.004852023
13/11/2013,82.64,0.011072693
12/11/2013,81.73,0.004045859
11/11/2013,81.4,0.021733237
08/11/2013,79.65,0.017861011
07/11/2013,78.24,-0.016730428
06/11/2013,79.56,-0.007887365
05/11/2013,80.19,0.010152371
04/11/2013,79.38,0.004672021
01/11/2013,79.01,-0.002023012
31/10/2013,79.17,-0.006672147
30/10/2013,79.7,-0.001128598
29/10/2013,79.79,0.003641162
28/10/2013,79.5,0.002266718
25/10/2013,79.32,0.005689376
24/10/2013,78.87,0.005721931
23/10/2013,78.42,-0.008001567
22/10/2013,79.05,0.003294478
21/10/2013,78.79,0.008283996
18/10/2013,78.14,0.007837131
17/10/2013,77.53,0.00711931
16/10/2013,76.98,0.02020801
15/10/2013,75.44,-0.01343009
14/10/2013,76.46,-0.001437627
11/10/2013,76.57,0.015663367
10/10/2013,75.38,0.019693851
09/10/2013,73.91,-0.011434846
08/10/2013,74.76,-0.015265445
07/10/2013,75.91,-0.022147857
04/10/2013,77.61,0.013621538
03/10/2013,76.56,0.0028777
02/10/2013,76.34,-0.006788538
01/10/2013,76.86,0.003127446
30/09/2013,76.62,-0.00351769
27/09/2013,76.89,-0.004153153
26/09/2013,77.21,-0.003361782
25/09/2013,77.47,-0.021074923
24/09/2013,79.12,0.00748497
23/09/2013,78.53,-0.011017651
20/09/2013,79.4,-0.009151948
19/09/2013,80.13,-0.001994764
18/09/2013,80.29,0.005369979
17/09/2013,79.86,0.011333707
16/09/2013,78.96,0.000126654
13/09/2013,78.95,-0.000886244
12/09/2013,79.02,0.001900058
11/09/2013,78.87,0.00381098
10/09/2013,78.57,0.009462986
09/09/2013,77.83,0.010332005
06/09/2013,77.03,-0.011359358
05/09/2013,77.91,-0.007162072
04/09/2013,78.47,0.024902906
03/09/2013,76.54,-0.007419494
30/08/2013,77.11,0.000518874
29/08/2013,77.07,-0.002332816
28/08/2013,77.25,-0.045177544
27/08/2013,80.82,-0.010462278
26/08/2013,81.67,-0.00403251
23/08/2013,82,0.006116227
22/08/2013,81.5,0.011476648
21/08/2013,80.57,-0.007665715
20/08/2013,81.19,0.016892713
19/08/2013,79.83,0.002634056
16/08/2013,79.62,-0.008504303
15/08/2013,80.3,-0.016059641
14/08/2013,81.6,-0.008298803
13/08/2013,82.28,0.010015963
12/08/2013,81.46,0.00122835
09/08/2013,81.36,0
08/08/2013,81.36,0.008764947
07/08/2013,80.65,-0.009993298
06/08/2013,81.46,0.003689587
05/08/2013,81.16,-0.003812339
02/08/2013,81.47,0.004428596
01/08/2013,81.11,0.019923458
31/07/2013,79.51,-0.001759236
30/07/2013,79.65,0.012507269
29/07/2013,78.66,-0.017266797
26/07/2013,80.03,0.005010658
25/07/2013,79.63,0.014801965
24/07/2013,78.46,0.000637471
23/07/2013,78.41,-0.007369792
22/07/2013,78.99,0.00215449
19/07/2013,78.82,0.000126879
18/07/2013,78.81,0.007386687
17/07/2013,78.23,-0.000638937
16/07/2013,78.28,-0.018980704
15/07/2013,79.78,0.035207718
12/07/2013,77.02,-0.000908442
11/07/2013,77.09,0.015556886
10/07/2013,75.9,0.004886756
09/07/2013,75.53,0.008109051
08/07/2013,74.92,0.019952131
05/07/2013,73.44,0.012054941
03/07/2013,72.56,0.000827244
02/07/2013,72.5,-0.00385463
01/07/2013,72.78,-0.000824063
28/06/2013,72.84,0.003713642
27/06/2013,72.57,0.001240952
26/06/2013,72.48,0.004840615
25/06/2013,72.13,0.011433476
24/06/2013,71.31,-0.016687913
21/06/2013,72.51,0.005531752
20/06/2013,72.11,-0.040228281
19/06/2013,75.07,-0.020045508
18/06/2013,76.59,0.010896071
17/06/2013,75.76,0.003702728
14/06/2013,75.48,0.001856518
13/06/2013,75.34,-0.013971494
12/06/2013,76.4,-0.008731404
11/06/2013,77.07,-0.020547789
10/06/2013,78.67,-0.00797624
07/06/2013,79.3,0.017812176
06/06/2013,77.9,0.000898992
05/06/2013,77.83,-0.012893521
04/06/2013,78.84,-0.001267588
03/06/2013,78.94,0.014803742
31/05/2013,77.78,-0.005129532
30/05/2013,78.18,-0.001789138
29/05/2013,78.32,-0.011425794
28/05/2013,79.22,0.038736105
24/05/2013,76.21,0.000262467
23/05/2013,76.19,-0.014722434
22/05/2013,77.32,-0.013616138
21/05/2013,78.38,0.006014478
20/05/2013,77.91,-0.001154512
17/05/2013,78,0.019548813
16/05/2013,76.49,-0.001175933
15/05/2013,76.58,-0.001304972
14/05/2013,76.68,0.001174398
13/05/2013,76.59,0.001175779
10/05/2013,76.5,0.009060531
09/05/2013,75.81,-0.003292292
08/05/2013,76.06,0.008052317
07/05/2013,75.45,-0.001324504
06/05/2013,75.55,0.003181761
03/05/2013,75.31,0.012291404
02/05/2013,74.39,0.01108419
01/05/2013,73.57,-0.001494058
30/04/2013,73.68,0.008450371
29/04/2013,73.06,0.001780944
26/04/2013,72.93,-0.000411269
25/04/2013,72.96,0.009225539
24/04/2013,72.29,0.006662065
23/04/2013,71.81,0.010499152
22/04/2013,71.06,0.013459153
19/04/2013,70.11,0.009170433
18/04/2013,69.47,-0.012729915
17/04/2013,70.36,-0.016352211
16/04/2013,71.52,0.017063095
15/04/2013,70.31,-0.033014608
12/04/2013,72.67,-0.009722774
11/04/2013,73.38,0.014412438
10/04/2013,72.33,0.018418269
09/04/2013,71.01,0.001409245
08/04/2013,70.91,0.00423969
05/04/2013,70.61,-0.003675435
04/04/2013,70.87,0.000846979
03/04/2013,70.81,-0.016665885
02/04/2013,72,0.02474817
01/04/2013,70.24,0.010015823
28/03/2013,69.54,0.016236947
27/03/2013,68.42,0.000146167
26/03/2013,68.41,0.002634662
25/03/2013,68.23,-0.014549944
22/03/2013,69.23,0.019250996
21/03/2013,67.91,-0.02443758
20/03/2013,69.59,0.015787134
19/03/2013,68.5,-0.004805951
18/03/2013,68.83,-0.008535314
15/03/2013,69.42,0.004765008
14/03/2013,69.09,0.003625031
13/03/2013,68.84,0.005535338
12/03/2013,68.46,-0.009449805
11/03/2013,69.11,-0.01636087
08/03/2013,70.25,-0.008927998
07/03/2013,70.88,0.011636289
06/03/2013,70.06,-0.001568851
05/03/2013,70.17,-0.004408112
04/03/2013,70.48,0.020642935
01/03/2013,69.04,0.027608215
28/02/2013,67.16,0.007472759
27/02/2013,66.66,0.009798827
26/02/2013,66.01,0.030766925
25/02/2013,64.01,-0.005763705
22/02/2013,64.38,0.001554485
21/02/2013,64.28,-0.001865092
20/02/2013,64.4,-0.019223968
19/02/2013,65.65,0.013340687
15/02/2013,64.78,0.016812351
14/02/2013,63.7,0.003932368
13/02/2013,63.45,-0.002361276
12/02/2013,63.6,0.007892701
11/02/2013,63.1,0.003333601
08/02/2013,62.89,0.003025721
07/02/2013,62.7,-0.007784613
06/02/2013,63.19,-0.008352424
05/02/2013,63.72,0.024625917
04/02/2013,62.17,-0.040969965
01/02/2013,64.77,-0.015017138
31/01/2013,65.75,0.008706998
30/01/2013,65.18,0.009712556
29/01/2013,64.55,0.011060164
28/01/2013,63.84,-0.005155859
25/01/2013,64.17,0.029413885
24/01/2013,62.31,-0.006717876
23/01/2013,62.73,-0.006514681
22/01/2013,63.14,-0.010398707
18/01/2013,63.8,0.002196768
17/01/2013,63.66,-0.001569613
16/01/2013,63.76,0.008189022
15/01/2013,63.24,0.031973163
14/01/2013,61.25,0.015963476
11/01/2013,60.28,-0.001988731
10/01/2013,60.4,-0.046264113
09/01/2013,63.26,0.01048794
08/01/2013,62.6,0.024253412
07/01/2013,61.1,-0.001308473
04/01/2013,61.18,0.014819965
03/01/2013,60.28,0.022650075
02/01/2013,58.93,0.027351838
31/12/2012,57.34,0.015820333
28/12/2012,56.44,-0.010399318
27/12/2012,57.03,0.00615603
26/12/2012,56.68,-0.028523673
24/12/2012,58.32,-0.001370802
21/12/2012,58.4,-0.00188179
20/12/2012,58.51,-0.008170258
19/12/2012,58.99,-0.014807607
18/12/2012,59.87,0.017523616
17/12/2012,58.83,0.012658397
14/12/2012,58.09,0.009860819
13/12/2012,57.52,0.002262641
12/12/2012,57.39,-0.007983382
11/12/2012,57.85,0.006416392
10/12/2012,57.48,-0.016221236
07/12/2012,58.42,-0.003417638
06/12/2012,58.62,0.005130848
05/12/2012,58.32,-0.009556387
04/12/2012,58.88,0.012303641
03/12/2012,58.16,-0.01400057
30/11/2012,58.98,-0.013807258
29/11/2012,59.8,-0.063649748
28/11/2012,63.73,0.017411013
27/11/2012,62.63,-0.011272645
26/11/2012,63.34,0.020254261
23/11/2012,62.07,0.013625515
21/11/2012,61.23,0.006389798
20/11/2012,60.84,-0.001478197
19/11/2012,60.93,0.023077309
16/11/2012,59.54,0.002859307
15/11/2012,59.37,-0.015708879
14/11/2012,60.31,-0.015302643
13/11/2012,61.24,-0.002772118
12/11/2012,61.41,0.006862772
09/11/2012,60.99,-0.00163827
08/11/2012,61.09,-0.029515892
07/11/2012,62.92,-0.038046372
06/11/2012,65.36,0.000765287
05/11/2012,65.31,0.000919118
02/11/2012,65.25,-0.01551126
01/11/2012,66.27,0.047116599
31/10/2012,63.22,0.010334777
26/10/2012,62.57,-0.007483516
25/10/2012,63.04,-0.000158617
24/10/2012,63.05,-0.0004757
23/10/2012,63.08,-0.014635559
22/10/2012,64.01,-0.00296389
19/10/2012,64.2,-0.010382057
18/10/2012,64.87,-0.000770475
17/10/2012,64.92,0.013335598
16/10/2012,64.06,0.03591678
15/10/2012,61.8,-0.006612394
12/10/2012,62.21,-0.006089762
11/10/2012,62.59,0.017405758
10/10/2012,61.51,-0.009707243
09/10/2012,62.11,-0.013751416
08/10/2012,62.97,-0.000635021
05/10/2012,63.01,0.000635021
04/10/2012,62.97,0.00989475
03/10/2012,62.35,0.004339796
02/10/2012,62.08,0.009386701
01/10/2012,61.5,-0.006159851
28/09/2012,61.88,-0.000323154
27/09/2012,61.9,0.011699841
26/09/2012,61.18,-0.006679181
25/09/2012,61.59,-0.028017521
24/09/2012,63.34,-0.002680333
21/09/2012,63.51,-0.012362257
20/09/2012,64.3,-0.004035393
19/09/2012,64.56,0.007462721
18/09/2012,64.08,-0.018859734
17/09/2012,65.3,-0.00458366
14/09/2012,65.6,0.025005161
13/09/2012,63.98,0.022604298
12/09/2012,62.55,0.004647072
11/09/2012,62.26,-0.012450281
10/09/2012,63.04,0.006365394
07/09/2012,62.64,0.030801592
06/09/2012,60.74,0.023824534
05/09/2012,59.31,-0.019700136
04/09/2012,60.49,-0.023849546
31/08/2012,61.95,0.003719581
30/08/2012,61.72,-0.016550551
29/08/2012,62.75,0.003992021
28/08/2012,62.5,-0.003354368
27/08/2012,62.71,0.06949417
24/08/2012,58.5,0.000683995
23/08/2012,58.46,-0.002733176
22/08/2012,58.62,-0.006800434
21/08/2012,59.02,-0.007259254
20/08/2012,59.45,-0.020148879
17/08/2012,60.66,0.017125699
16/08/2012,59.63,0.003696241
15/08/2012,59.41,0.003878915
14/08/2012,59.18,0.014810042
13/08/2012,58.31,-0.00291121
10/08/2012,58.48,-0.00239112
09/08/2012,58.62,0.005473842
08/08/2012,58.3,0.005159083
07/08/2012,58,0.029215758
06/08/2012,56.33,0.028632549
03/08/2012,54.74,0.021418839
02/08/2012,53.58,-0.021966735
01/08/2012,54.77,-0.002917049
31/07/2012,54.93,-0.040669061
30/07/2012,57.21,-0.003838107
27/07/2012,57.43,0.024501093
26/07/2012,56.04,0.024933541
25/07/2012,54.66,-0.000914328
24/07/2012,54.71,-0.008191545
23/07/2012,55.16,-0.01457778
20/07/2012,55.97,-0.021388354
19/07/2012,57.18,0.034335846
18/07/2012,55.25,0.04403227
17/07/2012,52.87,0.006070973
16/07/2012,52.55,0.00744918
13/07/2012,52.16,0.025435795
12/07/2012,50.85,-0.01483533
11/07/2012,51.61,-0.00425368
10/07/2012,51.83,-0.010937459
09/07/2012,52.4,-0.019840046
06/07/2012,53.45,-0.011347903
05/07/2012,54.06,0.006681539
03/07/2012,53.7,0.015198716
02/07/2012,52.89,-0.001133787
29/06/2012,52.95,0.036150831
28/06/2012,51.07,0.01539099
27/06/2012,50.29,-0.026683945
26/06/2012,51.65,0.006409656
25/06/2012,51.32,-0.01815072
22/06/2012,52.26,-0.00648486
21/06/2012,52.6,-0.027933206
20/06/2012,54.09,0.007236324
19/06/2012,53.7,-0.000930665
18/06/2012,53.75,0.002981184
15/06/2012,53.59,0.000933445
14/06/2012,53.54,-0.009665503
13/06/2012,54.06,-0.026828874
12/06/2012,55.53,0.022030932
11/06/2012,54.32,-0.017518696
08/06/2012,55.28,-0.010616384
07/06/2012,55.87,-0.012804728
06/06/2012,56.59,0.019989957
05/06/2012,55.47,0.013978625
04/06/2012,54.7,0.006603105
01/06/2012,54.34,-0.019138468
31/05/2012,55.39,-0.021433219
30/05/2012,56.59,-0.013689227
29/05/2012,57.37,0.018471807
25/05/2012,56.32,-0.02229923
24/05/2012,57.59,-0.070554423
23/05/2012,61.8,0.005842276
22/05/2012,61.44,0.004894772
21/05/2012,61.14,0.008211575
18/05/2012,60.64,0.009444192
17/05/2012,60.07,-0.034040269
16/05/2012,62.15,0.014586969
15/05/2012,61.25,-0.00553567
14/05/2012,61.59,-0.023269926
11/05/2012,63.04,-0.009315612
10/05/2012,63.63,-0.007983137
09/05/2012,64.14,-0.009465506
08/05/2012,64.75,-0.01471742
07/05/2012,65.71,-0.003645758
04/05/2012,65.95,-0.030169552
03/05/2012,67.97,-0.008205174
02/05/2012,68.53,-0.00291418
01/05/2012,68.73,0.003936152
30/04/2012,68.46,-0.014645372
27/04/2012,69.47,0.010563733
26/04/2012,68.74,0.004812259
25/04/2012,68.41,0.03692544
24/04/2012,65.93,-0.016099046
23/04/2012,67,-0.002236304
20/04/2012,67.15,0.015004032
19/04/2012,66.15,-0.004223871
18/04/2012,66.43,-0.007946665
17/04/2012,66.96,0.004490353
16/04/2012,66.66,0.003908016
13/04/2012,66.4,-0.014502758
12/04/2012,67.37,0.009095716
11/04/2012,66.76,0.014180355
10/04/2012,65.82,-0.020749504
09/04/2012,67.2,-0.005638834
05/04/2012,67.58,-0.008985845
04/04/2012,68.19,0.003084382
03/04/2012,67.98,-0.029567371
02/04/2012,70.02,0.012792126
30/03/2012,69.13,0.00115791
29/03/2012,69.05,-0.014663863
28/03/2012,70.07,-0.022856525
27/03/2012,71.69,-0.008887713
26/03/2012,72.33,0.012241076
23/03/2012,71.45,-0.014312757
22/03/2012,72.48,-0.005915142
21/03/2012,72.91,-0.004925444
20/03/2012,73.27,0.064693212
19/03/2012,68.68,0.009509252
16/03/2012,68.03,-0.01343282
15/03/2012,68.95,-0.017824247
14/03/2012,70.19,-0.003555433
13/03/2012,70.44,0.018627849
12/03/2012,69.14,0.005365831
09/03/2012,68.77,-0.001888575
08/03/2012,68.9,0.015504187
07/03/2012,67.84,0.010967948
06/03/2012,67.1,-0.01376474
05/03/2012,68.03,0.00826573
02/03/2012,67.47,0.014030081
01/03/2012,66.53,0.02311187
29/02/2012,65.01,-0.003531674
28/02/2012,65.24,0.005379249
27/02/2012,64.89,0.003241494
24/02/2012,64.68,0.003096937
23/02/2012,64.48,-0.000155075
22/02/2012,64.49,-0.016913072
21/02/2012,65.59,-0.010464947
17/02/2012,66.28,0.007420341
16/02/2012,65.79,0.005792699
15/02/2012,65.41,-0.002443122
14/02/2012,65.57,0.018625952
13/02/2012,64.36,0.007485999
10/02/2012,63.88,-0.004685312
09/02/2012,64.18,0.002652315
08/02/2012,64.01,-0.009794093
07/02/2012,64.64,-0.00801237
06/02/2012,65.16,-0.000767048
03/02/2012,65.21,0.023428269
02/02/2012,63.7,-0.003760581
01/02/2012,63.94,0.002191953
31/01/2012,63.8,0.007867861
30/01/2012,63.3,-0.002997084
27/01/2012,63.49,-0.001101928
26/01/2012,63.56,-0.002671068
25/01/2012,63.73,0.007086086
24/01/2012,63.28,0.00427588
23/01/2012,63.01,0.018096418
20/01/2012,61.88,-0.019206736
19/01/2012,63.08,0.041099459
18/01/2012,60.54,0.014810155
17/01/2012,59.65,0.009263224
13/01/2012,59.1,-0.011607498
12/01/2012,59.79,-0.00317275
11/01/2012,59.98,0.000667111
10/01/2012,59.94,-0.110452634
09/01/2012,66.94,0.017937025
06/01/2012,65.75,-0.014045387
05/01/2012,66.68,-0.001648311
04/01/2012,66.79,0.004652218
03/01/2012,66.48,0.003314754
30/12/2011,66.26,-0.016464973
29/12/2011,67.36,0.012849422
28/12/2011,66.5,-0.014184635
27/12/2011,67.45,0.034233909
23/12/2011,65.18,0.009402767
22/12/2011,64.57,-0.001238199
21/12/2011,64.65,0.023633622
20/12/2011,63.14,0.011308554
19/12/2011,62.43,-0.002879081
16/12/2011,62.61,-0.021020134
15/12/2011,63.94,0.004545819
14/12/2011,63.65,-0.023906758
13/12/2011,65.19,-0.037336867
12/12/2011,67.67,-0.00309849
09/12/2011,67.88,0.014094143
08/12/2011,66.93,-0.03710375
07/12/2011,69.46,0.00707942
06/12/2011,68.97,0.015782879
05/12/2011,67.89,0.004280765
02/12/2011,67.6,0.018664222
01/12/2011,66.35,-0.010345695
30/11/2011,67.04,-0.002681366
29/11/2011,67.22,-0.090945906
28/11/2011,73.62,0.057589975
25/11/2011,69.5,0.005482628
23/11/2011,69.12,-0.040266285
22/11/2011,71.96,0.001251478
21/11/2011,71.87,-0.048478707
18/11/2011,75.44,0.006649845
17/11/2011,74.94,-0.011278564
16/11/2011,75.79,-0.02604653
15/11/2011,77.79,-0.005640317
14/11/2011,78.23,0.017797736
11/11/2011,76.85,0.022635524
10/11/2011,75.13,-0.003719946
09/11/2011,75.41,-0.031072996
08/11/2011,77.79,-0.00064255
07/11/2011,77.84,-0.001283862
04/11/2011,77.94,-0.007668749
03/11/2011,78.54,-0.002670229
02/11/2011,78.75,0.021434434
01/11/2011,77.08,-0.033802083
31/10/2011,79.73,0.010464699
28/10/2011,78.9,-0.00745
27/10/2011,79.49,0.05163103
26/10/2011,75.49,0.014275474
25/10/2011,74.42,-0.024686058
24/10/2011,76.28,0.022270274
21/10/2011,74.6,0.030072339
20/10/2011,72.39,0.017137306
19/10/2011,71.16,-0.001825202
18/10/2011,71.29,0.016548005
17/10/2011,70.12,-0.026874639
14/10/2011,72.03,0.023599915
13/10/2011,70.35,-0.013974396
12/10/2011,71.34,0.0223964
11/10/2011,69.76,-0.002290952
10/10/2011,69.92,0.052106584
07/10/2011,66.37,-0.003159085
06/10/2011,66.58,0.061958494
05/10/2011,62.58,0.009956723
04/10/2011,61.96,0.052517243
03/10/2011,58.79,-0.03394691
30/09/2011,60.82,-0.061842519
29/09/2011,64.7,-0.071421656
28/09/2011,69.49,-0.019382109
27/09/2011,70.85,0.013642389
26/09/2011,69.89,-0.009115574
23/09/2011,70.53,0.044355097
22/09/2011,67.47,-0.067618478
21/09/2011,72.19,-0.038719773
20/09/2011,75.04,-0.013632664
19/09/2011,76.07,0.014165855
16/09/2011,75,-0.001465592
15/09/2011,75.11,0.015023757
14/09/2011,73.99,0.02103328
13/09/2011,72.45,0.036546583
12/09/2011,69.85,0.019662336
09/09/2011,68.49,-0.026937171
08/09/2011,70.36,-0.006798893
07/09/2011,70.84,0.031402681
06/09/2011,68.65,0.009513427
02/09/2011,68,-0.043453822
01/09/2011,71.02,-0.013148882
31/08/2011,71.96,0.00991559
30/08/2011,71.25,-0.003782312
29/08/2011,71.52,0.035725709
26/08/2011,69.01,0.089372186
25/08/2011,63.11,-0.008834258
24/08/2011,63.67,0.015033118
23/08/2011,62.72,0.060465196
22/08/2011,59.04,0.028867984
19/08/2011,57.36,-0.03174325
18/08/2011,59.21,-0.082002513
17/08/2011,64.27,-0.021396953
16/08/2011,65.66,-0.037954653
15/08/2011,68.2,-0.001611604
12/08/2011,68.31,0.009265453
11/08/2011,67.68,0.034115563
10/08/2011,65.41,-0.016526796
09/08/2011,66.5,0.065722179
08/08/2011,62.27,-0.104653666
05/08/2011,69.14,0.016625729
04/08/2011,68,-0.071910181
03/08/2011,73.07,-0.004233533
02/08/2011,73.38,-0.086000145
01/08/2011,79.97,0.004763108
29/07/2011,79.59,0.002138231
28/07/2011,79.42,0.004669662
27/07/2011,79.05,-0.031258382
26/07/2011,81.56,-0.001959824
25/07/2011,81.72,-0.014456912
22/07/2011,82.91,-0.002168676
21/07/2011,83.09,-0.004203453
20/07/2011,83.44,-0.004543832
19/07/2011,83.82,0.031879556
18/07/2011,81.19,-0.008462674
15/07/2011,81.88,0.005019906
14/07/2011,81.47,-0.007459527
13/07/2011,82.08,0.019437197
12/07/2011,80.5,-0.000993295
11/07/2011,80.58,-0.021120628
08/07/2011,82.3,-0.009071728
07/07/2011,83.05,0.019699081
06/07/2011,81.43,0.003567698
05/07/2011,81.14,0.02167769
01/07/2011,79.4,0.011144999
30/06/2011,78.52,0.009983444
29/06/2011,77.74,-0.002441062
28/06/2011,77.93,0.020090106
27/06/2011,76.38,0.008942721
24/06/2011,75.7,-0.007501516
23/06/2011,76.27,-0.002095613
22/06/2011,76.43,-0.005480181
21/06/2011,76.85,0.024500699
20/06/2011,74.99,0.01599604
17/06/2011,73.8,0.014879805
16/06/2011,72.71,-0.00452831
15/06/2011,73.04,-0.01885185
14/06/2011,74.43,0.026134603
13/06/2011,72.51,0.015286568
10/06/2011,71.41,-0.017215474
09/06/2011,72.65,0.000963988
08/06/2011,72.58,-0.011234534
07/06/2011,73.4,0.009169981
06/06/2011,72.73,-0.006987766
03/06/2011,73.24,-0.00463153
02/06/2011,73.58,0.002721831
01/06/2011,73.38,-0.0305982
31/05/2011,75.66,-0.011041122
27/05/2011,76.5,0.006031223
26/05/2011,76.04,0.08219301
25/05/2011,70.04,0.01699105
24/05/2011,68.86,0.008605026
23/05/2011,68.27,-0.014108299
20/05/2011,69.24,-0.014623917
19/05/2011,70.26,0.001851984
18/05/2011,70.13,0.024247111
17/05/2011,68.45,-0.006697754
16/05/2011,68.91,-0.000580299
13/05/2011,68.95,-0.003330199
12/05/2011,69.18,0.013534369
11/05/2011,68.25,-0.015988713
10/05/2011,69.35,0.019217362
09/05/2011,68.03,0.005453621
06/05/2011,67.66,-0.006628882
05/05/2011,68.11,0.010627406
04/05/2011,67.39,-0.008569792
03/05/2011,67.97,-0.013009027
02/05/2011,68.86,-0.008387612
29/04/2011,69.44,0.014213437
28/04/2011,68.46,-0.004227103
27/04/2011,68.75,0.030571679
26/04/2011,66.68,-0.002546246
25/04/2011,66.85,-0.001046573
21/04/2011,66.92,0.017486125
20/04/2011,65.76,0.025567387
19/04/2011,64.1,0.004691174
18/04/2011,63.8,-0.01863408
15/04/2011,65,0.028716081
14/04/2011,63.16,0.013549263
13/04/2011,62.31,0.013410008
12/04/2011,61.48,-0.009228593
11/04/2011,62.05,0.010042196
08/04/2011,61.43,-0.012617443
07/04/2011,62.21,-0.006568957
06/04/2011,62.62,-0.009852296
05/04/2011,63.24,0.012891083
04/04/2011,62.43,-0.001440576
01/04/2011,62.52,0.017425417
31/03/2011,61.44,-0.002600782
30/03/2011,61.6,0.014059411
29/03/2011,60.74,0.035867763
28/03/2011,58.6,-0.023609866
25/03/2011,60,0.006688988
24/03/2011,59.6,0.003866526
23/03/2011,59.37,-0.002019183
22/03/2011,59.49,-0.012196292
21/03/2011,60.22,0.049878435
18/03/2011,57.29,0.010881118
17/03/2011,56.67,0.007083437
16/03/2011,56.27,-0.02474896
15/03/2011,57.68,-0.037098009
14/03/2011,59.86,-0.054137558
11/03/2011,63.19,0.020625881
10/03/2011,61.9,-0.029292129
09/03/2011,63.74,0.000627746
08/03/2011,63.7,0.01152614
07/03/2011,62.97,0.006052902
04/03/2011,62.59,0.007537523
03/03/2011,62.12,0.022794865
02/03/2011,60.72,0.007106881
01/03/2011,60.29,-0.0206836
28/02/2011,61.55,0.00651999
25/02/2011,61.15,0.009860392
24/02/2011,60.55,0.009791797
23/02/2011,59.96,-0.044683774
22/02/2011,62.7,-0.031399754
18/02/2011,64.7,0.013068014
17/02/2011,63.86,-0.002033634
16/02/2011,63.99,-0.001093323
15/02/2011,64.06,-0.010250129
14/02/2011,64.72,0.004180543
11/02/2011,64.45,0.016425868
10/02/2011,63.4,0.009668036
09/02/2011,62.79,0.00863729
08/02/2011,62.25,-0.002086176
07/02/2011,62.38,0.006755696
04/02/2011,61.96,0.018570333
03/02/2011,60.82,0.038037592
02/02/2011,58.55,-0.007825831
01/02/2011,59.01,0.015025039
31/01/2011,58.13,0.010201524
28/01/2011,57.54,-0.027088919
