Date,Close,VMC
24/10/2013,54.85,0.024359942
23/10/2013,53.53,-0.01133104
22/10/2013,54.14,0.042254494
21/10/2013,51.9,-0.003462208
18/10/2013,52.08,0.001537279
17/10/2013,52,0.004432888
16/10/2013,51.77,0.00367683
15/10/2013,51.58,-0.025836285
14/10/2013,52.93,0.001891075
11/10/2013,52.83,0.009127274
10/10/2013,52.35,0.031040319
09/10/2013,50.75,-0.011948041
08/10/2013,51.36,-0.022143968
07/10/2013,52.51,-0.005696939
04/10/2013,52.81,0.002844413
03/10/2013,52.66,-0.019184339
02/10/2013,53.68,0.018614808
01/10/2013,52.69,0.016842503
30/09/2013,51.81,0.009892429
27/09/2013,51.3,-0.015090246
26/09/2013,52.08,-0.001918282
25/09/2013,52.18,0.012147069
24/09/2013,51.55,0.008572038
23/09/2013,51.11,-0.01707122
20/09/2013,51.99,-0.017918893
19/09/2013,52.93,-0.008465858
18/09/2013,53.38,0.027732072
17/09/2013,51.92,-0.008247865
16/09/2013,52.35,-0.004193678
13/09/2013,52.57,0.016687833
12/09/2013,51.7,-0.013639631
11/09/2013,52.41,0.017515605
10/09/2013,51.5,0.02496935
09/09/2013,50.23,0.021939091
06/09/2013,49.14,-0.001220256
05/09/2013,49.2,0.007958414
04/09/2013,48.81,0.006577619
03/09/2013,48.49,0.014331952
30/08/2013,47.8,0.003143009
29/08/2013,47.65,-0.004397452
28/08/2013,47.86,0.001672941
27/08/2013,47.78,-0.005218674
26/08/2013,48.03,-0.004155418
23/08/2013,48.23,-0.030224886
22/08/2013,49.71,0.014998254
21/08/2013,48.97,-0.013387624
20/08/2013,49.63,0.038825869
19/08/2013,47.74,-0.002301497
16/08/2013,47.85,0.011349428
15/08/2013,47.31,-0.023604229
14/08/2013,48.44,0.002894358
13/08/2013,48.3,0.001865092
12/08/2013,48.21,-0.003520037
09/08/2013,48.38,0.003727484
08/08/2013,48.2,0.020965128
07/08/2013,47.2,-0.010747127
06/08/2013,47.71,-0.035416508
05/08/2013,49.43,0.004054334
02/08/2013,49.23,-0.009099244
01/08/2013,49.68,0.051632364
31/07/2013,47.18,-0.002117299
30/07/2013,47.28,-0.01365424
29/07/2013,47.93,-0.021262025
26/07/2013,48.96,0.018137348
25/07/2013,48.08,-0.017524415
24/07/2013,48.93,-0.015010424
23/07/2013,49.67,-0.011211329
22/07/2013,50.23,-0.00496476
19/07/2013,50.48,0.005163865
18/07/2013,50.22,0.004790428
17/07/2013,49.98,0.014916624
16/07/2013,49.24,-0.020503231
15/07/2013,50.26,-0.008321823
12/07/2013,50.68,-0.000591774
11/07/2013,50.71,0.027590715
10/07/2013,49.33,0.008959539
09/07/2013,48.89,0.041342004
08/07/2013,46.91,-0.000639318
05/07/2013,46.94,-0.011017061
03/07/2013,47.46,-0.006929162
02/07/2013,47.79,-0.020708961
01/07/2013,48.79,0.00781897
28/06/2013,48.41,-0.037304143
27/06/2013,50.25,0.023558927
26/06/2013,49.08,0.009416651
25/06/2013,48.62,0.012417378
24/06/2013,48.02,-0.044397436
21/06/2013,50.2,-0.026537184
20/06/2013,51.55,-0.036568538
19/06/2013,53.47,-0.012637224
18/06/2013,54.15,-0.006809633
17/06/2013,54.52,0.015340842
14/06/2013,53.69,-0.014790434
13/06/2013,54.49,0.026028612
12/06/2013,53.09,0.006045739
11/06/2013,52.77,-0.012990863
10/06/2013,53.46,0.024042805
07/06/2013,52.19,0.009239719
06/06/2013,51.71,0.014217787
05/06/2013,50.98,-0.021539593
04/06/2013,52.09,-0.021273357
03/06/2013,53.21,-0.006929516
31/05/2013,53.58,-0.019956316
30/05/2013,54.66,0.007529188
29/05/2013,54.25,-0.008443516
28/05/2013,54.71,0.017702841
24/05/2013,53.75,0.004475115
23/05/2013,53.51,-0.00707638
22/05/2013,53.89,-0.01984265
21/05/2013,54.97,-0.001999092
20/05/2013,55.08,0.000363174
17/05/2013,55.06,0.010406301
16/05/2013,54.49,-0.008042449
15/05/2013,54.93,0.003647642
14/05/2013,54.73,0.011947573
13/05/2013,54.08,-0.009019849
10/05/2013,54.57,-0.000732735
09/05/2013,54.61,-0.004931967
08/05/2013,54.88,0.007498892
07/05/2013,54.47,0.01386472
06/05/2013,53.72,0.004477619
03/05/2013,53.48,0.047874353
02/05/2013,50.98,0.052346894
01/05/2013,48.38,-0.030533616
30/04/2013,49.88,0.023120073
29/04/2013,48.74,0.046617721
26/04/2013,46.52,-0.019161753
25/04/2013,47.42,-0.007144388
24/04/2013,47.76,0.01646649
23/04/2013,46.98,0.006620419
22/04/2013,46.67,0.013373797
19/04/2013,46.05,0.000434405
18/04/2013,46.03,-0.036266773
17/04/2013,47.73,-0.019913539
16/04/2013,48.69,0.065785276
15/04/2013,45.59,-0.069679921
12/04/2013,48.88,-0.038134261
11/04/2013,50.78,0.017882455
10/04/2013,49.88,0.00462173
09/04/2013,49.65,0.014607685
08/04/2013,48.93,0.002045827
05/04/2013,48.83,0.007399828
04/04/2013,48.47,0.005378581
03/04/2013,48.21,-0.014619842
02/04/2013,48.92,-0.026625211
01/04/2013,50.24,-0.028646259
28/03/2013,51.7,0.011868998
27/03/2013,51.09,-0.007993024
26/03/2013,51.5,0
25/03/2013,51.5,0.001360148
22/03/2013,51.43,-0.015818231
21/03/2013,52.25,-0.028117712
20/03/2013,53.74,0.013111257
19/03/2013,53.04,-0.01978784
18/03/2013,54.1,-0.008466828
15/03/2013,54.56,-0.004571646
14/03/2013,54.81,0.00658981
13/03/2013,54.45,0.003127014
12/03/2013,54.28,-0.00661038
11/03/2013,54.64,-0.001463058
08/03/2013,54.72,0.013615666
07/03/2013,53.98,0.008931954
06/03/2013,53.5,-0.003545111
05/03/2013,53.69,0.030061816
04/03/2013,52.1,0.002113556
01/03/2013,51.99,0.020599251
28/02/2013,50.93,-0.003332356
27/02/2013,51.1,0.010228256
26/02/2013,50.58,0.021987694
25/02/2013,49.48,-0.048905644
22/02/2013,51.96,-0.000577201
21/02/2013,51.99,-0.006327315
20/02/2013,52.32,-0.046493952
19/02/2013,54.81,-0.004005832
15/02/2013,55.03,0.00291174
14/02/2013,54.87,-0.017881809
13/02/2013,55.86,-0.004643695
12/02/2013,56.12,0.008410178
11/02/2013,55.65,-0.007697165
08/02/2013,56.08,0.01201916
07/02/2013,55.41,-0.014512483
06/02/2013,56.22,-0.002487122
05/02/2013,56.36,0.001420455
04/02/2013,56.28,-0.010604553
01/02/2013,56.88,0.005641764
31/01/2013,56.56,-0.004762334
30/01/2013,56.83,-0.03305657
29/01/2013,58.74,0.03305657
28/01/2013,56.83,-0.006489543
25/01/2013,57.2,-0.005231049
24/01/2013,57.5,0.000173928
23/01/2013,57.49,-0.0186116
22/01/2013,58.57,0.032624792
18/01/2013,56.69,0.027722423
17/01/2013,55.14,0.018671602
16/01/2013,54.12,-0.004608728
15/01/2013,54.37,0.009238794
14/01/2013,53.87,-0.013093779
11/01/2013,54.58,0.006986607
10/01/2013,54.2,0.008337241
09/01/2013,53.75,-0.000186029
08/01/2013,53.76,0.000558191
07/01/2013,53.73,-0.002230899
04/01/2013,53.85,0.00652075
03/01/2013,53.5,-0.007077698
02/01/2013,53.88,0.034554556
31/12/2012,52.05,0.016465263
28/12/2012,51.2,-0.009718249
27/12/2012,51.7,-0.021242785
26/12/2012,52.81,-0.003025149
24/12/2012,52.97,0.013494455
21/12/2012,52.26,-0.018766544
20/12/2012,53.25,0.002820876
19/12/2012,53.1,-0.001693481
18/12/2012,53.19,0.009065218
17/12/2012,52.71,0.021283518
14/12/2012,51.6,-0.001549187
13/12/2012,51.68,0.007380107
12/12/2012,51.3,-0.018349139
11/12/2012,52.25,0.003066899
10/12/2012,52.09,0.001729273
07/12/2012,52,-0.000384541
06/12/2012,52.02,0.01745245
05/12/2012,51.12,-0.031577518
04/12/2012,52.76,0.00856577
03/12/2012,52.31,-0.010080922
30/11/2012,52.84,0.029382815
29/11/2012,51.31,0.032081959
28/11/2012,49.69,0.018278332
27/11/2012,48.79,-0.014447296
26/11/2012,49.5,0.005266368
23/11/2012,49.24,0.014730217
21/11/2012,48.52,0.00599485
20/11/2012,48.23,-0.000414594
19/11/2012,48.25,0.035868824
16/11/2012,46.55,0.002150538
15/11/2012,46.45,-0.014745432
14/11/2012,47.14,-0.005500331
13/11/2012,47.4,0.007836533
12/11/2012,47.03,0.014780177
09/11/2012,46.34,0.007146755
08/11/2012,46.01,-0.001303215
07/11/2012,46.07,-0.050989363
06/11/2012,48.48,0.039550801
05/11/2012,46.6,0.005379249
02/11/2012,46.35,-0.023876641
01/11/2012,47.47,0.032108923
31/10/2012,45.97,-0.011248226
26/10/2012,46.49,-0.008567197
25/10/2012,46.89,0.011367415
24/10/2012,46.36,0.003890215
23/10/2012,46.18,-0.016323386
22/10/2012,46.94,0.008343187
19/10/2012,46.55,-0.047203309
18/10/2012,48.8,-0.011815171
17/10/2012,49.38,0.032938342
16/10/2012,47.78,0.025650585
15/10/2012,46.57,0.009276304
12/10/2012,46.14,-0.012278022
11/10/2012,46.71,0.016622077
10/10/2012,45.94,0.007867173
09/10/2012,45.58,-0.042733287
08/10/2012,47.57,-0.013364158
05/10/2012,48.21,0.005199138
04/10/2012,47.96,0.017033321
03/10/2012,47.15,-0.013482404
02/10/2012,47.79,0.014755748
01/10/2012,47.09,-0.004449631
28/09/2012,47.3,-0.013231318
27/09/2012,47.93,0.046331266
26/09/2012,45.76,-0.007619499
25/09/2012,46.11,-0.045780403
24/09/2012,48.27,-0.004547341
21/09/2012,48.49,0.014750449
20/09/2012,47.78,0.004404831
19/09/2012,47.57,0.029006086
18/09/2012,46.21,-0.00021638
17/09/2012,46.22,-0.061871077
14/09/2012,49.17,0.045987506
13/09/2012,46.96,0.010704448
12/09/2012,46.46,0.10163665
11/09/2012,41.97,0.012708479
10/09/2012,41.44,0.026655203
07/09/2012,40.35,0.047192927
06/09/2012,38.49,0.014392503
05/09/2012,37.94,0.00634587
04/09/2012,37.7,-0.031848163
31/08/2012,38.92,0.010850016
30/08/2012,38.5,-0.037971182
29/08/2012,39.99,-0.008961972
28/08/2012,40.35,0.002232975
27/08/2012,40.26,-0.019919508
24/08/2012,41.07,0.036701367
23/08/2012,39.59,-0.018271063
22/08/2012,40.32,0.005970167
21/08/2012,40.08,-0.007952328
20/08/2012,40.4,0
17/08/2012,40.4,0.014460486
16/08/2012,39.82,0.017224337
15/08/2012,39.14,0.000255526
14/08/2012,39.13,-0.007383866
13/08/2012,39.42,-0.009090972
10/08/2012,39.78,-0.002761392
09/08/2012,39.89,0.018469848
08/08/2012,39.16,-0.009657
07/08/2012,39.54,0.022507344
06/08/2012,38.66,0.006487631
03/08/2012,38.41,0.040106291
02/08/2012,36.9,-0.015329062
01/08/2012,37.47,-0.033332045
31/07/2012,38.74,-0.001289823
30/07/2012,38.79,-0.025453143
27/07/2012,39.79,0.050513186
26/07/2012,37.83,-0.108843736
25/07/2012,42.18,-0.012955075
24/07/2012,42.73,-0.02837888
23/07/2012,43.96,-0.002726035
20/07/2012,44.08,-0.00090703
19/07/2012,44.12,0.001814883
18/07/2012,44.04,0.004551669
17/07/2012,43.84,0.01378065
16/07/2012,43.24,0.002547182
13/07/2012,43.13,0.034197413
12/07/2012,41.68,0.014013276
11/07/2012,41.1,0.014706147
10/07/2012,40.5,-0.019076147
09/07/2012,41.28,0.0038835
06/07/2012,41.12,-0.000243161
05/07/2012,41.13,0.01001841
03/07/2012,40.72,0.020593706
02/07/2012,39.89,0.004522621
29/06/2012,39.71,0.051677734
28/06/2012,37.71,0.010395935
27/06/2012,37.32,0.051124075
26/06/2012,35.46,0.02195384
25/06/2012,34.69,-0.01686477
22/06/2012,35.28,0.027587957
21/06/2012,34.32,-0.004361106
20/06/2012,34.47,-0.012683941
19/06/2012,34.91,0.006610169
18/06/2012,34.68,0.009561133
15/06/2012,34.35,0.026550232
14/06/2012,33.45,0.014453729
13/06/2012,32.97,-0.029290797
12/06/2012,33.95,0.020834087
11/06/2012,33.25,-0.029047685
08/06/2012,34.23,0.013233541
07/06/2012,33.78,0.013411019
06/06/2012,33.33,0.012377517
05/06/2012,32.92,0.010688757
04/06/2012,32.57,-0.012206438
01/06/2012,32.97,-0.049699669
31/05/2012,34.65,-0.010621601
30/05/2012,35.02,-0.030096492
29/05/2012,36.09,0.009185868
25/05/2012,35.76,0.020625113
24/05/2012,35.03,0.013218583
23/05/2012,34.57,-0.018059829
22/05/2012,35.2,-0.032148121
21/05/2012,36.35,0.049629581
18/05/2012,34.59,0.020149609
17/05/2012,33.9,-0.039334163
16/05/2012,35.26,-0.084526727
15/05/2012,38.37,-0.017054677
14/05/2012,39.03,-0.025048748
11/05/2012,40.02,0.000749906
10/05/2012,39.99,-0.0005
09/05/2012,40.01,-0.021511523
08/05/2012,40.88,-0.014329328
07/05/2012,41.47,0.002414294
04/05/2012,41.37,-0.03164294
03/05/2012,42.7,-0.00093633
02/05/2012,42.74,-0.006297397
01/05/2012,43.01,0.004660927
30/04/2012,42.81,0.010567199
27/04/2012,42.36,0.01020296
26/04/2012,41.93,0.003823183
25/04/2012,41.77,0.015926978
24/04/2012,41.11,0.00634458
23/04/2012,40.85,-0.00804588
20/04/2012,41.18,0.003892949
19/04/2012,41.02,-0.008012669
18/04/2012,41.35,-0.023423633
17/04/2012,42.33,0.019079997
16/04/2012,41.53,-0.002405004
13/04/2012,41.63,-0.011464181
12/04/2012,42.11,0.009304612
11/04/2012,41.72,0.011571971
10/04/2012,41.24,-0.018737036
09/04/2012,42.02,-0.011358381
05/04/2012,42.5,0
04/04/2012,42.5,-0.01169604
03/04/2012,43,-0.004408871
02/04/2012,43.19,0.010707737
30/03/2012,42.73,0.007517066
29/03/2012,42.41,-0.007985012
28/03/2012,42.75,-0.031543999
27/03/2012,44.12,-0.003845724
26/03/2012,44.29,0.002939516
23/03/2012,44.16,-0.000452796
22/03/2012,44.18,-0.021053409
21/03/2012,45.12,-0.004202151
20/03/2012,45.31,-0.010974649
19/03/2012,45.81,0.001966569
16/03/2012,45.72,-0.005888143
15/03/2012,45.99,0.009393843
14/03/2012,45.56,-0.014166086
13/03/2012,46.21,0.020330791
12/03/2012,45.28,-0.015558548
09/03/2012,45.99,0.023763494
08/03/2012,44.91,0.024570153
07/03/2012,43.82,0.008709659
06/03/2012,43.44,-0.008481426
05/03/2012,43.81,0.004117115
02/03/2012,43.63,-0.011621414
01/03/2012,44.14,-0.009470195
29/02/2012,44.56,-0.017794064
28/02/2012,45.36,-0.01335835
27/02/2012,45.97,-0.004341227
24/02/2012,46.17,-0.004969223
23/02/2012,46.4,0.005835962
22/02/2012,46.13,-0.014633358
21/02/2012,46.81,-0.018415167
17/02/2012,47.68,0.003150932
16/02/2012,47.53,0.005062234
15/02/2012,47.29,0.003176959
14/02/2012,47.14,0.000636605
13/02/2012,47.11,0.003615102
10/02/2012,46.94,-0.009752038
09/02/2012,47.4,0.03324703
08/02/2012,45.85,0.002620661
07/02/2012,45.73,0.011657451
06/02/2012,45.2,0.009112187
03/02/2012,44.79,0.018932276
02/02/2012,43.95,-0.001364257
01/02/2012,44.01,0.003414138
31/01/2012,43.86,0.001597262
30/01/2012,43.79,0.007794629
27/01/2012,43.45,0.004613618
26/01/2012,43.25,-0.000462321
25/01/2012,43.27,0.024565512
24/01/2012,42.22,0.001896634
23/01/2012,42.14,-0.013669786
20/01/2012,42.72,0.025605951
19/01/2012,41.64,0.0089254
18/01/2012,41.27,0.008761312
17/01/2012,40.91,0.006129724
13/01/2012,40.66,0.003942834
12/01/2012,40.5,0.002472189
11/01/2012,40.4,0.017478597
10/01/2012,39.7,0.005050516
09/01/2012,39.5,0.005330638
06/01/2012,39.29,-0.008364008
05/01/2012,39.62,0.008109522
04/01/2012,39.3,-0.009622764
03/01/2012,39.68,0.008351308
30/12/2011,39.35,0.005351013
29/12/2011,39.14,0.013115785
28/12/2011,38.63,-0.024547384
27/12/2011,39.59,0.000505306
23/12/2011,39.57,0.008884435
22/12/2011,39.22,0.008706841
21/12/2011,38.88,0.015030083
20/12/2011,38.3,0.004448522
19/12/2011,38.13,-0.016903276
16/12/2011,38.78,0.002581979
15/12/2011,38.68,0.018526296
14/12/2011,37.97,-0.019043226
13/12/2011,38.7,0
12/12/2011,38.7,0.142802737
09/12/2011,33.55,0.031796774
08/12/2011,32.5,-0.051570179
07/12/2011,34.22,0.009395254
06/12/2011,33.9,0.02872729
05/12/2011,32.94,0.008536637
02/12/2011,32.66,0.011703244
01/12/2011,32.28,-0.004944386
30/11/2011,32.44,0.061993468
29/11/2011,30.49,0.020544129
28/11/2011,29.87,0.015179917
25/11/2011,29.42,-0.019189278
23/11/2011,29.99,-0.030215763
22/11/2011,30.91,-0.017001211
21/11/2011,31.44,-0.023264174
18/11/2011,32.18,0.030927047
17/11/2011,31.2,-0.011155494
16/11/2011,31.55,-0.021324107
15/11/2011,32.23,0.053205732
14/11/2011,30.56,0.001637466
11/11/2011,30.51,0.023881732
10/11/2011,29.79,0.025154283
09/11/2011,29.05,-0.076195784
08/11/2011,31.35,0.033736576
07/11/2011,30.31,-0.009522318
04/11/2011,30.6,-0.019097522
03/11/2011,31.19,0.009665024
02/11/2011,30.89,0.02192855
01/11/2011,30.22,-0.034794601
31/10/2011,31.29,-0.059552478
28/10/2011,33.21,-0.041869323
27/10/2011,34.63,0.093146769
26/10/2011,31.55,0.023085347
25/10/2011,30.83,-0.039744541
24/10/2011,32.08,0.038447944
21/10/2011,30.87,0.01995813
20/10/2011,30.26,0.001984784
19/10/2011,30.2,-0.021618923
18/10/2011,30.86,0.023607654
17/10/2011,30.14,-0.063625696
14/10/2011,32.12,0.022352576
13/10/2011,31.41,-0.001590584
12/10/2011,31.46,0.013762419
11/10/2011,31.03,0.035759099
10/10/2011,29.94,0.065563317
07/10/2011,28.04,-0.036074652
06/10/2011,29.07,0.022965519
05/10/2011,28.41,0.035468522
04/10/2011,27.42,0.045895016
03/10/2011,26.19,-0.050987788
30/09/2011,27.56,-0.049204758
29/09/2011,28.95,-0.016104511
28/09/2011,29.42,-0.026167209
27/09/2011,30.2,0.013333531
26/09/2011,29.8,0.031359079
23/09/2011,28.88,0.007646892
22/09/2011,28.66,-0.043024731
21/09/2011,29.92,-0.028013036
20/09/2011,30.77,-0.018993006
19/09/2011,31.36,-0.056414089
16/09/2011,33.18,-0.002408189
15/09/2011,33.26,0.001805598
14/09/2011,33.2,0.006951819
13/09/2011,32.97,0.019602465
12/09/2011,32.33,0.016214886
09/09/2011,31.81,-0.082047806
08/09/2011,34.53,-0.030236188
07/09/2011,35.59,0.0201511
06/09/2011,34.88,0.071597013
02/09/2011,32.47,-0.052785866
01/09/2011,34.23,-0.023102385
31/08/2011,35.03,0.000571102
30/08/2011,35.01,-0.005412348
29/08/2011,35.2,0.020376656
26/08/2011,34.49,0.027036616
25/08/2011,33.57,-0.000893256
24/08/2011,33.6,0.051920057
23/08/2011,31.9,0.060742184
22/08/2011,30.02,0.01544173
19/08/2011,29.56,-0.013774785
18/08/2011,29.97,-0.078578635
17/08/2011,32.42,-0.0222672
16/08/2011,33.15,0.009699985
15/08/2011,32.83,0.081846547
12/08/2011,30.25,-0.014114792
11/08/2011,30.68,0.016431523
10/08/2011,30.18,-0.068197326
09/08/2011,32.31,-0.007400589
08/08/2011,32.55,-0.036203049
05/08/2011,33.75,0.006241661
04/08/2011,33.54,0.016231195
03/08/2011,33,0.048426594
02/08/2011,31.44,-0.064657789
01/08/2011,33.54,-0.02211501
29/07/2011,34.29,0.013505784
28/07/2011,33.83,-0.018161015
27/07/2011,34.45,-0.030305349
26/07/2011,35.51,-0.006176325
25/07/2011,35.73,-0.003352895
22/07/2011,35.85,-0.007779978
21/07/2011,36.13,0.020411725
20/07/2011,35.4,0.000847817
19/07/2011,35.37,0.012517944
18/07/2011,34.93,-0.020963941
15/07/2011,35.67,-0.006984244
14/07/2011,35.92,-0.027729985
13/07/2011,36.93,0.000541712
12/07/2011,36.91,-0.0043255
11/07/2011,37.07,-0.025567305
08/07/2011,38.03,-0.042723945
07/07/2011,39.69,0.00911168
06/07/2011,39.33,-0.00583092
05/07/2011,39.56,-0.004036332
01/07/2011,39.72,0.030417681
30/06/2011,38.53,0
29/06/2011,38.53,0.001558442
28/06/2011,38.47,0.005735156
27/06/2011,38.25,-0.002089319
24/06/2011,38.33,-0.008313896
23/06/2011,38.65,-0.011064052
22/06/2011,39.08,-0.012965734
21/06/2011,39.59,0.01424598
20/06/2011,39.03,0.004107836
17/06/2011,38.87,0.022636585
16/06/2011,38,0.005806298
15/06/2011,37.78,-0.024834631
14/06/2011,38.73,0.030408634
13/06/2011,37.57,0.016099087
10/06/2011,36.97,-0.012365749
09/06/2011,37.43,0.004283808
08/06/2011,37.27,-0.009612891
07/06/2011,37.63,0
06/06/2011,37.63,-0.003978257
03/06/2011,37.78,-0.029471425
02/06/2011,38.91,-0.002823048
01/06/2011,39.02,-0.036980695
31/05/2011,40.49,0.023995153
27/05/2011,39.53,0.01093741
26/05/2011,39.1,0.007959986
25/05/2011,38.79,-0.023944088
24/05/2011,39.73,0.010373275
23/05/2011,39.32,-0.023625125
20/05/2011,40.26,-0.008902136
19/05/2011,40.62,-0.001967536
18/05/2011,40.7,0.003199215
17/05/2011,40.57,0.006181253
16/05/2011,40.32,0.008468295
13/05/2011,39.98,-0.014896005
12/05/2011,40.58,-0.008832246
11/05/2011,40.94,-0.019831363
10/05/2011,41.76,0.029896503
09/05/2011,40.53,-0.0095765
06/05/2011,40.92,-0.011178731
05/05/2011,41.38,-0.065927117
04/05/2011,44.2,-0.020600818
03/05/2011,45.12,-0.007287213
02/05/2011,45.45,0.005515734
29/04/2011,45.2,0.019209883
28/04/2011,44.34,0.002710029
27/04/2011,44.22,0.00544219
26/04/2011,43.98,0.003188342
25/04/2011,43.84,0.004114292
21/04/2011,43.66,0.020829265
20/04/2011,42.76,0.010343299
19/04/2011,42.32,-0.005420067
18/04/2011,42.55,-0.024835906
15/04/2011,43.62,0.003904909
14/04/2011,43.45,-0.00527948
13/04/2011,43.68,-0.006162293
12/04/2011,43.95,-0.013783971
11/04/2011,44.56,-0.009825894
08/04/2011,45,-0.017403237
07/04/2011,45.79,-0.007180969
06/04/2011,46.12,0.001518933
05/04/2011,46.05,0.004352564
04/04/2011,45.85,-0.009334704
01/04/2011,46.28,0.014802186
31/03/2011,45.6,-0.0004385
30/03/2011,45.62,0.012795233
29/03/2011,45.04,0.004896515
28/03/2011,44.82,-0.010431789
25/03/2011,45.29,0.01244184
24/03/2011,44.73,0.038049926
23/03/2011,43.06,0.003256574
22/03/2011,42.92,-0.016407069
21/03/2011,43.63,0.014079863
18/03/2011,43.02,0.013338211
17/03/2011,42.45,0.011133598
16/03/2011,41.98,-0.024006801
15/03/2011,43,0.008876489
14/03/2011,42.62,0.011326218
11/03/2011,42.14,-0.004734857
10/03/2011,42.34,-0.037092801
09/03/2011,43.94,-0.001364567
08/03/2011,44,0.024618752
07/03/2011,42.93,-0.017090485
04/03/2011,43.67,-0.015451341
03/03/2011,44.35,0.010654073
02/03/2011,43.88,0.005713648
01/03/2011,43.63,-0.049630212
28/02/2011,45.85,0.019379598
25/02/2011,44.97,0.037842966
24/02/2011,43.3,-0.002537194
23/02/2011,43.41,-0.018261179
22/02/2011,44.21,-0.055435349
18/02/2011,46.73,-0.005335623
17/02/2011,46.98,0.033769443
16/02/2011,45.42,0.037232379
15/02/2011,43.76,-0.01586975
14/02/2011,44.46,-0.000224896
11/02/2011,44.47,0.008355022
10/02/2011,44.1,0.000453618
09/02/2011,44.08,-0.015308719
08/02/2011,44.76,0.003356834
07/02/2011,44.61,0.037921401
04/02/2011,42.95,-0.009731309
03/02/2011,43.37,0.012062313
02/02/2011,42.85,-0.006281282
01/02/2011,43.12,0.013072082
31/01/2011,42.56,0.019934215
28/01/2011,41.72,-0.03393351
27/01/2011,43.16,0.002784225
26/01/2011,43.04,0.018999047
