Date,Close,HAS
11/01/2012,33.25,0.010278204
10/01/2012,32.91,0.013152048
09/01/2012,32.48,0.018018506
06/01/2012,31.9,-0.02293252
05/01/2012,32.64,0.002146911
04/01/2012,32.57,0.013290259
03/01/2012,32.14,0.007808879
30/12/2011,31.89,-0.004692641
29/12/2011,32.04,0.012246974
28/12/2011,31.65,-0.015363212
27/12/2011,32.14,-0.00898256
23/12/2011,32.43,0.008360476
22/12/2011,32.16,-0.030922409
21/12/2011,33.17,0.01213239
20/12/2011,32.77,-0.000305111
19/12/2011,32.78,-0.037130014
16/12/2011,34.02,-0.008196767
15/12/2011,34.3,0.013206355
14/12/2011,33.85,-0.027965702
13/12/2011,34.81,-0.043839557
12/12/2011,36.37,-0.010666038
09/12/2011,36.76,0.009292223
08/12/2011,36.42,-0.016610321
07/12/2011,37.03,-0.002696873
06/12/2011,37.13,0.009471049
05/12/2011,36.78,0.020324786
02/12/2011,36.04,0.017917613
01/12/2011,35.4,-0.011515364
30/11/2011,35.81,0.029472238
29/11/2011,34.77,-0.009446184
28/11/2011,35.1,0.027438544
25/11/2011,34.15,-0.003215907
23/11/2011,34.26,-0.018794828
22/11/2011,34.91,-0.005142868
21/11/2011,35.09,-0.026435735
18/11/2011,36.03,0.017075292
17/11/2011,35.42,-0.024265589
16/11/2011,36.29,-0.025572667
15/11/2011,37.23,0.010259269
14/11/2011,36.85,-0.013744995
11/11/2011,37.36,0.016462388
10/11/2011,36.75,0.008196767
09/11/2011,36.45,-0.066080541
08/11/2011,38.94,0.0061824
07/11/2011,38.7,0.001034126
04/11/2011,38.66,-0.007216526
03/11/2011,38.94,0.010844413
02/11/2011,38.52,0.015962657
01/11/2011,37.91,-0.003948932
31/10/2011,38.06,-0.000262709
28/10/2011,38.07,-0.018735911
27/10/2011,38.79,0.042660497
26/10/2011,37.17,0.029763289
25/10/2011,36.08,-0.021930703
24/10/2011,36.88,0.050038231
21/10/2011,35.08,0.003712699
20/10/2011,34.95,0.020816016
19/10/2011,34.23,-0.015077119
18/10/2011,34.75,-0.006882734
17/10/2011,34.99,0.006882734
14/10/2011,34.75,0.011868717
13/10/2011,34.34,-0.014455297
12/10/2011,34.84,-0.000286985
11/10/2011,34.85,0.003161376
10/10/2011,34.74,0.043836994
07/10/2011,33.25,-0.007789135
06/10/2011,33.51,-0.001192962
05/10/2011,33.55,0.038898857
04/10/2011,32.27,0.008714652
03/10/2011,31.99,-0.019195636
30/09/2011,32.61,-0.042623499
29/09/2011,34.03,-0.001174743
28/09/2011,34.07,-0.027502095
27/09/2011,35.02,-0.001711841
26/09/2011,35.08,0.01812217
23/09/2011,34.45,0.006990998
22/09/2011,34.21,-0.011913551
21/09/2011,34.62,-0.020866843
20/09/2011,35.35,-0.01069228
19/09/2011,35.73,-0.008083668
16/09/2011,36.02,-0.003602609
15/09/2011,36.15,-0.024861272
14/09/2011,37.06,0.028186296
13/09/2011,36.03,0.0066834
12/09/2011,35.79,-0.0135981
09/09/2011,36.28,-0.002752548
08/09/2011,36.38,0.001650619
07/09/2011,36.32,0.022835857
06/09/2011,35.5,-0.027505554
02/09/2011,36.49,-0.032887061
01/09/2011,37.71,-0.026947347
31/08/2011,38.74,0.017183448
30/08/2011,38.08,0.01055976
29/08/2011,37.68,0.023088274
26/08/2011,36.82,-0.006227176
25/08/2011,37.05,-0.025054615
24/08/2011,37.99,0.01058491
23/08/2011,37.59,0.02368886
22/08/2011,36.71,0.007656586
19/08/2011,36.43,0.019681855
18/08/2011,35.72,-0.049163368
17/08/2011,37.52,0
16/08/2011,37.52,-0.009549144
15/08/2011,37.88,0.011416558
12/08/2011,37.45,0.013441063
11/08/2011,36.95,0.040032951
10/08/2011,35.5,-0.005057611
09/08/2011,35.68,0.033630984
08/08/2011,34.5,-0.076692621
05/08/2011,37.25,-0.000536769
04/08/2011,37.27,-0.036875392
03/08/2011,38.67,0.02116896
02/08/2011,37.86,-0.040631802
01/08/2011,39.43,-0.003291559
29/07/2011,39.56,-0.003532681
28/07/2011,39.7,-0.004774478
27/07/2011,39.89,-0.010225803
26/07/2011,40.3,-0.002973243
25/07/2011,40.42,-0.001977262
22/07/2011,40.5,0.026014474
21/07/2011,39.46,0.002283396
20/07/2011,39.37,-0.001015486
19/07/2011,39.41,0.000253775
18/07/2011,39.4,-0.048790164
15/07/2011,41.37,0.001451379
14/07/2011,41.31,-0.025807884
13/07/2011,42.39,-0.020084748
12/07/2011,43.25,0.003706282
11/07/2011,43.09,-0.035563356
08/07/2011,44.65,-0.022806258
07/07/2011,45.68,0.005487886
06/07/2011,45.43,-0.012468717
05/07/2011,46,0.016217756
01/07/2011,45.26,0.029826182
30/06/2011,43.93,-0.009515251
29/06/2011,44.35,-0.00606948
28/06/2011,44.62,0.019690576
27/06/2011,43.75,0.00918491
24/06/2011,43.35,-0.006896579
23/06/2011,43.65,-0.004571437
22/06/2011,43.85,-0.002960266
21/06/2011,43.98,-0.002044294
20/06/2011,44.07,0.016241922
17/06/2011,43.36,-0.002533688
16/06/2011,43.47,-0.002986105
15/06/2011,43.6,0.00068831
14/06/2011,43.57,0.015263941
13/06/2011,42.91,0.005608802
10/06/2011,42.67,-0.015118325
09/06/2011,43.32,0.006949298
08/06/2011,43.02,-0.011785232
07/06/2011,43.53,-0.018662353
06/06/2011,44.35,-0.000225454
03/06/2011,44.36,-0.014768673
02/06/2011,45.02,-0.007523824
01/06/2011,45.36,-0.008342529
31/05/2011,45.74,0.005260863
27/05/2011,45.5,-0.019156006
26/05/2011,46.38,-0.007731997
25/05/2011,46.74,-0.005760016
24/05/2011,47.01,-0.008472832
23/05/2011,47.41,-0.001685986
20/05/2011,47.49,-0.010056653
19/05/2011,47.97,0.0096356
18/05/2011,47.51,0.012283085
17/05/2011,46.93,-0.018577693
16/05/2011,47.81,-0.005007313
13/05/2011,48.05,-0.00581035
12/05/2011,48.33,0.012701889
11/05/2011,47.72,0.002307774
10/05/2011,47.61,0.014598799
09/05/2011,46.92,-0.00891158
06/05/2011,47.34,0.000845309
05/05/2011,47.3,-0.003798274
04/05/2011,47.48,0.011438379
03/05/2011,46.94,-0.005311815
02/05/2011,47.19,0.007444467
29/04/2011,46.84,0.007930596
28/04/2011,46.47,0.005610718
27/04/2011,46.21,0.001515972
26/04/2011,46.14,0.010457612
25/04/2011,45.66,0.024610487
21/04/2011,44.55,-0.008048333
20/04/2011,44.91,0.015483312
19/04/2011,44.22,-0.00203321
18/04/2011,44.31,-0.010997754
15/04/2011,44.8,0.00896867
14/04/2011,44.4,-0.030826257
13/04/2011,45.79,0.002624099
12/04/2011,45.67,-0.027215503
11/04/2011,46.93,0.001919591
08/04/2011,46.84,-0.009561318
07/04/2011,47.29,0.000634585
06/04/2011,47.26,0.002966732
05/04/2011,47.12,-0.001484466
04/04/2011,47.19,-0.00422923
01/04/2011,47.39,0.011673697
31/03/2011,46.84,-0.009772757
30/03/2011,47.3,0.009772757
29/03/2011,46.84,0.001923283
28/03/2011,46.75,-0.010003276
25/03/2011,47.22,0.007226386
24/03/2011,46.88,0.01417854
23/03/2011,46.22,0.005206086
22/03/2011,45.98,-0.015537645
21/03/2011,46.7,0.009034262
18/03/2011,46.28,0.011081048
17/03/2011,45.77,0.003282638
16/03/2011,45.62,-0.009164367
15/03/2011,46.04,-0.013805224
14/03/2011,46.68,-0.003848626
11/03/2011,46.86,-0.001279591
10/03/2011,46.92,-0.00870032
09/03/2011,47.33,0
08/03/2011,47.33,0.006996742
07/03/2011,47,0.008761676
04/03/2011,46.59,0.009922428
03/03/2011,46.13,0.024801008
02/03/2011,45,0.009825894
01/03/2011,44.56,-0.007601199
28/02/2011,44.9,0.006479746
25/02/2011,44.61,0.012859737
24/02/2011,44.04,-0.001361471
23/02/2011,44.1,-0.020647053
22/02/2011,45.02,-0.015866353
18/02/2011,45.74,0.002846198
17/02/2011,45.61,0.018812107
16/02/2011,44.76,0.011459512
15/02/2011,44.25,-0.018583318
14/02/2011,45.08,-0.008174131
11/02/2011,45.45,-0.005266635
10/02/2011,45.69,0.003947374
09/02/2011,45.51,-0.007006816
08/02/2011,45.83,0.004373504
07/02/2011,45.63,0.017910927
04/02/2011,44.82,0.00536914
03/02/2011,44.58,0.027056328
02/02/2011,43.39,-0.010773743
01/02/2011,43.86,-0.005230256
31/01/2011,44.09,0.004090915
28/01/2011,43.91,-0.024075862
27/01/2011,44.98,0.002894358
