Date,Close,HAS
04/04/2014,54.99,-0.01408474
03/04/2014,55.77,-0.009280809
02/04/2014,56.29,-0.001774938
01/04/2014,56.39,0.013748989
31/03/2014,55.62,0.00794228
28/03/2014,55.18,0.012216398
27/03/2014,54.51,0.00073408
26/03/2014,54.47,-0.002200624
25/03/2014,54.59,-0.006572965
24/03/2014,54.95,-0.004539272
21/03/2014,55.2,0.004903306
20/03/2014,54.93,0.003464944
19/03/2014,54.74,-0.005828796
18/03/2014,55.06,0.001817852
17/03/2014,54.96,0.005473467
14/03/2014,54.66,0.000365965
13/03/2014,54.64,0.0010987
12/03/2014,54.58,0.001466814
11/03/2014,54.5,-0.006219153
10/03/2014,54.84,0.001277256
07/03/2014,54.77,-0.005644075
06/03/2014,55.08,0.004549184
05/03/2014,54.83,-0.002368158
04/03/2014,54.96,0.005656433
03/03/2014,54.65,-0.009288838
28/02/2014,55.16,0.002359562
27/02/2014,55.03,-0.000181703
26/02/2014,55.04,0.006562182
25/02/2014,54.68,0.00366435
24/02/2014,54.48,0.003309435
21/02/2014,54.3,0.000552639
20/02/2014,54.27,0.007397851
19/02/2014,53.87,0.017036825
18/02/2014,52.96,0.002647005
14/02/2014,52.82,-0.001891432
13/02/2014,52.92,0.018499622
12/02/2014,51.95,-0.008052191
11/02/2014,52.37,0.000190967
10/02/2014,52.36,0.044321554
07/02/2014,50.09,0.008621607
06/02/2014,49.66,0.018289475
05/02/2014,48.76,0.001642036
04/02/2014,48.68,0.012401978
03/02/2014,48.08,-0.021399994
31/01/2014,49.12,-0.042254193
30/01/2014,51.24,0.008230499
29/01/2014,50.82,-0.022376651
28/01/2014,51.97,0.016882132
27/01/2014,51.1,-0.003321289
24/01/2014,51.27,-0.011441994
23/01/2014,51.86,-0.009786128
22/01/2014,52.37,0.010750727
21/01/2014,51.81,-0.003660538
17/01/2014,52,-0.006708219
16/01/2014,52.35,0.001529345
15/01/2014,52.27,-0.000764965
14/01/2014,52.31,0.001147667
13/01/2014,52.25,-0.015006455
10/01/2014,53.04,0.001131862
09/01/2014,52.98,-0.013870888
08/01/2014,53.72,-0.001116279
07/01/2014,53.78,0.000930146
06/01/2014,53.73,-0.007047507
03/01/2014,54.11,-0.008648504
02/01/2014,54.58,-0.007847472
31/12/2013,55.01,0.000727405
30/12/2013,54.97,0.010423428
27/12/2013,54.4,0.004421525
26/12/2013,54.16,0.013195991
24/12/2013,53.45,0.005440404
23/12/2013,53.16,0.012683559
20/12/2013,52.49,0.004200083
19/12/2013,52.27,-0.003437742
18/12/2013,52.45,0.017696173
17/12/2013,51.53,0.004278497
16/12/2013,51.31,-0.008731985
13/12/2013,51.76,0.005424267
12/12/2013,51.48,-0.002522069
11/12/2013,51.61,-0.012324439
10/12/2013,52.25,-0.003057522
09/12/2013,52.41,0.012479763
06/12/2013,51.76,-0.011716258
05/12/2013,52.37,0.005744941
04/12/2013,52.07,-0.017136748
03/12/2013,52.97,-0.012942129
02/12/2013,53.66,-0.0029773
29/11/2013,53.82,-0.000557258
27/11/2013,53.85,0.001858737
26/11/2013,53.75,0.002981184
25/11/2013,53.59,0.013337288
22/11/2013,52.88,0.014860247
21/11/2013,52.1,0.003846159
20/11/2013,51.9,0.002314816
19/11/2013,51.78,-0.005777024
18/11/2013,52.08,-0.012403556
15/11/2013,52.73,-0.000189627
14/11/2013,52.74,-0.003973891
13/11/2013,52.95,0.032632454
12/11/2013,51.25,0
11/11/2013,51.25,0.0151384
08/11/2013,50.48,-0.002374358
07/11/2013,50.6,-0.032853572
06/11/2013,52.29,0.003832156
05/11/2013,52.09,-0.002875493
04/11/2013,52.24,0.007686433
01/11/2013,51.84,0.003671856
31/10/2013,51.65,-0.011549695
30/10/2013,52.25,-0.021396253
29/10/2013,53.38,0.023695545
28/10/2013,52.13,0.001535804
25/10/2013,52.05,0.02884628
24/10/2013,50.57,0.009936489
23/10/2013,50.07,0.001599041
22/10/2013,49.99,0.005415719
21/10/2013,49.72,0.051166275
18/10/2013,47.24,0.008716968
17/10/2013,46.83,0.015711073
16/10/2013,46.1,0.002388968
15/10/2013,45.99,-0.011458346
14/10/2013,46.52,-0.004290011
11/10/2013,46.72,0.009030377
10/10/2013,46.3,0.00671798
09/10/2013,45.99,0.001305483
08/10/2013,45.93,-0.015125612
07/10/2013,46.63,-0.017010829
04/10/2013,47.43,0.00974584
03/10/2013,46.97,-0.007846504
02/10/2013,47.34,-0.005897237
01/10/2013,47.62,0.010130944
30/09/2013,47.14,-0.005078301
27/09/2013,47.38,-0.00610207
26/09/2013,47.67,-0.004813235
25/09/2013,47.9,-0.0105909
24/09/2013,48.41,-0.00226968
23/09/2013,48.52,-0.00554929
20/09/2013,48.79,-0.010398707
19/09/2013,49.3,0.012861257
18/09/2013,48.67,0.018874355
17/09/2013,47.76,0.007777233
16/09/2013,47.39,0.012100774
13/09/2013,46.82,0.006858149
12/09/2013,46.5,-0.014093763
11/09/2013,47.16,-0.000212022
10/09/2013,47.17,-0.020770704
09/09/2013,48.16,0.003536145
06/09/2013,47.99,0.009000584
05/09/2013,47.56,0.017605715
04/09/2013,46.73,0.009676454
03/09/2013,46.28,0.015240879
30/08/2013,45.58,-0.001096371
29/08/2013,45.63,-0.00021913
28/08/2013,45.64,0.001754386
27/08/2013,45.56,-0.01805378
26/08/2013,46.39,0.006054073
23/08/2013,46.11,0.018606206
22/08/2013,45.26,0.011108757
21/08/2013,44.76,-0.007123806
20/08/2013,45.08,0.004223636
19/08/2013,44.89,-0.000222742
16/08/2013,44.9,-0.003113189
15/08/2013,45.04,-0.009061837
14/08/2013,45.45,-0.005266635
13/08/2013,45.69,0.007469279
12/08/2013,45.35,-0.013361276
09/08/2013,45.96,-0.008018246
08/08/2013,46.33,0.008671201
07/08/2013,45.93,-0.007159158
06/08/2013,46.26,-0.011605546
05/08/2013,46.8,-0.00405161
02/08/2013,46.99,0.000638638
01/08/2013,46.96,0.020654779
31/07/2013,46,-0.008658063
30/07/2013,46.4,-0.01603455
29/07/2013,47.15,0.001485727
26/07/2013,47.08,-0.000424719
25/07/2013,47.1,-0.000424538
24/07/2013,47.12,-0.014955518
23/07/2013,47.83,0.020275246
22/07/2013,46.87,0.032306333
19/07/2013,45.38,-0.023950633
18/07/2013,46.48,0.009728755
17/07/2013,46.03,-0.024252718
16/07/2013,47.16,-0.006130449
15/07/2013,47.45,-0.003996219
12/07/2013,47.64,0.007585371
11/07/2013,47.28,0.007004167
10/07/2013,46.95,-0.005946078
09/07/2013,47.23,0.011071009
08/07/2013,46.71,0.002143164
05/07/2013,46.61,0.012521753
03/07/2013,46.03,0.0026104
02/07/2013,45.91,0.003928421
01/07/2013,45.73,0.01987698
28/06/2013,44.83,0.00447128
27/06/2013,44.63,0.011266455
26/06/2013,44.13,0.003404838
25/06/2013,43.98,0.002960266
24/06/2013,43.85,-0.011112485
21/06/2013,44.34,0.012025102
20/06/2013,43.81,-0.024130159
19/06/2013,44.88,0.003124305
18/06/2013,44.74,0.009657571
17/06/2013,44.31,0.004977386
14/06/2013,44.09,-0.005203043
13/06/2013,44.32,0.011573941
12/06/2013,43.81,-0.0201114
11/06/2013,44.7,0.002463883
10/06/2013,44.59,-0.009152871
07/06/2013,45,0.018390292
06/06/2013,44.18,0.001812416
05/06/2013,44.1,-0.012618464
04/06/2013,44.66,-0.003353082
03/06/2013,44.81,0.007391679
31/05/2013,44.48,-0.007837908
30/05/2013,44.83,0.008512596
29/05/2013,44.45,-0.049807377
28/05/2013,46.72,-0.009373737
24/05/2013,47.16,0.004036976
23/05/2013,46.97,-0.01079947
22/05/2013,47.48,-0.020430146
21/05/2013,48.46,0.015807317
20/05/2013,47.7,-0.004392853
17/05/2013,47.91,0.014718516
16/05/2013,47.21,-0.008437089
15/05/2013,47.61,0.002102608
14/05/2013,47.51,0.001052964
13/05/2013,47.46,-0.001052964
10/05/2013,47.51,-0.00168244
09/05/2013,47.59,-0.000210106
08/05/2013,47.6,0.00294551
07/05/2013,47.46,0.006553242
06/05/2013,47.15,-0.001483523
03/05/2013,47.22,0.008720676
02/05/2013,46.81,-0.005114011
01/05/2013,47.05,-0.006778251
30/04/2013,47.37,-0.005893513
29/04/2013,47.65,0.008006785
26/04/2013,47.27,-0.010312624
25/04/2013,47.76,0.010101096
24/04/2013,47.28,-0.010101096
23/04/2013,47.76,0.025661465
22/04/2013,46.55,0.033420168
19/04/2013,45.02,0.015219631
18/04/2013,44.34,0.013624189
17/04/2013,43.74,-0.013398634
16/04/2013,44.33,0.012027831
15/04/2013,43.8,-0.02502667
12/04/2013,44.91,-0.003334448
11/04/2013,45.06,0.007797745
10/04/2013,44.71,0.018055106
09/04/2013,43.91,0.015144851
08/04/2013,43.25,-0.001848002
05/04/2013,43.33,-0.002995739
04/04/2013,43.46,0.009943428
03/04/2013,43.03,-0.008331453
02/04/2013,43.39,-0.003910298
01/04/2013,43.56,-0.008685769
28/03/2013,43.94,0.006163699
27/03/2013,43.67,-0.003657147
26/03/2013,43.83,0.003657147
25/03/2013,43.67,-0.003885275
22/03/2013,43.84,0.021907944
21/03/2013,42.89,0.015271059
20/03/2013,42.24,0.009753854
19/03/2013,41.83,-0.009280257
18/03/2013,42.22,-0.00378251
15/03/2013,42.38,0.003545684
14/03/2013,42.23,0.009995324
13/03/2013,41.81,-0.008099139
12/03/2013,42.15,-0.003079477
11/03/2013,42.28,0.014532716
08/03/2013,41.67,0.014747034
07/03/2013,41.06,0.002682601
06/03/2013,40.95,0.006123718
05/03/2013,40.7,0.015350636
04/03/2013,40.08,-0.000748223
01/03/2013,40.11,0.002246351
28/02/2013,40.02,-0.01241635
27/02/2013,40.52,0.011667006
26/02/2013,40.05,-0.001497006
25/02/2013,40.11,-0.025112102
22/02/2013,41.13,0.000243161
21/02/2013,41.12,0
20/02/2013,41.12,0.005120089
19/02/2013,40.91,0.009332091
15/02/2013,40.53,-0.008598505
14/02/2013,40.88,0.011316234
13/02/2013,40.42,0.013199046
12/02/2013,39.89,0.005026399
11/02/2013,39.69,-0.003772166
08/02/2013,39.84,0.02851517
07/02/2013,38.72,0.014306396
06/02/2013,38.17,0.007362642
05/02/2013,37.89,0.012214703
04/02/2013,37.43,-0.005860432
01/02/2013,37.65,0.007464711
31/01/2013,37.37,0.003484791
30/01/2013,37.24,0.000537201
29/01/2013,37.22,0.005387944
28/01/2013,37.02,-0.00780308
25/01/2013,37.31,-0.030097309
24/01/2013,38.45,0.008619617
23/01/2013,38.12,-0.019483666
22/01/2013,38.87,-0.003595279
18/01/2013,39.01,0.027812059
17/01/2013,37.94,0.009800105
16/01/2013,37.57,0.009628317
15/01/2013,37.21,0.017622796
14/01/2013,36.56,-0.008985765
11/01/2013,36.89,-0.004867506
10/01/2013,37.07,0.038217709
09/01/2013,35.68,0.008443619
08/01/2013,35.38,0.000848296
07/01/2013,35.35,-0.010972117
04/01/2013,35.74,-0.010576219
03/01/2013,36.12,0.008340332
02/01/2013,35.82,-0.002230899
31/12/2012,35.9,0.016571086
28/12/2012,35.31,-0.007055201
27/12/2012,35.56,0.004792116
26/12/2012,35.39,-0.014029411
24/12/2012,35.89,-0.004170728
21/12/2012,36.04,-0.015418808
20/12/2012,36.6,0.000820008
19/12/2012,36.57,-0.004093334
18/12/2012,36.72,-0.00081666
17/12/2012,36.75,-0.005968547
14/12/2012,36.97,-0.006201988
13/12/2012,37.2,-0.015206375
12/12/2012,37.77,-0.006334146
11/12/2012,38.01,0.010845233
10/12/2012,37.6,0.003730353
07/12/2012,37.46,0.006427446
06/12/2012,37.22,0.005928339
05/12/2012,37,-0.008611463
04/12/2012,37.32,-0.010130718
03/12/2012,37.7,-0.019958646
30/11/2012,38.46,-0.003633536
29/11/2012,38.6,0.001555613
28/11/2012,38.54,0.006246767
27/11/2012,38.3,-0.000522057
26/11/2012,38.32,0.001828393
23/11/2012,38.25,0.015014111
21/11/2012,37.68,0.011209085
20/11/2012,37.26,-0.003482924
19/11/2012,37.39,0.025461831
16/11/2012,36.45,0.003022395
15/11/2012,36.34,-0.003845102
14/11/2012,36.48,-0.013613061
13/11/2012,36.98,0.000811579
12/11/2012,36.95,-0.007280604
09/11/2012,37.22,-0.000805694
08/11/2012,37.25,0.001074402
07/11/2012,37.21,-0.015466975
06/11/2012,37.79,0.043814471
05/11/2012,36.17,0.016446364
02/11/2012,35.58,-0.020860164
01/11/2012,36.33,0.009402724
31/10/2012,35.99,-0.009953082
26/10/2012,36.35,-0.006034028
25/10/2012,36.57,-0.007627386
24/10/2012,36.85,0.001901399
23/10/2012,36.78,-0.04284279
22/10/2012,38.39,-0.017045867
19/10/2012,39.05,0
18/10/2012,39.05,0.002307398
17/10/2012,38.96,0.014998988
16/10/2012,38.38,0.016551015
15/10/2012,37.75,-0.040239043
12/10/2012,39.3,0.038650901
11/10/2012,37.81,0.013044242
10/10/2012,37.32,-0.006676484
09/10/2012,37.57,-0.017153079
08/10/2012,38.22,0.012108598
05/10/2012,37.76,0.007976644
04/10/2012,37.46,0.001335649
03/10/2012,37.41,-0.010371054
02/10/2012,37.8,-0.002905827
01/10/2012,37.91,-0.006834937
28/09/2012,38.17,0.013716913
27/09/2012,37.65,0.009071567
26/09/2012,37.31,-0.005879226
25/09/2012,37.53,-0.015073669
24/09/2012,38.1,0.002364999
21/09/2012,38.01,-0.004986233
20/09/2012,38.2,-0.005221944
19/09/2012,38.4,-0.007265211
18/09/2012,38.68,-0.007212808
17/09/2012,38.96,-0.025343475
14/09/2012,39.96,0.022524045
13/09/2012,39.07,0.005389465
12/09/2012,38.86,0.007749974
11/09/2012,38.56,0.01858449
10/09/2012,37.85,0.005563665
07/09/2012,37.64,-0.008202189
06/09/2012,37.95,0.021844236
05/09/2012,37.13,-0.001883493
04/09/2012,37.2,-0.008298803
31/08/2012,37.51,0.00293686
30/08/2012,37.4,-0.002670229
29/08/2012,37.5,0
28/08/2012,37.5,-0.004523089
27/08/2012,37.67,0.004789791
24/08/2012,37.49,0.005349037
23/08/2012,37.29,-0.012260282
22/08/2012,37.75,-0.006337492
21/08/2012,37.99,-0.003416112
20/08/2012,38.12,-0.003143009
17/08/2012,38.24,0
16/08/2012,38.24,0.01369163
15/08/2012,37.72,0.002123143
14/08/2012,37.64,0.001595321
13/08/2012,37.58,0.00053234
10/08/2012,37.56,0.005071411
09/08/2012,37.37,0.008869834
08/08/2012,37.04,0.006500565
07/08/2012,36.8,0.009282076
06/08/2012,36.46,0.010754274
03/08/2012,36.07,0.019880257
02/08/2012,35.36,-0.00900907
01/08/2012,35.68,-0.003916089
31/07/2012,35.82,-0.013586789
30/07/2012,36.31,0.00137798
27/07/2012,36.26,0.025982744
26/07/2012,35.33,0.017704631
25/07/2012,34.71,-0.007176721
24/07/2012,34.96,-0.006557401
23/07/2012,35.19,0.039118417
20/07/2012,33.84,0.003552402
19/07/2012,33.72,0.013435043
18/07/2012,33.27,0.000300616
17/07/2012,33.26,0.027741453
16/07/2012,32.35,-0.017162542
13/07/2012,32.91,0.000911993
12/07/2012,32.88,-0.018083675
11/07/2012,33.48,-0.005361943
10/07/2012,33.66,-0.009461927
09/07/2012,33.98,-0.00557595
06/07/2012,34.17,-0.005836025
05/07/2012,34.37,0.014949714
03/07/2012,33.86,-0.007942386
02/07/2012,34.13,0.007647096
29/06/2012,33.87,0.025113427
28/06/2012,33.03,0.023278233
27/06/2012,32.27,-0.021460051
26/06/2012,32.97,-0.005746273
25/06/2012,33.16,-0.021185337
22/06/2012,33.87,-0.002359187
21/06/2012,33.95,-0.017229219
20/06/2012,34.54,-0.006924436
19/06/2012,34.78,0.009533511
18/06/2012,34.45,-0.001450327
15/06/2012,34.5,0.012835649
14/06/2012,34.06,0.006184676
13/06/2012,33.85,-0.013789275
12/06/2012,34.32,0.013493898
11/06/2012,33.86,-0.018724947
08/06/2012,34.5,-0.010667537
07/06/2012,34.87,-0.000286738
06/06/2012,34.88,0.012114368
05/06/2012,34.46,-0.002318842
04/06/2012,34.54,-0.012086478
01/06/2012,34.96,-0.013072082
31/05/2012,35.42,0.003676995
30/05/2012,35.29,-0.00649628
29/05/2012,35.52,0.017322597
25/05/2012,34.91,0.009208698
24/05/2012,34.59,-0.001733103
23/05/2012,34.65,0.005208345
22/05/2012,34.47,0.001742161
21/05/2012,34.41,0.004952669
18/05/2012,34.24,-0.014209315
17/05/2012,34.73,-0.040073082
16/05/2012,36.15,0.00415801
15/05/2012,36,0.025317808
14/05/2012,35.1,-0.016389177
11/05/2012,35.68,0.00562115
10/05/2012,35.48,0.003953691
09/05/2012,35.34,-0.016557134
08/05/2012,35.93,-0.011621603
07/05/2012,36.35,0.007178385
04/05/2012,36.09,-0.024361407
03/05/2012,36.98,-0.001621184
02/05/2012,37.04,0.004329011
01/05/2012,36.88,0.003803319
30/04/2012,36.74,0.001634432
27/04/2012,36.68,0.005193397
26/04/2012,36.49,0.023850271
25/04/2012,35.63,0.014132513
24/04/2012,35.13,0.031519163
23/04/2012,34.04,-0.05375794
20/04/2012,35.92,0.003905165
19/04/2012,35.78,-0.015254768
18/04/2012,36.33,-0.007131133
17/04/2012,36.59,0.022945029
16/04/2012,35.76,-0.01167653
13/04/2012,36.18,-0.002208725
12/04/2012,36.26,0.006363281
11/04/2012,36.03,0.013130514
10/04/2012,35.56,-0.017008635
09/04/2012,36.17,-0.022687867
05/04/2012,37,0.001352265
04/04/2012,36.95,-0.010499491
03/04/2012,37.34,0.001339944
02/04/2012,37.29,0.015403628
30/03/2012,36.72,-0.01137299
29/03/2012,37.14,-0.002151695
28/03/2012,37.22,-0.003218887
27/03/2012,37.34,0.006448169
26/03/2012,37.1,0.019597797
23/03/2012,36.38,0.012446572
22/03/2012,35.93,0.005302091
21/03/2012,35.74,-0.008081415
20/03/2012,36.03,-0.008842279
19/03/2012,36.35,0.025070951
16/03/2012,35.45,-0.001691094
15/03/2012,35.51,0.001409046
14/03/2012,35.46,-0.006185007
13/03/2012,35.68,0.007596042
12/03/2012,35.41,0.006516527
09/03/2012,35.18,0.009137699
08/03/2012,34.86,0.00806456
07/03/2012,34.58,-0.002022245
06/03/2012,34.65,-0.028451421
05/03/2012,35.65,0.012419014
02/03/2012,35.21,-0.005381687
01/03/2012,35.4,0.002262444
29/02/2012,35.32,0.001700199
28/02/2012,35.26,-0.003397512
27/02/2012,35.38,0.014806649
24/02/2012,34.86,-0.00686109
23/02/2012,35.1,0.016662264
22/02/2012,34.52,-0.032210281
21/02/2012,35.65,-0.014757333
17/02/2012,36.18,0.006933879
16/02/2012,35.93,0.012603444
15/02/2012,35.48,-0.030532486
14/02/2012,36.58,-0.003275112
13/02/2012,36.7,-0.003807456
10/02/2012,36.84,0.006809232
09/02/2012,36.59,0.023784307
08/02/2012,35.73,-0.01885279
07/02/2012,36.41,-0.00684278
06/02/2012,36.66,0.022063774
03/02/2012,35.86,0.020282385
02/02/2012,35.14,0.006853254
01/02/2012,34.9,-0.000286492
31/01/2012,34.91,0.01297409
30/01/2012,34.46,-0.017261648
27/01/2012,35.06,0.00457405
26/01/2012,34.9,-0.003146906
25/01/2012,35.01,0.021363399
24/01/2012,34.27,0.011445466
23/01/2012,33.88,0.033921908
20/01/2012,32.75,0
19/01/2012,32.75,-0.009723565
18/01/2012,33.07,-0.000906755
17/01/2012,33.1,0.012464062
13/01/2012,32.69,-0.012161901
12/01/2012,33.09,-0.004823645
