Date,Close,WU
04/04/2014,16.38,-0.009115833
03/04/2014,16.53,-0.015606559
02/04/2014,16.79,0.001191895
01/04/2014,16.77,0.024752245
31/03/2014,16.36,0.009210995
28/03/2014,16.21,-0.007375571
27/03/2014,16.33,0.020415185
26/03/2014,16,-0.021639175
25/03/2014,16.35,-0.00609758
24/03/2014,16.45,0.015314235
21/03/2014,16.2,-0.018349139
20/03/2014,16.5,0.010969031
19/03/2014,16.32,-0.00732604
18/03/2014,16.44,0.012856008
17/03/2014,16.23,0.018657258
14/03/2014,15.93,-0.008750056
13/03/2014,16.07,-0.035456037
12/03/2014,16.65,-0.011346792
11/03/2014,16.84,0.005955944
10/03/2014,16.74,0.001195457
07/03/2014,16.72,-0.004177863
06/03/2014,16.79,-0.004160481
05/03/2014,16.86,0.005948858
04/03/2014,16.76,0.010194991
03/03/2014,16.59,-0.008403411
28/02/2014,16.73,0.007198591
27/02/2014,16.61,0.013333531
26/02/2014,16.39,0.016610656
25/02/2014,16.12,-0.01416716
24/02/2014,16.35,0.019142295
21/02/2014,16.04,0.003122076
20/02/2014,15.99,-0.003745323
19/02/2014,16.05,-0.010536199
18/02/2014,16.22,-0.002463055
14/02/2014,16.26,0.008647367
13/02/2014,16.12,-0.013555352
12/02/2014,16.34,0.028555634
11/02/2014,15.88,0.015228721
10/02/2014,15.64,0.000639591
07/02/2014,15.63,0.020685935
06/02/2014,15.31,0.006553103
05/02/2014,15.21,-0.001314061
04/02/2014,15.23,0.005266635
03/02/2014,15.15,-0.016366977
31/01/2014,15.4,-0.017380547
30/01/2014,15.67,0.008974419
29/01/2014,15.53,-0.023545472
28/01/2014,15.9,0.025479085
27/01/2014,15.5,-0.015365219
24/01/2014,15.74,-0.023855494
23/01/2014,16.12,-0.01171768
22/01/2014,16.31,0.008620743
21/01/2014,16.17,-0.017167804
17/01/2014,16.45,-0.01628013
16/01/2014,16.72,0.00179587
15/01/2014,16.69,0.01023797
14/01/2014,16.52,0.00851069
13/01/2014,16.38,-0.023530497
10/01/2014,16.77,-0.017144966
09/01/2014,17.06,-0.020882429
08/01/2014,17.42,-0.001147447
07/01/2014,17.44,0.022029876
06/01/2014,17.06,0.008240188
03/01/2014,16.92,-0.00648014
02/01/2014,17.03,-0.012835649
31/12/2013,17.25,0.000579878
30/12/2013,17.24,0.002322881
27/12/2013,17.2,-0.002322881
26/12/2013,17.24,0.003486349
24/12/2013,17.18,0.005837728
23/12/2013,17.08,0.004106782
20/12/2013,17.01,0.007671917
19/12/2013,16.88,-0.007083855
18/12/2013,17,0.0316728
17/12/2013,16.47,0.000607349
16/12/2013,16.46,0.005482804
13/12/2013,16.37,-0.023544704
12/12/2013,16.76,0.010797945
11/12/2013,16.58,-0.013776798
10/12/2013,16.81,0.005966605
09/12/2013,16.71,-0.003584233
06/12/2013,16.77,0.019874186
05/12/2013,16.44,-0.014493007
04/12/2013,16.68,-0.0113265
03/12/2013,16.87,0.010727159
02/12/2013,16.69,0.001199041
29/11/2013,16.67,-0.008957958
27/11/2013,16.82,0.001785183
26/11/2013,16.79,0.007172774
25/11/2013,16.67,-0.010146312
22/11/2013,16.84,0.010746372
21/11/2013,16.66,0.015729302
20/11/2013,16.4,-0.011518769
19/11/2013,16.59,-0.007805503
18/11/2013,16.72,0.001196888
15/11/2013,16.7,-0.043930929
14/11/2013,17.45,-0.003432498
13/11/2013,17.51,0.001714776
12/11/2013,17.48,0.013245227
11/11/2013,17.25,0.002321533
08/11/2013,17.21,-0.010404718
07/11/2013,17.39,0.008663063
06/11/2013,17.24,-0.001738627
05/11/2013,17.27,0.001738627
04/11/2013,17.24,-0.013825105
01/11/2013,17.48,0.026668247
31/10/2013,17.02,0.010038466
30/10/2013,16.85,-0.132640788
29/10/2013,19.24,-0.003113651
28/10/2013,19.3,0.000518269
25/10/2013,19.29,-0.004138651
24/10/2013,19.37,0.006214417
23/10/2013,19.25,0.005730675
22/10/2013,19.14,0.011032421
21/10/2013,18.93,0.01436577
18/10/2013,18.66,0.018934837
17/10/2013,18.31,-0.015176443
16/10/2013,18.59,0.003772573
15/10/2013,18.52,-0.008602204
14/10/2013,18.68,0.014559438
11/10/2013,18.41,0.001630878
10/10/2013,18.38,0.023673002
09/10/2013,17.95,-0.015478474
08/10/2013,18.23,-0.014702143
07/10/2013,18.5,-0.015021742
04/10/2013,18.78,0.006946328
03/10/2013,18.65,-0.002142475
02/10/2013,18.69,-0.000534902
01/10/2013,18.7,0.002141328
30/09/2013,18.66,0.001072386
27/09/2013,18.64,0.002148229
26/09/2013,18.6,0.004850454
25/09/2013,18.51,-0.011281344
24/09/2013,18.72,0.004282662
23/09/2013,18.64,0
20/09/2013,18.64,-0.01067246
19/09/2013,18.84,-0.001061008
18/09/2013,18.86,0.001591935
17/09/2013,18.83,0.004791066
16/09/2013,18.74,0.017766282
13/09/2013,18.41,-0.004876737
12/09/2013,18.5,-0.02139119
11/09/2013,18.9,0.018153195
10/09/2013,18.56,0.011379153
09/09/2013,18.35,0.015930027
06/09/2013,18.06,0.001662511
05/09/2013,18.03,0.01283858
04/09/2013,17.8,0.015284758
03/09/2013,17.53,0
30/08/2013,17.53,-0.01920963
29/08/2013,17.87,0.004486827
28/08/2013,17.79,0.007900718
27/08/2013,17.65,-0.031784108
26/08/2013,18.22,-0.004381168
23/08/2013,18.3,0.006578971
22/08/2013,18.18,0.018318581
21/08/2013,17.85,-0.011142177
20/08/2013,18.05,0.013947227
19/08/2013,17.8,-0.024966623
16/08/2013,18.25,0.002743486
15/08/2013,18.2,-0.013642776
14/08/2013,18.45,-0.010781776
13/08/2013,18.65,0.010781776
12/08/2013,18.45,-0.000541859
09/08/2013,18.46,0.005431844
08/08/2013,18.36,0.002727027
07/08/2013,18.31,-0.00435968
06/08/2013,18.39,0.004905979
05/08/2013,18.3,-0.000546299
02/08/2013,18.31,0.008776798
01/08/2013,18.15,0.010523498
31/07/2013,17.96,0.011761547
30/07/2013,17.75,0.044349335
29/07/2013,16.98,0.001178551
26/07/2013,16.96,-0.011723464
25/07/2013,17.16,-0.016185324
24/07/2013,17.44,0.003446299
23/07/2013,17.38,-0.004019529
22/07/2013,17.45,0.007477746
19/07/2013,17.32,-0.005182851
18/07/2013,17.41,-0.001148106
17/07/2013,17.43,0.001722653
16/07/2013,17.4,-0.004014918
15/07/2013,17.47,0
12/07/2013,17.47,0.00344037
11/07/2013,17.41,0.00460565
10/07/2013,17.33,0.006948494
09/07/2013,17.21,0.001162791
08/07/2013,17.19,0.008764298
05/07/2013,17.04,0.007067167
03/07/2013,16.92,0.007117468
02/07/2013,16.8,-0.018868484
01/07/2013,17.12,0.000584283
28/06/2013,17.11,0.009395254
27/06/2013,16.95,0.004730937
26/06/2013,16.87,0.020359985
25/06/2013,16.53,0.009115833
24/06/2013,16.38,-0.012136071
21/06/2013,16.58,0.006049625
20/06/2013,16.48,-0.021015484
19/06/2013,16.83,-0.017668304
18/06/2013,17.13,0.011153623
17/06/2013,16.94,-0.004711434
14/06/2013,17.02,0.007667392
13/06/2013,16.89,0.020940041
12/06/2013,16.54,-0.007228947
11/06/2013,16.66,-0.007772834
10/06/2013,16.79,0.008373255
07/06/2013,16.65,0.012084739
06/06/2013,16.45,0.02026474
05/06/2013,16.12,-0.014778594
04/06/2013,16.36,-0.004269601
03/06/2013,16.43,0.003047854
31/05/2013,16.38,-0.004872117
30/05/2013,16.46,0.005482804
29/05/2013,16.37,-0.002440514
28/05/2013,16.41,-0.002434572
24/05/2013,16.45,-0.001215067
23/05/2013,16.47,-0.014466798
22/05/2013,16.71,0.006002419
21/05/2013,16.61,-0.000601866
20/05/2013,16.62,-0.001803427
17/05/2013,16.65,0.013910112
16/05/2013,16.42,-0.006676808
15/05/2013,16.53,0.00972652
14/05/2013,16.37,0.009822056
13/05/2013,16.21,0.013664809
10/05/2013,15.99,-0.006855745
09/05/2013,16.1,0.019442444
08/05/2013,15.79,0.003171585
07/05/2013,15.74,0.000635526
06/05/2013,15.73,0.005737982
03/05/2013,15.64,0.007058098
02/05/2013,15.53,-0.007058098
01/05/2013,15.64,0.054529107
30/04/2013,14.81,0.01154512
29/04/2013,14.64,0.004106782
26/04/2013,14.58,-0.006835297
25/04/2013,14.68,0.007521403
24/04/2013,14.57,-0.002056909
23/04/2013,14.6,0.008943988
22/04/2013,14.47,0
19/04/2013,14.47,-0.002760526
18/04/2013,14.51,-0.011647956
17/04/2013,14.68,-0.021564178
16/04/2013,15,0.011398045
15/04/2013,14.83,-0.014061162
12/04/2013,15.04,-0.005966209
11/04/2013,15.13,0.007962882
10/04/2013,15.01,0.014089465
09/04/2013,14.8,0.023932766
08/04/2013,14.45,0.009037253
05/04/2013,14.32,-0.024828862
04/04/2013,14.68,-0.003400207
03/04/2013,14.73,-0.007440007
02/04/2013,14.84,0.012203541
01/04/2013,14.66,-0.025590622
28/03/2013,15.04,0.010695289
27/03/2013,14.88,0.00404041
26/03/2013,14.82,0.010854923
25/03/2013,14.66,0.001365188
22/03/2013,14.64,0.010298752
21/03/2013,14.49,0
20/03/2013,14.49,-0.005505864
19/03/2013,14.57,-0.006839972
18/03/2013,14.67,0
15/03/2013,14.67,0.008213599
14/03/2013,14.55,0.001375516
13/03/2013,14.53,0.002066828
12/03/2013,14.5,-0.004815971
11/03/2013,14.57,-0.004109595
08/03/2013,14.63,0.015846008
07/03/2013,14.4,-0.002081166
06/03/2013,14.43,0.011149941
05/03/2013,14.27,0.012694106
04/03/2013,14.09,-0.011993089
01/03/2013,14.26,0.016260521
28/02/2013,14.03,-0.010634627
27/02/2013,14.18,0.012775191
26/02/2013,14,0.012940511
25/02/2013,13.82,-0.014368063
22/02/2013,14.02,0.008596041
21/02/2013,13.9,-0.007168489
20/02/2013,14,-0.017699577
19/02/2013,14.25,-0.0104713
15/02/2013,14.4,0.018220546
14/02/2013,14.14,-0.002119393
13/02/2013,14.17,-0.011925781
12/02/2013,14.34,0.006295928
11/02/2013,14.25,-0.02836579
08/02/2013,14.66,0.004101168
07/02/2013,14.6,-0.012253387
06/02/2013,14.78,-0.004051322
05/02/2013,14.84,0.018361618
04/02/2013,14.57,0.013126268
01/02/2013,14.38,0.01048594
31/01/2013,14.23,0.005637788
30/01/2013,14.15,0.006380738
29/01/2013,14.06,0.002849005
28/01/2013,14.02,0.035575439
25/01/2013,13.53,0.003702337
24/01/2013,13.48,-0.008127123
23/01/2013,13.59,-0.014609464
22/01/2013,13.79,0.027942995
18/01/2013,13.41,-0.001490313
17/01/2013,13.43,-0.007418432
16/01/2013,13.53,-0.011756197
15/01/2013,13.69,-0.008002953
14/01/2013,13.8,0
11/01/2013,13.8,-0.00361664
10/01/2013,13.85,0.036020065
09/01/2013,13.36,-0.022938483
08/01/2013,13.67,0
07/01/2013,13.67,-0.025281231
04/01/2013,14.02,0.035575439
03/01/2013,13.53,-0.01685639
02/01/2013,13.76,0.010961016
31/12/2012,13.61,0.017043762
28/12/2012,13.38,-0.023634778
27/12/2012,13.7,0.020649701
26/12/2012,13.42,-0.001489204
24/12/2012,13.44,-0.011098893
21/12/2012,13.59,-0.011704596
20/12/2012,13.75,0.003642991
19/12/2012,13.7,0.021395136
18/12/2012,13.41,0.013513719
17/12/2012,13.23,0.00911168
14/12/2012,13.11,-0.010622255
13/12/2012,13.25,0.001510574
12/12/2012,13.23,0.000756144
11/12/2012,13.22,0.019091836
10/12/2012,12.97,-0.002310359
07/12/2012,13,0.005399165
06/12/2012,12.93,0.003874472
05/12/2012,12.88,0.005449605
04/12/2012,12.81,0.014943259
03/12/2012,12.62,0.000792707
30/11/2012,12.61,-0.004746844
29/11/2012,12.67,-0.002364999
28/11/2012,12.7,0.008699145
27/11/2012,12.59,-0.012628424
26/11/2012,12.75,-0.003913899
23/11/2012,12.8,0.01892801
21/11/2012,12.56,0.005588837
20/11/2012,12.49,-0.019818326
19/11/2012,12.74,0.002357565
16/11/2012,12.71,0.001574803
15/11/2012,12.69,0.001577287
14/11/2012,12.67,0.00554018
13/11/2012,12.6,0.020850795
12/11/2012,12.34,-0.000810045
09/11/2012,12.35,-0.003233633
08/11/2012,12.39,-0.01283097
07/11/2012,12.55,0.011218066
06/11/2012,12.41,0.015428645
05/11/2012,12.22,0.022342675
02/11/2012,11.95,-0.02642598
01/11/2012,12.27,-0.036804154
31/10/2012,12.73,-0.342513875
26/10/2012,17.93,0.00671519
25/10/2012,17.81,-0.009499932
24/10/2012,17.98,-0.002222223
23/10/2012,18.02,-0.007188309
22/10/2012,18.15,0.012195273
19/10/2012,17.93,-0.021518072
18/10/2012,18.32,-0.004357305
17/10/2012,18.4,0.013129291
16/10/2012,18.16,0.018338941
15/10/2012,17.83,-0.002800338
12/10/2012,17.88,-0.002792518
11/10/2012,17.93,-0.002784741
10/10/2012,17.98,-0.016547537
09/10/2012,18.28,-0.003822008
08/10/2012,18.35,-0.005976655
05/10/2012,18.46,0.002169198
04/10/2012,18.42,0.008724156
03/10/2012,18.26,0.002192983
02/10/2012,18.22,0.004400447
01/10/2012,18.14,-0.004400447
28/09/2012,18.22,-0.010917139
27/09/2012,18.42,0.009820046
26/09/2012,18.24,-0.00601259
25/09/2012,18.35,-0.014606697
24/09/2012,18.62,-0.002681686
21/09/2012,18.67,-0.001070664
20/09/2012,18.69,0
19/09/2012,18.69,-0.011173301
18/09/2012,18.9,-0.003169575
17/09/2012,18.96,-0.007880261
14/09/2012,19.11,0.020085242
13/09/2012,18.73,0.012896471
12/09/2012,18.49,0.008690984
11/09/2012,18.33,0.004922077
10/09/2012,18.24,0.004946424
07/09/2012,18.15,0.003864206
06/09/2012,18.08,0.022372298
05/09/2012,17.68,0.001131862
04/09/2012,17.66,0.002835273
31/08/2012,17.61,0.011422169
30/08/2012,17.41,-0.006868945
29/08/2012,17.53,0.011474595
28/08/2012,17.33,-0.002881016
27/08/2012,17.38,-0.002298852
24/08/2012,17.42,0.003450262
23/08/2012,17.36,-0.006888661
22/08/2012,17.48,-0.015328146
21/08/2012,17.75,-0.003935906
20/08/2012,17.82,0.007321914
17/08/2012,17.69,-0.002258612
16/08/2012,17.73,0.007927561
15/08/2012,17.59,-0.002271438
14/08/2012,17.63,0.006258911
13/08/2012,17.52,-0.007392698
10/08/2012,17.65,0.001133787
09/08/2012,17.63,-0.001700199
08/08/2012,17.66,0.003403293
07/08/2012,17.6,0.014306396
06/08/2012,17.35,0.005200821
03/08/2012,17.26,0.01576675
02/08/2012,16.99,-0.007038152
01/08/2012,17.11,-0.018529772
31/07/2012,17.43,-0.007430729
30/07/2012,17.56,-0.003411032
27/07/2012,17.62,0.020063728
26/07/2012,17.27,0.015757548
25/07/2012,17,-0.015757548
24/07/2012,17.27,0.018703058
23/07/2012,16.95,0.011272739
20/07/2012,16.76,-0.011862535
19/07/2012,16.96,-0.004118864
18/07/2012,17.03,0.008254764
17/07/2012,16.89,0.008323473
16/07/2012,16.75,0.003588521
13/07/2012,16.69,0.013269193
12/07/2012,16.47,-0.020433403
11/07/2012,16.81,0.005966605
10/07/2012,16.71,-0.011306279
09/07/2012,16.9,0.004150614
06/07/2012,16.83,-0.007694622
05/07/2012,16.96,-0.009973682
03/07/2012,17.13,0.008795131
02/07/2012,16.98,0.008279172
29/06/2012,16.84,0.024648077
28/06/2012,16.43,-0.004251449
27/06/2012,16.5,0.017115332
26/06/2012,16.22,-0.011036286
25/06/2012,16.4,-0.02051973
22/06/2012,16.74,0.002392346
21/06/2012,16.7,-0.013678477
20/06/2012,16.93,0.019684501
19/06/2012,16.6,0.013952304
18/06/2012,16.37,0.007973057
15/06/2012,16.24,0.009901071
14/06/2012,16.08,0.010000083
13/06/2012,15.92,-0.021746741
12/06/2012,16.27,0.014860955
11/06/2012,16.03,-0.010549276
08/06/2012,16.2,-0.021978907
07/06/2012,16.56,0.012150818
06/06/2012,16.36,0.019130482
05/06/2012,16.05,0.006877176
04/06/2012,15.94,-0.001880289
01/06/2012,15.97,-0.026569373
31/05/2012,16.4,-0.013926958
30/05/2012,16.63,-0.02318083
29/05/2012,17.02,0.007075501
25/05/2012,16.9,-0.007662873
24/05/2012,17.03,-0.000587027
23/05/2012,17.04,0.005885832
22/05/2012,16.94,0.000590493
21/05/2012,16.93,0.023305507
18/05/2012,16.54,-0.015001781
17/05/2012,16.79,-0.017710026
16/05/2012,17.09,-0.004670178
15/05/2012,17.17,-0.008698228
14/05/2012,17.32,0.011614532
11/05/2012,17.12,-0.009302393
10/05/2012,17.28,0.004059153
09/05/2012,17.21,-0.017852475
08/05/2012,17.52,-0.004555817
07/05/2012,17.6,-0.005665738
04/05/2012,17.7,-0.01011813
03/05/2012,17.88,-0.010570335
02/05/2012,18.07,-0.019726667
01/05/2012,18.43,0.002716655
30/04/2012,18.38,-0.010284258
27/04/2012,18.57,0.015192913
26/04/2012,18.29,-0.004908655
25/04/2012,18.38,0.017563569
24/04/2012,18.06,0.006109433
23/04/2012,17.95,-0.002781643
20/04/2012,18,-0.002773927
19/04/2012,18.05,0.017323708
18/04/2012,17.74,-0.01621506
17/04/2012,18.03,0.016778917
16/04/2012,17.73,0.009634532
13/04/2012,17.56,-0.014136509
12/04/2012,17.81,0.013567195
11/04/2012,17.57,0.014330999
10/04/2012,17.32,-0.01887388
09/04/2012,17.65,-0.015181624
05/04/2012,17.92,0.00615731
04/04/2012,17.81,-0.013939451
03/04/2012,18.06,-0.003868477
02/04/2012,18.13,0.029669123
30/03/2012,17.6,-0.015224427
29/03/2012,17.87,-0.001118568
28/03/2012,17.89,-0.012774403
27/03/2012,18.12,-0.006052288
26/03/2012,18.23,0.016593301
23/03/2012,17.93,0.011781342
22/03/2012,17.72,0.006227023
21/03/2012,17.61,-0.011293175
20/03/2012,17.81,-0.010611661
19/03/2012,18,-0.002773927
16/03/2012,18.05,0.002773927
15/03/2012,18,-0.002773927
14/03/2012,18.05,-0.003318587
13/03/2012,18.11,0.018390042
12/03/2012,17.78,0.006205944
09/03/2012,17.67,0.016548166
08/03/2012,17.38,0.007507976
07/03/2012,17.25,0.010489607
06/03/2012,17.07,-0.004092376
05/03/2012,17.14,-0.008713387
02/03/2012,17.29,-0.008638119
01/03/2012,17.44,-0.001718706
29/02/2012,17.47,-0.017589106
28/02/2012,17.78,-0.009515885
27/02/2012,17.95,0.003907345
24/02/2012,17.88,0.001119194
23/02/2012,17.86,-0.008363584
22/02/2012,18.01,0.016797707
21/02/2012,17.71,-0.014574249
17/02/2012,17.97,0.008943603
16/02/2012,17.81,0.010158101
15/02/2012,17.63,-0.002832061
14/02/2012,17.68,0.002265007
13/02/2012,17.64,0.002838492
10/02/2012,17.59,-0.008491418
09/02/2012,17.74,0.000563857
08/02/2012,17.73,-0.105360516
07/02/2012,19.7,0.010717122
06/02/2012,19.49,-0.012238807
03/02/2012,19.73,0.028272251
02/02/2012,19.18,-0.00104221
01/02/2012,19.2,0.005221944
31/01/2012,19.1,0.001571915
30/01/2012,19.07,-0.004708353
27/01/2012,19.16,0.001044387
26/01/2012,19.14,-0.019146769
25/01/2012,19.51,0.018102382
24/01/2012,19.16,0.01313389
23/01/2012,18.91,-0.007376219
20/01/2012,19.05,-0.005235614
19/01/2012,19.15,0.017914072
18/01/2012,18.81,0.016617911
17/01/2012,18.5,-0.017680611
13/01/2012,18.83,-0.007407441
12/01/2012,18.97,0.009533971
11/01/2012,18.79,0.010163233
10/01/2012,18.6,0.012442681
09/01/2012,18.37,0.003271541
06/01/2012,18.31,-0.00435968
05/01/2012,18.39,0.004905979
04/01/2012,18.3,-0.013568729
03/01/2012,18.55,0.015756914
30/12/2011,18.26,-0.009809343
29/12/2011,18.44,0.014200129
28/12/2011,18.18,-0.009307486
27/12/2011,18.35,-0.00651822
23/12/2011,18.47,0.008700436
22/12/2011,18.31,0.009327914
21/12/2011,18.14,-0.007688121
20/12/2011,18.28,0.040753616
19/12/2011,17.55,-0.01302028
16/12/2011,17.78,0.024481724
15/12/2011,17.35,-0.001152074
14/12/2011,17.37,-0.009169119
13/12/2011,17.53,-0.002848193
12/12/2011,17.58,-0.033560196
09/12/2011,18.18,0.026757449
08/12/2011,17.7,-0.008998936
07/12/2011,17.86,0.000560067
06/12/2011,17.85,0.002805051
05/12/2011,17.8,0.014144507
02/12/2011,17.55,0.00686109
01/12/2011,17.43,-0.000573559
30/11/2011,17.44,0.042160811
29/11/2011,16.72,0.00179587
28/11/2011,16.69,0.02364463
25/11/2011,16.3,0.006153866
23/11/2011,16.2,-0.015314235
22/11/2011,16.45,0.008547061
21/11/2011,16.31,0.006767174
18/11/2011,16.2,0.001235331
17/11/2011,16.18,-0.015941478
16/11/2011,16.44,-0.037019152
15/11/2011,17.06,0.007058853
14/11/2011,16.94,-0.021028812
11/11/2011,17.3,0.031711406
10/11/2011,16.76,-0.015394028
09/11/2011,17.02,-0.035779927
08/11/2011,17.64,0.014848931
07/11/2011,17.38,0.001151411
04/11/2011,17.36,-0.011454879
03/11/2011,17.56,0.014917087
02/11/2011,17.3,0.019848871
01/11/2011,16.96,-0.029627494
31/10/2011,17.47,-0.030442035
28/10/2011,18.01,0.001111111
27/10/2011,17.99,0.042003904
26/10/2011,17.25,0.010489607
25/10/2011,17.07,-0.029439355
24/10/2011,17.58,0.022434073
21/10/2011,17.19,0.0289191
20/10/2011,16.7,0.00962703
19/10/2011,16.54,-0.028607434
18/10/2011,17.02,0.027398974
17/10/2011,16.56,-0.011408109
14/10/2011,16.75,0.017465063
13/10/2011,16.46,-0.011477021
12/10/2011,16.65,0.013301284
11/10/2011,16.43,0.003047854
10/10/2011,16.38,0.034786116
07/10/2011,15.82,0.009526906
06/10/2011,15.67,0.025203273
05/10/2011,15.28,0.011188007
04/10/2011,15.11,0.01466693
03/10/2011,14.89,-0.026509173
30/09/2011,15.29,-0.034707854
29/09/2011,15.83,0.001264223
28/09/2011,15.81,-0.011320876
27/09/2011,15.99,0.031123503
26/09/2011,15.5,0.02614528
23/09/2011,15.1,-0.010540282
22/09/2011,15.26,-0.049850577
21/09/2011,16.04,-0.011775779
20/09/2011,16.23,-0.001846723
19/09/2011,16.26,-0.01343942
16/09/2011,16.48,-0.000606612
15/09/2011,16.49,0.010362787
14/09/2011,16.32,0.017929383
13/09/2011,16.03,0.015085138
12/09/2011,15.79,0.01531619
09/09/2011,15.55,-0.031024964
08/09/2011,16.04,-0.007453451
07/09/2011,16.16,0.032707318
06/09/2011,15.64,-0.022756987
02/09/2011,16,-0.033192967
01/09/2011,16.54,0.001209922
31/08/2011,16.52,0.003638573
30/08/2011,16.46,-0.001820941
29/08/2011,16.49,0.014046032
26/08/2011,16.26,0.010510143
25/08/2011,16.09,-0.02516242
24/08/2011,16.5,-0.001211387
23/08/2011,16.52,0.037623926
22/08/2011,15.91,0.006305191
19/08/2011,15.81,-0.014442951
18/08/2011,16.04,-0.051636128
17/08/2011,16.89,-0.007667392
16/08/2011,17.02,-0.00702579
15/08/2011,17.14,0.012327717
12/08/2011,16.93,-0.015240623
11/08/2011,17.19,0.046436914
10/08/2011,16.41,-0.02110419
09/08/2011,16.76,0.017454551
08/08/2011,16.47,-0.079902583
05/08/2011,17.84,-0.001120448
04/08/2011,17.86,-0.056069106
03/08/2011,18.89,0.021943615
02/08/2011,18.48,-0.0319516
01/08/2011,19.08,-0.017147731
29/07/2011,19.41,0.002579315
28/07/2011,19.36,-0.010277583
27/07/2011,19.56,-0.036641489
26/07/2011,20.29,0.053136709
25/07/2011,19.24,-0.006734032
22/07/2011,19.37,-0.000516129
21/07/2011,19.38,0.008290203
20/07/2011,19.22,-0.010352059
19/07/2011,19.42,0.015045679
18/07/2011,19.13,0.002093146
15/07/2011,19.09,0.004725659
14/07/2011,19,-0.007341407
13/07/2011,19.14,-0.003129893
12/07/2011,19.2,-0.012936791
11/07/2011,19.45,-0.016318567
08/07/2011,19.77,0.004562746
07/07/2011,19.68,0.007139245
06/07/2011,19.54,0.010288157
05/07/2011,19.34,-0.045485354
01/07/2011,20.24,0.010429695
30/06/2011,20.03,0.006009032
29/06/2011,19.91,0.014672664
28/06/2011,19.62,0.013857035
27/06/2011,19.35,0.00622086
24/06/2011,19.23,-0.009831903
23/06/2011,19.42,-0.008715769
22/06/2011,19.59,-0.019211915
21/06/2011,19.97,0.00854921
20/06/2011,19.8,0.003541618
17/06/2011,19.73,0.004572017
16/06/2011,19.64,-0.006597334
15/06/2011,19.77,-0.017051567
14/06/2011,20.11,0.017557511
13/06/2011,19.76,0.006600684
10/06/2011,19.63,-0.018673265
09/06/2011,20,0.009545413
08/06/2011,19.81,-0.016024379
07/06/2011,20.13,0.007479466
06/06/2011,19.98,0.009049836
03/06/2011,19.8,-0.027398974
02/06/2011,20.35,0.005914261
01/06/2011,20.23,-0.016180789
31/05/2011,20.56,0.008793413
27/05/2011,20.38,-0.000980873
26/05/2011,20.4,-0.008298803
25/05/2011,20.57,0.008298803
24/05/2011,20.4,0.007380107
23/05/2011,20.25,-0.017136282
20/05/2011,20.6,-0.005808342
