Date,Close,WU
21/01/2011,19.31,0.006755027
20/01/2011,19.18,0.004703432
19/01/2011,19.09,-0.010422189
18/01/2011,19.29,0.001556421
14/01/2011,19.26,0.007818648
13/01/2011,19.11,-0.002090957
12/01/2011,19.15,-0.00468873
11/01/2011,19.24,0.011500388
10/01/2011,19.02,-0.008898253
07/01/2011,19.19,-0.009336167
06/01/2011,19.37,0.02244939
05/01/2011,18.94,0.017577017
04/01/2011,18.61,-0.006961206
03/01/2011,18.74,0.009112901
31/12/2010,18.57,0.001077586
30/12/2010,18.55,0.008119124
29/12/2010,18.4,0.006543099
28/12/2010,18.28,-0.0108815
27/12/2010,18.48,0.011976191
23/12/2010,18.26,-0.011434919
22/12/2010,18.47,0.004340756
21/12/2010,18.39,0.002177464
20/12/2010,18.35,0.003822008
17/12/2010,18.28,-0.000546896
16/12/2010,18.29,-0.014115327
15/12/2010,18.55,-0.013918854
14/12/2010,18.81,0.0026617
13/12/2010,18.76,0.002668803
10/12/2010,18.71,0.00589656
09/12/2010,18.6,-0.002684565
08/12/2010,18.65,0.016761679
07/12/2010,18.34,-0.001089918
06/12/2010,18.36,0.006009305
03/12/2010,18.25,0.001096491
02/12/2010,18.23,0.011031551
01/12/2010,18.03,0.021867987
30/11/2010,17.64,-0.012394525
29/11/2010,17.86,-0.016106985
26/11/2010,18.15,-0.00658981
24/11/2010,18.27,0.017670255
23/11/2010,17.95,-0.014929777
22/11/2010,18.22,0.007160592
19/11/2010,18.09,0.014476868
18/11/2010,17.83,0.018110286
17/11/2010,17.51,-0.006262474
16/11/2010,17.62,-0.026324679
15/11/2010,18.09,-0.001104972
12/11/2010,18.11,-0.027772
11/11/2010,18.62,-0.008023579
10/11/2010,18.77,0.014489119
09/11/2010,18.5,0.016349138
08/11/2010,18.2,-0.002195391
05/11/2010,18.24,0.003294896
04/11/2010,18.18,0.04155567
03/11/2010,17.44,-0.00057323
02/11/2010,17.45,-0.009127274
01/11/2010,17.61,0.001136364
29/10/2010,17.59,-0.037382316
28/10/2010,18.26,-0.000547495
27/10/2010,18.27,0.019901154
26/10/2010,17.91,-0.011105056
25/10/2010,18.11,0.011663559
22/10/2010,17.9,-0.00334635
21/10/2010,17.96,0
20/10/2010,17.96,0.015713006
19/10/2010,17.68,-0.019048195
18/10/2010,18.02,0.007240355
15/10/2010,17.89,0.00729316
14/10/2010,17.76,0.006212954
13/10/2010,17.65,-0.005086194
12/10/2010,17.74,-0.006741599
11/10/2010,17.86,0.006741599
08/10/2010,17.74,0.009060085
07/10/2010,17.58,-0.005106394
06/10/2010,17.67,-0.016835414
05/10/2010,17.97,0.031658947
04/10/2010,17.41,-0.015389303
01/10/2010,17.68,0.000565771
30/09/2010,17.67,0.01539808
29/09/2010,17.4,0.002301497
28/09/2010,17.36,-0.016567074
27/09/2010,17.65,0.005681833
24/09/2010,17.55,0.034786116
23/09/2010,16.95,-0.010563479
22/09/2010,17.13,-0.010453057
21/09/2010,17.31,-0.009773001
20/09/2010,17.48,0.029021189
17/09/2010,16.98,-0.009961993
16/09/2010,17.15,0.001166861
15/09/2010,17.13,0.002923124
14/09/2010,17.08,0.01950993
13/09/2010,16.75,0.023558927
10/09/2010,16.36,0.003060915
09/09/2010,16.31,0.004917035
08/09/2010,16.23,0.00308547
07/09/2010,16.18,-0.018371613
03/09/2010,16.48,0.001214329
02/09/2010,16.46,0.013455861
01/09/2010,16.24,0.03509132
31/08/2010,15.68,-0.018325947
30/08/2010,15.97,-0.003750004
27/08/2010,16.03,0.016352566
26/08/2010,15.77,-0.005060099
25/08/2010,15.85,0.017823514
24/08/2010,15.57,-0.017192401
23/08/2010,15.84,-0.006293287
20/08/2010,15.94,-0.007500035
19/08/2010,16.06,-0.012376396
18/08/2010,16.26,0.004932192
17/08/2010,16.18,0.00495664
16/08/2010,16.1,0.007481332
13/08/2010,15.98,-0.004993768
12/08/2010,16.06,0.000622859
11/08/2010,16.05,-0.027651531
10/08/2010,16.5,-0.002421309
09/08/2010,16.54,0.015230267
06/08/2010,16.29,0.004306374
05/08/2010,16.22,0.005564157
04/08/2010,16.13,0.006218926
03/08/2010,16.03,-0.015475394
02/08/2010,16.28,0.003075979
30/07/2010,16.23,-0.011029524
29/07/2010,16.41,-0.003649639
28/07/2010,16.47,-0.013269193
27/07/2010,16.69,0.000599341
26/07/2010,16.68,0.02243198
23/07/2010,16.31,0.016692814
22/07/2010,16.04,0.038124058
21/07/2010,15.44,-0.016062022
20/07/2010,15.69,0.020606009
19/07/2010,15.37,0.001953762
16/07/2010,15.34,-0.040874144
15/07/2010,15.98,0.001252348
14/07/2010,15.96,-0.00250313
13/07/2010,16,0.006269613
12/07/2010,15.9,0.001888575
09/07/2010,15.87,0.01523839
08/07/2010,15.63,-0.010184684
07/07/2010,15.79,0.047334606
06/07/2010,15.06,0.010681009
02/07/2010,14.9,-0.008686991
01/07/2010,15.03,0.008016075
30/06/2010,14.91,-0.002010051
29/06/2010,14.94,-0.052163063
28/06/2010,15.74,-0.016383479
25/06/2010,16,0.029815085
24/06/2010,15.53,-0.017236303
23/06/2010,15.8,0.001266625
22/06/2010,15.78,-0.013845407
21/06/2010,16,-0.01242252
18/06/2010,16.2,-0.004311679
17/06/2010,16.27,0.00246154
16/06/2010,16.23,-0.009199697
15/06/2010,16.38,0.027856955
14/06/2010,15.93,-0.009993837
11/06/2010,16.09,0.001243781
10/06/2010,16.07,0.035469203
09/06/2010,15.51,0.004523433
08/06/2010,15.44,0.008455335
07/06/2010,15.31,-0.020685935
04/06/2010,15.63,-0.032727905
03/06/2010,16.15,0.024444965
02/06/2010,15.76,0.004451518
01/06/2010,15.69,-0.017062025
28/05/2010,15.96,-0.018622512
27/05/2010,16.26,0.037598414
26/05/2010,15.66,-0.001913876
25/05/2010,15.69,0.007035526
24/05/2010,15.58,-0.020331069
21/05/2010,15.9,0.027416445
20/05/2010,15.47,-0.036806185
19/05/2010,16.05,-0.008684918
18/05/2010,16.19,-0.026213022
17/05/2010,16.62,-0.001202646
14/05/2010,16.64,-0.021991971
13/05/2010,17.01,-0.002935136
12/05/2010,17.06,0.015953071
11/05/2010,16.79,-0.026448794
10/05/2010,17.24,0.040846163
07/05/2010,16.55,-0.039685397
06/05/2010,17.22,-0.020690393
05/05/2010,17.58,-0.011312338
04/05/2010,17.78,-0.024445662
03/05/2010,18.22,-0.001645188
30/04/2010,18.25,-0.023288353
29/04/2010,18.68,0.003217161
28/04/2010,18.62,-0.020202707
27/04/2010,19,0.059079763
26/04/2010,17.91,0.007284986
23/04/2010,17.78,0.018734581
22/04/2010,17.45,0.00057323
21/04/2010,17.44,0.002296212
20/04/2010,17.4,0.005763705
19/04/2010,17.3,0.003474236
16/04/2010,17.24,-0.016681434
15/04/2010,17.53,-0.006255352
14/04/2010,17.64,0.008539762
13/04/2010,17.49,0.001144165
12/04/2010,17.47,-0.001144165
09/04/2010,17.49,0.004584535
08/04/2010,17.41,0.009812489
07/04/2010,17.24,-0.014968616
06/04/2010,17.5,0.007456301
05/04/2010,17.37,0.018008038
01/04/2010,17.06,0.005878912
31/03/2010,16.96,-0.002355714
30/03/2010,17,-0.011114475
29/03/2010,17.19,0.008177616
26/03/2010,17.05,0.004703124
25/03/2010,16.97,0.00531759
24/03/2010,16.88,-0.010607053
23/03/2010,17.06,0.008831379
22/03/2010,16.91,0.014894526
19/03/2010,16.66,-0.00836825
18/03/2010,16.8,0
17/03/2010,16.8,0.033901552
16/03/2010,16.24,-0.028530008
15/03/2010,16.71,-0.01189782
12/03/2010,16.91,0.008313587
11/03/2010,16.77,0.015625318
10/03/2010,16.51,0.010962351
09/03/2010,16.33,0.006758858
08/03/2010,16.22,-0.005533368
05/03/2010,16.31,0.017940475
04/03/2010,16.02,0.019540489
03/03/2010,15.71,-0.008240934
02/03/2010,15.84,-0.010050336
01/03/2010,16,0.013845407
26/02/2010,15.78,-0.011342277
25/02/2010,15.96,-0.00250313
24/02/2010,16,-0.00249688
23/02/2010,16.04,-0.008690309
22/02/2010,16.18,-0.010451986
19/02/2010,16.35,-0.006705298
18/02/2010,16.46,0.00365186
17/02/2010,16.4,-0.006079046
16/02/2010,16.5,0.023299644
12/02/2010,16.12,-0.002478316
11/02/2010,16.16,-0.017178337
10/02/2010,16.44,0.018416727
09/02/2010,16.14,-0.00123839
08/02/2010,16.16,-0.020821328
05/02/2010,16.5,-0.002421309
04/02/2010,16.54,-0.037381985
03/02/2010,17.17,-0.093349239
02/02/2010,18.85,0.014427181
01/02/2010,18.58,0.002155173
29/01/2010,18.54,0.01576548
28/01/2010,18.25,-0.005464494
27/01/2010,18.35,0.002182216
26/01/2010,18.31,-0.017325826
25/01/2010,18.63,-0.009083685
22/01/2010,18.8,-0.032961394
21/01/2010,19.43,-0.003596202
20/01/2010,19.5,-0.018293193
19/01/2010,19.86,0.016755914
15/01/2010,19.53,-0.017762456
14/01/2010,19.88,-0.012497038
13/01/2010,20.13,0.014007233
12/01/2010,19.85,-0.00602714
11/01/2010,19.97,0.00854921
08/01/2010,19.8,0.009642297
07/01/2010,19.61,0.031600661
06/01/2010,19,-0.000526177
05/01/2010,19.01,-0.004199481
04/01/2010,19.09,0.012651724
31/12/2009,18.85,-0.008978143
30/12/2009,19.02,-0.002625362
29/12/2009,19.07,-0.001571915
28/12/2009,19.1,-0.007822726
24/12/2009,19.25,-0.009821738
23/12/2009,19.44,0.00257533
22/12/2009,19.39,0.007766024
21/12/2009,19.24,0.005733662
18/12/2009,19.13,0.005241102
17/12/2009,19.03,-0.010454878
16/12/2009,19.23,0.013612776
15/12/2009,18.97,-0.012572193
14/12/2009,19.21,0.007314557
11/12/2009,19.07,0.00367744
10/12/2009,19,0.043566987
09/12/2009,18.19,0.007726308
08/12/2009,18.05,-0.0104713
07/12/2009,18.24,0.00549754
04/12/2009,18.14,0.016676318
03/12/2009,17.84,-0.030907537
02/12/2009,18.4,-0.004879381
01/12/2009,18.49,0.002165675
30/11/2009,18.45,-0.002706362
27/11/2009,18.5,-0.021920151
25/11/2009,18.91,-0.000528681
24/11/2009,18.92,-0.00316623
23/11/2009,18.98,0.007934451
20/11/2009,18.83,-0.023616947
19/11/2009,19.28,-0.020026343
18/11/2009,19.67,-0.007596897
17/11/2009,19.82,-0.010040245
16/11/2009,20.02,0.029398975
13/11/2009,19.44,0.00619197
12/11/2009,19.32,-0.013367808
11/11/2009,19.58,-0.003059666
10/11/2009,19.64,0.006641148
09/11/2009,19.51,0.036538511
06/11/2009,18.81,-0.007942854
05/11/2009,18.96,0.029437502
04/11/2009,18.41,-0.005957234
03/11/2009,18.52,-0.003772573
02/11/2009,18.59,0.022851919
30/10/2009,18.17,-0.025001302
29/10/2009,18.63,0.022802291
28/10/2009,18.21,-0.024947064
27/10/2009,18.67,-0.008533385
26/10/2009,18.83,0.002126529
23/10/2009,18.79,-0.027816015
22/10/2009,19.32,0.008316056
21/10/2009,19.16,-0.023214868
20/10/2009,19.61,-0.003563251
19/10/2009,19.68,-0.005068435
16/10/2009,19.78,-0.004036332
15/10/2009,19.86,0.001511716
14/10/2009,19.83,0.032285663
13/10/2009,19.2,0.001563722
12/10/2009,19.17,0.005754659
09/10/2009,19.06,0.005260401
08/10/2009,18.96,0.015949301
07/10/2009,18.66,-0.005877655
06/10/2009,18.77,0.033038477
05/10/2009,18.16,-0.000550509
02/10/2009,18.17,-0.015292488
01/10/2009,18.45,-0.025155193
30/09/2009,18.92,-0.017810843
29/09/2009,19.26,-0.024109914
28/09/2009,19.73,0.033499654
25/09/2009,19.08,-0.0166324
24/09/2009,19.4,-0.009746166
23/09/2009,19.59,-0.048328209
22/09/2009,20.56,0.053445927
21/09/2009,19.49,-0.003585151
18/09/2009,19.56,0.004098366
17/09/2009,19.48,0.014478019
16/09/2009,19.2,0.023716527
15/09/2009,18.75,-0.016398146
14/09/2009,19.06,0.010018539
11/09/2009,18.87,0.016025984
10/09/2009,18.57,0.005941146
09/09/2009,18.46,0.014184635
08/09/2009,18.2,0.001099505
04/09/2009,18.18,-0.003842991
03/09/2009,18.25,0.023282648
02/09/2009,17.83,0.00675298
01/09/2009,17.71,-0.018462063
31/08/2009,18.04,-0.039668336
28/08/2009,18.77,-0.006372831
27/08/2009,18.89,0.01600888
26/08/2009,18.59,0.005393756
25/08/2009,18.49,-0.002160995
24/08/2009,18.53,-0.002694693
21/08/2009,18.58,0.029494219
20/08/2009,18.04,0.007232299
19/08/2009,17.91,0.010665271
18/08/2009,17.72,0.015354297
17/08/2009,17.45,-0.027693208
14/08/2009,17.94,-0.006112828
13/08/2009,18.05,0.001108648
12/08/2009,18.03,0.023002417
11/08/2009,17.62,-0.023002417
10/08/2009,18.03,-0.002216067
07/08/2009,18.07,0.025218484
06/08/2009,17.62,0.005691535
05/08/2009,17.52,-0.022574322
04/08/2009,17.92,0.00896867
03/08/2009,17.76,0.015891367
31/07/2009,17.48,-0.042011218
30/07/2009,18.23,0.009922904
29/07/2009,18.05,-0.020834087
28/07/2009,18.43,-0.01400885
27/07/2009,18.69,0.012382392
24/07/2009,18.46,0.011441149
23/07/2009,18.25,0.02890696
22/07/2009,17.73,0.010774133
21/07/2009,17.54,-0.039681093
20/07/2009,18.25,0.013793322
17/07/2009,18,0.001111729
16/07/2009,17.98,0.033939909
15/07/2009,17.38,0.038116605
14/07/2009,16.73,-0.009518216
13/07/2009,16.89,0.042327963
10/07/2009,16.19,-0.018360369
09/07/2009,16.49,0.056766096
08/07/2009,15.58,0.020753015
07/07/2009,15.26,-0.021394657
06/07/2009,15.59,0.013561719
02/07/2009,15.38,-0.078741471
01/07/2009,16.64,0.014528101
30/06/2009,16.4,-0.015128882
29/06/2009,16.65,0.013301284
26/06/2009,16.43,0.002437539
25/06/2009,16.39,0.025333452
24/06/2009,15.98,0.002506267
23/06/2009,15.94,0.017083617
22/06/2009,15.67,-0.029552606
19/06/2009,16.14,-0.013538668
18/06/2009,16.36,-0.005486146
17/06/2009,16.45,-0.004246291
16/06/2009,16.52,-0.015615933
15/06/2009,16.78,-0.027624442
12/06/2009,17.25,-0.002316156
11/06/2009,17.29,-0.030754132
10/06/2009,17.83,0.045905937
09/06/2009,17.03,-0.007021679
08/06/2009,17.15,0.012910977
05/06/2009,16.93,-0.011160175
04/06/2009,17.12,0.000584283
03/06/2009,17.11,-0.002335086
02/06/2009,17.15,-0.055569851
01/06/2009,18.13,0.027966028
29/05/2009,17.63,0.039924307
28/05/2009,16.94,0.017267473
27/05/2009,16.65,-0.046356202
26/05/2009,17.44,0.054800161
22/05/2009,16.51,-0.040361561
21/05/2009,17.19,-0.00695655
20/05/2009,17.31,0.039474934
19/05/2009,16.64,-0.044085893
18/05/2009,17.39,0.061055997
15/05/2009,16.36,-0.013357819
14/05/2009,16.58,-0.001205546
13/05/2009,16.6,-0.027333847
12/05/2009,17.06,-0.019733664
11/05/2009,17.4,-0.028330507
08/05/2009,17.9,0.009542593
07/05/2009,17.73,0.005656124
06/05/2009,17.63,0.005688297
05/05/2009,17.53,-0.006255352
04/05/2009,17.64,0.036367644
01/05/2009,17.01,0.015403148
30/04/2009,16.75,-0.016578236
29/04/2009,17.03,0.035867563
28/04/2009,16.43,-0.02820469
27/04/2009,16.9,-0.033171502
24/04/2009,17.47,0.034355635
23/04/2009,16.88,0.017932339
22/04/2009,16.58,0.024421238
21/04/2009,16.18,0.12561648
20/04/2009,14.27,-0.044543163
17/04/2009,14.92,-0.010666768
16/04/2009,15.08,0.018742182
15/04/2009,14.8,0.035767224
14/04/2009,14.28,-0.01252626
13/04/2009,14.46,0.003463807
09/04/2009,14.41,0.049796916
08/04/2009,13.71,0.026609109
07/04/2009,13.35,-0.002991775
06/04/2009,13.39,-0.031608659
03/04/2009,13.82,0.027137712
02/04/2009,13.45,0.058953157
01/04/2009,12.68,0.008712926
31/03/2009,12.57,0.046406373
30/03/2009,12,-0.052750565
27/03/2009,12.65,-0.001579779
26/03/2009,12.67,0.023962808
25/03/2009,12.37,-0.011254138
24/03/2009,12.51,-0.000799041
23/03/2009,12.52,0.040755437
20/03/2009,12.02,0.005840651
19/03/2009,11.95,-0.039381627
18/03/2009,12.43,0.002416433
17/03/2009,12.4,0.03445788
16/03/2009,11.98,-0.001668057
13/03/2009,12,-0.007472015
12/03/2009,12.09,0.055262679
11/03/2009,11.44,0.017637141
10/03/2009,11.24,0.064301301
09/03/2009,10.54,0.010491274
06/03/2009,10.43,-0.018993923
05/03/2009,10.63,-0.054017708
04/03/2009,11.22,0.046520016
03/03/2009,10.71,-0.00465767
02/03/2009,10.76,-0.036500402
27/02/2009,11.16,-0.001790511
26/02/2009,11.18,-0.015971946
25/02/2009,11.36,-0.027779564
24/02/2009,11.68,0.059982705
23/02/2009,11,-0.037470931
20/02/2009,11.42,-0.005240187
19/02/2009,11.48,-0.045133245
18/02/2009,12.01,0.012568243
17/02/2009,11.86,-0.058936858
13/02/2009,12.58,-0.02279077
12/02/2009,12.87,0.026773253
11/02/2009,12.53,0.008012863
10/02/2009,12.43,-0.019124089
09/02/2009,12.67,-0.013328304
06/02/2009,12.84,0.024439529
05/02/2009,12.53,-0.093640064
04/02/2009,13.76,-0.0065194
03/02/2009,13.85,0.00361664
02/02/2009,13.8,0.010196738
30/01/2009,13.66,-0.076093033
29/01/2009,14.74,-0.020148432
28/01/2009,15.04,0.010023472
27/01/2009,14.89,0.031380474
26/01/2009,14.43,0.04681706
23/01/2009,13.77,-0.007956642
22/01/2009,13.88,-0.024200469
21/01/2009,14.22,0.057158414
20/01/2009,13.43,-0.093073876
16/01/2009,14.74,0.009543358
15/01/2009,14.6,0.014488008
14/01/2009,14.39,-0.048161223
13/01/2009,15.1,0.028890152
12/01/2009,14.67,-0.024243612
09/01/2009,15.03,-0.019763489
08/01/2009,15.33,0.037213596
07/01/2009,14.77,-0.064876988
06/01/2009,15.76,0.081948075
05/01/2009,14.52,
