Date,Close,JEC
04/06/2013,56.9,-0.008748962
03/06/2013,57.4,0.006817612
31/05/2013,57.01,-0.002627662
30/05/2013,57.16,0.019431807
29/05/2013,56.06,-0.006755581
28/05/2013,56.44,0.026026776
24/05/2013,54.99,-0.000181835
23/05/2013,55,0.007848904
22/05/2013,54.57,-0.008757582
21/05/2013,55.05,0.000908678
20/05/2013,55,0.016683859
17/05/2013,54.09,0.024895998
16/05/2013,52.76,0.007610387
15/05/2013,52.36,0.019088597
14/05/2013,51.37,0.023039318
13/05/2013,50.2,-0.015810606
10/05/2013,51,0.009258413
09/05/2013,50.53,-0.018043243
08/05/2013,51.45,0.006825965
07/05/2013,51.1,0.003921574
06/05/2013,50.9,0.005318638
03/05/2013,50.63,0.01552579
02/05/2013,49.85,0.016790118
01/05/2013,49.02,-0.02934884
30/04/2013,50.48,-0.030243257
29/04/2013,52.03,0.00733028
26/04/2013,51.65,-0.010592299
25/04/2013,52.2,0.006341907
24/04/2013,51.87,0.015935044
23/04/2013,51.05,0.008063767
22/04/2013,50.64,0.011919092
19/04/2013,50.04,0.012265158
18/04/2013,49.43,-0.00101102
17/04/2013,49.48,-0.034366278
16/04/2013,51.21,0.016936206
15/04/2013,50.35,-0.05280159
12/04/2013,53.08,-0.028782973
11/04/2013,54.63,0.009194622
10/04/2013,54.13,0.01058604
09/04/2013,53.56,-0.007811087
08/04/2013,53.98,0.01173963
05/04/2013,53.35,0.006770761
04/04/2013,52.99,0.008528432
03/04/2013,52.54,-0.03368582
02/04/2013,54.34,-0.014433429
01/04/2013,55.13,-0.019934215
28/03/2013,56.24,0.012704832
27/03/2013,55.53,0.003969691
26/03/2013,55.31,0.018245352
25/03/2013,54.31,-0.003308827
22/03/2013,54.49,0.010144881
21/03/2013,53.94,-0.004624072
20/03/2013,54.19,0
19/03/2013,54.19,0.002586845
18/03/2013,54.05,0.00631034
15/03/2013,53.71,0.006537802
14/03/2013,53.36,0.017010427
13/03/2013,52.46,0.008807256
12/03/2013,52,-0.003838776
11/03/2013,52.2,0.00730632
08/03/2013,51.82,0.027586607
07/03/2013,50.41,0.003378046
06/03/2013,50.24,0.004188697
05/03/2013,50.03,0.035398326
04/03/2013,48.29,0.006023489
01/03/2013,48,-0.017348638
28/02/2013,48.84,0.005543593
27/02/2013,48.57,0.018074658
26/02/2013,47.7,0.002518893
25/02/2013,47.58,-0.03144653
22/02/2013,49.1,0.009824066
21/02/2013,48.62,-0.015713006
20/02/2013,49.39,-0.018257103
19/02/2013,50.3,0.019067311
15/02/2013,49.35,0.009160369
14/02/2013,48.9,0.004303726
13/02/2013,48.69,0.011360238
12/02/2013,48.14,0.006251323
11/02/2013,47.84,-0.005004181
08/02/2013,48.08,0.001248699
07/02/2013,48.02,-0.011182556
06/02/2013,48.56,0.001236349
05/02/2013,48.5,0.012239547
04/02/2013,47.91,-0.008728235
01/02/2013,48.33,0.00456243
31/01/2013,48.11,0.001456058
30/01/2013,48.04,-0.017947877
29/01/2013,48.91,0.003687018
28/01/2013,48.73,0.005556141
25/01/2013,48.46,0.029953019
24/01/2013,47.03,0.014780177
23/01/2013,46.34,-0.010091336
22/01/2013,46.81,0.016369093
18/01/2013,46.05,0
17/01/2013,46.05,0.014656283
16/01/2013,45.38,-0.003739144
15/01/2013,45.55,0.013927494
14/01/2013,44.92,-0.000667631
11/01/2013,44.95,-0.005325063
10/01/2013,45.19,0.016960906
09/01/2013,44.43,0.005416398
08/01/2013,44.19,0.003400207
07/01/2013,44.04,0.002728515
04/01/2013,43.92,0.008689741
03/01/2013,43.54,-0.004811557
02/01/2013,43.75,0.027341833
31/12/2012,42.57,0.019929485
28/12/2012,41.73,-0.014748126
27/12/2012,42.35,-0.006120546
26/12/2012,42.61,-0.004916316
24/12/2012,42.82,-0.002099616
21/12/2012,42.91,-0.014575157
20/12/2012,43.54,0.022530276
19/12/2012,42.57,-0.007955119
18/12/2012,42.91,0.020483353
17/12/2012,42.04,0.016790992
14/12/2012,41.34,-0.009150076
13/12/2012,41.72,-0.010254054
12/12/2012,42.15,-0.006385265
11/12/2012,42.42,0.006148045
10/12/2012,42.16,0.001186662
07/12/2012,42.11,0.013147076
06/12/2012,41.56,0.006033565
05/12/2012,41.31,0.00509648
04/12/2012,41.1,0.011747565
03/12/2012,40.62,-0.007847024
30/11/2012,40.94,-0.001708359
29/11/2012,41.01,0.009555383
28/11/2012,40.62,-0.003931209
27/11/2012,40.78,-0.006355436
26/11/2012,41.04,0.016212588
23/11/2012,40.38,0.014216476
21/11/2012,39.81,0.009337607
20/11/2012,39.44,-0.006570658
19/11/2012,39.7,0.019072415
16/11/2012,38.95,-0.001795563
15/11/2012,39.02,0.005911854
14/11/2012,38.79,-0.005399165
13/11/2012,39,-0.007408387
12/11/2012,39.29,0.007408387
09/11/2012,39,0.000769527
08/11/2012,38.97,-0.018307147
07/11/2012,39.69,-0.031740825
06/11/2012,40.97,0.030985252
05/11/2012,39.72,0.024208087
02/11/2012,38.77,-0.018147463
01/11/2012,39.48,0.022801039
31/10/2012,38.59,0.004154771
26/10/2012,38.43,-0.011641575
25/10/2012,38.88,0.00464038
24/10/2012,38.7,-0.004897548
23/10/2012,38.89,-0.016322729
22/10/2012,39.53,-0.002274164
19/10/2012,39.62,-0.032040491
18/10/2012,40.91,-0.000488759
17/10/2012,40.93,0.006126719
16/10/2012,40.68,0.016607148
15/10/2012,40.01,0.001250469
12/10/2012,39.96,0.000751033
11/10/2012,39.93,0.003763648
10/10/2012,39.78,-0.004264399
09/10/2012,39.95,-0.022033321
08/10/2012,40.84,-0.009018952
05/10/2012,41.21,0.004621193
04/10/2012,41.02,0.006603913
03/10/2012,40.75,-0.006847667
02/10/2012,41.03,0.01053544
01/10/2012,40.6,0.004195983
28/09/2012,40.43,-0.010579506
27/09/2012,40.86,0.003677827
26/09/2012,40.71,-0.008317073
25/09/2012,41.05,-0.041513595
24/09/2012,42.79,0.000233727
21/09/2012,42.78,0.002340277
20/09/2012,42.68,-0.007469689
19/09/2012,43,-0.003714025
18/09/2012,43.16,0
17/09/2012,43.16,-0.003700282
14/09/2012,43.32,0.016525455
13/09/2012,42.61,0.023027724
12/09/2012,41.64,-0.000720202
11/09/2012,41.67,0.021834929
10/09/2012,40.77,0.014079521
07/09/2012,40.2,-0.009901071
06/09/2012,40.6,0.028734019
05/09/2012,39.45,-0.000760167
04/09/2012,39.48,-0.001518603
31/08/2012,39.54,0.008891206
30/08/2012,39.19,-0.013936625
29/08/2012,39.74,-0.003516708
28/08/2012,39.88,-0.005501389
27/08/2012,40.1,-0.007453451
24/08/2012,40.4,-0.003212656
23/08/2012,40.53,-0.004431322
22/08/2012,40.71,-0.014146577
21/08/2012,41.29,0.00826853
20/08/2012,40.95,-0.001220256
17/08/2012,41,0.002931121
16/08/2012,40.88,0.018267603
15/08/2012,40.14,0.016325868
14/08/2012,39.49,0.007881063
13/08/2012,39.18,-0.0040754
10/08/2012,39.34,-0.00810131
09/08/2012,39.66,0.001514005
08/08/2012,39.6,0.007095823
07/08/2012,39.32,-0.000508518
06/08/2012,39.34,0.00893661
03/08/2012,38.99,0.017072324
02/08/2012,38.33,-0.000521648
01/08/2012,38.35,-0.005720244
31/07/2012,38.57,-0.016201975
30/07/2012,39.2,-0.0063573
27/07/2012,39.45,0.046701093
26/07/2012,37.65,0.028011527
25/07/2012,36.61,0.005752652
24/07/2012,36.4,-0.023888215
23/07/2012,37.28,-0.016230235
20/07/2012,37.89,-0.022701562
19/07/2012,38.76,0.009331327
18/07/2012,38.4,0.025317808
17/07/2012,37.44,0.009661911
16/07/2012,37.08,-0.004305712
13/07/2012,37.24,0.021167683
12/07/2012,36.46,-0.007378091
11/07/2012,36.73,-0.008944361
10/07/2012,37.06,-0.015263384
09/07/2012,37.63,0.003194041
06/07/2012,37.51,-0.012452141
05/07/2012,37.98,-0.012038879
03/07/2012,38.44,0.02076563
02/07/2012,37.65,-0.005562192
29/06/2012,37.86,0.035761305
28/06/2012,36.53,0.017118033
27/06/2012,35.91,0.028528979
26/06/2012,34.9,0.011527505
25/06/2012,34.5,-0.025752496
22/06/2012,35.4,0.007941051
21/06/2012,35.12,-0.029182767
20/06/2012,36.16,-0.015095662
19/06/2012,36.71,0.022033389
18/06/2012,35.91,-0.000835073
15/06/2012,35.94,0.010067199
14/06/2012,35.58,0.00648529
13/06/2012,35.35,-0.014324076
12/06/2012,35.86,0.007838786
11/06/2012,35.58,-0.02388339
08/06/2012,36.44,0.006331749
07/06/2012,36.21,-0.006606135
06/06/2012,36.45,0.024157776
05/06/2012,35.58,0.033727118
04/06/2012,34.4,-0.015861904
01/06/2012,34.95,-0.016177449
31/05/2012,35.52,-0.015919901
30/05/2012,36.09,-0.036723833
29/05/2012,37.44,0.012903405
25/05/2012,36.96,-0.001892148
24/05/2012,37.03,0.001080789
23/05/2012,36.99,0.01278755
22/05/2012,36.52,-0.011976191
21/05/2012,36.96,0.022435962
18/05/2012,36.14,-0.008541173
17/05/2012,36.45,-0.01848381
16/05/2012,37.13,-0.012312789
15/05/2012,37.59,-0.017405503
14/05/2012,38.25,-0.015821884
11/05/2012,38.86,-0.00308325
10/05/2012,38.98,-0.007921339
09/05/2012,39.29,0.003825072
08/05/2012,39.14,-0.003825072
07/05/2012,39.29,-0.006595661
04/05/2012,39.55,-0.033808838
03/05/2012,40.91,-0.021521808
02/05/2012,41.8,-0.001434377
01/05/2012,41.86,-0.045987797
30/04/2012,43.83,-0.017415345
27/04/2012,44.6,0.017415345
26/04/2012,43.83,0.006179216
25/04/2012,43.56,0.015733781
24/04/2012,42.88,0.004440816
23/04/2012,42.69,-0.011412724
20/04/2012,43.18,0
19/04/2012,43.18,-0.015625318
18/04/2012,43.86,-0.008852628
17/04/2012,44.25,0.022164737
16/04/2012,43.28,0.008818809
13/04/2012,42.9,-0.017560525
12/04/2012,43.66,0.022936254
11/04/2012,42.67,0.017733057
10/04/2012,41.92,-0.025902084
09/04/2012,43.02,-0.017283527
05/04/2012,43.77,-0.003648807
04/04/2012,43.93,-0.018046959
03/04/2012,44.73,-0.000447027
02/04/2012,44.75,0.008527879
30/03/2012,44.37,-0.010760023
29/03/2012,44.85,-0.013069186
28/03/2012,45.44,-0.022198953
27/03/2012,46.46,0.002154709
26/03/2012,46.36,0.031999224
23/03/2012,44.9,0.001783326
22/03/2012,44.82,-0.02446403
21/03/2012,45.93,0.002397821
20/03/2012,45.82,-0.022657135
19/03/2012,46.87,-0.000426621
16/03/2012,46.89,0.000426621
15/03/2012,46.87,0.023530497
14/03/2012,45.78,-0.013452145
13/03/2012,46.4,0.029526475
12/03/2012,45.05,-0.007739121
09/03/2012,45.4,0.005521825
08/03/2012,45.15,0.007558951
07/03/2012,44.81,-0.000446229
06/03/2012,44.83,-0.043219297
05/03/2012,46.81,-0.007873219
02/03/2012,47.18,-0.002117299
01/03/2012,47.28,0.022674768
29/02/2012,46.22,-0.016309374
28/02/2012,46.98,-0.001488887
27/02/2012,47.05,-0.00297114
24/02/2012,47.19,-0.008860817
23/02/2012,47.61,0.06172794
22/02/2012,44.76,-0.019031333
21/02/2012,45.62,0.001535593
17/02/2012,45.55,0.001537955
16/02/2012,45.48,0.01886639
15/02/2012,44.63,-0.030017703
14/02/2012,45.99,-0.006501973
13/02/2012,46.29,0.009550756
10/02/2012,45.85,-0.01170872
09/02/2012,46.39,0.01214502
08/02/2012,45.83,-0.006741354
07/02/2012,46.14,-0.008417013
06/02/2012,46.53,-0.014508469
03/02/2012,47.21,0.023359039
02/02/2012,46.12,-0.002814769
01/02/2012,46.25,0.032746581
31/01/2012,44.76,-0.001116445
30/01/2012,44.81,-0.008444495
27/01/2012,45.19,-0.00198961
26/01/2012,45.28,-0.022492487
25/01/2012,46.31,0.016986471
24/01/2012,45.53,0.005064417
23/01/2012,45.3,0.000220775
20/01/2012,45.29,0.002874518
19/01/2012,45.16,0.020582382
18/01/2012,44.24,0.013426075
17/01/2012,43.65,0.015003167
13/01/2012,43,-0.010870929
12/01/2012,43.47,0.050966444
11/01/2012,41.31,-0.008916796
10/01/2012,41.68,0.025022561
09/01/2012,40.65,-0.012711
06/01/2012,41.17,-0.002668285
05/01/2012,41.28,-0.005797118
04/01/2012,41.52,0.000722805
03/01/2012,41.49,0.0221771
30/12/2011,40.58,-0.006876255
29/12/2011,40.86,0.017778246
28/12/2011,40.14,-0.02339144
27/12/2011,41.09,0.004879249
23/12/2011,40.89,0.004903172
22/12/2011,40.69,0.014356682
21/12/2011,40.11,-0.00373274
20/12/2011,40.26,0.043921262
19/12/2011,38.53,-0.032680978
16/12/2011,39.81,0
15/12/2011,39.81,0.001508296
14/12/2011,39.75,-0.023372521
13/12/2011,40.69,-0.024758546
12/12/2011,41.71,-0.019468801
09/12/2011,42.53,0.01731337
08/12/2011,41.8,-0.022706747
07/12/2011,42.76,0.003514119
06/12/2011,42.61,-0.000938306
05/12/2011,42.65,0.014167888
02/12/2011,42.05,0.018723543
01/12/2011,41.27,-0.006520975
30/11/2011,41.54,0.042036421
29/11/2011,39.83,-0.000251036
28/11/2011,39.84,0.033953485
25/11/2011,38.51,0.000519481
23/11/2011,38.49,-0.028430651
22/11/2011,39.6,-0.001766116
21/11/2011,39.67,-0.025387127
18/11/2011,40.69,-0.003189795
17/11/2011,40.82,-0.009993989
16/11/2011,41.23,0.001456311
15/11/2011,41.17,0.076446236
14/11/2011,38.14,-0.021271879
11/11/2011,38.96,0.027848254
10/11/2011,37.89,0.003172088
09/11/2011,37.77,-0.055863191
08/11/2011,39.94,0.022535452
07/11/2011,39.05,-0.004853758
04/11/2011,39.24,-0.037513776
03/11/2011,40.74,0.035985892
02/11/2011,39.3,0.031797948
01/11/2011,38.07,-0.018993676
31/10/2011,38.8,-0.040161983
28/10/2011,40.39,-0.012547833
27/10/2011,40.9,0.053225413
26/10/2011,38.78,0.020055367
25/10/2011,38.01,-0.022116161
24/10/2011,38.86,0.02343247
21/10/2011,37.96,0.041140363
20/10/2011,36.43,0
19/10/2011,36.43,-0.021184931
18/10/2011,37.21,0.022558369
17/10/2011,36.38,-0.038554445
14/10/2011,37.81,0.014384904
13/10/2011,37.27,-0.005084984
12/10/2011,37.46,0.024045465
11/10/2011,36.57,0.02323756
10/10/2011,35.73,0.044642606
07/10/2011,34.17,-0.023428403
06/10/2011,34.98,0.026946437
05/10/2011,34.05,0.017479337
04/10/2011,33.46,0.058777107
03/10/2011,31.55,-0.023183996
30/09/2011,32.29,-0.069385073
29/09/2011,34.61,0.023386041
28/09/2011,33.81,-0.030009535
27/09/2011,34.84,0.010386706
26/09/2011,34.48,0.021102776
23/09/2011,33.76,0.037728935
22/09/2011,32.51,-0.04186728
21/09/2011,33.9,-0.031647292
20/09/2011,34.99,-0.017002393
19/09/2011,35.59,-0.026342851
16/09/2011,36.54,-0.006274744
15/09/2011,36.77,0.020607956
14/09/2011,36.02,0.00976434
13/09/2011,35.67,0.023256862
12/09/2011,34.85,-0.010844855
09/09/2011,35.23,-0.030195193
08/09/2011,36.31,-0.02179329
07/09/2011,37.11,0.054546392
06/09/2011,35.14,0.003135246
02/09/2011,35.03,-0.042476349
01/09/2011,36.55,-0.018702266
31/08/2011,37.24,0.002958184
30/08/2011,37.13,0.023434315
29/08/2011,36.27,0.028525424
26/08/2011,35.25,0.032581807
25/08/2011,34.12,-0.024606828
24/08/2011,34.97,0.035213881
23/08/2011,33.76,0.045448597
22/08/2011,32.26,0.011849219
19/08/2011,31.88,-0.021105687
18/08/2011,32.56,-0.070833928
17/08/2011,34.95,-0.005421614
16/08/2011,35.14,-0.025566781
15/08/2011,36.05,0.023008871
12/08/2011,35.23,-0.000283809
11/08/2011,35.24,0.056023984
10/08/2011,33.32,-0.034801507
09/08/2011,34.5,0.040520108
08/08/2011,33.13,-0.073029386
05/08/2011,35.64,-0.010328075
04/08/2011,36.01,-0.055892532
03/08/2011,38.08,0.009498752
02/08/2011,37.72,-0.029774986
01/08/2011,38.86,-0.007179518
29/07/2011,39.14,-0.000510856
28/07/2011,39.16,-0.017215615
27/07/2011,39.84,-0.034294714
26/07/2011,41.23,-0.042033969
25/07/2011,43,0.004428396
22/07/2011,42.81,-0.003264928
21/07/2011,42.95,0.030975405
20/07/2011,41.64,0.004332137
19/07/2011,41.46,0.012865817
18/07/2011,40.93,-0.015274876
15/07/2011,41.56,0.007729507
14/07/2011,41.24,-0.008210623
13/07/2011,41.58,0.004338402
12/07/2011,41.4,-0.005780363
11/07/2011,41.64,-0.043239819
08/07/2011,43.48,-0.004360305
07/07/2011,43.67,0.012674441
06/07/2011,43.12,0.001624696
05/07/2011,43.05,-0.006944472
01/07/2011,43.35,0.00230947
30/06/2011,43.25,0.021028812
29/06/2011,42.35,0.008060736
28/06/2011,42.01,0.024579551
27/06/2011,40.99,0.002687189
24/06/2011,40.88,-0.025122094
23/06/2011,41.92,0.003824096
22/06/2011,41.76,-0.004062618
21/06/2011,41.93,0.015865717
20/06/2011,41.27,0.007784033
17/06/2011,40.95,-0.004629074
16/06/2011,41.14,-0.000971817
15/06/2011,41.18,-0.034136266
14/06/2011,42.61,0.029774737
13/06/2011,41.36,-0.003620132
10/06/2011,41.51,-0.016248864
09/06/2011,42.19,0.00332384
08/06/2011,42.05,-0.009231927
07/06/2011,42.44,-0.00493596
06/06/2011,42.65,-0.018813701
03/06/2011,43.46,-0.014618808
02/06/2011,44.1,0.001361471
01/06/2011,44.04,-0.044846583
31/05/2011,46.06,0.014873415
27/05/2011,45.38,0.010410992
26/05/2011,44.91,0.006702438
25/05/2011,44.61,0.010591648
24/05/2011,44.14,-0.008796719
23/05/2011,44.53,-0.037898345
20/05/2011,46.25,-0.018848277
19/05/2011,47.13,0.016257043
18/05/2011,46.37,0.014554401
17/05/2011,45.7,-0.011963166
16/05/2011,46.25,-0.007324462
13/05/2011,46.59,-0.016392065
12/05/2011,47.36,-0.011128724
11/05/2011,47.89,-0.014922557
10/05/2011,48.61,0.017012858
09/05/2011,47.79,0.015818109
06/05/2011,47.04,0.004901448
05/05/2011,46.81,-0.008297037
04/05/2011,47.2,-0.021587341
03/05/2011,48.23,-0.00908159
02/05/2011,48.67,-0.019129602
29/04/2011,49.61,0.015642777
28/04/2011,48.84,-0.010388117
27/04/2011,49.35,-0.003640781
26/04/2011,49.53,-0.035891629
25/04/2011,51.34,-0.000194761
21/04/2011,51.35,0.021455404
20/04/2011,50.26,0.020300164
19/04/2011,49.25,0.017616187
18/04/2011,48.39,-0.02449602
15/04/2011,49.59,0.029883517
14/04/2011,48.13,0.003329868
13/04/2011,47.97,-0.007269738
12/04/2011,48.32,-0.027756884
11/04/2011,49.68,-0.018151491
08/04/2011,50.59,-0.018604277
07/04/2011,51.54,-0.008308424
06/04/2011,51.97,0.000577423
05/04/2011,51.94,0.002506025
04/04/2011,51.81,0.005224976
01/04/2011,51.54,0.002136545
31/03/2011,51.43,0.006828629
30/03/2011,51.08,0.03465792
29/03/2011,49.34,0.022546559
28/03/2011,48.24,-0.010106304
25/03/2011,48.73,0.00349471
24/03/2011,48.56,0.010558011
23/03/2011,48.05,-0.001455756
22/03/2011,48.12,-0.026252533
21/03/2011,49.4,0.015093087
18/03/2011,48.66,0.013031522
17/03/2011,48.03,0.011306653
16/03/2011,47.49,-0.022692761
15/03/2011,48.58,-0.004518389
14/03/2011,48.8,-0.005721307
11/03/2011,49.08,0.040966327
10/03/2011,47.11,-0.030314854
09/03/2011,48.56,-0.001646091
08/03/2011,48.64,0.010332805
07/03/2011,48.14,-0.029877401
04/03/2011,49.6,-0.024102352
03/03/2011,50.81,0.019074689
02/03/2011,49.85,0.00643995
01/03/2011,49.53,-0.010643739
28/02/2011,50.06,0.007821157
25/02/2011,49.67,0.017056251
24/02/2011,48.83,0.007399828
23/02/2011,48.47,-0.012710298
22/02/2011,49.09,-0.048896862
18/02/2011,51.55,-0.008883797
17/02/2011,52.01,0.005784821
16/02/2011,51.71,0.018936632
15/02/2011,50.74,-0.021833226
14/02/2011,51.86,-0.005384628
11/02/2011,52.14,0.005577474
10/02/2011,51.85,0.007161552
09/02/2011,51.48,-0.025317808
08/02/2011,52.8,-0.002648006
07/02/2011,52.94,0.015994248
04/02/2011,52.1,0.004810014
03/02/2011,51.85,-0.005385664
02/02/2011,52.13,-0.007643836
01/02/2011,52.53,0.02233009
31/01/2011,51.37,0.028031839
28/01/2011,49.95,-0.042142444
27/01/2011,52.1,-0.017315626
26/01/2011,53.01,0.068709946
