Date,Close,PRU
06/12/2013,88.91,0.013702723
05/12/2013,87.7,-0.000683917
04/12/2013,87.76,0
03/12/2013,87.76,-0.019185782
02/12/2013,89.46,0.0078555
29/11/2013,88.76,-0.005841401
27/11/2013,89.28,-0.005139102
26/11/2013,89.74,0.005699295
25/11/2013,89.23,-0.00936984
22/11/2013,90.07,-0.001442281
21/11/2013,90.2,0.014629777
20/11/2013,88.89,-0.001011975
19/11/2013,88.98,0.003715593
18/11/2013,88.65,0.000338467
15/11/2013,88.62,-0.004840444
14/11/2013,89.05,0.013794882
13/11/2013,87.83,0.013641525
12/11/2013,86.64,0.001732802
11/11/2013,86.49,-0.004729232
08/11/2013,86.9,0.036802466
07/11/2013,83.76,0.02380058
06/11/2013,81.79,0.003920132
05/11/2013,81.47,-0.001226693
04/11/2013,81.57,0.00466946
01/11/2013,81.19,-0.002460328
31/10/2013,81.39,-0.009902887
30/10/2013,82.2,-0.005580507
29/10/2013,82.66,0.019669561
28/10/2013,81.05,-0.004431867
25/10/2013,81.41,0.000491461
24/10/2013,81.37,0.010501054
23/10/2013,80.52,-0.014793169
22/10/2013,81.72,0.003677827
21/10/2013,81.42,-0.013540921
18/10/2013,82.53,0.003276901
17/10/2013,82.26,0.008913912
16/10/2013,81.53,0.022199709
15/10/2013,79.74,-0.006500023
14/10/2013,80.26,0.004871052
11/10/2013,79.87,0.010066777
10/10/2013,79.07,0.039731783
09/10/2013,75.99,0
08/10/2013,75.99,-0.018514219
07/10/2013,77.41,-0.012707956
04/10/2013,78.4,0.014777012
03/10/2013,77.25,-0.013372965
02/10/2013,78.29,0.002557873
01/10/2013,78.09,0.001409624
30/09/2013,77.98,-0.005499087
27/09/2013,78.41,-0.004961527
26/09/2013,78.8,-0.000126896
25/09/2013,78.81,0.012898461
24/09/2013,77.8,-0.002310952
23/09/2013,77.98,-0.003328642
20/09/2013,78.24,-0.005735057
19/09/2013,78.69,-0.019506061
18/09/2013,80.24,-0.017174698
17/09/2013,81.63,0.008859416
16/09/2013,80.91,0.015193318
13/09/2013,79.69,-0.003257332
12/09/2013,79.95,-0.00349607
11/09/2013,80.23,-0.00460114
10/09/2013,80.6,0.023601397
09/09/2013,78.72,0.014974363
06/09/2013,77.55,-0.006426757
05/09/2013,78.05,-0.001792115
04/09/2013,78.19,0.029461608
03/09/2013,75.92,0.013793322
30/08/2013,74.88,-0.00705306
29/08/2013,75.41,0.004518881
28/08/2013,75.07,0.00668273
27/08/2013,74.57,-0.042917156
26/08/2013,77.84,-0.010987718
23/08/2013,78.7,-0.010239644
22/08/2013,79.51,0.023156251
21/08/2013,77.69,-0.005135459
20/08/2013,78.09,0.002436055
19/08/2013,77.9,-0.02171376
16/08/2013,79.61,0.010988428
15/08/2013,78.74,-0.01749903
14/08/2013,80.13,-0.003612586
13/08/2013,80.42,0.008867853
12/08/2013,79.71,-0.010855431
09/08/2013,80.58,0.002111933
08/08/2013,80.41,0.013018083
07/08/2013,79.37,-0.01698979
06/08/2013,80.73,-0.020717873
05/08/2013,82.42,0.000121337
02/08/2013,82.41,-0.002544993
01/08/2013,82.62,0.045183748
31/07/2013,78.97,0.00367904
30/07/2013,78.68,-0.002031489
29/07/2013,78.84,-0.004050638
26/07/2013,79.16,0.005446844
25/07/2013,78.73,0.00420035
24/07/2013,78.4,-0.006737456
23/07/2013,78.93,-0.002783403
22/07/2013,79.15,0.012203024
19/07/2013,78.19,-0.004211607
18/07/2013,78.52,0.01876903
17/07/2013,77.06,-0.003497639
16/07/2013,77.33,-0.00258298
15/07/2013,77.53,-0.004632617
12/07/2013,77.89,-0.001539449
11/07/2013,78.01,0.007462721
10/07/2013,77.43,-0.008615754
09/07/2013,78.1,0.017045867
08/07/2013,76.78,0.015487906
05/07/2013,75.6,0.023555693
03/07/2013,73.84,-0.003514942
02/07/2013,74.1,0.010854923
01/07/2013,73.3,0.003690293
28/06/2013,73.03,0.008525904
27/06/2013,72.41,0.018960557
26/06/2013,71.05,-0.000562825
25/06/2013,71.09,0.011744033
24/06/2013,70.26,-0.018193859
21/06/2013,71.55,-0.005018831
20/06/2013,71.91,-0.004440135
19/06/2013,72.23,-0.010192926
18/06/2013,72.97,0.010746866
17/06/2013,72.19,0.023972551
14/06/2013,70.48,-0.017161766
13/06/2013,71.7,0.009670035
12/06/2013,71.01,0.001127237
11/06/2013,70.93,-0.019960185
10/06/2013,72.36,0.008884012
07/06/2013,71.72,0.037793957
06/06/2013,69.06,0.023589109
05/06/2013,67.45,-0.0237339
04/06/2013,69.07,-0.007212957
03/06/2013,69.57,0.008661812
31/05/2013,68.97,-0.014966462
30/05/2013,70.01,0.011348251
29/05/2013,69.22,0.019695727
28/05/2013,67.87,0.020993848
24/05/2013,66.46,-0.007943092
23/05/2013,66.99,-0.006843228
22/05/2013,67.45,-0.008856146
21/05/2013,68.05,-0.005568596
20/05/2013,68.43,0.000730941
17/05/2013,68.38,0.017407137
16/05/2013,67.2,-0.007412932
15/05/2013,67.7,0.016381602
14/05/2013,66.6,0.022780028
13/05/2013,65.1,0.000768344
10/05/2013,65.05,-0.007046598
09/05/2013,65.51,-0.00699729
08/05/2013,65.97,0.004405628
07/05/2013,65.68,-0.001825373
06/05/2013,65.8,0.009160369
03/05/2013,65.2,0.027837891
02/05/2013,63.41,0.067349597
01/05/2013,59.28,-0.019048195
30/04/2013,60.42,0.002153923
29/04/2013,60.29,0.017400472
26/04/2013,59.25,-0.001517835
25/04/2013,59.34,0.01699565
24/04/2013,58.34,0.006879972
23/04/2013,57.94,0.03227218
22/04/2013,56.1,0.005899722
19/04/2013,55.77,0.015540609
18/04/2013,54.91,-0.017511053
17/04/2013,55.88,-0.014920348
16/04/2013,56.72,0.020303458
15/04/2013,55.58,-0.023471917
12/04/2013,56.9,-0.01292143
11/04/2013,57.64,-0.003809528
10/04/2013,57.86,0.024848173
09/04/2013,56.44,0.011583485
08/04/2013,55.79,0.005572046
05/04/2013,55.48,-0.026326672
04/04/2013,56.96,-0.017748856
03/04/2013,57.98,-0.018117057
02/04/2013,59.04,0.012956199
01/04/2013,58.28,-0.012108957
28/03/2013,58.99,-0.002032177
27/03/2013,59.11,-0.00808766
26/03/2013,59.59,0.016070717
25/03/2013,58.64,-0.001874095
22/03/2013,58.75,0.007174612
21/03/2013,58.33,-0.021539033
20/03/2013,59.6,0.003024704
19/03/2013,59.42,0.000336644
18/03/2013,59.4,-0.016860428
15/03/2013,60.41,0.003814583
14/03/2013,60.18,0.008175569
13/03/2013,59.69,-0.003011043
12/03/2013,59.87,-0.008979109
11/03/2013,60.41,0.01349908
08/03/2013,59.6,0.023254888
07/03/2013,58.23,0.022226996
06/03/2013,56.95,0.003341838
05/03/2013,56.76,0.023710889
04/03/2013,55.43,0.008151481
01/03/2013,54.98,-0.010674005
28/02/2013,55.57,-0.005205073
27/02/2013,55.86,0.022082345
26/02/2013,54.64,-0.001097494
25/02/2013,54.7,-0.024915533
22/02/2013,56.08,0.017448055
21/02/2013,55.11,-0.016912962
20/02/2013,56.05,-0.036781729
19/02/2013,58.15,0.015074356
15/02/2013,57.28,0.003848177
14/02/2013,57.06,-0.004720701
13/02/2013,57.33,0.005772779
12/02/2013,57,-0.00367744
11/02/2013,57.21,-0.006793859
08/02/2013,57.6,0.012227227
07/02/2013,56.9,-0.027902339
06/02/2013,58.51,0.000170926
05/02/2013,58.5,0.014463062
04/02/2013,57.66,-0.020258204
01/02/2013,58.84,0.016449994
31/01/2013,57.88,-0.002243508
30/01/2013,58.01,-0.012675744
29/01/2013,58.75,-0.00204047
28/01/2013,58.87,-0.003730082
25/01/2013,59.09,0.013631153
24/01/2013,58.29,0.00068646
23/01/2013,58.25,-0.005649249
22/01/2013,58.58,0.014962873
18/01/2013,57.71,-0.000519706
17/01/2013,57.74,0.016237808
16/01/2013,56.81,-0.00579203
15/01/2013,57.14,-0.001049502
14/01/2013,57.2,-0.006968669
11/01/2013,57.6,-0.005194817
10/01/2013,57.9,0.027845245
09/01/2013,56.31,0.011610383
08/01/2013,55.66,-0.002332886
07/01/2013,55.79,-0.012999916
04/01/2013,56.52,0.01551248
03/01/2013,55.65,-0.006626692
02/01/2013,56.02,0.049209745
31/12/2012,53.33,0.016257447
28/12/2012,52.47,-0.010993287
27/12/2012,53.05,-0.000565344
26/12/2012,53.08,-0.002634056
24/12/2012,53.22,-0.00393812
21/12/2012,53.43,-0.019461276
20/12/2012,54.48,0.022835857
19/12/2012,53.25,0.002444299
18/12/2012,53.12,0.021309787
17/12/2012,52,0.020987945
14/12/2012,50.92,-0.016361877
13/12/2012,51.76,-0.017428383
12/12/2012,52.67,0.004757836
11/12/2012,52.42,-0.001524972
10/12/2012,52.5,0.000571592
07/12/2012,52.47,-0.003044722
06/12/2012,52.63,0.000380084
05/12/2012,52.61,0.010509316
04/12/2012,52.06,0.001922708
03/12/2012,51.96,-0.00307456
30/11/2012,52.12,0.00557962
29/11/2012,51.83,0.00444746
28/11/2012,51.6,0.015034941
27/11/2012,50.83,-0.018517243
26/11/2012,51.78,-0.004624286
23/11/2012,52.02,0.017256851
21/11/2012,51.13,0.006868833
20/11/2012,50.78,0.019286809
19/11/2012,49.81,0.021715719
16/11/2012,48.74,-0.033887874
15/11/2012,50.42,0.009365417
14/11/2012,49.95,-0.019429636
13/11/2012,50.93,-0.024438765
12/11/2012,52.19,-0.009914285
09/11/2012,52.71,-0.000948137
08/11/2012,52.76,-0.048645744
07/11/2012,55.39,-0.046561046
06/11/2012,58.03,0.018084304
05/11/2012,56.99,-0.004377141
02/11/2012,57.24,-0.007830894
01/11/2012,57.69,0.011155772
31/10/2012,57.05,-0.004372547
26/10/2012,57.3,-0.000174505
25/10/2012,57.31,0.012996319
24/10/2012,56.57,-0.007046004
23/10/2012,56.97,-0.01964085
22/10/2012,58.1,0.001033236
19/10/2012,58.04,-0.031377118
18/10/2012,59.89,0.016159247
17/10/2012,58.93,0.015217871
16/10/2012,58.04,0.024063934
15/10/2012,56.66,0.010824345
12/10/2012,56.05,-0.015402624
11/10/2012,56.92,0.015402624
10/10/2012,56.05,-0.01011813
09/10/2012,56.62,-0.00088269
08/10/2012,56.67,-0.000529241
05/10/2012,56.7,0.016358829
04/10/2012,55.78,0.024867422
03/10/2012,54.41,-0.001285701
02/10/2012,54.48,0
01/10/2012,54.48,-0.000550509
28/09/2012,54.51,-0.00567092
27/09/2012,54.82,0.019897488
26/09/2012,53.74,-0.033305915
25/09/2012,55.56,-0.027865855
24/09/2012,57.13,0.003155683
21/09/2012,56.95,-0.001754386
20/09/2012,57.05,-0.008552282
19/09/2012,57.54,0
18/09/2012,57.54,-0.009168821
17/09/2012,58.07,-0.009597332
14/09/2012,58.63,0.011493394
13/09/2012,57.96,0.018282045
12/09/2012,56.91,0.004049658
11/09/2012,56.68,0.00992916
10/09/2012,56.12,-0.018886803
07/09/2012,57.19,0.016395255
06/09/2012,56.26,0.02866869
05/09/2012,54.67,0.00073193
04/09/2012,54.63,0.002199011
31/08/2012,54.51,0.007734845
30/08/2012,54.09,-0.007367873
29/08/2012,54.49,0.012186266
28/08/2012,53.83,-0.005927041
27/08/2012,54.15,-0.008642143
24/08/2012,54.62,0.015126649
23/08/2012,53.8,-0.014577249
22/08/2012,54.59,-0.006208932
21/08/2012,54.93,0.006392132
20/08/2012,54.58,0.007171126
17/08/2012,54.19,-0.002211982
16/08/2012,54.31,0.005724325
15/08/2012,54,0.008555008
14/08/2012,53.54,-0.005216107
13/08/2012,53.82,-0.001299787
10/08/2012,53.89,0.002601265
09/08/2012,53.75,0.002421534
08/08/2012,53.62,0.005235614
07/08/2012,53.34,0.02294592
06/08/2012,52.13,0.001920123
03/08/2012,52.03,0.03899779
02/08/2012,50.04,0.050410181
01/08/2012,47.58,-0.014604891
31/07/2012,48.28,-0.00598866
30/07/2012,48.57,0.010139766
27/07/2012,48.08,0.030836657
26/07/2012,46.62,0.016654435
25/07/2012,45.85,0.00854238
24/07/2012,45.46,-0.00810608
23/07/2012,45.83,-0.018805266
20/07/2012,46.7,-0.039261892
19/07/2012,48.57,-0.001645752
18/07/2012,48.65,0
17/07/2012,48.65,0.006185587
16/07/2012,48.35,-0.016207145
13/07/2012,49.14,0.032891578
12/07/2012,47.55,-0.004616038
11/07/2012,47.77,0.015399524
10/07/2012,47.04,-0.008045777
09/07/2012,47.42,-0.007981559
06/07/2012,47.8,-0.007918358
05/07/2012,48.18,-0.016876301
03/07/2012,49,0.015217238
02/07/2012,48.26,-0.003516396
29/06/2012,48.43,0.034877485
28/06/2012,46.77,0.004500168
27/06/2012,46.56,0.016457712
26/06/2012,45.8,0.003280484
25/06/2012,45.65,-0.030844675
22/06/2012,47.08,0.00553782
21/06/2012,46.82,-0.033189352
20/06/2012,48.4,0.001447328
19/06/2012,48.33,0.019852287
18/06/2012,47.38,-0.02521755
15/06/2012,48.59,0.016392109
14/06/2012,47.8,0.012843634
13/06/2012,47.19,-0.008860817
12/06/2012,47.61,0.0165188
11/06/2012,46.83,-0.024051792
08/06/2012,47.97,0.000625587
07/06/2012,47.94,0.002088119
06/06/2012,47.84,0.039438128
05/06/2012,45.99,0.027332537
04/06/2012,44.75,0.000223489
01/06/2012,44.74,-0.037508509
31/05/2012,46.45,-0.004296462
30/05/2012,46.65,-0.025816076
29/05/2012,47.87,0.014095111
25/05/2012,47.2,-0.002750451
24/05/2012,47.33,0.00614604
23/05/2012,47.04,0.007682496
22/05/2012,46.68,-0.000214202
21/05/2012,46.69,0.012717059
18/05/2012,46.1,0.001302366
17/05/2012,46.04,-0.030376667
16/05/2012,47.46,-0.026612797
15/05/2012,48.74,-0.021715719
14/05/2012,49.81,-0.033560196
11/05/2012,51.51,-0.002520602
10/05/2012,51.64,0.011295154
09/05/2012,51.06,-0.010132589
08/05/2012,51.58,-0.011756905
07/05/2012,52.19,-0.013323379
04/05/2012,52.89,-0.035658374
03/05/2012,54.81,-0.106017114
02/05/2012,60.94,0.00098506
01/05/2012,60.88,0.00560041
30/04/2012,60.54,-0.013616813
27/04/2012,61.37,0.000978155
26/04/2012,61.31,0.018436736
25/04/2012,60.19,0.015571683
24/04/2012,59.26,0.005584243
23/04/2012,58.93,-0.013484108
20/04/2012,59.73,-0.007339482
19/04/2012,60.17,-0.005965221
18/04/2012,60.53,-0.010354271
17/04/2012,61.16,0.017982832
16/04/2012,60.07,0.002667113
13/04/2012,59.91,-0.024566399
12/04/2012,61.4,0.016917542
11/04/2012,60.37,0.017377213
10/04/2012,59.33,-0.029887664
09/04/2012,61.13,-0.022483762
05/04/2012,62.52,-0.004786989
04/04/2012,62.82,-0.013125831
03/04/2012,63.65,-0.013265899
02/04/2012,64.5,0.017359104
30/03/2012,63.39,0.009988192
29/03/2012,62.76,-0.010461341
28/03/2012,63.42,-0.002047729
27/03/2012,63.55,-0.007837031
26/03/2012,64.05,0.016688045
23/03/2012,62.99,0.001747836
22/03/2012,62.88,-0.015934706
21/03/2012,63.89,-0.011825251
20/03/2012,64.65,0.008387747
19/03/2012,64.11,0.006258822
16/03/2012,63.71,0.007404524
15/03/2012,63.24,0.02659987
14/03/2012,61.58,-0.023908078
13/03/2012,63.07,0.029771287
12/03/2012,61.22,-0.012176463
09/03/2012,61.97,0.001453371
08/03/2012,61.88,0.017936238
07/03/2012,60.78,0.017091597
06/03/2012,59.75,-0.02935567
05/03/2012,61.53,0.003092702
02/03/2012,61.34,-0.010863504
01/03/2012,62.01,0.013802281
29/02/2012,61.16,-0.002449581
28/02/2012,61.31,0.01131809
27/02/2012,60.62,-0.007723315
24/02/2012,61.09,-0.002452384
23/02/2012,61.24,0.006717482
22/02/2012,60.83,-0.008675069
21/02/2012,61.36,-0.000488798
17/02/2012,61.39,0.007685427
16/02/2012,60.92,0.011889176
15/02/2012,60.2,0.01320979
14/02/2012,59.41,-0.012711327
13/02/2012,60.17,0.019636445
10/02/2012,59,-0.014303988
09/02/2012,59.85,-0.011462872
08/02/2012,60.54,0.001818633
07/02/2012,60.43,0.007307789
06/02/2012,59.99,0.002002337
03/02/2012,59.87,0.026230457
02/02/2012,58.32,-0.000171453
01/02/2012,58.33,0.018863586
31/01/2012,57.24,-0.002442856
30/01/2012,57.38,0.002792323
27/01/2012,57.22,0.028900159
26/01/2012,55.59,-0.038639366
25/01/2012,57.78,-0.005178675
24/01/2012,58.08,-0.002922722
23/01/2012,58.25,0.015396896
20/01/2012,57.36,0.007349114
19/01/2012,56.94,0.014505827
18/01/2012,56.12,0.026909073
17/01/2012,54.63,-0.011285158
13/01/2012,55.25,0.002537153
12/01/2012,55.11,0.013886574
11/01/2012,54.35,0.017259406
10/01/2012,53.42,0.021953948
09/01/2012,52.26,-0.008953293
06/01/2012,52.73,0.003609769
05/01/2012,52.54,0.019992977
04/01/2012,51.5,0.003891055
03/01/2012,51.3,0.023270622
30/12/2011,50.12,-0.003783734
29/12/2011,50.31,0.016231195
28/12/2011,49.5,-0.019802627
27/12/2011,50.49,-0.008480477
23/12/2011,50.92,0.008678555
22/12/2011,50.48,0.023044803
21/12/2011,49.33,0.003452131
20/12/2011,49.16,0.045358305
19/12/2011,46.98,-0.022936303
16/12/2011,48.07,0.003334031
15/12/2011,47.91,0.005231779
14/12/2011,47.66,-0.002305356
13/12/2011,47.77,-0.017637141
12/12/2011,48.62,-0.035757774
09/12/2011,50.39,0.020247259
08/12/2011,49.38,-0.046105702
07/12/2011,51.71,0.00581848
06/12/2011,51.41,-0.002913472
05/12/2011,51.56,0.022755003
02/12/2011,50.4,0.00876849
01/12/2011,49.96,-0.013519093
30/11/2011,50.64,0.077577345
29/11/2011,46.86,-0.002131742
28/11/2011,46.96,0.044635688
25/11/2011,44.91,-0.005772663
23/11/2011,45.17,-0.038650056
22/11/2011,46.95,-0.018778904
21/11/2011,47.84,-0.014320054
18/11/2011,48.53,-0.039593133
17/11/2011,50.49,-0.027543493
16/11/2011,51.9,-0.028304672
15/11/2011,53.39,-0.002992334
14/11/2011,53.55,-0.009293747
11/11/2011,54.05,0.021317187
10/11/2011,52.91,0.019851769
09/11/2011,51.87,-0.049093073
08/11/2011,54.48,0.021709731
07/11/2011,53.31,0.021233025
04/11/2011,52.19,-0.016343959
03/11/2011,53.05,-0.011619321
02/11/2011,53.67,0.040884104
01/11/2011,51.52,-0.050710827
31/10/2011,54.2,-0.055619715
28/10/2011,57.3,-0.000348979
27/10/2011,57.32,0.068594187
26/10/2011,53.52,0.030736626
25/10/2011,51.9,-0.049248817
24/10/2011,54.52,0.02394546
21/10/2011,53.23,0.028197715
20/10/2011,51.75,0.030210222
19/10/2011,50.21,-0.027113645
18/10/2011,51.59,0.05211999
17/10/2011,48.97,-0.039047908
14/10/2011,50.92,0.02324531
13/10/2011,49.75,-0.024815169
12/10/2011,51,0.025418366
11/10/2011,49.72,0.019907218
10/10/2011,48.74,0.057423964
07/10/2011,46.02,-0.047734165
06/10/2011,48.27,0.029645817
05/10/2011,46.86,0.034961763
04/10/2011,45.25,0.030060586
03/10/2011,43.91,-0.065022349
30/09/2011,46.86,-0.025285797
29/09/2011,48.06,0.061574407
28/09/2011,45.19,-0.038420352
27/09/2011,46.96,0.018266329
26/09/2011,46.11,0.048432388
23/09/2011,43.93,-0.002273762
22/09/2011,44.03,-0.037883318
21/09/2011,45.73,-0.068657514
20/09/2011,48.98,-0.011772005
19/09/2011,49.56,-0.037426406
16/09/2011,51.45,0.015079107
15/09/2011,50.68,0.045824952
14/09/2011,48.41,0.018976693
13/09/2011,47.5,0.014846508
12/09/2011,46.8,0.01420295
09/09/2011,46.14,-0.019955603
08/09/2011,47.07,-0.034659001
07/09/2011,48.73,0.072546421
06/09/2011,45.32,-0.027852105
02/09/2011,46.6,-0.04756317
01/09/2011,48.87,-0.027050499
31/08/2011,50.21,0.017681795
30/08/2011,49.33,-0.016685481
29/08/2011,50.16,0.053225825
26/08/2011,47.56,0.008233975
25/08/2011,47.17,-0.025328408
24/08/2011,48.38,0.020675269
23/08/2011,47.39,0.031728278
22/08/2011,45.91,-0.012554277
19/08/2011,46.49,-0.014096773
18/08/2011,47.15,-0.076332432
17/08/2011,50.89,0.00374053
16/08/2011,50.7,-0.034887259
15/08/2011,52.5,0.02996841
12/08/2011,50.95,-0.012483096
11/08/2011,51.59,0.076930028
10/08/2011,47.77,-0.095937992
09/08/2011,52.58,0.088222387
08/08/2011,48.14,-0.114685412
05/08/2011,53.99,-0.013795859
04/08/2011,54.74,-0.041683881
03/08/2011,57.07,0.007386597
02/08/2011,56.65,-0.027165174
01/08/2011,58.21,-0.008041792
29/07/2011,58.68,0.00546823
28/07/2011,58.36,0.00102863
27/07/2011,58.3,-0.030407748
26/07/2011,60.1,-0.00182861
25/07/2011,60.21,-0.011887213
22/07/2011,60.93,-0.011260829
21/07/2011,61.62,0.021488566
20/07/2011,60.31,0.005320046
19/07/2011,59.99,0.003506725
18/07/2011,59.78,-0.016260521
15/07/2011,60.76,-0.00213728
14/07/2011,60.89,-0.009480293
13/07/2011,61.47,-0.001950269
12/07/2011,61.59,-0.009051298
11/07/2011,62.15,-0.035252208
08/07/2011,64.38,-0.013576265
07/07/2011,65.26,0.020121403
06/07/2011,63.96,-0.003277924
05/07/2011,64.17,-0.009306721
01/07/2011,64.77,0.018386308
30/06/2011,63.59,0.008369571
29/06/2011,63.06,0.016952269
28/06/2011,62,0.019544596
27/06/2011,60.8,0.018090278
24/06/2011,59.71,-0.011489594
23/06/2011,60.4,0.000662471
22/06/2011,60.36,-0.009234894
21/06/2011,60.92,0.021067379
20/06/2011,59.65,0.00774154
17/06/2011,59.19,0.014807521
16/06/2011,58.32,0.009475478
15/06/2011,57.77,-0.043857024
14/06/2011,60.36,0.012000144
13/06/2011,59.64,0.01011131
10/06/2011,59.04,-0.018293705
09/06/2011,60.13,0.012214659
08/06/2011,59.4,-0.002689981
07/06/2011,59.56,0
06/06/2011,59.56,-0.028142894
03/06/2011,61.26,-0.008938062
02/06/2011,61.81,0.016968918
01/06/2011,60.77,-0.048343415
31/05/2011,63.78,0.009610157
27/05/2011,63.17,-0.006312156
26/05/2011,63.57,0.021786661
25/05/2011,62.2,0.01066763
24/05/2011,61.54,-0.013717636
23/05/2011,62.39,-0.019365685
20/05/2011,63.61,-0.01575327
19/05/2011,64.62,0.009797139
18/05/2011,63.99,0.011157498
17/05/2011,63.28,0.001106807
16/05/2011,63.21,0.001266424
13/05/2011,63.13,-0.013061796
12/05/2011,63.96,0.001877935
11/05/2011,63.84,-0.009509776
10/05/2011,64.45,0.00966643
09/05/2011,63.83,0.002038737
06/05/2011,63.7,0.011208579
05/05/2011,62.99,0.008930055
04/05/2011,62.43,-0.011941866
03/05/2011,63.18,-0.005052111
02/05/2011,63.5,0.001260637
29/04/2011,63.42,0.000473149
28/04/2011,63.39,0.028968978
27/04/2011,61.58,0.00048729
26/04/2011,61.55,0.007010708
25/04/2011,61.12,-0.009930892
21/04/2011,61.73,0.013044372
20/04/2011,60.93,0.022741456
19/04/2011,59.56,-0.009192009
18/04/2011,60.11,-0.014697647
15/04/2011,61,0.009884759
14/04/2011,60.4,-0.006600684
13/04/2011,60.8,-0.01258495
12/04/2011,61.57,-0.018824464
11/04/2011,62.74,0.007358856
08/04/2011,62.28,-0.019242066
07/04/2011,63.49,-0.012988212
06/04/2011,64.32,0.018357776
05/04/2011,63.15,-0.001107858
04/04/2011,63.22,0.011134201
01/04/2011,62.52,0.015149363
31/03/2011,61.58,0.008971596
30/03/2011,61.03,0.007070653
29/03/2011,60.6,0.001321004
28/03/2011,60.52,-0.00822779
25/03/2011,61.02,0.001311906
24/03/2011,60.94,0.006750664
23/03/2011,60.53,-0.009536409
22/03/2011,61.11,-0.000654343
21/03/2011,61.15,0.008540042
18/03/2011,60.63,0.018813508
17/03/2011,59.5,0.020031225
16/03/2011,58.32,-0.029898351
15/03/2011,60.09,-0.019283663
14/03/2011,61.26,-0.029593668
11/03/2011,63.1,0.000158491
10/03/2011,63.09,-0.02117228
09/03/2011,64.44,0.003108489
08/03/2011,64.24,0.017113221
07/03/2011,63.15,-0.011336919
04/03/2011,63.87,-0.011983647
03/03/2011,64.64,0.033346909
02/03/2011,62.52,-0.03828519
01/03/2011,64.96,-0.013303966
28/02/2011,65.83,0.016233128
25/02/2011,64.77,0.011803212
24/02/2011,64.01,0.002032998
23/02/2011,63.88,-0.01383621
22/02/2011,64.77,-0.034148549
18/02/2011,67.02,-0.004466287
17/02/2011,67.32,0.009552311
16/02/2011,66.68,0.027057434
15/02/2011,64.9,0.0100659
14/02/2011,64.25,-0.013757076
11/02/2011,65.14,0.00215153
10/02/2011,65,0.029191178
09/02/2011,63.13,-0.013843229
08/02/2011,64.01,-0.000156213
07/02/2011,64.02,0.017490401
04/02/2011,62.91,0.007819397
03/02/2011,62.42,0.001442886
02/02/2011,62.33,-0.017021011
01/02/2011,63.4,0.030264098
31/01/2011,61.51,0.006524244
28/01/2011,61.11,-0.03299567
27/01/2011,63.16,0.009545093
