Date,Close,CCE
16/12/2013,41.32,0.016101836
13/12/2013,40.66,-0.006129724
12/12/2013,40.91,-0.024627029
11/12/2013,41.93,0.000238521
10/12/2013,41.92,-0.009733015
09/12/2013,42.33,-0.006123429
06/12/2013,42.59,0.010384799
05/12/2013,42.15,-0.01343251
04/12/2013,42.72,0.005398441
03/12/2013,42.49,0.008508678
02/12/2013,42.13,0.004520051
29/11/2013,41.94,-0.005231879
27/11/2013,42.16,0.006424769
26/11/2013,41.89,0.011283279
25/11/2013,41.42,-0.003614897
22/11/2013,41.57,-0.010290865
21/11/2013,42,0.016565017
20/11/2013,41.31,-0.008676844
19/11/2013,41.67,-0.006935338
18/11/2013,41.96,-0.002380387
15/11/2013,42.06,-0.00355999
14/11/2013,42.21,0.006178727
13/11/2013,41.95,0.005258138
12/11/2013,41.73,0.008180989
11/11/2013,41.39,0.001692662
08/11/2013,41.32,0.009239064
07/11/2013,40.94,-0.016473241
06/11/2013,41.62,0.0120862
05/11/2013,41.12,-0.015444322
04/11/2013,41.76,-0.000239435
01/11/2013,41.77,0.000958084
31/10/2013,41.73,-0.0062112
30/10/2013,41.99,-0.013718285
29/10/2013,42.57,0.012290393
28/10/2013,42.05,0.020906685
25/10/2013,41.18,0.017886058
24/10/2013,40.45,-0.048731301
23/10/2013,42.47,-0.007272759
22/10/2013,42.78,0.015310628
21/10/2013,42.13,-0.00142315
18/10/2013,42.19,0.006658764
17/10/2013,41.91,0.01951634
16/10/2013,41.1,0.014706147
15/10/2013,40.5,-0.013245227
14/10/2013,41.04,0.003906255
11/10/2013,40.88,0.007858587
10/10/2013,40.56,0.025975486
09/10/2013,39.52,-0.004292394
08/10/2013,39.69,-0.002516358
07/10/2013,39.79,-0.010251371
04/10/2013,40.2,-0.001491425
03/10/2013,40.26,-0.011360952
02/10/2013,40.72,-0.001962709
01/10/2013,40.8,0.014566361
30/09/2013,40.21,-0.008913156
27/09/2013,40.57,-0.001477833
26/09/2013,40.63,0.013130376
25/09/2013,40.1,-0.00298805
24/09/2013,40.22,-0.008664493
23/09/2013,40.57,-0.006388228
20/09/2013,40.83,-0.006591016
19/09/2013,41.1,-0.006547859
18/09/2013,41.37,0.013873899
17/09/2013,40.8,0.009604802
16/09/2013,40.41,0.017474234
13/09/2013,39.71,0.007837229
12/09/2013,39.4,-0.007837229
11/09/2013,39.71,0.001259922
10/09/2013,39.66,0.002271868
09/09/2013,39.57,0.01939331
06/09/2013,38.81,0.009839541
05/09/2013,38.43,-0.008034253
04/09/2013,38.74,0.005175995
03/09/2013,38.54,0.030025959
30/08/2013,37.4,-0.001602993
29/08/2013,37.46,0.017775852
28/08/2013,36.8,-0.007849546
27/08/2013,37.09,-0.00349886
26/08/2013,37.22,-0.009891806
23/08/2013,37.59,0.003197445
22/08/2013,37.47,0.008846057
21/08/2013,37.14,-0.010978822
20/08/2013,37.55,0.002933727
19/08/2013,37.44,-0.003998406
16/08/2013,37.59,-0.011374279
15/08/2013,38.02,-0.009163567
14/08/2013,38.37,0.000260654
13/08/2013,38.36,0.00287169
12/08/2013,38.25,0.001831742
09/08/2013,38.18,-0.004181919
08/08/2013,38.34,0.012862758
07/08/2013,37.85,-0.002111376
06/08/2013,37.93,-0.00709316
05/08/2013,38.2,0.002096437
02/08/2013,38.12,-0.000262295
01/08/2013,38.13,0.015594343
31/07/2013,37.54,0.003468983
30/07/2013,37.41,-0.003202565
29/07/2013,37.53,-0.008490367
26/07/2013,37.85,-0.008942721
25/07/2013,38.19,0.018232768
24/07/2013,37.5,0.000266702
23/07/2013,37.49,0.003741319
22/07/2013,37.35,0.004830927
19/07/2013,37.17,0.003503575
18/07/2013,37.04,-0.000809607
17/07/2013,37.07,0.001890105
16/07/2013,37,-0.004045859
15/07/2013,37.15,0.00702326
12/07/2013,36.89,0.004618946
11/07/2013,36.72,0.020358337
10/07/2013,35.98,0.006412959
09/07/2013,35.75,0.012384059
08/07/2013,35.31,0.009675659
05/07/2013,34.97,0.011504297
03/07/2013,34.57,-0.017207193
02/07/2013,35.17,-0.006518374
01/07/2013,35.4,0.006802747
28/06/2013,35.16,-0.00595493
27/06/2013,35.37,0.015959301
26/06/2013,34.81,0.021781027
25/06/2013,34.06,-0.007313182
24/06/2013,34.31,-0.00523257
21/06/2013,34.49,-0.002606053
20/06/2013,34.58,-0.034393045
19/06/2013,35.79,-0.019369726
18/06/2013,36.49,0.008255413
17/06/2013,36.19,0.001382552
14/06/2013,36.14,-0.00331492
13/06/2013,36.26,0.00997791
12/06/2013,35.9,-0.000556948
11/06/2013,35.92,-0.033938671
10/06/2013,37.16,0.003234504
07/06/2013,37.04,0.00840455
06/06/2013,36.73,-0.002718871
05/06/2013,36.83,-0.021488874
04/06/2013,37.63,0.006665803
03/06/2013,37.38,0.005902888
31/05/2013,37.16,-0.014957544
30/05/2013,37.72,-0.000795018
29/05/2013,37.75,-0.007915609
28/05/2013,38.05,0.00263158
24/05/2013,37.95,0.002374358
23/05/2013,37.86,-0.005268716
22/05/2013,38.06,-0.005763705
21/05/2013,38.28,-0.001826961
20/05/2013,38.35,0.003657266
17/05/2013,38.21,-0.011449514
16/05/2013,38.65,-0.012598187
15/05/2013,39.14,0.026405883
14/05/2013,38.12,0.019603277
13/05/2013,37.38,0.003215437
10/05/2013,37.26,0.002687451
09/05/2013,37.16,-0.00964121
08/05/2013,37.52,-0.001331735
07/05/2013,37.57,0.01420745
06/05/2013,37.04,-0.004847841
03/05/2013,37.22,0.011892032
02/05/2013,36.78,0.010385445
01/05/2013,36.4,-0.006298802
30/04/2013,36.63,0.004377572
29/04/2013,36.47,0.012971066
26/04/2013,36,0.002781643
25/04/2013,35.9,-0.02203946
24/04/2013,36.7,-0.007330018
23/04/2013,36.97,0.003522562
22/04/2013,36.84,-0.004333701
19/04/2013,37,0.01168968
18/04/2013,36.57,0.001642036
17/04/2013,36.51,-0.023817093
16/04/2013,37.39,0.026285215
15/04/2013,36.42,-0.023070639
12/04/2013,37.27,-0.007484665
11/04/2013,37.55,0.00373533
10/04/2013,37.41,0.015353837
09/04/2013,36.84,0.003262646
08/04/2013,36.72,0.019802627
05/04/2013,36,-0.006092514
04/04/2013,36.22,-0.000552029
03/04/2013,36.24,-0.015606066
02/04/2013,36.81,0.011475536
01/04/2013,36.39,-0.014459398
28/03/2013,36.92,-0.004593982
27/03/2013,37.09,0.002699786
26/03/2013,36.99,0.000811359
25/03/2013,36.96,-0.005934736
22/03/2013,37.18,0.008101584
21/03/2013,36.88,-0.005947571
20/03/2013,37.1,0.018498895
19/03/2013,36.42,0.003851449
18/03/2013,36.28,0.00331309
15/03/2013,36.16,0.00221484
14/03/2013,36.08,-0.00166159
13/03/2013,36.14,0.00166159
12/03/2013,36.08,0.0002772
11/03/2013,36.07,-0.005529458
08/03/2013,36.27,0.009975145
07/03/2013,35.91,0.010638398
06/03/2013,35.53,-0.01369693
05/03/2013,36.02,0.009203802
04/03/2013,35.69,0.003367952
01/03/2013,35.57,-0.005886492
28/02/2013,35.78,0.012373611
27/02/2013,35.34,0.010524916
26/02/2013,34.97,-0.004564915
25/02/2013,35.13,-0.023073618
22/02/2013,35.95,0.012314737
21/02/2013,35.51,-0.018968491
20/02/2013,36.19,-0.008529423
19/02/2013,36.5,0.006597055
15/02/2013,36.26,0.009420962
14/02/2013,35.92,0.015713006
13/02/2013,35.36,-0.003669729
12/02/2013,35.49,0.001127714
11/02/2013,35.45,0.001693959
08/02/2013,35.39,0.013369563
07/02/2013,34.92,0.000572902
06/02/2013,34.9,0.007477746
05/02/2013,34.64,-0.003458217
04/02/2013,34.76,-0.017396703
01/02/2013,35.37,0.014237143
31/01/2013,34.87,0.004310971
30/01/2013,34.72,0.000864429
29/01/2013,34.69,0.00665223
28/01/2013,34.46,-0.000580215
25/01/2013,34.48,0.00406859
24/01/2013,34.34,-0.003488376
23/01/2013,34.46,-0.001160093
22/01/2013,34.5,0.00639723
18/01/2013,34.28,0.003214028
17/01/2013,34.17,0.009409067
16/01/2013,33.85,0.001182383
15/01/2013,33.81,0.005040782
14/01/2013,33.64,0.004468948
11/01/2013,33.49,0.009902557
10/01/2013,33.16,0.006353069
09/01/2013,32.95,0.002430873
08/01/2013,32.87,0
07/01/2013,32.87,0
04/01/2013,32.87,0.013168158
03/01/2013,32.44,-0.008288612
02/01/2013,32.71,0.030418236
31/12/2012,31.73,0.013964048
28/12/2012,31.29,-0.009858563
27/12/2012,31.6,0.000316506
26/12/2012,31.59,-0.007882746
24/12/2012,31.84,0.0053535
21/12/2012,31.67,-0.009428103
20/12/2012,31.97,0.006905238
19/12/2012,31.75,-0.008155629
18/12/2012,32.01,0.02916213
17/12/2012,31.09,0.00386723
14/12/2012,30.97,-0.00515299
13/12/2012,31.13,-0.011180439
12/12/2012,31.48,-0.017632699
11/12/2012,32.04,0.004692641
10/12/2012,31.89,-0.003443422
07/12/2012,32,0.010681848
06/12/2012,31.66,-0.001578034
05/12/2012,31.71,0.010461341
04/12/2012,31.38,0.004791576
03/12/2012,31.23,0.001602308
30/11/2012,31.18,-0.002882308
29/11/2012,31.27,0.008671967
28/11/2012,31,0.015604998
27/11/2012,30.52,-0.0003276
26/11/2012,30.53,-0.000982158
23/11/2012,30.56,0.006895447
21/11/2012,30.35,0.006611594
20/11/2012,30.15,0.001659751
19/11/2012,30.1,0.015400371
16/11/2012,29.64,-0.003368141
15/11/2012,29.74,0.000672721
14/11/2012,29.72,-0.012704952
13/11/2012,30.1,-0.013529327
12/11/2012,30.51,0.005917177
09/11/2012,30.33,0.008609325
08/11/2012,30.07,-0.011243505
07/11/2012,30.41,-0.023079198
06/11/2012,31.12,0.010660737
05/11/2012,30.79,-0.016108596
02/11/2012,31.29,-0.013964048
01/11/2012,31.73,0.009181638
31/10/2012,31.44,0.015061974
26/10/2012,30.97,-0.000968211
25/10/2012,31,0.005174656
24/10/2012,30.84,-0.010964315
23/10/2012,31.18,-0.006075159
22/10/2012,31.37,0.005433927
19/10/2012,31.2,-0.032789823
18/10/2012,32.24,0.003106557
17/10/2012,32.14,0.002492213
16/10/2012,32.06,0.004689707
15/10/2012,31.91,0.013249405
12/10/2012,31.49,-0.006331139
11/10/2012,31.69,0.0050617
10/10/2012,31.53,-0.009783887
09/10/2012,31.84,-0.008132669
08/10/2012,32.1,0.004370909
05/10/2012,31.96,0.004704415
04/10/2012,31.81,0.003464025
03/10/2012,31.7,-0.001890955
02/10/2012,31.76,0.00473411
01/10/2012,31.61,0.010814355
28/09/2012,31.27,0.002241077
27/09/2012,31.2,0.024332101
26/09/2012,30.45,-0.011103968
25/09/2012,30.79,-0.013228133
24/09/2012,31.2,-0.003838776
21/09/2012,31.32,-0.002869442
20/09/2012,31.41,0.000955566
19/09/2012,31.38,0.009928024
18/09/2012,31.07,0.003869724
17/09/2012,30.95,-0.007083095
14/09/2012,31.17,0.003535276
13/09/2012,31.06,0.011658163
12/09/2012,30.7,0.004897969
11/09/2012,30.55,0.002950338
10/09/2012,30.46,-0.008499561
07/09/2012,30.72,0.002281246
06/09/2012,30.65,0.031822374
05/09/2012,29.69,-0.004369021
04/09/2012,29.82,0.009772614
31/08/2012,29.53,0.004412021
30/08/2012,29.4,-0.01853465
29/08/2012,29.95,-0.000667557
28/08/2012,29.97,0.003677089
27/08/2012,29.86,0.009421335
24/08/2012,29.58,0.010535357
23/08/2012,29.27,-0.013573334
22/08/2012,29.67,-0.003364741
21/08/2012,29.77,0.005726814
20/08/2012,29.6,-0.002362073
17/08/2012,29.67,0.00914176
16/08/2012,29.4,0.006141268
15/08/2012,29.22,0.00034229
14/08/2012,29.21,0.001370333
13/08/2012,29.17,-0.008873778
10/08/2012,29.43,-0.004069182
09/08/2012,29.55,-0.006745388
08/08/2012,29.75,0.000336191
07/08/2012,29.74,0.007763752
06/08/2012,29.51,0.005777416
03/08/2012,29.34,0.02869687
02/08/2012,28.51,-0.021513668
01/08/2012,29.13,-0.006501306
31/07/2012,29.32,-0.011866557
30/07/2012,29.67,-0.001010612
27/07/2012,29.7,0.020752573
26/07/2012,29.09,0.037119107
25/07/2012,28.03,0.015821977
24/07/2012,27.59,0.002177069
23/07/2012,27.53,0.025383007
20/07/2012,26.84,-0.022108491
19/07/2012,27.44,0.009152544
18/07/2012,27.19,0.008494973
17/07/2012,26.96,-0.010699235
16/07/2012,27.25,-0.002565514
13/07/2012,27.32,0.009932029
12/07/2012,27.05,-0.008466828
11/07/2012,27.28,-0.024263367
10/07/2012,27.95,-0.007130155
09/07/2012,28.15,0.000355303
06/07/2012,28.14,-0.007434978
05/07/2012,28.35,-0.014358503
03/07/2012,28.76,0.015417264
02/07/2012,28.32,0.009936207
29/06/2012,28.04,0.052344977
28/06/2012,26.61,0.00075188
27/06/2012,26.59,0.003767902
26/06/2012,26.49,-0.001508865
25/06/2012,26.53,-0.015707129
22/06/2012,26.95,-0.000370989
21/06/2012,26.96,-0.014362243
20/06/2012,27.35,-0.009099244
19/06/2012,27.6,0.02680535
18/06/2012,26.87,0.000744602
15/06/2012,26.85,0.022218952
14/06/2012,26.26,-0.00114177
13/06/2012,26.29,-0.013600512
12/06/2012,26.65,0.008289422
11/06/2012,26.43,-0.019112442
08/06/2012,26.94,0.010072833
07/06/2012,26.67,-0.004862549
06/06/2012,26.8,0.018072781
05/06/2012,26.32,0.002663117
04/06/2012,26.25,-0.003802286
01/06/2012,26.35,-0.037613818
31/05/2012,27.36,-0.005467482
30/05/2012,27.51,-0.014077114
29/05/2012,27.9,0.011898464
25/05/2012,27.57,0.003269758
24/05/2012,27.48,0.00950647
23/05/2012,27.22,-0.006591016
22/05/2012,27.4,-0.006910375
21/05/2012,27.59,0.015339965
18/05/2012,27.17,-0.024719543
17/05/2012,27.85,-0.031456914
16/05/2012,28.74,0.013310179
15/05/2012,28.36,-0.01643681
14/05/2012,28.83,-0.018897659
11/05/2012,29.38,-0.013187004
10/05/2012,29.77,0.02379446
09/05/2012,29.07,-0.003776829
08/05/2012,29.18,0.003776829
07/05/2012,29.07,-0.003776829
04/05/2012,29.18,-0.009889254
03/05/2012,29.47,-0.005077012
02/05/2012,29.62,-0.009074167
01/05/2012,29.89,-0.007665427
30/04/2012,30.12,0.012696462
27/04/2012,29.74,-0.000672269
26/04/2012,29.76,0.021396639
25/04/2012,29.13,0.012435393
24/04/2012,28.77,0.008377012
23/04/2012,28.53,-0.014959402
20/04/2012,28.96,0.01250885
19/04/2012,28.6,0.005258557
18/04/2012,28.45,-0.002457435
17/04/2012,28.52,0.019115626
16/04/2012,27.98,0.007173632
13/04/2012,27.78,0.008313802
12/04/2012,27.55,0.004365231
11/04/2012,27.43,0.001824485
10/04/2012,27.38,-0.023462545
09/04/2012,28.03,-0.021179754
05/04/2012,28.63,0.005253033
04/04/2012,28.48,-0.021879671
03/04/2012,29.11,0.00654836
02/04/2012,28.92,0.011126679
30/03/2012,28.6,0.015859363
29/03/2012,28.15,0.00320228
28/03/2012,28.06,-0.010634627
27/03/2012,28.36,-0.002465224
26/03/2012,28.43,0.004583121
23/03/2012,28.3,0.001768347
22/03/2012,28.25,0.000708215
21/03/2012,28.23,-0.003183027
20/03/2012,28.32,0.013151069
19/03/2012,27.95,0.005021531
16/03/2012,27.81,0.000719424
15/03/2012,27.79,0.009763231
14/03/2012,27.52,-0.011560822
13/03/2012,27.84,0.010834342
12/03/2012,27.54,0.001089918
09/03/2012,27.51,0.013172529
08/03/2012,27.15,-0.014262447
07/03/2012,27.54,0.010953012
06/03/2012,27.24,-0.03072716
05/03/2012,28.09,-0.008507673
02/03/2012,28.33,-0.008785859
01/03/2012,28.58,-0.011134423
29/02/2012,28.9,0.022748138
28/02/2012,28.25,-0.00035392
27/02/2012,28.26,-0.015798117
24/02/2012,28.71,0.003489187
23/02/2012,28.61,-0.008353686
22/02/2012,28.85,0.008353686
21/02/2012,28.61,-0.013539523
17/02/2012,29,0.01144455
16/02/2012,28.67,0.011577046
15/02/2012,28.34,0.008504658
14/02/2012,28.1,-0.002132955
13/02/2012,28.16,0.026265226
10/02/2012,27.43,-0.015554663
09/02/2012,27.86,0.0148258
08/02/2012,27.45,0.007679687
07/02/2012,27.24,0.005152753
06/02/2012,27.1,-0.014288574
03/02/2012,27.49,0.011340893
02/02/2012,27.18,0.008869238
01/02/2012,26.94,0.005583487
31/01/2012,26.79,0.004489345
30/01/2012,26.67,-0.011927089
27/01/2012,26.99,0.004083911
26/01/2012,26.88,-0.016602484
25/01/2012,27.33,0.027449795
24/01/2012,26.59,-0.000376011
23/01/2012,26.6,0.000376011
20/01/2012,26.59,-0.005625366
19/01/2012,26.74,0.028064034
18/01/2012,26,0.004626068
17/01/2012,25.88,0.011268819
13/01/2012,25.59,-0.007009374
12/01/2012,25.77,-0.003099576
11/01/2012,25.85,0.005041702
10/01/2012,25.72,-0.000388727
09/01/2012,25.73,0.010549033
06/01/2012,25.46,-0.024060144
05/01/2012,26.08,0.001150969
04/01/2012,26.05,0.006933772
03/01/2012,25.87,0.003484999
30/12/2011,25.78,-0.005801602
29/12/2011,25.93,0.02222747
28/12/2011,25.36,-0.02837897
27/12/2011,26.09,0.001534331
23/12/2011,26.05,0.00192123
22/12/2011,26,-0.001153181
21/12/2011,26.03,0.010038694
20/12/2011,25.77,0.023955593
19/12/2011,25.16,-0.024343566
16/12/2011,25.78,0.010136539
15/12/2011,25.52,0.010240342
14/12/2011,25.26,0.005557775
13/12/2011,25.12,-0.022048137
12/12/2011,25.68,-0.017754229
09/12/2011,26.14,0.015420506
08/12/2011,25.74,-0.023042494
07/12/2011,26.34,0.005329286
06/12/2011,26.2,-0.003809528
05/12/2011,26.3,0.018419554
02/12/2011,25.82,0.000387372
01/12/2011,25.81,-0.011939291
30/11/2011,26.12,0.054279937
29/11/2011,24.74,0.001618123
28/11/2011,24.7,0.019624506
25/11/2011,24.22,-0.005353111
23/11/2011,24.35,-0.023540048
22/11/2011,24.93,-0.011961865
21/11/2011,25.23,-0.028908263
18/11/2011,25.97,0.007731001
17/11/2011,25.77,-0.010038694
16/11/2011,26.03,-0.00993892
15/11/2011,26.29,0
14/11/2011,26.29,-0.016971933
11/11/2011,26.74,0.014692297
10/11/2011,26.35,0.01683928
09/11/2011,25.91,-0.030783354
08/11/2011,26.72,0.00977819
07/11/2011,26.46,0.011402632
04/11/2011,26.16,0.002296212
03/11/2011,26.1,0.010785929
02/11/2011,25.82,-0.009635843
01/11/2011,26.07,-0.02836265
31/10/2011,26.82,0.009741553
28/10/2011,26.56,0.021694476
27/10/2011,25.99,0.011220857
26/10/2011,25.7,0.025218042
25/10/2011,25.06,-0.027161678
24/10/2011,25.75,0.007014838
21/10/2011,25.57,0.000782473
20/10/2011,25.55,0.000783085
19/10/2011,25.53,-0.00273812
18/10/2011,25.6,0.006269613
17/10/2011,25.44,-0.022542735
14/10/2011,26.02,0.017445684
13/10/2011,25.57,0.0039185
12/10/2011,25.47,0.023035173
11/10/2011,24.89,0.002010859
10/10/2011,24.84,0.029828565
07/10/2011,24.11,-0.007438051
06/10/2011,24.29,0.026278884
05/10/2011,23.66,-0.02339288
04/10/2011,24.22,0.025508387
03/10/2011,23.61,-0.052393917
30/09/2011,24.88,-0.013176473
29/09/2011,25.21,0.013176473
28/09/2011,24.88,-0.037085118
27/09/2011,25.82,0.011295154
26/09/2011,25.53,0.029010578
23/09/2011,24.8,-0.002014099
22/09/2011,24.85,-0.032465242
21/09/2011,25.67,-0.036715405
20/09/2011,26.63,-0.008599791
19/09/2011,26.86,-0.016980844
16/09/2011,27.32,0.006978908
15/09/2011,27.13,0.006285841
14/09/2011,26.96,0.018720127
13/09/2011,26.46,0.0361717
12/09/2011,25.52,0.007078284
09/09/2011,25.34,-0.062340962
08/09/2011,26.97,-0.001111729
07/09/2011,27,0.005198675
06/09/2011,26.86,-0.001488096
02/09/2011,26.9,-0.021696016
01/09/2011,27.49,-0.004717846
31/08/2011,27.62,0.013486627
30/08/2011,27.25,0.013671005
29/08/2011,26.88,0.018776368
26/08/2011,26.38,0.023783246
25/08/2011,25.76,-0.032464184
24/08/2011,26.61,-0.033989234
23/08/2011,27.53,0.040398304
22/08/2011,26.44,0.017551004
19/08/2011,25.98,-0.016794288
18/08/2011,26.42,-0.045866027
17/08/2011,27.66,0.031958643
16/08/2011,26.79,-0.009658322
15/08/2011,27.05,0.010031665
12/08/2011,26.78,0.031483731
11/08/2011,25.95,0.044924812
10/08/2011,24.81,-0.019162263
09/08/2011,25.29,0.029289957
08/08/2011,24.56,-0.063876657
05/08/2011,26.18,0.005746041
04/08/2011,26.03,-0.061099075
03/08/2011,27.67,0.012363794
02/08/2011,27.33,-0.02671639
01/08/2011,28.07,-0.001423995
29/07/2011,28.11,-0.007089714
28/07/2011,28.31,-0.035395784
27/07/2011,29.33,-0.013882058
26/07/2011,29.74,-0.001008234
25/07/2011,29.77,-0.001678134
22/07/2011,29.82,0
21/07/2011,29.82,0.014865139
20/07/2011,29.38,0.007173387
19/07/2011,29.17,0.043439404
18/07/2011,27.93,-0.008556202
15/07/2011,28.17,0.000355051
14/07/2011,28.16,-0.013754405
13/07/2011,28.55,0.007382702
12/07/2011,28.34,-0.004927852
11/07/2011,28.48,-0.017748856
08/07/2011,28.99,-0.008244636
07/07/2011,29.23,-0.006479136
06/07/2011,29.42,-0.011490495
05/07/2011,29.76,-0.001678698
01/07/2011,29.81,0.021360365
30/06/2011,29.18,-0.003079558
29/06/2011,29.27,0.007544617
28/06/2011,29.05,0.012121361
27/06/2011,28.7,0.012622889
24/06/2011,28.34,-0.010879209
23/06/2011,28.65,-0.017987341
22/06/2011,29.17,0.000685871
21/06/2011,29.15,0.013121735
20/06/2011,28.77,0.005576871
17/06/2011,28.61,0.013725361
16/06/2011,28.22,0.012121361
15/06/2011,27.88,-0.030380295
14/06/2011,28.74,0.020742526
13/06/2011,28.15,0.005700051
10/06/2011,27.99,-0.004989319
09/06/2011,28.13,0.009644654
08/06/2011,27.86,-0.019197177
07/06/2011,28.4,0.014184635
06/06/2011,28,-0.014184635
03/06/2011,28.4,-0.008065974
02/06/2011,28.63,-0.014563364
01/06/2011,29.05,0.005522969
31/05/2011,28.89,0.009739207
27/05/2011,28.61,-0.002443709
26/05/2011,28.68,-0.000348614
25/05/2011,28.69,-0.015906283
24/05/2011,29.15,0.000686342
23/05/2011,29.13,-0.011604226
20/05/2011,29.47,-0.004401565
19/05/2011,29.6,0.013605652
18/05/2011,29.2,0.015183176
17/05/2011,28.76,0.004530414
16/05/2011,28.63,-0.011460448
13/05/2011,28.96,0.00554018
12/05/2011,28.8,-0.001734606
11/05/2011,28.85,0.004516249
10/05/2011,28.72,0.026461237
09/05/2011,27.97,0.012954481
06/05/2011,27.61,0.006176223
05/05/2011,27.44,-0.029091655
04/05/2011,28.25,-0.010213154
03/05/2011,28.54,-0.012188902
02/05/2011,28.89,0.016754319
29/04/2011,28.41,-0.001406965
28/04/2011,28.45,-0.002106742
27/04/2011,28.51,0.008100062
26/04/2011,28.28,-0.009502095
25/04/2011,28.55,-0.002099371
21/04/2011,28.61,0.010541208
20/04/2011,28.31,0.015664258
19/04/2011,27.87,0.013364837
18/04/2011,27.5,-0.024071577
15/04/2011,28.17,0.007840382
14/04/2011,27.95,0.003943364
13/04/2011,27.84,0.007933687
12/04/2011,27.62,0
11/04/2011,27.62,0.004717846
08/04/2011,27.49,-0.002905923
07/04/2011,27.57,-0.000725163
06/04/2011,27.59,-0.004700786
05/04/2011,27.72,0.002890175
04/04/2011,27.64,0.002535774
01/04/2011,27.57,0.009841523
31/03/2011,27.3,-0.000732333
30/03/2011,27.32,0.012152608
29/03/2011,26.99,0.007811087
28/03/2011,26.78,0.010510607
25/03/2011,26.5,-0.004142352
24/03/2011,26.61,0.01133799
23/03/2011,26.31,-0.004550634
22/03/2011,26.43,-0.007914117
21/03/2011,26.64,0.031651832
18/03/2011,25.81,0.010907782
17/03/2011,25.53,0.001568013
16/03/2011,25.49,-0.024797861
15/03/2011,26.13,-0.006865016
14/03/2011,26.31,-0.001139601
11/03/2011,26.34,0.005711038
10/03/2011,26.19,-0.024515654
09/03/2011,26.84,0.011240283
08/03/2011,26.54,0.022096137
07/03/2011,25.96,0.005020285
04/03/2011,25.83,-0.012312583
03/03/2011,26.15,0.016969169
02/03/2011,25.71,-0.000777605
01/03/2011,25.73,-0.021911313
28/02/2011,26.3,-0.010213821
25/02/2011,26.57,0.021686222
24/02/2011,26,-0.027315811
23/02/2011,26.72,-0.008570949
22/02/2011,26.95,-0.007393749
18/02/2011,27.15,0.006651909
17/02/2011,26.97,0.020982411
16/02/2011,26.41,0.008746966
15/02/2011,26.18,0.009595161
14/02/2011,25.93,-0.011884365
11/02/2011,26.24,0.009188426
10/02/2011,26,0.003853569
09/02/2011,25.9,-0.01342302
08/02/2011,26.25,0.01342302
07/02/2011,25.9,0.003480955
04/02/2011,25.81,0.013260725
03/02/2011,25.47,-0.000392542
02/02/2011,25.48,-0.011317194
01/02/2011,25.77,0.023955593
31/01/2011,25.16,0.005180326
28/01/2011,25.03,-0.023298191
27/01/2011,25.62,0.015339534
26/01/2011,25.23,0.002778331
25/01/2011,25.16,0.00159109
