Date,Close,IVZ
14/10/2013,34.65,0.008695707
11/10/2013,34.35,0.012597208
10/10/2013,33.92,0.053281367
09/10/2013,32.16,0.020735898
08/10/2013,31.5,-0.013245227
07/10/2013,31.92,-0.014308176
04/10/2013,32.38,0.010555826
03/10/2013,32.04,-0.00993797
02/10/2013,32.36,0.004335714
01/10/2013,32.22,0.009981368
30/09/2013,31.9,-0.005938445
27/09/2013,32.09,-0.004353241
26/09/2013,32.23,0.005288549
25/09/2013,32.06,-0.004357305
24/09/2013,32.2,-0.008658063
23/09/2013,32.48,-0.004607595
20/09/2013,32.63,0
19/09/2013,32.63,0.002454742
18/09/2013,32.55,0.027407508
17/09/2013,31.67,0.001896334
16/09/2013,31.61,0.017552709
13/09/2013,31.06,0.000322009
12/09/2013,31.05,-0.005780363
11/09/2013,31.23,-0.004472851
10/09/2013,31.37,0.01736378
09/09/2013,30.83,0.012402248
06/09/2013,30.45,-0.01012915
05/09/2013,30.76,-0.007449427
04/09/2013,30.99,0.012991414
03/09/2013,30.59,0.007547206
30/08/2013,30.36,-0.016334894
29/08/2013,30.86,0.012062086
28/08/2013,30.49,0.0055912
27/08/2013,30.32,-0.029571611
26/08/2013,31.23,-0.010828131
23/08/2013,31.57,-0.000949818
22/08/2013,31.6,0.016270897
21/08/2013,31.09,-0.011830674
20/08/2013,31.46,0.008298803
19/08/2013,31.2,-0.026567027
16/08/2013,32.04,-0.002182386
15/08/2013,32.11,-0.023697062
14/08/2013,32.88,-0.007272759
13/08/2013,33.12,0.025070099
12/08/2013,32.3,-0.008324389
09/08/2013,32.57,-0.000920669
08/08/2013,32.6,-0.002144937
07/08/2013,32.67,-0.01035332
06/08/2013,33.01,-0.003326784
05/08/2013,33.12,0.000604047
02/08/2013,33.1,0.001814334
01/08/2013,33.04,0.026063103
31/07/2013,32.19,-0.001552072
30/07/2013,32.24,0.000310222
29/07/2013,32.23,-0.019054049
26/07/2013,32.85,0.00152323
25/07/2013,32.8,0.003359295
24/07/2013,32.69,-0.008832096
23/07/2013,32.98,-0.000606244
22/07/2013,33,0.015575212
19/07/2013,32.49,-0.000922935
18/07/2013,32.52,0.021760262
17/07/2013,31.82,-0.00376412
16/07/2013,31.94,-0.00593103
15/07/2013,32.13,0.011897448
12/07/2013,31.75,-0.010028288
11/07/2013,32.07,0.023025777
10/07/2013,31.34,-0.022401946
09/07/2013,32.05,0.003751177
08/07/2013,31.93,0.000313234
05/07/2013,31.92,0.014833789
03/07/2013,31.45,-0.001271052
02/07/2013,31.49,-0.00822269
01/07/2013,31.75,-0.001573564
28/06/2013,31.8,-0.022081445
27/06/2013,32.51,0.018314962
26/06/2013,31.92,0.013245227
25/06/2013,31.5,0.006369448
24/06/2013,31.3,-0.047115249
21/06/2013,32.81,0.000304832
20/06/2013,32.8,-0.036226084
19/06/2013,34.01,-0.015463474
18/06/2013,34.54,0.005516054
17/06/2013,34.35,0.024459743
14/06/2013,33.52,-0.014512323
13/06/2013,34.01,0.025310269
12/06/2013,33.16,-0.013776798
11/06/2013,33.62,-0.018857365
10/06/2013,34.26,-0.005240187
07/06/2013,34.44,0.038477668
06/06/2013,33.14,0.017042409
05/06/2013,32.58,-0.021858794
04/06/2013,33.3,-0.004793299
03/06/2013,33.46,-0.008333382
31/05/2013,33.74,-0.026325007
30/05/2013,34.64,0.013661018
29/05/2013,34.17,-0.009321361
28/05/2013,34.49,0.027334545
24/05/2013,33.56,0.000596125
23/05/2013,33.54,-0.014797547
22/05/2013,34.04,-0.011682376
21/05/2013,34.44,-0.004635003
20/05/2013,34.6,0.000289059
17/05/2013,34.59,0.008419269
16/05/2013,34.3,-0.008708328
15/05/2013,34.6,0.003474236
14/05/2013,34.48,0.012843142
13/05/2013,34.04,-0.002054293
10/05/2013,34.11,0.033992539
09/05/2013,32.97,-0.000909504
08/05/2013,33,0.011888572
07/05/2013,32.61,0.000920387
06/05/2013,32.58,0.003690041
03/05/2013,32.46,0.020542272
02/05/2013,31.8,0.011385322
01/05/2013,31.44,-0.009496748
30/04/2013,31.74,0.066094026
29/04/2013,29.71,0.005399946
26/04/2013,29.55,-0.005063302
25/04/2013,29.7,0.000673628
24/04/2013,29.68,-0.00033687
23/04/2013,29.69,0.01664158
22/04/2013,29.2,0.010673195
19/04/2013,28.89,0.019927246
18/04/2013,28.32,-0.012631747
17/04/2013,28.68,-0.028529173
16/04/2013,29.51,0.019158985
15/04/2013,28.95,-0.039951149
12/04/2013,30.13,-0.0016581
11/04/2013,30.18,0.009990093
10/04/2013,29.88,0.034040046
09/04/2013,28.88,0.004163781
08/04/2013,28.76,0.013653284
05/04/2013,28.37,-0.011216381
04/04/2013,28.69,0.019356578
03/04/2013,28.14,-0.02422446
02/04/2013,28.83,0.016084263
01/04/2013,28.37,-0.020583319
28/03/2013,28.96,0.010762124
27/03/2013,28.65,-0.003136437
26/03/2013,28.74,0.014721612
25/03/2013,28.32,-0.002468702
22/03/2013,28.39,0.004235799
21/03/2013,28.27,-0.011605546
20/03/2013,28.6,0.008779688
19/03/2013,28.35,-0.019560526
18/03/2013,28.91,-0.007581015
15/03/2013,29.13,0.010352059
14/03/2013,28.83,0.013268351
13/03/2013,28.45,0.011667094
12/03/2013,28.12,-0.004612391
11/03/2013,28.25,0.004968073
08/03/2013,28.11,0.006066031
07/03/2013,27.94,0.005743017
06/03/2013,27.78,0.002883924
05/03/2013,27.7,0.008702013
04/03/2013,27.46,0.023209736
01/03/2013,26.83,0.001491981
28/02/2013,26.79,0.013150669
27/02/2013,26.44,0.030724383
26/02/2013,25.64,-0.011246967
25/02/2013,25.93,-0.025134606
22/02/2013,26.59,0.010966266
21/02/2013,26.3,-0.032176364
20/02/2013,27.16,-0.018242024
19/02/2013,27.66,0.010905233
15/02/2013,27.36,-0.015234245
14/02/2013,27.78,0.005414198
13/02/2013,27.63,-0.00289122
12/02/2013,27.71,0.010156054
11/02/2013,27.43,0.004384369
08/02/2013,27.31,-0.001097896
07/02/2013,27.34,-0.005835173
06/02/2013,27.5,-0.003267384
05/02/2013,27.59,0.011299555
04/02/2013,27.28,-0.017802468
01/02/2013,27.77,0.01890278
31/01/2013,27.25,-0.03710132
30/01/2013,28.28,-0.001766473
29/01/2013,28.33,0.01207401
28/01/2013,27.99,-0.007474674
25/01/2013,28.2,0.015365677
24/01/2013,27.77,0.006502913
23/01/2013,27.59,-0.010814813
22/01/2013,27.89,0.008280875
18/01/2013,27.66,0.006528859
17/01/2013,27.48,0.009139161
16/01/2013,27.23,-0.010957012
15/01/2013,27.53,0.006925488
14/01/2013,27.34,-0.014524584
11/01/2013,27.74,0.006509969
10/01/2013,27.56,0.006917923
09/01/2013,27.37,0.005128216
08/01/2013,27.23,-0.009139161
07/01/2013,27.48,-0.002906979
04/01/2013,27.56,0.020158278
03/01/2013,27.01,0.001852882
02/01/2013,26.96,0.032802187
31/12/2012,26.09,0.011953102
28/12/2012,25.78,-0.007343028
27/12/2012,25.97,-0.006907165
26/12/2012,26.15,-0.004197678
24/12/2012,26.26,0.001143075
21/12/2012,26.23,-0.004184902
20/12/2012,26.34,0.009919959
19/12/2012,26.08,-0.008400202
18/12/2012,26.3,0.019969942
17/12/2012,25.78,0.012490404
14/12/2012,25.46,0.008282437
13/12/2012,25.25,-0.00671011
12/12/2012,25.42,0.017861161
11/12/2012,24.97,0.004817352
10/12/2012,24.85,-0.000402334
07/12/2012,24.86,0.003626843
06/12/2012,24.77,0.012594113
05/12/2012,24.46,-0.005707313
04/12/2012,24.6,-0.006079046
03/12/2012,24.75,-0.009650256
30/11/2012,24.99,-0.001599361
29/11/2012,25.03,0.010038229
28/11/2012,24.78,0.001615509
27/11/2012,24.74,-0.001211877
26/11/2012,24.77,-0.002419356
23/11/2012,24.83,0.020753542
21/11/2012,24.32,0.00288244
20/11/2012,24.25,0.008697508
19/11/2012,24.04,0.026983087
16/11/2012,23.4,0.008152802
15/11/2012,23.21,-0.004728141
14/11/2012,23.32,-0.026239339
13/11/2012,23.94,-0.005415552
12/11/2012,24.07,0.007087793
09/11/2012,23.9,0.006295928
08/11/2012,23.75,-0.006295928
07/11/2012,23.9,-0.031709472
06/11/2012,24.67,0.008140053
05/11/2012,24.47,0.002864745
02/11/2012,24.4,-0.013838235
01/11/2012,24.74,0.01712231
31/10/2012,24.32,0.00288244
26/10/2012,24.25,0.002477293
25/10/2012,24.19,0.004557704
24/10/2012,24.08,0.00083091
23/10/2012,24.06,-0.019346148
22/10/2012,24.53,-0.004068354
19/10/2012,24.63,-0.022481878
18/10/2012,25.19,-0.004357305
17/10/2012,25.3,0.011128891
16/10/2012,25.02,0.011254138
15/10/2012,24.74,0.001213347
12/10/2012,24.71,-0.012067725
11/10/2012,25.01,0.001600641
10/10/2012,24.97,-0.008374924
09/10/2012,25.18,-0.01223619
08/10/2012,25.49,-0.000784314
05/10/2012,25.51,-0.006641947
04/10/2012,25.68,0.012145105
03/10/2012,25.37,0.011895461
02/10/2012,25.07,-0.001594261
01/10/2012,25.11,0.004790428
28/09/2012,24.99,-0.004392101
27/09/2012,25.1,0.020121403
26/09/2012,24.6,-0.010513643
25/09/2012,24.86,-0.019518644
24/09/2012,25.35,-0.001576666
21/09/2012,25.39,-0.002753197
20/09/2012,25.46,-0.004702203
19/09/2012,25.58,-0.005069225
18/09/2012,25.71,-0.00543058
17/09/2012,25.85,0.001161216
14/09/2012,25.82,0.006605814
13/09/2012,25.65,0.026468067
12/09/2012,24.98,0.007635159
11/09/2012,24.79,0.007693903
10/09/2012,24.6,-0.016529302
07/09/2012,25.01,0.009642501
06/09/2012,24.77,0.037849026
05/09/2012,23.85,0.001258653
04/09/2012,23.82,0.005894754
31/08/2012,23.68,0.008056011
30/08/2012,23.49,-0.008900249
29/08/2012,23.7,-0.005470243
28/08/2012,23.83,0.007582176
27/08/2012,23.65,-0.006322466
24/08/2012,23.8,0.005899722
23/08/2012,23.66,-0.010929071
22/08/2012,23.92,0.001254968
21/08/2012,23.89,0.003774381
20/08/2012,23.8,-0.010033529
17/08/2012,24.04,-0.000831601
16/08/2012,24.06,0.011285386
15/08/2012,23.79,0.006748233
14/08/2012,23.63,-0.004644298
13/08/2012,23.74,0.001686341
10/08/2012,23.7,0.004652155
09/08/2012,23.59,0.020557469
08/08/2012,23.11,0
07/08/2012,23.11,0.025861621
06/08/2012,22.52,-0.003988483
03/08/2012,22.61,0.040619302
02/08/2012,21.71,-0.008713653
01/08/2012,21.9,-0.010447517
31/07/2012,22.13,-0.006306327
30/07/2012,22.27,0.006758305
27/07/2012,22.12,0.056254663
26/07/2012,20.91,0.020290551
25/07/2012,20.49,-0.00971353
24/07/2012,20.69,-0.024822277
23/07/2012,21.21,-0.015438903
20/07/2012,21.54,-0.036467122
19/07/2012,22.34,0.000895656
18/07/2012,22.32,0.008548983
17/07/2012,22.13,0.000904159
16/07/2012,22.11,-0.024129857
13/07/2012,22.65,0.035044017
12/07/2012,21.87,-0.014525902
11/07/2012,22.19,0.007236576
10/07/2012,22.03,0.006832183
09/07/2012,21.88,-0.01181295
06/07/2012,22.14,-0.005405419
05/07/2012,22.26,-0.027471821
03/07/2012,22.88,0.01408474
02/07/2012,22.56,-0.00177148
29/06/2012,22.6,0.035581326
28/06/2012,21.81,0.008749768
27/06/2012,21.62,0.006031102
26/06/2012,21.49,0.01453037
25/06/2012,21.18,-0.025176155
22/06/2012,21.72,0.00925076
21/06/2012,21.52,-0.031109554
20/06/2012,22.2,-0.007181359
19/06/2012,22.36,0.025822499
18/06/2012,21.79,-0.010954012
15/06/2012,22.03,0.005462007
14/06/2012,21.91,0.011475912
13/06/2012,21.66,-0.014210645
12/06/2012,21.97,-0.017148435
11/06/2012,22.35,-0.020811023
08/06/2012,22.82,0.015011319
07/06/2012,22.48,0.000890076
06/06/2012,22.46,0.041824278
05/06/2012,21.54,0.03543957
04/06/2012,20.79,-0.002881846
01/06/2012,20.85,-0.042259809
31/05/2012,21.75,0.009237941
30/05/2012,21.55,-0.0188468
29/05/2012,21.96,0.019310945
25/05/2012,21.54,-0.002781643
24/05/2012,21.6,-0.001387925
23/05/2012,21.63,0.012561226
22/05/2012,21.36,-0.005602256
21/05/2012,21.48,0.016428438
18/05/2012,21.13,-0.022462339
17/05/2012,21.61,-0.020609843
16/05/2012,22.06,-0.019304752
15/05/2012,22.49,-0.003107661
14/05/2012,22.56,-0.030126705
11/05/2012,23.25,0.022179644
10/05/2012,22.74,-0.021319058
09/05/2012,23.23,-0.008145811
08/05/2012,23.42,-0.008926733
07/05/2012,23.63,-0.002957957
04/05/2012,23.7,-0.026646039
03/05/2012,24.34,-0.016704401
02/05/2012,24.75,-0.01722454
01/05/2012,25.18,0.013594772
30/04/2012,24.84,-0.010412589
27/04/2012,25.1,0.001594897
26/04/2012,25.06,0.024642734
25/04/2012,24.45,0.017327166
24/04/2012,24.03,0.012984476
23/04/2012,23.72,-0.019207271
20/04/2012,24.18,-0.004538898
19/04/2012,24.29,-0.008608375
18/04/2012,24.5,-0.022998795
17/04/2012,25.07,0.015678713
16/04/2012,24.68,-0.001214821
13/04/2012,24.71,-0.026359354
12/04/2012,25.37,0.022320576
11/04/2012,24.81,0.014616582
10/04/2012,24.45,-0.029816874
09/04/2012,25.19,-0.032418383
05/04/2012,26.02,0.001538462
04/04/2012,25.98,-0.023208194
03/04/2012,26.59,-0.006746652
02/04/2012,26.77,0.003742519
30/03/2012,26.67,0.020455259
29/03/2012,26.13,-0.006865016
28/03/2012,26.31,-0.006062921
27/03/2012,26.47,-0.013881296
26/03/2012,26.84,0.020704673
23/03/2012,26.29,0.019589641
22/03/2012,25.78,-0.02300715
21/03/2012,26.38,0.012204576
20/03/2012,26.06,-0.009167367
19/03/2012,26.3,0.006102231
16/03/2012,26.14,-0.008760292
15/03/2012,26.37,0.015284975
14/03/2012,25.97,-0.000769823
13/03/2012,25.99,0.036438899
12/03/2012,25.06,0.007610692
09/03/2012,24.87,0.010915815
08/03/2012,24.6,0.013917539
07/03/2012,24.26,0.015787615
06/03/2012,23.88,-0.02236118
05/03/2012,24.42,-0.014230775
02/03/2012,24.77,-0.004431024
01/03/2012,24.88,0.004431024
29/02/2012,24.77,-0.0076413
28/02/2012,24.96,0.0076413
27/02/2012,24.77,-0.004431024
24/02/2012,24.88,-0.002809554
23/02/2012,24.95,0.007644374
22/02/2012,24.76,-0.001614205
21/02/2012,24.8,0.00404041
17/02/2012,24.7,-0.001213838
16/02/2012,24.73,0.036232864
15/02/2012,23.85,-0.004184107
14/02/2012,23.95,-0.016974119
13/02/2012,24.36,0.010730602
10/02/2012,24.1,-0.014009294
09/02/2012,24.44,0.004922077
08/02/2012,24.32,0.001646091
07/02/2012,24.28,0.016193005
06/02/2012,23.89,0.000418673
03/02/2012,23.88,0.031046508
02/02/2012,23.15,-0.001295057
01/02/2012,23.18,0.026668247
31/01/2012,22.57,0.000886525
30/01/2012,22.55,-0.019324273
27/01/2012,22.99,0.009176381
26/01/2012,22.78,0.026691976
25/01/2012,22.18,-0.009423449
24/01/2012,22.39,-0.000446528
23/01/2012,22.4,-0.001784122
20/01/2012,22.44,0.012105057
19/01/2012,22.17,0.009062137
18/01/2012,21.97,0.015596646
17/01/2012,21.63,0.000462428
13/01/2012,21.62,-0.004614683
12/01/2012,21.72,0.019996016
11/01/2012,21.29,-0.015381333
10/01/2012,21.62,0.034348237
09/01/2012,20.89,0.005760938
06/01/2012,20.77,0.009675934
05/01/2012,20.57,0.010752792
04/01/2012,20.35,-0.010266529
03/01/2012,20.56,0.023125262
30/12/2011,20.09,-0.000497636
29/12/2011,20.1,0.021625183
28/12/2011,19.67,-0.021625183
27/12/2011,20.1,-0.005952399
23/12/2011,20.22,0.015952482
22/12/2011,19.9,0.012133617
21/12/2011,19.66,0.003056548
20/12/2011,19.6,0.048611609
19/12/2011,18.67,-0.030073488
16/12/2011,19.24,0.010449416
15/12/2011,19.04,-0.003669729
14/12/2011,19.11,-0.010929071
13/12/2011,19.32,-0.035590945
12/12/2011,20.02,-0.037259212
09/12/2011,20.78,0.029794634
08/12/2011,20.17,-0.038419507
07/12/2011,20.96,0.013932486
06/12/2011,20.67,-0.001933302
05/12/2011,20.71,0.020981497
02/12/2011,20.28,0.002468528
01/12/2011,20.23,-0.000988142
30/11/2011,20.25,0.06529601
29/11/2011,18.97,0.005815507
28/11/2011,18.86,0.051684061
25/11/2011,17.91,0.006160759
23/11/2011,17.8,-0.023870131
22/11/2011,18.23,-0.022241221
21/11/2011,18.64,-0.03944766
18/11/2011,19.39,0.004652373
17/11/2011,19.3,-0.019497796
16/11/2011,19.68,-0.029539069
15/11/2011,20.27,0.008422145
14/11/2011,20.1,-0.011869576
11/11/2011,20.34,0.029942357
10/11/2011,19.74,0.041370946
09/11/2011,18.94,-0.068359091
08/11/2011,20.28,0.015904908
07/11/2011,19.96,-0.003500879
04/11/2011,20.03,-0.020751733
03/11/2011,20.45,0.043474245
02/11/2011,19.58,0.039588503
01/11/2011,18.82,-0.064306029
31/10/2011,20.07,-0.040522996
28/10/2011,20.9,0.002874942
27/10/2011,20.84,0.080922813
26/10/2011,19.22,0.022094534
25/10/2011,18.8,-0.045237763
24/10/2011,19.67,0.048434356
21/10/2011,18.74,0.035300977
20/10/2011,18.09,0.017285069
19/10/2011,17.78,-0.034819765
18/10/2011,18.41,0.047840045
17/10/2011,17.55,-0.033616611
14/10/2011,18.15,0.025105921
13/10/2011,17.7,-0.015695389
12/10/2011,17.98,0.05958234
11/10/2011,16.94,-0.009985399
10/10/2011,17.11,0.054651846
07/10/2011,16.2,-0.040525654
06/10/2011,16.87,0.027645991
05/10/2011,16.41,0.029059232
04/10/2011,15.94,0.070831808
03/10/2011,14.85,-0.043485112
30/09/2011,15.51,-0.059448218
29/09/2011,16.46,0.039026321
28/09/2011,15.83,-0.043270038
27/09/2011,16.53,0.011560822
26/09/2011,16.34,0.034872774
23/09/2011,15.78,-0.008204527
22/09/2011,15.91,-0.06036578
21/09/2011,16.9,-0.054129505
20/09/2011,17.84,-0.010039125
19/09/2011,18.02,-0.035435705
16/09/2011,18.67,0.014023962
15/09/2011,18.41,0.054701136
14/09/2011,17.43,0.04278414
13/09/2011,16.7,0.00480193
12/09/2011,16.62,0.009673594
09/09/2011,16.46,-0.046878948
08/09/2011,17.25,-0.040334919
07/09/2011,17.96,0.064984055
06/09/2011,16.83,-0.010638398
02/09/2011,17.01,-0.061557893
01/09/2011,18.09,-0.01154176
31/08/2011,18.3,0.019868203
30/08/2011,17.94,-0.009431415
29/08/2011,18.11,0.058556084
26/08/2011,17.08,0.001757985
25/08/2011,17.05,-0.041924026
24/08/2011,17.78,0.038995767
23/08/2011,17.1,0.065864936
22/08/2011,16.01,-0.00622667
19/08/2011,16.11,-0.006804851
18/08/2011,16.22,-0.096318527
17/08/2011,17.86,-0.003911712
16/08/2011,17.93,-0.022063774
15/08/2011,18.33,0.03102742
12/08/2011,17.77,-0.023909952
11/08/2011,18.2,0.090814805
10/08/2011,16.62,-0.117381832
09/08/2011,18.69,0.098901425
08/08/2011,16.93,-0.144399468
05/08/2011,19.56,-0.0192411
04/08/2011,19.94,-0.071130338
03/08/2011,21.41,0.013164271
02/08/2011,21.13,-0.04849715
01/08/2011,22.18,0
29/07/2011,22.18,-0.008529794
28/07/2011,22.37,0.00492943
27/07/2011,22.26,-0.03444049
26/07/2011,23.04,0.019724505
25/07/2011,22.59,-0.005298026
22/07/2011,22.71,0.003087103
21/07/2011,22.64,0.035975102
20/07/2011,21.84,-0.002286761
19/07/2011,21.89,0.021238102
18/07/2011,21.43,-0.034849927
15/07/2011,22.19,-0.006289329
14/07/2011,22.33,-0.015552413
13/07/2011,22.68,0.02139119
12/07/2011,22.2,-0.01519922
11/07/2011,22.54,-0.044683208
08/07/2011,23.57,-0.013903742
07/07/2011,23.9,0.026283836
06/07/2011,23.28,-0.0051414
05/07/2011,23.4,-0.006814336
01/07/2011,23.56,0.006814336
30/06/2011,23.4,0.001710864
29/06/2011,23.36,0.028219802
28/06/2011,22.71,0.017322219
27/06/2011,22.32,0.018083675
24/06/2011,21.92,-0.03276039
23/06/2011,22.65,-0.01880659
22/06/2011,23.08,-0.012486707
21/06/2011,23.37,0.011187724
20/06/2011,23.11,0.003033588
17/06/2011,23.04,0.00173762
16/06/2011,23,0.003920719
15/06/2011,22.91,-0.015161651
14/06/2011,23.26,0.012981576
13/06/2011,22.96,0.00087146
10/06/2011,22.94,-0.009976227
09/06/2011,23.17,0.020493414
08/06/2011,22.7,-0.003518034
07/06/2011,22.78,0.010147892
06/06/2011,22.55,-0.022364449
03/06/2011,23.06,-0.021026306
02/06/2011,23.55,0.002125399
01/06/2011,23.5,-0.048587509
31/05/2011,24.67,0.013877774
27/05/2011,24.33,0.004118622
26/05/2011,24.23,0.009121125
25/05/2011,24.01,-0.001248699
24/05/2011,24.04,-0.010345633
23/05/2011,24.29,-0.028811082
20/05/2011,25,0.012882626
19/05/2011,24.68,-0.000405104
18/05/2011,24.69,0.015510515
17/05/2011,24.31,-0.01348335
16/05/2011,24.64,-0.014904606
13/05/2011,25.01,-0.00756825
12/05/2011,25.2,0.026539555
11/05/2011,24.54,0.001631322
10/05/2011,24.5,0.003680233
09/05/2011,24.41,0.005751865
06/05/2011,24.27,0.005370804
05/05/2011,24.14,-0.017655971
04/05/2011,24.57,-0.019746763
03/05/2011,25.06,-0.003584947
02/05/2011,25.15,0.011195639
29/04/2011,24.87,-0.004012846
28/04/2011,24.97,0.006025325
27/04/2011,24.82,-0.001207973
26/04/2011,24.85,0.01011131
25/04/2011,24.6,-0.00809721
21/04/2011,24.8,0.00444535
20/04/2011,24.69,0.014277216
19/04/2011,24.34,-0.003690798
18/04/2011,24.43,-0.022263619
15/04/2011,24.98,0.016142401
14/04/2011,24.58,-0.000406752
13/04/2011,24.59,-0.010115401
12/04/2011,24.84,-0.025046032
11/04/2011,25.47,-0.017899311
08/04/2011,25.93,0.00541378
07/04/2011,25.79,0.001552193
06/04/2011,25.75,0
05/04/2011,25.75,-0.008507399
04/04/2011,25.97,-0.001154512
01/04/2011,26,0.017067909
31/03/2011,25.56,-0.001173021
30/03/2011,25.59,0.005093057
29/03/2011,25.46,0.00354122
28/03/2011,25.37,-0.009805923
25/03/2011,25.62,-0.012027303
24/03/2011,25.93,0.01947102
23/03/2011,25.43,0.00275645
22/03/2011,25.36,-0.003542613
21/03/2011,25.45,0.02385799
18/03/2011,24.85,0.006864554
17/03/2011,24.68,0.024196382
16/03/2011,24.09,-0.033472513
15/03/2011,24.91,-0.020266936
14/03/2011,25.42,-0.016387413
11/03/2011,25.84,0.008550382
10/03/2011,25.62,-0.033771437
09/03/2011,26.5,-0.001885015
08/03/2011,26.55,0.013652089
07/03/2011,26.19,-0.015533557
04/03/2011,26.6,-0.023408091
03/03/2011,27.23,0.042000924
02/03/2011,26.11,0.006146773
01/03/2011,25.95,-0.033721702
28/02/2011,26.84,0.016529302
25/02/2011,26.4,0.02960047
24/02/2011,25.63,-0.003505359
23/02/2011,25.72,-0.016197809
22/02/2011,26.14,-0.045249821
18/02/2011,27.35,-0.002556145
17/02/2011,27.42,0.002921843
16/02/2011,27.34,0.031206098
15/02/2011,26.5,0.01827926
14/02/2011,26.02,0.010430846
11/02/2011,25.75,0.019608471
10/02/2011,25.25,0.00595831
09/02/2011,25.1,-0.01148755
08/02/2011,25.39,-0.008236956
07/02/2011,25.6,0.007843177
04/02/2011,25.4,0.015473429
03/02/2011,25.01,0.00120024
02/02/2011,24.98,-0.01312407
01/02/2011,25.31,0.022778208
31/01/2011,24.74,0.003238869
28/01/2011,24.66,-0.006870102
