Date,Close,KSS
02/01/2014,56.99,0.004220157
31/12/2013,56.75,0.005477529
30/12/2013,56.44,0.008898439
27/12/2013,55.94,0.00447909
26/12/2013,55.69,-0.002331631
24/12/2013,55.82,0.004848712
23/12/2013,55.55,0.010859835
20/12/2013,54.95,0.006023565
19/12/2013,54.62,-0.002559884
18/12/2013,54.76,0.002926118
17/12/2013,54.6,0.004773279
16/12/2013,54.34,0.004796172
13/12/2013,54.08,-0.01632315
12/12/2013,54.97,-0.007792012
11/12/2013,55.4,0.007792012
10/12/2013,54.97,-0.000363769
09/12/2013,54.99,0.005287641
06/12/2013,54.7,-0.006196484
05/12/2013,55.04,0.012063754
04/12/2013,54.38,-0.015871901
03/12/2013,55.25,0.000905387
02/12/2013,55.2,-0.001448226
29/11/2013,55.28,-0.011510918
27/11/2013,55.92,0.000536625
26/11/2013,55.89,0.000715948
25/11/2013,55.85,0.01261278
22/11/2013,55.15,0.006366552
21/11/2013,54.8,0.001643686
20/11/2013,54.71,0.016029823
19/11/2013,53.84,0.002789921
18/11/2013,53.69,-0.004830927
15/11/2013,53.95,0.007441895
14/11/2013,53.55,-0.084299955
13/11/2013,58.26,0.011393184
12/11/2013,57.6,-0.00121454
11/11/2013,57.67,0.011159662
08/11/2013,57.03,0.008629093
07/11/2013,56.54,-0.026528606
06/11/2013,58.06,0.00569999
05/11/2013,57.73,-0.012736833
04/11/2013,58.47,0.028097582
01/11/2013,56.85,0.000879894
31/10/2013,56.8,-0.002812941
30/10/2013,56.96,-0.001403509
29/10/2013,57.04,0.02269601
28/10/2013,55.76,0.018462063
25/10/2013,54.74,-0.003282877
24/10/2013,54.92,0.001093095
23/10/2013,54.86,0.014874941
22/10/2013,54.05,0.007614486
21/10/2013,53.64,-0.005391851
18/10/2013,53.93,-0.000556122
17/10/2013,53.96,0.013433038
16/10/2013,53.24,0.034393914
15/10/2013,51.44,-0.000971534
14/10/2013,51.49,0.000777152
11/10/2013,51.45,-0.00755159
10/10/2013,51.84,0.010276387
09/10/2013,51.31,0.010580036
08/10/2013,50.77,-0.022398443
07/10/2013,51.92,-0.011299555
04/10/2013,52.51,0.003242731
03/10/2013,52.34,-0.003813887
02/10/2013,52.54,0.004196077
01/10/2013,52.32,0.010954275
30/09/2013,51.75,-0.005396043
27/09/2013,52.03,-0.001920123
26/09/2013,52.13,0.010994421
25/09/2013,51.56,-0.009650721
24/09/2013,52.06,0.000192105
23/09/2013,52.05,-0.010511325
20/09/2013,52.6,-0.004363091
19/09/2013,52.83,0.008745303
18/09/2013,52.37,0.009400549
17/09/2013,51.88,0.007351552
16/09/2013,51.5,0.005061331
13/09/2013,51.24,-0.00428433
12/09/2013,51.46,-0.00484638
11/09/2013,51.71,-0.012109711
10/09/2013,52.34,-0.002099438
09/09/2013,52.45,0.001144601
06/09/2013,52.39,-0.007037594
05/09/2013,52.76,0.025142866
04/09/2013,51.45,0.00097229
03/09/2013,51.4,0.001752508
30/08/2013,51.31,0.008415746
29/08/2013,50.88,0.012658397
28/08/2013,50.24,0.007993648
27/08/2013,49.84,-0.010776396
26/08/2013,50.38,-0.012231362
23/08/2013,51,-0.010920545
22/08/2013,51.56,-0.004257796
21/08/2013,51.78,-0.008461589
20/08/2013,52.22,0.012719385
19/08/2013,51.56,-0.013676415
16/08/2013,52.27,-0.02344596
15/08/2013,53.51,0.051185106
14/08/2013,50.84,0.000196715
13/08/2013,50.83,-0.007643349
12/08/2013,51.22,0.010401428
09/08/2013,50.69,-0.00648906
08/08/2013,51.02,0.001176701
07/08/2013,50.96,-0.014223328
06/08/2013,51.69,-0.02860607
05/08/2013,53.19,-0.006932112
02/08/2013,53.56,-0.011140108
01/08/2013,54.16,0.022028145
31/07/2013,52.98,-0.00037743
30/07/2013,53,-0.005832017
29/07/2013,53.31,-0.001499532
26/07/2013,53.39,0.002062436
25/07/2013,53.28,-0.005801457
24/07/2013,53.59,0.000933445
23/07/2013,53.54,-0.00112003
22/07/2013,53.6,0.013902159
19/07/2013,52.86,0.005691535
18/07/2013,52.56,-0.009090972
17/07/2013,53.04,0.001887149
16/07/2013,52.94,-0.010522457
15/07/2013,53.5,0.000186933
12/07/2013,53.49,-0.007821269
11/07/2013,53.91,0.006700193
10/07/2013,53.55,-0.002610968
09/07/2013,53.69,0.004106015
08/07/2013,53.47,0.013556977
05/07/2013,52.75,0.012206903
03/07/2013,52.11,-0.006884709
02/07/2013,52.47,0.01730147
01/07/2013,51.57,0.020768772
28/06/2013,50.51,-0.003360019
27/06/2013,50.68,-0.008840054
26/06/2013,51.13,0.010419833
25/06/2013,50.6,0.015334364
24/06/2013,49.83,-0.015136716
21/06/2013,50.59,0.000593178
20/06/2013,50.56,-0.024036331
19/06/2013,51.79,-0.012472578
18/06/2013,52.44,-0.005894113
17/06/2013,52.75,0.011439591
14/06/2013,52.15,0.004612732
13/06/2013,51.91,0.013771918
12/06/2013,51.2,-0.001366254
11/06/2013,51.27,-0.008545401
10/06/2013,51.71,-0.004823005
07/06/2013,51.96,0.012004016
06/06/2013,51.34,0.007232951
05/06/2013,50.97,-0.01711771
04/06/2013,51.85,0.008133275
03/06/2013,51.43,0.000388954
31/05/2013,51.41,0.005656896
30/05/2013,51.12,-0.008182395
29/05/2013,51.54,-0.001744694
28/05/2013,51.63,-0.005408551
24/05/2013,51.91,-0.004420959
23/05/2013,52.14,0.001151411
22/05/2013,52.08,-0.005170939
21/05/2013,52.35,0.022212405
20/05/2013,51.2,-0.007394468
17/05/2013,51.58,-0.008686475
16/05/2013,52.03,0.046218038
15/05/2013,49.68,0.009912087
14/05/2013,49.19,0.02095393
13/05/2013,48.17,-0.015040976
10/05/2013,48.9,0.014210928
09/05/2013,48.21,0.025418867
08/05/2013,47,-0.01394487
07/05/2013,47.66,-0.012096081
06/05/2013,48.24,-0.001450026
03/05/2013,48.31,0.027490977
02/05/2013,47,0.008547061
01/05/2013,46.6,-0.009822842
30/04/2013,47.06,-0.005509656
29/04/2013,47.32,-0.020084357
26/04/2013,48.28,0.005608074
25/04/2013,48.01,0.010679612
24/04/2013,47.5,-0.004411308
23/04/2013,47.71,0.007785415
22/04/2013,47.34,-0.002110151
19/04/2013,47.44,0.010169579
18/04/2013,46.96,-0.000212925
17/04/2013,46.97,-0.002339182
16/04/2013,47.08,-0.007617472
15/04/2013,47.44,-0.020447197
12/04/2013,48.42,-0.010273359
11/04/2013,48.92,0.021906228
10/04/2013,47.86,0.009236002
09/04/2013,47.42,-0.01257351
08/04/2013,48.02,-0.00291121
05/04/2013,48.16,0.001038745
04/04/2013,48.11,0.02227919
03/04/2013,47.05,0.028893774
02/04/2013,45.71,0.003726032
01/04/2013,45.54,-0.012872437
28/03/2013,46.13,-0.010137044
27/03/2013,46.6,-0.002785816
26/03/2013,46.73,0.007302438
25/03/2013,46.39,0.001510085
22/03/2013,46.32,-0.002371969
21/03/2013,46.43,-0.007082335
20/03/2013,46.76,0.004286333
19/03/2013,46.56,-0.041646397
18/03/2013,48.54,-0.015941478
15/03/2013,49.32,0.004878058
14/03/2013,49.08,0.005311555
13/03/2013,48.82,0.030995721
12/03/2013,47.33,0.005933478
11/03/2013,47.05,0.008323599
08/03/2013,46.66,0.010123942
07/03/2013,46.19,-0.001730478
06/03/2013,46.27,-0.008607757
05/03/2013,46.67,0.006017641
04/03/2013,46.39,0.004753682
01/03/2013,46.17,0.001517287
28/02/2013,46.1,-0.01100216
27/02/2013,46.61,0.021030585
26/02/2013,45.64,0.002852443
25/02/2013,45.51,-0.014831242
22/02/2013,46.19,-0.006904019
21/02/2013,46.51,-0.001289214
20/02/2013,46.57,0.001934444
19/02/2013,46.48,0.003016594
15/02/2013,46.34,-0.01371646
14/02/2013,46.98,0.008121438
13/02/2013,46.6,0.011655647
12/02/2013,46.06,-0.001084952
11/02/2013,46.11,0.002171082
08/02/2013,46.01,0.004356356
07/02/2013,45.81,-0.009559056
06/02/2013,46.25,0.018989985
05/02/2013,45.38,0.003753178
04/02/2013,45.21,-0.017540463
01/02/2013,46.01,-0.006067191
31/01/2013,46.29,0.012171417
30/01/2013,45.73,0.004602748
29/01/2013,45.52,0.009269543
28/01/2013,45.1,-0.003320424
25/01/2013,45.25,0.007764875
24/01/2013,44.9,0.032826943
23/01/2013,43.45,-0.00573725
22/01/2013,43.7,-0.002970412
18/01/2013,43.83,0.008707663
17/01/2013,43.45,0.015306421
16/01/2013,42.79,0.000935235
15/01/2013,42.75,0.017937701
14/01/2013,41.99,-0.000714201
11/01/2013,42.02,-0.011358381
10/01/2013,42.5,0.013025643
09/01/2013,41.95,0.003342888
08/01/2013,41.81,-0.003819532
07/01/2013,41.97,-0.006175792
04/01/2013,42.23,-0.002837552
03/01/2013,42.35,0.003311261
02/01/2013,42.21,-0.018077731
31/12/2012,42.98,0.01642073
28/12/2012,42.28,-0.006130649
27/12/2012,42.54,-0.002582464
26/12/2012,42.65,-0.018813701
24/12/2012,43.46,0.002534272
21/12/2012,43.35,-0.010098778
20/12/2012,43.79,-0.021685964
19/12/2012,44.75,0.009655402
18/12/2012,44.32,0.002937523
17/12/2012,44.19,0.008864702
14/12/2012,43.8,-0.001596898
13/12/2012,43.87,0.002739102
12/12/2012,43.75,0.005730675
11/12/2012,43.5,-0.003671413
10/12/2012,43.66,-0.009800648
07/12/2012,44.09,0.00136178
06/12/2012,44.03,-0.002721707
05/12/2012,44.15,0.009558562
04/12/2012,43.73,-0.000914286
03/12/2012,43.77,-0.019905656
30/11/2012,44.65,-0.008252528
29/11/2012,45.02,-0.127655657
28/11/2012,51.15,-0.000195484
27/11/2012,51.16,-0.014553473
26/11/2012,51.91,-0.006528441
23/11/2012,52.25,0.005373262
21/11/2012,51.97,-0.003265779
20/11/2012,52.14,-0.001724634
19/11/2012,52.23,0.023243347
16/11/2012,51.03,-0.003130505
15/11/2012,51.19,-0.000781097
14/11/2012,51.23,0.002345125
13/11/2012,51.11,-0.001368658
12/11/2012,51.18,-0.009334957
09/11/2012,51.66,0.002131577
08/11/2012,51.55,-0.052340273
07/11/2012,54.32,-0.014438705
06/11/2012,55.11,0.003271541
05/11/2012,54.93,0.006941935
02/11/2012,54.55,-0.008033638
01/11/2012,54.99,0.031590324
31/10/2012,53.28,0.017800129
26/10/2012,52.34,0.014433042
25/10/2012,51.59,0.004468196
24/10/2012,51.36,-0.006791527
23/10/2012,51.71,-0.012682722
22/10/2012,52.37,-0.010636378
19/10/2012,52.93,-0.012951847
18/10/2012,53.62,0.015221566
17/10/2012,52.81,0.006840232
16/10/2012,52.45,0.014209148
15/10/2012,51.71,0.005623985
12/10/2012,51.42,0.005069225
11/10/2012,51.16,0.020138884
10/10/2012,50.14,-0.009132484
09/10/2012,50.6,-0.009245664
08/10/2012,51.07,0.001371608
05/10/2012,51,0.001373492
04/10/2012,50.93,-0.025396344
03/10/2012,52.24,0.025200015
02/10/2012,50.94,-0.017127706
01/10/2012,51.82,0.011646094
28/09/2012,51.22,0.004304448
27/09/2012,51,-0.007617968
26/09/2012,51.39,0.00409477
25/09/2012,51.18,-0.021456317
24/09/2012,52.29,-0.010084759
21/09/2012,52.82,-0.00472189
20/09/2012,53.07,-0.007321914
19/09/2012,53.46,0.007133501
18/09/2012,53.08,-0.004136122
17/09/2012,53.3,-0.001874415
14/09/2012,53.4,-0.005602256
13/09/2012,53.7,-0.001302689
12/09/2012,53.77,0.033087431
11/09/2012,52.02,-0.012607617
10/09/2012,52.68,0.002851442
07/09/2012,52.53,-0.005316132
06/09/2012,52.81,0.030961035
05/09/2012,51.2,-0.01531186
04/09/2012,51.99,-0.004031102
31/08/2012,52.2,-0.010860353
30/08/2012,52.77,0.008946476
29/08/2012,52.3,-0.000955566
28/08/2012,52.35,-0.003622847
27/08/2012,52.54,0.000761615
24/08/2012,52.5,0.020202707
23/08/2012,51.45,-0.000777152
22/08/2012,51.49,-0.004070167
21/08/2012,51.7,-0.004438876
20/08/2012,51.93,-0.000577534
17/08/2012,51.96,0.011614532
16/08/2012,51.36,0.006445964
15/08/2012,51.03,0.006290565
14/08/2012,50.71,0.001578844
13/08/2012,50.63,-0.007281347
10/08/2012,51,-0.008201569
09/08/2012,51.42,-0.012369698
08/08/2012,52.06,0.004427767
07/08/2012,51.83,-0.003659128
06/08/2012,52.02,0.017648087
03/08/2012,51.11,0.01916108
02/08/2012,50.14,0.00821072
01/08/2012,49.73,0.000201106
31/07/2012,49.72,-0.0018085
30/07/2012,49.81,0.010900391
27/07/2012,49.27,0.034482615
26/07/2012,47.6,-0.005447321
25/07/2012,47.86,-0.003962053
24/07/2012,48.05,-0.015488177
23/07/2012,48.8,0.000820008
20/07/2012,48.76,-0.012230075
19/07/2012,49.36,0.003450029
18/07/2012,49.19,0.004278299
17/07/2012,48.98,0.027529421
16/07/2012,47.65,0.000839807
13/07/2012,47.61,0.010345284
12/07/2012,47.12,-0.00908425
11/07/2012,47.55,-0.008377012
10/07/2012,47.95,-0.001667014
09/07/2012,48.03,0.005846749
06/07/2012,47.75,0.015193371
05/07/2012,47.03,0.060704361
03/07/2012,44.26,-0.024990145
02/07/2012,45.38,-0.002421042
29/06/2012,45.49,0.020880368
28/06/2012,44.55,0.022472856
27/06/2012,43.56,0.00437134
26/06/2012,43.37,0.005549147
25/06/2012,43.13,-0.004395611
22/06/2012,43.32,-0.01056267
21/06/2012,43.78,-0.02079641
20/06/2012,44.7,0.006058585
19/06/2012,44.43,0.016109254
18/06/2012,43.72,-0.018581999
15/06/2012,44.54,0.016069147
14/06/2012,43.83,0.010320009
13/06/2012,43.38,-0.024141459
12/06/2012,44.44,0.010632382
11/06/2012,43.97,-0.024931106
08/06/2012,45.08,0.024931106
07/06/2012,43.97,-0.004538242
06/06/2012,44.17,0.003856192
05/06/2012,44,0
04/06/2012,44,-0.015783868
01/06/2012,44.7,-0.024747175
31/05/2012,45.82,-0.063419388
30/05/2012,48.82,-0.036601713
29/05/2012,50.64,0.002966481
25/05/2012,50.49,0.008952611
24/05/2012,50.04,0.02243198
23/05/2012,48.93,0.005533368
22/05/2012,48.66,0.018668868
21/05/2012,47.76,0.012006463
18/05/2012,47.19,0.016451605
17/05/2012,46.42,-0.009007138
16/05/2012,46.84,-0.001280137
15/05/2012,46.9,-0.007646596
14/05/2012,47.26,-0.019279725
11/05/2012,48.18,-0.00991334
10/05/2012,48.66,-0.044219423
09/05/2012,50.86,0
08/05/2012,50.86,0.01286255
07/05/2012,50.21,0.003191704
04/05/2012,50.05,-0.023693112
03/05/2012,51.25,0.010986966
02/05/2012,50.69,0.006928663
01/05/2012,50.34,0.004180358
30/04/2012,50.13,-0.013276723
27/04/2012,50.8,0.010487877
26/04/2012,50.27,0.010197029
25/04/2012,49.76,0.008476337
24/04/2012,49.34,-0.012887814
23/04/2012,49.98,-0.009558018
20/04/2012,50.46,-0.001386276
19/04/2012,50.53,-0.009454473
18/04/2012,51.01,-0.0027408
17/04/2012,51.15,0.007850874
16/04/2012,50.75,0.023122417
13/04/2012,49.59,-0.006632524
12/04/2012,49.92,0.01391853
11/04/2012,49.23,0.005703825
10/04/2012,48.95,-0.020223136
09/04/2012,49.95,-0.007380107
05/04/2012,50.32,-0.032456417
04/04/2012,51.98,0.003275848
03/04/2012,51.81,0.006001373
02/04/2012,51.5,0.028958982
30/03/2012,50.03,0.005009529
29/03/2012,49.78,0.016405431
28/03/2012,48.97,-0.00326198
27/03/2012,49.13,0.013318504
26/03/2012,48.48,0.007869165
23/03/2012,48.1,0.001040042
22/03/2012,48.05,-0.014257913
21/03/2012,48.74,0.004317885
20/03/2012,48.53,-0.00390746
19/03/2012,48.72,-0.033306136
16/03/2012,50.37,-0.01478005
15/03/2012,51.12,-0.00136839
14/03/2012,51.19,-0.001171418
13/03/2012,51.25,0.013357103
12/03/2012,50.57,0.006546993
09/03/2012,50.24,0.023971336
08/03/2012,49.05,0.017066313
07/03/2012,48.22,-0.000207361
06/03/2012,48.23,0.002283343
05/03/2012,48.12,-0.005801923
02/03/2012,48.4,-0.009663898
01/03/2012,48.87,-0.016438726
29/02/2012,49.68,0.002620177
28/02/2012,49.55,0.006885406
27/02/2012,49.21,-0.004662958
24/02/2012,49.44,0.006697133
23/02/2012,49.11,-0.060828226
22/02/2012,52.19,0.007693825
21/02/2012,51.79,-0.000193069
17/02/2012,51.8,-0.00327648
16/02/2012,51.97,0.021786507
15/02/2012,50.85,-0.000982801
14/02/2012,50.9,0.011659059
13/02/2012,50.31,0.008583744
10/02/2012,49.88,-0.011560822
09/02/2012,50.46,0.00636185
08/02/2012,50.14,0.001397066
07/02/2012,50.07,0.025691713
06/02/2012,48.8,-0.005517537
03/02/2012,49.07,0.048005878
02/02/2012,46.77,0.026211833
01/02/2012,45.56,-0.009393843
31/01/2012,45.99,-0.002172025
30/01/2012,46.09,-0.012934002
27/01/2012,46.69,0.005153544
26/01/2012,46.45,-0.027602602
25/01/2012,47.75,-0.003762546
24/01/2012,47.93,0.009011902
23/01/2012,47.5,0.002740594
20/01/2012,47.37,-0.022955933
19/01/2012,48.47,0.007870795
18/01/2012,48.09,0.019952358
17/01/2012,47.14,0.003612797
13/01/2012,46.97,0.011994147
12/01/2012,46.41,0.008656189
11/01/2012,46.01,-0.000434594
10/01/2012,46.03,0.000434594
09/01/2012,46.01,-0.010808579
06/01/2012,46.51,-0.000214984
05/01/2012,46.52,-0.017895663
04/01/2012,47.36,-0.014047825
03/01/2012,48.03,-0.02711195
30/12/2011,49.35,-0.009880109
29/12/2011,49.84,-0.005003513
28/12/2011,50.09,0.004401768
27/12/2011,49.87,-0.002003206
23/12/2011,49.97,0.013498744
22/12/2011,49.3,-0.002633446
21/12/2011,49.43,0.006902179
20/12/2011,49.09,0.019541916
19/12/2011,48.14,-0.014026633
16/12/2011,48.82,-0.004292291
15/12/2011,49.03,-0.006302755
14/12/2011,49.34,-0.020462098
13/12/2011,50.36,-0.019078167
12/12/2011,51.33,0.008412453
09/12/2011,50.9,0.006702174
08/12/2011,50.56,-0.002370606
07/12/2011,50.68,-0.000986096
06/12/2011,50.73,-0.000591191
05/12/2011,50.76,0.004937306
02/12/2011,50.51,0.002775577
01/12/2011,50.37,-0.065877707
30/11/2011,53.8,0.021417313
29/11/2011,52.66,0.007242265
28/11/2011,52.28,0.009030708
25/11/2011,51.81,-0.006349228
23/11/2011,52.14,-0.030969242
22/11/2011,53.78,-0.010542963
21/11/2011,54.35,-0.018051361
18/11/2011,55.34,0.006708392
17/11/2011,54.97,-0.011215747
16/11/2011,55.59,-0.003053437
15/11/2011,55.76,-0.000179324
14/11/2011,55.77,-0.013358467
11/11/2011,56.52,0.020737247
10/11/2011,55.36,0.019517263
09/11/2011,54.29,-0.025280968
08/11/2011,55.68,-0.003048509
07/11/2011,55.85,-0.004109717
04/11/2011,56.08,0.005005373
03/11/2011,55.8,0.023573168
02/11/2011,54.5,0.024518316
01/11/2011,53.18,0.003201811
31/10/2011,53.01,-0.001131222
28/10/2011,53.07,-0.030251913
27/10/2011,54.7,0.044485002
26/10/2011,52.32,-0.010646488
25/10/2011,52.88,-0.027787336
24/10/2011,54.37,0.003316142
21/10/2011,54.19,0.023526104
20/10/2011,52.93,0.017149811
19/10/2011,52.03,-0.00326202
18/10/2011,52.2,0.04365967
17/10/2011,49.97,-0.009559921
14/10/2011,50.45,0.015179041
13/10/2011,49.69,-0.010609648
12/10/2011,50.22,0.002791627
11/10/2011,50.08,-0.03260945
10/10/2011,51.74,0.030813938
07/10/2011,50.17,0.001795512
06/10/2011,50.08,0.011447057
05/10/2011,49.51,-0.004634769
04/10/2011,49.74,0.041039817
03/10/2011,47.74,-0.028089414
30/09/2011,49.1,0.000407415
29/09/2011,49.08,0.027891489
28/09/2011,47.73,0.001257862
27/09/2011,47.67,-0.00564796
26/09/2011,47.94,0.037403425
23/09/2011,46.18,0.034140525
22/09/2011,44.63,-0.008922656
21/09/2011,45.03,-0.039622074
20/09/2011,46.85,-0.00998203
19/09/2011,47.32,-0.003796672
16/09/2011,47.5,0.011220611
15/09/2011,46.97,0.042402265
14/09/2011,45.02,0.024281769
13/09/2011,43.94,-0.000909918
12/09/2011,43.98,0.031880732
09/09/2011,42.6,-0.029376462
08/09/2011,43.87,-0.024764886
07/09/2011,44.97,0.031397271
06/09/2011,43.58,-0.007999128
02/09/2011,43.93,-0.032694358
01/09/2011,45.39,-0.020713703
31/08/2011,46.34,-0.006238592
30/08/2011,46.63,-0.022058158
29/08/2011,47.67,0.016284594
26/08/2011,46.9,0.010502722
25/08/2011,46.41,-0.023214758
24/08/2011,47.5,0.009306328
23/08/2011,47.06,0.034810563
22/08/2011,45.45,0.007287213
19/08/2011,45.12,-0.006847073
18/08/2011,45.43,-0.031418465
17/08/2011,46.88,-0.013769945
16/08/2011,47.53,0
15/08/2011,47.53,-0.000210371
12/08/2011,47.54,0.000841751
11/08/2011,47.5,0.069970793
10/08/2011,44.29,-0.049982885
09/08/2011,46.56,0.074438452
08/08/2011,43.22,-0.090206944
05/08/2011,47.3,-0.007791974
04/08/2011,47.67,-0.082894811
03/08/2011,51.79,-0.013235064
02/08/2011,52.48,-0.038318864
01/08/2011,54.53,-0.003295499
29/07/2011,54.71,-0.008372819
28/07/2011,55.17,0.003086142
27/07/2011,55,-0.019980865
26/07/2011,56.11,0.003034362
25/07/2011,55.94,-0.01877158
22/07/2011,57,0.001755927
21/07/2011,56.9,0.010956109
20/07/2011,56.28,-0.005316334
19/07/2011,56.58,0.026324378
18/07/2011,55.11,-0.011546222
15/07/2011,55.75,-0.003938423
14/07/2011,55.97,0.003400451
13/07/2011,55.78,-0.001791152
12/07/2011,55.88,0.013693908
11/07/2011,55.12,-0.001087942
08/07/2011,55.18,-0.010814813
07/07/2011,55.78,0.06844239
06/07/2011,52.09,0.01100291
05/07/2011,51.52,-0.005226999
01/07/2011,51.79,0.034974095
30/06/2011,50.01,-0.008363251
29/06/2011,50.43,-0.005734074
28/06/2011,50.72,0.009906956
27/06/2011,50.22,0.015451296
24/06/2011,49.45,-0.028900865
23/06/2011,50.9,0.001572946
22/06/2011,50.82,-0.006667999
21/06/2011,51.16,0.001956565
20/06/2011,51.06,0.018381781
17/06/2011,50.13,0.002996706
16/06/2011,49.98,0.004210533
15/06/2011,49.77,-0.009200065
14/06/2011,50.23,0.008597474
13/06/2011,49.8,0.000803536
10/06/2011,49.76,-0.018517204
09/06/2011,50.69,-0.003348108
08/06/2011,50.86,-0.001179014
07/06/2011,50.92,0.008480477
06/06/2011,50.49,-0.003558723
03/06/2011,50.67,-0.014109582
02/06/2011,51.39,-0.029337738
01/06/2011,52.92,-0.006028654
31/05/2011,53.24,-0.007112139
27/05/2011,53.62,-0.01094326
26/05/2011,54.21,0
25/05/2011,54.21,-0.005885616
24/05/2011,54.53,-0.008218474
23/05/2011,54.98,0.005837302
20/05/2011,54.66,-0.034346629
19/05/2011,56.57,0.001415178
18/05/2011,56.49,0.014981554
17/05/2011,55.65,0.005405419
16/05/2011,55.35,0.003257332
13/05/2011,55.17,-0.009201689
12/05/2011,55.68,0.037885398
11/05/2011,53.61,0.012765332
10/05/2011,52.93,0.012165138
09/05/2011,52.29,0.001339585
06/05/2011,52.22,-0.010856216
05/05/2011,52.79,-0.010552199
04/05/2011,53.35,0.004132237
03/05/2011,53.13,0.006798893
02/05/2011,52.77,0.001137657
29/04/2011,52.71,-0.007183396
28/04/2011,53.09,-0.004885391
27/04/2011,53.35,0.004132237
26/04/2011,53.13,0.019192988
25/04/2011,52.12,0.001728277
21/04/2011,52.03,-0.008421102
20/04/2011,52.47,0.004010318
19/04/2011,52.26,-0.005724114
18/04/2011,52.56,-0.013417947
15/04/2011,53.27,-0.011757157
14/04/2011,53.9,-0.002964063
13/04/2011,54.06,-0.005166063
12/04/2011,54.34,0.002579696
11/04/2011,54.2,0
08/04/2011,54.2,-0.010279092
07/04/2011,54.76,0.008804165
06/04/2011,54.28,-0.004961877
05/04/2011,54.55,0.018315191
04/04/2011,53.56,-0.008921992
01/04/2011,54.04,0.018678167
31/03/2011,53.04,-0.000942241
30/03/2011,53.09,0.000942241
29/03/2011,53.04,0.004535155
28/03/2011,52.8,-0.013170463
25/03/2011,53.5,0.010711368
24/03/2011,52.93,0.009491339
23/03/2011,52.43,-0.009869125
22/03/2011,52.95,-0.00018884
21/03/2011,52.96,0.003594064
18/03/2011,52.77,-0.012055147
17/03/2011,53.41,0.013382539
16/03/2011,52.7,-0.010382349
15/03/2011,53.25,-0.009717886
14/03/2011,53.77,-0.012750796
11/03/2011,54.46,-0.010957012
10/03/2011,55.06,-0.011377098
09/03/2011,55.69,0.026566337
08/03/2011,54.23,0.012618464
07/03/2011,53.55,-0.009848635
04/03/2011,54.08,-0.003875616
03/03/2011,54.29,0.004615535
02/03/2011,54.04,0.014163487
01/03/2011,53.28,-0.011383906
28/02/2011,53.89,0.010258413
25/02/2011,53.34,-0.008586948
24/02/2011,53.8,0.033645207
23/02/2011,52.02,-0.004028782
22/02/2011,52.23,-0.022528165
18/02/2011,53.42,-0.00224383
17/02/2011,53.54,0.006370642
16/02/2011,53.2,0.015915455
15/02/2011,52.36,0.000573121
14/02/2011,52.33,-0.007993952
11/02/2011,52.75,-0.004728141
10/02/2011,53,0.003780723
09/02/2011,52.8,0.00951482
08/02/2011,52.3,0.01018554
07/02/2011,51.77,0.011462
04/02/2011,51.18,0.002347419
03/02/2011,51.06,0.006089794
02/02/2011,50.75,-0.011168922
01/02/2011,51.32,0.010577963
31/01/2011,50.78,-0.008236956
28/01/2011,51.2,-0.01531186
