Date,Close,KMI
06/04/2011,29.46,0.000679117
05/04/2011,29.44,0
04/04/2011,29.44,-0.002035969
01/04/2011,29.5,-0.004734537
31/03/2011,29.64,-0.001685488
30/03/2011,29.69,-0.003362478
29/03/2011,29.79,0.005722958
28/03/2011,29.62,0.003381809
25/03/2011,29.52,-0.017794661
24/03/2011,30.05,0.000998835
23/03/2011,30.02,-0.022398828
22/03/2011,30.7,-0.003901175
21/03/2011,30.82,0.010437146
18/03/2011,30.5,0.01154176
17/03/2011,30.15,0.003322262
16/03/2011,30.05,0.005673301
15/03/2011,29.88,-0.003674632
14/03/2011,29.99,-0.003661179
11/03/2011,30.1,0
10/03/2011,30.1,-0.021364822
09/03/2011,30.75,-0.007129
08/03/2011,30.97,0.00226281
07/03/2011,30.9,0.001619434
04/03/2011,30.85,0.002596561
03/03/2011,30.77,0.006521053
02/03/2011,30.57,0.003933142
01/03/2011,30.45,-0.001640689
28/02/2011,30.5,0
25/02/2011,30.5,0.001312336
24/02/2011,30.46,0.001314061
23/02/2011,30.42,-0.009813621
22/02/2011,30.72,-0.020938114
18/02/2011,31.37,0.026487337
17/02/2011,30.55,-0.005549223
16/02/2011,30.72,-0.007135937
15/02/2011,30.94,0.007787191
14/02/2011,30.7,-0.011336154
11/02/2011,31.05,
