Date,Close,IFF
06/12/2013,86.31,0.01823972
05/12/2013,84.75,-0.00588237
04/12/2013,85.25,-0.015711699
03/12/2013,86.6,-0.014558634
02/12/2013,87.87,-0.005447749
29/11/2013,88.35,-0.00079199
27/11/2013,88.42,0.001924493
26/11/2013,88.25,0.002268861
25/11/2013,88.05,-0.004193353
22/11/2013,88.42,0.001018388
21/11/2013,88.33,0.001359465
20/11/2013,88.21,-0.004411522
19/11/2013,88.6,0.000451569
18/11/2013,88.56,-0.00022581
15/11/2013,88.58,-0.014680602
14/11/2013,89.89,0.011974851
13/11/2013,88.82,0.014858777
12/11/2013,87.51,0.003090131
11/11/2013,87.24,0.003444716
08/11/2013,86.94,0.021038726
07/11/2013,85.13,-0.018274384
06/11/2013,86.7,0.029021461
05/11/2013,84.22,0.008346299
04/11/2013,83.52,0.007813009
01/11/2013,82.87,0.002658291
31/10/2013,82.65,-0.004587164
30/10/2013,83.03,-0.005644644
29/10/2013,83.5,0.009385221
28/10/2013,82.72,0.010939698
25/10/2013,81.82,-0.008397786
24/10/2013,82.51,0.002669904
23/10/2013,82.29,-0.00291227
22/10/2013,82.53,0.003884914
21/10/2013,82.21,-0.001580067
18/10/2013,82.34,-0.005812562
17/10/2013,82.82,0.02086332
16/10/2013,81.11,0.011033398
15/10/2013,80.22,-0.013619128
14/10/2013,81.32,0.002955667
11/10/2013,81.08,-0.000862972
10/10/2013,81.15,0.012274657
09/10/2013,80.16,0.002373073
08/10/2013,79.97,-0.017846551
07/10/2013,81.41,-0.018980981
04/10/2013,82.97,0.014568669
03/10/2013,81.77,-0.004271164
02/10/2013,82.12,-0.00607019
01/10/2013,82.62,0.003880674
30/09/2013,82.3,0.008541846
27/09/2013,81.6,-0.004280043
26/09/2013,81.95,-0.001585076
25/09/2013,82.08,-0.006799443
24/09/2013,82.64,0.001574327
23/09/2013,82.51,-0.007486149
20/09/2013,83.13,-0.009339148
19/09/2013,83.91,-0.003331353
18/09/2013,84.19,0.018461325
17/09/2013,82.65,-0.003140858
16/09/2013,82.91,0.011158394
13/09/2013,81.99,0.013754362
12/09/2013,80.87,0.001237318
11/09/2013,80.77,0.006085086
10/09/2013,80.28,0.006749182
09/09/2013,79.74,0.01173145
06/09/2013,78.81,-0.012483612
05/09/2013,79.8,-0.006744124
04/09/2013,80.34,0.011895213
03/09/2013,79.39,0.004797989
30/08/2013,79.01,-0.005805165
29/08/2013,79.47,-0.001885726
28/08/2013,79.62,-0.003510535
27/08/2013,79.9,-0.020563093
26/08/2013,81.56,0.000490557
23/08/2013,81.52,-0.002695089
22/08/2013,81.74,0.007244184
21/08/2013,81.15,-0.011638722
20/08/2013,82.1,0.008685601
19/08/2013,81.39,-0.009902887
16/08/2013,82.2,-0.000729661
15/08/2013,82.26,-0.009437457
14/08/2013,83.04,-0.006721101
13/08/2013,83.6,0.000239263
12/08/2013,83.58,0.00023932
09/08/2013,83.56,-0.006679414
08/08/2013,84.12,0.010756647
07/08/2013,83.22,-0.000120156
06/08/2013,83.23,0.005542183
05/08/2013,82.77,0.013256503
02/08/2013,81.68,-0.002933987
01/08/2013,81.92,0.015252448
31/07/2013,80.68,0.004845633
30/07/2013,80.29,0.004493829
29/07/2013,79.93,0.007408837
26/07/2013,79.34,-0.004527171
25/07/2013,79.7,0.011991308
24/07/2013,78.75,-0.002789756
23/07/2013,78.97,-0.012458476
22/07/2013,79.96,0.000750657
19/07/2013,79.9,0.00476729
18/07/2013,79.52,0.002770434
17/07/2013,79.3,-0.003399009
16/07/2013,79.57,-0.004764302
15/07/2013,79.95,-0.002623198
12/07/2013,80.16,-0.002989539
11/07/2013,80.4,0.005112549
10/07/2013,79.99,0.005138822
09/07/2013,79.58,0.005039063
08/07/2013,79.18,0.003922814
05/07/2013,78.87,0.019848273
03/07/2013,77.32,-0.00515997
02/07/2013,77.72,-0.00244169
01/07/2013,77.91,0.03593514
28/06/2013,75.16,-0.00979751
27/06/2013,75.9,0.001846236
26/06/2013,75.76,0.003040521
25/06/2013,75.53,0.007975584
24/06/2013,74.93,-0.022042732
21/06/2013,76.6,0.00169857
20/06/2013,76.47,-0.031789563
19/06/2013,78.94,-0.012713369
18/06/2013,79.95,0.005518639
17/06/2013,79.51,0.013166414
14/06/2013,78.47,-0.007743612
13/06/2013,79.08,0.010934629
12/06/2013,78.22,-0.009036014
11/06/2013,78.93,-0.010209958
10/06/2013,79.74,0.000752729
07/06/2013,79.68,0.013010984
06/06/2013,78.65,0.003311261
05/06/2013,78.39,-0.023076492
04/06/2013,80.22,-0.00087222
03/06/2013,80.29,0
31/05/2013,80.29,-0.014098675
30/05/2013,81.43,-0.002208048
29/05/2013,81.61,-0.009269489
28/05/2013,82.37,0.004745978
24/05/2013,81.98,0.003054184
23/05/2013,81.73,0.003554579
22/05/2013,81.44,-0.010747539
21/05/2013,82.32,0.002310734
20/05/2013,82.13,-0.003524768
17/05/2013,82.42,0.015036039
16/05/2013,81.19,-0.008340537
15/05/2013,81.87,0.005266071
14/05/2013,81.44,0.016965301
13/05/2013,80.07,-0.001248128
10/05/2013,80.17,0.006632901
09/05/2013,79.64,-0.001004016
08/05/2013,79.72,0.003266745
07/05/2013,79.46,0.016111988
06/05/2013,78.19,0.003202462
03/05/2013,77.94,0.01460446
02/05/2013,76.81,0.007842152
01/05/2013,76.21,-0.012777227
30/04/2013,77.19,0.009109902
29/04/2013,76.49,0.00787509
26/04/2013,75.89,-0.012700662
25/04/2013,76.86,0.000390396
24/04/2013,76.83,-0.003378382
23/04/2013,77.09,0.012925306
22/04/2013,76.1,0.013760471
19/04/2013,75.06,0.016251785
18/04/2013,73.85,-0.00809175
17/04/2013,74.45,-0.009358357
16/04/2013,75.15,0.021928638
15/04/2013,73.52,-0.026310242
12/04/2013,75.48,-0.007654782
11/04/2013,76.06,0.010175179
10/04/2013,75.29,0.018769823
09/04/2013,73.89,-0.000811688
08/04/2013,73.95,0.002437044
05/04/2013,73.77,-0.011322402
04/04/2013,74.61,0.006049625
03/04/2013,74.16,-0.015255214
02/04/2013,75.3,-0.002387586
01/04/2013,75.48,-0.015642777
28/03/2013,76.67,0.016703223
27/03/2013,75.4,-0.004499147
26/03/2013,75.74,0.006224773
25/03/2013,75.27,-0.002255989
22/03/2013,75.44,-0.00528822
21/03/2013,75.84,-0.013359727
20/03/2013,76.86,0.0185154
19/03/2013,75.45,-0.002647255
18/03/2013,75.65,-0.006456311
15/03/2013,76.14,0.003816045
14/03/2013,75.85,0.005817814
13/03/2013,75.41,0.008255706
12/03/2013,74.79,-0.004269519
11/03/2013,75.11,0.015023757
08/03/2013,73.99,0.004334288
07/03/2013,73.67,-0.00162756
06/03/2013,73.79,0.005026843
05/03/2013,73.42,0.001090215
04/03/2013,73.34,0.000545554
01/03/2013,73.3,0.004375178
28/02/2013,72.98,0.002469476
27/02/2013,72.8,0.016201975
26/02/2013,71.63,0.01264417
25/02/2013,70.73,-0.024164874
22/02/2013,72.46,0.007619348
21/02/2013,71.91,-0.007343296
20/02/2013,72.44,-0.019277376
19/02/2013,73.85,-0.000406146
15/02/2013,73.88,0.001083424
14/02/2013,73.8,-0.005001024
13/02/2013,74.17,0.009891009
12/02/2013,73.44,0.001498944
11/02/2013,73.33,-0.003675224
08/02/2013,73.6,0.012853999
07/02/2013,72.66,0.020438668
06/02/2013,71.19,0.000280978
05/02/2013,71.17,0.00620157
04/02/2013,70.73,-0.008306982
01/02/2013,71.32,0.012557484
31/01/2013,70.43,-0.005804504
30/01/2013,70.84,-0.004647568
29/01/2013,71.17,0.009316838
28/01/2013,70.51,-0.008754645
25/01/2013,71.13,0.005074007
24/01/2013,70.77,0.006805641
23/01/2013,70.29,-0.007370692
22/01/2013,70.81,0.003536822
18/01/2013,70.56,0.006825965
17/01/2013,70.08,0.008886399
16/01/2013,69.46,0.000287977
15/01/2013,69.44,0.005777024
14/01/2013,69.04,0.00595629
11/01/2013,68.63,-0.006101123
10/01/2013,69.05,0.005955425
09/01/2013,68.64,0.006577529
08/01/2013,68.19,0.000733514
07/01/2013,68.14,-0.001319939
04/01/2013,68.23,0.001907138
03/01/2013,68.1,-0.00366435
02/01/2013,68.35,0.026838293
31/12/2012,66.54,0.008754773
28/12/2012,65.96,-0.016539243
27/12/2012,67.06,-0.004166673
26/12/2012,67.34,0.000594177
24/12/2012,67.3,0.005214165
21/12/2012,66.95,-0.006847303
20/12/2012,67.41,0.008641293
19/12/2012,66.83,-0.00343566
18/12/2012,67.06,0.010191935
17/12/2012,66.38,0.010449099
14/12/2012,65.69,0.003965838
13/12/2012,65.43,-0.0004584
12/12/2012,65.46,0.004440029
11/12/2012,65.17,-0.003217161
10/12/2012,65.38,0.009837153
07/12/2012,64.74,0.000772618
06/12/2012,64.69,0.004027267
05/12/2012,64.43,-0.003099336
04/12/2012,64.63,0.001703446
03/12/2012,64.52,-0.007873449
30/11/2012,65.03,0.001230959
29/11/2012,64.95,0.005867836
28/11/2012,64.57,0.006214095
27/11/2012,64.17,-0.000467399
26/11/2012,64.2,-0.002022875
23/11/2012,64.33,0.009684549
21/11/2012,63.71,0.005982386
20/11/2012,63.33,0.000947867
19/11/2012,63.27,0.027236544
16/11/2012,61.57,-0.003081167
15/11/2012,61.76,0.002107141
14/11/2012,61.63,-0.008562941
13/11/2012,62.16,-0.00737301
12/11/2012,62.62,0.000479195
09/11/2012,62.59,0.000799169
08/11/2012,62.54,-0.012710689
07/11/2012,63.34,-0.015509044
06/11/2012,64.33,-0.015272183
05/11/2012,65.32,0.013098269
02/11/2012,64.47,-0.012332513
01/11/2012,65.27,0.010008552
31/10/2012,64.62,0.010578817
26/10/2012,63.94,0.00093882
25/10/2012,63.88,0.009278985
24/10/2012,63.29,-0.005200548
23/10/2012,63.62,-0.010476212
22/10/2012,64.29,0.041282255
19/10/2012,61.69,-0.017196085
18/10/2012,62.76,-0.002228236
17/10/2012,62.9,0.010708965
16/10/2012,62.23,0.018325332
15/10/2012,61.1,0.009207563
12/10/2012,60.54,-0.003298156
11/10/2012,60.74,0.004785883
10/10/2012,60.45,-0.000992064
09/10/2012,60.51,-0.003958442
08/10/2012,60.75,-0.003286774
05/10/2012,60.95,0.005758963
04/10/2012,60.6,0.004299659
03/10/2012,60.34,-0.001490437
02/10/2012,60.43,-0.002148939
01/10/2012,60.56,0.016314662
28/09/2012,59.58,-0.007024615
27/09/2012,60,0.007192471
26/09/2012,59.57,-0.004856411
25/09/2012,59.86,-0.004666675
24/09/2012,60.14,-0.005472197
21/09/2012,60.47,-0.002147519
20/09/2012,60.6,0.001982161
19/09/2012,60.48,0.005305052
18/09/2012,60.16,0.000997838
17/09/2012,60.1,-0.002492731
14/09/2012,60.25,-0.010073572
13/09/2012,60.86,0.008580911
12/09/2012,60.34,-0.010386706
11/09/2012,60.97,-0.002620804
10/09/2012,61.13,-0.002613953
07/09/2012,61.29,0.002777553
06/09/2012,61.12,0.01633026
05/09/2012,60.13,0.001831045
04/09/2012,60.02,-0.008296049
31/08/2012,60.52,0.003973515
30/08/2012,60.28,-0.008589415
29/08/2012,60.8,-0.000493299
28/08/2012,60.83,-0.001642576
27/08/2012,60.93,-0.001803723
24/08/2012,61.04,0.000819471
23/08/2012,60.99,-0.009464823
22/08/2012,61.57,-0.001298491
21/08/2012,61.65,-0.007433777
20/08/2012,62.11,0.003386827
17/08/2012,61.9,-0.005798985
16/08/2012,62.26,0.01342085
15/08/2012,61.43,0.005222796
14/08/2012,61.11,-0.00375664
13/08/2012,61.34,-0.001466156
10/08/2012,61.43,0.006041328
09/08/2012,61.06,-0.015438675
08/08/2012,62.01,0.092701105
07/08/2012,56.52,0.012283198
06/08/2012,55.83,0.006288764
03/08/2012,55.48,0.007235922
02/08/2012,55.08,-0.008316808
01/08/2012,55.54,-0.00359454
31/07/2012,55.74,-0.002329541
30/07/2012,55.87,0.0079066
27/07/2012,55.43,0.024656532
26/07/2012,54.08,0.004076344
25/07/2012,53.86,0.009889063
24/07/2012,53.33,-0.011558667
23/07/2012,53.95,-0.020547412
20/07/2012,55.07,-0.00615498
19/07/2012,55.41,0.009793332
18/07/2012,54.87,0.001459056
17/07/2012,54.79,0.011380446
16/07/2012,54.17,-0.007540266
13/07/2012,54.58,0.013836583
12/07/2012,53.83,-0.003523416
11/07/2012,54.02,0.00222387
10/07/2012,53.9,-0.009049836
09/07/2012,54.39,0.006085773
06/07/2012,54.06,-0.017238644
05/07/2012,55,0.000909504
03/07/2012,54.95,0.011163077
02/07/2012,54.34,-0.00842959
29/06/2012,54.8,0.00438918
28/06/2012,54.56,0.004776787
27/06/2012,54.3,-0.000184145
26/06/2012,54.31,-0.001471941
25/06/2012,54.39,-0.022901764
22/06/2012,55.65,-0.002333304
21/06/2012,55.78,-0.021460432
20/06/2012,56.99,-0.01082035
19/06/2012,57.61,0.016627669
18/06/2012,56.66,0.003890367
15/06/2012,56.44,0.011762745
14/06/2012,55.78,0.007919408
13/06/2012,55.34,-0.019150473
12/06/2012,56.41,0.009439913
11/06/2012,55.88,-0.010857097
08/06/2012,56.49,0.007284389
07/06/2012,56.08,0.004647015
06/06/2012,55.82,0.023748057
05/06/2012,54.51,0.003675799
04/06/2012,54.31,-0.000736242
01/06/2012,54.35,-0.036669872
31/05/2012,56.38,-0.003364324
30/05/2012,56.57,-0.021163886
29/05/2012,57.78,0.01306525
25/05/2012,57.03,-0.005421015
24/05/2012,57.34,0.007176017
23/05/2012,56.93,-0.002806527
22/05/2012,57.09,-0.001924928
21/05/2012,57.2,0.031974305
18/05/2012,55.4,-0.003243831
17/05/2012,55.58,-0.026805546
16/05/2012,57.09,-0.005415333
15/05/2012,57.4,-0.003304638
14/05/2012,57.59,-0.006749182
11/05/2012,57.98,-0.005846964
10/05/2012,58.32,-0.001713209
09/05/2012,58.42,-0.004270226
08/05/2012,58.67,-0.013711599
07/05/2012,59.48,0.010138647
04/05/2012,58.88,-0.018509699
03/05/2012,59.98,-0.006315461
02/05/2012,60.36,-0.000496894
01/05/2012,60.39,0.002985077
30/04/2012,60.21,-0.005465852
27/04/2012,60.54,0.006795419
26/04/2012,60.13,0.009692589
25/04/2012,59.55,0.007077886
24/04/2012,59.13,0.002370472
23/04/2012,58.99,-0.007599462
20/04/2012,59.44,0.00353923
19/04/2012,59.23,0.001520656
18/04/2012,59.14,0.003726923
17/04/2012,58.92,0.010235504
16/04/2012,58.32,0.005329678
13/04/2012,58.01,-0.008924034
12/04/2012,58.53,0.017580598
11/04/2012,57.51,0.012598592
10/04/2012,56.79,-0.020910328
09/04/2012,57.99,-0.010293452
05/04/2012,58.59,-0.00119403
04/04/2012,58.66,-0.010345212
03/04/2012,59.27,-0.005720069
02/04/2012,59.61,0.017088649
30/03/2012,58.6,0.008052815
29/03/2012,58.13,-0.00583192
28/03/2012,58.47,-0.002562133
27/03/2012,58.62,0.012358551
26/03/2012,57.9,0.013913268
23/03/2012,57.1,0.008088667
22/03/2012,56.64,-0.008088667
21/03/2012,57.1,0.002630427
20/03/2012,56.95,-0.003155683
19/03/2012,57.13,-0.001923582
16/03/2012,57.24,0.000349467
15/03/2012,57.22,0.011424678
14/03/2012,56.57,0.002477877
13/03/2012,56.43,0.006935211
12/03/2012,56.04,-0.002851035
09/03/2012,56.2,0.000177952
08/03/2012,56.19,0.007323423
07/03/2012,55.78,0.006114027
06/03/2012,55.44,-0.018939283
05/03/2012,56.5,-0.006703147
02/03/2012,56.88,0.007057192
01/03/2012,56.48,-0.009690852
29/02/2012,57.03,-0.009945123
28/02/2012,57.6,-0.000347162
27/02/2012,57.62,-0.000173536
24/02/2012,57.63,0.002606204
23/02/2012,57.48,0.001044387
22/02/2012,57.42,0.001219831
21/02/2012,57.35,0.012104349
17/02/2012,56.66,0.006196355
16/02/2012,56.31,0.005877655
15/02/2012,55.98,-0.007474674
14/02/2012,56.4,0.001774623
13/02/2012,56.3,0.004985765
10/02/2012,56.02,-0.021194718
09/02/2012,57.22,0.017097447
08/02/2012,56.25,0.01162284
07/02/2012,55.6,-0.012333698
06/02/2012,56.29,-0.001774938
03/02/2012,56.39,0.006226116
02/02/2012,56.04,-0.004273511
01/02/2012,56.28,0.008386167
31/01/2012,55.81,-0.010693383
30/01/2012,56.41,-0.009351634
27/01/2012,56.94,0.00316623
26/01/2012,56.76,-0.000528402
25/01/2012,56.79,0.006004963
24/01/2012,56.45,-0.000177132
23/01/2012,56.46,0.005505742
20/01/2012,56.15,0.002317911
19/01/2012,56.02,0.005728623
18/01/2012,55.7,0.011193473
17/01/2012,55.08,0.009302393
13/01/2012,54.57,-0.009302393
12/01/2012,55.08,0.01573683
11/01/2012,54.22,0.002955303
10/01/2012,54.06,0.015660275
09/01/2012,53.22,0.002822469
06/01/2012,53.07,0.003208458
05/01/2012,52.9,-0.000944733
04/01/2012,52.95,0.001322877
03/01/2012,52.88,0.008736998
30/12/2011,52.42,-0.005137486
29/12/2011,52.69,0.011836717
28/12/2011,52.07,-0.024097552
27/12/2011,53.34,0.003944778
23/12/2011,53.13,0.018042461
22/12/2011,52.18,0.000191663
21/12/2011,52.17,-0.001532274
20/12/2011,52.25,0.018154226
19/12/2011,51.31,-0.011240428
16/12/2011,51.89,-0.005381524
15/12/2011,52.17,0.001534625
14/12/2011,52.09,-0.004978946
13/12/2011,52.35,-0.009316542
12/12/2011,52.84,-0.025412429
09/12/2011,54.2,0.015619507
08/12/2011,53.36,-0.020405086
07/12/2011,54.46,0.008112139
06/12/2011,54.02,-0.001849455
05/12/2011,54.12,0.008535958
02/12/2011,53.66,-0.002605622
01/12/2011,53.8,-0.00851384
30/11/2011,54.26,0.030691032
29/11/2011,52.62,-0.011901529
28/11/2011,53.25,0.03108861
25/11/2011,51.62,-0.001741992
23/11/2011,51.71,-0.012873653
22/11/2011,52.38,-0.005331315
21/11/2011,52.66,0.002471719
18/11/2011,52.53,0.002287022
17/11/2011,52.41,-0.017026518
16/11/2011,53.31,-0.00877772
15/11/2011,53.78,-0.007225599
14/11/2011,54.17,-0.0051556
11/11/2011,54.45,0.014987791
10/11/2011,53.64,-0.003350087
09/11/2011,53.82,-0.022233346
08/11/2011,55.03,-0.108064471
07/11/2011,61.31,0.003922215
04/11/2011,61.07,-0.008803448
03/11/2011,61.61,0.024980757
02/11/2011,60.09,0.017628258
01/11/2011,59.04,-0.025419429
31/10/2011,60.56,-0.038388388
28/10/2011,62.93,-0.001270446
27/10/2011,63.01,0.039823974
26/10/2011,60.55,0.019512001
25/10/2011,59.38,-0.024618675
24/10/2011,60.86,-0.006224426
21/10/2011,61.24,0.026138792
20/10/2011,59.66,-0.001340034
19/10/2011,59.74,-0.013632796
18/10/2011,60.56,0.010958104
17/10/2011,59.9,-0.022287344
14/10/2011,61.25,0.028819484
13/10/2011,59.51,-0.017159938
12/10/2011,60.54,0.009126422
11/10/2011,59.99,-0.004324691
10/10/2011,60.25,0.029817757
07/10/2011,58.48,-0.007156275
06/10/2011,58.9,0.010582109
05/10/2011,58.28,0.011215716
04/10/2011,57.63,0.032807175
03/10/2011,55.77,-0.008036475
30/09/2011,56.22,-0.024250002
29/09/2011,57.6,0.013282264
28/09/2011,56.84,-0.038144239
27/09/2011,59.05,0.031655834
26/09/2011,57.21,0.016211809
23/09/2011,56.29,0.001422222
22/09/2011,56.21,-0.033415162
21/09/2011,58.12,-0.024138517
20/09/2011,59.54,-0.002851155
19/09/2011,59.71,-0.008006715
16/09/2011,60.19,0.023194317
15/09/2011,58.81,0.021657773
14/09/2011,57.55,0.017705783
13/09/2011,56.54,0.011562879
12/09/2011,55.89,-0.003037072
09/09/2011,56.06,-0.021878078
08/09/2011,57.3,0.000523697
07/09/2011,57.27,0.021711205
06/09/2011,56.04,-0.000891822
02/09/2011,56.09,-0.023260961
01/09/2011,57.41,-0.010569275
31/08/2011,58.02,0.007265211
30/08/2011,57.6,0.003304064
29/08/2011,57.41,0.024152783
26/08/2011,56.04,0.02768155
25/08/2011,54.51,-0.00658258
24/08/2011,54.87,-0.013755873
23/08/2011,55.63,0.041661222
22/08/2011,53.36,0.010550211
19/08/2011,52.8,-0.006606914
18/08/2011,53.15,-0.039473956
17/08/2011,55.29,-0.004871458
16/08/2011,55.56,-0.022600837
15/08/2011,56.83,0.007772517
12/08/2011,56.39,0.028966674
11/08/2011,54.78,0.027951843
10/08/2011,53.27,-0.049085114
09/08/2011,55.95,0.057568528
08/08/2011,52.82,-0.087673785
05/08/2011,57.66,0.018201413
04/08/2011,56.62,-0.06710719
03/08/2011,60.55,0.001156738
02/08/2011,60.48,-0.025305407
01/08/2011,62.03,0.013961266
29/07/2011,61.17,-0.003264243
28/07/2011,61.37,0.003264243
27/07/2011,61.17,-0.017180325
26/07/2011,62.23,-0.009436296
25/07/2011,62.82,-0.005397695
22/07/2011,63.16,-0.001898134
21/07/2011,63.28,0.011762971
20/07/2011,62.54,-0.012868555
19/07/2011,63.35,0.009675704
18/07/2011,62.74,-0.014871339
15/07/2011,63.68,0.003618347
14/07/2011,63.45,-0.008787127
13/07/2011,64.01,0.00626863
12/07/2011,63.61,-0.008141582
11/07/2011,64.13,-0.01270547
08/07/2011,64.95,-0.000153953
07/07/2011,64.96,0.00974561
06/07/2011,64.33,0.000466454
05/07/2011,64.3,-0.006665141
01/07/2011,64.73,0.007598703
30/06/2011,64.24,0.011901174
29/06/2011,63.48,0.010610599
28/06/2011,62.81,0.009116417
27/06/2011,62.24,-0.000642467
24/06/2011,62.28,-0.00224539
23/06/2011,62.42,-0.004475711
22/06/2011,62.7,-0.005407998
21/06/2011,63.04,0.019542509
20/06/2011,61.82,0.000647249
17/06/2011,61.78,0.011395207
16/06/2011,61.08,-0.003758481
15/06/2011,61.31,-0.01103012
14/06/2011,61.99,0.005337659
13/06/2011,61.66,0.002923504
10/06/2011,61.48,-0.008422466
09/06/2011,62,0.012660452
08/06/2011,61.22,-0.003912623
07/06/2011,61.46,0.014586836
06/06/2011,60.57,-0.010837544
03/06/2011,61.23,-0.014591699
02/06/2011,62.13,-0.009610838
01/06/2011,62.73,-0.020980342
31/05/2011,64.06,0.001093323
27/05/2011,63.99,0.012106114
26/05/2011,63.22,0.001424614
25/05/2011,63.13,0.005559541
24/05/2011,62.78,0.000637349
23/05/2011,62.74,-0.009359948
20/05/2011,63.33,-0.009429584
19/05/2011,63.93,0.003447199
18/05/2011,63.71,0.02221961
17/05/2011,62.31,-0.00384431
16/05/2011,62.55,-0.005738897
13/05/2011,62.91,-0.014518166
12/05/2011,63.83,-0.016161968
11/05/2011,64.87,-0.005687511
10/05/2011,65.24,0.023417368
09/05/2011,63.73,0.015656207
06/05/2011,62.74,0.005754492
05/05/2011,62.38,-0.001281641
04/05/2011,62.46,-0.009718869
03/05/2011,63.07,-0.003798074
02/05/2011,63.31,-0.003311522
29/04/2011,63.52,0.001417881
28/04/2011,63.43,-0.00078796
27/04/2011,63.48,-0.002517308
26/04/2011,63.64,0.002202298
25/04/2011,63.5,0
21/04/2011,63.5,0.008540302
20/04/2011,62.96,0.010217203
19/04/2011,62.32,0.010322672
18/04/2011,61.68,-0.007430175
15/04/2011,62.14,0.004354494
14/04/2011,61.87,-0.002905102
13/04/2011,62.05,-0.004020914
12/04/2011,62.3,-0.012283795
11/04/2011,63.07,-0.004903134
08/04/2011,63.38,-0.008483947
07/04/2011,63.92,-0.002968057
06/04/2011,64.11,-0.001714331
05/04/2011,64.22,0.006248068
04/04/2011,63.82,0.016908043
01/04/2011,62.75,0.007197152
31/03/2011,62.3,0.00224972
30/03/2011,62.16,0.011650617
29/03/2011,61.44,0.012611747
28/03/2011,60.67,-0.006735138
25/03/2011,61.08,0.004594691
24/03/2011,60.8,0.006600684
23/03/2011,60.4,0.005312097
22/03/2011,60.08,0.000332945
21/03/2011,60.06,0.005007522
18/03/2011,59.76,0.027826702
17/03/2011,58.12,0.023325688
16/03/2011,56.78,-0.019360507
15/03/2011,57.89,-0.001725924
14/03/2011,57.99,-0.001034126
11/03/2011,58.05,0.010041636
10/03/2011,57.47,-0.009869355
09/03/2011,58.04,0.00206968
08/03/2011,57.92,0.009889905
07/03/2011,57.35,0.004368727
04/03/2011,57.1,-0.009932991
03/03/2011,57.67,0.019258298
02/03/2011,56.57,0.00496191
01/03/2011,56.29,-0.01165679
28/02/2011,56.95,0.000351247
25/02/2011,56.93,0.017721534
24/02/2011,55.93,0.000178811
23/02/2011,55.92,-0.00570615
22/02/2011,56.24,-0.019544596
18/02/2011,57.35,0.004368727
17/02/2011,57.1,0.00509175
16/02/2011,56.81,0.016684803
15/02/2011,55.87,0.004664522
14/02/2011,55.61,-0.014992249
11/02/2011,56.45,0.029665097
10/02/2011,54.8,-0.064481494
09/02/2011,58.45,-0.006140221
08/02/2011,58.81,-0.00930869
07/02/2011,59.36,0.007609743
04/02/2011,58.91,0.000509381
03/02/2011,58.88,-0.002035969
02/02/2011,59,0.006802747
01/02/2011,58.6,0.02680662
31/01/2011,57.05,0.016435821
28/01/2011,56.12,-0.017837118
