Date,Close,TSN
09/01/2014,34.6,0.019848871
08/01/2014,33.92,0.018147159
07/01/2014,33.31,0.003307776
06/01/2014,33.2,-0.006604647
03/01/2014,33.42,0.00750867
02/01/2014,33.17,-0.008704843
31/12/2013,33.46,-0.003579956
30/12/2013,33.58,0.003281136
27/12/2013,33.47,0.005092118
26/12/2013,33.3,-0.004195391
24/12/2013,33.44,0.002994911
23/12/2013,33.34,0.003906842
20/12/2013,33.21,-0.018792499
19/12/2013,33.84,-0.00177148
18/12/2013,33.9,0.022070684
17/12/2013,33.16,-0.012884073
16/12/2013,33.59,0.014393052
13/12/2013,33.11,-0.014393052
12/12/2013,33.59,-0.010071175
11/12/2013,33.93,-0.001178203
10/12/2013,33.97,0.005312881
09/12/2013,33.79,-0.000887443
06/12/2013,33.82,0.027275781
05/12/2013,32.91,-0.013581015
04/12/2013,33.36,0.015710293
03/12/2013,32.84,0.027162164
02/12/2013,31.96,0.008483947
29/11/2013,31.69,0.001263025
27/11/2013,31.65,-0.001263025
26/11/2013,31.69,0.003477165
25/11/2013,31.58,-0.007571014
22/11/2013,31.82,0.01328713
21/11/2013,31.4,0.015728137
20/11/2013,30.91,0.004214628
19/11/2013,30.78,0.045190413
18/11/2013,29.42,0.022341538
15/11/2013,28.77,0.004878058
14/11/2013,28.63,0.003498954
13/11/2013,28.53,0.016611091
12/11/2013,28.06,0.005001797
11/11/2013,27.92,-0.002861232
08/11/2013,28,0.015839064
07/11/2013,27.56,-0.015481857
06/11/2013,27.99,0.005014337
05/11/2013,27.85,0.010104741
04/11/2013,27.57,-0.005065134
01/11/2013,27.71,0.001444565
31/10/2013,27.67,-0.003247342
30/10/2013,27.76,-0.027710476
29/10/2013,28.54,0.003861686
28/10/2013,28.43,0.010252874
25/10/2013,28.14,-0.006729262
24/10/2013,28.33,-0.010883028
23/10/2013,28.64,-0.008691172
22/10/2013,28.89,0.024528209
21/10/2013,28.19,-0.009180855
18/10/2013,28.45,-0.045353014
17/10/2013,29.77,0.007079079
16/10/2013,29.56,0.010542522
15/10/2013,29.25,-0.003412973
14/10/2013,29.35,-0.013872664
11/10/2013,29.76,0.015577694
10/10/2013,29.3,0.020690393
09/10/2013,28.7,0.014035318
08/10/2013,28.3,-0.015080068
07/10/2013,28.73,-0.003821439
04/10/2013,28.84,0.02137807
03/10/2013,28.23,-0.004594459
02/10/2013,28.36,-0.004924386
01/10/2013,28.5,0.007749246
30/09/2013,28.28,-0.011251877
27/09/2013,28.6,0.002100106
26/09/2013,28.54,-0.004544668
25/09/2013,28.67,-0.024122465
24/09/2013,29.37,-0.016880887
23/09/2013,29.87,-0.014952929
20/09/2013,30.32,-0.003292726
19/09/2013,30.42,-0.000328677
18/09/2013,30.43,0.005271841
17/09/2013,30.27,-0.000990589
16/09/2013,30.3,0.001651528
13/09/2013,30.25,0.00165426
12/09/2013,30.2,0.003981425
11/09/2013,30.08,0.007675659
10/09/2013,29.85,0
09/09/2013,29.85,0.011794576
06/09/2013,29.5,-0.008774947
05/09/2013,29.76,0.00809721
04/09/2013,29.52,0.023304687
03/09/2013,28.84,-0.003806892
30/08/2013,28.95,0.001382648
29/08/2013,28.91,0.016039395
28/08/2013,28.45,-0.023277063
27/08/2013,29.12,-0.001715561
26/08/2013,29.17,-0.07621164
23/08/2013,31.48,0.002544531
22/08/2013,31.4,-0.004131581
21/08/2013,31.53,-0.009469768
20/08/2013,31.83,0.005355187
19/08/2013,31.66,0.006973087
16/08/2013,31.44,-0.000953744
15/08/2013,31.47,-0.010431579
14/08/2013,31.8,-0.000942952
13/08/2013,31.83,0.018069916
12/08/2013,31.26,-0.00319387
09/08/2013,31.36,0.018993006
08/08/2013,30.77,0.00554018
07/08/2013,30.6,-0.003588325
06/08/2013,30.71,0.033778046
05/08/2013,29.69,0.040555386
02/08/2013,28.51,0.00175531
01/08/2013,28.46,0.029959445
31/07/2013,27.62,0.011287212
30/07/2013,27.31,0.010305575
29/07/2013,27.03,-0.004429686
26/07/2013,27.15,0.001843318
25/07/2013,27.1,0.001107624
24/07/2013,27.07,-0.002950943
23/07/2013,27.15,0.003690041
22/07/2013,27.05,-0.000739098
19/07/2013,27.07,0.004442806
18/07/2013,26.95,-0.002594035
17/07/2013,27.02,-0.006639641
16/07/2013,27.2,-0.009877527
15/07/2013,27.47,0.010245241
12/07/2013,27.19,0.006642091
11/07/2013,27.01,0.00892531
10/07/2013,26.77,0.016952751
09/07/2013,26.32,-0.009453653
08/07/2013,26.57,0.009453653
05/07/2013,26.32,0.011079387
03/07/2013,26.03,-0.011459255
02/07/2013,26.33,0.010691205
01/07/2013,26.05,0.014305289
28/06/2013,25.68,0.017678716
27/06/2013,25.23,0.003573559
26/06/2013,25.14,0.003985657
25/06/2013,25.04,0.002799442
24/06/2013,24.97,-0.008771986
21/06/2013,25.19,-0.00119024
20/06/2013,25.22,-0.012216901
19/06/2013,25.53,-0.013616238
18/06/2013,25.88,0.008926898
17/06/2013,25.65,0.003514942
14/06/2013,25.56,-0.005851392
13/06/2013,25.71,0.011343756
12/06/2013,25.42,-0.003142186
11/06/2013,25.5,0.001962709
10/06/2013,25.45,0.015841915
07/06/2013,25.05,0.00962703
06/06/2013,24.81,0.002825431
05/06/2013,24.74,-0.018422628
04/06/2013,25.2,0.014388737
03/06/2013,24.84,-0.006420568
31/05/2013,25,-0.019410394
30/05/2013,25.49,0.005113089
29/05/2013,25.36,0.019913043
28/05/2013,24.86,-0.000402172
24/05/2013,24.87,-0.002008436
23/05/2013,24.92,-0.015528881
22/05/2013,25.31,0.001977458
21/05/2013,25.26,0.019992669
20/05/2013,24.76,-0.007644374
17/05/2013,24.95,0.002809554
16/05/2013,24.88,-0.006010838
15/05/2013,25.03,0.004003208
14/05/2013,24.93,0.013325455
13/05/2013,24.6,-0.006079046
10/05/2013,24.75,-0.005238779
09/05/2013,24.88,-0.005211477
08/05/2013,25.01,0.016529302
07/05/2013,24.6,0.020534602
06/05/2013,24.1,-0.033860057
03/05/2013,24.93,0.012919033
02/05/2013,24.61,0.009799997
01/05/2013,24.37,-0.010612344
30/04/2013,24.63,0.005292095
29/04/2013,24.5,-0.008939515
26/04/2013,24.72,-0.006451635
25/04/2013,24.88,0.002414488
24/04/2013,24.82,0.007684568
23/04/2013,24.63,0.015548595
22/04/2013,24.25,0.007034997
19/04/2013,24.08,0.019711269
18/04/2013,23.61,0.002969249
17/04/2013,23.54,-0.005507322
16/04/2013,23.67,0.017473276
15/04/2013,23.26,-0.026306141
12/04/2013,23.88,0.005458758
11/04/2013,23.75,0.006759637
10/04/2013,23.59,-0.003807917
09/04/2013,23.68,-0.003793471
08/04/2013,23.77,-0.010878768
05/04/2013,24.03,-0.027500194
04/04/2013,24.7,0.009764113
03/04/2013,24.46,-0.011786359
02/04/2013,24.75,0.004048589
01/04/2013,24.65,-0.006872879
28/03/2013,24.82,0.026123935
27/03/2013,24.18,-0.001239926
26/03/2013,24.21,0.007046661
25/03/2013,24.04,-0.00373677
22/03/2013,24.13,0.007487556
21/03/2013,23.95,-0.005413297
20/03/2013,24.08,-0.003730574
19/03/2013,24.17,-0.004540771
18/03/2013,24.28,-0.005339918
15/03/2013,24.41,0.002050442
14/03/2013,24.36,0.006176672
13/03/2013,24.21,0.014562354
12/03/2013,23.86,0.002938092
11/03/2013,23.79,-0.008788506
08/03/2013,24,0.009629549
07/03/2013,23.77,0.008449564
06/03/2013,23.57,0.010234631
05/03/2013,23.33,0.005156866
04/03/2013,23.21,0.001293382
01/03/2013,23.18,0.022247373
28/02/2013,22.67,0.005750956
27/02/2013,22.54,0.00623055
26/02/2013,22.4,-0.037674188
25/02/2013,23.26,-0.022950434
22/02/2013,23.8,0.016949558
21/02/2013,23.4,-0.006814336
20/02/2013,23.56,-0.023905521
19/02/2013,24.13,0.004985469
15/02/2013,24.01,-0.008708328
14/02/2013,24.22,0.014975321
13/02/2013,23.86,0.014777554
12/02/2013,23.51,-0.00551433
11/02/2013,23.64,-0.005904699
08/02/2013,23.78,0.00042061
07/02/2013,23.77,0.016115701
06/02/2013,23.39,0.014209066
05/02/2013,23.06,0.010024054
04/02/2013,22.83,0.001314925
01/02/2013,22.8,0.030278359
31/01/2013,22.12,-0.004060461
30/01/2013,22.21,-0.012972671
29/01/2013,22.5,0.010723963
28/01/2013,22.26,-0.008053735
25/01/2013,22.44,0.006258402
24/01/2013,22.3,0.001346197
23/01/2013,22.27,0.005402985
22/01/2013,22.15,0.013636575
18/01/2013,21.85,0.028785646
17/01/2013,21.23,0.036943515
16/01/2013,20.46,0.002446784
15/01/2013,20.41,-0.001957906
14/01/2013,20.45,0.00637726
11/01/2013,20.32,0.00790518
10/01/2013,20.16,-0.005934736
09/01/2013,20.28,-0.001970444
08/01/2013,20.32,0.004933409
07/01/2013,20.22,-0.005917177
04/01/2013,20.34,-0.000491521
03/01/2013,20.35,0.018349139
02/01/2013,19.98,0.029458707
31/12/2012,19.4,0.011404997
28/12/2012,19.18,-0.009857408
27/12/2012,19.37,0.004138651
26/12/2012,19.29,-0.01492181
24/12/2012,19.58,0.005633818
21/12/2012,19.47,-0.011743816
20/12/2012,19.7,0.00508907
19/12/2012,19.6,-0.009647193
18/12/2012,19.79,0.004558124
17/12/2012,19.7,0.002541297
14/12/2012,19.65,0.002547772
13/12/2012,19.6,-0.005596555
12/12/2012,19.71,0
11/12/2012,19.71,0.007639457
10/12/2012,19.56,-0.003572344
07/12/2012,19.63,-0.002543883
06/12/2012,19.68,0.004073325
05/12/2012,19.6,0.016461277
04/12/2012,19.28,0.003116886
03/12/2012,19.22,0.002604846
30/11/2012,19.17,-0.001042753
29/11/2012,19.19,0.005748644
28/11/2012,19.08,-0.001571092
27/11/2012,19.11,-0.012997324
26/11/2012,19.36,0.005698021
23/11/2012,19.25,0.013598536
21/11/2012,18.99,-0.004203895
20/11/2012,19.07,0.018523949
19/11/2012,18.72,0.103462982
16/11/2012,16.88,0.007134394
15/11/2012,16.76,0.00119403
14/11/2012,16.74,-0.021862023
13/11/2012,17.11,0.011757925
12/11/2012,16.91,0.005931215
09/11/2012,16.81,0.005966605
08/11/2012,16.71,-0.018381781
07/11/2012,17.02,-0.014002563
06/11/2012,17.26,0.011069149
05/11/2012,17.07,-0.003508776
02/11/2012,17.13,-0.003496507
01/11/2012,17.19,0.022353872
31/10/2012,16.81,0.016192258
26/10/2012,16.54,0.010331298
25/10/2012,16.37,-0.001830943
24/10/2012,16.4,0.015980672
23/10/2012,16.14,-0.029306127
22/10/2012,16.62,0.0108894
19/10/2012,16.44,-0.0108894
18/10/2012,16.62,0.007852653
17/10/2012,16.49,0.011589029
16/10/2012,16.3,0.010484216
15/10/2012,16.13,0.00684295
12/10/2012,16.02,-0.005602256
11/10/2012,16.11,0.003108489
10/10/2012,16.06,-0.015446708
09/10/2012,16.31,0.001841056
08/10/2012,16.28,-0.005513031
05/10/2012,16.37,-0.004266998
04/10/2012,16.44,0.0061013
03/10/2012,16.34,-0.0121656
02/10/2012,16.54,-0.010225653
01/10/2012,16.71,0.042169401
28/09/2012,16.02,-0.02100139
27/09/2012,16.36,0.007361996
26/09/2012,16.24,0.019901154
25/09/2012,15.92,-0.025427727
24/09/2012,16.33,-0.006713483
21/09/2012,16.44,-0.007272759
20/09/2012,16.56,-0.000603682
19/09/2012,16.57,0.009093727
18/09/2012,16.42,0.012255055
17/09/2012,16.22,-0.014688147
14/09/2012,16.46,0.006705298
13/09/2012,16.35,0.007982849
12/09/2012,16.22,0.005564157
11/09/2012,16.13,0.012476768
10/09/2012,15.93,0.014543412
07/09/2012,15.7,-0.003179653
06/09/2012,15.75,0.011494379
05/09/2012,15.57,-0.020343995
04/09/2012,15.89,0.01458029
31/08/2012,15.66,0.012853647
30/08/2012,15.46,-0.011575692
29/08/2012,15.64,0.001279591
28/08/2012,15.62,0.044509965
27/08/2012,14.94,-0.013958352
24/08/2012,15.15,0.000660284
23/08/2012,15.14,0.00066072
22/08/2012,15.13,-0.012479637
21/08/2012,15.32,0.001960144
20/08/2012,15.29,-0.011057023
17/08/2012,15.46,0.013021017
16/08/2012,15.26,-0.026513031
15/08/2012,15.67,-0.003185731
14/08/2012,15.72,0.005741643
13/08/2012,15.63,-0.025893458
10/08/2012,16.04,0.01381064
09/08/2012,15.82,-0.009437
08/08/2012,15.97,0.078113866
07/08/2012,14.77,0.041471043
06/08/2012,14.17,-0.083240456
03/08/2012,15.4,0.016366977
02/08/2012,15.15,0.001982161
01/08/2012,15.12,0.007301725
31/07/2012,15.01,0.007355433
30/07/2012,14.9,-0.0113448
27/07/2012,15.07,0.025539022
26/07/2012,14.69,0.000680967
25/07/2012,14.68,-0.007465254
24/07/2012,14.79,-0.009421335
23/07/2012,14.93,-0.010659661
20/07/2012,15.09,-0.017734455
19/07/2012,15.36,-0.019981329
18/07/2012,15.67,0.014139053
17/07/2012,15.45,-0.011583141
16/07/2012,15.63,-0.032727905
13/07/2012,16.15,-0.006788054
12/07/2012,16.26,-0.048028438
11/07/2012,17.06,-0.000585995
10/07/2012,17.07,-0.00117096
09/07/2012,17.09,-0.028837062
06/07/2012,17.59,-0.010743671
05/07/2012,17.78,-0.036447988
03/07/2012,18.44,-0.006486509
02/07/2012,18.56,-0.014442615
29/06/2012,18.83,0.024732443
28/06/2012,18.37,-0.006511146
27/06/2012,18.49,-0.004855688
26/06/2012,18.58,0
25/06/2012,18.58,-0.018662232
22/06/2012,18.93,0.003174606
21/06/2012,18.87,-0.028215038
20/06/2012,19.41,0.01244184
19/06/2012,19.17,0.006804528
18/06/2012,19.04,0.014815086
15/06/2012,18.76,0.001600427
14/06/2012,18.73,-0.002133334
13/06/2012,18.77,-0.007431032
12/06/2012,18.91,0.003708614
11/06/2012,18.84,-0.011084832
08/06/2012,19.05,0.008963941
07/06/2012,18.88,0.001059884
06/06/2012,18.86,0.015495902
05/06/2012,18.57,-0.001076426
04/06/2012,18.59,-0.004829631
01/06/2012,18.68,-0.036272045
31/05/2012,19.37,0.004138651
30/05/2012,19.29,-0.00877425
29/05/2012,19.46,0.007220248
25/05/2012,19.32,0.014598799
24/05/2012,19.04,-0.005238357
23/05/2012,19.14,-0.011945091
22/05/2012,19.37,0.01299057
21/05/2012,19.12,0
18/05/2012,19.12,-0.004696069
17/05/2012,19.21,-0.013957321
16/05/2012,19.48,0.010320009
15/05/2012,19.28,-0.006720108
14/05/2012,19.41,-0.00872024
11/05/2012,19.58,0.00204499
10/05/2012,19.54,0.002049181
09/05/2012,19.5,0.01342302
08/05/2012,19.24,0.032218261
07/05/2012,18.63,0.03218167
04/05/2012,18.04,-0.01102547
03/05/2012,18.24,-0.004922077
02/05/2012,18.33,-0.001090513
01/05/2012,18.35,0.005464494
30/04/2012,18.25,0.001645188
27/04/2012,18.22,-0.002192983
26/04/2012,18.26,0.0221493
25/04/2012,17.86,-0.003911712
24/04/2012,17.93,0.015173092
23/04/2012,17.66,-0.02184349
20/04/2012,18.05,0.004441984
19/04/2012,17.97,-0.003333336
18/04/2012,18.03,-0.003874901
17/04/2012,18.1,0.011670041
16/04/2012,17.89,-0.00223339
13/04/2012,17.93,-0.009436651
12/04/2012,18.1,0.001105583
11/04/2012,18.08,-0.009358725
10/04/2012,18.25,-0.00273598
09/04/2012,18.3,-0.02695581
05/04/2012,18.8,-0.010055655
04/04/2012,18.99,-0.003154577
03/04/2012,19.05,-0.020265697
02/04/2012,19.44,0.015030083
30/03/2012,19.15,-0.005727691
29/03/2012,19.26,-0.009816664
28/03/2012,19.45,-0.003080085
27/03/2012,19.51,0.001538856
26/03/2012,19.48,0
23/03/2012,19.48,0.003084835
22/03/2012,19.42,-0.002057614
21/03/2012,19.46,-0.008188377
20/03/2012,19.62,-0.007616183
19/03/2012,19.77,-0.004542021
16/03/2012,19.86,0.008596766
15/03/2012,19.69,0.002033554
14/03/2012,19.65,-0.016153809
13/03/2012,19.97,0.015136515
12/03/2012,19.67,-0.009613026
09/03/2012,19.86,0.01063032
08/03/2012,19.65,0.005102052
07/03/2012,19.55,0.019107217
06/03/2012,19.18,-0.0108894
05/03/2012,19.39,-0.002060794
02/03/2012,19.43,0.022379284
01/03/2012,19,0.004748096
29/02/2012,18.91,-0.008949783
28/02/2012,19.08,-0.00313972
27/02/2012,19.14,0.007867861
24/02/2012,18.99,0.006869248
23/02/2012,18.86,0.009054656
22/02/2012,18.69,-0.005336192
21/02/2012,18.79,-0.010587711
17/02/2012,18.99,-0.006822383
16/02/2012,19.12,0.014752638
15/02/2012,18.84,-0.004237294
14/02/2012,18.92,-0.006322466
13/02/2012,19.04,0.006322466
10/02/2012,18.92,-0.01103822
09/02/2012,19.13,0.004190682
08/02/2012,19.05,-0.004713284
07/02/2012,19.14,-0.00052233
06/02/2012,19.15,-0.011938891
03/02/2012,19.38,0.040005335
02/02/2012,18.62,0.005385043
01/02/2012,18.52,-0.00645858
31/01/2012,18.64,-0.004816707
30/01/2012,18.73,-0.003730353
27/01/2012,18.8,-0.005305052
26/01/2012,18.9,0.003179653
25/01/2012,18.84,-0.006876515
24/01/2012,18.97,-0.010487773
23/01/2012,19.17,-0.001563722
20/01/2012,19.2,-0.015504187
19/01/2012,19.5,0.002053389
18/01/2012,19.46,-0.005636705
17/01/2012,19.57,-0.01571642
13/01/2012,19.88,-0.00401607
12/01/2012,19.96,0.011083237
11/01/2012,19.74,-0.029450594
10/01/2012,20.33,0.011875449
09/01/2012,20.09,-0.011383444
06/01/2012,20.32,0.001970444
05/01/2012,20.28,-0.004428052
04/01/2012,20.37,0.002949855
03/01/2012,20.31,-0.016117565
30/12/2011,20.64,-0.010602509
29/12/2011,20.86,0.002399809
28/12/2011,20.81,-0.003836935
27/12/2011,20.89,-0.000956938
23/12/2011,20.91,0.003353297
22/12/2011,20.84,-0.001917546
21/12/2011,20.88,0.023256862
20/12/2011,20.4,0.009852296
19/12/2011,20.2,-0.008380626
16/12/2011,20.37,-0.007824001
15/12/2011,20.53,0.029661097
14/12/2011,19.93,-0.013951397
13/12/2011,20.21,0.005457716
12/12/2011,20.1,-0.021167416
09/12/2011,20.53,0.01472058
08/12/2011,20.23,-0.003946724
07/12/2011,20.31,-0.003440652
06/12/2011,20.38,0.0024564
05/12/2011,20.33,0.008397184
02/12/2011,20.16,-0.008397184
01/12/2011,20.33,0.00938974
30/11/2011,20.14,0.023104996
29/11/2011,19.68,0.002543883
28/11/2011,19.63,0.019547948
25/11/2011,19.25,0.004164504
23/11/2011,19.17,-0.009862525
22/11/2011,19.36,-0.005151995
21/11/2011,19.46,0.000514007
18/11/2011,19.45,0.00567158
17/11/2011,19.34,-0.018443146
16/11/2011,19.7,-0.006072893
15/11/2011,19.82,-0.001512478
14/11/2011,19.85,0.017276852
11/11/2011,19.51,0.014975751
10/11/2011,19.22,-0.000520156
09/11/2011,19.23,-0.022114555
08/11/2011,19.66,0.016927821
07/11/2011,19.33,0
04/11/2011,19.33,-0.003614773
03/11/2011,19.4,0.018205964
02/11/2011,19.05,0.00790518
01/11/2011,18.9,-0.020943174
31/10/2011,19.3,-0.014403541
28/10/2011,19.58,0.006661567
27/10/2011,19.45,0.034522257
26/10/2011,18.79,0.006942618
25/10/2011,18.66,-0.015949301
24/10/2011,18.96,0.008474627
21/10/2011,18.8,0.013387081
20/10/2011,18.55,0.002158662
19/10/2011,18.51,-0.006998683
18/10/2011,18.64,0.031056705
17/10/2011,18.07,-0.026216684
14/10/2011,18.55,0.015209419
13/10/2011,18.27,-0.008719401
12/10/2011,18.43,0.026389657
11/10/2011,17.95,0.006146988
10/10/2011,17.84,0.026698547
07/10/2011,17.37,-0.007456301
06/10/2011,17.5,0.014968616
05/10/2011,17.24,0.008153802
04/10/2011,17.1,0.024868067
03/10/2011,16.68,-0.039958312
30/09/2011,17.36,0.014505621
29/09/2011,17.11,0.030862984
28/09/2011,16.59,-0.041328195
27/09/2011,17.29,0.023406569
26/09/2011,16.89,0.027004341
23/09/2011,16.44,0.007938973
22/09/2011,16.31,-0.006721687
21/09/2011,16.42,-0.024662904
20/09/2011,16.83,-0.024069257
19/09/2011,17.24,-0.010960594
16/09/2011,17.43,-0.002864511
15/09/2011,17.48,0.028432435
14/09/2011,16.99,0.00353774
13/09/2011,16.93,0.014876799
12/09/2011,16.68,-0.001796946
09/09/2011,16.71,-0.027738574
08/09/2011,17.18,0
07/09/2011,17.18,0.019988908
06/09/2011,16.84,-0.014736488
02/09/2011,17.09,-0.020272921
01/09/2011,17.44,-0.001718706
31/08/2011,17.47,0.005165004
30/08/2011,17.38,-0.008022966
29/08/2011,17.52,0.037806189
26/08/2011,16.87,-0.002959458
25/08/2011,16.92,-0.027398974
24/08/2011,17.39,0.012731653
23/08/2011,17.17,0.03135424
22/08/2011,16.64,0.000601142
19/08/2011,16.63,-0.012548716
18/08/2011,16.84,-0.041866579
17/08/2011,17.56,0.002280503
16/08/2011,17.52,-0.007392698
15/08/2011,17.65,0.028154689
12/08/2011,17.16,0.011723464
11/08/2011,16.96,0.025680719
10/08/2011,16.53,-0.011428696
09/08/2011,16.72,0.064219593
08/08/2011,15.68,-0.039392402
05/08/2011,16.31,0.003685508
04/08/2011,16.25,-0.06319146
03/08/2011,17.31,0.010453057
02/08/2011,17.13,-0.020797977
01/08/2011,17.49,-0.003994299
29/07/2011,17.56,0.002851442
28/07/2011,17.51,-0.005694776
27/07/2011,17.61,-0.030203638
26/07/2011,18.15,0.007743402
25/07/2011,18.01,-0.013237921
22/07/2011,18.25,-0.022752878
21/07/2011,18.67,0.020016898
20/07/2011,18.3,-0.003817839
19/07/2011,18.37,0.011497526
18/07/2011,18.16,-0.014758399
15/07/2011,18.43,-0.001626457
14/07/2011,18.46,-0.005941146
13/07/2011,18.57,-0.003225809
12/07/2011,18.63,0.011336154
11/07/2011,18.42,-0.012409115
08/07/2011,18.65,-0.020170535
07/07/2011,19.03,-0.010974764
06/07/2011,19.24,0
05/07/2011,19.24,-0.0149603
01/07/2011,19.53,0.005648282
30/06/2011,19.42,0.004127973
29/06/2011,19.34,0.009350717
28/06/2011,19.16,0.011020841
27/06/2011,18.95,0.002642009
24/06/2011,18.9,0.008501645
23/06/2011,18.74,0.024305814
22/06/2011,18.29,-0.007082568
21/06/2011,18.42,0.007629465
20/06/2011,18.28,0.005485477
17/06/2011,18.18,0.005515734
16/06/2011,18.08,0.027475796
15/06/2011,17.59,-0.02858138
14/06/2011,18.1,0.026309942
13/06/2011,17.63,0.029354626
10/06/2011,17.12,-0.020237753
09/06/2011,17.47,-0.008549496
08/06/2011,17.62,0.010841761
07/06/2011,17.43,-0.005720839
06/06/2011,17.53,-0.013035039
03/06/2011,17.76,-0.019515534
02/06/2011,18.11,-0.04269765
01/06/2011,18.9,-0.006329135
31/05/2011,19.02,0.025560497
27/05/2011,18.54,0.002700515
26/05/2011,18.49,0.010328986
25/05/2011,18.3,-0.013568729
24/05/2011,18.55,-0.00484002
23/05/2011,18.64,-0.006417134
20/05/2011,18.76,0.010718216
19/05/2011,18.56,0.007571697
18/05/2011,18.42,-0.007571697
17/05/2011,18.56,0.002697601
16/05/2011,18.51,-0.001079914
13/05/2011,18.53,-0.016591229
12/05/2011,18.84,0.04505511
11/05/2011,18.01,0.003337044
10/05/2011,17.95,0.011204599
09/05/2011,17.75,-0.062247166
06/05/2011,18.89,-0.017318722
05/05/2011,19.22,-0.007774074
04/05/2011,19.37,-0.020945849
03/05/2011,19.78,-0.007052926
02/05/2011,19.92,0.00100452
29/04/2011,19.9,0.006554095
28/04/2011,19.77,0.003547001
27/04/2011,19.7,0.008154989
26/04/2011,19.54,0.015472201
25/04/2011,19.24,-0.012910068
21/04/2011,19.49,0.005659907
20/04/2011,19.38,0.007250161
19/04/2011,19.24,-0.012396853
18/04/2011,19.48,-0.00767071
15/04/2011,19.63,0.011785942
14/04/2011,19.4,-0.002059733
13/04/2011,19.44,-0.003081667
12/04/2011,19.5,0.016546396
11/04/2011,19.18,-0.006755027
08/04/2011,19.31,0
07/04/2011,19.31,0.000518001
06/04/2011,19.3,0.020943174
05/04/2011,18.9,-0.006329135
04/04/2011,19.02,-0.015649772
01/04/2011,19.32,0.006751519
31/03/2011,19.19,-0.026736811
30/03/2011,19.71,0.005596555
29/03/2011,19.6,-0.008636071
28/03/2011,19.77,-0.002525892
25/03/2011,19.82,0.010651889
24/03/2011,19.61,0.031600661
23/03/2011,19,-0.00210305
22/03/2011,19.04,-0.003146306
21/03/2011,19.1,0.002096437
18/03/2011,19.06,0.030361853
17/03/2011,18.49,0.001623816
16/03/2011,18.46,-0.023555693
15/03/2011,18.9,0.000529241
14/03/2011,18.89,-0.031268832
11/03/2011,19.49,0.006692432
10/03/2011,19.36,-0.012830558
09/03/2011,19.61,0.04218277
08/03/2011,18.8,0.021506205
07/03/2011,18.4,-0.001086366
04/03/2011,18.42,-0.017223246
03/03/2011,18.74,0.013430231
02/03/2011,18.49,0.001082251
01/03/2011,18.47,-0.00862539
28/02/2011,18.63,-0.012800175
25/02/2011,18.87,0.031218897
24/02/2011,18.29,-0.010334604
23/02/2011,18.48,-0.011299555
22/02/2011,18.69,0.003215437
18/02/2011,18.63,-0.005887092
17/02/2011,18.74,0.011269237
16/02/2011,18.53,0.015774056
15/02/2011,18.24,-0.001095891
14/02/2011,18.26,-0.01251717
11/02/2011,18.49,0.002707827
10/02/2011,18.44,-0.008101584
09/02/2011,18.59,-0.009636049
08/02/2011,18.77,0.042443803
07/02/2011,17.99,-0.031192679
04/02/2011,18.56,0.055385139
03/02/2011,17.56,0.027130091
02/02/2011,17.09,-0.003504676
01/02/2011,17.15,0.041672696
31/01/2011,16.45,-0.006060625
28/01/2011,16.55,-0.015587846
27/01/2011,16.81,-0.015348589
26/01/2011,17.07,0.017730961
25/01/2011,16.77,-0.014209831
