Date,Close,HES
07/11/2013,78.78,-0.027789997
06/11/2013,81,0.006316202
05/11/2013,80.49,-0.015288178
04/11/2013,81.73,0.009836548
01/11/2013,80.93,-0.003330664
31/10/2013,81.2,0.010896591
30/10/2013,80.32,-0.038827976
29/10/2013,83.5,0.004080169
28/10/2013,83.16,-0.000480885
25/10/2013,83.2,0.00132299
24/10/2013,83.09,0.014181196
23/10/2013,81.92,-0.019821775
22/10/2013,83.56,-0.005251862
21/10/2013,84,-0.000714031
18/10/2013,84.06,0.020066759
17/10/2013,82.39,0.000971463
16/10/2013,82.31,0.018391887
15/10/2013,80.81,-0.00616829
14/10/2013,81.31,0.002586049
11/10/2013,81.1,0.003829766
10/10/2013,80.79,0.028372478
09/10/2013,78.53,-0.003051496
08/10/2013,78.77,-0.009727826
07/10/2013,79.54,-0.007515065
04/10/2013,80.14,0.003124417
03/10/2013,79.89,-0.000875821
02/10/2013,79.96,0.016010427
01/10/2013,78.69,0.017304796
30/09/2013,77.34,-0.012719385
27/09/2013,78.33,-0.005855414
26/09/2013,78.79,0.000888833
25/09/2013,78.72,0.002671248
24/09/2013,78.51,-0.000254712
23/09/2013,78.53,-0.001272589
20/09/2013,78.63,-0.012763173
19/09/2013,79.64,0.005287687
18/09/2013,79.22,0.018215904
17/09/2013,77.79,-0.001669771
16/09/2013,77.92,0.002570035
13/09/2013,77.72,0.006065709
12/09/2013,77.25,-0.010943141
11/09/2013,78.1,0.003977169
10/09/2013,77.79,-0.006917783
09/09/2013,78.33,0.013236716
06/09/2013,77.3,0.010011135
05/09/2013,76.53,0.004977741
04/09/2013,76.15,0.002103327
03/09/2013,75.99,0.015115642
30/08/2013,74.85,-0.012875999
29/08/2013,75.82,-0.008667159
28/08/2013,76.48,0.013559084
27/08/2013,75.45,0.000530293
26/08/2013,75.41,-0.003309727
23/08/2013,75.66,0.015316275
22/08/2013,74.51,0.020063029
21/08/2013,73.03,-0.009403817
20/08/2013,73.72,0.005849959
19/08/2013,73.29,-0.023996838
16/08/2013,75.07,-0.002129076
15/08/2013,75.23,-0.003185139
14/08/2013,75.47,0.003451025
13/08/2013,75.21,0.001064254
12/08/2013,75.13,0.003199576
09/08/2013,74.89,0.007102207
08/08/2013,74.36,0.010816763
07/08/2013,73.56,0.001360359
06/08/2013,73.46,-0.021813171
05/08/2013,75.08,-0.003058716
02/08/2013,75.31,-0.00964659
01/08/2013,76.04,0.020997449
31/07/2013,74.46,0.017203269
30/07/2013,73.19,0.015976101
29/07/2013,72.03,-0.016112722
26/07/2013,73.2,-0.004634055
25/07/2013,73.54,0.012451416
24/07/2013,72.63,-0.010954512
23/07/2013,73.43,0.002181323
22/07/2013,73.27,-0.009102705
19/07/2013,73.94,0.024368078
18/07/2013,72.16,0.012270093
17/07/2013,71.28,0.007604599
16/07/2013,70.74,-0.004513407
15/07/2013,71.06,-0.001546791
12/07/2013,71.17,0.002955043
11/07/2013,70.96,0.031930553
10/07/2013,68.73,0.002330664
09/07/2013,68.57,0.000583516
08/07/2013,68.53,0.005853961
05/07/2013,68.13,0.013744397
03/07/2013,67.2,-0.000297575
02/07/2013,67.22,0.007615956
01/07/2013,66.71,0.003303306
28/06/2013,66.49,-0.008387049
27/06/2013,67.05,0.020187489
26/06/2013,65.71,0.031851796
25/06/2013,63.65,0.012330223
24/06/2013,62.87,-0.018126432
21/06/2013,64.02,-0.004053006
20/06/2013,64.28,-0.032147265
19/06/2013,66.38,-0.017028044
18/06/2013,67.52,0.000148115
17/06/2013,67.51,0.023075642
14/06/2013,65.97,-0.01325121
13/06/2013,66.85,0.000448867
12/06/2013,66.82,-0.0070092
11/06/2013,67.29,-0.021465099
10/06/2013,68.75,-0.006235067
07/06/2013,69.18,0.017351168
06/06/2013,67.99,0.018256537
05/06/2013,66.76,-0.022073335
04/06/2013,68.25,-0.007880951
03/06/2013,68.79,0.020265011
31/05/2013,67.41,-0.019537897
30/05/2013,68.74,0.00247615
29/05/2013,68.57,0.000729448
28/05/2013,68.52,0.015294416
24/05/2013,67.48,-0.00826451
23/05/2013,68.04,-0.00790518
22/05/2013,68.58,-0.014907288
21/05/2013,69.61,-0.001578985
20/05/2013,69.72,0.000573888
17/05/2013,69.68,0.008213894
16/05/2013,69.11,-0.021330706
15/05/2013,70.6,-0.022686871
14/05/2013,72.22,0.039974251
13/05/2013,69.39,0.001297859
10/05/2013,69.3,-0.023671432
09/05/2013,70.96,-0.013020835
08/05/2013,71.89,-0.005133553
07/05/2013,72.26,-0.00276396
06/05/2013,72.46,-0.007424756
03/05/2013,73,0.010880901
02/05/2013,72.21,0.020991535
01/05/2013,70.71,-0.020575994
30/04/2013,72.18,-0.000277047
29/04/2013,72.2,0.016901024
26/04/2013,70.99,-0.002391841
25/04/2013,71.16,0.014722803
24/04/2013,70.12,0.027616878
23/04/2013,68.21,0.004555147
22/04/2013,67.9,0.0166324
19/04/2013,66.78,-0.003587448
18/04/2013,67.02,0.00164265
17/04/2013,66.91,-0.027709953
16/04/2013,68.79,0.011991954
15/04/2013,67.97,-0.049091372
12/04/2013,71.39,-0.017633223
11/04/2013,72.66,-0.003571923
10/04/2013,72.92,-0.005197659
09/04/2013,73.3,0.011801976
08/04/2013,72.44,0.010407365
05/04/2013,71.69,-0.001393923
04/04/2013,71.79,-0.003753915
03/04/2013,72.06,-0.028456092
02/04/2013,74.14,0.008125722
01/04/2013,73.54,0.026594747
28/03/2013,71.61,-0.00584797
27/03/2013,72.03,0.012854725
26/03/2013,71.11,0.00946669
25/03/2013,70.44,0.002416318
22/03/2013,70.27,0.014333053
21/03/2013,69.27,-0.009053737
20/03/2013,69.9,-0.001429593
19/03/2013,70,-0.031221774
18/03/2013,72.22,-0.004007468
15/03/2013,72.51,0.007475118
14/03/2013,71.97,0.003898098
13/03/2013,71.69,0.018442136
12/03/2013,70.38,0.006986554
11/03/2013,69.89,0.006027573
08/03/2013,69.47,0.006208958
07/03/2013,69.04,-0.006496811
06/03/2013,69.49,-0.004737644
05/03/2013,69.82,0.01413553
04/03/2013,68.84,0.033981701
01/03/2013,66.54,0.000601323
28/02/2013,66.5,0.012407483
27/02/2013,65.68,0.016425268
26/02/2013,64.61,0.013556889
25/02/2013,63.74,-0.035296875
22/02/2013,66.03,0.024995551
21/02/2013,64.4,-0.024692613
20/02/2013,66.01,-0.032784936
19/02/2013,68.21,0.011649472
15/02/2013,67.42,-0.013699853
14/02/2013,68.35,0.005722266
13/02/2013,67.96,0.014525229
12/02/2013,66.98,0.003589594
11/02/2013,66.74,-0.009395342
08/02/2013,67.37,0.011945789
07/02/2013,66.57,-0.001201021
06/02/2013,66.65,0.00949732
05/02/2013,66.02,-0.022021712
04/02/2013,67.49,-0.010611743
01/02/2013,68.21,0.015513349
31/01/2013,67.16,-0.010663608
30/01/2013,67.88,-0.003382605
29/01/2013,68.11,0.08627754
28/01/2013,62.48,0.059005415
25/01/2013,58.9,0.007840504
24/01/2013,58.44,0.010492915
23/01/2013,57.83,-0.017823951
22/01/2013,58.87,0.020767931
18/01/2013,57.66,0.006263068
17/01/2013,57.3,0.004723179
16/01/2013,57.03,0.006332475
15/01/2013,56.67,0.004421265
14/01/2013,56.42,0.003017664
11/01/2013,56.25,-0.006379607
10/01/2013,56.61,0.018002447
09/01/2013,55.6,0.003423118
08/01/2013,55.41,-0.007730376
07/01/2013,55.84,0.014793703
04/01/2013,55.02,0.015015847
03/01/2013,54.2,0.009081705
02/01/2013,53.71,0.014062292
31/12/2012,52.96,0.032236099
28/12/2012,51.28,-0.022559522
27/12/2012,52.45,0.002481628
26/12/2012,52.32,-0.00609758
24/12/2012,52.64,-0.014147175
21/12/2012,53.39,-0.001310248
20/12/2012,53.46,0.007887365
19/12/2012,53.04,-0.018863198
18/12/2012,54.05,0.033869653
17/12/2012,52.25,0.016790899
14/12/2012,51.38,-0.00891306
13/12/2012,51.84,-0.003466208
12/12/2012,52.02,0.028269745
11/12/2012,50.57,0.01093559
10/12/2012,50.02,0.00661922
07/12/2012,49.69,0.011741026
06/12/2012,49.11,-0.007303745
05/12/2012,49.47,0.012202714
04/12/2012,48.87,-0.014222101
03/12/2012,49.57,-0.000806614
30/11/2012,49.61,-0.01778091
29/11/2012,50.5,0.01295484
28/11/2012,49.85,0.009473012
27/11/2012,49.38,-0.010475519
26/11/2012,49.9,-0.024154807
23/11/2012,51.12,0.020154802
21/11/2012,50.1,0.011038747
20/11/2012,49.55,-0.018793036
19/11/2012,50.49,0.031793422
16/11/2012,48.91,0.000408998
15/11/2012,48.89,-0.01300567
14/11/2012,49.53,-0.008644139
13/11/2012,49.96,-0.01213583
12/11/2012,50.57,-0.003158936
09/11/2012,50.73,-0.028565043
08/11/2012,52.2,-0.01747101
07/11/2012,53.12,-0.044189811
06/11/2012,55.52,0.011229968
05/11/2012,54.9,0.027889886
02/11/2012,53.39,0.013957224
01/11/2012,52.65,0.007434978
31/10/2012,52.26,-0.018578733
26/10/2012,53.24,-0.012320484
25/10/2012,53.9,0.025746043
24/10/2012,52.53,0.003050527
23/10/2012,52.37,-0.040050263
22/10/2012,54.51,0.004228336
19/10/2012,54.28,-0.018978672
18/10/2012,55.32,-0.005408342
17/10/2012,55.62,0.011391498
16/10/2012,54.99,0.037992154
15/10/2012,52.94,-0.006401829
12/10/2012,53.28,-0.000937998
11/10/2012,53.33,0.013592809
10/10/2012,52.61,-0.021065289
09/10/2012,53.73,0.001862892
08/10/2012,53.63,0.001306092
05/10/2012,53.56,-0.007811087
04/10/2012,53.98,0.025137321
03/10/2012,52.64,-0.016205367
02/10/2012,53.5,-0.008376038
01/10/2012,53.95,0.00427232
28/09/2012,53.72,-0.000930319
27/09/2012,53.77,0.025809099
26/09/2012,52.4,-0.022642477
25/09/2012,53.6,-0.021776096
24/09/2012,54.78,-0.015577203
21/09/2012,55.64,0.003601012
20/09/2012,55.44,0.006151639
19/09/2012,55.1,-0.007233305
18/09/2012,55.5,0.000180196
17/09/2012,55.49,-0.010219721
14/09/2012,56.06,0.008239344
13/09/2012,55.6,0.014858037
12/09/2012,54.78,0.003474448
11/09/2012,54.59,0.027108975
10/09/2012,53.13,0.004338402
07/09/2012,52.9,0.040113361
06/09/2012,50.82,0.030163078
05/09/2012,49.31,-0.00687149
04/09/2012,49.65,-0.017568829
31/08/2012,50.53,0.016964782
30/08/2012,49.68,-0.017162664
29/08/2012,50.54,-0.005918344
28/08/2012,50.84,0.019263827
27/08/2012,49.87,-0.006396184
24/08/2012,50.19,0.008202507
23/08/2012,49.78,-0.01336945
22/08/2012,50.45,-0.000396354
21/08/2012,50.47,-0.000396197
20/08/2012,50.49,0.023648397
17/08/2012,49.31,-0.014096085
16/08/2012,50.01,0.015719792
15/08/2012,49.23,-0.007084333
14/08/2012,49.58,0.009932179
13/08/2012,49.09,-0.01194709
10/08/2012,49.68,0.001813237
09/08/2012,49.59,-0.008833625
08/08/2012,50.03,0.012267625
07/08/2012,49.42,0.023337804
06/08/2012,48.28,0.011876377
03/08/2012,47.71,0.025258692
02/08/2012,46.52,-0.027143312
01/08/2012,47.8,0.013479564
31/07/2012,47.16,-0.021397922
30/07/2012,48.18,-0.003729029
27/07/2012,48.36,0.016680954
26/07/2012,47.56,0.045159253
25/07/2012,45.46,0.03423536
24/07/2012,43.93,-0.010867211
23/07/2012,44.41,-0.022047436
20/07/2012,45.4,0.009071862
19/07/2012,44.99,0.002002448
18/07/2012,44.9,0.017978012
17/07/2012,44.1,0.013698844
16/07/2012,43.5,0.004839277
13/07/2012,43.29,0.016067408
12/07/2012,42.6,-0.025036078
11/07/2012,43.68,0.032103245
10/07/2012,42.3,-0.023596469
09/07/2012,43.31,-0.000230867
06/07/2012,43.32,-0.022144496
05/07/2012,44.29,-0.022548115
03/07/2012,45.3,0.041466058
02/07/2012,43.46,0.000230123
29/06/2012,43.45,0.055116231
28/06/2012,41.12,0.002922554
27/06/2012,41,0.024942644
26/06/2012,39.99,0.001000751
25/06/2012,39.95,-0.025943394
22/06/2012,41,0.000731975
21/06/2012,40.97,-0.076110916
20/06/2012,44.21,-0.002710641
19/06/2012,44.33,0.01408474
18/06/2012,43.71,-0.024631231
15/06/2012,44.8,0.019155515
14/06/2012,43.95,0.018833813
13/06/2012,43.13,-0.018378647
12/06/2012,43.93,-0.001137527
11/06/2012,43.98,-0.016685844
08/06/2012,44.72,-0.000894055
07/06/2012,44.76,-0.007567363
06/06/2012,45.1,0.0474496
05/06/2012,43.01,0.00770222
04/06/2012,42.68,0.000703152
01/06/2012,42.65,-0.024320828
31/05/2012,43.7,-0.037723377
30/05/2012,45.38,-0.043972601
29/05/2012,47.42,0.015514072
25/05/2012,46.69,0.003862666
24/05/2012,46.51,-0.002576768
23/05/2012,46.63,0.018615256
22/05/2012,45.77,-0.005881729
21/05/2012,46.04,0.031776725
18/05/2012,44.6,-0.012256421
17/05/2012,45.15,0.020360923
16/05/2012,44.24,-0.024119079
15/05/2012,45.32,-0.028495675
14/05/2012,46.63,-0.027914691
11/05/2012,47.95,-0.012435393
10/05/2012,48.55,-0.002057614
09/05/2012,48.65,-0.024366688
08/05/2012,49.85,-0.009781493
07/05/2012,50.34,-0.01184848
04/05/2012,50.94,-0.028258122
03/05/2012,52.4,-0.030817922
02/05/2012,54.04,0.000185065
01/05/2012,54.03,0.035607039
30/04/2012,52.14,0.011574203
27/04/2012,51.54,-0.004066227
26/04/2012,51.75,0.011075601
25/04/2012,51.18,-0.072711363
24/04/2012,55.04,0.01685639
23/04/2012,54.12,-0.0174013
20/04/2012,55.07,-0.003263237
19/04/2012,55.25,0.001811595
18/04/2012,55.15,-0.007586742
17/04/2012,55.57,0.02385618
16/04/2012,54.26,-0.018623872
13/04/2012,55.28,-0.024657315
12/04/2012,56.66,0.02122616
11/04/2012,55.47,0.00036062
10/04/2012,55.45,-0.022997716
09/04/2012,56.74,-0.019719686
05/04/2012,57.87,-0.012194226
04/04/2012,58.58,-0.006126636
03/04/2012,58.94,-0.010296318
02/04/2012,59.55,0.010126669
30/03/2012,58.95,0.00886017
29/03/2012,58.43,-0.003417054
28/03/2012,58.63,-0.017582871
27/03/2012,59.67,-0.007845796
26/03/2012,60.14,0.004666675
23/03/2012,59.86,0.01074918
22/03/2012,59.22,-0.033214611
21/03/2012,61.22,-0.00764791
20/03/2012,61.69,-0.02528944
19/03/2012,63.27,0.011445046
16/03/2012,62.55,0.017091677
15/03/2012,61.49,-0.00454325
14/03/2012,61.77,-0.019875634
13/03/2012,63.01,0.00541058
12/03/2012,62.67,-0.005886581
09/03/2012,63.04,-0.023825578
08/03/2012,64.56,0.00652683
07/03/2012,64.14,0.010028288
06/03/2012,63.5,-0.018721296
05/03/2012,64.7,-0.011219667
02/03/2012,65.43,-0.011095182
01/03/2012,66.16,0.018920308
29/02/2012,64.92,-0.014375534
28/02/2012,65.86,-0.017161342
27/02/2012,67,0
24/02/2012,67,0.009296813
23/02/2012,66.38,0.01747632
22/02/2012,65.23,-0.004130657
21/02/2012,65.5,0.005357839
17/02/2012,65.15,0.004152894
16/02/2012,64.88,0.011627137
15/02/2012,64.13,0.035392093
14/02/2012,61.9,-0.005798985
13/02/2012,62.26,0.007092228
10/02/2012,61.82,-0.022868191
09/02/2012,63.25,0.045113138
08/02/2012,60.46,-0.011838349
07/02/2012,61.18,0.000981194
06/02/2012,61.12,0.012181221
03/02/2012,60.38,0.043496153
02/02/2012,57.81,0.0188586
01/02/2012,56.73,0.007608636
31/01/2012,56.3,0.020637789
30/01/2012,55.15,-0.001992574
27/01/2012,55.26,0.004897969
26/01/2012,54.99,-0.041323778
25/01/2012,57.31,-0.051188595
24/01/2012,60.32,-0.021809506
23/01/2012,61.65,0.006182903
20/01/2012,61.27,0.001306549
19/01/2012,61.19,0.025154396
18/01/2012,59.67,0.038959309
17/01/2012,57.39,0.01474487
13/01/2012,56.55,-0.008101488
12/01/2012,57.01,-0.016181301
11/01/2012,57.94,-0.010643877
10/01/2012,58.56,0.028756529
09/01/2012,56.9,0.008471636
06/01/2012,56.42,-0.020698862
05/01/2012,57.6,-0.024014876
04/01/2012,59,0.010221554
03/01/2012,58.4,0.027779564
30/12/2011,56.8,0.005826802
29/12/2011,56.47,0.009251089
28/12/2011,55.95,-0.021570851
27/12/2011,57.17,0.003680018
23/12/2011,56.96,0.00545728
22/12/2011,56.65,0.014759759
21/12/2011,55.82,0.005749207
20/12/2011,55.5,0.044582811
19/12/2011,53.08,-0.022908163
16/12/2011,54.31,-0.006972505
15/12/2011,54.69,0.016035732
14/12/2011,53.82,-0.044516388
13/12/2011,56.27,-0.001420707
12/12/2011,56.35,-0.036931562
09/12/2011,58.47,0.017946987
08/12/2011,57.43,-0.040606056
07/12/2011,59.81,-0.010147305
06/12/2011,60.42,-0.005611502
05/12/2011,60.76,0.018437529
02/12/2011,59.65,0.002685917
01/12/2011,59.49,-0.012196292
30/11/2011,60.22,0.048134451
29/11/2011,57.39,0.011390643
28/11/2011,56.74,0.043402869
25/11/2011,54.33,-0.012438426
23/11/2011,55.01,-0.053445131
22/11/2011,58.03,-0.007553684
21/11/2011,58.47,-0.021320605
18/11/2011,59.73,-0.010657886
17/11/2011,60.37,-0.035154149
16/11/2011,62.53,-0.01381742
15/11/2011,63.4,-0.011292466
14/11/2011,64.12,-0.0150146
11/11/2011,65.09,0.019234345
10/11/2011,63.85,0.039289627
09/11/2011,61.39,-0.053441173
08/11/2011,64.76,0.021382009
07/11/2011,63.39,-0.000788457
04/11/2011,63.44,0.008389444
03/11/2011,62.91,0.039888557
02/11/2011,60.45,0.0252966
01/11/2011,58.94,-0.059606119
31/10/2011,62.56,-0.048363816
28/10/2011,65.66,0.016585147
27/10/2011,64.58,0.067246841
26/10/2011,60.38,0.026856263
25/10/2011,58.78,-0.037072203
24/10/2011,61,0.019868203
21/10/2011,59.8,0.016693752
20/10/2011,58.81,-0.001868683
19/10/2011,58.92,0.01212343
18/10/2011,58.21,0.024168785
17/10/2011,56.82,-0.011374696
14/10/2011,57.47,0.042294861
13/10/2011,55.09,-0.018167601
12/10/2011,56.1,0.008772771
11/10/2011,55.61,-0.008594502
10/10/2011,56.09,0.052899147
07/10/2011,53.2,-0.027622481
06/10/2011,54.69,0.022747167
05/10/2011,53.46,0.028651993
04/10/2011,51.95,0.049117455
03/10/2011,49.46,-0.058886712
30/09/2011,52.46,-0.057052507
29/09/2011,55.54,0.014143481
28/09/2011,54.76,-0.037807961
27/09/2011,56.87,0.050118635
26/09/2011,54.09,0.049455943
23/09/2011,51.48,-0.005617448
22/09/2011,51.77,-0.0872528
21/09/2011,56.49,-0.056272909
20/09/2011,59.76,-0.016595137
19/09/2011,60.76,-0.013892517
16/09/2011,61.61,0.005860346
15/09/2011,61.25,0.013974744
14/09/2011,60.4,0.012327326
13/09/2011,59.66,0.028391197
12/09/2011,57.99,0.004320408
09/09/2011,57.74,-0.035724159
08/09/2011,59.84,0.009739792
07/09/2011,59.26,0.043631371
06/09/2011,56.73,-0.022312238
02/09/2011,58.01,-0.030724644
01/09/2011,59.82,0.008056438
31/08/2011,59.34,0.019054677
30/08/2011,58.22,-0.006335095
29/08/2011,58.59,0.050583887
26/08/2011,55.7,0.019946264
25/08/2011,54.6,-0.028882874
24/08/2011,56.2,0.014698239
23/08/2011,55.38,0.026902528
22/08/2011,53.91,-0.007024058
19/08/2011,54.29,-0.023843153
18/08/2011,55.6,-0.068633095
17/08/2011,59.55,0.005894754
16/08/2011,59.2,-0.01691691
15/08/2011,60.21,0.054085675
12/08/2011,57.04,0.005625894
11/08/2011,56.72,0.048217338
10/08/2011,54.05,-0.035799226
09/08/2011,56.02,0.045092973
08/08/2011,53.55,-0.111392706
05/08/2011,59.86,-0.023771341
04/08/2011,61.3,-0.060758957
03/08/2011,65.14,-0.013418927
02/08/2011,66.02,-0.035999723
01/08/2011,68.44,-0.001751825
29/07/2011,68.56,-0.027193964
28/07/2011,70.45,0.002415975
27/07/2011,70.28,-0.039204295
26/07/2011,73.09,-0.01439851
25/07/2011,74.15,-0.002962566
22/07/2011,74.37,0.003097437
21/07/2011,74.14,0.018101889
20/07/2011,72.81,-0.017832093
19/07/2011,74.12,0.02223678
18/07/2011,72.49,-0.006051456
15/07/2011,72.93,0.046160962
14/07/2011,69.64,-0.016378633
13/07/2011,70.79,-0.00829997
12/07/2011,71.38,-0.00892614
11/07/2011,72.02,-0.03626846
08/07/2011,74.68,-0.012905122
07/07/2011,75.65,0.016527099
06/07/2011,74.41,-0.018244064
05/07/2011,75.78,0.004761914
01/07/2011,75.42,0.008789509
30/06/2011,74.76,0.024097552
29/06/2011,72.98,0.02090765
28/06/2011,71.47,0.032421438
27/06/2011,69.19,0.002170297
24/06/2011,69.04,-0.007791123
23/06/2011,69.58,-0.026100772
22/06/2011,71.42,-0.001539
21/06/2011,71.53,0.039931157
20/06/2011,68.73,-0.007970479
17/06/2011,69.28,-0.014757772
16/06/2011,70.31,-0.009484111
15/06/2011,70.98,-0.032980681
14/06/2011,73.36,0.024144099
13/06/2011,71.61,-0.017167804
10/06/2011,72.85,-0.030551173
09/06/2011,75.11,0.018001561
08/06/2011,73.77,-0.010249584
07/06/2011,74.53,0.00201464
06/06/2011,74.38,-0.034228647
03/06/2011,76.97,0.003514027
02/06/2011,76.7,0.00522877
01/06/2011,76.3,-0.035154589
31/05/2011,79.03,0.005455828
27/05/2011,78.6,0.002547772
26/05/2011,78.4,0.002042902
25/05/2011,78.24,0.010277583
24/05/2011,77.44,0.01614198
23/05/2011,76.2,-0.022321197
20/05/2011,77.92,-0.002051283
19/05/2011,78.08,0.011464027
18/05/2011,77.19,0.0226672
17/05/2011,75.46,0.011596265
16/05/2011,74.59,-0.015827956
13/05/2011,75.78,-0.007886476
12/05/2011,76.38,-0.008993218
11/05/2011,77.07,-0.033179004
10/05/2011,79.67,-0.003508336
09/05/2011,79.95,0.031510675
06/05/2011,77.47,0.01233862
05/05/2011,76.52,-0.011822158
04/05/2011,77.43,-0.030525071
03/05/2011,79.83,-0.045665563
02/05/2011,83.56,-0.028317135
29/04/2011,85.96,0.023779814
28/04/2011,83.94,0.014399097
27/04/2011,82.74,0.025336402
26/04/2011,80.67,0.008340124
25/04/2011,80,-0.008464078
21/04/2011,80.68,0.001612603
20/04/2011,80.55,0.025015446
19/04/2011,78.56,0.017333682
18/04/2011,77.21,-0.021398728
15/04/2011,78.88,-0.009714326
14/04/2011,79.65,-0.000251067
13/04/2011,79.67,-0.008001043
12/04/2011,80.31,-0.018138569
11/04/2011,81.78,-0.029637153
08/04/2011,84.24,-0.003436633
07/04/2011,84.53,-0.003306959
06/04/2011,84.81,-0.017995344
05/04/2011,86.35,0.005457832
04/04/2011,85.88,-0.009964165
01/04/2011,86.74,0.017796341
31/03/2011,85.21,0.016566466
30/03/2011,83.81,0.0052638
29/03/2011,83.37,0.004809436
28/03/2011,82.97,-0.016614259
25/03/2011,84.36,0.026546511
24/03/2011,82.15,0.018304055
23/03/2011,80.66,-0.017695227
22/03/2011,82.1,-0.000852255
21/03/2011,82.17,0.031901815
18/03/2011,79.59,-0.009005689
17/03/2011,80.31,0.025218837
16/03/2011,78.31,-0.002805409
15/03/2011,78.53,-0.01038773
14/03/2011,79.35,-0.01040566
11/03/2011,80.18,0.018122822
10/03/2011,78.74,-0.053893416
09/03/2011,83.1,-0.00850763
08/03/2011,83.81,-0.006541023
07/03/2011,84.36,0.001423488
04/03/2011,84.24,-0.011331566
03/03/2011,85.2,0.008131563
02/03/2011,84.51,-0.001773365
01/03/2011,84.66,-0.027609652
28/02/2011,87.03,0.025957344
25/02/2011,84.8,0.012698207
24/02/2011,83.73,-0.014465512
23/02/2011,84.95,0.050581055
22/02/2011,80.76,-0.051169463
18/02/2011,85,0.010288035
17/02/2011,84.13,0.003453001
16/02/2011,83.84,0.032118134
15/02/2011,81.19,-0.013943474
14/02/2011,82.33,0.021236912
11/02/2011,80.6,-0.008524358
10/02/2011,81.29,0.014872005
09/02/2011,80.09,-0.031705777
08/02/2011,82.67,-0.005789426
07/02/2011,83.15,0.009789189
04/02/2011,82.34,-0.009668917
03/02/2011,83.14,-0.008861272
02/02/2011,83.88,-0.017490401
01/02/2011,85.36,0.014633256
31/01/2011,84.12,0.031518639
28/01/2011,81.51,0.028118299
