Date,Close,EMR
08/08/2013,62.31,0.010810916
07/08/2013,61.64,-0.012093996
06/08/2013,62.39,0.000801732
05/08/2013,62.34,-0.003362963
02/08/2013,62.55,0
01/08/2013,62.55,0.019045121
31/07/2013,61.37,0.014443054
30/07/2013,60.49,0.011806905
29/07/2013,59.78,-0.000334504
26/07/2013,59.8,0.00083647
25/07/2013,59.75,-0.004175371
24/07/2013,60,-0.003826005
23/07/2013,60.23,-0.000497967
22/07/2013,60.26,0.024526679
19/07/2013,58.8,0.018191681
18/07/2013,57.74,0.007126127
17/07/2013,57.33,0.002095339
16/07/2013,57.21,-0.00279281
15/07/2013,57.37,0.002618031
12/07/2013,57.22,-0.011295628
11/07/2013,57.87,0.013394999
10/07/2013,57.1,-0.008892047
09/07/2013,57.61,0.015569282
08/07/2013,56.72,0.00512595
05/07/2013,56.43,0.022219155
03/07/2013,55.19,-0.003978305
02/07/2013,55.41,0.001083424
01/07/2013,55.35,0.014742282
28/06/2013,54.54,-0.015464695
27/06/2013,55.39,0.001445348
26/06/2013,55.31,0.008716235
25/06/2013,54.83,0.015253443
24/06/2013,54,-0.013975954
21/06/2013,54.76,0.006963561
20/06/2013,54.38,-0.036650009
19/06/2013,56.41,-0.016352013
18/06/2013,57.34,0.013696439
17/06/2013,56.56,0.007453451
14/06/2013,56.14,-0.010807085
13/06/2013,56.75,0.015270183
12/06/2013,55.89,-0.009615459
11/06/2013,56.43,-0.018610088
10/06/2013,57.49,-0.002432246
07/06/2013,57.63,0.022993554
06/06/2013,56.32,0.006591277
05/06/2013,55.95,-0.021220955
04/06/2013,57.15,-0.010443959
03/06/2013,57.75,0.005034296
31/05/2013,57.46,-0.006072718
30/05/2013,57.81,0.009384845
29/05/2013,57.27,-0.006786766
28/05/2013,57.66,0.01256561
24/05/2013,56.94,-0.003506315
23/05/2013,57.14,-0.013040261
22/05/2013,57.89,-0.015257003
21/05/2013,58.78,-0.008807645
20/05/2013,59.3,-0.001011293
17/05/2013,59.36,0.022660481
16/05/2013,58.03,-0.008066636
15/05/2013,58.5,-0.00851069
14/05/2013,59,0.020202707
13/05/2013,57.82,-0.002418381
10/05/2013,57.96,0.004322649
09/05/2013,57.71,0.009401183
08/05/2013,57.17,0.010727264
07/05/2013,56.56,-0.012998602
06/05/2013,57.3,0.008412247
03/05/2013,56.82,0.018114507
02/05/2013,55.8,0.027249642
01/05/2013,54.3,-0.022038958
30/04/2013,55.51,0.003609461
29/04/2013,55.31,0.015854546
26/04/2013,54.44,-0.017299894
25/04/2013,55.39,0.001987893
24/04/2013,55.28,0.011644964
23/04/2013,54.64,0.015678639
22/04/2013,53.79,0.005779824
19/04/2013,53.48,0.002996257
18/04/2013,53.32,-0.004864369
17/04/2013,53.58,-0.014636667
16/04/2013,54.37,0.014450048
15/04/2013,53.59,-0.040948876
12/04/2013,55.83,-0.014580628
11/04/2013,56.65,-0.007561805
10/04/2013,57.08,0.009682322
09/04/2013,56.53,0.009598367
08/04/2013,55.99,0.004654502
05/04/2013,55.73,-0.006260641
04/04/2013,56.08,0.020719595
03/04/2013,54.93,0.000728465
02/04/2013,54.89,-0.002183804
01/04/2013,55.01,-0.015512577
28/03/2013,55.87,0.009170252
27/03/2013,55.36,-0.002345513
26/03/2013,55.49,-0.006108535
25/03/2013,55.83,-0.017048895
22/03/2013,56.79,0.00565073
21/03/2013,56.47,-0.011269709
20/03/2013,57.11,0.002805543
19/03/2013,56.95,0.000351247
18/03/2013,56.93,-0.011526499
15/03/2013,57.59,0.001216228
14/03/2013,57.52,0.023215957
13/03/2013,56.2,-0.01097162
12/03/2013,56.82,-0.011722643
11/03/2013,57.49,0.003484931
08/03/2013,57.29,0.014239495
07/03/2013,56.48,0.002126906
06/03/2013,56.36,0.001953646
05/03/2013,56.25,0.012702559
04/03/2013,55.54,-0.009497428
01/03/2013,56.07,-0.011173301
28/02/2013,56.7,-0.009828089
27/02/2013,57.26,0.020110044
26/02/2013,56.12,0.006256165
25/02/2013,55.77,-0.026540836
22/02/2013,57.27,0.004901113
21/02/2013,56.99,-0.013247536
20/02/2013,57.75,-0.01392852
19/02/2013,58.56,0.004621318
15/02/2013,58.29,-0.002056556
14/02/2013,58.41,0.005321444
13/02/2013,58.1,0.000344293
12/02/2013,58.08,0.006044401
11/02/2013,57.73,0.003992021
08/02/2013,57.5,0.000521875
07/02/2013,57.47,0.000522148
06/02/2013,57.44,0.009269852
05/02/2013,56.91,-0.010139947
04/02/2013,57.49,-0.010210351
01/02/2013,58.08,0.014393728
31/01/2013,57.25,0.000698934
30/01/2013,57.21,-0.004534364
29/01/2013,57.47,0.003136984
28/01/2013,57.29,-0.003136984
25/01/2013,57.47,0.003486146
24/01/2013,57.27,0.007008965
23/01/2013,56.87,0.000879585
22/01/2013,56.82,0.016502903
18/01/2013,55.89,0.009708814
17/01/2013,55.35,0.014192378
16/01/2013,54.57,-0.008030706
15/01/2013,55.01,-0.00561952
14/01/2013,55.32,0.005074313
11/01/2013,55.04,-0.001815212
10/01/2013,55.14,0.008011696
09/01/2013,54.7,0.008998316
08/01/2013,54.21,-0.008998316
07/01/2013,54.7,-0.006741394
04/01/2013,55.07,0.003820618
03/01/2013,54.86,0.004750603
02/01/2013,54.6,0.030496971
31/12/2012,52.96,0.015604503
28/12/2012,52.14,-0.010113625
27/12/2012,52.67,0
26/12/2012,52.67,-0.003411679
24/12/2012,52.85,-0.003022863
21/12/2012,53.01,-0.00451723
20/12/2012,53.25,0.001315419
19/12/2012,53.18,0.001317151
18/12/2012,53.11,0.016325344
17/12/2012,52.25,0.009615459
14/12/2012,51.75,0.001740644
13/12/2012,51.66,0.000774593
12/12/2012,51.62,0.001939112
11/12/2012,51.52,0.005644784
10/12/2012,51.23,0.007445175
07/12/2012,50.85,0.000983768
06/12/2012,50.8,0.002957124
05/12/2012,50.65,0.018129792
04/12/2012,49.74,0.002818605
03/12/2012,49.6,-0.012621624
30/11/2012,50.23,-0.006943783
29/11/2012,50.58,0.012133416
28/11/2012,49.97,0.015529202
27/11/2012,49.2,0.006934558
26/11/2012,48.86,-0.005307218
23/11/2012,49.12,0.011672089
21/11/2012,48.55,0.001236604
20/11/2012,48.49,-0.009441778
19/11/2012,48.95,0.015647838
16/11/2012,48.19,0.001038098
15/11/2012,48.14,-0.004766354
14/11/2012,48.37,-0.031341597
13/11/2012,49.91,-0.008578606
12/11/2012,50.34,0.003781475
09/11/2012,50.15,0.007405217
08/11/2012,49.78,-0.009994087
07/11/2012,50.28,-0.023197423
06/11/2012,51.46,0.018831471
05/11/2012,50.5,0.013757569
02/11/2012,49.81,-0.011378504
01/11/2012,50.38,0.039474815
31/10/2012,48.43,0.012257347
26/10/2012,47.84,-0.002505221
25/10/2012,47.96,0.013011726
24/10/2012,47.34,0.000422565
23/10/2012,47.32,-0.018840834
22/10/2012,48.22,-0.000621955
19/10/2012,48.25,-0.027595006
18/10/2012,49.6,0.005863933
17/10/2012,49.31,0.008758585
16/10/2012,48.88,0.009868501
15/10/2012,48.4,0.001033592
12/10/2012,48.35,0.000620668
11/10/2012,48.32,0.000621054
10/10/2012,48.29,-0.014595798
09/10/2012,49,-0.002445986
08/10/2012,49.12,-0.001424067
05/10/2012,49.19,0.002850165
04/10/2012,49.05,0.010040039
03/10/2012,48.56,0.010974331
02/10/2012,48.03,0.002084203
01/10/2012,47.93,-0.007068637
28/09/2012,48.27,-0.001655972
27/09/2012,48.35,0.009350717
26/09/2012,47.9,-0.008316056
25/09/2012,48.3,-0.035191265
24/09/2012,50.03,-0.001398183
21/09/2012,50.1,-0.006366914
20/09/2012,50.42,-0.002772828
19/09/2012,50.56,0.000395648
18/09/2012,50.54,0.00595358
17/09/2012,50.24,0.008595755
14/09/2012,49.81,-0.003207058
13/09/2012,49.97,0.011067625
12/09/2012,49.42,0
11/09/2012,49.42,-0.007057192
10/09/2012,49.77,-0.000602591
07/09/2012,49.8,-0.003607941
06/09/2012,49.98,0.019802627
05/09/2012,49,-0.016997576
04/09/2012,49.84,-0.017502436
31/08/2012,50.72,-0.000394244
30/08/2012,50.74,-0.015643651
29/08/2012,51.54,-0.000775795
28/08/2012,51.58,-0.000387672
27/08/2012,51.6,-0.002322881
24/08/2012,51.72,0.00484544
23/08/2012,51.47,-0.003684674
22/08/2012,51.66,-0.01250377
21/08/2012,52.31,0.001339072
20/08/2012,52.24,-0.001147886
17/08/2012,52.3,0.004023379
16/08/2012,52.09,0.01100291
15/08/2012,51.52,-0.005613099
14/08/2012,51.81,0.012820688
13/08/2012,51.15,-0.001953126
10/08/2012,51.25,0.018710541
09/08/2012,50.3,0.006382152
08/08/2012,49.98,0.003808765
07/08/2012,49.79,0.017219103
06/08/2012,48.94,0.00903126
03/08/2012,48.5,0.022730621
02/08/2012,47.41,-0.001896534
01/08/2012,47.5,-0.005668116
31/07/2012,47.77,-0.003343786
30/07/2012,47.93,-0.002084203
27/07/2012,48.03,0.028295807
26/07/2012,46.69,0.023622292
25/07/2012,45.6,0.00549754
24/07/2012,45.35,-0.020731785
23/07/2012,46.3,0.001080497
20/07/2012,46.25,-0.016724232
19/07/2012,47.03,-0.00276038
18/07/2012,47.16,0.042227774
17/07/2012,45.21,0.011121111
16/07/2012,44.71,-0.005131077
13/07/2012,44.94,0.020457047
12/07/2012,44.03,-0.009043697
11/07/2012,44.43,-0.00493939
10/07/2012,44.65,-0.006251416
09/07/2012,44.93,-0.005106016
06/07/2012,45.16,-0.014290669
05/07/2012,45.81,0.005911347
03/07/2012,45.54,0.003078956
02/07/2012,45.4,-0.025659159
29/06/2012,46.58,0.050412347
28/06/2012,44.29,-0.007199131
27/06/2012,44.61,0.01172505
26/06/2012,44.09,-0.009480884
25/06/2012,44.51,-0.026603209
22/06/2012,45.71,0.003286954
21/06/2012,45.56,-0.010045946
20/06/2012,46.02,-0.020433015
19/06/2012,46.97,0.006836173
18/06/2012,46.65,-0.000428633
15/06/2012,46.67,0.003864324
14/06/2012,46.49,-0.000430108
13/06/2012,46.51,-0.011543523
12/06/2012,47.05,0.007680857
11/06/2012,46.69,0
08/06/2012,46.69,0.006015056
07/06/2012,46.41,0.010178756
06/06/2012,45.94,0.024904868
05/06/2012,44.81,-0.005785508
04/06/2012,45.07,-0.012348558
01/06/2012,45.63,-0.024676577
31/05/2012,46.77,-0.006818693
30/05/2012,47.09,-0.018098137
29/05/2012,47.95,0.014071428
25/05/2012,47.28,-0.008844025
24/05/2012,47.7,-0.003348685
23/05/2012,47.86,0.014310009
22/05/2012,47.18,0.008728102
21/05/2012,46.77,0.018123473
18/05/2012,45.93,-0.005644826
17/05/2012,46.19,-0.020994773
16/05/2012,47.17,-0.007392578
15/05/2012,47.52,-0.005665738
14/05/2012,47.79,-0.008127585
11/05/2012,48.18,-0.006619801
10/05/2012,48.5,0.007034997
09/05/2012,48.16,-0.020551484
08/05/2012,49.16,0.009401255
07/05/2012,48.7,-0.000615827
04/05/2012,48.73,-0.012845523
03/05/2012,49.36,-0.00283229
02/05/2012,49.5,0.006485633
01/05/2012,49.18,-0.066087747
30/04/2012,52.54,-0.002471249
27/04/2012,52.67,0.015112674
26/04/2012,51.88,0.012217741
25/04/2012,51.25,0.00665625
24/04/2012,50.91,0.019036863
23/04/2012,49.95,-0.006385973
20/04/2012,50.27,0.003786751
19/04/2012,50.08,-0.009341219
18/04/2012,50.55,-0.010430086
17/04/2012,51.08,0.017378004
16/04/2012,50.2,0.002193639
13/04/2012,50.09,-0.018396325
12/04/2012,51.02,0.02560934
11/04/2012,49.73,0.001811412
10/04/2012,49.64,-0.014003029
09/04/2012,50.34,-0.012241022
05/04/2012,50.96,-0.007818648
04/04/2012,51.36,-0.008144315
03/04/2012,51.78,-0.01457081
02/04/2012,52.54,0.006875505
30/03/2012,52.18,0.005958691
29/03/2012,51.87,0.002316156
28/03/2012,51.75,0.00717544
27/03/2012,51.38,0.000584055
26/03/2012,51.35,0.002730111
23/03/2012,51.21,-0.015308893
22/03/2012,52,0.000962001
21/03/2012,51.95,0.008117555
20/03/2012,51.53,-0.005419018
19/03/2012,51.81,-0.010750727
16/03/2012,52.37,0.00709019
15/03/2012,52,0.005399165
14/03/2012,51.72,-0.000966277
13/03/2012,51.77,0.02602632
12/03/2012,50.44,0.008961526
09/03/2012,49.99,0.006421856
08/03/2012,49.67,0.011745781
07/03/2012,49.09,0.005925035
06/03/2012,48.8,-0.015453744
05/03/2012,49.56,-0.013428401
02/03/2012,50.23,0.000995917
01/03/2012,50.18,-0.002587324
29/02/2012,50.31,-0.006735366
28/02/2012,50.65,-0.007866314
27/02/2012,51.05,0.003335626
24/02/2012,50.88,-0.003727322
23/02/2012,51.07,-0.017276951
22/02/2012,51.96,0.001540832
21/02/2012,51.88,0.007351552
17/02/2012,51.5,0.002332816
16/02/2012,51.38,0.008011767
15/02/2012,50.97,-0.01267197
14/02/2012,51.62,-0.022601996
13/02/2012,52.8,0.011428696
10/02/2012,52.2,-0.010291686
09/02/2012,52.74,0.012977281
08/02/2012,52.06,0.002692827
07/02/2012,51.92,-0.027544718
06/02/2012,53.37,0.017197816
03/02/2012,52.46,0.019440512
02/02/2012,51.45,-0.008322897
01/02/2012,51.88,0.009684368
31/01/2012,51.38,-0.006595562
30/01/2012,51.72,0.000967212
27/01/2012,51.67,-0.007711625
26/01/2012,52.07,-0.000575982
25/01/2012,52.1,0.028423171
24/01/2012,50.64,0.017932339
23/01/2012,49.74,0.008277023
20/01/2012,49.33,-0.009482569
19/01/2012,49.8,-0.000200783
18/01/2012,49.81,0.015375581
17/01/2012,49.05,0.010451986
13/01/2012,48.54,-0.014521167
12/01/2012,49.25,0.02925631
11/01/2012,47.83,-0.018025972
10/01/2012,48.7,0.016772316
09/01/2012,47.89,0.015572705
06/01/2012,47.15,-0.012016588
05/01/2012,47.72,-0.006475218
04/01/2012,48.03,0.006475218
03/01/2012,47.72,0.023964671
30/12/2011,46.59,-0.000858185
29/12/2011,46.63,0.021459586
28/12/2011,45.64,-0.015868173
27/12/2011,46.37,0.001726743
23/12/2011,46.29,0.024271444
22/12/2011,45.18,-0.038854589
21/12/2011,46.97,-0.055892029
20/12/2011,49.67,0.035868175
19/12/2011,47.92,-0.024936892
16/12/2011,49.13,0.005306135
15/12/2011,48.87,-0.001839927
14/12/2011,48.96,-0.017412872
13/12/2011,49.82,-0.011177761
12/12/2011,50.38,-0.022763934
09/12/2011,51.54,0.019988908
08/12/2011,50.52,-0.028489732
07/12/2011,51.98,0.0001924
06/12/2011,51.97,-0.00307397
05/12/2011,52.13,0.014880939
02/12/2011,51.36,-0.009302393
01/12/2011,51.84,-0.007877839
30/11/2011,52.25,0.062180856
29/11/2011,49.1,-0.000814332
28/11/2011,49.14,0.042188074
25/11/2011,47.11,0.001061909
23/11/2011,47.06,-0.026215195
22/11/2011,48.31,-0.012138818
21/11/2011,48.9,-0.016428724
18/11/2011,49.71,0.003022063
17/11/2011,49.56,-0.017402179
16/11/2011,50.43,-0.018857365
15/11/2011,51.39,0.00840259
14/11/2011,50.96,-0.007818648
11/11/2011,51.36,0.01569891
10/11/2011,50.56,0.008940161
09/11/2011,50.11,-0.03952001
08/11/2011,52.13,0.024074158
07/11/2011,50.89,-0.00724428
04/11/2011,51.26,-0.010865454
03/11/2011,51.82,0.039962014
02/11/2011,49.79,0.030175582
01/11/2011,48.31,0.003940687
31/10/2011,48.12,-0.030494535
28/10/2011,49.61,-0.010626666
27/10/2011,50.14,0.061485084
26/10/2011,47.15,0.013451681
25/10/2011,46.52,-0.024210144
24/10/2011,47.66,0.005048391
21/10/2011,47.42,0.020021968
20/10/2011,46.48,-0.003436429
19/10/2011,46.64,-0.024357871
18/10/2011,47.79,0.039915661
17/10/2011,45.92,-0.034039463
14/10/2011,47.51,0.024071883
13/10/2011,46.38,-0.003228934
12/10/2011,46.53,0.018874625
11/10/2011,45.66,0.005930825
10/10/2011,45.39,0.030874936
07/10/2011,44.01,-0.011072308
06/10/2011,44.5,0.028029635
05/10/2011,43.27,0.026699478
04/10/2011,42.13,0.034777714
03/10/2011,40.69,-0.015122239
30/09/2011,41.31,-0.058300879
29/09/2011,43.79,0.012870782
28/09/2011,43.23,-0.01924458
27/09/2011,44.07,0.008431177
26/09/2011,43.7,0.031852048
23/09/2011,42.33,0.00830274
22/09/2011,41.98,-0.041298298
21/09/2011,43.75,-0.040319011
20/09/2011,45.55,0.002417849
19/09/2011,45.44,-0.006580414
16/09/2011,45.74,-0.00370977
15/09/2011,45.91,0.020020468
14/09/2011,45,0.007808182
13/09/2011,44.65,0.01922049
12/09/2011,43.8,0.009174376
09/09/2011,43.4,-0.022329476
08/09/2011,44.38,-0.008079039
07/09/2011,44.74,0.029257104
06/09/2011,43.45,-0.013260368
02/09/2011,44.03,-0.035036497
01/09/2011,45.6,-0.020619287
31/08/2011,46.55,0.001935276
30/08/2011,46.46,-0.008999418
29/08/2011,46.88,0.0318588
26/08/2011,45.41,0.021142437
25/08/2011,44.46,-0.029475818
24/08/2011,45.79,0.031051508
23/08/2011,44.39,0.041159966
22/08/2011,42.6,0.003291797
19/08/2011,42.46,-0.011474192
18/08/2011,42.95,-0.06621058
17/08/2011,45.89,-0.003914751
16/08/2011,46.07,-0.018068893
15/08/2011,46.91,0.013088911
12/08/2011,46.3,0.013481396
11/08/2011,45.68,0.08661343
10/08/2011,41.89,-0.065597282
09/08/2011,44.73,0.050434708
08/08/2011,42.53,-0.065082107
05/08/2011,45.39,-0.013566948
04/08/2011,46.01,-0.051879951
03/08/2011,48.46,0.029315332
02/08/2011,47.06,-0.041620656
01/08/2011,49.06,-0.000611309
29/07/2011,49.09,-0.01073863
28/07/2011,49.62,-0.016192258
27/07/2011,50.43,-0.069323308
26/07/2011,54.05,-0.022501635
25/07/2011,55.28,0.003261463
22/07/2011,55.1,-0.015666117
21/07/2011,55.97,0.004117811
20/07/2011,55.74,0.004855688
19/07/2011,55.47,0.011057849
18/07/2011,54.86,-0.009253445
15/07/2011,55.37,-0.00414527
14/07/2011,55.6,-0.008239344
13/07/2011,56.06,-0.002138276
12/07/2011,56.18,-0.003198865
11/07/2011,56.36,-0.014619371
08/07/2011,57.19,-0.016646821
07/07/2011,58.15,0.008809108
06/07/2011,57.64,0.008362418
05/07/2011,57.16,0.001225383
01/07/2011,57.09,0.014822929
30/06/2011,56.25,0.023746394
29/06/2011,54.93,0.002734484
28/06/2011,54.78,0.016751427
27/06/2011,53.87,0.005584527
24/06/2011,53.57,-0.006883108
23/06/2011,53.94,0.010061572
22/06/2011,53.4,-0.009690721
21/06/2011,53.92,0.020422255
20/06/2011,52.83,0.014682312
17/06/2011,52.06,-0.00841627
16/06/2011,52.5,0.01187981
15/06/2011,51.88,-0.014922795
14/06/2011,52.66,0.027921329
13/06/2011,51.21,-0.003119519
10/06/2011,51.37,-0.006209995
09/06/2011,51.69,0.005042679
08/06/2011,51.43,-0.00019442
07/06/2011,51.44,0.001751144
06/06/2011,51.35,0.002534856
03/06/2011,51.22,-0.012417699
02/06/2011,51.86,-0.0061515
01/06/2011,52.18,-0.044418433
31/05/2011,54.55,0.007913909
27/05/2011,54.12,0.00147929
26/05/2011,54.04,0.002779581
25/05/2011,53.89,0.010070954
24/05/2011,53.35,-0.0102565
23/05/2011,53.9,-0.003518848
20/05/2011,54.09,-0.00956769
19/05/2011,54.61,0.009937513
18/05/2011,54.07,0.023389597
17/05/2011,52.82,-0.006792479
16/05/2011,53.18,-0.006559859
13/05/2011,53.53,-0.013176399
12/05/2011,54.24,-0.004598555
11/05/2011,54.49,-0.016020732
10/05/2011,55.37,-0.014522891
09/05/2011,56.18,0.009299066
06/05/2011,55.66,0.011383265
05/05/2011,55.03,-0.014611967
04/05/2011,55.84,-0.01862912
03/05/2011,56.89,-0.06663467
02/05/2011,60.81,0.000658003
29/04/2011,60.77,0.011918698
28/04/2011,60.05,0.000333111
27/04/2011,60.03,0.00752449
26/04/2011,59.58,0.017438857
25/04/2011,58.55,-0.010026424
21/04/2011,59.14,0.014476962
20/04/2011,58.29,0.027127381
19/04/2011,56.73,0.00300115
18/04/2011,56.56,-0.017352114
15/04/2011,57.55,0.002435631
14/04/2011,57.41,0.002965549
13/04/2011,57.24,0.001398602
12/04/2011,57.16,-0.008362418
11/04/2011,57.64,-0.001906578
08/04/2011,57.75,-0.009135632
07/04/2011,58.28,-0.004792888
06/04/2011,58.56,-0.006468108
05/04/2011,58.94,0.002378122
04/04/2011,58.8,-0.003395589
01/04/2011,59,0.009707987
31/03/2011,58.43,0.017610952
30/03/2011,57.41,0.005239272
29/03/2011,57.11,-0.001749476
28/03/2011,57.21,-0.010606028
25/03/2011,57.82,0.003291471
24/03/2011,57.63,0.006266339
23/03/2011,57.27,-0.002615748
22/03/2011,57.42,-0.01246122
21/03/2011,58.14,0.017349498
18/03/2011,57.14,-0.00157384
17/03/2011,57.23,0.015495996
16/03/2011,56.35,-0.031959413
15/03/2011,58.18,-0.012638939
14/03/2011,58.92,-0.008281971
11/03/2011,59.41,0.008791265
10/03/2011,58.89,-0.02000571
09/03/2011,60.08,-0.001164435
08/03/2011,60.15,0.017948985
07/03/2011,59.08,-0.011109355
04/03/2011,59.74,-0.013137297
03/03/2011,60.53,0.026958518
02/03/2011,58.92,0.012982758
01/03/2011,58.16,-0.025463946
28/02/2011,59.66,-0.005182658
25/02/2011,59.97,0.012416267
24/02/2011,59.23,-0.003875647
23/02/2011,59.46,-0.016181853
22/02/2011,60.43,-0.022094017
18/02/2011,61.78,0.001944265
17/02/2011,61.66,0.001135903
16/02/2011,61.59,0.000649667
15/02/2011,61.55,-0.004862246
14/02/2011,61.85,0.00469979
11/02/2011,61.56,0.010943351
10/02/2011,60.89,-0.001640959
09/02/2011,60.99,-0.005559203
08/02/2011,61.33,0.0078573
07/02/2011,60.85,0.004281956
04/02/2011,60.59,0.005793279
03/02/2011,60.24,0.006495151
02/02/2011,59.85,0.001504891
01/02/2011,59.76,0.014835066
31/01/2011,58.88,0.033152207
28/01/2011,56.96,-0.026506532
27/01/2011,58.49,-0.010036658
