Date,Close,IBM
13/08/2013,188.42,-0.003549579
12/08/2013,189.09,0.006739035
09/08/2013,187.82,-0.000585496
08/08/2013,187.93,-0.003346706
07/08/2013,188.56,-0.012804812
06/08/2013,190.99,-0.023339309
05/08/2013,195.5,0.001740644
02/08/2013,195.16,-0.003325066
01/08/2013,195.81,0.003940136
31/07/2013,195.04,-0.004961013
30/07/2013,196.01,-0.001019836
29/07/2013,196.21,-0.005793288
26/07/2013,197.35,0.000658945
25/07/2013,197.22,0.003097786
24/07/2013,196.61,0.008325082
23/07/2013,194.98,0.00457502
22/07/2013,194.09,0.00283776
19/07/2013,193.54,-0.022732315
18/07/2013,197.99,0.017527325
17/07/2013,194.55,0.003604535
16/07/2013,193.85,-0.000773495
15/07/2013,194,0.00999827
12/07/2013,192.07,-0.003793493
11/07/2013,192.8,0.002856774
10/07/2013,192.25,0.004953732
09/07/2013,191.3,-0.019054113
08/07/2013,194.98,0.000256469
05/07/2013,194.93,0.008655832
03/07/2013,193.25,0.009096879
02/07/2013,191.5,0.001149485
01/07/2013,191.28,0.000889145
28/06/2013,191.11,-0.02347817
27/06/2013,195.65,0.004045997
26/06/2013,194.86,-0.000615637
25/06/2013,194.98,0.00741278
24/06/2013,193.54,-0.009871545
21/06/2013,195.46,-0.009623047
20/06/2013,197.35,-0.022991821
19/06/2013,201.94,-0.014405008
18/06/2013,204.87,0.008972628
17/06/2013,203.04,0.004145697
14/06/2013,202.2,-0.0077346
13/06/2013,203.77,0.012692469
12/06/2013,201.2,-0.013722512
11/06/2013,203.98,-0.005085586
10/06/2013,205.02,-0.006466221
07/06/2013,206.35,0.012434635
06/06/2013,203.8,0.005214751
05/06/2013,202.74,-0.016873704
04/06/2013,206.19,-0.013296915
03/06/2013,208.95,0.00446076
31/05/2013,208.02,-0.006421029
30/05/2013,209.36,0.006901868
29/05/2013,207.92,0.000673563
28/05/2013,207.78,0.009963807
24/05/2013,205.72,-0.002136545
23/05/2013,206.16,-0.004017917
22/05/2013,206.99,-0.007987724
21/05/2013,208.65,0.005045056
20/05/2013,207.6,-0.004038079
17/05/2013,208.44,0.018154591
16/05/2013,204.69,0.006715547
15/05/2013,203.32,0.000541165
14/05/2013,203.21,0.0036482
13/05/2013,202.47,-0.009829538
10/05/2013,204.47,0.006033719
09/05/2013,203.24,-0.007743998
08/05/2013,204.82,0.005826923
07/05/2013,203.63,0.004182974
06/05/2013,202.78,-0.008495227
03/05/2013,204.51,0.010420345
02/05/2013,202.39,0.013730876
01/05/2013,199.63,-0.014471745
30/04/2013,202.54,0.016879088
29/04/2013,199.15,0.024603488
26/04/2013,194.31,0.001854428
25/04/2013,193.95,0.01161658
24/04/2013,191.71,0.000521757
23/04/2013,191.61,0.019924758
22/04/2013,187.83,-0.011486774
19/04/2013,190,-0.086419096
18/04/2013,207.15,-0.012091698
17/04/2013,209.67,-0.011051409
16/04/2013,212,0.013008777
15/04/2013,209.26,-0.010079964
12/04/2013,211.38,-0.007259047
11/04/2013,212.92,0.004330234
10/04/2013,212,0.013199945
09/04/2013,209.22,-0.000477852
08/04/2013,209.32,-0.000429871
05/04/2013,209.41,-0.009032197
04/04/2013,211.31,-0.006368397
03/04/2013,212.66,-0.007962198
02/04/2013,214.36,0.009279722
01/04/2013,212.38,-0.004322503
28/03/2013,213.3,0.011362955
27/03/2013,210.89,-0.006946277
26/03/2013,212.36,0.007657802
25/03/2013,210.74,-0.006338416
22/03/2013,212.08,-0.000848376
21/03/2013,212.26,-0.013105121
20/03/2013,215.06,0.007561296
19/03/2013,213.44,0.001078167
18/03/2013,213.21,-0.00798827
15/03/2013,214.92,-0.004086187
14/03/2013,215.8,0.017482799
13/03/2013,212.06,0.007146099
12/03/2013,210.55,0.002234744
11/03/2013,210.08,-0.001427009
08/03/2013,210.38,0.004573614
07/03/2013,209.42,0.004978469
06/03/2013,208.38,0.008917656
05/03/2013,206.53,0.006509301
04/03/2013,205.19,0.011173848
01/03/2013,202.91,0.010303752
28/02/2013,200.83,-0.007441249
27/02/2013,202.33,0.015891933
26/02/2013,199.14,0.008218879
25/02/2013,197.51,-0.017963353
22/02/2013,201.09,0.013820259
21/02/2013,198.33,-0.004929092
20/02/2013,199.31,-0.005054686
19/02/2013,200.32,-0.003289313
15/02/2013,200.98,0.006639567
14/02/2013,199.65,-0.002201432
13/02/2013,200.09,0.000249919
12/02/2013,200.04,-0.0005997
11/02/2013,200.16,-0.007565236
08/02/2013,201.68,0.009665762
07/02/2013,199.74,-0.006387885
06/02/2013,201.02,-0.008766555
05/02/2013,202.79,-0.004919091
04/02/2013,203.79,-0.006797591
01/02/2013,205.18,0.010336895
31/01/2013,203.07,-0.002213533
30/01/2013,203.52,-0.001865397
29/01/2013,203.9,-0.00503878
28/01/2013,204.93,-0.00019517
25/01/2013,204.97,0.002686926
24/01/2013,204.42,-0.001466491
23/01/2013,204.72,0.043120453
22/01/2013,196.08,0.00824483
18/01/2013,194.47,0.004225504
17/01/2013,193.65,0.005488829
16/01/2013,192.59,0.000467423
15/01/2013,192.5,-0.000623182
14/01/2013,192.62,-0.009455724
11/01/2013,194.45,0.008106827
10/01/2013,192.88,0.002907583
09/01/2013,192.32,-0.002855735
08/01/2013,192.87,-0.001398928
07/01/2013,193.14,-0.004391297
04/01/2013,193.99,-0.006576605
03/01/2013,195.27,-0.005515565
02/01/2013,196.35,0.02474991
31/12/2012,191.55,0.009019936
28/12/2012,189.83,-0.015057533
27/12/2012,192.71,0.003951547
26/12/2012,191.95,-0.002341617
24/12/2012,192.4,-0.005287452
21/12/2012,193.42,-0.006955385
20/12/2012,194.77,-0.001590356
19/12/2012,195.08,-0.003122044
18/12/2012,195.69,0.010634299
17/12/2012,193.62,0.009652885
14/12/2012,191.76,-0.001198697
13/12/2012,191.99,-0.004987801
12/12/2012,192.95,-0.006457468
11/12/2012,194.2,0.00816922
10/12/2012,192.62,0.003484415
07/12/2012,191.95,0.011791045
06/12/2012,189.7,0.005550431
05/12/2012,188.65,-0.003756519
04/12/2012,189.36,-0.000633513
03/12/2012,189.48,-0.003108947
30/11/2012,190.07,-0.007652029
29/11/2012,191.53,-0.002346746
28/11/2012,191.98,0.003914308
27/11/2012,191.23,-0.008591342
26/11/2012,192.88,-0.003157598
23/11/2012,193.49,0.016676607
21/11/2012,190.29,0.005744568
20/11/2012,189.2,-0.006059826
19/11/2012,190.35,0.018076773
16/11/2012,186.94,0.005847813
15/11/2012,185.85,0.001831108
14/11/2012,185.51,-0.015033855
13/11/2012,188.32,-0.004926249
12/11/2012,189.25,-0.002058646
09/11/2012,189.64,-0.002422711
08/11/2012,190.1,-0.005560524
07/11/2012,191.16,-0.020247695
06/11/2012,195.07,0.00477892
05/11/2012,194.14,0.003663858
02/11/2012,193.43,-0.01904917
01/11/2012,197.15,0.013378468
31/10/2012,194.53,0.006498218
26/10/2012,193.27,0.008678309
25/10/2012,191.6,0.004603482
24/10/2012,190.72,-0.002775089
23/10/2012,191.25,-0.016336419
22/10/2012,194.4,0.005364156
19/10/2012,193.36,-0.008240673
18/10/2012,194.96,-0.028668006
17/10/2012,200.63,-0.050395718
16/10/2012,211,0.009858866
15/10/2012,208.93,0.005423189
12/10/2012,207.8,0.009865638
11/10/2012,205.76,-0.000291559
10/10/2012,205.82,-0.010488001
09/10/2012,207.99,-0.008760019
08/10/2012,209.82,-0.003663095
05/10/2012,210.59,0.000950164
04/10/2012,210.39,-0.000570207
03/10/2012,210.51,0.003187822
02/10/2012,209.84,-0.00299779
01/10/2012,210.47,0.014452778
28/09/2012,207.45,0.007451167
27/09/2012,205.91,0.009319186
26/09/2012,204,-0.00479242
25/09/2012,204.98,-0.0015112
24/09/2012,205.29,-0.003355463
21/09/2012,205.98,-0.000970497
20/09/2012,206.18,-0.001211798
19/09/2012,206.43,-0.003095528
18/09/2012,207.07,-0.000386268
17/09/2012,207.15,0.001642671
14/09/2012,206.81,0.002178281
13/09/2012,206.36,0.01263031
12/09/2012,203.77,0.002456762
11/09/2012,203.27,0.011479024
10/09/2012,200.95,0.007241885
07/09/2012,199.5,0.002007025
06/09/2012,199.1,0.020602545
05/09/2012,195.04,0.002566868
04/09/2012,194.54,-0.001592234
31/08/2012,194.85,0.00762458
30/08/2012,193.37,-0.008804279
29/08/2012,195.08,0.001077061
28/08/2012,194.87,-0.004199105
27/08/2012,195.69,-0.010572965
24/08/2012,197.77,0.010521865
23/08/2012,195.7,-0.007889085
22/08/2012,197.25,-0.007072523
21/08/2012,198.65,-0.009269764
20/08/2012,200.5,-0.00358459
17/08/2012,201.22,0.001890266
16/08/2012,200.84,0.012223376
15/08/2012,198.4,0.000554589
14/08/2012,198.29,-0.003624469
13/08/2012,199.01,-0.001405976
10/08/2012,199.29,0.004375054
09/08/2012,198.42,-0.003069571
08/08/2012,199.03,-0.004511738
07/08/2012,199.93,0.005869239
06/08/2012,198.76,0.001208216
03/08/2012,198.52,0.02071479
02/08/2012,194.45,-0.003747149
01/08/2012,195.18,-0.004090403
31/07/2012,195.98,-0.003565429
30/07/2012,196.68,0.001475564
27/07/2012,196.39,0.012502084
26/07/2012,193.95,0.014908205
25/07/2012,191.08,0.003880242
24/07/2012,190.34,-0.002571033
23/07/2012,190.83,-0.0084534
20/07/2012,192.45,-0.01490525
19/07/2012,195.34,0.036970763
18/07/2012,188.25,0.024739094
17/07/2012,183.65,-0.006188273
16/07/2012,184.79,-0.006580391
13/07/2012,186.01,0.0158226
12/07/2012,183.09,-0.011728429
11/07/2012,185.25,-0.005437283
10/07/2012,186.26,-0.018142173
09/07/2012,189.67,-0.009132004
06/07/2012,191.41,-0.020067909
05/07/2012,195.29,-0.003271819
03/07/2012,195.93,0.000510517
02/07/2012,195.83,0.001277433
29/06/2012,195.58,0.021604024
28/06/2012,191.4,-0.00832471
27/06/2012,193,0.005455267
26/06/2012,191.95,-0.004729616
25/06/2012,192.86,-0.004346033
22/06/2012,193.7,0.001601695
21/06/2012,193.39,-0.02748981
20/06/2012,198.78,-0.000754319
19/06/2012,198.93,0.003222398
18/06/2012,198.29,-0.004076605
15/06/2012,199.1,0.020294963
14/06/2012,195.1,0.010304058
13/06/2012,193.1,-0.00748101
12/06/2012,194.55,0.010541099
11/06/2012,192.51,-0.013569149
08/06/2012,195.14,0.003593618
07/06/2012,194.44,0.002317021
06/06/2012,193.99,0.025001955
05/06/2012,189.2,0.003494471
04/06/2012,188.54,-0.00286002
01/06/2012,189.08,-0.020001714
31/05/2012,192.9,-0.008414473
30/05/2012,194.53,-0.009872455
29/05/2012,196.46,0.011055492
25/05/2012,194.3,-0.009170381
24/05/2012,196.09,-0.000152979
23/05/2012,196.12,-0.003562889
22/05/2012,196.82,-0.004764569
21/05/2012,197.76,0.009551947
18/05/2012,195.88,-0.010209094
17/05/2012,197.89,-0.009255134
16/05/2012,199.73,0.003460645
15/05/2012,199.04,-0.00200763
14/05/2012,199.44,-0.008636883
11/05/2012,201.17,0.002837446
10/05/2012,200.6,-0.003135657
09/05/2012,201.23,-0.001241588
08/05/2012,201.48,-0.011203631
07/05/2012,203.75,-0.006067445
04/05/2012,204.99,-0.010916344
03/05/2012,207.24,-0.003948958
02/05/2012,208.06,0.00028842
01/05/2012,208,0.004432888
30/04/2012,207.08,0.001304695
27/04/2012,206.81,0.005965245
26/04/2012,205.58,0.009825327
25/04/2012,203.57,0.01769256
24/04/2012,200,0.006923915
23/04/2012,198.62,-0.004921912
20/04/2012,199.6,0.000451003
19/04/2012,199.51,-0.003102795
18/04/2012,200.13,-0.035923191
17/04/2012,207.45,0.02306463
16/04/2012,202.72,-0.000394555
13/04/2012,202.8,-0.012349466
12/04/2012,205.32,0.013434867
11/04/2012,202.58,0.001234842
10/04/2012,202.33,-0.012817226
09/04/2012,204.94,-0.002582785
05/04/2012,205.47,-0.00281882
04/04/2012,206.05,-0.016604882
03/04/2012,209.5,0.000143208
02/04/2012,209.47,0.003922324
30/03/2012,208.65,0.001822892
29/03/2012,208.27,0.004716536
28/03/2012,207.29,0.000530798
27/03/2012,207.18,-0.002843718
26/03/2012,207.77,0.011082993
23/03/2012,205.48,-4.86654E-05
22/03/2012,205.49,0.003900731
21/03/2012,204.69,0.002151906
20/03/2012,204.25,-0.007171287
19/03/2012,205.72,-0.00140869
16/03/2012,206.01,4.85425E-05
15/03/2012,206,0.006232977
14/03/2012,204.72,0.004602211
13/03/2012,203.78,0.013736072
12/03/2012,201,0.001892337
09/03/2012,200.62,0.004045656
08/03/2012,199.81,0.010262176
07/03/2012,197.77,0.002582084
06/03/2012,197.26,-0.017089278
05/03/2012,200.66,0.009262339
02/03/2012,198.81,0.006459123
01/03/2012,197.53,0.004058241
29/02/2012,196.73,-0.006333785
28/02/2012,197.98,0.002275544
27/02/2012,197.53,-0.001163703
24/02/2012,197.76,0.000758783
23/02/2012,197.61,0.01910756
22/02/2012,193.87,0.002478956
21/02/2012,193.39,-0.000155115
17/02/2012,193.42,0.00207018
16/02/2012,193.02,0.003997202
15/02/2012,192.25,0.000156059
14/02/2012,192.22,-0.002078787
13/02/2012,192.62,0.001038853
10/02/2012,192.42,-0.003683054
09/02/2012,193.13,0.000932449
08/02/2012,192.95,-0.00207093
07/02/2012,193.35,0.002744907
06/02/2012,192.82,-0.004243654
03/02/2012,193.64,0.010956311
02/02/2012,191.53,-0.005674882
01/02/2012,192.62,0.000103837
31/01/2012,192.6,0.000519346
30/01/2012,192.5,0.010653955
27/01/2012,190.46,-0.002726512
26/01/2012,190.98,-0.003919422
25/01/2012,191.73,-0.00104259
24/01/2012,191.93,0.010211919
23/01/2012,189.98,0.007714701
20/01/2012,188.52,0.043362527
19/01/2012,180.52,-0.003042122
18/01/2012,181.07,0.005926846
17/01/2012,180,0.00467759
13/01/2012,179.16,-0.007728486
12/01/2012,180.55,-0.009755637
11/01/2012,182.32,0.005555111
10/01/2012,181.31,-0.001543125
09/01/2012,181.59,-0.005217929
06/01/2012,182.54,-0.011546969
05/01/2012,184.66,-0.004754196
04/01/2012,185.54,-0.004087785
03/01/2012,186.3,0.013074907
30/12/2011,183.88,-0.012430577
29/12/2011,186.18,0.011832539
28/12/2011,183.99,-0.00520411
27/12/2011,184.95,0.001081958
23/12/2011,184.75,0.014777117
22/12/2011,182.04,0.003136092
21/12/2011,181.47,-0.031300866
20/12/2011,187.24,0.023506337
19/12/2011,182.89,-0.003711187
16/12/2011,183.57,-0.021076107
15/12/2011,187.48,-0.006592262
14/12/2011,188.72,-0.012794025
13/12/2011,191.15,-0.005373973
12/12/2011,192.18,-0.012308166
09/12/2011,194.56,0.015435123
08/12/2011,191.58,-0.012810382
07/12/2011,194.05,0.005736598
06/12/2011,192.94,0.010943879
05/12/2011,190.84,0.006202385
02/12/2011,189.66,0.001107858
01/12/2011,189.45,0.007683175
30/11/2011,188,0.038276478
29/11/2011,180.94,-0.006994383
28/11/2011,182.21,0.02867121
25/11/2011,177.06,-0.005013954
23/11/2011,177.95,-0.018705661
22/11/2011,181.31,-0.000937181
21/11/2011,181.48,-0.020506827
18/11/2011,185.24,-0.002641725
17/11/2011,185.73,-0.004780458
16/11/2011,186.62,-0.011348924
15/11/2011,188.75,0.007444863
14/11/2011,187.35,-0.000160115
11/11/2011,187.38,0.021741746
10/11/2011,183.35,0.006072395
09/11/2011,182.24,-0.027120123
08/11/2011,187.25,-0.000373762
07/11/2011,187.32,0.005030784
04/11/2011,186.38,-0.004924009
03/11/2011,187.3,0.018210729
02/11/2011,183.92,0.014072015
01/11/2011,181.35,-0.017924957
31/10/2011,184.63,-0.015158321
28/10/2011,187.45,0.008410839
27/10/2011,185.88,0.021259466
26/10/2011,181.97,0.008886985
25/10/2011,180.36,-0.010424517
24/10/2011,182.25,0.00340772
21/10/2011,181.63,0.024410485
20/10/2011,177.25,-0.000789533
19/10/2011,177.39,-0.008476292
18/10/2011,178.9,-0.042086706
17/10/2011,186.59,-0.020895966
14/10/2011,190.53,0.019664076
13/10/2011,186.82,0.003753959
12/10/2011,186.12,0.006035802
11/10/2011,185,-0.008718639
10/10/2011,186.62,0.022927212
07/10/2011,182.39,0.003845313
06/10/2011,181.69,0.027000022
05/10/2011,176.85,0.012002761
04/10/2011,174.74,0.008332663
03/10/2011,173.29,-0.009076349
30/09/2011,174.87,-0.024292235
29/09/2011,179.17,0.009082816
28/09/2011,177.55,-0.000900749
27/09/2011,177.71,0.018170962
26/09/2011,174.51,0.030073518
23/09/2011,169.34,0.004260866
22/09/2011,168.62,-0.025759532
21/09/2011,173.02,-0.009777498
20/09/2011,174.72,0.009141935
19/09/2011,173.13,0.000808968
16/09/2011,172.99,0.016906081
15/09/2011,170.09,0.016897802
14/09/2011,167.24,0.023045142
13/09/2011,163.43,0.006199191
12/09/2011,162.42,0.006485708
09/09/2011,161.37,-0.023759614
08/09/2011,165.25,-0.0123889
07/09/2011,167.31,0.013236461
06/09/2011,165.11,-0.011262126
02/09/2011,166.98,-0.019863687
01/09/2011,170.33,-0.009233352
31/08/2011,171.91,-0.003484122
30/08/2011,172.51,-0.000637441
29/08/2011,172.62,0.020365872
26/08/2011,169.14,0.021272313
25/08/2011,165.58,-0.007101191
24/08/2011,166.76,0.014739907
23/08/2011,164.32,0.033037338
22/08/2011,158.98,0.009099014
19/08/2011,157.54,-0.039149911
18/08/2011,163.83,-0.045637337
17/08/2011,171.48,0.00140056
16/08/2011,171.24,-0.010167708
15/08/2011,172.99,0.028080042
12/08/2011,168.2,0.00877801
11/08/2011,166.73,0.025451612
10/08/2011,162.54,-0.048456125
09/08/2011,170.61,0.026068038
08/08/2011,166.22,-0.039863769
05/08/2011,172.98,0.008709339
04/08/2011,171.48,-0.041968992
03/08/2011,178.83,0.004371224
02/08/2011,178.05,-0.015050451
01/08/2011,180.75,-0.00606731
29/07/2011,181.85,0.00027499
28/07/2011,181.8,0.002478316
27/07/2011,181.35,-0.0086747
26/07/2011,182.93,-0.004200426
25/07/2011,183.7,-0.008024333
22/07/2011,185.18,0.001513187
21/07/2011,184.9,0.006783366
20/07/2011,183.65,-0.008458544
19/07/2011,185.21,0.055105621
18/07/2011,175.28,-0.001482242
15/07/2011,175.54,0.007490672
14/07/2011,174.23,-0.000516425
13/07/2011,174.32,0.001550076
12/07/2011,174.05,-0.005386215
11/07/2011,174.99,-0.008535388
08/07/2011,176.49,5.6662E-05
07/07/2011,176.48,-0.006945453
06/07/2011,177.71,0.012912905
05/07/2011,175.43,0.005086161
01/07/2011,174.54,0.017279172
30/06/2011,171.55,0.005904896
29/06/2011,170.54,0.003112614
28/06/2011,170.01,0.014157746
27/06/2011,167.62,0.015329886
24/06/2011,165.07,-0.006340792
23/06/2011,166.12,0.002652202
22/06/2011,165.68,-0.003253995
21/06/2011,166.22,0.007245533
20/06/2011,165.02,0.003520917
17/06/2011,164.44,0.010822153
16/06/2011,162.67,0.002092308
15/06/2011,162.33,-0.010966567
14/06/2011,164.12,0.005805265
13/06/2011,163.17,-6.12839E-05
10/06/2011,163.18,-0.01012142
09/06/2011,164.84,0.003037854
08/06/2011,164.34,0.003963057
07/06/2011,163.69,-0.006454778
06/06/2011,164.75,-0.001819285
03/06/2011,165.05,-0.006281352
02/06/2011,166.09,-0.002825795
01/06/2011,166.56,-0.014128823
31/05/2011,168.93,0.008501077
27/05/2011,167.5,0.001912275
26/05/2011,167.18,-0.0034037
25/05/2011,167.75,-0.001429678
24/05/2011,167.99,-0.001605948
23/05/2011,168.26,-0.011228769
20/05/2011,170.16,-0.002523846
19/05/2011,170.59,0.000879688
18/05/2011,170.44,-0.000351968
17/05/2011,170.5,0.009665327
16/05/2011,168.86,-0.006257769
13/05/2011,169.92,-0.013561115
12/05/2011,172.24,0.016035926
11/05/2011,169.5,-0.00517831
10/05/2011,170.38,0.007540981
09/05/2011,169.1,0.00124264
06/05/2011,168.89,0.002549283
05/05/2011,168.46,-0.012740529
04/05/2011,170.62,-0.013101005
03/05/2011,172.87,0.004173677
02/05/2011,172.15,0.009161795
29/04/2011,170.58,-0.001171784
28/04/2011,170.78,0.002403636
27/04/2011,170.37,0.011096142
26/04/2011,168.49,0.004878639
25/04/2011,167.67,-0.003631497
21/04/2011,168.28,0.021200085
20/04/2011,164.75,-0.003937609
19/04/2011,165.4,-0.003259495
18/04/2011,165.94,-0.001625772
15/04/2011,166.21,0.00748841
14/04/2011,164.97,0.006202136
13/04/2011,163.95,0.004278735
12/04/2011,163.25,-0.004278735
11/04/2011,163.95,-0.000609756
08/04/2011,164.05,-0.002009561
07/04/2011,164.38,0.00207052
06/04/2011,164.04,0.00030485
05/04/2011,163.99,-0.001584207
04/04/2011,164.25,-0.000121758
01/04/2011,164.27,0.007331859
31/03/2011,163.07,-0.003244868
30/03/2011,163.6,0.004410691
29/03/2011,162.88,0.009313868
28/03/2011,161.37,-0.005006965
25/03/2011,162.18,0.013283046
24/03/2011,160.04,0.003191792
23/03/2011,159.53,0.009636959
22/03/2011,158,0.00202737
21/03/2011,157.68,0.011417033
18/03/2011,155.89,0.011029879
17/03/2011,154.18,0.00768283
16/03/2011,153,-0.038592059
15/03/2011,159.02,-0.014793816
14/03/2011,161.39,-0.006423344
11/03/2011,162.43,0.002527355
10/03/2011,162.02,-0.023424275
09/03/2011,165.86,0.021820821
08/03/2011,162.28,0.014587019
07/03/2011,159.93,-0.011810182
04/03/2011,161.83,-0.010144257
03/03/2011,163.48,0.020517343
02/03/2011,160.16,0.001187018
01/03/2011,159.97,-0.011869022
28/02/2011,161.88,-0.002467918
25/02/2011,162.28,0.009348466
24/02/2011,160.77,0.003676589
23/02/2011,160.18,-0.010989463
22/02/2011,161.95,-0.017687661
18/02/2011,164.84,0.003646534
17/02/2011,164.24,0.00512759
16/02/2011,163.4,0.003433059
15/02/2011,162.84,-0.00233086
14/02/2011,163.22,-0.003852391
11/02/2011,163.85,-0.001463683
10/02/2011,164.09,-0.003406951
09/02/2011,164.65,-0.008466939
08/02/2011,166.05,0.007434978
07/02/2011,164.82,0.004987542
04/02/2011,164,0.002869968
03/02/2011,163.53,0.00140746
02/02/2011,163.3,-0.001590896
01/02/2011,163.56,0.00958356
31/01/2011,162,0.01737225
