Date,Close,WIN
25/09/2013,8.56,-0.005824128
24/09/2013,8.61,0.006993035
23/09/2013,8.55,0.008220833
20/09/2013,8.48,-0.008220833
19/09/2013,8.55,-0.001168907
18/09/2013,8.56,0.002339182
17/09/2013,8.54,0.004694844
16/09/2013,8.5,0.003535655
13/09/2013,8.47,-0.002358492
12/09/2013,8.49,-0.001177163
11/09/2013,8.5,0.001177163
10/09/2013,8.49,0.008279172
09/09/2013,8.42,0.019185241
06/09/2013,8.26,0.003638573
05/09/2013,8.23,-0.002427186
04/09/2013,8.25,0.009744291
03/09/2013,8.17,0.012315427
30/08/2013,8.07,0.007462721
29/08/2013,8.01,-0.003738322
28/08/2013,8.04,-0.007434978
27/08/2013,8.1,-0.012270093
26/08/2013,8.2,-0.002436055
23/08/2013,8.22,0.019656653
22/08/2013,8.06,0.007472015
21/08/2013,8,-0.009950331
20/08/2013,8.08,0.011201113
19/08/2013,7.99,-0.017370164
16/08/2013,8.13,-0.006131227
15/08/2013,8.18,-0.006093864
14/08/2013,8.23,-0.001214329
13/08/2013,8.24,-0.012062872
12/08/2013,8.34,0.016929062
09/08/2013,8.2,-0.00486619
08/08/2013,8.24,-0.042761859
07/08/2013,8.6,0.003494471
06/08/2013,8.57,-0.00813485
05/08/2013,8.64,0.005803847
02/08/2013,8.59,0.009356793
01/08/2013,8.51,0.017783515
31/07/2013,8.36,-0.002389487
30/07/2013,8.38,0.012004946
29/07/2013,8.28,0.01337406
26/07/2013,8.17,0.008604847
25/07/2013,8.1,-0.006153866
24/07/2013,8.15,-0.002450982
23/07/2013,8.17,-0.02179263
22/07/2013,8.35,0.030397477
19/07/2013,8.1,0
18/07/2013,8.1,-0.006153866
17/07/2013,8.15,0.009864445
16/07/2013,8.07,0.00621506
15/07/2013,8.02,-0.016079505
12/07/2013,8.15,0.002457004
11/07/2013,8.13,-0.002457004
10/07/2013,8.15,0.021079516
09/07/2013,7.98,0.010075652
08/07/2013,7.9,0
05/07/2013,7.9,0.005076153
03/07/2013,7.86,0.021865823
02/07/2013,7.69,-0.005188079
01/07/2013,7.73,0.002590675
28/06/2013,7.71,-0.014166367
27/06/2013,7.82,0.021978907
26/06/2013,7.65,-0.028352415
25/06/2013,7.87,0.003819228
24/06/2013,7.84,-0.012674441
21/06/2013,7.94,0.017789542
20/06/2013,7.8,-0.022814678
19/06/2013,7.98,-0.01369032
18/06/2013,8.09,-0.004932192
17/06/2013,8.13,-0.021898685
14/06/2013,8.31,0.013325455
13/06/2013,8.2,0.013505423
12/06/2013,8.09,0.014944238
11/06/2013,7.97,-0.003757049
10/06/2013,8,0.013845407
07/06/2013,7.89,0
06/06/2013,7.89,-0.003795071
05/06/2013,7.92,-0.007547206
04/06/2013,7.98,-0.007490672
03/06/2013,8.04,0.001244555
31/05/2013,8.03,-0.02824006
30/05/2013,8.26,0.001211387
29/05/2013,8.25,-0.026317308
28/05/2013,8.47,-0.023338282
24/05/2013,8.67,-0.002304148
23/05/2013,8.69,0.020930997
22/05/2013,8.51,-0.032372769
21/05/2013,8.79,0.007995474
20/05/2013,8.72,0.003446299
17/05/2013,8.69,0.009248621
16/05/2013,8.61,0.003490405
15/05/2013,8.58,0.018824085
14/05/2013,8.42,0.005955944
13/05/2013,8.37,0.001195457
10/05/2013,8.36,0.019324273
09/05/2013,8.2,-0.038282187
08/05/2013,8.52,0.017762456
07/05/2013,8.37,0.001195457
06/05/2013,8.36,0
03/05/2013,8.36,-0.002389487
02/05/2013,8.38,-0.013041086
01/05/2013,8.49,-0.003527341
30/04/2013,8.52,0.003527341
29/04/2013,8.49,0.004722559
26/04/2013,8.45,-0.033743748
25/04/2013,8.74,0.003438399
24/04/2013,8.71,-0.002293579
23/04/2013,8.73,0.023176008
22/04/2013,8.53,-0.012813221
19/04/2013,8.64,0.006968669
18/04/2013,8.58,0.002333723
17/04/2013,8.56,-0.009302393
16/04/2013,8.64,0.00813485
15/04/2013,8.57,-0.034407064
12/04/2013,8.87,0.010198389
11/04/2013,8.78,0.00685717
10/04/2013,8.72,0.02085823
09/04/2013,8.54,0.016529302
08/04/2013,8.4,0.00836825
05/04/2013,8.33,0.013293247
04/04/2013,8.22,0.001217286
03/04/2013,8.21,-0.001217286
02/04/2013,8.22,0.029631798
01/04/2013,7.98,0.006285376
28/03/2013,7.93,-0.007537724
27/03/2013,7.99,-0.01859942
26/03/2013,8.14,-0.035006592
25/03/2013,8.43,-0.019965431
22/03/2013,8.6,0.01641303
21/03/2013,8.46,-0.015249562
20/03/2013,8.59,-0.01272429
19/03/2013,8.7,-0.006872879
18/03/2013,8.76,-0.006825965
15/03/2013,8.82,-0.00790518
14/03/2013,8.89,0.004509591
13/03/2013,8.85,0.004530019
12/03/2013,8.81,0.011415649
11/03/2013,8.71,0.017371601
08/03/2013,8.56,0.004683849
07/03/2013,8.52,-0.013986242
06/03/2013,8.64,-0.004618946
05/03/2013,8.68,-0.004597709
04/03/2013,8.72,-0.001146132
01/03/2013,8.73,0.016166634
28/02/2013,8.59,0.001164822
27/02/2013,8.58,0.015267472
26/02/2013,8.45,0.007125921
25/02/2013,8.39,-0.010669929
22/02/2013,8.48,0.010669929
21/02/2013,8.39,-0.018890762
20/02/2013,8.55,-0.044604306
19/02/2013,8.94,0.001119194
15/02/2013,8.93,-0.017758513
14/02/2013,9.09,-0.076227365
13/02/2013,9.81,-0.00609758
12/02/2013,9.87,-0.001012658
11/02/2013,9.88,0.010173028
08/02/2013,9.78,-0.009160369
07/02/2013,9.87,0
06/02/2013,9.87,0.00609758
05/02/2013,9.81,0.005109873
04/02/2013,9.76,-0.004089985
01/02/2013,9.8,0.006141268
31/01/2013,9.74,0.001027221
30/01/2013,9.73,0.001028278
29/01/2013,9.72,0.001029336
28/01/2013,9.71,0.006198367
25/01/2013,9.65,-0.003103986
24/01/2013,9.68,-0.001032525
23/01/2013,9.69,-0.009245058
22/01/2013,9.78,0.015456258
18/01/2013,9.63,0.005205634
17/01/2013,9.58,-0.003126631
16/01/2013,9.61,-0.011381395
15/01/2013,9.72,-0.028399475
14/01/2013,10,0.004008021
11/01/2013,9.96,0.00402415
10/01/2013,9.92,0.012170536
09/01/2013,9.8,0.019578163
08/01/2013,9.61,-0.006224086
07/01/2013,9.67,0.036865681
04/01/2013,9.32,0.048361072
03/01/2013,8.88,0.009049836
02/01/2013,8.8,0.060908753
31/12/2012,8.28,-0.002412546
28/12/2012,8.3,-0.013165959
27/12/2012,8.41,-0.028137847
26/12/2012,8.65,-0.003462208
24/12/2012,8.68,-0.005743841
21/12/2012,8.73,-0.020408872
20/12/2012,8.91,0.001122965
19/12/2012,8.9,-0.005602256
18/12/2012,8.95,0.014631662
17/12/2012,8.82,0.005685064
14/12/2012,8.77,0.012622084
13/12/2012,8.66,0.015125361
12/12/2012,8.53,0.012979533
11/12/2012,8.42,0.004761914
10/12/2012,8.38,0.002389487
07/12/2012,8.36,-0.013072082
06/12/2012,8.47,-0.008230499
05/12/2012,8.54,0.004694844
04/12/2012,8.5,0.014218249
03/12/2012,8.38,0
30/11/2012,8.38,-0.008318527
29/11/2012,8.45,0
28/11/2012,8.45,0.016706833
27/11/2012,8.31,0.0048251
26/11/2012,8.27,-0.006027746
23/11/2012,8.32,0.008449054
21/11/2012,8.25,-0.004836769
20/11/2012,8.29,-0.008408458
19/11/2012,8.36,0.010823918
16/11/2012,8.27,0.0060643
15/11/2012,8.22,0.004878058
14/11/2012,8.18,-0.006093864
13/11/2012,8.23,-0.025196294
12/11/2012,8.44,-0.007083855
09/11/2012,8.5,-0.001175779
08/11/2012,8.51,-0.101593146
07/11/2012,9.42,-0.002120892
06/11/2012,9.44,-0.006335818
05/11/2012,9.5,-0.003152919
02/11/2012,9.53,-0.007318381
01/11/2012,9.6,0.00836825
31/10/2012,9.52,-0.014598799
26/10/2012,9.66,0.003110422
25/10/2012,9.63,-0.00207469
24/10/2012,9.65,-0.001035733
23/10/2012,9.66,-0.012345836
22/10/2012,9.78,-0.013204864
19/10/2012,9.91,-0.019980685
18/10/2012,10.11,-0.005917177
17/10/2012,10.17,0.017857617
16/10/2012,9.99,0.002004009
15/10/2012,9.97,0
12/10/2012,9.97,-0.007992051
11/10/2012,10.05,-0.0039722
10/10/2012,10.09,0.014977814
09/10/2012,9.94,-0.018934298
08/10/2012,10.13,-0.003940892
05/10/2012,10.17,0.011869576
04/10/2012,10.05,0.001992033
03/10/2012,10.03,0.016080749
02/10/2012,9.87,-0.010080731
01/10/2012,9.97,-0.01196425
28/09/2012,10.09,-0.020599061
27/09/2012,10.3,-0.011583141
26/09/2012,10.42,-0.037669237
25/09/2012,10.82,-0.012856008
24/09/2012,10.96,0.002740979
21/09/2012,10.93,0.003666365
20/09/2012,10.89,0.002758622
19/09/2012,10.86,0.012975159
18/09/2012,10.72,-0.01113184
17/09/2012,10.84,0.005550431
14/09/2012,10.78,0.007448824
13/09/2012,10.7,-0.000934143
12/09/2012,10.71,0.017899677
11/09/2012,10.52,0.026000502
10/09/2012,10.25,0.003910073
07/09/2012,10.21,0.006879634
06/09/2012,10.14,0.016907414
05/09/2012,9.97,-0.001002506
04/09/2012,9.98,0.011083237
31/08/2012,9.87,0.002028398
30/08/2012,9.85,-0.011105616
29/08/2012,9.96,0.023363175
28/08/2012,9.73,0.008255981
27/08/2012,9.65,-0.008255981
24/08/2012,9.73,0.019720411
23/08/2012,9.54,-0.005227403
22/08/2012,9.59,0.003133162
21/08/2012,9.56,0.015814773
20/08/2012,9.41,-0.014768201
17/08/2012,9.55,-0.006263068
16/08/2012,9.61,0.002083334
15/08/2012,9.59,0.008377012
14/08/2012,9.51,0.009508788
13/08/2012,9.42,0.001062135
10/08/2012,9.41,0.011758553
09/08/2012,9.3,-0.077558234
08/08/2012,10.05,-0.020680205
07/08/2012,10.26,0.020680205
06/08/2012,10.05,0.00099552
03/08/2012,10.04,0.00699653
02/08/2012,9.97,-0.013944449
01/08/2012,10.11,0.014947961
31/07/2012,9.96,0.016194686
30/07/2012,9.8,0.007168489
27/07/2012,9.73,0.020769179
26/07/2012,9.53,0.023355626
25/07/2012,9.31,-0.025452063
24/07/2012,9.55,-0.02379833
23/07/2012,9.78,-0.007131971
20/07/2012,9.85,-0.009095565
19/07/2012,9.94,-0.002010051
18/07/2012,9.96,-0.005007522
17/07/2012,10.01,0.016113138
16/07/2012,9.85,0.008154989
13/07/2012,9.77,0.00410257
12/07/2012,9.73,-0.00614756
11/07/2012,9.79,0.001021972
10/07/2012,9.78,-0.00306279
09/07/2012,9.81,0.005109873
06/07/2012,9.76,-0.007146534
05/07/2012,9.83,0.00509945
03/07/2012,9.78,-0.004081638
02/07/2012,9.82,0.016427474
29/06/2012,9.66,0.036904557
28/06/2012,9.31,-0.002145924
27/06/2012,9.33,-0.046081451
26/06/2012,9.77,0.016512243
25/06/2012,9.61,-0.007257678
22/06/2012,9.68,0
21/06/2012,9.68,-0.019437952
20/06/2012,9.87,-0.010080731
19/06/2012,9.97,0.021288184
18/06/2012,9.76,0.030163493
15/06/2012,9.47,0
14/06/2012,9.47,-0.001055409
13/06/2012,9.48,-0.001054296
12/06/2012,9.49,0.002109705
11/06/2012,9.47,0.011683617
08/06/2012,9.36,0.005356199
07/06/2012,9.31,0.009714054
06/06/2012,9.22,0.013100624
05/06/2012,9.1,-0.002195391
04/06/2012,9.12,-0.007646132
01/06/2012,9.19,-0.018329354
31/05/2012,9.36,0.004282662
30/05/2012,9.32,-0.008547061
29/05/2012,9.4,-0.009528923
25/05/2012,9.49,0.005282632
24/05/2012,9.44,-0.004228336
23/05/2012,9.48,-0.006309169
22/05/2012,9.54,-0.001047669
21/05/2012,9.55,0.016895861
18/05/2012,9.39,0
17/05/2012,9.39,-0.015848192
16/05/2012,9.54,0.013720532
15/05/2012,9.41,-0.028288948
14/05/2012,9.68,-0.026505119
11/05/2012,9.94,-0.014977814
10/05/2012,10.09,-0.109711788
09/05/2012,11.26,-0.004430667
08/05/2012,11.31,-0.007926065
07/05/2012,11.4,0.00615928
04/05/2012,11.33,-0.002644338
03/05/2012,11.36,0.009730285
02/05/2012,11.25,-0.006202944
01/05/2012,11.32,0.007092228
30/04/2012,11.24,-0.001777778
27/04/2012,11.26,-0.004430667
26/04/2012,11.31,0.007098521
25/04/2012,11.23,0.005357156
24/04/2012,11.17,-0.001788909
23/04/2012,11.19,-0.008010724
20/04/2012,11.28,0
19/04/2012,11.28,-0.005305052
18/04/2012,11.34,-0.00352113
17/04/2012,11.38,0.01326866
16/04/2012,11.23,0.00267499
13/04/2012,11.2,-0.01594365
12/04/2012,11.38,0.00352113
11/04/2012,11.34,0.011530061
10/04/2012,11.21,-0.01592954
09/04/2012,11.39,-0.009611258
05/04/2012,11.5,-0.004338402
04/04/2012,11.55,-0.001730104
03/04/2012,11.57,-0.012027636
02/04/2012,11.71,0
30/03/2012,11.71,0.005136998
29/03/2012,11.65,0.006890639
28/03/2012,11.57,-0.04147865
27/03/2012,12.06,0.010837955
26/03/2012,11.93,0.001677853
23/03/2012,11.91,-0.005025136
22/03/2012,11.97,-0.00500001
21/03/2012,12.03,0
20/03/2012,12.03,-0.005801923
19/03/2012,12.1,0.000826788
16/03/2012,12.09,-0.004127121
15/03/2012,12.14,0.008271346
14/03/2012,12.04,-0.005797118
13/03/2012,12.11,-0.002474228
12/03/2012,12.14,-0.002468121
09/03/2012,12.17,0.014067257
08/03/2012,12,-0.005816385
07/03/2012,12.07,0.003319505
06/03/2012,12.03,-0.004975135
05/03/2012,12.09,0
02/03/2012,12.09,0.000827472
01/03/2012,12.08,0
29/02/2012,12.08,-0.006600684
28/02/2012,12.16,0.002470154
27/02/2012,12.13,-0.002470154
24/02/2012,12.16,0.007428841
23/02/2012,12.07,-0.004133946
22/02/2012,12.12,-0.028468779
21/02/2012,12.47,-0.000801603
17/02/2012,12.48,0
16/02/2012,12.48,0.005624764
15/02/2012,12.41,-0.004020914
14/02/2012,12.46,0.004020914
13/02/2012,12.41,0.003228413
10/02/2012,12.37,-0.008051573
09/02/2012,12.47,0.005629287
08/02/2012,12.4,-0.003220615
07/02/2012,12.44,0.012945165
06/02/2012,12.28,-0.00162734
03/02/2012,12.3,0.000813339
02/02/2012,12.29,0.004893974
01/02/2012,12.23,0.013168915
31/01/2012,12.07,0.004983399
30/01/2012,12.01,0.000832986
27/01/2012,12,-0.006644543
26/01/2012,12.08,-0.011522761
25/01/2012,12.22,0.008216973
24/01/2012,12.12,-0.009034969
23/01/2012,12.23,-0.008143367
20/01/2012,12.33,0.00732604
19/01/2012,12.24,-0.008946786
18/01/2012,12.35,0.014682156
17/01/2012,12.17,0.007422714
13/01/2012,12.08,0.009147673
12/01/2012,11.97,0.004185858
11/01/2012,11.92,0.013513719
10/01/2012,11.76,0.011976191
09/01/2012,11.62,-0.00686109
06/01/2012,11.7,0.007722046
05/01/2012,11.61,-0.004297385
04/01/2012,11.66,-0.011935351
03/01/2012,11.8,0.005097717
30/12/2011,11.74,-0.009326053
29/12/2011,11.85,0.011031083
28/12/2011,11.72,-0.037677123
27/12/2011,12.17,0.013234271
23/12/2011,12.01,0.001666667
22/12/2011,11.99,0.010901575
21/12/2011,11.86,0.011874609
20/12/2011,11.72,0.018080561
19/12/2011,11.51,-0.006063249
16/12/2011,11.58,0.017422043
15/12/2011,11.38,0.007054703
14/12/2011,11.3,-0.020149609
13/12/2011,11.53,-0.008635632
12/12/2011,11.63,-0.007708818
09/12/2011,11.72,0.009429988
08/12/2011,11.61,-0.022989518
07/12/2011,11.88,0.007604599
06/12/2011,11.79,-0.010965947
05/12/2011,11.92,0.013513719
02/12/2011,11.76,0.005970167
01/12/2011,11.69,-0.005970167
30/11/2011,11.76,0.022356907
29/11/2011,11.5,0.016659745
28/11/2011,11.31,0.016043125
25/11/2011,11.13,0.004502484
23/11/2011,11.08,-0.015226447
22/11/2011,11.25,-0.016747857
21/11/2011,11.44,-0.017331456
18/11/2011,11.64,-0.003430535
17/11/2011,11.68,-0.005123837
16/11/2011,11.74,-0.005097717
15/11/2011,11.8,0.000847817
14/11/2011,11.79,-0.016821254
11/11/2011,11.99,0.013434291
10/11/2011,11.83,0.003386963
09/11/2011,11.79,-0.018487922
08/11/2011,12.01,0.000832986
07/11/2011,12,0.012578782
04/11/2011,11.85,-0.055797901
03/11/2011,12.53,0.021783838
02/11/2011,12.26,0.024774182
01/11/2011,11.96,-0.017406158
31/10/2011,12.17,-0.008183352
28/10/2011,12.27,0.002447982
27/10/2011,12.24,0.028170877
26/10/2011,11.9,0.005899722
25/10/2011,11.83,-0.015100958
24/10/2011,12.01,-0.000832293
21/10/2011,12.02,0.003333336
20/10/2011,11.98,0.000835073
19/10/2011,11.97,-0.003336117
18/10/2011,12.01,0.008361253
17/10/2011,11.91,0.005050516
14/10/2011,11.85,0.021322769
13/10/2011,11.6,-0.006872879
12/10/2011,11.68,0.018143046
11/10/2011,11.47,0.004368727
10/10/2011,11.42,0.01588736
07/10/2011,11.24,-0.007975231
06/10/2011,11.33,0.007975231
05/10/2011,11.24,0.012533736
04/10/2011,11.1,-0.018742182
03/10/2011,11.31,-0.02961889
30/09/2011,11.65,-0.017021688
29/09/2011,11.85,-0.000843526
28/09/2011,11.86,-0.042102793
27/09/2011,12.37,-0.008051573
26/09/2011,12.47,0.013726497
23/09/2011,12.3,0.005707313
22/09/2011,12.23,-0.023435416
21/09/2011,12.52,-0.026016446
20/09/2011,12.85,-0.00155521
19/09/2011,12.87,-0.00232829
16/09/2011,12.9,0.005441133
15/09/2011,12.83,0.008610621
14/09/2011,12.72,0.004728141
13/09/2011,12.66,0.011919092
12/09/2011,12.51,-0.003192341
09/09/2011,12.55,-0.011093616
08/09/2011,12.69,0.005531425
07/09/2011,12.62,0.015974781
06/09/2011,12.42,-0.008019289
02/09/2011,12.52,-0.009539023
01/09/2011,12.64,-0.004735605
31/08/2011,12.7,0.015873349
30/08/2011,12.5,0.012882626
29/08/2011,12.34,0.022951827
26/08/2011,12.06,0.005821222
25/08/2011,11.99,-0.009958589
24/08/2011,12.11,0.015813896
23/08/2011,11.92,0.022053481
22/08/2011,11.66,0.002576214
19/08/2011,11.63,-0.009413848
18/08/2011,11.74,-0.031029743
17/08/2011,12.11,0.010792965
16/08/2011,11.98,-0.00996686
15/08/2011,12.1,0.019191244
12/08/2011,11.87,0.005067578
11/08/2011,11.81,0.037968322
10/08/2011,11.37,-0.012237915
09/08/2011,11.51,0.062744591
08/08/2011,10.81,-0.070533466
05/08/2011,11.6,0.011270167
04/08/2011,11.47,-0.040159177
03/08/2011,11.94,0
02/08/2011,11.94,-0.017435062
01/08/2011,12.15,-0.004926118
29/07/2011,12.21,-0.004086642
28/07/2011,12.26,-0.010547765
27/07/2011,12.39,-0.01043767
26/07/2011,12.52,0
25/07/2011,12.52,-0.014274628
22/07/2011,12.7,0.000787712
21/07/2011,12.69,0.011093616
20/07/2011,12.55,-0.002387586
19/07/2011,12.58,0.007179927
18/07/2011,12.49,-0.00876849
15/07/2011,12.6,-0.00554018
14/07/2011,12.67,-0.010989122
13/07/2011,12.81,-0.005449605
12/07/2011,12.88,-0.003100778
11/07/2011,12.92,-0.01612319
08/07/2011,13.13,-0.003041827
07/07/2011,13.17,0.003041827
06/07/2011,13.13,-0.00607443
05/07/2011,13.21,0.006836335
01/07/2011,13.12,0.012270093
30/06/2011,12.96,0.003091193
29/06/2011,12.92,0.002324681
28/06/2011,12.89,-0.016160413
27/06/2011,13.1,0.004590674
24/06/2011,13.04,-0.007639457
23/06/2011,13.14,-0.006825965
22/06/2011,13.23,-0.001510574
21/06/2011,13.25,0.008336539
20/06/2011,13.14,0.004576667
17/06/2011,13.08,0.008445348
16/06/2011,12.97,0.012412882
15/06/2011,12.81,-0.009324077
14/06/2011,12.93,0.012451523
13/06/2011,12.77,-0.003127446
10/06/2011,12.81,-0.016260521
09/06/2011,13.02,0.012364918
08/06/2011,12.86,-0.011596574
07/06/2011,13.01,0.004622504
06/06/2011,12.95,-0.0138039
03/06/2011,13.13,-0.014366977
02/06/2011,13.32,0.008292547
01/06/2011,13.21,-0.018004988
31/05/2011,13.45,0.002978409
27/05/2011,13.41,-0.000745434
26/05/2011,13.42,0.013503581
25/05/2011,13.24,-0.009022618
24/05/2011,13.36,-0.000748223
23/05/2011,13.37,-0.007451599
20/05/2011,13.47,-0.005921557
19/05/2011,13.55,0.005921557
18/05/2011,13.47,0.001485884
17/05/2011,13.45,0.008212066
16/05/2011,13.34,0.003003005
13/05/2011,13.3,-0.000751597
12/05/2011,13.31,0.003763648
11/05/2011,13.26,0.003777866
10/05/2011,13.21,0.021423926
09/05/2011,12.93,0.005428474
06/05/2011,12.86,0.010946161
05/05/2011,12.72,-0.038555277
04/05/2011,13.22,0.006831146
03/05/2011,13.13,0.023893237
02/05/2011,12.82,0.000780336
29/04/2011,12.81,0
28/04/2011,12.81,0.003127446
27/04/2011,12.77,-0.003127446
26/04/2011,12.81,0.02050545
25/04/2011,12.55,-0.00793655
21/04/2011,12.65,0.011928571
20/04/2011,12.5,0.003205131
19/04/2011,12.46,-0.005602256
18/04/2011,12.53,-0.01190018
15/04/2011,12.68,0.016700189
14/04/2011,12.47,-0.005597776
13/04/2011,12.54,0.003194891
12/04/2011,12.5,-0.011928571
11/04/2011,12.65,0.003960401
08/04/2011,12.6,0.003976148
07/04/2011,12.55,-0.007145723
06/04/2011,12.64,-0.008664883
05/04/2011,12.75,-0.004694844
04/04/2011,12.81,0.005479466
01/04/2011,12.74,-0.010929071
31/03/2011,12.88,0.003889542
30/03/2011,12.83,0.005470901
29/03/2011,12.76,-0.025533302
28/03/2011,13.09,0.015396763
25/03/2011,12.89,-0.005415874
24/03/2011,12.96,0.001544402
23/03/2011,12.94,-0.000772499
22/03/2011,12.95,0.010869672
21/03/2011,12.81,-0.009324077
18/03/2011,12.93,0.016374635
17/03/2011,12.72,-0.000785855
16/03/2011,12.73,-0.007824766
15/03/2011,12.83,0.010184185
14/03/2011,12.7,-0.011741818
11/03/2011,12.85,0.010168253
10/03/2011,12.72,-0.012500163
09/03/2011,12.88,0.003889542
08/03/2011,12.83,0.030065556
07/03/2011,12.45,0.00402415
04/03/2011,12.4,-0.008032172
03/03/2011,12.5,0.008838949
02/03/2011,12.39,-0.005633818
01/03/2011,12.46,-0.006400022
28/02/2011,12.54,0.006400022
25/02/2011,12.46,0.01373759
24/02/2011,12.29,0.007349972
23/02/2011,12.2,-0.004089985
22/02/2011,12.25,-0.025787086
18/02/2011,12.57,-0.051173956
17/02/2011,13.23,0
16/02/2011,13.23,-0.000755572
15/02/2011,13.24,-0.000755002
14/02/2011,13.25,0.004538586
11/02/2011,13.19,0.01143741
10/02/2011,13.04,-0.002297971
09/02/2011,13.07,-0.007621988
08/02/2011,13.17,0.00685717
07/02/2011,13.08,0.003829955
04/02/2011,13.03,-0.001533743
03/02/2011,13.05,0.013112413
02/02/2011,12.88,-0.010810916
01/02/2011,13.02,0.016260521
31/01/2011,12.81,0.009411834
28/01/2011,12.69,-0.015637535
27/01/2011,12.89,0.007006646
26/01/2011,12.8,0
25/01/2011,12.8,0.001563722
24/01/2011,12.78,0.003134799
21/01/2011,12.74,-0.016349138
20/01/2011,12.95,0.011650617
19/01/2011,12.8,-0.013193827
