Date,Close,JNPR
26/07/2013,21.52,-0.025236485
25/07/2013,22.07,0.018751979
24/07/2013,21.66,0.014883996
23/07/2013,21.34,0.028036999
22/07/2013,20.75,-0.013879141
19/07/2013,21.04,0.000475398
18/07/2013,21.03,0.013885787
17/07/2013,20.74,0.009203262
16/07/2013,20.55,0.004878058
15/07/2013,20.45,0.004901971
12/07/2013,20.35,0.009380469
11/07/2013,20.16,0.024097552
10/07/2013,19.68,0.000508259
09/07/2013,19.67,0.020026343
08/07/2013,19.28,-0.016971351
05/07/2013,19.61,0.015934544
03/07/2013,19.3,0.008847312
02/07/2013,19.13,-0.018130515
01/07/2013,19.48,0.008765202
28/06/2013,19.31,0.013555995
27/06/2013,19.05,0.031460872
26/06/2013,18.46,0.002712234
25/06/2013,18.41,-0.00433605
24/06/2013,18.49,-0.016094768
21/06/2013,18.79,-0.021064497
20/06/2013,19.19,0.003131527
19/06/2013,19.13,0
18/06/2013,19.13,0.003665885
17/06/2013,19.06,0.000524797
14/06/2013,19.05,-0.011482381
13/06/2013,19.27,0.046742444
12/06/2013,18.39,0.004905979
11/06/2013,18.3,-0.039115621
10/06/2013,19.03,-0.001575217
07/06/2013,19.06,0.031444104
06/06/2013,18.47,-0.003782766
05/06/2013,18.54,0.064035232
04/06/2013,17.39,-0.006305553
03/06/2013,17.5,-0.013057239
31/05/2013,17.73,-0.015669039
30/05/2013,18.01,0.001111111
29/05/2013,17.99,0.029330924
28/05/2013,17.47,0.006892618
24/05/2013,17.35,0.004042743
23/05/2013,17.28,-0.008069208
22/05/2013,17.42,-0.012550079
21/05/2013,17.64,0.003407158
20/05/2013,17.58,-0.00170503
17/05/2013,17.61,-0.009607308
16/05/2013,17.78,0.040751693
15/05/2013,17.07,-0.001755927
14/05/2013,17.1,-0.009892429
13/05/2013,17.27,-0.005197817
10/05/2013,17.36,0.001152738
09/05/2013,17.34,0.002887672
08/05/2013,17.29,0.028749413
07/05/2013,16.8,-0.00770831
06/05/2013,16.93,0.026939672
03/05/2013,16.48,0.010982417
02/05/2013,16.3,-0.000613309
01/05/2013,16.31,-0.014607685
30/04/2013,16.55,0.030054393
29/04/2013,16.06,0.01695488
26/04/2013,15.79,-0.007571014
25/04/2013,15.91,0.013924276
24/04/2013,15.69,-0.101145142
23/04/2013,17.36,0.013921339
22/04/2013,17.12,0.001168907
19/04/2013,17.1,-0.01278344
18/04/2013,17.32,-0.021702736
17/04/2013,17.7,-0.024554805
16/04/2013,18.14,0.002207506
15/04/2013,18.1,-0.033680533
12/04/2013,18.72,0.008583744
11/04/2013,18.56,-0.014973542
10/04/2013,18.84,0.045610511
09/04/2013,18,0.009489326
08/04/2013,17.83,0.015828482
05/04/2013,17.55,-0.031962351
04/04/2013,18.12,-0.00824407
03/04/2013,18.27,0
02/04/2013,18.27,-0.01467019
01/04/2013,18.54,0
28/03/2013,18.54,-0.006987397
27/03/2013,18.67,0.001071811
26/03/2013,18.65,-0.016485351
25/03/2013,18.96,0.012739026
22/03/2013,18.72,-0.00904021
21/03/2013,18.89,-0.021990415
20/03/2013,19.31,0.00884271
19/03/2013,19.14,-0.054397145
18/03/2013,20.21,0.001981179
15/03/2013,20.17,-0.01671622
14/03/2013,20.51,-0.001461632
13/03/2013,20.54,-0.011135433
12/03/2013,20.77,-0.005760938
11/03/2013,20.89,0.009620084
08/03/2013,20.69,-0.020569967
07/03/2013,21.12,0.048506114
06/03/2013,20.12,0.006982572
05/03/2013,19.98,-0.007479466
04/03/2013,20.13,-0.017725723
01/03/2013,20.49,-0.009230087
28/02/2013,20.68,-0.001932368
27/02/2013,20.72,0.012627657
26/02/2013,20.46,-0.012627657
25/02/2013,20.72,-0.034625228
22/02/2013,21.45,0.005610113
21/02/2013,21.33,-0.017658451
20/02/2013,21.71,-0.024569025
19/02/2013,22.25,0.017683526
15/02/2013,21.86,0.008268306
14/02/2013,21.68,0.000461361
13/02/2013,21.67,0.002772645
12/02/2013,21.61,-0.004616813
11/02/2013,21.71,-0.005970167
08/02/2013,21.84,-0.023977625
07/02/2013,22.37,-0.000446927
06/02/2013,22.38,-0.000446728
05/02/2013,22.39,0.006721961
04/02/2013,22.24,-0.003590668
01/02/2013,22.32,-0.002684565
31/01/2013,22.38,0.036400743
30/01/2013,21.58,0
29/01/2013,21.58,-0.028325329
28/01/2013,22.2,-0.016529302
25/01/2013,22.57,0.048568656
24/01/2013,21.5,0.010285271
23/01/2013,21.28,-0.010285271
22/01/2013,21.5,0.000465224
18/01/2013,21.49,0.009820046
17/01/2013,21.28,0.014198062
16/01/2013,20.98,-0.001428912
15/01/2013,21.01,0.009084452
14/01/2013,20.82,0.007714599
11/01/2013,20.66,0.017578578
10/01/2013,20.3,0.017391743
09/01/2013,19.95,0.011595794
08/01/2013,19.72,-0.021570939
07/01/2013,20.15,-0.011349739
04/01/2013,20.38,0.010357676
03/01/2013,20.17,-0.018664589
02/01/2013,20.55,0.043766309
31/12/2012,19.67,0.014853026
28/12/2012,19.38,-0.020935153
27/12/2012,19.79,-0.005040333
26/12/2012,19.89,-0.006015056
24/12/2012,20.01,-0.007964203
21/12/2012,20.17,-0.00888456
20/12/2012,20.35,0.009380469
19/12/2012,20.16,-0.004948056
18/12/2012,20.26,0.023977173
17/12/2012,19.78,0.009652094
14/12/2012,19.59,0.01181015
13/12/2012,19.36,0.020350298
12/12/2012,18.97,-0.010487773
11/12/2012,19.17,-0.005721732
10/12/2012,19.28,-0.000518538
07/12/2012,19.29,0.009898492
06/12/2012,19.1,0.038969436
05/12/2012,18.37,0.019236647
04/12/2012,18.02,0.007799482
03/12/2012,17.88,-0.005577259
30/11/2012,17.98,-0.002222223
29/11/2012,18.02,0.012845751
28/11/2012,17.79,0.040143005
27/11/2012,17.09,0.01651955
26/11/2012,16.81,0.006565228
23/11/2012,16.7,0.029780384
21/11/2012,16.21,0.003708286
20/11/2012,16.15,-0.012919282
19/11/2012,16.36,0.002447982
16/11/2012,16.32,-0.034922272
15/11/2012,16.9,-0.037740328
14/11/2012,17.55,0.011461444
13/11/2012,17.35,-0.025043995
12/11/2012,17.79,0.007900718
09/11/2012,17.65,0.002836881
08/11/2012,17.6,-0.00961274
07/11/2012,17.77,0.013027655
06/11/2012,17.54,0.005717568
05/11/2012,17.44,0.018519048
02/11/2012,17.12,-0.008723521
01/11/2012,17.27,0.041377061
31/10/2012,16.57,-0.000603318
26/10/2012,16.58,0.03124297
25/10/2012,16.07,0.004990653
24/10/2012,15.99,-0.094229375
23/10/2012,17.57,-0.00793655
22/10/2012,17.71,-0.00450705
19/10/2012,17.79,-0.022785092
18/10/2012,18.2,0.050137225
17/10/2012,17.31,-0.009773001
16/10/2012,17.48,0.040273899
15/10/2012,16.79,0.026555574
12/10/2012,16.35,0
11/10/2012,16.35,0
10/10/2012,16.35,-0.013969252
09/10/2012,16.58,-0.001807774
08/10/2012,16.61,-0.002405293
05/10/2012,16.65,-0.002998503
04/10/2012,16.7,0.005403796
03/10/2012,16.61,-0.007198591
02/10/2012,16.73,-0.002388061
01/10/2012,16.77,-0.020071512
28/09/2012,17.11,-0.032205198
27/09/2012,17.67,0.016548166
26/09/2012,17.38,-0.027243456
25/09/2012,17.86,-0.022696795
24/09/2012,18.27,-0.011969675
21/09/2012,18.49,-0.004855688
20/09/2012,18.58,-0.016017427
19/09/2012,18.88,-0.003172927
18/09/2012,18.94,-0.02244939
17/09/2012,19.37,0.002067184
14/09/2012,19.33,-0.004130104
13/09/2012,19.41,0.004130104
12/09/2012,19.33,0.041727733
11/09/2012,18.54,0.017959666
10/09/2012,18.21,-0.027087247
07/09/2012,18.71,0.025989552
06/09/2012,18.23,0.0414393
05/09/2012,17.49,-0.011370219
04/09/2012,17.69,0.01423309
31/08/2012,17.44,-0.017619097
30/08/2012,17.75,-0.04030355
29/08/2012,18.48,0.007604599
28/08/2012,18.34,0.032698951
27/08/2012,17.75,0.000563539
24/08/2012,17.74,-0.027246612
23/08/2012,18.23,-0.001644286
22/08/2012,18.26,0.003291281
21/08/2012,18.2,-0.007117468
20/08/2012,18.33,-0.006525309
17/08/2012,18.45,-0.007559431
16/08/2012,18.59,0.008101584
15/08/2012,18.44,0.020269114
14/08/2012,18.07,-0.045966459
13/08/2012,18.92,-0.016771882
10/08/2012,19.24,-0.008281621
09/08/2012,19.4,0.033013215
08/08/2012,18.77,-0.014807251
07/08/2012,19.05,0.022293917
06/08/2012,18.63,0.02996683
03/08/2012,18.08,0.028044463
02/08/2012,17.58,-0.00736756
01/08/2012,17.71,0.010215753
31/07/2012,17.53,-0.001140251
30/07/2012,17.55,-0.013582552
27/07/2012,17.79,0.055473493
26/07/2012,16.83,0.019802627
25/07/2012,16.5,0.107382761
24/07/2012,14.82,-0.026632733
23/07/2012,15.22,-0.027860565
20/07/2012,15.65,-0.012067469
19/07/2012,15.84,0.04058528
18/07/2012,15.21,0.063793675
17/07/2012,14.27,-0.00140056
16/07/2012,14.29,-0.014588657
13/07/2012,14.5,-0.000689417
12/07/2012,14.51,-0.011647956
11/07/2012,14.68,-0.010840215
10/07/2012,14.84,-0.02396919
09/07/2012,15.2,-0.024692613
06/07/2012,15.58,-0.034692852
05/07/2012,16.13,-0.000619771
03/07/2012,16.14,0.018131163
02/07/2012,15.85,-0.028608916
29/06/2012,16.31,0.049004779
28/06/2012,15.53,-0.003214403
27/06/2012,15.58,0.008379037
26/06/2012,15.45,-0.00902068
25/06/2012,15.59,-0.028455919
22/06/2012,16.04,0.010025147
21/06/2012,15.88,-0.052143059
20/06/2012,16.73,0.01627032
19/06/2012,16.46,0.006705298
18/06/2012,16.35,-0.004881035
15/06/2012,16.43,0.01409769
14/06/2012,16.2,-0.009828089
13/06/2012,16.36,-0.015165592
12/06/2012,16.61,0.012723589
11/06/2012,16.4,-0.029440396
08/06/2012,16.89,0.019127899
07/06/2012,16.57,-0.053463539
06/06/2012,17.48,0.027844026
05/06/2012,17,0.017206001
04/06/2012,16.71,-0.006561312
01/06/2012,16.82,-0.022340729
31/05/2012,17.2,-0.003482302
30/05/2012,17.26,-0.008653068
29/05/2012,17.41,0.01504658
25/05/2012,17.15,0.00878483
24/05/2012,17,-0.013438706
23/05/2012,17.23,-0.043163997
22/05/2012,17.99,0.000556019
21/05/2012,17.98,0.02534633
18/05/2012,17.53,0.030700355
17/05/2012,17,-0.016336419
16/05/2012,17.28,-0.022318523
15/05/2012,17.67,0.005675384
14/05/2012,17.57,-0.021397213
11/05/2012,17.95,-0.00666299
10/05/2012,18.07,-0.050712052
09/05/2012,19.01,0.004217191
08/05/2012,18.93,-0.016763096
07/05/2012,19.25,-0.02361506
04/05/2012,19.71,-0.030971506
03/05/2012,20.33,-0.032900887
02/05/2012,21.01,-0.021192222
01/05/2012,21.46,0.001398928
30/04/2012,21.43,0.007964437
27/04/2012,21.26,-0.002349073
26/04/2012,21.31,0.021822498
25/04/2012,20.85,-0.036727292
24/04/2012,21.63,0.069884888
23/04/2012,20.17,-0.021094724
20/04/2012,20.6,-0.015892461
19/04/2012,20.93,-0.010929071
18/04/2012,21.16,-0.021506205
17/04/2012,21.62,0.036744595
16/04/2012,20.84,-0.017126965
13/04/2012,21.2,-0.03794995
12/04/2012,22.02,0.012337374
11/04/2012,21.75,0.040821995
10/04/2012,20.88,-0.00143575
09/04/2012,20.91,-0.016129382
05/04/2012,21.25,-0.016336419
04/04/2012,21.6,-0.014706147
03/04/2012,21.92,-0.036286176
02/04/2012,22.73,-0.006577529
30/03/2012,22.88,0.000437158
29/03/2012,22.87,0.02031872
28/03/2012,22.41,0.00806456
27/03/2012,22.23,0.037117663
26/03/2012,21.42,0.014578203
23/03/2012,21.11,0.007608215
22/03/2012,20.95,-0.010918694
21/03/2012,21.18,0.001417435
20/03/2012,21.15,-0.023827336
19/03/2012,21.66,0.010675432
16/03/2012,21.43,0.004677277
15/03/2012,21.33,0.034823457
14/03/2012,20.6,-0.03388537
13/03/2012,21.31,0.007536541
12/03/2012,21.15,-0.01268516
09/03/2012,21.42,-0.000466744
08/03/2012,21.43,0.000933707
07/03/2012,21.41,0.015059108
06/03/2012,21.09,-0.011315538
05/03/2012,21.33,-0.030473272
02/03/2012,21.99,-0.013550343
01/03/2012,22.29,-0.020866462
29/02/2012,22.76,-0.04215678
28/02/2012,23.74,0.008035569
27/02/2012,23.55,-0.007192754
24/02/2012,23.72,0.008892712
23/02/2012,23.51,-0.011419029
22/02/2012,23.78,0.00042061
21/02/2012,23.77,-0.017928352
17/02/2012,24.2,0.007465817
16/02/2012,24.02,-0.005811556
15/02/2012,24.16,0.068076782
14/02/2012,22.57,0.004440505
13/02/2012,22.47,-0.011064508
10/02/2012,22.72,-0.020044244
09/02/2012,23.18,0.003890215
08/02/2012,23.09,0.00303622
07/02/2012,23.02,0.013117809
06/02/2012,22.72,0.007510528
03/02/2012,22.55,0.042578895
02/02/2012,21.61,-0.003234006
01/02/2012,21.68,0.03520664
31/01/2012,20.93,-0.007615458
30/01/2012,21.09,-0.02805233
27/01/2012,21.69,-0.030869451
26/01/2012,22.37,-0.011113695
25/01/2012,22.62,-0.02316031
24/01/2012,23.15,0.026703272
23/01/2012,22.54,-0.01976783
20/01/2012,22.99,-0.03798195
19/01/2012,23.88,0.059081634
18/01/2012,22.51,0.058073459
17/01/2012,21.24,0.008985636
13/01/2012,21.05,-0.011336919
12/01/2012,21.29,-0.000938967
11/01/2012,21.31,-0.0014068
10/01/2012,21.34,-0.008864066
09/01/2012,21.53,0.052442903
06/01/2012,20.43,-0.010226532
05/01/2012,20.64,-0.005315306
04/01/2012,20.75,-0.013879141
03/01/2012,21.04,0.030400411
30/12/2011,20.41,-0.003911985
29/12/2011,20.49,0.001465202
28/12/2011,20.46,-0.016000341
27/12/2011,20.79,-0.001922153
23/12/2011,20.83,0.003848009
22/12/2011,20.75,0.064699177
21/12/2011,19.45,-0.014799964
20/12/2011,19.74,0.085630733
19/12/2011,18.12,-0.012613274
16/12/2011,18.35,-0.013532006
15/12/2011,18.6,-0.01494158
14/12/2011,18.88,-0.005809364
13/12/2011,18.99,-0.043283418
12/12/2011,19.83,-0.003523789
09/12/2011,19.9,-0.007509422
08/12/2011,20.05,-0.060947292
07/12/2011,21.31,-0.064069148
06/12/2011,22.72,-0.027779564
05/12/2011,23.36,0.033075252
02/12/2011,22.6,0.015607898
01/12/2011,22.25,-0.020463348
30/11/2011,22.71,0.085451408
29/11/2011,20.85,-0.016175424
28/11/2011,21.19,0.04933302
25/11/2011,20.17,-0.018664589
23/11/2011,20.55,-0.040997162
22/11/2011,21.41,-0.019427068
21/11/2011,21.83,-0.032893256
18/11/2011,22.56,-0.007507211
17/11/2011,22.73,-0.053534512
16/11/2011,23.98,-0.025119707
15/11/2011,24.59,-0.006889592
14/11/2011,24.76,-0.00483482
11/11/2011,24.88,0.045639986
10/11/2011,23.77,0.019541828
09/11/2011,23.31,-0.055082759
08/11/2011,24.63,0.038068312
07/11/2011,23.71,-0.01132325
04/11/2011,23.98,0.000834376
03/11/2011,23.96,0.017684671
02/11/2011,23.54,0.011106479
01/11/2011,23.28,-0.049853255
31/10/2011,24.47,-0.01379892
28/10/2011,24.81,0.016253913
27/10/2011,24.41,0.048687752
26/10/2011,23.25,0.020861252
25/10/2011,22.77,0.012373114
24/10/2011,22.49,0.062850307
21/10/2011,21.12,0.026873018
20/10/2011,20.56,0.019151089
19/10/2011,20.17,-0.059661751
18/10/2011,21.41,0.048323202
17/10/2011,20.4,-0.055304845
14/10/2011,21.56,0.053835337
13/10/2011,20.43,0.02177226
12/10/2011,19.99,-0.008964203
11/10/2011,20.17,0.02459346
10/10/2011,19.68,0.03253579
07/10/2011,19.05,-0.019751162
06/10/2011,19.43,0.013993491
05/10/2011,19.16,0.077002796
04/10/2011,17.74,0.037913789
03/10/2011,17.08,-0.010483497
30/09/2011,17.26,-0.063958979
29/09/2011,18.4,-0.024162249
28/09/2011,18.85,-0.05571322
27/09/2011,19.93,0.042537799
26/09/2011,19.1,0.007884404
23/09/2011,18.95,-0.008930976
22/09/2011,19.12,-0.033936419
21/09/2011,19.78,-0.018036561
20/09/2011,20.14,0.011988156
19/09/2011,19.9,-0.012484557
16/09/2011,20.15,-0.026929412
15/09/2011,20.7,-0.042096544
14/09/2011,21.59,0.005107975
13/09/2011,21.48,-0.012031612
12/09/2011,21.74,0.012963144
09/09/2011,21.46,-0.005576223
08/09/2011,21.58,0.001855288
07/09/2011,21.54,0.075680524
06/09/2011,19.97,-0.011451457
02/09/2011,20.2,-0.045484376
01/09/2011,21.14,0.009983444
31/08/2011,20.93,-0.042101634
30/08/2011,21.83,-0.003201466
29/08/2011,21.9,0.046737478
26/08/2011,20.9,0.026176967
25/08/2011,20.36,-0.031902174
24/08/2011,21.02,0.005725206
23/08/2011,20.9,0.05811581
22/08/2011,19.72,-0.000506971
19/08/2011,19.73,-0.010085814
18/08/2011,19.93,-0.084625191
17/08/2011,21.69,-0.017820897
16/08/2011,22.08,-0.017508865
15/08/2011,22.47,0.012990104
12/08/2011,22.18,0.002256828
11/08/2011,22.13,0.06825078
10/08/2011,20.67,-0.040299362
09/08/2011,21.52,0.065282292
08/08/2011,20.16,-0.097742285
05/08/2011,22.23,0.003605231
04/08/2011,22.15,-0.062985397
03/08/2011,23.59,0.035818284
02/08/2011,22.76,-0.011358794
01/08/2011,23.02,-0.015945177
29/07/2011,23.39,-0.016956744
28/07/2011,23.79,-0.035917173
27/07/2011,24.66,-0.234273596
26/07/2011,31.17,0.016171116
25/07/2011,30.67,-0.019374193
22/07/2011,31.27,0.030851611
21/07/2011,30.32,-0.027006684
20/07/2011,31.15,-0.013709764
19/07/2011,31.58,0.050327127
18/07/2011,30.03,-0.019783039
15/07/2011,30.63,0.008853968
14/07/2011,30.36,-0.021828526
13/07/2011,31.03,-0.004822385
12/07/2011,31.18,-0.00862212
11/07/2011,31.45,-0.019210164
08/07/2011,32.06,-0.022819368
07/07/2011,32.8,0.04044097
06/07/2011,31.5,-0.009164229
05/07/2011,31.79,-0.005646188
01/07/2011,31.97,0.014810417
30/06/2011,31.5,0.021823716
29/06/2011,30.82,0.012406297
28/06/2011,30.44,-0.001969151
27/06/2011,30.5,0.015862857
24/06/2011,30.02,-0.008293297
23/06/2011,30.27,0.024750427
22/06/2011,29.53,-0.024089489
21/06/2011,30.25,0.024766996
20/06/2011,29.51,0.006118306
17/06/2011,29.33,-0.00544034
16/06/2011,29.49,0.004077478
15/06/2011,29.37,-0.036440602
14/06/2011,30.46,0.018221475
13/06/2011,29.91,-0.028347317
10/06/2011,30.77,-0.03606582
09/06/2011,31.9,-0.006561498
08/06/2011,32.11,-0.015758089
07/06/2011,32.62,0.036526614
06/06/2011,31.45,-0.027596609
03/06/2011,32.33,-0.039125536
02/06/2011,33.62,0.019523071
01/06/2011,32.97,-0.10472337
31/05/2011,36.61,-0.011946925
27/05/2011,37.05,0.001891126
26/05/2011,36.98,0.007600471
25/05/2011,36.7,0.004095569
24/05/2011,36.55,-0.032304289
23/05/2011,37.75,-0.028979968
20/05/2011,38.86,-0.004877432
19/05/2011,39.05,0.003077715
18/05/2011,38.93,0.009549692
17/05/2011,38.56,-0.014418375
16/05/2011,39.12,-0.012952562
13/05/2011,39.63,-0.00453173
12/05/2011,39.81,0.03423942
11/05/2011,38.47,0.017305099
10/05/2011,37.81,0.013580291
09/05/2011,37.3,0.004298771
06/05/2011,37.14,-0.010712475
05/05/2011,37.54,0.006681837
04/05/2011,37.29,-0.005615739
03/05/2011,37.5,-0.002397125
02/05/2011,37.59,-0.019494822
29/04/2011,38.33,-0.003645837
28/04/2011,38.47,-0.007768035
27/04/2011,38.77,-0.007196125
26/04/2011,39.05,-0.018772748
25/04/2011,39.79,-0.007261832
21/04/2011,40.08,0.020671268
20/04/2011,39.26,0.020327472
19/04/2011,38.47,0.005473753
18/04/2011,38.26,-0.003131527
15/04/2011,38.38,-0.002861977
14/04/2011,38.49,0.003643939
13/04/2011,38.35,0.013123548
12/04/2011,37.85,-0.019103028
11/04/2011,38.58,0.006762054
08/04/2011,38.32,-0.014508026
07/04/2011,38.88,0.001286836
06/04/2011,38.83,-0.014064929
05/04/2011,39.38,-0.009603309
04/04/2011,39.76,-0.037032126
01/04/2011,41.26,-0.019679061
31/03/2011,42.08,0.005241851
30/03/2011,41.86,0.026629509
29/03/2011,40.76,0.017073284
28/03/2011,40.07,-0.020502138
25/03/2011,40.9,0.001957906
24/03/2011,40.82,0.017297194
23/03/2011,40.12,0.024985527
22/03/2011,39.13,-0.035399705
21/03/2011,40.54,0.006930721
18/03/2011,40.26,-0.015282526
17/03/2011,40.88,-0.026552368
16/03/2011,41.98,-0.006174325
15/03/2011,42.24,-0.018994591
14/03/2011,43.05,0.003723532
11/03/2011,42.89,0.036566277
10/03/2011,41.35,-0.046772814
09/03/2011,43.33,-0.025744673
08/03/2011,44.46,0.003153866
07/03/2011,44.32,0.004749528
04/03/2011,44.11,0.007966356
03/03/2011,43.76,0.012648208
02/03/2011,43.21,0.002085023
01/03/2011,43.12,-0.020202707
28/02/2011,44,0.002275314
25/02/2011,43.9,0.016768511
24/02/2011,43.17,0.040899212
23/02/2011,41.44,-0.024080315
22/02/2011,42.45,-0.035862721
18/02/2011,44,-0.005213658
17/02/2011,44.23,0.008856649
16/02/2011,43.84,-0.012467576
15/02/2011,44.39,0.017498458
14/02/2011,43.62,0.004825931
11/02/2011,43.41,0.000230388
10/02/2011,43.4,0.073363832
09/02/2011,40.33,0.00099231
08/02/2011,40.29,0.004726965
07/02/2011,40.1,0.000998004
04/02/2011,40.06,0.040239704
03/02/2011,38.48,0.01307892
02/02/2011,37.98,0.016191462
01/02/2011,37.37,0.006712336
31/01/2011,37.12,0.022889283
28/01/2011,36.28,-0.025042136
