Date,Close,SYY
22/04/2013,34.73,0.000576037
19/04/2013,34.71,0.014217561
18/04/2013,34.22,-0.000292184
17/04/2013,34.23,-0.006696779
16/04/2013,34.46,0.019338429
15/04/2013,33.8,-0.023970747
12/04/2013,34.62,-0.000288809
11/04/2013,34.63,-0.003459214
10/04/2013,34.75,0.012159965
09/04/2013,34.33,0.004964239
08/04/2013,34.16,-0.006419631
05/04/2013,34.38,0.000290909
04/04/2013,34.37,-0.003775233
03/04/2013,34.5,-0.016101555
02/04/2013,35.06,-0.005120922
01/04/2013,35.24,0.001988355
28/03/2013,35.17,0.004559712
27/03/2013,35.01,0.000285673
26/03/2013,35,-0.000571265
25/03/2013,35.02,0.003432498
22/03/2013,34.9,0.01326815
21/03/2013,34.44,-0.002609832
20/03/2013,34.53,0.003190721
19/03/2013,34.42,0.018768879
18/03/2013,33.78,-0.002365465
15/03/2013,33.86,0.002365465
14/03/2013,33.78,0.000592242
13/03/2013,33.76,0.004750603
12/03/2013,33.6,0.000297663
11/03/2013,33.59,0.009572314
08/03/2013,33.27,0.018198864
07/03/2013,32.67,-0.004885506
06/03/2013,32.83,-0.000304553
05/03/2013,32.84,0.001828711
04/03/2013,32.78,0.009194058
01/03/2013,32.48,0.009901071
28/02/2013,32.16,0.000622084
27/02/2013,32.14,0.008122506
26/02/2013,31.88,-0.0034445
25/02/2013,31.99,-0.023479608
22/02/2013,32.75,0.002751875
21/02/2013,32.66,0.003988347
20/02/2013,32.53,0.007405156
19/02/2013,32.29,0.006836571
15/02/2013,32.07,0.00124805
14/02/2013,32.03,0.007835803
13/02/2013,31.78,0.006946665
12/02/2013,31.56,0
11/02/2013,31.56,-0.00158303
08/02/2013,31.61,0.002534053
07/02/2013,31.53,0.003176623
06/02/2013,31.43,0.001910829
05/02/2013,31.37,0.004472851
04/02/2013,31.23,-0.027165284
01/02/2013,32.09,0.010022007
31/01/2013,31.77,0.004732617
30/01/2013,31.62,-0.004732617
29/01/2013,31.77,0.002205767
28/01/2013,31.7,-0.00409256
25/01/2013,31.83,0.008835652
24/01/2013,31.55,-0.005373808
23/01/2013,31.72,0.004423388
22/01/2013,31.58,0.003489298
18/01/2013,31.47,0.006055795
17/01/2013,31.28,0.00416467
16/01/2013,31.15,-0.001924311
15/01/2013,31.21,0.004495833
14/01/2013,31.07,0.005162967
11/01/2013,30.91,-0.001293243
10/01/2013,30.95,0.002264274
09/01/2013,30.88,-0.017972242
08/01/2013,31.44,-0.010126669
07/01/2013,31.76,-0.002829746
04/01/2013,31.85,0.002829746
03/01/2013,31.76,-0.004398373
02/01/2013,31.9,0.007551955
31/12/2012,31.66,0.007927741
28/12/2012,31.41,-0.009505775
27/12/2012,31.71,0.000946522
26/12/2012,31.68,-0.00786044
24/12/2012,31.93,-0.000939114
21/12/2012,31.96,-0.013364612
20/12/2012,32.39,0.012426379
19/12/2012,31.99,-0.007784564
18/12/2012,32.24,0.009348775
17/12/2012,31.94,0.005651506
14/12/2012,31.76,-0.003771218
13/12/2012,31.88,-0.005006268
12/12/2012,32.04,0.005633818
11/12/2012,31.86,0.004088699
10/12/2012,31.73,-0.003146636
07/12/2012,31.83,-0.001255887
06/12/2012,31.87,0.006295268
05/12/2012,31.67,0.013990689
04/12/2012,31.23,-0.009560302
03/12/2012,31.53,-0.003798675
30/11/2012,31.65,0.004750603
29/11/2012,31.5,-0.002853069
28/11/2012,31.59,0.010181443
27/11/2012,31.27,0.007382476
26/11/2012,31.04,0.001289491
23/11/2012,31,0.016916474
21/11/2012,30.48,0.000656383
20/11/2012,30.46,-0.000328246
19/11/2012,30.47,0.014545711
16/11/2012,30.03,0.003669729
15/11/2012,29.92,-0.00233684
14/11/2012,29.99,0.001000834
13/11/2012,29.96,0
12/11/2012,29.96,-0.001334223
09/11/2012,30,0.003673405
08/11/2012,29.89,-0.011641575
07/11/2012,30.24,-0.012161202
06/11/2012,30.61,-0.005538375
05/11/2012,30.78,-0.018030109
02/11/2012,31.34,-0.007312066
01/11/2012,31.57,0.015964579
31/10/2012,31.07,0.006781876
26/10/2012,30.86,0.000648298
25/10/2012,30.84,0.014041047
24/10/2012,30.41,-0.007208419
23/10/2012,30.63,-0.007804918
22/10/2012,30.87,-0.001618385
19/10/2012,30.92,-0.02459795
18/10/2012,31.69,0.000947119
17/10/2012,31.66,0.00221344
16/10/2012,31.59,0.00317058
15/10/2012,31.49,0.007650659
12/10/2012,31.25,0
11/10/2012,31.25,0.002884155
10/10/2012,31.16,-0.00224395
09/10/2012,31.23,-0.005428722
08/10/2012,31.4,-0.006349228
05/10/2012,31.6,0.001266625
04/10/2012,31.56,-0.001266625
03/10/2012,31.6,-0.004735605
02/10/2012,31.75,0.006002229
01/10/2012,31.56,0.009231325
28/09/2012,31.27,0.000639795
27/09/2012,31.25,0.011910651
26/09/2012,30.88,0.000323887
25/09/2012,30.87,-0.002588161
24/09/2012,30.95,0.006483005
21/09/2012,30.75,-0.003894844
20/09/2012,30.87,-0.004847319
19/09/2012,31.02,0.010043823
18/09/2012,30.71,0.006206128
17/09/2012,30.52,0.005585689
14/09/2012,30.35,-0.010162356
13/09/2012,30.66,0.01544813
12/09/2012,30.19,-0.008903604
11/09/2012,30.46,-0.002295459
10/09/2012,30.53,-0.001636394
07/09/2012,30.58,-0.00130719
06/09/2012,30.62,0.015136847
05/09/2012,30.16,-0.004301082
04/09/2012,30.29,-0.000330087
31/08/2012,30.3,0.000660284
30/08/2012,30.28,-0.001979545
29/08/2012,30.34,-0.00361902
28/08/2012,30.45,0.001972387
27/08/2012,30.39,0.000987654
24/08/2012,30.36,0.010929071
23/08/2012,30.03,-0.005645042
22/08/2012,30.2,-0.000992884
21/08/2012,30.23,-0.004291144
20/08/2012,30.36,-0.006566012
17/08/2012,30.56,0.005249356
16/08/2012,30.4,-0.008190054
15/08/2012,30.65,0.006546668
14/08/2012,30.45,0.010232801
13/08/2012,30.14,0.044089881
10/08/2012,28.84,0.005214682
09/08/2012,28.69,-0.006946884
08/08/2012,28.89,0.001038961
07/08/2012,28.86,-0.009312018
06/08/2012,29.13,-0.003427008
03/08/2012,29.23,0.014820192
02/08/2012,28.8,-0.015504187
01/08/2012,29.25,-0.004774907
31/07/2012,29.39,0.001361934
30/07/2012,29.35,0.003412973
27/07/2012,29.25,0.015157025
26/07/2012,28.81,0.01750745
25/07/2012,28.31,-0.005635802
24/07/2012,28.47,-0.002806035
23/07/2012,28.55,-0.011146058
20/07/2012,28.87,-0.006903721
19/07/2012,29.07,0
18/07/2012,29.07,0.005173317
17/07/2012,28.92,0.001730404
16/07/2012,28.87,-0.001038601
13/07/2012,28.9,0.007292965
12/07/2012,28.69,-0.016934913
11/07/2012,29.18,-0.001027573
10/07/2012,29.21,0.005492633
09/07/2012,29.05,0.00206754
06/07/2012,28.99,-0.010295218
05/07/2012,29.29,-0.007483028
03/07/2012,29.51,-0.012460171
02/07/2012,29.88,0.002345453
29/06/2012,29.81,0.016574031
28/06/2012,29.32,0.010974047
27/06/2012,29,0.008658063
26/06/2012,28.75,-0.00173762
25/06/2012,28.8,-0.006920443
22/06/2012,29,0.003800316
21/06/2012,28.89,-0.01204212
20/06/2012,29.24,-0.008852628
19/06/2012,29.5,0.010221554
18/06/2012,29.2,0.002056909
15/06/2012,29.14,0.005505864
14/06/2012,28.98,0.015649772
13/06/2012,28.53,-0.002450553
12/06/2012,28.6,-0.001397624
11/06/2012,28.64,-0.005571045
08/06/2012,28.8,0.006269613
07/06/2012,28.62,0.012304602
06/06/2012,28.27,0.012457894
05/06/2012,27.92,0.006107438
04/06/2012,27.75,0.007233305
01/06/2012,27.55,-0.012982512
31/05/2012,27.91,-0.003576542
30/05/2012,28.01,-0.003207987
29/05/2012,28.1,0.005710223
25/05/2012,27.94,0.005023333
24/05/2012,27.8,0.009396527
23/05/2012,27.54,-0.000725953
22/05/2012,27.56,0.007283353
21/05/2012,27.36,0.003661666
18/05/2012,27.26,-0.019255817
17/05/2012,27.79,0.001440404
16/05/2012,27.75,0.001803427
15/05/2012,27.7,0.004704188
14/05/2012,27.57,-0.001087548
11/05/2012,27.6,-0.010093813
10/05/2012,27.88,0.005755412
09/05/2012,27.72,-0.010764367
08/05/2012,28.02,-0.009589844
07/05/2012,28.29,0.013881696
04/05/2012,27.9,-0.016000341
03/05/2012,28.35,-0.012270093
02/05/2012,28.7,-0.010743475
01/05/2012,29.01,0.003799003
30/04/2012,28.9,-0.005521063
27/04/2012,29.06,0.004829261
26/04/2012,28.92,0.003810848
25/04/2012,28.81,0.007665543
24/04/2012,28.59,0.001750394
23/04/2012,28.54,-0.017023166
20/04/2012,29.03,-0.017753966
19/04/2012,29.55,-0.00405269
18/04/2012,29.67,-0.014388737
17/04/2012,30.1,0.014051753
16/04/2012,29.68,0.012544664
13/04/2012,29.31,-0.004425539
12/04/2012,29.44,0.005449605
11/04/2012,29.28,0.009953746
10/04/2012,28.99,-0.004130815
09/04/2012,29.11,-0.012291039
05/04/2012,29.47,-0.001017467
04/04/2012,29.5,-0.005409073
03/04/2012,29.66,-0.01273049
02/04/2012,30.04,0.006010035
30/03/2012,29.86,0.002682765
29/03/2012,29.78,-0.001342282
28/03/2012,29.82,-0.004350015
27/03/2012,29.95,-0.002334502
26/03/2012,30.02,0.006014051
23/03/2012,29.84,-0.001004857
22/03/2012,29.87,-0.00133824
21/03/2012,29.91,0.006709183
20/03/2012,29.71,0.002021564
19/03/2012,29.65,0.000674764
16/03/2012,29.63,-0.002022927
15/03/2012,29.69,-0.016700455
14/03/2012,30.19,0.000662691
13/03/2012,30.17,0.00066313
12/03/2012,30.15,0.007323601
09/03/2012,29.93,0.00603219
08/03/2012,29.75,0.007422436
07/03/2012,29.53,0.004752215
06/03/2012,29.39,-0.002378931
05/03/2012,29.46,0.003740865
02/03/2012,29.35,0.000681663
01/03/2012,29.33,-0.003063832
29/02/2012,29.42,0.002722942
28/02/2012,29.34,0.005810989
27/02/2012,29.17,-0.003422317
24/02/2012,29.27,-0.001365654
23/02/2012,29.31,-0.00306592
22/02/2012,29.4,0.001020929
21/02/2012,29.37,-0.003399052
17/02/2012,29.47,0.011604226
16/02/2012,29.13,0
15/02/2012,29.13,-0.005818945
14/02/2012,29.3,0.000682827
13/02/2012,29.28,-0.001024066
10/02/2012,29.31,-0.007816522
09/02/2012,29.54,0.003051367
08/02/2012,29.45,0.003060706
07/02/2012,29.36,-0.014539563
06/02/2012,29.79,-0.036583417
03/02/2012,30.9,0.008776263
02/02/2012,30.63,0.007208419
01/02/2012,30.41,0.009914159
31/01/2012,30.11,-0.000995851
30/01/2012,30.14,-0.005294519
27/01/2012,30.3,-0.001648805
26/01/2012,30.35,-0.002632446
25/01/2012,30.43,0.004611339
24/01/2012,30.29,0.000330196
23/01/2012,30.28,0.001983472
20/01/2012,30.22,0.007306575
19/01/2012,30,0.005682783
18/01/2012,29.83,0
17/01/2012,29.83,0.012141802
13/01/2012,29.47,0.004761914
12/01/2012,29.33,0.003415304
11/01/2012,29.23,0.00102687
10/01/2012,29.2,0.009981153
09/01/2012,28.91,-0.000345841
06/01/2012,28.92,0.000345841
05/01/2012,28.91,-0.003108274
04/01/2012,29,-0.01539808
03/01/2012,29.45,0.004083027
30/12/2011,29.33,-0.006118306
29/12/2011,29.51,0.007141673
28/12/2011,29.3,-0.006463707
27/12/2011,29.49,0.002036661
23/12/2011,29.43,0.007503446
22/12/2011,29.21,0.004804402
21/12/2011,29.07,0.000344056
20/12/2011,29.06,0.016305652
19/12/2011,28.59,-0.010784589
16/12/2011,28.9,-0.003109348
15/12/2011,28.99,0.003109348
14/12/2011,28.9,-0.006552877
13/12/2011,29.09,-0.004458934
12/12/2011,29.22,-0.00851939
09/12/2011,29.47,0.012978324
08/12/2011,29.09,-0.009238731
07/12/2011,29.36,0.008551446
06/12/2011,29.11,-0.003771649
05/12/2011,29.22,0.003084835
02/12/2011,29.13,0.013826698
01/12/2011,28.73,0.006635261
30/11/2011,28.54,0.026630368
29/11/2011,27.79,-0.000719424
28/11/2011,27.81,0.026969565
25/11/2011,27.07,0.006671633
23/11/2011,26.89,-0.019518204
22/11/2011,27.42,0.007688121
21/11/2011,27.21,-0.021091691
18/11/2011,27.79,0.016325412
17/11/2011,27.34,-0.006562182
16/11/2011,27.52,-0.011560822
15/11/2011,27.84,0.006848107
14/11/2011,27.65,-0.003610112
11/11/2011,27.75,0.006507615
10/11/2011,27.57,0.001815212
09/11/2011,27.52,-0.020856563
08/11/2011,28.1,0.00785999
07/11/2011,27.88,0.002873565
04/11/2011,27.8,-0.001437815
03/11/2011,27.84,0.010108389
02/11/2011,27.56,0.013148473
01/11/2011,27.2,-0.018937201
31/10/2011,27.72,-0.007547206
28/10/2011,27.93,0.010799241
27/10/2011,27.63,0.030873455
26/10/2011,26.79,0.001868112
25/10/2011,26.74,-0.008935279
24/10/2011,26.98,0.001112553
21/10/2011,26.95,0.025936428
20/10/2011,26.26,0.008413052
19/10/2011,26.04,-0.024280404
18/10/2011,26.68,0.020065031
17/10/2011,26.15,-0.019690148
14/10/2011,26.67,0.006772035
13/10/2011,26.49,0.003024577
12/10/2011,26.41,0.010658647
11/10/2011,26.13,-0.000382629
10/10/2011,26.14,0.013867711
07/10/2011,25.78,0
06/10/2011,25.78,0.012097709
05/10/2011,25.47,-0.001569243
04/10/2011,25.51,-0.008198367
03/10/2011,25.72,-0.006974069
30/09/2011,25.9,-0.008458336
29/09/2011,26.12,-0.004202489
28/09/2011,26.23,-0.010240939
27/09/2011,26.5,0.005676458
26/09/2011,26.35,0.018384279
23/09/2011,25.87,-0.005781477
22/09/2011,26.02,-0.018656547
21/09/2011,26.51,-0.022380643
20/09/2011,27.11,0.00147656
19/09/2011,27.07,-0.01211691
16/09/2011,27.4,-0.001458789
15/09/2011,27.44,0.004748867
14/09/2011,27.31,0.012527798
13/09/2011,26.97,0.00632325
12/09/2011,26.8,0.003738322
09/09/2011,26.7,-0.006346857
08/09/2011,26.87,-0.01587628
07/09/2011,27.3,0.01587628
06/09/2011,26.87,-0.01073488
02/09/2011,27.16,-0.022930941
01/09/2011,27.79,-0.005025136
31/08/2011,27.93,0.003227544
30/08/2011,27.84,-0.003943364
29/08/2011,27.95,0.030883472
26/08/2011,27.1,0.006664223
25/08/2011,26.92,-0.01365083
24/08/2011,27.29,0.003303361
23/08/2011,27.2,0.013696309
22/08/2011,26.83,-0.006316202
19/08/2011,27,-0.011049836
18/08/2011,27.3,-0.021022884
17/08/2011,27.88,-0.003937718
16/08/2011,27.99,-0.004278081
15/08/2011,28.11,-0.040096011
12/08/2011,29.26,0.017235863
11/08/2011,28.76,0.025710168
10/08/2011,28.03,-0.034020465
09/08/2011,29,0.006920443
08/08/2011,28.8,-0.022658024
05/08/2011,29.46,0.012982758
04/08/2011,29.08,-0.027473324
03/08/2011,29.89,0.009749615
02/08/2011,29.6,-0.020729596
01/08/2011,30.22,-0.012169201
29/07/2011,30.59,-0.00911168
28/07/2011,30.87,0.001945526
27/07/2011,30.81,-0.013219602
26/07/2011,31.22,0.006104437
25/07/2011,31.03,-0.009621627
22/07/2011,31.33,-0.004140793
21/07/2011,31.46,0.006697521
20/07/2011,31.25,0.002242513
19/07/2011,31.18,0.017470519
18/07/2011,30.64,-0.008773411
15/07/2011,30.91,-0.003874722
14/07/2011,31.03,-0.008344079
13/07/2011,31.29,0.003842464
12/07/2011,31.17,0.00869991
11/07/2011,30.9,-0.012861914
08/07/2011,31.3,-0.007955491
07/07/2011,31.55,0.006678352
06/07/2011,31.34,0.001916321
05/07/2011,31.28,-0.003510455
01/07/2011,31.39,0.006712507
30/06/2011,31.18,0.00675787
29/06/2011,30.97,0
28/06/2011,30.97,0.004530752
27/06/2011,30.83,0.002273097
24/06/2011,30.76,-0.010349381
23/06/2011,31.08,-0.005454851
22/06/2011,31.25,-0.001279181
21/06/2011,31.29,0.005447858
20/06/2011,31.12,0.007094515
17/06/2011,30.9,0.002916871
16/06/2011,30.81,0.011753318
15/06/2011,30.45,-0.012726555
14/06/2011,30.84,0.01075805
13/06/2011,30.51,0.00361189
10/06/2011,30.4,-0.015989899
09/06/2011,30.89,0.011067821
08/06/2011,30.55,-0.007175504
07/06/2011,30.77,-0.003244649
06/06/2011,30.87,-0.008387146
03/06/2011,31.13,-0.003207187
02/06/2011,31.23,-0.016513554
01/06/2011,31.75,-0.014384238
31/05/2011,32.21,0.006853609
27/05/2011,31.99,0.001564211
26/05/2011,31.94,0.000313136
25/05/2011,31.93,0.001880878
24/05/2011,31.87,-0.014021105
23/05/2011,32.32,-0.003089283
20/05/2011,32.42,-0.000616713
19/05/2011,32.44,-0.006452626
18/05/2011,32.65,0.008612788
17/05/2011,32.37,0.007441895
16/05/2011,32.13,0.010953012
13/05/2011,31.78,-0.009707294
12/05/2011,32.09,0.02973021
11/05/2011,31.15,-0.001283285
10/05/2011,31.19,-0.012109772
09/05/2011,31.57,0.1019524
06/05/2011,28.51,-0.00489854
05/05/2011,28.65,-0.015584731
04/05/2011,29.1,-0.001716739
03/05/2011,29.15,-0.004108188
02/05/2011,29.27,0.012375545
29/04/2011,28.91,-0.01203384
28/04/2011,29.26,-0.006132898
27/04/2011,29.44,0.006132898
26/04/2011,29.26,0.009960584
25/04/2011,28.97,-0.001035018
21/04/2011,29,0.004146516
20/04/2011,28.88,0.009742596
19/04/2011,28.6,0.006665522
18/04/2011,28.41,-0.009110084
15/04/2011,28.67,0.006649193
14/04/2011,28.48,0.010234781
13/04/2011,28.19,-0.009180855
12/04/2011,28.45,0.00211119
11/04/2011,28.39,0.01133558
08/04/2011,28.07,-0.018705327
07/04/2011,28.6,-0.003490405
06/04/2011,28.7,0.00664222
05/04/2011,28.51,0.019837703
04/04/2011,27.95,0.002507614
01/04/2011,27.88,0.006477173
31/03/2011,27.7,-0.000360946
30/03/2011,27.71,-0.008981558
29/03/2011,27.96,0.002506716
28/03/2011,27.89,0.001076233
25/03/2011,27.86,-0.00143472
24/03/2011,27.9,-0.003577821
23/03/2011,28,-0.002853069
22/03/2011,28.08,0.001782214
21/03/2011,28.03,0.011842952
18/03/2011,27.7,0.00579292
17/03/2011,27.54,0.003273325
16/03/2011,27.45,-0.0148258
15/03/2011,27.86,0.004316553
14/03/2011,27.74,-0.003239161
11/03/2011,27.83,0.002158274
10/03/2011,27.77,-0.006103053
09/03/2011,27.94,0.011157215
08/03/2011,27.63,0.001448751
07/03/2011,27.59,0.001087942
04/03/2011,27.56,0.000725953
03/03/2011,27.54,0
02/03/2011,27.54,-0.006875366
01/03/2011,27.73,-0.002161384
28/02/2011,27.79,-0.004308804
25/02/2011,27.91,0.00466871
24/02/2011,27.78,-0.008245252
23/02/2011,28.01,-0.009239582
22/02/2011,28.27,-0.01300317
18/02/2011,28.64,0.008767372
17/02/2011,28.39,0.00140994
16/02/2011,28.35,0.003533573
15/02/2011,28.25,0.007818092
14/02/2011,28.03,-0.007464047
11/02/2011,28.24,0.004969836
10/02/2011,28.1,0.001780944
09/02/2011,28.05,0.001427043
08/02/2011,28.01,0
07/02/2011,28.01,-0.063623251
04/02/2011,29.85,0.005037794
03/02/2011,29.7,0.012877169
02/02/2011,29.32,0.004786334
01/02/2011,29.18,0.001371742
31/01/2011,29.14,-0.001714384
28/01/2011,29.19,-0.020346582
27/01/2011,29.79,0.003362478
26/01/2011,29.69,0.001010952
25/01/2011,29.66,-0.003029795
24/01/2011,29.75,-0.006366247
