Date,Close,MCHP
19/11/2012,29.94,0.019221634
16/11/2012,29.37,-0.008138397
15/11/2012,29.61,-0.010080731
14/11/2012,29.91,-0.007328481
13/11/2012,30.13,-0.007275164
12/11/2012,30.35,-0.008856873
09/11/2012,30.62,-0.04126605
08/11/2012,31.91,-0.006248068
07/11/2012,32.11,-0.031875209
06/11/2012,33.15,0.023192983
05/11/2012,32.39,0.007748373
02/11/2012,32.14,-0.011138729
01/11/2012,32.5,0.036344852
31/10/2012,31.34,-0.012367369
26/10/2012,31.73,0.010136292
25/10/2012,31.41,-0.003178642
24/10/2012,31.51,-0.004117187
23/10/2012,31.64,0.011123585
22/10/2012,31.29,-0.001915709
19/10/2012,31.35,-0.01173313
18/10/2012,31.72,-0.024907888
17/10/2012,32.52,-0.003376826
16/10/2012,32.63,0.013265658
15/10/2012,32.2,0.015334364
12/10/2012,31.71,-0.010665095
11/10/2012,32.05,0
10/10/2012,32.05,-0.012711379
09/10/2012,32.46,-0.016195923
08/10/2012,32.99,-0.007850282
05/10/2012,33.25,0.002710437
04/10/2012,33.16,-0.002108752
03/10/2012,33.23,-0.00420421
02/10/2012,33.37,0.014184635
01/10/2012,32.9,0.004875086
28/09/2012,32.74,-0.005482804
27/09/2012,32.92,0.006093864
26/09/2012,32.72,-0.006701213
25/09/2012,32.94,-0.024292693
24/09/2012,33.75,-0.009436814
21/09/2012,34.07,-0.004685221
20/09/2012,34.23,0.000584454
19/09/2012,34.21,-0.003210276
18/09/2012,34.32,0.003795071
17/09/2012,34.19,-0.004668815
14/09/2012,34.35,0
13/09/2012,34.35,0.015845402
12/09/2012,33.81,-0.007660615
11/09/2012,34.07,-0.002052486
10/09/2012,34.14,-0.015405042
07/09/2012,34.67,-0.007471299
06/09/2012,34.93,0.024635357
05/09/2012,34.08,-0.009927089
04/09/2012,34.42,-0.009541781
31/08/2012,34.75,0.008960892
30/08/2012,34.44,-0.008673081
29/08/2012,34.74,-0.00057554
28/08/2012,34.76,0.00605975
27/08/2012,34.55,-0.005196317
24/08/2012,34.73,0.006065001
23/08/2012,34.52,-0.010947963
22/08/2012,34.9,-0.003432498
21/08/2012,35.02,-0.001426737
20/08/2012,35.07,-0.018644608
17/08/2012,35.73,0.003364175
16/08/2012,35.61,0.007328105
15/08/2012,35.35,0.002832863
14/08/2012,35.25,0.007117468
13/08/2012,35,-0.001712818
10/08/2012,35.06,0.005720839
09/08/2012,34.86,-0.002006019
08/08/2012,34.93,0.001145804
07/08/2012,34.89,0.007191172
06/08/2012,34.64,-0.001730603
03/08/2012,34.7,0.038183787
02/08/2012,33.4,-0.005672504
01/08/2012,33.59,0.006271485
31/07/2012,33.38,0.000599341
30/07/2012,33.36,0.01388492
27/07/2012,32.9,0.013156072
26/07/2012,32.47,0.017083814
25/07/2012,31.92,0.014198062
24/07/2012,31.47,-0.010431579
23/07/2012,31.8,-0.018383443
20/07/2012,32.39,-0.013188352
19/07/2012,32.82,0.007646466
18/07/2012,32.57,0.029918093
17/07/2012,31.61,0.001899937
16/07/2012,31.55,-0.002532448
13/07/2012,31.63,0.019151559
12/07/2012,31.03,-0.011534892
11/07/2012,31.39,-0.000955262
10/07/2012,31.42,-0.011077815
09/07/2012,31.77,-0.013444004
06/07/2012,32.2,-0.02756683
05/07/2012,33.1,0.00120919
03/07/2012,33.06,0.007590745
02/07/2012,32.81,-0.008195523
29/06/2012,33.08,0.025720953
28/06/2012,32.24,-0.007724432
27/06/2012,32.49,0.003700282
26/06/2012,32.37,0.007753179
25/06/2012,32.12,-0.033070987
22/06/2012,33.2,0.020694591
21/06/2012,32.52,-0.021898685
20/06/2012,33.24,0.005732404
19/06/2012,33.05,0.005765454
18/06/2012,32.86,0.011631597
15/06/2012,32.48,0.020215274
14/06/2012,31.83,-0.000942063
13/06/2012,31.86,-0.012476768
12/06/2012,32.26,0.021304064
11/06/2012,31.58,-0.013524345
08/06/2012,32.01,0.008470639
07/06/2012,31.74,0.001261034
06/06/2012,31.7,0.029126719
05/06/2012,30.79,0.009135463
04/06/2012,30.51,0.00361189
01/06/2012,30.4,-0.020189549
31/05/2012,31.02,-0.00898594
30/05/2012,31.3,-0.00159617
29/05/2012,31.35,0.01348768
25/05/2012,30.93,0.00226574
24/05/2012,30.86,-0.010636684
23/05/2012,31.19,0.007724531
22/05/2012,30.95,0.001940492
21/05/2012,30.89,0.013033746
18/05/2012,30.49,-0.016265811
17/05/2012,30.99,-0.010911533
16/05/2012,31.33,-0.000319132
15/05/2012,31.34,-0.011421444
14/05/2012,31.7,-0.006289329
11/05/2012,31.9,-0.000939997
10/05/2012,31.93,-0.002189896
09/05/2012,32,-0.021639175
08/05/2012,32.7,-0.022975618
07/05/2012,33.46,-0.009814205
04/05/2012,33.79,-0.02628656
03/05/2012,34.69,-0.00660827
02/05/2012,34.92,-0.008838261
01/05/2012,35.23,-0.003966011
30/04/2012,35.37,-0.001130263
27/04/2012,35.41,0.001413028
26/04/2012,35.36,0.012807917
25/04/2012,34.91,0.009787067
24/04/2012,34.57,-0.003753433
23/04/2012,34.7,-0.016576544
20/04/2012,35.28,-0.013513719
19/04/2012,35.76,-0.012781502
18/04/2012,36.22,-0.004407721
17/04/2012,36.38,0.018868484
16/04/2012,35.7,-0.003076495
13/04/2012,35.81,-0.010279296
12/04/2012,36.18,0.017566324
11/04/2012,35.55,0.013594092
10/04/2012,35.07,-0.010495062
09/04/2012,35.44,-0.019559159
05/04/2012,36.14,-0.000276663
04/04/2012,36.15,-0.015372249
03/04/2012,36.71,-0.016480178
02/04/2012,37.32,0.003220615
30/03/2012,37.2,0.012442681
29/03/2012,36.74,0.003817839
28/03/2012,36.6,-0.008705169
27/03/2012,36.92,-0.001353363
26/03/2012,36.97,0.010878541
23/03/2012,36.57,-0.003548523
22/03/2012,36.7,-0.002992792
21/03/2012,36.81,0.005994568
20/03/2012,36.59,-0.004091101
19/03/2012,36.74,0.007101915
16/03/2012,36.48,-0.011176346
15/03/2012,36.89,0.009532961
14/03/2012,36.54,-0.001367428
13/03/2012,36.59,0.020152511
12/03/2012,35.86,-0.007501077
09/03/2012,36.13,0.007779978
08/03/2012,35.85,0.005033568
07/03/2012,35.67,0.009577538
06/03/2012,35.33,0.004539015
05/03/2012,35.17,-0.014957242
02/03/2012,35.7,-0.012249596
01/03/2012,36.14,0.00193879
29/02/2012,36.07,-0.018948803
28/02/2012,36.76,0.011491235
27/02/2012,36.34,-0.000825196
24/02/2012,36.37,0.001375705
23/02/2012,36.32,0.000550812
22/02/2012,36.3,-0.009049836
21/02/2012,36.63,-0.014634408
17/02/2012,37.17,0.001076716
16/02/2012,37.13,0.011648513
15/02/2012,36.7,-0.00651822
14/02/2012,36.94,0.007881546
13/02/2012,36.65,-0.00109081
10/02/2012,36.69,-0.017293055
09/02/2012,37.33,0.001340303
08/02/2012,37.28,-0.000536337
07/02/2012,37.3,-0.01911901
06/02/2012,38.02,-0.01046582
03/02/2012,38.42,0.01918335
02/02/2012,37.69,0.003455153
01/02/2012,37.56,0.017728103
31/01/2012,36.9,0.000813339
30/01/2012,36.87,0.002172143
27/01/2012,36.79,-0.009199199
26/01/2012,37.13,0.009199199
25/01/2012,36.79,-0.014035318
24/01/2012,37.31,0.003759403
23/01/2012,37.17,-0.005366259
20/01/2012,37.37,-0.013555025
19/01/2012,37.88,-0.00893567
18/01/2012,38.22,0.055128893
17/01/2012,36.17,0.015603549
13/01/2012,35.61,-0.003923772
12/01/2012,35.75,-0.001397624
11/01/2012,35.8,-0.005293229
10/01/2012,35.99,0.000277894
09/01/2012,35.98,0.010055951
06/01/2012,35.62,-0.013939451
05/01/2012,36.12,0.008340332
04/01/2012,35.82,0.001676446
03/01/2012,35.76,-0.024037626
30/12/2011,36.63,-0.005716635
29/12/2011,36.84,0.01504199
28/12/2011,36.29,-0.011779345
27/12/2011,36.72,0.003273325
23/12/2011,36.6,0.008506019
22/12/2011,36.29,0.023418968
21/12/2011,35.45,-0.007027436
20/12/2011,35.7,0.04849609
19/12/2011,34.01,-0.013724847
16/12/2011,34.48,0.019918643
15/12/2011,33.8,0.003259745
14/12/2011,33.69,-0.008571059
13/12/2011,33.98,-0.020102643
12/12/2011,34.67,-0.004029942
09/12/2011,34.81,0.004606976
08/12/2011,34.65,-0.013188265
07/12/2011,35.11,0.005999161
06/12/2011,34.9,-0.000286492
05/12/2011,34.91,0.007475595
02/12/2011,34.65,-0.006042314
01/12/2011,34.86,-0.001433281
30/11/2011,34.91,0.057175264
29/11/2011,32.97,-0.00302847
28/11/2011,33.07,0.023559297
25/11/2011,32.3,-0.007710138
23/11/2011,32.55,-0.019471257
22/11/2011,33.19,-0.024405973
21/11/2011,34.01,-0.016620881
18/11/2011,34.58,-0.006054509
17/11/2011,34.79,-0.05126455
16/11/2011,36.62,-0.006803673
15/11/2011,36.87,0.012005601
14/11/2011,36.43,-0.009017686
11/11/2011,36.76,0.027580347
10/11/2011,35.76,0.008706697
09/11/2011,35.45,-0.040630157
08/11/2011,36.92,0.009798663
07/11/2011,36.56,-0.012503561
04/11/2011,37.02,0.034348754
03/11/2011,35.77,0.032678004
02/11/2011,34.62,0.004052104
01/11/2011,34.48,-0.048127034
31/10/2011,36.18,-0.007709289
28/10/2011,36.46,0.0027465
27/10/2011,36.36,0.032139136
26/10/2011,35.21,0.019501622
25/10/2011,34.53,-0.00462295
24/10/2011,34.69,0.025990658
21/10/2011,33.8,0.023347364
20/10/2011,33.02,-0.01263935
19/10/2011,33.44,-0.008041741
18/10/2011,33.71,0.010137236
17/10/2011,33.37,-0.002394494
14/10/2011,33.45,-0.054114423
13/10/2011,35.31,0.024366979
12/10/2011,34.46,0.004362374
11/10/2011,34.31,-0.001165162
10/10/2011,34.35,0.019697829
07/10/2011,33.68,0.011647138
06/10/2011,33.29,0.019105964
05/10/2011,32.66,0.030465521
04/10/2011,31.68,0.040256603
03/10/2011,30.43,-0.022100347
30/09/2011,31.11,-0.028831397
29/09/2011,32.02,-0.01210631
28/09/2011,32.41,-0.024082859
27/09/2011,33.2,0.021002142
26/09/2011,32.51,-0.012532641
23/09/2011,32.92,0.024601487
22/09/2011,32.12,-0.032769737
21/09/2011,33.19,-0.016139023
20/09/2011,33.73,-0.013545555
19/09/2011,34.19,-0.010474347
16/09/2011,34.55,0.006679276
15/09/2011,34.32,-0.003780723
14/09/2011,34.45,0.024090472
13/09/2011,33.63,0.027737684
12/09/2011,32.71,0.020071694
09/09/2011,32.06,-0.005288549
08/09/2011,32.23,-0.012027901
07/09/2011,32.62,0.035890886
06/09/2011,31.47,0.003501516
02/09/2011,31.36,-0.036322089
01/09/2011,32.52,-0.008878062
31/08/2011,32.81,-0.000609385
30/08/2011,32.83,-0.016614187
29/08/2011,33.38,0.033199333
26/08/2011,32.29,0.026358602
25/08/2011,31.45,-0.009178732
24/08/2011,31.74,0.001261034
23/08/2011,31.7,0.049137228
22/08/2011,30.18,0.019405092
19/08/2011,29.6,-0.003709328
18/08/2011,29.71,-0.044115119
17/08/2011,31.05,-0.009934387
16/08/2011,31.36,-0.030771659
15/08/2011,32.34,0.009007671
12/08/2011,32.05,-0.0009356
11/08/2011,32.08,0.043644449
10/08/2011,30.71,-0.025716621
09/08/2011,31.51,0.041800999
08/08/2011,30.22,-0.031272907
05/08/2011,31.18,-0.018745585
04/08/2011,31.77,-0.040406422
03/08/2011,33.08,0.008500355
02/08/2011,32.8,-0.027662618
01/08/2011,33.72,-0.000889284
29/07/2011,33.75,-0.003253959
28/07/2011,33.86,0.00949562
27/07/2011,33.54,-0.020655795
26/07/2011,34.24,0.015303418
25/07/2011,33.72,-0.011499463
22/07/2011,34.11,0.022532824
21/07/2011,33.35,0.019682694
20/07/2011,32.7,-0.004576667
19/07/2011,32.85,0.027153782
18/07/2011,31.97,-0.011506891
15/07/2011,32.34,0.0102565
14/07/2011,32.01,-0.012418663
13/07/2011,32.41,-0.015917079
12/07/2011,32.93,-0.129423361
11/07/2011,37.48,-0.010351785
08/07/2011,37.87,-0.013637767
07/07/2011,38.39,0.008633147
06/07/2011,38.06,0.00421275
05/07/2011,37.9,-0.011803416
01/07/2011,38.35,0.011539598
30/06/2011,37.91,0.017294564
29/06/2011,37.26,0.004842624
28/06/2011,37.08,0.004053512
27/06/2011,36.93,0.010343043
24/06/2011,36.55,-0.018702266
23/06/2011,37.24,0.017881809
22/06/2011,36.58,-0.007353976
21/06/2011,36.85,0.024170361
20/06/2011,35.97,0.00781472
17/06/2011,35.69,-0.004194051
16/06/2011,35.84,-0.006951231
15/06/2011,36.09,-0.011570377
14/06/2011,36.51,0.009909247
13/06/2011,36.15,-0.008538821
10/06/2011,36.46,-0.013620478
09/06/2011,36.96,-0.000270526
08/06/2011,36.97,-0.010761471
07/06/2011,37.37,-0.003472689
06/06/2011,37.5,0.003472689
03/06/2011,37.37,-0.025625494
02/06/2011,38.34,0.001566171
01/06/2011,38.28,-0.032132311
31/05/2011,39.53,0.010170441
27/05/2011,39.13,0.005381179
26/05/2011,38.92,-0.001283862
25/05/2011,38.97,0.003856542
24/05/2011,38.82,-0.012797718
23/05/2011,39.32,-0.016395877
20/05/2011,39.97,-0.002748284
19/05/2011,40.08,-0.001246728
18/05/2011,40.13,0.02217274
17/05/2011,39.25,-0.026648133
16/05/2011,40.31,-0.01379672
13/05/2011,40.87,-0.010708304
12/05/2011,41.31,0.012912836
11/05/2011,40.78,-0.013396863
10/05/2011,41.33,0.018806269
09/05/2011,40.56,-0.0166263
06/05/2011,41.24,0.017119518
05/05/2011,40.54,-0.002709695
04/05/2011,40.65,0.002463055
03/05/2011,40.55,-0.001970929
02/05/2011,40.63,-0.010040491
29/04/2011,41.04,0.007091361
28/04/2011,40.75,0.006894881
27/04/2011,40.47,0.016945334
26/04/2011,39.79,0.015959807
25/04/2011,39.16,0.001533351
21/04/2011,39.1,0.006157023
20/04/2011,38.86,0.038829642
19/04/2011,37.38,0.005095894
18/04/2011,37.19,-0.013354899
15/04/2011,37.69,0.004254194
14/04/2011,37.53,0.002400962
13/04/2011,37.44,0.00939226
12/04/2011,37.09,-0.011793222
11/04/2011,37.53,-0.011392361
08/04/2011,37.96,-0.005254873
07/04/2011,38.16,-0.006790311
06/04/2011,38.42,0.008626377
05/04/2011,38.09,0.002892075
04/04/2011,37.98,0.001581028
01/04/2011,37.92,-0.002370606
31/03/2011,38.01,-0.004986233
30/03/2011,38.2,0.00894037
29/03/2011,37.86,0.000264166
28/03/2011,37.85,0.003440522
25/03/2011,37.72,-0.000795018
24/03/2011,37.75,0.028481237
23/03/2011,36.69,0.016765543
22/03/2011,36.08,-0.00497651
21/03/2011,36.26,0.015564517
18/03/2011,35.7,0.007309563
17/03/2011,35.44,0.004808381
16/03/2011,35.27,0.003977278
15/03/2011,35.13,-0.009349834
14/03/2011,35.46,-0.004221197
11/03/2011,35.61,0.008177122
10/03/2011,35.32,-0.016844868
09/03/2011,35.92,-0.024475304
08/03/2011,36.81,0.005175008
07/03/2011,36.62,-0.015714222
04/03/2011,37.2,-0.010163233
03/03/2011,37.58,0.021789699
02/03/2011,36.77,0.010113521
01/03/2011,36.4,-0.013913742
28/02/2011,36.91,-0.011314776
25/02/2011,37.33,0.016475727
24/02/2011,36.72,0.01122838
23/02/2011,36.31,-0.023139729
22/02/2011,37.16,-0.027340787
18/02/2011,38.19,-0.003137257
17/02/2011,38.31,0.00235202
16/02/2011,38.22,0.00893567
15/02/2011,37.88,-0.007102489
14/02/2011,38.15,0.004466052
11/02/2011,37.98,0.008992391
10/02/2011,37.64,0.010683862
09/02/2011,37.24,-0.005623258
08/02/2011,37.45,-0.000800747
07/02/2011,37.48,-0.003462515
04/02/2011,37.61,0.014731752
03/02/2011,37.06,-0.001617687
02/02/2011,37.12,-0.001884
01/02/2011,37.19,0.019549903
31/01/2011,36.47,-0.011450507
