Date,Close,RTN
06/12/2013,86.68,0.00787588
05/12/2013,86,-0.000581226
04/12/2013,86.05,-0.031232877
03/12/2013,88.78,0.012581634
02/12/2013,87.67,-0.011454619
29/11/2013,88.68,-0.00528596
27/11/2013,89.15,0.008561503
26/11/2013,88.39,0.011950293
25/11/2013,87.34,-0.000228964
22/11/2013,87.36,0.005970167
21/11/2013,86.84,0.015550969
20/11/2013,85.5,-0.001052078
19/11/2013,85.59,-0.000817518
18/11/2013,85.66,0.004446012
15/11/2013,85.28,-0.004679466
14/11/2013,85.68,0.002570996
13/11/2013,85.46,0.007163439
12/11/2013,84.85,-0.002236742
11/11/2013,85.04,-0.003755873
08/11/2013,85.36,0.012851677
07/11/2013,84.27,-0.007919195
06/11/2013,84.94,0.005311941
05/11/2013,84.49,0.004388833
04/11/2013,84.12,0.00440818
01/11/2013,83.75,0.016614878
31/10/2013,82.37,0.003283276
30/10/2013,82.1,0.002805393
29/10/2013,81.87,0.009572974
28/10/2013,81.09,0.014033139
25/10/2013,79.96,0.023792568
24/10/2013,78.08,-0.005237286
23/10/2013,78.49,0.02947854
22/10/2013,76.21,0.015071676
21/10/2013,75.07,-0.023564574
18/10/2013,76.86,-0.009968365
17/10/2013,77.63,0.017805396
16/10/2013,76.26,0.00763463
15/10/2013,75.68,-0.009206957
14/10/2013,76.38,0.001965796
11/10/2013,76.23,-0.000393468
10/10/2013,76.26,0.030488949
09/10/2013,73.97,-0.001080935
08/10/2013,74.05,-0.015676612
07/10/2013,75.22,0.012979375
04/10/2013,74.25,-0.0089831
03/10/2013,74.92,-0.015364541
02/10/2013,76.08,-0.022484539
01/10/2013,77.81,0.009555858
30/09/2013,77.07,-0.021437186
27/09/2013,78.74,-0.013372219
26/09/2013,79.8,0.013626252
25/09/2013,78.72,0.000127041
24/09/2013,78.71,0.00025413
23/09/2013,78.69,-0.00393177
20/09/2013,79,-0.021166799
19/09/2013,80.69,0.000867894
18/09/2013,80.62,0.004475393
17/09/2013,80.26,0.007503787
16/09/2013,79.66,0.014923762
13/09/2013,78.48,0.011663061
12/09/2013,77.57,0.001806452
11/09/2013,77.43,0.006998473
10/09/2013,76.89,0.013618123
09/09/2013,75.85,0.003169156
06/09/2013,75.61,-0.002509743
05/09/2013,75.8,-0.003687126
04/09/2013,76.08,0.005139367
03/09/2013,75.69,0.003706159
30/08/2013,75.41,-0.003574033
29/08/2013,75.68,0.002116403
28/08/2013,75.52,0.003448737
27/08/2013,75.26,-0.023116343
26/08/2013,77.02,-0.008146421
23/08/2013,77.65,0.012961944
22/08/2013,76.65,0.01009646
21/08/2013,75.88,-0.002237874
20/08/2013,76.05,-0.003937013
19/08/2013,76.35,-0.005095053
16/08/2013,76.74,0.014966802
15/08/2013,75.6,-0.010526413
14/08/2013,76.4,-0.005221944
13/08/2013,76.8,0.010208177
12/08/2013,76.02,-0.012549184
09/08/2013,76.98,0.002341008
08/08/2013,76.8,0.005483758
07/08/2013,76.38,0.007754524
06/08/2013,75.79,-0.00381906
05/08/2013,76.08,0.005667978
02/08/2013,75.65,0.025165295
01/08/2013,73.77,0.026510721
31/07/2013,71.84,0.008667746
30/07/2013,71.22,0.003798274
29/07/2013,70.95,0.013337315
26/07/2013,70.01,0.003720668
25/07/2013,69.75,0
24/07/2013,69.75,0.000573641
23/07/2013,69.71,0.004889282
22/07/2013,69.37,-0.006179512
19/07/2013,69.8,0.001433692
18/07/2013,69.7,0.00344927
17/07/2013,69.46,-0.001438642
16/07/2013,69.56,-0.006876818
15/07/2013,70.04,0.008171503
12/07/2013,69.47,0.001296363
11/07/2013,69.38,0.017447375
10/07/2013,68.18,0.010912953
09/07/2013,67.44,0.00893661
08/07/2013,66.84,0.015074147
05/07/2013,65.84,0.010535253
03/07/2013,65.15,0.005078106
02/07/2013,64.82,-0.019554549
01/07/2013,66.1,-0.000302526
28/06/2013,66.12,-0.004828012
27/06/2013,66.44,0.007705712
26/06/2013,65.93,0.009295305
25/06/2013,65.32,-0.002904535
24/06/2013,65.51,-0.009117219
21/06/2013,66.11,0
20/06/2013,66.11,-0.011878946
19/06/2013,66.9,-0.01733762
18/06/2013,68.07,0.004269421
17/06/2013,67.78,0.005473791
14/06/2013,67.41,-0.003849575
13/06/2013,67.67,0.014288084
12/06/2013,66.71,0.002551596
11/06/2013,66.54,-0.006142802
10/06/2013,66.95,-0.006847303
07/06/2013,67.41,0.021441709
06/06/2013,65.98,0.007301523
05/06/2013,65.5,-0.012893618
04/06/2013,66.35,0.001659251
03/06/2013,66.24,-0.006020488
31/05/2013,66.64,-0.010300905
30/05/2013,67.33,0.003421859
29/05/2013,67.1,-0.009640416
28/05/2013,67.75,0.015169833
24/05/2013,66.73,-0.00029967
23/05/2013,66.75,0.007669787
22/05/2013,66.24,-0.007819589
21/05/2013,66.76,-0.000299536
20/05/2013,66.78,-0.001645845
17/05/2013,66.89,0.018864213
16/05/2013,65.64,-0.001978541
15/05/2013,65.77,0.017330393
14/05/2013,64.64,0.011044679
13/05/2013,63.93,-0.005304225
10/05/2013,64.27,0.012683173
09/05/2013,63.46,0.004738597
08/05/2013,63.16,-0.004738597
07/05/2013,63.46,0.00759257
06/05/2013,62.98,-0.00095223
03/05/2013,63.04,0.008602889
02/05/2013,62.5,0.013531134
01/05/2013,61.66,0.004551373
30/04/2013,61.38,0.010810916
29/04/2013,60.72,0.008600781
26/04/2013,60.2,0.015063046
25/04/2013,59.3,0.019927424
24/04/2013,58.13,0.01281181
23/04/2013,57.39,0.00787199
22/04/2013,56.94,-0.003681308
19/04/2013,57.15,0.016406825
18/04/2013,56.22,-0.008148849
17/04/2013,56.68,-0.012448657
16/04/2013,57.39,-0.000870853
15/04/2013,57.44,-0.01554704
12/04/2013,58.34,-0.001199144
11/04/2013,58.41,0.00325817
10/04/2013,58.22,0.004475821
09/04/2013,57.96,-0.004990975
08/04/2013,58.25,0.001202439
05/04/2013,58.18,-0.006168628
04/04/2013,58.54,0.008922503
03/04/2013,58.02,0.008307421
02/04/2013,57.54,-0.0060643
01/04/2013,57.89,-0.015427114
28/03/2013,58.79,0.006484664
27/03/2013,58.41,0.010325337
26/03/2013,57.81,0.018329919
25/03/2013,56.76,-0.004920924
22/03/2013,57.04,0.00316067
21/03/2013,56.86,-0.002459162
20/03/2013,57,-0.001752849
19/03/2013,57.1,0.001226671
18/03/2013,57.03,-0.01565794
15/03/2013,57.93,0.010585782
14/03/2013,57.32,0.002445416
13/03/2013,57.18,0.018533758
12/03/2013,56.13,0.002675945
11/03/2013,55.98,-0.000892777
08/03/2013,56.03,0.006984895
07/03/2013,55.64,0.005045056
06/03/2013,55.36,0.009255125
05/03/2013,54.85,0.011183543
04/03/2013,54.24,-0.007896469
01/03/2013,54.67,0.001830832
28/02/2013,54.57,-0.008939219
27/02/2013,55.06,0.015558106
26/02/2013,54.21,0.003325945
25/02/2013,54.03,-0.00755973
22/02/2013,54.44,0.00922686
21/02/2013,53.94,-0.002037226
20/02/2013,54.05,-0.004430504
19/02/2013,54.29,0.00572644
15/02/2013,53.98,0.004083911
14/02/2013,53.76,-0.00389864
13/02/2013,53.97,-0.007200253
12/02/2013,54.36,-0.003489123
11/02/2013,54.55,0.007175084
08/02/2013,54.16,0.000923617
07/02/2013,54.11,0.012833804
06/02/2013,53.42,-0.001683345
05/02/2013,53.51,0.009199351
04/02/2013,53.02,0.006623167
01/02/2013,52.67,-0.000189843
31/01/2013,52.68,-0.027522097
30/01/2013,54.15,-0.013755375
29/01/2013,54.9,0.000546597
28/01/2013,54.87,-0.018239783
25/01/2013,55.88,-0.011741818
24/01/2013,56.54,-0.028937002
23/01/2013,58.2,-0.002916704
22/01/2013,58.37,0.004636395
18/01/2013,58.1,-0.002578429
17/01/2013,58.25,0.008274483
16/01/2013,57.77,-0.006556269
15/01/2013,58.15,0.004826763
14/01/2013,57.87,-0.002071466
11/01/2013,57.99,-0.01012276
10/01/2013,58.58,0.00633618
09/01/2013,58.21,0.008106987
08/01/2013,57.74,-0.010509184
07/01/2013,58.35,-0.011247562
04/01/2013,59.01,0.006289863
03/01/2013,58.64,0.000341122
02/01/2013,58.62,0.018248053
31/12/2012,57.56,0.015053671
28/12/2012,56.7,-0.019214565
27/12/2012,57.8,0.008513647
26/12/2012,57.31,-0.024305256
24/12/2012,58.72,-0.008647786
21/12/2012,59.23,-0.000843811
20/12/2012,59.28,0.008980828
19/12/2012,58.75,-0.002549938
18/12/2012,58.9,0.012471333
17/12/2012,58.17,0.011758738
14/12/2012,57.49,-0.000347826
13/12/2012,57.51,-0.010895049
12/12/2012,58.14,-0.000171984
11/12/2012,58.15,0.004135798
10/12/2012,57.91,0.008845778
07/12/2012,57.4,0.002092781
06/12/2012,57.28,0.00052388
05/12/2012,57.25,0.00859579
04/12/2012,56.76,0.006185405
03/12/2012,56.41,-0.012682925
30/11/2012,57.13,0.004913153
29/11/2012,56.85,0.008479118
28/11/2012,56.37,0.004623052
27/11/2012,56.11,-0.002491991
26/11/2012,56.25,0.000889284
23/11/2012,56.2,0.006426298
21/11/2012,55.84,0.007189104
20/11/2012,55.44,0.003252035
19/11/2012,55.26,0.014582832
16/11/2012,54.46,0.008482441
15/11/2012,54,-0.008849615
14/11/2012,54.48,-0.025014899
13/11/2012,55.86,0.008449488
12/11/2012,55.39,-0.012023474
09/11/2012,56.06,0.016909919
08/11/2012,55.12,-0.006329707
07/11/2012,55.47,-0.033156126
06/11/2012,57.34,0.01564317
05/11/2012,56.45,-0.010222155
02/11/2012,57.03,-0.002276908
01/11/2012,57.16,0.010552331
31/10/2012,56.56,0.015142358
26/10/2012,55.71,-0.000538358
25/10/2012,55.74,0.010641276
24/10/2012,55.15,0.001270072
23/10/2012,55.08,-0.010295404
22/10/2012,55.65,-0.003945486
19/10/2012,55.87,-0.021075782
18/10/2012,57.06,0.007034851
17/10/2012,56.66,0.007618072
16/10/2012,56.23,0.015954448
15/10/2012,55.34,0.008346991
12/10/2012,54.88,0
11/10/2012,54.88,0.001276324
10/10/2012,54.81,-0.003824096
09/10/2012,55.02,-0.005437751
08/10/2012,55.32,-0.002888089
05/10/2012,55.48,0.002888089
04/10/2012,55.32,0.006165024
03/10/2012,54.98,0.004192114
02/10/2012,54.75,-0.015046056
01/10/2012,55.58,-0.028030929
28/09/2012,57.16,-0.006626005
27/09/2012,57.54,-0.000868583
26/09/2012,57.59,-0.007955767
25/09/2012,58.05,0.003278409
24/09/2012,57.86,-0.004311467
21/09/2012,58.11,0.001033058
20/09/2012,58.05,-0.001721171
19/09/2012,58.15,0.004826763
18/09/2012,57.87,-0.001899008
17/09/2012,57.98,0.002936352
14/09/2012,57.81,-0.010154119
13/09/2012,58.4,0.008943988
12/09/2012,57.88,0.00850183
11/09/2012,57.39,0.000871612
10/09/2012,57.34,-0.008336276
07/09/2012,57.82,-0.002763387
06/09/2012,57.98,0.01985782
05/09/2012,56.84,0.006885013
04/09/2012,56.45,-0.001239267
31/08/2012,56.52,0.003900023
30/08/2012,56.3,-0.007784894
29/08/2012,56.74,0.009029007
28/08/2012,56.23,-0.00195434
27/08/2012,56.34,0.009630893
24/08/2012,55.8,0.002152853
23/08/2012,55.68,-0.002332049
22/08/2012,55.81,-0.009096647
21/08/2012,56.32,-0.003013919
20/08/2012,56.49,0.004613209
17/08/2012,56.23,-0.003373283
16/08/2012,56.42,0.003195458
15/08/2012,56.24,0.002314198
14/08/2012,56.11,-0.00089071
13/08/2012,56.16,0.00089071
10/08/2012,56.11,0.0026769
09/08/2012,55.96,0.003759739
08/08/2012,55.75,0.000538261
07/08/2012,55.72,0.007023892
06/08/2012,55.33,0.002352304
03/08/2012,55.2,0.016807118
02/08/2012,54.28,-0.011539646
01/08/2012,54.91,-0.010327114
31/07/2012,55.48,-0.001080886
30/07/2012,55.54,-0.00233792
27/07/2012,55.67,0.020140389
26/07/2012,54.56,-0.00948566
25/07/2012,55.08,-0.00416705
24/07/2012,55.31,-0.007744298
23/07/2012,55.74,-0.006616028
20/07/2012,56.11,-0.013278056
19/07/2012,56.86,0.00105578
18/07/2012,56.8,0.011687755
17/07/2012,56.14,0.006612481
16/07/2012,55.77,-0.002864818
13/07/2012,55.93,0.014769721
12/07/2012,55.11,-0.003622536
11/07/2012,55.31,-0.01400382
10/07/2012,56.09,-0.004269709
09/07/2012,56.33,0.008020719
06/07/2012,55.88,-0.003394376
05/07/2012,56.07,-0.007462721
03/07/2012,56.49,0.009069147
02/07/2012,55.98,-0.010837807
29/06/2012,56.59,0.030683308
28/06/2012,54.88,-0.004000733
27/06/2012,55.1,0.015178128
26/06/2012,54.27,0.001106195
25/06/2012,54.21,-0.011189698
22/06/2012,54.82,0.009530864
21/06/2012,54.3,-0.010806956
20/06/2012,54.89,0.004564967
19/06/2012,54.64,0.005873732
18/06/2012,54.32,0.012038297
15/06/2012,53.67,0.0108656
14/06/2012,53.09,0.015565994
13/06/2012,52.27,-0.001911316
12/06/2012,52.37,0.021033096
11/06/2012,51.28,-0.005833188
08/06/2012,51.58,0.00622328
07/06/2012,51.26,0.011379365
06/06/2012,50.68,0.021137377
05/06/2012,49.62,0.006469897
04/06/2012,49.3,-0.003644466
01/06/2012,49.48,-0.016834065
31/05/2012,50.32,-0.00139013
30/05/2012,50.39,0.004176202
29/05/2012,50.18,0.010215412
25/05/2012,49.67,-0.005020595
24/05/2012,49.92,-0.006787808
23/05/2012,50.26,-0.003971411
22/05/2012,50.46,0.003573559
21/05/2012,50.28,0.006785099
18/05/2012,49.94,-0.004395611
17/05/2012,50.16,-0.019153513
16/05/2012,51.13,-0.003514256
15/05/2012,51.31,-0.010083467
14/05/2012,51.83,-0.006155049
11/05/2012,52.15,-0.004209727
10/05/2012,52.37,-0.005522246
09/05/2012,52.66,-0.014890483
08/05/2012,53.45,-0.004293855
07/05/2012,53.68,0.002237972
04/05/2012,53.56,-0.008181526
03/05/2012,54,-0.000370302
02/05/2012,54.02,-0.005169879
01/05/2012,54.3,0.002950943
30/04/2012,54.14,0.004257295
27/04/2012,53.91,-0.00037092
26/04/2012,53.93,0.019094552
25/04/2012,52.91,-0.001322127
24/04/2012,52.98,0.005299028
23/04/2012,52.7,-0.007749779
20/04/2012,53.11,0.010980799
19/04/2012,52.53,-0.007585851
18/04/2012,52.93,-0.001887505
17/04/2012,53.03,0.008141671
16/04/2012,52.6,0.001331685
13/04/2012,52.53,-0.003231021
12/04/2012,52.7,0.022839492
11/04/2012,51.51,0.00818718
10/04/2012,51.09,-0.013222048
09/04/2012,51.77,-0.011141106
05/04/2012,52.35,-0.001717722
04/04/2012,52.44,-0.002285715
03/04/2012,52.56,-0.002660081
02/04/2012,52.7,-0.001516876
30/03/2012,52.78,-0.001514578
29/03/2012,52.86,0.00645286
28/03/2012,52.52,-0.007776236
27/03/2012,52.93,-0.000566626
26/03/2012,52.96,0.015220994
23/03/2012,52.16,0.003841726
22/03/2012,51.96,0.008892384
21/03/2012,51.5,-0.005229023
20/03/2012,51.77,-0.008080075
19/03/2012,52.19,0.001342153
16/03/2012,52.12,-0.00287384
15/03/2012,52.27,-0.004390577
14/03/2012,52.5,-0.004371384
13/03/2012,52.73,0.015480481
12/03/2012,51.92,0.00173494
09/03/2012,51.83,0.002124578
08/03/2012,51.72,0.019721424
07/03/2012,50.71,-0.002756993
06/03/2012,50.85,-0.015029072
05/03/2012,51.62,0.00485485
02/03/2012,51.37,0.007228712
01/03/2012,51,0.009456335
29/02/2012,50.52,-0.002964722
28/02/2012,50.67,-0.003349427
27/02/2012,50.84,0.00118087
24/02/2012,50.78,0.008305367
23/02/2012,50.36,-0.000992359
22/02/2012,50.41,0.005370475
21/02/2012,50.14,0.005600015
17/02/2012,49.86,0.021283868
16/02/2012,48.81,-0.010799901
15/02/2012,49.34,-0.020462098
14/02/2012,50.36,0.000993345
13/02/2012,50.31,0.015625318
10/02/2012,49.53,-0.008844279
09/02/2012,49.97,0.003809528
08/02/2012,49.78,0.012329616
07/02/2012,49.17,-0.0026404
06/02/2012,49.3,0.006716215
03/02/2012,48.97,0.008613671
02/02/2012,48.55,-0.003905853
01/02/2012,48.74,0.015507392
31/01/2012,47.99,-0.000208355
30/01/2012,48,-0.013245227
27/01/2012,48.64,-0.025374344
26/01/2012,49.89,0.003614462
25/01/2012,49.71,0.000402414
24/01/2012,49.69,-0.003014169
23/01/2012,49.84,-0.000802246
20/01/2012,49.88,-0.002002805
19/01/2012,49.98,0.007228947
18/01/2012,49.62,0.015025663
17/01/2012,48.88,0.004305491
13/01/2012,48.67,-0.016505724
12/01/2012,49.48,0.013838235
11/01/2012,48.8,0.002051283
10/01/2012,48.7,0.011150229
09/01/2012,48.16,0.001662511
06/01/2012,48.08,0.000624155
05/01/2012,48.05,-0.011175613
04/01/2012,48.59,0.001235585
03/01/2012,48.53,0.003095658
30/12/2011,48.38,-0.014161345
29/12/2011,49.07,0.009007226
28/12/2011,48.63,0.000205656
27/12/2011,48.62,0.005155182
23/12/2011,48.37,0.004143366
22/12/2011,48.17,0.02246342
21/12/2011,47.1,0.003189795
20/12/2011,46.95,0.029614182
19/12/2011,45.58,0.001536942
16/12/2011,45.51,0.002860603
15/12/2011,45.38,0.010188349
14/12/2011,44.92,0
13/12/2011,44.92,0.002228661
12/12/2011,44.82,-0.016156155
09/12/2011,45.55,0.016602484
08/12/2011,44.8,-0.027519623
07/12/2011,46.05,0.008943238
06/12/2011,45.64,0.011680574
05/12/2011,45.11,-0.005306225
02/12/2011,45.35,0.001323919
01/12/2011,45.29,-0.006163348
30/11/2011,45.57,0.042130362
29/11/2011,43.69,-0.005705824
28/11/2011,43.94,0.01883814
25/11/2011,43.12,0.0116633
23/11/2011,42.62,-0.019517348
22/11/2011,43.46,0.002534272
21/11/2011,43.35,-0.014882931
18/11/2011,44,0.003642991
17/11/2011,43.84,-0.014942547
16/11/2011,44.5,-0.024199205
15/11/2011,45.59,0.01014118
14/11/2011,45.13,-0.009043847
11/11/2011,45.54,0.019512814
10/11/2011,44.66,0.006289329
09/11/2011,44.38,-0.030184271
08/11/2011,45.74,0.005920421
07/11/2011,45.47,0.02878057
04/11/2011,44.18,-0.001809137
03/11/2011,44.26,0.02470391
02/11/2011,43.18,0.011412724
01/11/2011,42.69,-0.034533818
31/10/2011,44.19,0.014818463
28/10/2011,43.54,-0.005725425
27/10/2011,43.79,0.031314167
26/10/2011,42.44,-0.032911429
25/10/2011,43.86,-0.013587166
24/10/2011,44.46,0.011082325
21/10/2011,43.97,0.027904497
20/10/2011,42.76,-0.004666364
19/10/2011,42.96,0.001863933
18/10/2011,42.88,0.021450439
17/10/2011,41.97,-0.018881845
14/10/2011,42.77,0.008216973
13/10/2011,42.42,-0.004703678
12/10/2011,42.62,0.018470807
11/10/2011,41.84,-0.005719749
10/10/2011,42.08,0.026000502
07/10/2011,41,0.013011108
06/10/2011,40.47,0.012431786
05/10/2011,39.97,-0.004493268
04/10/2011,40.15,0.016321768
03/10/2011,39.5,-0.034095626
30/09/2011,40.87,-0.00949721
29/09/2011,41.26,0.023790208
28/09/2011,40.29,-0.006925578
27/09/2011,40.57,0.003951598
26/09/2011,40.41,0.02759834
23/09/2011,39.31,0.012285796
22/09/2011,38.83,-0.024924993
21/09/2011,39.81,-0.037954284
20/09/2011,41.35,-0.012735965
19/09/2011,41.88,-0.00595169
16/09/2011,42.13,0.013381323
15/09/2011,41.57,0.012100825
14/09/2011,41.07,-0.000486855
13/09/2011,41.09,0.003657203
12/09/2011,40.94,0.007354777
09/09/2011,40.64,-0.019011053
08/09/2011,41.42,-0.010088964
07/09/2011,41.84,0.02639698
06/09/2011,40.75,-0.012680004
02/09/2011,41.27,-0.030779001
01/09/2011,42.56,-0.015619854
31/08/2011,43.23,0.008829054
30/08/2011,42.85,0.006555865
29/08/2011,42.57,0.023290026
26/08/2011,41.59,0.016974219
25/08/2011,40.89,-0.028211636
24/08/2011,42.06,0.024306334
23/08/2011,41.05,0.027662915
22/08/2011,39.93,0.00150376
19/08/2011,39.87,-0.006998279
18/08/2011,40.15,-0.02969179
17/08/2011,41.36,0.010939698
16/08/2011,40.91,-0.008034127
15/08/2011,41.24,0.011707451
12/08/2011,40.76,0.010853585
11/08/2011,40.32,0.033285978
10/08/2011,39,-0.05414819
09/08/2011,41.17,0.043690245
08/08/2011,39.41,-0.046842909
05/08/2011,41.3,0.002181555
04/08/2011,41.21,-0.049240716
03/08/2011,43.29,-0.013536974
02/08/2011,43.88,-0.009977407
01/08/2011,44.32,-0.009208375
29/07/2011,44.73,-0.006462418
28/07/2011,45.02,0.000888889
27/07/2011,44.98,-0.032158519
26/07/2011,46.45,-0.001720801
25/07/2011,46.53,-0.004503063
22/07/2011,46.74,-0.01233271
21/07/2011,47.32,0.014688928
20/07/2011,46.63,0.019052319
19/07/2011,45.75,0.007019112
18/07/2011,45.43,-0.013555083
15/07/2011,46.05,-0.010154565
14/07/2011,46.52,-0.014511565
13/07/2011,47.2,-0.000423639
12/07/2011,47.22,-0.01178961
11/07/2011,47.78,-0.017427827
08/07/2011,48.62,-0.019552558
07/07/2011,49.58,-0.000806452
06/07/2011,49.62,-0.000201511
05/07/2011,49.63,-0.009625099
01/07/2011,50.11,0.005202093
30/06/2011,49.85,0.015770646
29/06/2011,49.07,0.007158227
28/06/2011,48.72,0.00658981
27/06/2011,48.4,0.009758201
24/06/2011,47.93,-0.009551568
23/06/2011,48.39,-0.014973103
22/06/2011,49.12,-0.009321243
21/06/2011,49.58,0.011359149
20/06/2011,49.02,0.005113008
17/06/2011,48.77,0.007615556
16/06/2011,48.4,0.000826788
15/06/2011,48.36,-0.01416716
14/06/2011,49.05,0.014373964
13/06/2011,48.35,0.001448826
10/06/2011,48.28,-0.006811875
09/06/2011,48.61,0.009508133
08/06/2011,48.15,-0.008890785
07/06/2011,48.58,-0.000617347
06/06/2011,48.61,-0.004105939
03/06/2011,48.81,-0.000204855
02/06/2011,48.82,-0.008972328
01/06/2011,49.26,-0.022481878
31/05/2011,50.38,0.006971445
27/05/2011,50.03,0.004206316
26/05/2011,49.82,-0.005604498
25/05/2011,50.1,0.000598982
24/05/2011,50.07,0.013269193
23/05/2011,49.41,-0.000809225
20/05/2011,49.45,-0.005646315
19/05/2011,49.73,0.009292996
18/05/2011,49.27,0.008560998
17/05/2011,48.85,-0.004493472
16/05/2011,49.07,-0.002442501
13/05/2011,49.19,-0.000203273
12/05/2011,49.2,-0.003246756
11/05/2011,49.36,0.000810701
10/05/2011,49.32,-0.003844991
09/05/2011,49.51,0.001414856
06/05/2011,49.44,0.010573502
05/05/2011,48.92,0.000613434
04/05/2011,48.89,-0.009770076
03/05/2011,49.37,0.007726757
02/05/2011,48.99,0.009022001
29/04/2011,48.55,-0.014315173
28/04/2011,49.25,-0.010302081
27/04/2011,49.76,0.005440819
26/04/2011,49.49,0.015270581
25/04/2011,48.74,-0.000205149
21/04/2011,48.75,-0.000820176
20/04/2011,48.79,0.016116051
19/04/2011,48.01,-0.000832813
18/04/2011,48.05,-0.015693074
15/04/2011,48.81,0.011953976
14/04/2011,48.23,-0.009287034
13/04/2011,48.68,-0.029550825
12/04/2011,50.14,-0.011501217
11/04/2011,50.72,-0.001379175
08/04/2011,50.79,-0.013688129
07/04/2011,51.49,0.005062316
06/04/2011,51.23,0.012966783
05/04/2011,50.57,0.002177572
04/04/2011,50.46,-0.014753882
01/04/2011,51.21,0.006661467
31/03/2011,50.87,0.008488848
30/03/2011,50.44,-0.0051414
29/03/2011,50.7,0
28/03/2011,50.7,-0.001970444
25/03/2011,50.8,-0.009404458
24/03/2011,51.28,0.016714577
23/03/2011,50.43,0.000793493
22/03/2011,50.39,-0.000595179
21/03/2011,50.42,0.013779549
18/03/2011,49.73,-0.004013652
17/03/2011,49.93,0.003209632
16/03/2011,49.77,-0.025393152
15/03/2011,51.05,-0.009552661
14/03/2011,51.54,-0.011382394
11/03/2011,52.13,0.004614505
10/03/2011,51.89,-0.011877534
09/03/2011,52.51,0.00572958
08/03/2011,52.21,0.021685264
07/03/2011,51.09,-0.012255771
04/03/2011,51.72,-0.007128438
03/03/2011,52.09,0.020755279
02/03/2011,51.02,0.008266136
01/03/2011,50.6,-0.011983249
28/02/2011,51.21,-0.000585652
25/02/2011,51.24,0.006854036
24/02/2011,50.89,0.001179709
23/02/2011,50.83,-0.01095687
22/02/2011,51.39,-0.014872317
18/02/2011,52.16,0.01273411
17/02/2011,51.5,0.010933338
16/02/2011,50.94,0.002948985
15/02/2011,50.79,-0.001377275
14/02/2011,50.86,-0.004316271
11/02/2011,51.08,-0.002346501
10/02/2011,51.2,-0.005648082
09/02/2011,51.49,-0.001358564
08/02/2011,51.56,0.007983686
07/02/2011,51.15,0.018747466
04/02/2011,50.2,0.005793643
03/02/2011,49.91,-0.003999205
02/02/2011,50.11,-0.007752747
01/02/2011,50.5,0.010150351
31/01/2011,49.99,0.010254438
28/01/2011,49.48,-0.032998422
27/01/2011,51.14,-0.008954703
26/01/2011,51.6,-0.013857035
