Date,Close,JNJ
04/04/2014,98.42,0.001627009
03/04/2014,98.26,0.000305359
02/04/2014,98.23,0.002956621
01/04/2014,97.94,-0.002956621
31/03/2014,98.23,0.008074864
28/03/2014,97.44,0.001643386
27/03/2014,97.28,0.002367109
26/03/2014,97.05,-0.003394541
25/03/2014,97.38,0.022640909
24/03/2014,95.2,-0.007638817
21/03/2014,95.93,0.019048195
20/03/2014,94.12,0.005647024
19/03/2014,93.59,-0.00373274
18/03/2014,93.94,0.000106457
17/03/2014,93.93,0.011995431
14/03/2014,92.81,-0.002045101
13/03/2014,93,-0.00643089
12/03/2014,93.6,0.001175905
11/03/2014,93.49,0.000427945
10/03/2014,93.45,0.001392087
07/03/2014,93.32,0.00461845
06/03/2014,92.89,0.003234853
05/03/2014,92.59,-0.008067596
04/03/2014,93.34,0.019254245
03/03/2014,91.56,-0.00609758
28/02/2014,92.12,0.008284329
27/02/2014,91.36,0.002740178
26/02/2014,91.11,0
25/02/2014,91.11,0
24/02/2014,91.11,-0.00448996
21/02/2014,91.52,-0.009352977
20/02/2014,92.38,0.008042647
19/02/2014,91.64,-0.00576684
18/02/2014,92.17,-0.006380814
14/02/2014,92.76,0.00215843
13/02/2014,92.56,0.001513677
12/02/2014,92.42,-0.005933455
11/02/2014,92.97,0.020648419
10/02/2014,91.07,0.011374426
07/02/2014,90.04,0.014430588
06/02/2014,88.75,0.016702087
05/02/2014,87.28,0.007590606
04/02/2014,86.62,-0.001845445
03/02/2014,86.78,-0.019287331
31/01/2014,88.47,-0.011575114
30/01/2014,89.5,0.006726483
29/01/2014,88.9,-0.013408022
28/01/2014,90.1,0.001777383
27/01/2014,89.94,-0.007421801
24/01/2014,90.61,-0.023235297
23/01/2014,92.74,-0.016893377
22/01/2014,94.32,0.003079376
21/01/2014,94.03,-0.010894391
17/01/2014,95.06,0.004428052
16/01/2014,94.64,-0.00168919
15/01/2014,94.8,0.000844238
14/01/2014,94.72,0.002325337
13/01/2014,94.5,-0.002536463
10/01/2014,94.74,0.000105558
09/01/2014,94.73,0.006035277
08/01/2014,94.16,-0.001379677
07/01/2014,94.29,0.021006024
06/01/2014,92.33,0.005212304
03/01/2014,91.85,0.008967689
02/01/2014,91.03,-0.006132973
31/12/2013,91.59,-0.007722046
30/12/2013,92.3,-0.000541565
27/12/2013,92.35,-0.002055277
26/12/2013,92.54,0.005200445
24/12/2013,92.06,0.000325928
23/12/2013,92.03,-0.000651749
20/12/2013,92.09,0.001195198
19/12/2013,91.98,-0.007149852
18/12/2013,92.64,0.021604768
17/12/2013,90.66,-0.007800951
16/12/2013,91.37,0.000218914
13/12/2013,91.35,0.002082078
12/12/2013,91.16,-0.021165386
11/12/2013,93.11,-0.011001446
10/12/2013,94.14,-0.003181676
09/12/2013,94.44,0
06/12/2013,94.44,0.015687852
05/12/2013,92.97,-0.007073984
04/12/2013,93.63,-0.003624737
03/12/2013,93.97,-0.003293496
02/12/2013,94.28,-0.004022446
29/11/2013,94.66,-0.003374819
27/11/2013,94.98,-0.000841928
26/11/2013,95.06,-0.005978307
25/11/2013,95.63,0.003981564
22/11/2013,95.25,0.000525072
21/11/2013,95.2,0.000525348
20/11/2013,95.15,0.003052473
19/11/2013,94.86,0.005920931
18/11/2013,94.3,-0.000953946
15/11/2013,94.39,0.004991779
14/11/2013,93.92,0.006194616
13/11/2013,93.34,-0.002354201
12/11/2013,93.56,-0.007772198
11/11/2013,94.29,0.002548584
08/11/2013,94.05,0.014565964
07/11/2013,92.69,-0.003768916
06/11/2013,93.04,0.002475116
05/11/2013,92.81,-0.002367629
04/11/2013,93.03,-0.003648073
01/11/2013,93.37,0.008172967
31/10/2013,92.61,-0.001941748
30/10/2013,92.79,-0.003764862
