Date,Close,SNA
25/11/2013,106.42,0.001692843
22/11/2013,106.24,0.002922187
21/11/2013,105.93,0.012539349
20/11/2013,104.61,-0.006669232
19/11/2013,105.31,-0.008227386
18/11/2013,106.18,-0.008066829
15/11/2013,107.04,0.000373762
14/11/2013,107,0.009578437
13/11/2013,105.98,0.015499764
12/11/2013,104.35,-0.00630495
11/11/2013,105.01,0.000476259
08/11/2013,104.96,0.010728072
07/11/2013,103.84,-0.011013855
06/11/2013,104.99,0.000762268
05/11/2013,104.91,-0.000667016
04/11/2013,104.98,0.011303885
01/11/2013,103.8,-0.002597779
31/10/2013,104.07,0.02658255
30/10/2013,101.34,-0.012259262
29/10/2013,102.59,0.008319923
28/10/2013,101.74,-0.003434238
25/10/2013,102.09,0.00688031
24/10/2013,101.39,0.000888056
23/10/2013,101.3,-0.005905529
22/10/2013,101.9,-0.001568935
21/10/2013,102.06,0.004615771
18/10/2013,101.59,0.011782898
17/10/2013,100.4,0.019511833
16/10/2013,98.46,0.002135124
15/10/2013,98.25,-0.008210476
14/10/2013,99.06,0.001313198
11/10/2013,98.93,0.003341268
10/10/2013,98.6,0.02859983
09/10/2013,95.82,0.001984853
08/10/2013,95.63,-0.016387008
07/10/2013,97.21,-0.024188171
04/10/2013,99.59,0.004831414
03/10/2013,99.11,-0.012931863
02/10/2013,100.4,-0.003479994
01/10/2013,100.75,0.012484557
30/09/2013,99.5,-0.002208614
27/09/2013,99.72,-0.004302803
26/09/2013,100.15,0.005707721
25/09/2013,99.58,-0.008400049
24/09/2013,100.42,0.003391524
23/09/2013,100.08,-0.007565236
20/09/2013,100.84,-0.001387375
19/09/2013,100.98,0.009752291
18/09/2013,100,0.002603386
17/09/2013,99.74,0.001505042
16/09/2013,99.59,0.000703129
13/09/2013,99.52,0.010505147
12/09/2013,98.48,-0.00476119
11/09/2013,98.95,0.009545158
10/09/2013,98.01,0.010770992
09/09/2013,96.96,0.011096821
06/09/2013,95.89,-0.001979477
05/09/2013,96.08,0.012884481
04/09/2013,94.85,0.014870162
03/09/2013,93.45,-0.00160385
30/08/2013,93.6,-0.012844505
29/08/2013,94.81,0.006879426
28/08/2013,94.16,-0.000106197
27/08/2013,94.17,-0.010668176
26/08/2013,95.18,-0.005134934
23/08/2013,95.67,-0.001775365
22/08/2013,95.84,0.007646018
21/08/2013,95.11,-0.011810955
20/08/2013,96.24,0.002809429
19/08/2013,95.97,-0.02490353
16/08/2013,98.39,0.022405871
15/08/2013,96.21,-0.015675272
14/08/2013,97.73,-0.008253983
13/08/2013,98.54,0.008560998
12/08/2013,97.7,0.01266948
09/08/2013,96.47,0.004883888
08/08/2013,96,0.005117237
07/08/2013,95.51,-0.00020938
06/08/2013,95.53,-0.004491104
05/08/2013,95.96,0.001668753
02/08/2013,95.8,-0.001564537
01/08/2013,95.95,0.011530526
31/07/2013,94.85,-0.000210837
30/07/2013,94.87,0.003167232
29/07/2013,94.57,0.00508853
26/07/2013,94.09,-0.006145389
25/07/2013,94.67,-0.00305859
24/07/2013,94.96,-0.000526399
23/07/2013,95.01,-0.004829913
22/07/2013,95.47,0.000314284
19/07/2013,95.44,0.004620886
18/07/2013,95,0.020095302
17/07/2013,93.11,-0.001931331
16/07/2013,93.29,-0.014895477
15/07/2013,94.69,0.015217107
12/07/2013,93.26,-0.001607115
11/07/2013,93.41,0.018257948
10/07/2013,91.72,-0.006845249
09/07/2013,92.35,0.008482
08/07/2013,91.57,-0.00544545
05/07/2013,92.07,0.015874218
03/07/2013,90.62,0.001325089
02/07/2013,90.5,-0.007376045
01/07/2013,91.17,0.019828952
28/06/2013,89.38,-0.005912226
27/06/2013,89.91,0.011297027
26/06/2013,88.9,0.012450642
25/06/2013,87.8,0.017579588
24/06/2013,86.27,-0.02065004
21/06/2013,88.07,-0.01061677
20/06/2013,89.01,-0.024086852
19/06/2013,91.18,-0.01123301
18/06/2013,92.21,0.00369405
17/06/2013,91.87,0.008965728
14/06/2013,91.05,0.001868851
13/06/2013,90.88,0.019107446
12/06/2013,89.16,-0.012815688
11/06/2013,90.31,-0.016037251
10/06/2013,91.77,-0.000544692
07/06/2013,91.82,0.011942076
06/06/2013,90.73,0.003975709
05/06/2013,90.37,-0.013628082
04/06/2013,91.61,-0.001418053
03/06/2013,91.74,0.00711046
31/05/2013,91.09,-0.004163021
30/05/2013,91.47,0.00779239
29/05/2013,90.76,-0.007245613
28/05/2013,91.42,0.013102307
24/05/2013,90.23,-0.001329051
23/05/2013,90.35,-0.004527643
22/05/2013,90.76,-0.016608773
21/05/2013,92.28,0.005759946
20/05/2013,91.75,0.000872315
17/05/2013,91.67,0.009095455
16/05/2013,90.84,-0.022639191
15/05/2013,92.92,0.015509231
14/05/2013,91.49,0.026358115
13/05/2013,89.11,-0.002577754
10/05/2013,89.34,0.003475924
09/05/2013,89.03,-0.002804107
08/05/2013,89.28,0.007419933
07/05/2013,88.62,0.015121657
06/05/2013,87.29,0.000458348
03/05/2013,87.25,0.018741872
02/05/2013,85.63,0.014942333
01/05/2013,84.36,-0.021576822
30/04/2013,86.2,0.012373217
29/04/2013,85.14,0.00742709
26/04/2013,84.51,-0.006839649
25/04/2013,85.09,0.008379113
24/04/2013,84.38,0.024594845
23/04/2013,82.33,0.004382235
22/04/2013,81.97,0.009807606
19/04/2013,81.17,0.003579146
18/04/2013,80.88,-0.019952923
17/04/2013,82.51,-0.001695326
16/04/2013,82.65,0.012050538
15/04/2013,81.66,-0.038556388
12/04/2013,84.87,-0.004467442
11/04/2013,85.25,0.00670867
10/04/2013,84.68,0.018834744
09/04/2013,83.1,0.007488862
08/04/2013,82.48,0.010726578
05/04/2013,81.6,-0.005255772
04/04/2013,82.03,0.011895413
03/04/2013,81.06,-0.008598505
02/04/2013,81.76,-0.001344497
01/04/2013,81.87,-0.010086979
28/03/2013,82.7,0.012288007
27/03/2013,81.69,-0.010593706
26/03/2013,82.56,0.009370315
25/03/2013,81.79,0.002448281
22/03/2013,81.59,0.004298969
21/03/2013,81.24,-0.007236188
20/03/2013,81.83,0.005268652
19/03/2013,81.4,0.002706362
18/03/2013,81.18,-0.000615726
15/03/2013,81.23,-0.001599115
14/03/2013,81.36,0.006906786
13/03/2013,80.8,-0.011688844
12/03/2013,81.75,-0.007069752
11/03/2013,82.33,0.004382235
08/03/2013,81.97,0.009684415
07/03/2013,81.18,-0.007975013
06/03/2013,81.83,0.015145275
05/03/2013,80.6,0.011856613
04/03/2013,79.65,-0.000125541
01/03/2013,79.66,-0.007628374
28/02/2013,80.27,0.010519821
27/02/2013,79.43,0.020991802
26/02/2013,77.78,0.00929999
25/02/2013,77.06,-0.022455553
22/02/2013,78.81,0.011228905
21/02/2013,77.93,-0.012877082
20/02/2013,78.94,-0.013088533
19/02/2013,79.98,0.006900473
15/02/2013,79.43,0.003278691
14/02/2013,79.17,0.001643386
13/02/2013,79.04,0.003167968
12/02/2013,78.79,0.005089717
11/02/2013,78.39,-0.009522068
08/02/2013,79.14,0.024300978
07/02/2013,77.24,-0.047284753
06/02/2013,80.98,0.002225245
05/02/2013,80.8,-0.000989609
04/02/2013,80.88,-0.014727807
01/02/2013,82.08,0.012998344
31/01/2013,81.02,-0.007500804
30/01/2013,81.63,-0.010722657
29/01/2013,82.51,0.019829291
28/01/2013,80.89,-0.010208563
25/01/2013,81.72,0.001469508
24/01/2013,81.6,0.00466774
23/01/2013,81.22,-0.001107488
22/01/2013,81.31,0.00332615
18/01/2013,81.04,0.001852653
17/01/2013,80.89,0.006947057
16/01/2013,80.33,-0.000248942
15/01/2013,80.35,0.007871597
14/01/2013,79.72,0.001506402
11/01/2013,79.6,0.001257071
10/01/2013,79.5,-0.002136082
09/01/2013,79.67,0.005916805
08/01/2013,79.2,-0.005665738
07/01/2013,79.65,-0.004009528
04/01/2013,79.97,-0.007598915
03/01/2013,80.58,-0.003468784
02/01/2013,80.86,0.023398002
31/12/2012,78.99,0.021109976
28/12/2012,77.34,-0.010290803
27/12/2012,78.14,0.002306215
26/12/2012,77.96,-0.008303043
24/12/2012,78.61,0.004973548
21/12/2012,78.22,-0.0115667
20/12/2012,79.13,0.003291142
19/12/2012,78.87,-0.011597256
18/12/2012,79.79,0.008558894
17/12/2012,79.11,0.015541714
14/12/2012,77.89,-0.014150278
13/12/2012,79,-0.012578782
12/12/2012,80,0.008662411
11/12/2012,79.31,-0.005156271
10/12/2012,79.72,0.021042734
07/12/2012,78.06,-0.006002956
06/12/2012,78.53,0.002422389
05/12/2012,78.34,-0.003949301
04/12/2012,78.65,-0.003680441
03/12/2012,78.94,-0.00631395
30/11/2012,79.44,-0.007399545
29/11/2012,80.03,0.0185389
28/11/2012,78.56,0.011136115
27/11/2012,77.69,-0.006670968
26/11/2012,78.21,0.004870556
23/11/2012,77.83,0.001671704
21/11/2012,77.7,-0.000771903
20/11/2012,77.76,0.01242252
19/11/2012,76.8,0.026921658
16/11/2012,74.76,0.008192914
15/11/2012,74.15,-0.004037691
14/11/2012,74.45,-0.027162982
13/11/2012,76.5,-0.008979174
12/11/2012,77.19,0.000259134
09/11/2012,77.17,0.001686013
08/11/2012,77.04,-0.005953169
07/11/2012,77.5,-0.029997165
06/11/2012,79.86,0.005650797
05/11/2012,79.41,0.008346027
02/11/2012,78.75,-0.005319161
01/11/2012,79.17,0.023515461
31/10/2012,77.33,0.010660527
26/10/2012,76.51,0.001831502
25/10/2012,76.37,0.004593485
24/10/2012,76.02,0.007526278
23/10/2012,75.45,0.002654282
22/10/2012,75.25,-0.007941802
19/10/2012,75.85,-0.01465803
18/10/2012,76.97,0.035977958
17/10/2012,74.25,0.008249421
16/10/2012,73.64,0.01339733
15/10/2012,72.66,0.019175244
12/10/2012,71.28,-0.007825641
11/10/2012,71.84,0.003486025
10/10/2012,71.59,0.000838457
09/10/2012,71.53,-0.017599013
08/10/2012,72.8,0.000412173
05/10/2012,72.77,0.005235614
04/10/2012,72.39,0.010554188
03/10/2012,71.63,-0.003066632
02/10/2012,71.85,0.004883163
01/10/2012,71.5,-0.005161482
28/09/2012,71.87,0.009085254
27/09/2012,71.22,0.012148758
26/09/2012,70.36,-0.012289158
25/09/2012,71.23,-0.003923222
24/09/2012,71.51,-0.006551003
21/09/2012,71.98,-0.004435827
20/09/2012,72.3,-0.008401675
19/09/2012,72.91,-0.000548471
18/09/2012,72.95,0.006187713
17/09/2012,72.5,-0.01274601
14/09/2012,73.43,0.010954512
13/09/2012,72.63,0.002895555
12/09/2012,72.42,0.002903964
11/09/2012,72.21,-0.004283845
10/09/2012,72.52,-0.009742787
07/09/2012,73.23,0.003419742
06/09/2012,72.98,0.042261781
05/09/2012,69.96,-0.000857265
04/09/2012,70.02,0.008605905
31/08/2012,69.42,0.000432246
30/08/2012,69.39,-0.002159362
29/08/2012,69.54,0.001151079
28/08/2012,69.46,-0.001582393
27/08/2012,69.57,-0.00559021
24/08/2012,69.96,0.002719532
23/08/2012,69.77,-0.008705014
22/08/2012,70.38,0.005128216
21/08/2012,70.02,0.001572215
20/08/2012,69.91,-0.005705336
17/08/2012,70.31,0.006420797
16/08/2012,69.86,0.025222384
15/08/2012,68.12,-0.006146661
14/08/2012,68.54,-0.001166521
13/08/2012,68.62,-0.000291418
10/08/2012,68.64,0.005698021
09/08/2012,68.25,-0.002633891
08/08/2012,68.43,0.004100167
07/08/2012,68.15,0.010324575
06/08/2012,67.45,0
03/08/2012,67.45,0.023096408
02/08/2012,65.91,-0.00800911
01/08/2012,66.44,-0.019967881
31/07/2012,67.78,-0.016969395
30/07/2012,68.94,-0.01811175
27/07/2012,70.2,0.014636508
26/07/2012,69.18,0.022068853
25/07/2012,67.67,0.011443983
24/07/2012,66.9,-0.00447428
23/07/2012,67.2,-0.006674107
20/07/2012,67.65,0.006079046
19/07/2012,67.24,0.09183615
18/07/2012,61.34,0.023755654
17/07/2012,59.9,-0.008478149
16/07/2012,60.41,-0.013155921
13/07/2012,61.21,0.020632902
12/07/2012,59.96,-0.002332168
11/07/2012,60.1,-0.010263292
10/07/2012,60.72,-0.017306554
09/07/2012,61.78,0.001944265
06/07/2012,61.66,-0.013851083
05/07/2012,62.52,-0.000159936
03/07/2012,62.53,0.009641727
02/07/2012,61.93,-0.00515382
29/06/2012,62.25,0.046022912
28/06/2012,59.45,-0.009042259
27/06/2012,59.99,-0.000166681
26/06/2012,60,-0.004655812
25/06/2012,60.28,-0.029745615
22/06/2012,62.1,0.002418381
21/06/2012,61.95,-0.022505139
20/06/2012,63.36,-0.013793322
19/06/2012,64.24,0.009383866
18/06/2012,63.64,0.007096143
15/06/2012,63.19,0.012420542
14/06/2012,62.41,0.003852951
13/06/2012,62.17,-0.013896877
12/06/2012,63.04,0.027337287
11/06/2012,61.34,-0.021291127
08/06/2012,62.66,0.015115258
07/06/2012,61.72,0.016170218
06/06/2012,60.73,0.03621519
05/06/2012,58.57,0.016179355
04/06/2012,57.63,-0.016179355
01/06/2012,58.57,-0.032586021
31/05/2012,60.51,0.004306068
30/05/2012,60.25,-0.011879368
29/05/2012,60.97,0.014039375
25/05/2012,60.12,-0.008282307
24/05/2012,60.62,-0.000989283
23/05/2012,60.68,0.010936314
22/05/2012,60.02,0.008029484
21/05/2012,59.54,0.024482692
18/05/2012,58.1,-0.002063274
17/05/2012,58.22,-0.032944951
16/05/2012,60.17,-0.002489834
15/05/2012,60.32,-0.001987414
14/05/2012,60.44,-0.014617982
11/05/2012,61.33,0.00588718
10/05/2012,60.97,-0.004091994
09/05/2012,61.22,-0.011692241
08/05/2012,61.94,-0.008680331
07/05/2012,62.48,0.002082833
04/05/2012,62.35,-0.007032153
03/05/2012,62.79,-0.000318471
02/05/2012,62.81,0.0028699
01/05/2012,62.63,0.001438045
30/04/2012,62.54,-0.016020646
27/04/2012,63.55,0.015541068
26/04/2012,62.57,0.00528805
25/04/2012,62.24,0.005639264
24/04/2012,61.89,0.020074113
23/04/2012,60.66,-0.016188727
20/04/2012,61.65,0.001460921
19/04/2012,61.56,0.03151816
18/04/2012,59.65,-0.016130723
17/04/2012,60.62,0.017976516
16/04/2012,59.54,0.00454508
13/04/2012,59.27,-0.008065915
12/04/2012,59.75,0.017559121
11/04/2012,58.71,0.018219823
10/04/2012,57.65,-0.026362362
09/04/2012,59.19,-0.008746902
05/04/2012,59.71,-0.009500863
04/04/2012,60.28,-0.005624498
03/04/2012,60.62,-0.01131809
02/04/2012,61.31,0.005561022
30/03/2012,60.97,-0.001638807
29/03/2012,61.07,0.001474806
28/03/2012,60.98,-0.012871868
27/03/2012,61.77,-0.000485555
26/03/2012,61.8,0.019938559
23/03/2012,60.58,0.005628222
22/03/2012,60.24,-0.004141479
21/03/2012,60.49,0.000826925
20/03/2012,60.44,-0.009222727
19/03/2012,61,-0.008325899
16/03/2012,61.51,-0.010833641
15/03/2012,62.18,0.014416707
14/03/2012,61.29,-0.000163145
13/03/2012,61.3,0.014459667
12/03/2012,60.42,-0.000496401
09/03/2012,60.45,0.003978126
08/03/2012,60.21,0.01911527
07/03/2012,59.07,0.009183738
06/03/2012,58.53,-0.02979266
05/03/2012,60.3,-0.000497389
02/03/2012,60.33,-0.014317697
01/03/2012,61.2,0.001144445
29/02/2012,61.13,-0.002777099
28/02/2012,61.3,0.003759096
27/02/2012,61.07,0.005582937
24/02/2012,60.73,-0.009505152
23/02/2012,61.31,0.004085974
22/02/2012,61.06,-0.013663192
21/02/2012,61.9,-0.004191526
17/02/2012,62.16,0.002738624
16/02/2012,61.99,0.02466035
15/02/2012,60.48,-0.026272214
14/02/2012,62.09,-0.001448459
13/02/2012,62.18,0.019487463
10/02/2012,60.98,0.004108132
09/02/2012,60.73,0.012093248
08/02/2012,60,0.002670229
07/02/2012,59.84,0.000668673
06/02/2012,59.8,0.003517886
03/02/2012,59.59,0.023774256
02/02/2012,58.19,0.019610173
01/02/2012,57.06,0.009685732
31/01/2012,56.51,0.005500857
30/01/2012,56.2,-0.009915095
27/01/2012,56.76,0.010271031
26/01/2012,56.18,0
25/01/2012,56.18,0.022319141
24/01/2012,54.94,0.008591589
23/01/2012,54.47,0.001102131
20/01/2012,54.41,0.002207913
19/01/2012,54.29,0.010740844
18/01/2012,53.71,0.011233969
17/01/2012,53.11,0.001507443
13/01/2012,53.03,-0.018496557
12/01/2012,54.02,0.009112104
11/01/2012,53.53,0.0028061
10/01/2012,53.38,0.018720411
09/01/2012,52.39,0.007279726
06/01/2012,52.01,0.004045859
05/01/2012,51.8,0.013214339
04/01/2012,51.12,-0.002344667
03/01/2012,51.24,0.012173722
30/12/2011,50.62,-0.008458789
29/12/2011,51.05,0.009644795
28/12/2011,50.56,-0.019391461
27/12/2011,51.55,-0.00676658
23/12/2011,51.9,-0.003270177
22/12/2011,52.07,0.003655608
21/12/2011,51.88,0.013779937
20/12/2011,51.17,0.042925045
19/12/2011,49.02,-0.011560822
16/12/2011,49.59,0.011356845
15/12/2011,49.03,-0.000203936
14/12/2011,49.04,-0.02457324
13/12/2011,50.26,-0.010293044
12/12/2011,50.78,-0.01233013
09/12/2011,51.41,0.023618496
08/12/2011,50.21,-0.030210222
07/12/2011,51.75,-0.00462696
06/12/2011,51.99,0.001732602
05/12/2011,51.9,0.00618479
02/12/2011,51.58,0.00058179
01/12/2011,51.55,0.004861458
30/11/2011,51.3,0.034708491
29/11/2011,49.55,0.00526104
28/11/2011,49.29,0.025479085
25/11/2011,48.05,-0.007670816
23/11/2011,48.42,-0.030709073
22/11/2011,49.93,-0.012143077
21/11/2011,50.54,-0.031359079
18/11/2011,52.15,-0.011439591
17/11/2011,52.75,-0.030064817
16/11/2011,54.36,-0.025786793
15/11/2011,55.78,-0.001970091
14/11/2011,55.89,0.009528162
11/11/2011,55.36,0.022284027
10/11/2011,54.14,0.007415681
09/11/2011,53.74,-0.042264943
08/11/2011,56.06,0.019998865
07/11/2011,54.95,-0.000181967
04/11/2011,54.96,-0.005081681
03/11/2011,55.24,0.044040419
02/11/2011,52.86,0.024319054
01/11/2011,51.59,-0.039526331
31/10/2011,53.67,-0.021565669
28/10/2011,54.84,-0.002731496
27/10/2011,54.99,0.049199413
26/10/2011,52.35,0.009211349
25/10/2011,51.87,-0.019851769
24/10/2011,52.91,0.024489458
21/10/2011,51.63,0.042534351
20/10/2011,49.48,0.002023064
19/10/2011,49.38,0.002636116
18/10/2011,49.25,0.024043077
17/10/2011,48.08,-0.025057791
14/10/2011,49.3,0.017391743
13/10/2011,48.45,-0.004941332
12/10/2011,48.69,0.018657258
11/10/2011,47.79,0.004824341
10/10/2011,47.56,0.043401011
07/10/2011,45.54,-0.014172264
06/10/2011,46.19,0.026990119
05/10/2011,44.96,0.017501008
04/10/2011,44.18,0.039945285
03/10/2011,42.45,-0.044912557
30/09/2011,44.4,-0.03474954
29/09/2011,45.97,-0.002390007
28/09/2011,46.08,-0.026554023
27/09/2011,47.32,0.034178501
26/09/2011,45.73,0.01586985
23/09/2011,45.01,0.005346415
22/09/2011,44.77,-0.056872964
21/09/2011,47.39,-0.052010488
20/09/2011,49.92,-0.016489894
19/09/2011,50.75,-0.020478531
16/09/2011,51.8,0.000965717
15/09/2011,51.75,0.018921856
14/09/2011,50.78,0.026540518
13/09/2011,49.45,0.015283028
12/09/2011,48.7,-0.009197817
09/09/2011,49.15,-0.037144845
08/09/2011,51.01,-0.012468504
07/09/2011,51.65,0.037881823
06/09/2011,49.73,-0.012390246
02/09/2011,50.35,-0.039907972
01/09/2011,52.4,-0.009685766
31/08/2011,52.91,0.020237422
30/08/2011,51.85,0.002510381
29/08/2011,51.72,0.042458742
26/08/2011,49.57,0.028857011
25/08/2011,48.16,-0.028251623
24/08/2011,49.54,0.021629082
23/08/2011,48.48,0.047089878
22/08/2011,46.25,0.007160712
19/08/2011,45.92,-0.010614201
18/08/2011,46.41,-0.073507552
17/08/2011,49.95,-0.006187027
16/08/2011,50.26,-0.018725293
15/08/2011,51.21,0.022512799
12/08/2011,50.07,0.023031321
11/08/2011,48.93,0.050938393
10/08/2011,46.5,-0.063933499
09/08/2011,49.57,0.042235137
08/08/2011,47.52,-0.091438292
05/08/2011,52.07,-0.01088732
04/08/2011,52.64,-0.041854896
03/08/2011,54.89,0.007497521
02/08/2011,54.48,-0.041174355
01/08/2011,56.77,-0.001584089
29/07/2011,56.86,-0.003686478
28/07/2011,57.07,-0.005591488
27/07/2011,57.39,-0.027667372
26/07/2011,59,-0.02312048
25/07/2011,60.38,-0.003966947
22/07/2011,60.62,-0.021056846
21/07/2011,61.91,-0.007242327
20/07/2011,62.36,0.006435029
19/07/2011,61.96,0.00907918
18/07/2011,61.4,-0.00341436
15/07/2011,61.61,0.001624432
14/07/2011,61.51,-0.010672805
13/07/2011,62.17,-0.003852951
12/07/2011,62.41,-0.005114283
11/07/2011,62.73,-0.013773668
08/07/2011,63.6,-0.007674875
07/07/2011,64.09,0.014142285
06/07/2011,63.19,-0.004263725
05/07/2011,63.46,-0.002675271
01/07/2011,63.63,0.018238552
30/06/2011,62.48,0.014346986
29/06/2011,61.59,0.007660375
28/06/2011,61.12,0.013672892
27/06/2011,60.29,0.00382219
24/06/2011,60.06,-0.004651171
23/06/2011,60.34,0.006651172
22/06/2011,59.94,0.003007521
21/06/2011,59.76,0.028343009
20/06/2011,58.09,0.010730459
17/06/2011,57.47,0.01331251
16/06/2011,56.71,0.009745802
15/06/2011,56.16,-0.014320054
14/06/2011,56.97,0.028125741
13/06/2011,55.39,-0.00270441
10/06/2011,55.54,-0.025245785
09/06/2011,56.96,0.008108629
08/06/2011,56.5,-0.003709924
07/06/2011,56.71,-0.001761805
06/06/2011,56.81,-0.004566218
03/06/2011,57.07,-0.018747294
02/06/2011,58.15,-0.005145809
01/06/2011,58.45,-0.031492036
31/05/2011,60.32,0.004486175
27/05/2011,60.05,0.008193341
26/05/2011,59.56,-0.001677571
25/05/2011,59.66,0.000167631
24/05/2011,59.65,0.003190331
23/05/2011,59.46,-0.019486003
20/05/2011,60.63,-0.007558367
19/05/2011,61.09,0.015174297
18/05/2011,60.17,0.020314641
17/05/2011,58.96,-0.007939901
16/05/2011,59.43,-0.006540904
13/05/2011,59.82,-0.014274101
12/05/2011,60.68,0.003797577
11/05/2011,60.45,-0.008073196
10/05/2011,60.94,0.009231849
09/05/2011,60.38,0.006480043
06/05/2011,59.99,-0.000166681
05/05/2011,60,-0.00796817
04/05/2011,60.48,-0.00823321
03/05/2011,60.98,-0.007677894
02/05/2011,61.45,-0.005193974
29/04/2011,61.77,-0.001940806
28/04/2011,61.89,-0.005960549
27/04/2011,62.26,0.000642674
26/04/2011,62.22,0.010176972
25/04/2011,61.59,-0.002270517
21/04/2011,61.73,0.011732251
20/04/2011,61.01,0.020868594
19/04/2011,59.75,0.009754534
18/04/2011,59.17,-0.019911977
15/04/2011,60.36,0.011329678
14/04/2011,59.68,-0.002677378
13/04/2011,59.84,0.005529968
12/04/2011,59.51,-0.008200197
11/04/2011,60,-0.0009995
08/04/2011,60.06,-0.015693723
07/04/2011,61.01,-0.007023304
06/04/2011,61.44,-0.00195122
05/04/2011,61.56,0.005865119
04/04/2011,61.2,0.001962709
01/04/2011,61.08,0.016840418
31/03/2011,60.06,-0.00232829
30/03/2011,60.2,0.007837946
29/03/2011,59.73,0.01314478
28/03/2011,58.95,-0.005076153
25/03/2011,59.25,0.01188469
24/03/2011,58.55,0.006683257
23/03/2011,58.16,-0.003261526
22/03/2011,58.35,-0.008702384
21/03/2011,58.86,0.020598051
18/03/2011,57.66,0.015203438
17/03/2011,56.79,0.00494264
16/03/2011,56.51,-0.012311095
15/03/2011,57.21,-0.005925427
14/03/2011,57.55,-0.007443988
11/03/2011,57.98,0.00900907
10/03/2011,57.46,-0.025261245
09/03/2011,58.93,-0.000678541
08/03/2011,58.97,0.025243892
07/03/2011,57.5,-0.006241352
04/03/2011,57.86,-0.014413427
03/03/2011,58.7,0.028336381
02/03/2011,57.06,0.00844778
01/03/2011,56.58,-0.014911249
28/02/2011,57.43,0.009798854
25/02/2011,56.87,0.024565137
24/02/2011,55.49,-0.019806161
23/02/2011,56.6,-0.039492489
22/02/2011,58.88,-0.039952051
18/02/2011,61.28,0.00081626
17/02/2011,61.23,0.023631605
16/02/2011,59.8,0.020953791
15/02/2011,58.56,-0.002387857
14/02/2011,58.7,-0.005267194
11/02/2011,59.01,-0.002876726
10/02/2011,59.18,0.00406367
09/02/2011,58.94,0.000678887
08/02/2011,58.9,0.000849257
07/02/2011,58.85,0.007675944
04/02/2011,58.4,0.02268692
03/02/2011,57.09,-0.007503743
02/02/2011,57.52,-0.002951135
01/02/2011,57.69,0.018544968
31/01/2011,56.63,0.00833412
28/01/2011,56.16,-0.023927954
27/01/2011,57.52,0.006803341
