Date,Close,CSC
21/02/2013,47.1,-0.016842503
20/02/2013,47.9,-0.018614808
19/02/2013,48.8,0.015072031
15/02/2013,48.07,0.009615459
14/02/2013,47.61,0.016945968
13/02/2013,46.81,0.005784697
12/02/2013,46.54,0.010584395
11/02/2013,46.05,0.007629465
08/02/2013,45.7,-0.005237899
07/02/2013,45.94,0.004144406
06/02/2013,45.75,0
05/02/2013,45.75,0.08766733
04/02/2013,41.91,-0.018674458
01/02/2013,42.7,0.021302581
31/01/2013,41.8,-0.010234529
30/01/2013,42.23,-0.008488615
29/01/2013,42.59,-0.000234769
28/01/2013,42.6,0.00376294
25/01/2013,42.44,0.000471365
24/01/2013,42.42,0.008760563
23/01/2013,42.05,-0.004981626
22/01/2013,42.26,0.009271432
18/01/2013,41.87,0.002630636
17/01/2013,41.76,0.0028777
16/01/2013,41.64,-0.008846441
15/01/2013,42.01,0.000238067
14/01/2013,42,0.001191185
11/01/2013,41.95,0.006457035
10/01/2013,41.68,0.014256615
09/01/2013,41.09,0.01743017
08/01/2013,40.38,-0.020588963
07/01/2013,41.22,-0.01061786
04/01/2013,41.66,0.002162683
03/01/2013,41.57,0.001685326
02/01/2013,41.5,0.035564754
31/12/2012,40.05,0.025541912
28/12/2012,39.04,-0.005109873
27/12/2012,39.24,0.000254874
26/12/2012,39.23,-0.000254874
24/12/2012,39.24,0.004853758
21/12/2012,39.05,-0.021784043
20/12/2012,39.91,-0.003501754
19/12/2012,40.05,-0.004484312
18/12/2012,40.23,-0.008662348
17/12/2012,40.58,0.024446216
14/12/2012,39.6,-0.00554018
13/12/2012,39.82,-0.000502134
12/12/2012,39.84,0.014155949
11/12/2012,39.28,0.004337295
10/12/2012,39.11,0.006155444
07/12/2012,38.87,0.002575993
06/12/2012,38.77,0.004394475
05/12/2012,38.6,0.002853809
04/12/2012,38.49,-0.020062401
03/12/2012,39.27,0.031297007
30/11/2012,38.06,-0.009414295
29/11/2012,38.42,0.005480896
28/11/2012,38.21,0.016359204
27/11/2012,37.59,-0.00530646
26/11/2012,37.79,-0.002906595
23/11/2012,37.9,0.02782416
21/11/2012,36.86,-0.001355565
20/11/2012,36.91,0.027466709
19/11/2012,35.91,0.040926428
16/11/2012,34.47,0.001161103
15/11/2012,34.43,-0.010689109
14/11/2012,34.8,-0.011996716
13/11/2012,35.22,-0.000567698
12/11/2012,35.24,0.000567698
09/11/2012,35.22,-0.003118358
08/11/2012,35.33,-0.013215432
07/11/2012,35.8,-0.027549952
06/11/2012,36.8,0.156780948
05/11/2012,31.46,0.010866198
02/11/2012,31.12,-0.000321285
01/11/2012,31.13,0.02208599
31/10/2012,30.45,-0.004587164
26/10/2012,30.59,-0.00489158
25/10/2012,30.74,-0.00130039
24/10/2012,30.78,-0.012590965
23/10/2012,31.17,-0.017175995
22/10/2012,31.71,0.007915191
19/10/2012,31.46,-0.020139133
18/10/2012,32.1,-0.009919486
17/10/2012,32.42,0.005567599
16/10/2012,32.24,0.015315192
15/10/2012,31.75,0.010448093
12/10/2012,31.42,-0.004128956
11/10/2012,31.55,0.006997484
10/10/2012,31.33,0.001597189
09/10/2012,31.28,-0.020567091
08/10/2012,31.93,0.001567153
05/10/2012,31.88,0.002512564
04/10/2012,31.8,0.000629129
03/10/2012,31.78,-0.000629129
02/10/2012,31.8,0.001888575
01/10/2012,31.74,-0.014699248
28/09/2012,32.21,-0.000310414
27/09/2012,32.22,0.009041371
26/09/2012,31.93,-0.001877347
25/09/2012,31.99,-0.026528391
24/09/2012,32.85,-0.006977125
21/09/2012,33.08,0.000604778
20/09/2012,33.06,-0.014414664
19/09/2012,33.54,-0.004462301
18/09/2012,33.69,-0.01443962
17/09/2012,34.18,-0.014522474
14/09/2012,34.68,0.033126288
13/09/2012,33.55,0.014712771
12/09/2012,33.06,0.004851435
11/09/2012,32.9,-0.005758464
10/09/2012,33.09,0.001512173
07/09/2012,33.04,0.008815987
06/09/2012,32.75,0.01197987
05/09/2012,32.36,0.012437971
04/09/2012,31.96,-0.007791842
31/08/2012,32.21,0.000310511
30/08/2012,32.2,-0.008965897
29/08/2012,32.49,-0.003993248
28/08/2012,32.62,-0.01097572
27/08/2012,32.98,-0.000303168
24/08/2012,32.99,0.0051664
23/08/2012,32.82,-0.003649639
22/08/2012,32.94,-0.003031224
21/08/2012,33.04,0.001817632
20/08/2012,32.98,0.009138047
17/08/2012,32.68,0.018842256
16/08/2012,32.07,0.023025777
15/08/2012,31.34,0
14/08/2012,31.34,-0.002231077
13/08/2012,31.41,0.002869442
10/08/2012,31.32,0.026202372
09/08/2012,30.51,0.032647803
08/08/2012,29.53,0.145944237
07/08/2012,25.52,0.015400107
06/08/2012,25.13,0.012009752
03/08/2012,24.83,0.027768219
02/08/2012,24.15,-0.014388737
01/08/2012,24.5,-0.004886003
31/07/2012,24.62,0.013494378
30/07/2012,24.29,0.002473208
27/07/2012,24.23,0.026768641
26/07/2012,23.59,0.037137256
25/07/2012,22.73,0.010170329
24/07/2012,22.5,-0.013683727
23/07/2012,22.81,-0.023397948
20/07/2012,23.35,-0.010649728
19/07/2012,23.6,-0.010956705
18/07/2012,23.86,0.017332922
17/07/2012,23.45,0.005130409
16/07/2012,23.33,-0.016999984
13/07/2012,23.73,0.028640556
12/07/2012,23.06,-0.005190323
11/07/2012,23.18,-0.011154127
10/07/2012,23.44,-0.023609866
09/07/2012,24,-0.009537704
06/07/2012,24.23,-0.03128429
05/07/2012,25,-0.003593536
03/07/2012,25.09,0.011222563
02/07/2012,24.81,-0.000402982
29/06/2012,24.82,0.043646285
28/06/2012,23.76,0.004217636
27/06/2012,23.66,0.015761775
26/06/2012,23.29,-0.001716002
25/06/2012,23.33,-0.024138373
22/06/2012,23.9,0.002094242
21/06/2012,23.85,-0.035423803
20/06/2012,24.71,0.001214821
19/06/2012,24.68,0.002434078
18/06/2012,24.62,-0.003648899
15/06/2012,24.71,0.016320232
14/06/2012,24.31,0.004535155
13/06/2012,24.2,-0.024087713
12/06/2012,24.79,-0.010433481
11/06/2012,25.05,-0.042975363
08/06/2012,26.15,0.000765111
07/06/2012,26.13,-0.00876363
06/06/2012,26.36,0.013751172
05/06/2012,26,0.019418086
04/06/2012,25.5,-0.01169604
01/06/2012,25.8,-0.032039354
31/05/2012,26.64,-0.010084119
30/05/2012,26.91,-0.014388737
29/05/2012,27.3,0.025223889
25/05/2012,26.62,0.006406655
24/05/2012,26.45,-0.00828318
23/05/2012,26.67,0.010554188
22/05/2012,26.39,-0.006044597
21/05/2012,26.55,0.030595121
18/05/2012,25.75,-0.000776398
17/05/2012,25.77,-0.024910274
16/05/2012,26.42,0.001894299
15/05/2012,26.37,-0.008308205
14/05/2012,26.59,-0.019367458
11/05/2012,27.11,0.004065798
10/05/2012,27,-0.006644543
09/05/2012,27.18,0.006644543
08/05/2012,27,-0.009216655
07/05/2012,27.25,0.001468968
04/05/2012,27.21,-0.028619957
03/05/2012,28,-0.007117468
02/05/2012,28.2,-0.006362694
01/05/2012,28.38,0.011339597
30/04/2012,28.06,-0.014857012
27/04/2012,28.48,0.016997576
26/04/2012,28,0.008248209
25/04/2012,27.77,0.024053638
24/04/2012,27.11,0.011500776
23/04/2012,26.8,-0.017018539
20/04/2012,27.26,-0.01094502
19/04/2012,27.56,-0.01046752
18/04/2012,27.85,0.005761629
17/04/2012,27.69,0.011989244
16/04/2012,27.36,0.01250476
13/04/2012,27.02,-0.024494005
12/04/2012,27.69,0.010893354
11/04/2012,27.39,-0.028434523
10/04/2012,28.18,-0.015493268
09/04/2012,28.62,-0.025186772
05/04/2012,29.35,0.011996716
04/04/2012,29,-0.022840604
03/04/2012,29.67,-0.015384919
02/04/2012,30.13,0.006325974
30/03/2012,29.94,-0.01129205
29/03/2012,30.28,-0.007894778
28/03/2012,30.52,-0.019147104
27/03/2012,31.11,0.000964785
26/03/2012,31.08,0.012627657
23/03/2012,30.69,0.009165367
22/03/2012,30.41,-0.014689345
21/03/2012,30.86,0.012718254
20/03/2012,30.47,-0.033562363
19/03/2012,31.51,-0.002852165
16/03/2012,31.6,-0.01569891
15/03/2012,32.1,0.032613307
14/03/2012,31.07,-0.01215626
13/03/2012,31.45,0.009584738
12/03/2012,31.15,-0.010220466
09/03/2012,31.47,0.005736153
08/03/2012,31.29,0.011571971
07/03/2012,30.93,-0.002583146
06/03/2012,31.01,-0.029236274
05/03/2012,31.93,0.019289136
02/03/2012,31.32,-0.016780511
01/03/2012,31.85,0.002829746
29/02/2012,31.76,-0.014690059
28/02/2012,32.23,-0.003716325
27/02/2012,32.35,0.008069566
24/02/2012,32.09,-0.005903388
23/02/2012,32.28,0.012155362
22/02/2012,31.89,-0.002505482
21/02/2012,31.97,-0.034130907
17/02/2012,33.08,-0.005426604
16/02/2012,33.26,0.008757417
15/02/2012,32.97,0.011285769
14/02/2012,32.6,0.00708022
13/02/2012,32.37,-0.003084518
10/02/2012,32.47,-0.014371139
09/02/2012,32.94,0.048198354
08/02/2012,31.39,0.17009964
07/02/2012,26.48,-0.035976437
06/02/2012,27.45,-0.022335222
03/02/2012,28.07,0.029280964
02/02/2012,27.26,0.002571168
01/02/2012,27.19,0.051312652
31/01/2012,25.83,-0.003863992
30/01/2012,25.93,-0.009595161
27/01/2012,26.18,0.005746041
26/01/2012,26.03,-0.011079387
25/01/2012,26.32,0.008777007
24/01/2012,26.09,-0.00763654
23/01/2012,26.29,0.007253324
20/01/2012,26.1,0.000383215
19/01/2012,26.09,0.022089641
18/01/2012,25.52,0.033064155
17/01/2012,24.69,0.022113923
13/01/2012,24.15,-0.029779888
12/01/2012,24.88,0.012131164
11/01/2012,24.58,0.00694022
10/01/2012,24.41,0.043539736
09/01/2012,23.37,-0.006823054
06/01/2012,23.53,-0.032611586
05/01/2012,24.31,-0.007377083
04/01/2012,24.49,-0.00122424
03/01/2012,24.52,0.034014063
30/12/2011,23.7,0.000844238
29/12/2011,23.68,-0.003372684
28/12/2011,23.76,-0.014208346
27/12/2011,24.1,-0.094177891
23/12/2011,26.48,0.011012073
22/12/2011,26.19,0.020054664
21/12/2011,25.67,-0.031444308
20/12/2011,26.49,0.057891478
19/12/2011,25,-0.036524775
16/12/2011,25.93,0.018292006
15/12/2011,25.46,0.021036696
14/12/2011,24.93,0
13/12/2011,24.93,-0.01235814
12/12/2011,25.24,-0.027741572
09/12/2011,25.95,0.036496105
08/12/2011,25.02,-0.020570346
07/12/2011,25.54,0.007861676
06/12/2011,25.34,-0.011379365
05/12/2011,25.63,0.03817561
02/12/2011,24.67,-0.002024702
01/12/2011,24.72,0.011800747
30/11/2011,24.43,0.047358525
29/11/2011,23.3,-0.001715266
28/11/2011,23.34,0.01772253
25/11/2011,22.93,-0.003048119
23/11/2011,23,-0.062770655
22/11/2011,24.49,-0.014190386
21/11/2011,24.84,-0.014785484
18/11/2011,25.21,0.002382845
17/11/2011,25.15,-0.026291489
16/11/2011,25.82,-0.019179721
15/11/2011,26.32,0.033220513
14/11/2011,25.46,-0.039281138
11/11/2011,26.48,0.047959693
10/11/2011,25.24,-0.100196651
09/11/2011,27.9,-0.166971368
08/11/2011,32.97,0.021150214
07/11/2011,32.28,-0.003710579
04/11/2011,32.4,0
03/11/2011,32.4,0.065691449
02/11/2011,30.34,0.013939821
01/11/2011,29.92,-0.050189745
31/10/2011,31.46,-0.030675332
28/10/2011,32.44,-0.011341118
27/10/2011,32.81,0.069079957
26/10/2011,30.62,0.014142647
25/10/2011,30.19,-0.02324544
24/10/2011,30.9,0.028559302
21/10/2011,30.03,0.025633781
20/10/2011,29.27,-0.003070103
19/10/2011,29.36,-0.025224139
18/10/2011,30.11,0.017420876
17/10/2011,29.59,-0.033563543
14/10/2011,30.6,0.017804625
13/10/2011,30.06,-0.011247224
12/10/2011,30.4,0.019263299
11/10/2011,29.82,0.002350177
10/10/2011,29.75,0.039772126
07/10/2011,28.59,-0.011476391
06/10/2011,28.92,0.029119756
05/10/2011,28.09,0.025966118
04/10/2011,27.37,0.028536307
03/10/2011,26.6,-0.009354605
30/09/2011,26.85,-0.028636318
29/09/2011,27.63,0.021584888
28/09/2011,27.04,-0.03023359
27/09/2011,27.87,0.023598844
26/09/2011,27.22,0.04431818
23/09/2011,26.04,0.000384098
22/09/2011,26.03,-0.035104567
21/09/2011,26.96,-0.042837766
20/09/2011,28.14,-0.016564255
19/09/2011,28.61,-0.023148382
16/09/2011,29.28,0.015141377
15/09/2011,28.84,0.018901508
14/09/2011,28.3,0.004249298
13/09/2011,28.18,0.009985818
12/09/2011,27.9,0.00972455
09/09/2011,27.63,-0.028542787
08/09/2011,28.43,-0.027066191
07/09/2011,29.21,0.054885388
06/09/2011,27.65,-0.033431278
02/09/2011,28.59,-0.045470147
01/09/2011,29.92,-0.02443172
31/08/2011,30.66,-0.005853675
30/08/2011,30.84,0.014698942
29/08/2011,30.39,0.052697095
26/08/2011,28.83,0.017495198
25/08/2011,28.33,-0.035030459
24/08/2011,29.34,0.010966525
23/08/2011,29.02,0.045831073
22/08/2011,27.72,0.02928467
19/08/2011,26.92,-0.049285336
18/08/2011,28.28,-0.048655448
17/08/2011,29.69,-0.007716864
16/08/2011,29.92,-0.005000844
15/08/2011,30.07,0.027990362
12/08/2011,29.24,-0.004095569
11/08/2011,29.36,0.038893791
10/08/2011,28.24,-0.12405855
09/08/2011,31.97,0.035985414
08/08/2011,30.84,-0.082434338
05/08/2011,33.49,0.017774229
04/08/2011,32.9,-0.025211419
03/08/2011,33.74,-0.007676447
02/08/2011,34,-0.012858155
01/08/2011,34.44,-0.024097552
29/07/2011,35.28,-0.001699236
28/07/2011,35.34,-0.00479888
27/07/2011,35.51,-0.032689891
26/07/2011,36.69,-0.00516516
25/07/2011,36.88,-0.028072957
22/07/2011,37.93,0.001319087
21/07/2011,37.88,0.018921284
20/07/2011,37.17,0.005665738
19/07/2011,36.96,0.018845293
18/07/2011,36.27,-0.010422475
15/07/2011,36.65,-0.001908137
14/07/2011,36.72,-0.002447982
13/07/2011,36.81,-0.005418599
12/07/2011,37.01,-0.002967762
11/07/2011,37.12,-0.018682155
08/07/2011,37.82,-0.011828236
07/07/2011,38.27,0.005239729
06/07/2011,38.07,-0.00052521
05/07/2011,38.09,-0.00706347
01/07/2011,38.36,0.010482276
30/06/2011,37.96,0.014060452
29/06/2011,37.43,0.006163761
28/06/2011,37.2,0.000537779
27/06/2011,37.18,0.002423591
24/06/2011,37.09,-0.016312703
23/06/2011,37.7,-0.015006205
22/06/2011,38.27,-0.021456168
21/06/2011,39.1,0.014166367
20/06/2011,38.55,0.001297859
17/06/2011,38.5,0.001299545
16/06/2011,38.45,0.00652318
15/06/2011,38.2,-0.00730311
14/06/2011,38.48,0.015187514
13/06/2011,37.9,0.005556305
10/06/2011,37.69,-0.018141683
09/06/2011,38.38,0.018407041
08/06/2011,37.68,-0.00845671
07/06/2011,38,0.003162891
06/06/2011,37.88,-0.015455448
03/06/2011,38.47,-0.018542895
02/06/2011,39.19,-0.001529832
01/06/2011,39.25,-0.016174222
31/05/2011,39.89,-0.003753289
27/05/2011,40.04,0.042342464
26/05/2011,38.38,-0.138696509
25/05/2011,44.09,0.013472061
24/05/2011,43.5,-0.002066828
23/05/2011,43.59,-0.022457562
20/05/2011,44.58,0.004947165
19/05/2011,44.36,-0.003375721
18/05/2011,44.51,0.002024065
17/05/2011,44.42,0.008364466
16/05/2011,44.05,-0.013752894
13/05/2011,44.66,-0.008472737
12/05/2011,45.04,0.017243737
11/05/2011,44.27,-0.016132996
10/05/2011,44.99,0.029092141
09/05/2011,43.7,0.004357305
06/05/2011,43.51,0.000919752
05/05/2011,43.47,-0.011209085
04/05/2011,43.96,-0.00159109
03/05/2011,44.03,-0.138091726
02/05/2011,50.55,-0.008470453
29/04/2011,50.98,0.003733914
28/04/2011,50.79,0.004934383
27/04/2011,50.54,0.017565322
26/04/2011,49.66,0.005046947
25/04/2011,49.41,0.005682987
21/04/2011,49.13,-0.004062569
20/04/2011,49.33,-0.00727129
19/04/2011,49.69,0.005448505
18/04/2011,49.42,-0.012667305
15/04/2011,50.05,0.008427016
14/04/2011,49.63,0.014613615
13/04/2011,48.91,0.003892251
12/04/2011,48.72,-0.009600727
11/04/2011,49.19,-0.00729191
08/04/2011,49.55,-0.005434249
07/04/2011,49.82,0.001607071
06/04/2011,49.74,0.003221912
05/04/2011,49.58,0.003637102
04/04/2011,49.4,0.00040494
01/04/2011,49.38,0.013250627
31/03/2011,48.73,-0.005117195
30/03/2011,48.98,0.001839175
29/03/2011,48.89,0.008215285
28/03/2011,48.49,-0.01392609
25/03/2011,49.17,0.005097371
24/03/2011,48.92,0.011926936
23/03/2011,48.34,0.00601724
22/03/2011,48.05,-0.011175613
21/03/2011,48.59,0.027118892
18/03/2011,47.29,0.019861838
17/03/2011,46.36,0.012371292
16/03/2011,45.79,-0.01689083
15/03/2011,46.57,-0.004285415
14/03/2011,46.77,-0.019689426
11/03/2011,47.7,0.010961324
10/03/2011,47.18,-0.018896216
09/03/2011,48.08,0.001873634
08/03/2011,47.99,0.015540002
07/03/2011,47.25,-0.010316967
04/03/2011,47.74,-0.015381721
03/03/2011,48.48,0.013080224
02/03/2011,47.85,0.011349428
01/03/2011,47.31,-0.017183994
28/02/2011,48.13,-0.009512065
25/02/2011,48.59,0.023109179
24/02/2011,47.48,0.00274175
23/02/2011,47.35,-0.002109705
22/02/2011,47.45,-0.030918533
18/02/2011,48.94,0.009856343
17/02/2011,48.46,0.006417577
16/02/2011,48.15,0.01612094
15/02/2011,47.38,-0.005892273
14/02/2011,47.66,-0.005440482
11/02/2011,47.92,-0.003749223
10/02/2011,48.1,-0.006837279
09/02/2011,48.43,-0.154828896
08/02/2011,56.54,0.005853675
07/02/2011,56.21,0.008037911
04/02/2011,55.76,0.002513918
03/02/2011,55.62,0.018508966
02/02/2011,54.6,0.0051414
01/02/2011,54.32,0.019143787
31/01/2011,53.29,0.015888361
28/01/2011,52.45,-0.032082294
27/01/2011,54.16,0.008529627
