Date,Close,UNH
04/04/2014,81.53,-0.008792339
03/04/2014,82.25,0.007811586
02/04/2014,81.61,-0.002814318
01/04/2014,81.84,-0.001831167
31/03/2014,81.99,0.004522959
28/03/2014,81.62,0.007378292
27/03/2014,81.02,-0.00639766
26/03/2014,81.54,0.005410736
25/03/2014,81.1,-0.002217023
24/03/2014,81.28,-0.000737917
21/03/2014,81.34,-0.00233315
20/03/2014,81.53,0.019444541
19/03/2014,79.96,0.024817683
18/03/2014,78,0.016025156
17/03/2014,76.76,0.013905511
14/03/2014,75.7,-0.017157123
13/03/2014,77.01,-0.007632144
12/03/2014,77.6,-0.002316902
11/03/2014,77.78,-0.001284852
10/03/2014,77.88,0.0061824
07/03/2014,77.4,-0.003095978
06/03/2014,77.64,-0.004497855
05/03/2014,77.99,-0.001793493
04/03/2014,78.13,0.013270825
03/03/2014,77.1,-0.002202501
28/02/2014,77.27,0.016309318
27/02/2014,76.02,-0.000526039
26/02/2014,76.06,0.009776799
25/02/2014,75.32,-0.009119207
24/02/2014,76.01,0.029370687
21/02/2014,73.81,0.004480963
20/02/2014,73.48,-0.000952187
19/02/2014,73.55,-0.003799706
18/02/2014,73.83,0.004207675
14/02/2014,73.52,0.03192422
13/02/2014,71.21,0.013715309
12/02/2014,70.24,-0.005395441
11/02/2014,70.62,0.012539349
10/02/2014,69.74,-0.022963447
07/02/2014,71.36,0.006890275
06/02/2014,70.87,0.000705766
05/02/2014,70.82,0.004386903
04/02/2014,70.51,-0.00325664
03/02/2014,70.74,-0.021536282
31/01/2014,72.28,-0.007168489
30/01/2014,72.8,0.021380795
29/01/2014,71.26,-0.006295048
28/01/2014,71.71,0.000837054
27/01/2014,71.65,0.00069808
24/01/2014,71.6,-0.022100347
23/01/2014,73.2,-0.002728515
22/01/2014,73.4,0.003275112
21/01/2014,73.16,0.008786438
17/01/2014,72.52,-0.003303968
16/01/2014,72.76,-0.028186148
15/01/2014,74.84,0.011017174
14/01/2014,74.02,0.001081373
13/01/2014,73.94,-0.010226139
10/01/2014,74.7,-0.018305326
09/01/2014,76.08,0.00606462
08/01/2014,75.62,-0.011700653
07/01/2014,76.51,0.030118363
06/01/2014,74.24,-0.01151747
03/01/2014,75.1,0.007082277
02/01/2014,74.57,-0.009741853
31/12/2013,75.3,0.006929665
30/12/2013,74.78,0.001204255
27/12/2013,74.69,-0.002139896
26/12/2013,74.85,0.009665802
24/12/2013,74.13,-0.002963364
23/12/2013,74.35,0.013541168
20/12/2013,73.35,0.013174336
19/12/2013,72.39,0.00013815
18/12/2013,72.38,0.023060207
17/12/2013,70.73,-0.00465478
16/12/2013,71.06,0.008195609
13/12/2013,70.48,-0.007491731
12/12/2013,71.01,-0.015787963
11/12/2013,72.14,-0.026131865
10/12/2013,74.05,0.004466408
09/12/2013,73.72,0.002988727
06/12/2013,73.5,0.0102565
05/12/2013,72.75,-0.012295237
04/12/2013,73.65,-0.001085629
03/12/2013,73.73,-0.005815149
02/12/2013,74.16,-0.004305712
29/11/2013,74.48,0.00161247
27/11/2013,74.36,-0.002149383
26/11/2013,74.52,0.006056954
25/11/2013,74.07,0.004465199
22/11/2013,73.74,0.011319589
21/11/2013,72.91,0.012837501
20/11/2013,71.98,0.005153574
19/11/2013,71.61,-0.00097704
18/11/2013,71.68,-0.002647163
15/11/2013,71.87,0.006000995
14/11/2013,71.44,0.006037224
13/11/2013,71.01,0.015040011
12/11/2013,69.95,-0.007832009
11/11/2013,70.5,0
08/11/2013,70.5,0.01055193
07/11/2013,69.76,-0.007568762
06/11/2013,70.29,0.022589264
05/11/2013,68.72,-0.003341327
04/11/2013,68.95,0.004651847
01/11/2013,68.63,0.005405813
31/10/2013,68.26,0.00366919
30/10/2013,68.01,-0.001028731
29/10/2013,68.08,0.016886788
28/10/2013,66.94,-0.010107101
25/10/2013,67.62,0.000147896
24/10/2013,67.61,-0.005898852
23/10/2013,68.01,-0.012420705
22/10/2013,68.86,0.009630893
21/10/2013,68.2,-0.008177616
18/10/2013,68.76,-0.037255432
17/10/2013,71.37,-0.05214063
16/10/2013,75.19,0.017711452
15/10/2013,73.87,-0.011441002
14/10/2013,74.72,0.006040692
11/10/2013,74.27,0.003912315
10/10/2013,73.98,0.035777068
09/10/2013,71.38,-0.001399972
08/10/2013,71.48,-0.009606757
07/10/2013,72.17,-0.011297998
04/10/2013,72.99,0.00646006
03/10/2013,72.52,-0.000689227
02/10/2013,72.57,-0.000137788
01/10/2013,72.58,0.013454673
30/09/2013,71.61,-0.005292491
27/09/2013,71.99,-0.002358655
26/09/2013,72.16,0.002497573
25/09/2013,71.98,-0.004712413
24/09/2013,72.32,0.006937727
23/09/2013,71.82,0.017557864
20/09/2013,70.57,-0.003818688
19/09/2013,70.84,-0.030583423
18/09/2013,73.04,-0.017238296
17/09/2013,74.31,-0.010841303
16/09/2013,75.12,0.008556202
13/09/2013,74.48,-0.003484791
12/09/2013,74.74,-0.005869814
11/09/2013,75.18,0.007342667
10/09/2013,74.63,0.005104793
09/09/2013,74.25,0.002562202
06/09/2013,74.06,0.000270088
05/09/2013,74.04,0.009362983
04/09/2013,73.35,0.010828699
03/09/2013,72.56,0.011365334
30/08/2013,71.74,-0.009710161
29/08/2013,72.44,0.012501899
28/08/2013,71.54,0.000279603
27/08/2013,71.52,-0.011952887
26/08/2013,72.38,-0.002208116
23/08/2013,72.54,0.007888768
22/08/2013,71.97,0.001668753
21/08/2013,71.85,-0.008454073
20/08/2013,72.46,0.010404478
19/08/2013,71.71,0.003912259
16/08/2013,71.43,0.00042008
15/08/2013,71.4,-0.015150752
14/08/2013,72.49,-0.011793883
13/08/2013,73.35,0.013174336
12/08/2013,72.39,-0.007431909
09/08/2013,72.93,-0.003422083
08/08/2013,73.18,0.00355921
07/08/2013,72.92,-0.00437877
06/08/2013,73.24,-0.001364443
05/08/2013,73.34,0.014835437
02/08/2013,72.26,-0.012378098
01/08/2013,73.16,0.004246291
31/07/2013,72.85,0.007993427
30/07/2013,72.27,-0.007169478
29/07/2013,72.79,0.008000043
26/07/2013,72.21,-0.005661826
25/07/2013,72.62,0.001240097
24/07/2013,72.53,-0.002203554
23/07/2013,72.69,0.007040824
22/07/2013,72.18,0.010165095
19/07/2013,71.45,0.012676226
18/07/2013,70.55,0.063188146
17/07/2013,66.23,-0.0102149
16/07/2013,66.91,-0.010555364
15/07/2013,67.62,-0.005603908
12/07/2013,68,-0.005280153
11/07/2013,68.36,0.0098494
10/07/2013,67.69,-0.004127973
09/07/2013,67.97,0.006050339
08/07/2013,67.56,0.020788904
05/07/2013,66.17,0.009566545
03/07/2013,65.54,0.004128131
02/07/2013,65.27,-0.005500396
01/07/2013,65.63,0.002288156
28/06/2013,65.48,-0.009272697
27/06/2013,66.09,0.020020536
26/06/2013,64.78,0.016341504
25/06/2013,63.73,-0.014332696
