Date,Close,WM
11/05/2012,33.48,-0.010399737
10/05/2012,33.83,0.001183082
09/05/2012,33.79,-0.005607216
08/05/2012,33.98,-0.000882483
07/05/2012,34.01,0.001176817
04/05/2012,33.97,-0.008792554
03/05/2012,34.27,-0.005528895
02/05/2012,34.46,-0.002318842
01/05/2012,34.54,0.009892429
30/04/2012,34.2,-0.001460921
27/04/2012,34.25,-0.029913073
26/04/2012,35.29,-0.022139058
25/04/2012,36.08,0.002775467
24/04/2012,35.98,0.003061937
23/04/2012,35.87,-0.002505918
20/04/2012,35.96,0.0061367
19/04/2012,35.74,-0.004188195
18/04/2012,35.89,0.005868397
17/04/2012,35.68,0.009291915
16/04/2012,35.35,0.00595831
13/04/2012,35.14,-0.007089212
12/04/2012,35.39,0.014229039
11/04/2012,34.89,0.011530828
10/04/2012,34.49,-0.013249042
09/04/2012,34.95,-0.004567522
05/04/2012,35.11,0.001425111
04/04/2012,35.06,0.003428575
03/04/2012,34.94,-0.007129647
02/04/2012,35.19,0.006557401
30/03/2012,34.96,0.00143123
29/03/2012,34.91,-0.002288985
28/03/2012,34.99,-0.009387069
27/03/2012,35.32,-0.00254489
26/03/2012,35.41,0.013075797
23/03/2012,34.95,0.000286164
22/03/2012,34.94,-0.003428575
21/03/2012,35.06,0.007156178
20/03/2012,34.81,0.000574713
19/03/2012,34.79,-0.001436163
16/03/2012,34.84,0.005468426
15/03/2012,34.65,-0.004894209
14/03/2012,34.82,-0.005727393
13/03/2012,35.02,0.003432498
12/03/2012,34.9,0
09/03/2012,34.9,0.002294895
08/03/2012,34.82,0.010682937
07/03/2012,34.45,-0.007806892
06/03/2012,34.72,-0.010885241
05/03/2012,35.1,0.006000875
02/03/2012,34.89,-0.007424363
01/03/2012,35.15,0.004848149
29/02/2012,34.98,-0.006269613
28/02/2012,35.2,-0.005100606
27/02/2012,35.38,-0.007321914
24/02/2012,35.64,0.004781334
23/02/2012,35.47,0.012482432
22/02/2012,35.03,-0.001996293
21/02/2012,35.1,0.014058473
17/02/2012,34.61,0.005504867
16/02/2012,34.42,-0.017281536
15/02/2012,35.02,-0.011921799
14/02/2012,35.44,-0.004223574
13/02/2012,35.59,0.010734566
10/02/2012,35.21,0.000852394
09/02/2012,35.18,-0.003688471
08/02/2012,35.31,-0.000566251
07/02/2012,35.33,-0.001131542
06/02/2012,35.37,0
03/02/2012,35.37,0.010801697
02/02/2012,34.99,0
01/02/2012,34.99,0.006595006
31/01/2012,34.76,0
30/01/2012,34.76,-0.001437401
27/01/2012,34.81,0.002300835
26/01/2012,34.73,0.003461209
25/01/2012,34.61,0.00812305
24/01/2012,34.33,0.000582751
23/01/2012,34.31,0.010548003
20/01/2012,33.95,0.002949855
19/01/2012,33.85,0.00503481
18/01/2012,33.68,0.005358751
17/01/2012,33.5,0.002989539
13/01/2012,33.4,-0.012792083
12/01/2012,33.83,0.01489009
11/01/2012,33.33,-0.002696631
10/01/2012,33.42,0.014466798
09/01/2012,32.94,-0.00151676
06/01/2012,32.99,0.011585495
05/01/2012,32.61,0.008004969
04/01/2012,32.35,-0.015033264
03/01/2012,32.84,0.003966443
30/12/2011,32.71,-0.002137732
29/12/2011,32.78,0.011351556
28/12/2011,32.41,-0.013484728
27/12/2011,32.85,0.003659656
23/12/2011,32.73,0.010442355
22/12/2011,32.39,0.010240586
21/12/2011,32.06,0.006885786
20/12/2011,31.84,0.025124553
19/12/2011,31.05,0.001611604
16/12/2011,31,0.003554698
15/12/2011,30.89,-0.023357325
14/12/2011,31.62,0.011770456
13/12/2011,31.25,-0.014612712
12/12/2011,31.71,0.001578034
09/12/2011,31.66,0.035034919
08/12/2011,30.57,-0.029650899
07/12/2011,31.49,-0.003803491
06/12/2011,31.61,0.002534053
05/12/2011,31.53,0.009560302
02/12/2011,31.23,-0.000320154
01/12/2011,31.24,-0.001918773
30/11/2011,31.3,0.028517811
29/11/2011,30.42,0.000328785
28/11/2011,30.41,0.003293811
25/11/2011,30.31,0.001981507
23/11/2011,30.25,-0.009541115
22/11/2011,30.54,0.023522701
21/11/2011,29.83,-0.037504395
18/11/2011,30.97,0.003234155
17/11/2011,30.87,-0.008708328
16/11/2011,31.14,-0.001283697
15/11/2011,31.18,0.000641643
14/11/2011,31.16,-0.02158814
11/11/2011,31.84,0.02158814
10/11/2011,31.16,0.005470649
09/11/2011,30.99,-0.021705289
08/11/2011,31.67,0.000631712
07/11/2011,31.65,0.004750603
04/11/2011,31.5,-0.010107477
03/11/2011,31.82,0.014561827
02/11/2011,31.36,-0.000318827
01/11/2011,31.37,-0.048532074
31/10/2011,32.93,-0.023707037
28/10/2011,33.72,-0.010326099
27/10/2011,34.07,-0.01774592
26/10/2011,34.68,0.023338282
25/10/2011,33.88,-0.013194738
24/10/2011,34.33,0.012309651
21/10/2011,33.91,0.019354482
20/10/2011,33.26,0.007544928
19/10/2011,33.01,-0.002420576
18/10/2011,33.09,0.016453753
17/10/2011,32.55,-0.011303007
14/10/2011,32.92,0.010995835
13/10/2011,32.56,-0.016146581
12/10/2011,33.09,-0.000906208
11/10/2011,33.12,-0.018843088
10/10/2011,33.75,0.024596321
07/10/2011,32.93,-0.004847026
06/10/2011,33.09,0.013692592
05/10/2011,32.64,0.020115176
04/10/2011,31.99,0.019890158
03/10/2011,31.36,-0.037551346
30/09/2011,32.56,0.005852473
29/09/2011,32.37,0.025658479
28/09/2011,31.55,-0.029050926
27/09/2011,32.48,0.01208006
26/09/2011,32.09,0.040705143
23/09/2011,30.81,0.048546766
22/09/2011,29.35,-0.009157263
21/09/2011,29.62,-0.050043358
20/09/2011,31.14,-0.00352621
19/09/2011,31.25,-0.024028978
16/09/2011,32.01,-0.008399489
15/09/2011,32.28,0.015925395
14/09/2011,31.77,0.019708203
13/09/2011,31.15,0.010326003
12/09/2011,30.83,0.011417511
09/09/2011,30.48,-0.023347364
08/09/2011,31.2,-0.007980888
07/09/2011,31.45,0.023485075
06/09/2011,30.72,0.000325574
02/09/2011,30.71,-0.043644449
01/09/2011,32.08,-0.029486166
31/08/2011,33.04,-0.012930567
30/08/2011,33.47,-0.012765499
29/08/2011,33.9,0.04711016
26/08/2011,32.34,-0.004319661
25/08/2011,32.48,-0.019210836
24/08/2011,33.11,0.030045178
23/08/2011,32.13,0.06460077
22/08/2011,30.12,0.024194729
19/08/2011,29.4,-0.010825546
18/08/2011,29.72,-0.048597875
17/08/2011,31.2,0.019418086
16/08/2011,30.6,-0.012018985
15/08/2011,30.97,0.005829032
12/08/2011,30.79,0.001950586
11/08/2011,30.73,0.068342253
10/08/2011,28.7,-0.024097552
09/08/2011,29.4,0.042737092
08/08/2011,28.17,-0.075197697
05/08/2011,30.37,0.009927282
04/08/2011,30.07,-0.02593285
03/08/2011,30.86,0.006501973
02/08/2011,30.66,-0.02639355
01/08/2011,31.48,-0.000317612
29/07/2011,31.49,-0.037093235
28/07/2011,32.68,-0.083051077
27/07/2011,35.51,-0.008133546
26/07/2011,35.8,-0.004181191
25/07/2011,35.95,-0.000556174
22/07/2011,35.97,-0.016542974
21/07/2011,36.57,0.011827947
20/07/2011,36.14,0.002216067
19/07/2011,36.06,0.009193546
18/07/2011,35.73,-0.011962863
15/07/2011,36.16,0.003046672
14/07/2011,36.05,-0.013500687
13/07/2011,36.54,-0.002460026
12/07/2011,36.63,-0.014096194
11/07/2011,37.15,-0.015756769
08/07/2011,37.74,-0.00686562
07/07/2011,38,0.007130626
06/07/2011,37.73,0.00291971
05/07/2011,37.62,0.002128793
01/07/2011,37.54,0.007218318
30/06/2011,37.27,0.005920362
29/06/2011,37.05,0.004056801
28/06/2011,36.9,0.002170375
27/06/2011,36.82,0.000543331
24/06/2011,36.8,-0.008119124
23/06/2011,37.1,-0.005108225
22/06/2011,37.29,-0.004815419
21/06/2011,37.47,0.004011237
20/06/2011,37.32,0.015663296
17/06/2011,36.74,0.008199007
16/06/2011,36.44,0.001922813
15/06/2011,36.37,-0.012839952
14/06/2011,36.84,0.009545961
13/06/2011,36.49,-0.001369301
10/06/2011,36.54,-0.010074966
09/06/2011,36.91,0.004344291
08/06/2011,36.75,-0.011632757
07/06/2011,37.18,-0.009902396
06/06/2011,37.55,-0.009805299
03/06/2011,37.92,-0.008403411
02/06/2011,38.24,-0.003914921
01/06/2011,38.39,-0.012682971
31/05/2011,38.88,0.000257235
27/05/2011,38.87,0.012165285
26/05/2011,38.4,0.003913899
25/05/2011,38.25,-0.003132344
24/05/2011,38.37,-0.0015625
23/05/2011,38.43,-0.01138434
20/05/2011,38.87,-0.008964076
19/05/2011,39.22,0.004087895
18/05/2011,39.06,0.012883456
17/05/2011,38.56,-0.003882495
16/05/2011,38.71,-0.001032791
13/05/2011,38.75,-0.00771212
12/05/2011,39.05,0.005134799
11/05/2011,38.85,-0.003597126
10/05/2011,38.99,0.004884956
09/05/2011,38.8,0.002322282
06/05/2011,38.71,0.003623192
05/05/2011,38.57,-0.012624153
04/05/2011,39.06,-0.007397049
03/05/2011,39.35,-0.003044915
02/05/2011,39.47,0.000253389
29/04/2011,39.46,-0.003794111
28/04/2011,39.61,0.003794111
27/04/2011,39.46,0.008398064
26/04/2011,39.13,0.016231195
25/04/2011,38.5,0.003121751
21/04/2011,38.38,0.005486624
20/04/2011,38.17,0.020914065
19/04/2011,37.38,0.001338509
18/04/2011,37.33,-0.013833687
15/04/2011,37.85,0.000792917
14/04/2011,37.82,0.006100006
13/04/2011,37.59,-0.002125964
12/04/2011,37.67,-0.00238632
11/04/2011,37.76,-0.004228336
08/04/2011,37.92,-0.004473103
07/04/2011,38.09,-0.003930308
06/04/2011,38.24,0.013161548
05/04/2011,37.74,-0.000264936
04/04/2011,37.75,0.002652521
01/04/2011,37.65,0.008267816
31/03/2011,37.34,0.004294156
30/03/2011,37.18,0.000268998
29/03/2011,37.17,0.001346076
28/03/2011,37.12,0.001078167
25/03/2011,37.08,-0.002424244
24/03/2011,37.17,0.005665738
23/03/2011,36.96,0.004066699
22/03/2011,36.81,0.00135925
21/03/2011,36.76,0.006550242
18/03/2011,36.52,0.007972551
17/03/2011,36.23,0.00359464
16/03/2011,36.1,-0.017300994
15/03/2011,36.73,-0.006783366
14/03/2011,36.98,0.002979014
11/03/2011,36.87,0.001357036
10/03/2011,36.82,-0.014291736
09/03/2011,37.35,-0.004008021
08/03/2011,37.5,0.006957481
07/03/2011,37.24,0.00080591
04/03/2011,37.21,-0.001342823
03/03/2011,37.26,0.011336154
02/03/2011,36.84,0.001901916
01/03/2011,36.77,-0.007855926
28/02/2011,37.06,0.004868822
25/02/2011,36.88,0.00244333
24/02/2011,36.79,-0.012694296
23/02/2011,37.26,-0.011739729
22/02/2011,37.7,-0.008978143
18/02/2011,38.04,0.001578532
17/02/2011,37.98,-0.000263262
16/02/2011,37.99,0.000263262
15/02/2011,37.98,-0.005252113
14/02/2011,38.18,0.003673581
11/02/2011,38.04,-0.002625362
10/02/2011,38.14,-0.001048218
09/02/2011,38.18,0.002885248
08/02/2011,38.07,0.000788333
07/02/2011,38.04,0.00844778
04/02/2011,37.72,0.000530363
03/02/2011,37.7,-0.00370665
02/02/2011,37.84,-0.006847538
01/02/2011,38.1,0.00605504
31/01/2011,37.87,0
28/01/2011,37.87,-0.012334496
27/01/2011,38.34,0.00287319
26/01/2011,38.23,0.009461306
