Date,Close,WM
04/04/2014,41.83,-0.000239034
03/04/2014,41.84,0.003111912
02/04/2014,41.71,-0.005260653
01/04/2014,41.93,-0.003333336
31/03/2014,42.07,0.02211097
28/03/2014,41.15,0.006093864
27/03/2014,40.9,0.009334384
26/03/2014,40.52,-0.002218662
25/03/2014,40.61,0.002465484
24/03/2014,40.51,-0.005416064
21/03/2014,40.73,-0.008313006
20/03/2014,41.07,-0.002674774
19/03/2014,41.18,-0.0031519
18/03/2014,41.31,0.00607019
17/03/2014,41.06,0.006107262
14/03/2014,40.81,0.00984987
13/03/2014,40.41,-0.004444452
12/03/2014,40.59,-0.016371777
11/03/2014,41.26,-0.002178914
10/03/2014,41.35,-0.000725251
07/03/2014,41.38,0.004359416
06/03/2014,41.2,-0.003392298
05/03/2014,41.34,-0.000725426
04/03/2014,41.37,0.002177859
03/03/2014,41.28,-0.005315306
28/02/2014,41.5,0.022418093
27/02/2014,40.58,-0.006631487
26/02/2014,40.85,0.002205613
25/02/2014,40.76,-0.007333203
24/02/2014,41.06,0.001706277
21/02/2014,40.99,0.000243992
20/02/2014,40.98,-0.005111366
19/02/2014,41.19,-0.012785122
18/02/2014,41.72,-0.045680737
14/02/2014,43.67,0.007816132
13/02/2014,43.33,0.010439719
12/02/2014,42.88,0.000699872
11/02/2014,42.85,0.004912865
10/02/2014,42.64,-0.004679466
07/02/2014,42.84,0.018137348
06/02/2014,42.07,0.01364147
05/02/2014,41.5,0.005073087
04/02/2014,41.29,0.007048273
03/02/2014,41,-0.018845689
31/01/2014,41.78,-0.00023932
30/01/2014,41.79,0.017379148
29/01/2014,41.07,-0.00896867
28/01/2014,41.44,-0.00241022
27/01/2014,41.54,-0.002404425
24/01/2014,41.64,-0.015962221
23/01/2014,42.31,-0.010345731
22/01/2014,42.75,-0.003735704
21/01/2014,42.91,-0.004882028
17/01/2014,43.12,0.006047937
16/01/2014,42.86,-0.007669997
15/01/2014,43.19,-0.002543648
14/01/2014,43.3,0.006255088
13/01/2014,43.03,-0.013388935
10/01/2014,43.61,-0.002747884
09/01/2014,43.73,-0.00592797
08/01/2014,43.99,-0.002043829
07/01/2014,44.08,0.007286007
06/01/2014,43.76,-0.009778361
03/01/2014,44.19,-0.00022627
02/01/2014,44.2,-0.015044631
31/12/2013,44.87,-0.000222841
30/12/2013,44.88,-0.000668226
27/12/2013,44.91,-0.001557459
26/12/2013,44.98,0.001334817
24/12/2013,44.92,0.004238712
23/12/2013,44.73,0.008080852
20/12/2013,44.37,0.010877062
19/12/2013,43.89,-0.002275832
18/12/2013,43.99,0.012121361
17/12/2013,43.46,-0.006193391
16/12/2013,43.73,0.002518605
13/12/2013,43.62,-0.004346341
12/12/2013,43.81,0.001141944
11/12/2013,43.76,-0.017891996
10/12/2013,44.55,-0.002242153
09/12/2013,44.65,-0.004023251
06/12/2013,44.83,0.010990354
05/12/2013,44.34,-0.004949391
04/12/2013,44.56,-0.001569683
03/12/2013,44.63,-0.007144482
02/12/2013,44.95,-0.016109804
29/11/2013,45.68,0.00087604
27/11/2013,45.64,-0.001751314
26/11/2013,45.72,0.001094212
25/11/2013,45.67,-0.009371323
22/11/2013,46.1,0.006965635
21/11/2013,45.78,0.008114969
20/11/2013,45.41,0.0015427
19/11/2013,45.34,-0.003083024
18/11/2013,45.48,0.005954368
15/11/2013,45.21,0.009333401
14/11/2013,44.79,0.013712702
13/11/2013,44.18,0.008866717
12/11/2013,43.79,-0.007507714
11/11/2013,44.12,-0.000906208
08/11/2013,44.16,0.017820897
07/11/2013,43.38,-0.009178587
06/11/2013,43.78,0.00182899
05/11/2013,43.7,0.001832341
04/11/2013,43.62,-0.001603482
01/11/2013,43.69,0.003439187
31/10/2013,43.54,0.023235246
30/10/2013,42.54,-0.016552424
29/10/2013,43.25,-0.008289248
28/10/2013,43.61,-0.0009168
25/10/2013,43.65,0.008743728
24/10/2013,43.27,-0.000693081
23/10/2013,43.3,0.006719988
22/10/2013,43.01,0.011458093
21/10/2013,42.52,0.001647641
18/10/2013,42.45,-0.000471032
17/10/2013,42.47,0.01160463
16/10/2013,41.98,0.013188058
15/10/2013,41.43,-0.006975374
14/10/2013,41.72,-0.000479272
11/10/2013,41.74,0.012293755
10/10/2013,41.23,0.020336362
09/10/2013,40.4,-0.002225245
08/10/2013,40.49,-0.009096559
07/10/2013,40.86,0.001469508
04/10/2013,40.8,0.004421525
03/10/2013,40.62,-0.014663019
02/10/2013,41.22,-0.008695707
01/10/2013,41.58,0.008210623
30/09/2013,41.24,-0.003630647
27/09/2013,41.39,-0.007221986
26/09/2013,41.69,0.007705311
25/09/2013,41.37,-0.007705311
24/09/2013,41.69,-0.003830505
23/09/2013,41.85,-0.005718386
20/09/2013,42.09,-0.004267432
19/09/2013,42.27,0.001183572
18/09/2013,42.22,0.024698534
17/09/2013,41.19,-0.005085372
16/09/2013,41.4,0.012395346
13/09/2013,40.89,0.000489237
12/09/2013,40.87,-0.000978234
11/09/2013,40.91,0.005146439
10/09/2013,40.7,0.00888456
09/09/2013,40.34,0.010466081
06/09/2013,39.92,0.001755046
05/09/2013,39.85,-0.004756549
04/09/2013,40.04,-0.002743486
03/09/2013,40.15,-0.007196954
30/08/2013,40.44,-0.011799547
29/08/2013,40.92,-0.00438918
28/08/2013,41.1,-0.001701714
27/08/2013,41.17,-0.019483479
26/08/2013,41.98,-0.003329373
23/08/2013,42.12,0.005475552
22/08/2013,41.89,0.007427853
21/08/2013,41.58,-0.012903405
20/08/2013,42.12,0.009302393
19/08/2013,41.73,-0.004781267
16/08/2013,41.93,0.001909764
15/08/2013,41.85,-0.02989513
14/08/2013,43.12,-0.008774011
13/08/2013,43.5,0.007615129
12/08/2013,43.17,-0.000694686
09/08/2013,43.2,0.002549544
08/08/2013,43.09,0.006752849
07/08/2013,42.8,0.003745323
06/08/2013,42.64,-0.00234247
05/08/2013,42.74,0.003280997
02/08/2013,42.6,0.001409444
01/08/2013,42.54,0.012061161
31/07/2013,42.03,0.007403019
30/07/2013,41.72,-0.003111167
29/07/2013,41.85,-0.004767589
26/07/2013,42.05,-0.007109035
25/07/2013,42.35,0.000944956
24/07/2013,42.31,-0.002832194
23/07/2013,42.43,0.001651138
22/07/2013,42.36,-0.000707965
19/07/2013,42.39,0.001652698
18/07/2013,42.32,0.010451402
17/07/2013,41.88,0.000477669
16/07/2013,41.86,-0.005004181
15/07/2013,42.07,0
12/07/2013,42.07,0.002141583
11/07/2013,41.98,0.013912434
10/07/2013,41.4,0.003872222
09/07/2013,41.24,0.013672088
08/07/2013,40.68,-0.001719269
05/07/2013,40.75,0.01408648
03/07/2013,40.18,-0.005460426
02/07/2013,40.4,-0.006906786
01/07/2013,40.68,0.008640962
28/06/2013,40.33,0.002979888
27/06/2013,40.21,0.003737391
26/06/2013,40.06,0.024000141
25/06/2013,39.11,0.001791427
24/06/2013,39.04,-0.020786553
21/06/2013,39.86,0.008060497
20/06/2013,39.54,-0.015807631
19/06/2013,40.17,-0.016786373
18/06/2013,40.85,0.009840178
17/06/2013,40.45,0.019219361
14/06/2013,39.68,-0.00402415
13/06/2013,39.84,-0.007501911
12/06/2013,40.14,-0.002985077
11/06/2013,40.26,-0.004708223
10/06/2013,40.45,-0.000494315
07/06/2013,40.47,-0.002960772
06/06/2013,40.59,-0.009562412
05/06/2013,40.98,-0.019094236
04/06/2013,41.77,0.003597558
03/06/2013,41.62,-0.00742074
31/05/2013,41.93,-0.005233123
30/05/2013,42.15,0.005948858
29/05/2013,41.9,-0.013041086
28/05/2013,42.45,0.00165036
24/05/2013,42.38,0.001889467
23/05/2013,42.3,-0.000472701
22/05/2013,42.32,-0.010109408
21/05/2013,42.75,0.003749711
20/05/2013,42.59,0.004706999
17/05/2013,42.39,0.009480991
16/05/2013,41.99,0.00023818
15/05/2013,41.98,0.011499887
14/05/2013,41.5,0.011389921
13/05/2013,41.03,-0.004377439
10/05/2013,41.21,-0.002181555
09/05/2013,41.3,-0.005553558
08/05/2013,41.53,0.002652202
07/05/2013,41.42,0.007999073
06/05/2013,41.09,-0.000729838
03/05/2013,41.12,0.00781254
02/05/2013,40.8,0.006146301
01/05/2013,40.55,-0.010548362
30/04/2013,40.98,0.012523184
29/04/2013,40.47,0.00694275
26/04/2013,40.19,0.004238879
25/04/2013,40.02,0.011813635
24/04/2013,39.55,0.021726094
23/04/2013,38.7,0.004402441
22/04/2013,38.53,-0.004402441
19/04/2013,38.7,0.014576
18/04/2013,38.14,-0.006793859
17/04/2013,38.4,-0.016785417
16/04/2013,39.05,0.016004472
15/04/2013,38.43,-0.020093412
12/04/2013,39.21,-0.002292703
11/04/2013,39.3,-0.001525553
10/04/2013,39.36,0.012012924
09/04/2013,38.89,0.003606392
08/04/2013,38.75,0.006212808
05/04/2013,38.51,-0.008790129
04/04/2013,38.85,0.005420067
03/04/2013,38.64,-0.00361664
02/04/2013,38.78,0.00361664
01/04/2013,38.64,-0.014643807
28/03/2013,39.21,0.015161539
27/03/2013,38.62,-0.000517732
26/03/2013,38.64,0.006751519
25/03/2013,38.38,0.000260586
22/03/2013,38.37,0.012852636
21/03/2013,37.88,-0.001319087
20/03/2013,37.93,0.013537035
19/03/2013,37.42,-0.001602137
18/03/2013,37.48,-0.001066667
15/03/2013,37.52,0.007759236
14/03/2013,37.23,-0.000805477
13/03/2013,37.26,0.008084118
12/03/2013,36.96,-0.001081666
11/03/2013,37,0.002164503
08/03/2013,36.92,0.004615184
07/03/2013,36.75,-0.012976662
06/03/2013,37.23,-0.007226045
05/03/2013,37.5,0.008032172
04/03/2013,37.2,0.00809721
01/03/2013,36.9,-0.011317825
28/02/2013,37.32,0.007261024
27/02/2013,37.05,0.012220111
26/02/2013,36.6,0.007129177
25/02/2013,36.34,-0.007402364
22/02/2013,36.61,0.005203353
21/02/2013,36.42,-0.003015767
20/02/2013,36.53,-0.002460698
19/02/2013,36.62,-0.001909699
15/02/2013,36.69,-0.012190318
14/02/2013,37.14,0.013554016
13/02/2013,36.64,0.004924771
12/02/2013,36.46,0.004122584
11/02/2013,36.31,0.000275444
08/02/2013,36.3,-0.006863445
07/02/2013,36.55,0.012388321
06/02/2013,36.1,0.003607608
05/02/2013,35.97,0.001391014
04/02/2013,35.92,-0.010523498
01/02/2013,36.3,-0.002201432
31/01/2013,36.38,0.009112309
30/01/2013,36.05,-0.007186322
29/01/2013,36.31,-0.004122584
28/01/2013,36.46,0.021345232
25/01/2013,35.69,0.004774619
24/01/2013,35.52,0.000563222
23/01/2013,35.5,-0.007017573
22/01/2013,35.75,0.01408474
18/01/2013,35.25,-0.000567215
17/01/2013,35.27,0.008542193
16/01/2013,34.97,0.00171723
15/01/2013,34.91,0.001433281
14/01/2013,34.86,0.001435338
11/01/2013,34.81,-0.001435338
10/01/2013,34.86,0.008353786
09/01/2013,34.57,0.01544995
08/01/2013,34.04,0.002058522
07/01/2013,33.97,-0.00323292
04/01/2013,34.08,-0.000293384
03/01/2013,34.09,0.003526304
02/01/2013,33.97,0.006793705
31/12/2012,33.74,0.008333382
28/12/2012,33.46,-0.007443834
27/12/2012,33.71,-0.00059312
26/12/2012,33.73,-0.003255886
24/12/2012,33.84,-0.000295465
21/12/2012,33.85,-0.0047156
20/12/2012,34.01,0.006193797
19/12/2012,33.8,-0.003249154
18/12/2012,33.91,0.005025879
17/12/2012,33.74,0.005051266
14/12/2012,33.57,-0.002083024
13/12/2012,33.64,0.004170396
12/12/2012,33.5,-0.014815086
11/12/2012,34,-0.009659083
10/12/2012,34.33,0.006135885
07/12/2012,34.12,0.012979533
06/12/2012,33.68,0.004761914
05/12/2012,33.52,0.026910165
04/12/2012,32.63,0.003376826
03/12/2012,32.52,-0.001536335
30/11/2012,32.57,0.000307078
29/11/2012,32.56,0.005852473
28/11/2012,32.37,0.014312628
27/11/2012,31.91,-0.004065682
26/11/2012,32.04,-0.00993797
23/11/2012,32.36,0.007755584
21/11/2012,32.11,0.009072485
20/11/2012,31.82,0.006305191
19/11/2012,31.62,0.006026981
16/11/2012,31.43,0.015066802
15/11/2012,30.96,-0.003868477
14/11/2012,31.08,-0.015009063
13/11/2012,31.55,-0.008207117
12/11/2012,31.81,-0.000314317
09/11/2012,31.82,0.005356874
08/11/2012,31.65,-0.008494624
07/11/2012,31.92,-0.009664923
06/11/2012,32.23,-0.001550148
05/11/2012,32.28,0.003413502
02/11/2012,32.17,-0.02547322
01/11/2012,33,0.00790999
31/10/2012,32.74,0.00612747
26/10/2012,32.54,-0.004599119
25/10/2012,32.69,0.016345776
24/10/2012,32.16,-0.004343786
23/10/2012,32.3,-0.008631373
22/10/2012,32.58,0.001535863
19/10/2012,32.53,-0.013738577
18/10/2012,32.98,0.006998355
17/10/2012,32.75,0.008586376
16/10/2012,32.47,0.004630352
15/10/2012,32.32,0.007141779
12/10/2012,32.09,-0.000623053
11/10/2012,32.11,0.003431605
10/10/2012,32,0.003443422
09/10/2012,31.89,-0.006251974
08/10/2012,32.09,0.001247272
05/10/2012,32.05,0.001248829
04/10/2012,32.01,0.010362787
03/10/2012,31.68,0.000315706
02/10/2012,31.67,0.001263823
01/10/2012,31.63,-0.014126746
28/09/2012,32.08,0.001872075
27/09/2012,32.02,0.005009403
26/09/2012,31.86,-0.006881479
25/09/2012,32.08,-0.008381238
24/09/2012,32.35,-0.004010494
21/09/2012,32.48,-0.002152853
20/09/2012,32.55,-0.004291852
19/09/2012,32.69,-0.037525039
18/09/2012,33.94,0
17/09/2012,33.94,-0.000589102
14/09/2012,33.96,-0.00323387
13/09/2012,34.07,0.002350868
12/09/2012,33.99,-0.004696222
11/09/2012,34.15,-0.00350775
10/09/2012,34.27,-0.006688988
07/09/2012,34.5,0.001740644
06/09/2012,34.44,0.012858155
05/09/2012,34,-0.022106776
04/09/2012,34.76,0.00519182
31/08/2012,34.58,0.001446969
30/08/2012,34.53,-0.003469214
29/08/2012,34.65,0.012195273
28/08/2012,34.23,0.004098366
27/08/2012,34.09,-0.005558008
24/08/2012,34.28,-0.001748762
23/08/2012,34.34,-0.001745709
22/08/2012,34.4,-0.002322881
21/08/2012,34.48,-0.003474236
20/08/2012,34.6,-0.03017593
17/08/2012,35.66,-0.000560695
16/08/2012,35.68,0.009857846
15/08/2012,35.33,0.003402328
14/08/2012,35.21,0.005696398
13/08/2012,35.01,-0.001141879
10/08/2012,35.05,0.004288784
09/08/2012,34.9,0.000286574
08/08/2012,34.89,-0.002004296
07/08/2012,34.96,0.001717722
06/08/2012,34.9,0.003731883
03/08/2012,34.77,0.014776453
02/08/2012,34.26,0.001168224
01/08/2012,34.22,-0.005246296
31/07/2012,34.4,-0.005218916
30/07/2012,34.58,0.012512894
27/07/2012,34.15,0.031229304
26/07/2012,33.1,0.020141053
25/07/2012,32.44,-0.002770511
24/07/2012,32.53,-0.011917635
23/07/2012,32.92,-0.000910885
20/07/2012,32.95,-0.011466631
19/07/2012,33.33,0.003305788
18/07/2012,33.22,0.013028513
17/07/2012,32.79,0.009807005
16/07/2012,32.47,0.003084518
13/07/2012,32.37,0.014939587
12/07/2012,31.89,0.009451866
11/07/2012,31.59,-0.045785912
10/07/2012,33.07,0.000907578
09/07/2012,33.04,0.001211387
06/07/2012,33,-0.008148529
05/07/2012,33.27,-0.005395697
03/07/2012,33.45,0.005395697
02/07/2012,33.27,-0.00389981
29/06/2012,33.4,0.025778531
28/06/2012,32.55,0.004310352
27/06/2012,32.41,0.007432676
26/06/2012,32.17,0.000310897
25/06/2012,32.16,-0.006508624
22/06/2012,32.37,-0.001543448
21/06/2012,32.42,-0.008599562
20/06/2012,32.7,0.000305857
19/06/2012,32.69,0.005829131
18/06/2012,32.5,0
15/06/2012,32.5,0.004316997
14/06/2012,32.36,-0.001235331
13/06/2012,32.4,0.00030869
12/06/2012,32.39,0.005262355
11/06/2012,32.22,-0.008037138
08/06/2012,32.48,0.002466092
07/06/2012,32.4,0.003091193
06/06/2012,32.3,0.003100778
05/06/2012,32.2,0.001554002
04/06/2012,32.15,-0.000310994
01/06/2012,32.16,-0.008668785
31/05/2012,32.44,-0.005839881
30/05/2012,32.63,-0.00975915
29/05/2012,32.95,-0.000303444
25/05/2012,32.96,-0.003936417
24/05/2012,33.09,-0.001811595
23/05/2012,33.15,0.009090972
22/05/2012,32.85,0.006106889
21/05/2012,32.65,0.010777625
18/05/2012,32.3,-0.002473718
17/05/2012,32.38,-0.009528272
16/05/2012,32.69,0.000918133
15/05/2012,32.66,0.00122549
14/05/2012,32.62,-0.026022648
