Date,Close,LUK
05/09/2012,20.93,-0.008563325
04/09/2012,21.11,-0.012709044
31/08/2012,21.38,0.004218427
30/08/2012,21.29,-0.034167682
29/08/2012,22.03,0.00957818
28/08/2012,21.82,-0.001831502
27/08/2012,21.86,-0.003652972
24/08/2012,21.94,0.007319337
23/08/2012,21.78,-0.01955052
22/08/2012,22.21,-0.003595509
21/08/2012,22.29,0.003145363
20/08/2012,22.22,-0.013411019
17/08/2012,22.52,0.013411019
16/08/2012,22.22,0.012225645
15/08/2012,21.95,0.008693718
14/08/2012,21.76,-0.0041275
13/08/2012,21.85,-0.015440815
10/08/2012,22.19,-0.001351047
09/08/2012,22.22,-0.000449944
08/08/2012,22.23,-0.000449741
07/08/2012,22.24,0.027811229
06/08/2012,21.63,0.024334378
03/08/2012,21.11,0.026399421
02/08/2012,20.56,-0.057644677
01/08/2012,21.78,0.004601941
31/07/2012,21.68,-0.024152461
30/07/2012,22.21,-0.006283683
27/07/2012,22.35,0.035059361
26/07/2012,21.58,0.027244522
25/07/2012,21,-0.006644543
24/07/2012,21.14,-0.008009466
23/07/2012,21.31,-0.008411265
20/07/2012,21.49,-0.021179429
19/07/2012,21.95,0.000911577
18/07/2012,21.93,-0.008174432
17/07/2012,22.11,-0.002258867
16/07/2012,22.16,-0.007642204
13/07/2012,22.33,0.041139256
12/07/2012,21.43,-0.00928943
11/07/2012,21.63,0.033375601
10/07/2012,20.92,-0.01893996
09/07/2012,21.32,0
06/07/2012,21.32,-0.003745323
05/07/2012,21.4,-0.040298493
03/07/2012,22.28,0.034242104
02/07/2012,21.53,0.012149682
29/06/2012,21.27,0.02813058
28/06/2012,20.68,-0.001932368
27/06/2012,20.72,0.021957457
26/06/2012,20.27,-0.002955667
25/06/2012,20.33,-0.040959713
22/06/2012,21.18,0.020511093
21/06/2012,20.75,-0.036901065
20/06/2012,21.53,-0.007404013
19/06/2012,21.69,0.028526601
18/06/2012,21.08,-0.015533379
15/06/2012,21.41,0.0317939
14/06/2012,20.74,0.008230499
13/06/2012,20.57,-0.013040513
12/06/2012,20.84,0.026253331
11/06/2012,20.3,-0.022407172
08/06/2012,20.76,0.012115486
07/06/2012,20.51,-0.007286892
06/06/2012,20.66,0.03146769
05/06/2012,20.02,0.009031672
04/06/2012,19.84,-0.007532047
01/06/2012,19.99,-0.016373474
31/05/2012,20.32,-0.023347364
30/05/2012,20.8,-0.032169283
29/05/2012,21.48,0.02117228
25/05/2012,21.03,0.004288784
24/05/2012,20.94,-0.01469569
23/05/2012,21.25,0.00471699
22/05/2012,21.15,0.003315182
21/05/2012,21.08,0.00427859
18/05/2012,20.99,-0.019811969
17/05/2012,21.41,-0.002798509
16/05/2012,21.47,-0.023931193
15/05/2012,21.99,-0.014447204
14/05/2012,22.31,-0.043418352
11/05/2012,23.3,-0.00385522
10/05/2012,23.39,-0.012744438
09/05/2012,23.69,-0.00798827
08/05/2012,23.88,-0.026447823
07/05/2012,24.52,-0.003663753
04/05/2012,24.61,-0.012116465
03/05/2012,24.91,-0.015535066
02/05/2012,25.3,-0.007874056
01/05/2012,25.5,0.025418366
30/04/2012,24.86,-0.009209274
27/04/2012,25.09,0.001994814
26/04/2012,25.04,0.01043767
25/04/2012,24.78,0.013815742
24/04/2012,24.44,0.016918085
23/04/2012,24.03,-0.015689835
20/04/2012,24.41,0.003693827
19/04/2012,24.32,0.007014677
18/04/2012,24.15,-0.005780363
17/04/2012,24.29,0.014514043
16/04/2012,23.94,-0.00873368
13/04/2012,24.15,-0.028573372
12/04/2012,24.85,0.040654336
11/04/2012,23.86,0.000419199
10/04/2012,23.85,-0.019925939
09/04/2012,24.33,-0.021952101
05/04/2012,24.87,0.003221912
04/04/2012,24.79,-0.033323194
03/04/2012,25.63,-0.013948308
02/04/2012,25.99,-0.004223466
30/03/2012,26.1,-0.009153382
29/03/2012,26.34,-0.017313191
28/03/2012,26.8,-0.00706454
27/03/2012,26.99,-0.015441483
26/03/2012,27.41,0.019525395
23/03/2012,26.88,0.007093552
22/03/2012,26.69,-0.04038728
21/03/2012,27.79,-0.018538855
20/03/2012,28.31,-0.007039804
19/03/2012,28.51,0.019479986
16/03/2012,27.96,0.026088436
15/03/2012,27.24,0.004783818
14/03/2012,27.11,-0.014283341
13/03/2012,27.5,0.028025433
12/03/2012,26.74,-0.008193714
09/03/2012,26.96,0.007072429
08/03/2012,26.77,0.004868012
07/03/2012,26.64,0.00150263
06/03/2012,26.6,-0.04556262
05/03/2012,27.84,-0.011783746
02/03/2012,28.17,-0.00742709
01/03/2012,28.38,-0.003868477
29/02/2012,28.49,-0.016017056
28/02/2012,28.95,-0.003448279
27/02/2012,29.05,0.008643096
24/02/2012,28.8,-0.019257817
23/02/2012,29.36,0.030080055
22/02/2012,28.49,-0.017052788
21/02/2012,28.98,-0.013027267
17/02/2012,29.36,0.009582551
16/02/2012,29.08,0.021902492
15/02/2012,28.45,-0.006306959
14/02/2012,28.63,-0.037365101
13/02/2012,29.72,0.018336677
10/02/2012,29.18,-0.008191172
09/02/2012,29.42,-0.001358696
08/02/2012,29.46,0.003400207
07/02/2012,29.36,-0.006112073
06/02/2012,29.54,-0.002029084
03/02/2012,29.6,0.036818196
02/02/2012,28.53,0.00351124
01/02/2012,28.43,0.02384879
31/01/2012,27.76,-0.010392496
30/01/2012,28.05,-0.008873173
27/01/2012,28.3,-0.003879391
26/01/2012,28.41,0.012396121
25/01/2012,28.06,0.015081076
24/01/2012,27.64,0.007991325
23/01/2012,27.42,0.001094691
20/01/2012,27.39,0.005858677
19/01/2012,27.23,0.015917419
18/01/2012,26.8,0.065534041
17/01/2012,25.1,-0.013847897
13/01/2012,25.45,-0.018299128
12/01/2012,25.92,0.021447498
11/01/2012,25.37,0.005533611
10/01/2012,25.23,0.044992391
09/01/2012,24.12,0.009581411
06/01/2012,23.89,-0.005843088
05/01/2012,24.03,0.0020829
04/01/2012,23.98,-0.001666667
03/01/2012,24.02,0.054761328
30/12/2011,22.74,0.003965636
29/12/2011,22.65,0.007089086
28/12/2011,22.49,-0.019375331
27/12/2011,22.93,-0.026679724
23/12/2011,23.55,0.025372249
22/12/2011,22.96,0.018018506
21/12/2011,22.55,-0.014528101
20/12/2011,22.88,0.072025688
19/12/2011,21.29,-0.034621505
16/12/2011,22.04,-0.002266033
15/12/2011,22.09,0.002719857
14/12/2011,22.03,-0.011284254
13/12/2011,22.28,-0.021315194
12/12/2011,22.76,-0.021730538
09/12/2011,23.26,0.032775492
08/12/2011,22.51,-0.048134156
07/12/2011,23.62,-0.00885148
06/12/2011,23.83,-0.006274858
05/12/2011,23.98,0.009637619
02/12/2011,23.75,0.017413904
01/12/2011,23.34,-0.003421731
30/11/2011,23.42,0.075356863
29/11/2011,21.72,-0.002758622
28/11/2011,21.78,0.058617913
25/11/2011,20.54,0.005859392
23/11/2011,20.42,-0.03842932
22/11/2011,21.22,-0.012643577
21/11/2011,21.49,-0.036101704
18/11/2011,22.28,0.021320835
17/11/2011,21.81,-0.051384991
16/11/2011,22.96,-0.043049477
15/11/2011,23.97,0.019377186
14/11/2011,23.51,-0.023955758
11/11/2011,24.08,0.020558727
10/11/2011,23.59,0.02142327
09/11/2011,23.09,-0.130549472
08/11/2011,26.31,0.021902893
07/11/2011,25.74,0.020805461
04/11/2011,25.21,-0.028545438
03/11/2011,25.94,0.002315709
02/11/2011,25.88,0.036195926
01/11/2011,24.96,-0.072246121
31/10/2011,26.83,-0.055459037
28/10/2011,28.36,-0.008776605
27/10/2011,28.61,0.083047334
26/10/2011,26.33,0.031246515
25/10/2011,25.52,-0.047072015
24/10/2011,26.75,0.029977582
21/10/2011,25.96,0.010455081
20/10/2011,25.69,0.021641608
19/10/2011,25.14,-0.006344193
18/10/2011,25.3,0.044865071
17/10/2011,24.19,-0.050383414
14/10/2011,25.44,0.027497249
13/10/2011,24.75,-0.000807754
12/10/2011,24.77,0.027006551
11/10/2011,24.11,0.010842475
10/10/2011,23.85,0.035420814
07/10/2011,23.02,-0.032060878
06/10/2011,23.77,0.025997629
05/10/2011,23.16,0.036495587
04/10/2011,22.33,0.051458297
03/10/2011,21.21,-0.06701071
30/09/2011,22.68,-0.05155781
29/09/2011,23.88,0.035809453
28/09/2011,23.04,-0.030771659
27/09/2011,23.76,-0.000841397
26/09/2011,23.78,0.012695896
23/09/2011,23.48,-0.003825722
22/09/2011,23.57,-0.068455321
21/09/2011,25.24,-0.089023351
20/09/2011,27.59,0.008005865
19/09/2011,27.37,-0.039403378
16/09/2011,28.47,-0.003856271
15/09/2011,28.58,-0.000349834
14/09/2011,28.59,0.031985669
13/09/2011,27.69,0.00761287
12/09/2011,27.48,0.019104181
09/09/2011,26.96,-0.035347094
08/09/2011,27.93,-0.034486176
07/09/2011,28.91,0.057667221
06/09/2011,27.29,-0.004752339
02/09/2011,27.42,-0.045624449
01/09/2011,28.7,-0.031890239
31/08/2011,29.63,0.005414565
30/08/2011,29.47,0.002718316
29/08/2011,29.39,0.04773594
26/08/2011,28.02,0.033015877
25/08/2011,27.11,-0.031229844
24/08/2011,27.97,0.02534531
23/08/2011,27.27,0.040027786
22/08/2011,26.2,0.006893938
19/08/2011,26.02,-0.037711859
18/08/2011,27.02,-0.070028604
17/08/2011,28.98,-0.000345006
16/08/2011,28.99,-0.01710028
15/08/2011,29.49,0.041896382
12/08/2011,28.28,0.002123895
11/08/2011,28.22,0.065531218
10/08/2011,26.43,-0.041865718
09/08/2011,27.56,0.067154421
08/08/2011,25.77,-0.13178365
05/08/2011,29.4,-0.023198216
04/08/2011,30.09,-0.07796985
03/08/2011,32.53,0.011439296
02/08/2011,32.16,-0.043207207
01/08/2011,33.58,-0.002676582
29/07/2011,33.67,0.010749581
28/07/2011,33.31,0.008744214
27/07/2011,33.02,-0.028069923
26/07/2011,33.96,-0.012873203
25/07/2011,34.4,-0.015289494
22/07/2011,34.93,0.010359805
21/07/2011,34.57,0.027270419
20/07/2011,33.64,0.010458784
19/07/2011,33.29,0.011480489
18/07/2011,32.91,-0.031701219
15/07/2011,33.97,0.001178203
14/07/2011,33.93,-0.016079867
13/07/2011,34.48,0.018440446
12/07/2011,33.85,-0.013789275
11/07/2011,34.32,-0.028721101
08/07/2011,35.32,-0.014894191
07/07/2011,35.85,0.008966157
06/07/2011,35.53,0.02306152
05/07/2011,34.72,-0.006602579
01/07/2011,34.95,0.024621084
30/06/2011,34.1,0.012393195
29/06/2011,33.68,0.010146312
28/06/2011,33.34,0.017244415
27/06/2011,32.77,0.020345955
24/06/2011,32.11,-0.022479776
23/06/2011,32.84,0.003049713
22/06/2011,32.74,-0.019658882
21/06/2011,33.39,0.015087794
20/06/2011,32.89,0.000608273
17/06/2011,32.87,-0.001823709
16/06/2011,32.93,0.010992477
15/06/2011,32.57,-0.034699514
14/06/2011,33.72,0.012233481
13/06/2011,33.31,0.00240457
10/06/2011,33.23,-0.009881799
09/06/2011,33.56,0.01349953
08/06/2011,33.11,-0.006322466
07/06/2011,33.32,0.008438869
06/06/2011,33.04,-0.025105921
03/06/2011,33.88,-0.031379681
02/06/2011,34.96,0.014695553
01/06/2011,34.45,-0.028896303
31/05/2011,35.46,-0.007865209
27/05/2011,35.74,0.007865209
26/05/2011,35.46,0.004239091
25/05/2011,35.31,-0.005366487
24/05/2011,35.5,-0.013986242
23/05/2011,36,-0.014614902
20/05/2011,36.53,-0.013054306
19/05/2011,37.01,-0.00350641
18/05/2011,37.14,0.027017607
17/05/2011,36.15,0.010287871
16/05/2011,35.78,-0.000279447
13/05/2011,35.79,-0.02510823
12/05/2011,36.7,0.004642914
11/05/2011,36.53,-0.023269448
10/05/2011,37.39,0.014819078
09/05/2011,36.84,0.01504199
06/05/2011,36.29,0.003588686
05/05/2011,36.16,-0.015912544
04/05/2011,36.74,-0.030029066
03/05/2011,37.86,-0.004743092
02/05/2011,38.04,-0.016167236
29/04/2011,38.66,0.005186734
28/04/2011,38.46,0.009142025
27/04/2011,38.11,0.015336102
26/04/2011,37.53,0.006147286
25/04/2011,37.3,0.000804613
21/04/2011,37.27,0.010248202
20/04/2011,36.89,0.026924703
19/04/2011,35.91,0.026525257
18/04/2011,34.97,-0.023736633
15/04/2011,35.81,0.01434422
14/04/2011,35.3,-0.019358158
13/04/2011,35.99,-0.011327653
12/04/2011,36.4,-0.019048195
11/04/2011,37.1,0.008119124
08/04/2011,36.8,-0.015102768
07/04/2011,37.36,-0.006137444
06/04/2011,37.59,-0.017928242
05/04/2011,38.27,-0.019408036
04/04/2011,39.02,0.023860053
01/04/2011,38.1,0.014807251
31/03/2011,37.54,0.003468983
30/03/2011,37.41,-0.005331924
29/03/2011,37.61,0.024493217
28/03/2011,36.7,0.001909178
25/03/2011,36.63,0.002733736
24/03/2011,36.53,0.024945861
23/03/2011,35.63,0.016697714
22/03/2011,35.04,-0.015293416
21/03/2011,35.58,0.031694302
18/03/2011,34.47,0.010791996
17/03/2011,34.1,0.013284328
16/03/2011,33.65,-0.011816977
15/03/2011,34.05,-0.004980236
14/03/2011,34.22,0.015312431
11/03/2011,33.7,0.013142364
10/03/2011,33.26,-0.008979408
09/03/2011,33.56,-0.000893522
08/03/2011,33.59,0.041330708
07/03/2011,32.23,-0.005260727
04/03/2011,32.4,-0.008604847
03/03/2011,32.68,0.00767935
02/03/2011,32.43,0.006186224
01/03/2011,32.23,-0.02754152
28/02/2011,33.13,0.004841159
25/02/2011,32.97,0.026119168
24/02/2011,32.12,0.014424835
23/02/2011,31.66,-0.011618909
22/02/2011,32.03,-0.061157069
18/02/2011,34.05,-0.003518034
17/02/2011,34.17,0.000292697
16/02/2011,34.16,0.006461109
15/02/2011,33.94,-0.008800291
14/02/2011,34.24,-0.000292013
11/02/2011,34.25,0.013817653
10/02/2011,33.78,0.007428351
09/02/2011,33.53,-0.007132274
08/02/2011,33.77,-0.003547151
07/02/2011,33.89,0.017262333
04/02/2011,33.31,0.000600601
03/02/2011,33.29,-0.000300345
02/02/2011,33.3,-0.011346792
01/02/2011,33.68,0.035048905
31/01/2011,32.52,0.023332836
28/01/2011,31.77,-0.019635975
