Date,Close,LUK
04/04/2014,27.03,-0.012134732
03/04/2014,27.36,-0.013432767
02/04/2014,27.73,-0.004318107
01/04/2014,27.85,-0.005371544
31/03/2014,28,0.026050677
28/03/2014,27.28,0.020367303
27/03/2014,26.73,-0.003361348
26/03/2014,26.82,-0.013701381
25/03/2014,27.19,0.007012393
24/03/2014,27,-0.00554018
21/03/2014,27.15,0.020465831
20/03/2014,26.6,0.001881468
19/03/2014,26.55,-0.004884473
18/03/2014,26.68,0.010929071
17/03/2014,26.39,0.002276177
14/03/2014,26.33,0.004186495
13/03/2014,26.22,-0.018515549
12/03/2014,26.71,-0.00820288
11/03/2014,26.93,-0.023849966
10/03/2014,27.58,-0.009742094
07/03/2014,27.85,-0.006442399
06/03/2014,28.03,0.001070855
05/03/2014,28,-0.007826436
04/03/2014,28.22,0.0236655
03/03/2014,27.56,-0.013693908
28/02/2014,27.94,-0.007488001
27/02/2014,28.15,0.005700051
26/02/2014,27.99,0
25/02/2014,27.99,0.000714796
24/02/2014,27.97,0.000715308
21/02/2014,27.95,0.005381179
20/02/2014,27.8,0.006495873
19/02/2014,27.62,-0.021136377
18/02/2014,28.21,0.002839903
14/02/2014,28.13,-0.005671763
13/02/2014,28.29,0.003895879
12/02/2014,28.18,-0.003188665
11/02/2014,28.27,0.00460912
10/02/2014,28.14,0.015398693
07/02/2014,27.71,0.025956493
06/02/2014,27,0.014174053
05/02/2014,26.62,-0.001876525
04/02/2014,26.67,0.012830365
03/02/2014,26.33,-0.037276026
31/01/2014,27.33,-0.006928013
30/01/2014,27.52,0.006562182
29/01/2014,27.34,-0.008014615
28/01/2014,27.56,0.019418086
27/01/2014,27.03,-0.01396055
24/01/2014,27.41,-0.025217475
23/01/2014,28.11,-0.019028058
22/01/2014,28.65,0.00665385
21/01/2014,28.46,0.018440239
17/01/2014,27.94,0.003226387
16/01/2014,27.85,-0.000717875
15/01/2014,27.87,0.009372816
14/01/2014,27.61,0.008730503
13/01/2014,27.37,-0.029164983
10/01/2014,28.18,0.009627459
09/01/2014,27.91,0.003949027
08/01/2014,27.8,-0.004307257
07/01/2014,27.92,-0.002504026
06/01/2014,27.99,-0.013484945
03/01/2014,28.37,-0.004571838
02/01/2014,28.5,0.005629853
31/12/2013,28.34,0.001765849
30/12/2013,28.29,0.003895879
27/12/2013,28.18,-0.007424464
26/12/2013,28.39,0.005297558
24/12/2013,28.24,0.003547361
23/12/2013,28.14,0.006774852
20/12/2013,27.95,0.019509289
19/12/2013,27.41,-0.018077137
18/12/2013,27.91,0.012982512
17/12/2013,27.55,0.004000733
16/12/2013,27.44,0.00878483
13/12/2013,27.2,-0.009149195
12/12/2013,27.45,0.01283244
11/12/2013,27.1,-0.025502293
10/12/2013,27.8,-0.008596041
09/12/2013,28.04,-0.002493323
06/12/2013,28.11,0.012169084
05/12/2013,27.77,-0.006103053
04/12/2013,27.94,0.005023333
03/12/2013,27.8,-0.021705175
02/12/2013,28.41,-0.008761227
29/11/2013,28.66,0.00419581
27/11/2013,28.54,-0.005242018
26/11/2013,28.69,-0.007984767
25/11/2013,28.92,0.001037883
22/11/2013,28.89,0.020987129
21/11/2013,28.29,0.01603455
20/11/2013,27.84,-0.018153195
19/11/2013,28.35,0.004241788
18/11/2013,28.23,-0.001415929
15/11/2013,28.27,0.007456097
14/11/2013,28.06,-0.00178031
13/11/2013,28.11,-0.002132197
12/11/2013,28.17,-0.020380185
11/11/2013,28.75,-0.004511547
08/11/2013,28.88,0.014649721
07/11/2013,28.46,-0.02155106
06/11/2013,29.08,-0.001031105
05/11/2013,29.11,-0.000686813
04/11/2013,29.13,0.014523077
01/11/2013,28.71,0.01297126
31/10/2013,28.34,-0.017835759
30/10/2013,28.85,0.001040402
29/10/2013,28.82,-0.01104221
28/10/2013,29.14,-0.000343112
25/10/2013,29.15,-0.006837633
24/10/2013,29.35,0.001022669
23/10/2013,29.32,-0.00544219
22/10/2013,29.48,0.024031366
21/10/2013,28.78,0.002783579
18/10/2013,28.7,0.009452197
17/10/2013,28.43,-0.000351679
16/10/2013,28.44,0.014878064
15/10/2013,28.02,-0.019088597
14/10/2013,28.56,-0.007673564
11/10/2013,28.78,0.024979311
10/10/2013,28.07,0.024523407
09/10/2013,27.39,0.008800937
08/10/2013,27.15,-0.007339482
07/10/2013,27.35,-0.011993602
04/10/2013,27.68,0.013457195
03/10/2013,27.31,-0.015261924
02/10/2013,27.73,0.012336876
01/10/2013,27.39,0.005491502
30/09/2013,27.24,-0.002200221
27/09/2013,27.3,-0.002560821
26/09/2013,27.37,0.00329369
25/09/2013,27.28,0.007358385
24/09/2013,27.08,0.001478197
23/09/2013,27.04,-0.008469946
20/09/2013,27.27,-0.012390829
19/09/2013,27.61,-0.002893311
18/09/2013,27.69,-0.012917295
17/09/2013,28.05,-0.008873173
16/09/2013,28.3,0.016028838
13/09/2013,27.85,0.011193473
12/09/2013,27.54,-0.010834342
11/09/2013,27.84,-0.003943364
10/09/2013,27.95,0.024996773
09/09/2013,27.26,0.025637666
06/09/2013,26.57,0.008694063
05/09/2013,26.34,0.005711038
04/09/2013,26.19,0.0259152
03/09/2013,25.52,0.023390561
30/08/2013,24.93,-0.005998818
29/08/2013,25.08,0.007202912
28/08/2013,24.9,-0.009194548
27/08/2013,25.13,-0.023983851
26/08/2013,25.74,-0.010434877
23/08/2013,26.01,0.014717539
22/08/2013,25.63,0.002343751
21/08/2013,25.57,-0.011277584
20/08/2013,25.86,0.006595562
19/08/2013,25.69,-0.034433394
16/08/2013,26.59,0.004145474
15/08/2013,26.48,-0.009022618
14/08/2013,26.72,-0.006713938
13/08/2013,26.9,0.002232975
12/08/2013,26.84,-0.012588097
09/08/2013,27.18,0.008869238
08/08/2013,26.94,0.006703936
07/08/2013,26.76,0
06/08/2013,26.76,-0.01077877
05/08/2013,27.05,-0.001477651
02/08/2013,27.09,-0.011378357
01/08/2013,27.4,0.021022349
31/07/2013,26.83,0.004482637
30/07/2013,26.71,0.010160012
29/07/2013,26.44,-0.021329153
26/07/2013,27.01,-0.007744829
25/07/2013,27.22,0.000735024
24/07/2013,27.2,-0.020018867
23/07/2013,27.75,0.002887046
22/07/2013,27.67,-0.000361337
19/07/2013,27.68,-0.010422376
18/07/2013,27.97,0.022415978
17/07/2013,27.35,0.014362243
16/07/2013,26.96,0.007446051
15/07/2013,26.76,-0.000373622
12/07/2013,26.77,-0.000746826
11/07/2013,26.79,0.028394866
10/07/2013,26.04,-0.002301497
09/07/2013,26.1,0.017391743
08/07/2013,25.65,-0.018540508
05/07/2013,26.13,0.014649452
03/07/2013,25.75,-0.013883756
02/07/2013,26.11,-0.012937776
01/07/2013,26.45,0.00873368
28/06/2013,26.22,0.015373093
27/06/2013,25.82,0.031873641
26/06/2013,25.01,0.00120024
25/06/2013,24.98,0.002003607
24/06/2013,24.93,-0.030808124
21/06/2013,25.71,0.011737224
20/06/2013,25.41,-0.039356931
19/06/2013,26.43,-0.034582364
18/06/2013,27.36,-0.013793322
17/06/2013,27.74,-0.000720721
14/06/2013,27.76,-0.013951219
13/06/2013,28.15,0.014311514
12/06/2013,27.75,-0.022096409
11/06/2013,28.37,-0.030547325
10/06/2013,29.25,-0.009188426
07/06/2013,29.52,0.005434796
06/06/2013,29.36,0.004779797
05/06/2013,29.22,-0.023339466
04/06/2013,29.91,-0.026395462
03/06/2013,30.71,-0.021582413
31/05/2013,31.38,-0.004451518
30/05/2013,31.52,0.017926216
29/05/2013,30.96,-0.006118197
28/05/2013,31.15,0.016181583
24/05/2013,30.65,0.002286462
23/05/2013,30.58,-0.022632715
22/05/2013,31.28,-0.009228387
21/05/2013,31.57,-0.009457826
20/05/2013,31.87,-0.004695579
17/05/2013,32.02,0.010044027
16/05/2013,31.7,-0.002835094
15/05/2013,31.79,-0.001885607
14/05/2013,31.85,0.005036208
13/05/2013,31.69,-0.000315507
10/05/2013,31.7,-0.004720701
09/05/2013,31.85,-0.010929071
08/05/2013,32.2,0.00623055
07/05/2013,32,0.003757049
06/05/2013,31.88,0.018680296
03/05/2013,31.29,0.006090738
02/05/2013,31.1,0.01620781
01/05/2013,30.6,-0.009432498
30/04/2013,30.89,0.023915964
29/04/2013,30.16,0.00565255
26/04/2013,29.99,-0.008632192
25/04/2013,30.25,-0.001651528
24/04/2013,30.3,0.012620559
23/04/2013,29.92,0.022989518
22/04/2013,29.24,0.006519152
19/04/2013,29.05,0.015611765
18/04/2013,28.6,-0.008703275
17/04/2013,28.85,-0.024988464
16/04/2013,29.58,0.038247556
15/04/2013,28.47,-0.019478877
12/04/2013,29.03,-0.006523628
11/04/2013,29.22,0.002741606
10/04/2013,29.14,0.023612208
09/04/2013,28.46,0.018798213
08/04/2013,27.93,0.015879078
05/04/2013,27.49,-0.018382208
04/04/2013,28,0.020202707
03/04/2013,27.44,0.00291971
02/04/2013,27.36,-0.00291971
01/04/2013,27.44,0.000364498
28/03/2013,27.43,0.008788046
27/03/2013,27.19,-0.006963561
26/03/2013,27.38,0.013235487
25/03/2013,27.02,0.007056668
22/03/2013,26.83,0.008985459
21/03/2013,26.59,-0.004877143
20/03/2013,26.72,0.008267616
19/03/2013,26.5,-0.005644418
18/03/2013,26.65,-0.02226437
15/03/2013,27.25,0.002572112
14/03/2013,27.18,0.020818596
13/03/2013,26.62,-0.010091657
12/03/2013,26.89,0.008215132
11/03/2013,26.67,0
08/03/2013,26.67,0.011312338
07/03/2013,26.37,-0.00113701
06/03/2013,26.4,0.007986352
05/03/2013,26.19,0.012293662
04/03/2013,25.87,-0.020280014
01/03/2013,26.4,-0.018762276
28/02/2013,26.9,0.006339756
27/02/2013,26.73,0.007887365
26/02/2013,26.52,-0.00900907
25/02/2013,26.76,-0.050994296
22/02/2013,28.16,0.030649596
21/02/2013,27.31,-0.001829157
20/02/2013,27.36,0.006600684
19/02/2013,27.18,0.004424786
15/02/2013,27.06,-0.018671602
14/02/2013,27.57,0.01904122
13/02/2013,27.05,0.006676583
12/02/2013,26.87,0.010851369
11/02/2013,26.58,-0.005627477
08/02/2013,26.73,0.001122965
07/02/2013,26.7,0.015855372
06/02/2013,26.28,0.019597169
05/02/2013,25.77,0.012888286
04/02/2013,25.44,0.005518343
01/02/2013,25.3,-0.005911347
31/01/2013,25.45,0.005911347
30/01/2013,25.3,-0.001185068
29/01/2013,25.33,0.011115636
28/01/2013,25.05,-0.001994019
25/01/2013,25.1,0.012024193
24/01/2013,24.8,0.016260521
23/01/2013,24.4,-0.001228753
22/01/2013,24.43,0.013600045
18/01/2013,24.1,0.005408792
17/01/2013,23.97,0.004180608
16/01/2013,23.87,-0.009174376
15/01/2013,24.09,0.003326406
14/01/2013,24.01,-0.007468914
11/01/2013,24.19,0.001240952
10/01/2013,24.16,0.012914156
09/01/2013,23.85,-0.002930712
08/01/2013,23.92,0.004609269
07/01/2013,23.81,-0.00836475
04/01/2013,24.01,-0.003326406
03/01/2013,24.09,-0.005381921
02/01/2013,24.22,0.017913414
31/12/2012,23.79,0.013542314
28/12/2012,23.47,-0.011017061
27/12/2012,23.73,-0.005463346
26/12/2012,23.86,-0.003764907
24/12/2012,23.95,0.004603482
21/12/2012,23.84,-0.014987791
20/12/2012,24.2,0.009549585
19/12/2012,23.97,-0.012025855
18/12/2012,24.26,0.024198094
17/12/2012,23.68,0.017465833
14/12/2012,23.27,0.002151001
13/12/2012,23.22,-0.025091684
12/12/2012,23.81,0.018224704
11/12/2012,23.38,0.005575824
10/12/2012,23.25,0.002152853
07/12/2012,23.2,0.003886854
06/12/2012,23.11,-0.003455727
05/12/2012,23.19,0.008226935
04/12/2012,23,0.024649135
03/12/2012,22.44,0.013007584
30/11/2012,22.15,0.023294043
29/11/2012,21.64,0.017245825
28/11/2012,21.27,0.017070116
27/11/2012,20.91,0.00143575
26/11/2012,20.88,-0.010481277
23/11/2012,21.1,0.003798675
21/11/2012,21.02,0.002381521
20/11/2012,20.97,0.004780124
19/11/2012,20.87,0.018863921
16/11/2012,20.48,-0.000976086
15/11/2012,20.5,-0.009708814
14/11/2012,20.7,-0.002412546
13/11/2012,20.75,-0.018620734
12/11/2012,21.14,-0.030742989
09/11/2012,21.8,0.016651634
08/11/2012,21.44,-0.014355421
07/11/2012,21.75,-0.06021886
06/11/2012,23.1,0.014388737
05/11/2012,22.77,0.007051594
02/11/2012,22.61,-0.01579673
01/11/2012,22.97,0.011824092
31/10/2012,22.7,0.00840527
26/10/2012,22.51,-0.013239381
25/10/2012,22.81,0.028008054
24/10/2012,22.18,-0.002701487
23/10/2012,22.24,-0.020912887
22/10/2012,22.71,0.003087103
19/10/2012,22.64,-0.019248188
18/10/2012,23.08,0.004342169
17/10/2012,22.98,0.023779192
16/10/2012,22.44,0.007155666
15/10/2012,22.28,0.007207238
12/10/2012,22.12,-0.005859832
11/10/2012,22.25,0.004956081
10/10/2012,22.14,-0.012121361
09/10/2012,22.41,-0.019006097
08/10/2012,22.84,-0.004368727
05/10/2012,22.94,-0.010407726
04/10/2012,23.18,0.012152927
03/10/2012,22.9,-0.003052106
02/10/2012,22.97,0.003488883
01/10/2012,22.89,0.006134989
28/09/2012,22.75,-0.016132898
27/09/2012,23.12,0.00390033
26/09/2012,23.03,0
25/09/2012,23.03,-0.037080745
24/09/2012,23.9,0.013903742
21/09/2012,23.57,-0.007186672
20/09/2012,23.74,-0.007135392
19/09/2012,23.91,0.021988201
18/09/2012,23.39,0
17/09/2012,23.39,-0.021151381
14/09/2012,23.89,0.042323051
13/09/2012,22.9,0.028794902
12/09/2012,22.25,0.009483024
11/09/2012,22.04,0.008658063
10/09/2012,21.85,-0.008658063
07/09/2012,22.04,0.024341041
06/09/2012,21.51,0.027334407
