Date,Close,CTL
02/01/2014,31.65,-0.006299233
31/12/2013,31.85,-0.003447739
30/12/2013,31.96,-0.001563233
27/12/2013,32.01,0.005010972
26/12/2013,31.85,0.005036208
24/12/2013,31.69,0.010467978
23/12/2013,31.36,0.0102565
20/12/2013,31.04,-0.0102565
19/12/2013,31.36,-0.015190165
18/12/2013,31.84,0.012642393
17/12/2013,31.44,0.015707968
16/12/2013,30.95,0.007133623
13/12/2013,30.73,-0.000975768
12/12/2013,30.76,0.00162681
11/12/2013,30.71,-0.025716621
10/12/2013,31.51,-0.000317309
09/12/2013,31.52,0.014379542
06/12/2013,31.07,0.013610061
05/12/2013,30.65,-0.006179886
04/12/2013,30.84,0.01535727
03/12/2013,30.37,0.002307567
02/12/2013,30.3,-0.013114942
29/11/2013,30.7,-0.000651254
27/11/2013,30.72,0.001302932
26/11/2013,30.68,-0.000651678
25/11/2013,30.7,0.000977676
22/11/2013,30.67,-0.013279547
21/11/2013,31.08,-0.022901764
20/11/2013,31.8,-0.006582064
19/11/2013,32.01,-0.005607491
18/11/2013,32.19,0.002799815
15/11/2013,32.1,0.008132669
14/11/2013,31.84,0.011370937
13/11/2013,31.48,0.001589573
12/11/2013,31.43,-0.002542105
11/11/2013,31.51,0.005728851
08/11/2013,31.33,-0.015204601
07/11/2013,31.81,-0.06333928
06/11/2013,33.89,0.015163067
05/11/2013,33.38,-0.011319751
04/11/2013,33.76,0.005346018
01/11/2013,33.58,-0.008303725
31/10/2013,33.86,0.009793816
30/10/2013,33.53,-0.008316056
29/10/2013,33.81,0.008614341
28/10/2013,33.52,0.007486186
25/10/2013,33.27,0.001503986
24/10/2013,33.22,-0.00510435
23/10/2013,33.39,-0.000898069
22/10/2013,33.42,0.012950038
21/10/2013,32.99,-0.000606061
18/10/2013,33.01,-0.007244221
17/10/2013,33.25,0.009974391
16/10/2013,32.92,0.011917635
15/10/2013,32.53,-0.00460053
14/10/2013,32.68,-0.016388834
11/10/2013,33.22,-0.003605773
10/10/2013,33.34,0.035102032
09/10/2013,32.19,0.02867693
08/10/2013,31.28,-0.004147398
07/10/2013,31.41,0.006708219
04/10/2013,31.2,0.000320564
03/10/2013,31.19,-0.013375996
02/10/2013,31.61,-0.00473411
01/10/2013,31.76,0.012036889
30/09/2013,31.38,-0.012666414
27/09/2013,31.78,-0.010330347
26/09/2013,32.11,0.003431605
25/09/2013,32,-0.005298438
24/09/2013,32.17,-0.002173576
23/09/2013,32.24,-0.001239926
20/09/2013,32.28,-0.013232998
19/09/2013,32.71,0.004903473
18/09/2013,32.55,0.003693448
17/09/2013,32.43,0.004945914
16/09/2013,32.27,-0.002166848
13/09/2013,32.34,-0.001236094
12/09/2013,32.38,-0.006464545
11/09/2013,32.59,-0.000920104
10/09/2013,32.62,0.01856489
09/09/2013,32.02,0.003754698
06/09/2013,31.9,-0.007184163
05/09/2013,32.13,-0.011449916
04/09/2013,32.5,-0.012536474
03/09/2013,32.91,-0.006360767
30/08/2013,33.12,0.000604047
29/08/2013,33.1,0.011852441
28/08/2013,32.71,-0.007006883
27/08/2013,32.94,-0.006053287
26/08/2013,33.14,-0.004816385
23/08/2013,33.3,0.021858794
22/08/2013,32.58,0.00801237
21/08/2013,32.32,-0.00801237
20/08/2013,32.58,0.000614062
19/08/2013,32.56,-0.010995835
16/08/2013,32.92,-0.016569139
15/08/2013,33.47,-0.007738134
14/08/2013,33.73,-0.004437221
13/08/2013,33.88,-0.005885832
12/08/2013,34.08,0.005590716
09/08/2013,33.89,-0.013773111
08/08/2013,34.36,-0.057400915
07/08/2013,36.39,0.005787532
06/08/2013,36.18,0.002490661
05/08/2013,36.09,-0.000554017
02/08/2013,36.11,-0.005798718
01/08/2013,36.32,0.013024987
31/07/2013,35.85,0.003632811
30/07/2013,35.72,-0.011966193
29/07/2013,36.15,0.003325024
26/07/2013,36.03,0.005566393
25/07/2013,35.83,-0.00111576
24/07/2013,35.87,-0.00194959
23/07/2013,35.94,0.000556638
22/07/2013,35.92,-0.001668985
19/07/2013,35.98,0.004736045
18/07/2013,35.81,-0.008342651
17/07/2013,36.11,-0.004421118
16/07/2013,36.27,0.000827472
15/07/2013,36.24,0
12/07/2013,36.24,0.006366804
11/07/2013,36.01,0.015391377
10/07/2013,35.46,0.001976006
09/07/2013,35.39,0.001130902
08/07/2013,35.35,-0.002542733
05/07/2013,35.44,0.004808381
03/07/2013,35.27,0.000850943
02/07/2013,35.24,0.002557183
01/07/2013,35.15,-0.005673774
28/06/2013,35.35,0.002265648
27/06/2013,35.27,0.011979607
26/06/2013,34.85,-0.003151414
25/06/2013,34.96,0.028138187
24/06/2013,33.99,-0.005574314
21/06/2013,34.18,0.001463915
20/06/2013,34.13,-0.034555698
19/06/2013,35.33,-0.02543102
18/06/2013,36.24,0.006922359
17/06/2013,35.99,-0.001388311
14/06/2013,36.04,0.003056832
13/06/2013,35.93,0.015143307
12/06/2013,35.39,-0.002821672
11/06/2013,35.49,-0.003656311
10/06/2013,35.62,0.005348359
07/06/2013,35.43,-0.001973778
06/06/2013,35.5,0.016186638
05/06/2013,34.93,0.004878758
04/06/2013,34.76,0.00837792
03/06/2013,34.47,0.009326795
31/05/2013,34.15,-0.031135406
30/05/2013,35.23,-0.026332054
29/05/2013,36.17,-0.024577971
28/05/2013,37.07,-0.005380696
24/05/2013,37.27,-0.004283808
23/05/2013,37.43,0.011014215
22/05/2013,37.02,-0.005656581
21/05/2013,37.23,-0.010686717
20/05/2013,37.63,-0.001062417
17/05/2013,37.67,0.005857312
16/05/2013,37.45,-0.01062427
15/05/2013,37.85,0.00291044
14/05/2013,37.74,0.00159109
13/05/2013,37.68,0.001593626
10/05/2013,37.62,0.010152371
09/05/2013,37.24,-0.001609874
08/05/2013,37.3,0.006455106
07/05/2013,37.06,0.000269869
06/05/2013,37.05,-0.002426204
03/05/2013,37.14,0.002696146
02/05/2013,37.04,-0.004041498
01/05/2013,37.19,-0.010165952
30/04/2013,37.57,0.00319915
29/04/2013,37.45,0.008042939
26/04/2013,37.15,-0.010176842
25/04/2013,37.53,0.011523644
24/04/2013,37.1,-0.021070255
23/04/2013,37.89,0.014354313
22/04/2013,37.35,0.004830927
19/04/2013,37.17,0.008646366
18/04/2013,36.85,0.002445321
17/04/2013,36.76,-0.010822616
16/04/2013,37.16,0.012728676
15/04/2013,36.69,-0.014342013
12/04/2013,37.22,-0.001074114
11/04/2013,37.26,0.008354718
10/04/2013,36.95,0.016371443
09/04/2013,36.35,0.005240668
08/04/2013,36.16,0.0013837
05/04/2013,36.11,0.002495496
04/04/2013,36.02,0.02701346
03/04/2013,35.06,-0.00341686
02/04/2013,35.18,0.009137699
01/04/2013,34.86,-0.007715426
28/03/2013,35.13,0.000284698
27/03/2013,35.12,-0.002275314
26/03/2013,35.2,0.005983776
25/03/2013,34.99,-0.001142531
22/03/2013,35.03,0.01553541
21/03/2013,34.49,-0.002606053
20/03/2013,34.58,0.009588916
19/03/2013,34.25,0.001460921
18/03/2013,34.2,-0.004958447
15/03/2013,34.37,-0.010995481
14/03/2013,34.75,0.000863682
13/03/2013,34.72,0.004329636
12/03/2013,34.57,0.004057977
11/03/2013,34.43,0.001162453
08/03/2013,34.39,-0.004062687
07/03/2013,34.53,-0.030517126
06/03/2013,35.6,0.010447646
05/03/2013,35.23,0.003412002
04/03/2013,35.11,0.006285735
01/03/2013,34.89,0.006325496
28/02/2013,34.67,0.004625623
27/02/2013,34.51,0.011072374
26/02/2013,34.13,0.001172677
25/02/2013,34.09,-0.016004998
22/02/2013,34.64,0.010738748
21/02/2013,34.27,0.009970757
20/02/2013,33.93,-0.006170139
19/02/2013,34.14,0.033356279
15/02/2013,33.02,0.022975432
14/02/2013,32.27,-0.256123286
13/02/2013,41.69,-0.001677652
12/02/2013,41.76,0.006004582
11/02/2013,41.51,0.003620132
08/02/2013,41.36,0.004604394
07/02/2013,41.17,0.009027754
06/02/2013,40.8,0.005653204
05/02/2013,40.57,-0.008345655
04/02/2013,40.91,-0.005849395
01/02/2013,41.15,0.017157284
31/01/2013,40.45,0.001236859
30/01/2013,40.4,-0.008135137
29/01/2013,40.73,0.011606501
28/01/2013,40.26,0.003234236
25/01/2013,40.13,0.00074785
24/01/2013,40.1,-0.00621506
23/01/2013,40.35,-0.000743218
22/01/2013,40.38,0.008955284
18/01/2013,40.02,0.008028141
17/01/2013,39.7,0.003027248
16/01/2013,39.58,-0.005291684
15/01/2013,39.79,-0.0070123
14/01/2013,40.07,-0.006219699
11/01/2013,40.32,0.003478264
10/01/2013,40.18,0.008748962
09/01/2013,39.83,0.002513827
08/01/2013,39.73,-0.010017614
07/01/2013,40.13,0.005497265
04/01/2013,39.91,0.003765537
03/01/2013,39.76,-0.010507978
02/01/2013,40.18,0.026735514
31/12/2012,39.12,0.014418375
28/12/2012,38.56,-0.010320009
27/12/2012,38.96,-0.004353957
26/12/2012,39.13,-0.003826047
24/12/2012,39.28,-0.00025455
21/12/2012,39.29,-0.011639808
20/12/2012,39.75,0
19/12/2012,39.75,-0.010012599
18/12/2012,40.15,0.017081551
17/12/2012,39.47,0.010441964
14/12/2012,39.06,0.003590668
13/12/2012,38.92,-0.003846652
12/12/2012,39.07,0.012880137
11/12/2012,38.57,0.01409945
10/12/2012,38.03,0.002369357
07/12/2012,37.94,-0.023187179
06/12/2012,38.83,-0.001286836
05/12/2012,38.88,-0.010235504
04/12/2012,39.28,0.002549071
03/12/2012,39.18,0.008715769
30/11/2012,38.84,0.003611043
29/11/2012,38.7,0.0038835
28/11/2012,38.55,0.000778513
27/11/2012,38.52,0.003120127
26/11/2012,38.4,-0.003120127
23/11/2012,38.52,0.018075148
21/11/2012,37.83,-0.006324132
20/11/2012,38.07,0.004211641
19/11/2012,37.91,0.010074316
16/11/2012,37.53,-0.004784698
15/11/2012,37.71,-0.011600446
14/11/2012,38.15,-0.016378892
13/11/2012,38.78,-0.003603608
12/11/2012,38.92,0.002830312
09/11/2012,38.81,-0.011018689
08/11/2012,39.24,0.035273366
07/11/2012,37.88,-0.015975199
06/11/2012,38.49,0.001560063
05/11/2012,38.43,0.002605525
02/11/2012,38.33,-0.004425362
01/11/2012,38.5,0.003121751
31/10/2012,38.38,-0.004678979
26/10/2012,38.56,-0.003107201
25/10/2012,38.68,0.000517197
24/10/2012,38.66,0.01040051
23/10/2012,38.26,-0.007810506
22/10/2012,38.56,-0.010320009
19/10/2012,38.96,-0.009960496
18/10/2012,39.35,0.000508388
17/10/2012,39.33,0.009965586
16/10/2012,38.94,0.003859518
15/10/2012,38.79,-0.006936444
12/10/2012,39.06,-0.003067487
11/10/2012,39.18,-0.010157528
10/10/2012,39.58,0.002276465
09/10/2012,39.49,-0.005051791
08/10/2012,39.69,-0.003270032
05/10/2012,39.82,0.004278351
04/10/2012,39.65,-0.005783997
03/10/2012,39.88,0.010334055
02/10/2012,39.47,0.006354069
01/10/2012,39.22,-0.029642964
28/09/2012,40.4,-0.010342372
27/09/2012,40.82,-0.009993989
26/09/2012,41.23,-0.017073879
25/09/2012,41.94,-0.003807715
24/09/2012,42.1,0.005000606
21/09/2012,41.89,-0.008793877
20/09/2012,42.26,0.001894837
19/09/2012,42.18,-0.006380738
18/09/2012,42.45,0.008754344
17/09/2012,42.08,-0.006867996
14/09/2012,42.37,-0.012664334
13/09/2012,42.91,0.007250646
12/09/2012,42.6,0.005649733
11/09/2012,42.36,0.011396135
10/09/2012,41.88,-0.001193175
07/09/2012,41.93,-0.024035087
06/09/2012,42.95,0.005837728
05/09/2012,42.7,-0.000702329
04/09/2012,42.73,0.011060237
31/08/2012,42.26,0.004268444
30/08/2012,42.08,-0.007103984
29/08/2012,42.38,0.009721475
28/08/2012,41.97,0.000238294
27/08/2012,41.96,-0.007124229
24/08/2012,42.26,0.014059567
23/08/2012,41.67,0.003847083
22/08/2012,41.51,0.001205255
21/08/2012,41.46,-0.005532185
20/08/2012,41.69,-0.008835878
17/08/2012,42.06,0.001665676
16/08/2012,41.99,-0.007119157
15/08/2012,42.29,-0.010584598
14/08/2012,42.74,-0.002570395
13/08/2012,42.85,0.001634941
10/08/2012,42.78,0.005625894
09/08/2012,42.54,0.012299114
08/08/2012,42.02,0.004053898
07/08/2012,41.85,0.002152853
06/08/2012,41.76,0.000479042
03/08/2012,41.74,0.001678456
02/08/2012,41.67,-0.010741242
01/08/2012,42.12,0.013865869
31/07/2012,41.54,0.004100838
30/07/2012,41.37,0.000967352
27/07/2012,41.33,0.011681807
26/07/2012,40.85,0.012563289
25/07/2012,40.34,-0.006917024
24/07/2012,40.62,-0.009799196
23/07/2012,41.02,-0.011151631
20/07/2012,41.48,-0.00264837
19/07/2012,41.59,0.019913237
18/07/2012,40.77,-0.024471239
17/07/2012,41.78,0.01762692
16/07/2012,41.05,0.007825914
13/07/2012,40.73,0.015837995
12/07/2012,40.09,0.004249475
11/07/2012,39.92,0.013873346
10/07/2012,39.37,-0.003802768
09/07/2012,39.52,0.004056801
06/07/2012,39.36,-0.000508001
05/07/2012,39.38,-0.007841194
03/07/2012,39.69,0.000756144
02/07/2012,39.66,0.004295648
29/06/2012,39.49,0.017627229
28/06/2012,38.8,0.005427071
27/06/2012,38.59,0.007543279
26/06/2012,38.3,0.003924138
25/06/2012,38.15,-0.012762252
22/06/2012,38.64,0.003889542
21/06/2012,38.49,-0.009566977
20/06/2012,38.86,-0.004877432
19/06/2012,39.05,0.010037403
18/06/2012,38.66,0.007268983
15/06/2012,38.38,0.017611179
14/06/2012,37.71,0.010395935
13/06/2012,37.32,-0.001606426
12/06/2012,37.38,-0.005336192
11/06/2012,37.58,0.003999472
08/06/2012,37.43,0.008047254
07/06/2012,37.13,-0.005372025
06/06/2012,37.33,-0.006674701
05/06/2012,37.58,0.004266673
04/06/2012,37.42,0.009936969
01/06/2012,37.05,-0.056918469
31/05/2012,39.22,-0.000764623
30/05/2012,39.25,-0.002290369
29/05/2012,39.34,0.010219813
25/05/2012,38.94,0.0061824
24/05/2012,38.7,-0.00206505
23/05/2012,38.78,0.006727063
22/05/2012,38.52,-0.004920378
21/05/2012,38.71,0.003104789
18/05/2012,38.59,0.005456685
17/05/2012,38.38,-0.006233786
16/05/2012,38.62,-0.0002589
15/05/2012,38.63,-0.013371246
14/05/2012,39.15,-0.00940645
11/05/2012,39.52,-0.000253004
10/05/2012,39.53,0.036320799
09/05/2012,38.12,-0.001310788
08/05/2012,38.17,-0.009646796
07/05/2012,38.54,0.001817946
04/05/2012,38.47,-0.007252039
03/05/2012,38.75,-0.002319888
02/05/2012,38.84,-0.00385456
01/05/2012,38.99,0.011089733
30/04/2012,38.56,-0.001036807
27/04/2012,38.6,0.003893581
26/04/2012,38.45,0.010983374
25/04/2012,38.03,0.002369357
24/04/2012,37.94,0.004226102
23/04/2012,37.78,-0.008959217
20/04/2012,38.12,0.001312508
19/04/2012,38.07,-0.008630889
18/04/2012,38.4,-0.003639203
17/04/2012,38.54,0.011219948
16/04/2012,38.11,0.000524934
13/04/2012,38.09,-0.009926936
12/04/2012,38.47,0.009139638
11/04/2012,38.12,0.004996723
10/04/2012,37.93,-0.011012172
09/04/2012,38.35,-0.004423059
05/04/2012,38.52,-0.001556421
04/04/2012,38.58,-0.002847161
03/04/2012,38.69,-0.001033325
02/04/2012,38.73,0.002067718
30/03/2012,38.65,0.000258766
29/03/2012,38.64,-0.000258766
28/03/2012,38.65,-0.01208707
27/03/2012,39.12,-0.001021972
26/03/2012,39.16,0.005120339
23/03/2012,38.96,-0.003586988
22/03/2012,39.1,-0.010684406
21/03/2012,39.52,0.00940645
20/03/2012,39.15,-0.005603683
19/03/2012,39.37,0.007393278
16/03/2012,39.08,-0.003320989
15/03/2012,39.21,0.00025507
14/03/2012,39.2,-0.004073325
13/03/2012,39.36,0.009701378
12/03/2012,38.98,-0.001025641
09/03/2012,39.02,0.007718073
08/03/2012,38.72,0.000775094
07/03/2012,38.69,0.002069858
06/03/2012,38.61,-0.001552795
05/03/2012,38.67,-0.009266476
02/03/2012,39.03,-0.022045743
01/03/2012,39.9,-0.00873368
29/02/2012,40.25,-0.003719781
28/02/2012,40.4,0.009950331
27/02/2012,40,0.002002003
24/02/2012,39.92,0.01285786
23/02/2012,39.41,0.003049558
22/02/2012,39.29,-0.003556914
21/02/2012,39.43,0.004320759
17/02/2012,39.26,0.021888346
16/02/2012,38.41,0.015215404
15/02/2012,37.83,0.000264375
14/02/2012,37.82,-0.006851147
13/02/2012,38.08,0.001576873
10/02/2012,38.02,0.000526177
09/02/2012,38,0.002898935
08/02/2012,37.89,0.010612994
07/02/2012,37.49,0.010187756
06/02/2012,37.11,-0.007784229
03/02/2012,37.4,0.007784229
02/02/2012,37.11,-0.010721089
01/02/2012,37.51,0.012879169
31/01/2012,37.03,0.001621622
30/01/2012,36.97,-0.007813592
27/01/2012,37.26,0.002956594
26/01/2012,37.15,-0.010176842
25/01/2012,37.53,0.015845638
24/01/2012,36.94,-0.017177019
23/01/2012,37.58,-0.00979751
20/01/2012,37.95,0.012728891
19/01/2012,37.47,0.000266916
18/01/2012,37.46,0.01343745
17/01/2012,36.96,0.010061268
13/01/2012,36.59,-0.001365561
12/01/2012,36.64,0.000819113
11/01/2012,36.61,-0.010055799
10/01/2012,36.98,0.004064496
09/01/2012,36.83,-0.005145577
06/01/2012,37.02,0.00568876
05/01/2012,36.81,-0.007577844
04/01/2012,37.09,-0.006449901
03/01/2012,37.33,0.003488532
30/12/2011,37.2,0.000268853
29/12/2011,37.19,0.014080926
28/12/2011,36.67,-0.013273932
27/12/2011,37.16,0.001615944
23/12/2011,37.1,0.005676458
22/12/2011,36.89,0.009532961
21/12/2011,36.54,0.017391743
20/12/2011,35.91,0.027669749
19/12/2011,34.93,-0.009403118
16/12/2011,35.26,-0.001133787
15/12/2011,35.3,-0.001415428
14/12/2011,35.35,-0.003106908
13/12/2011,35.46,-0.006465237
12/12/2011,35.69,-0.000840219
09/12/2011,35.72,0.001120448
08/12/2011,35.68,-0.012809977
07/12/2011,36.14,-0.001658834
06/12/2011,36.2,0.004984779
05/12/2011,36.02,0.015105182
02/12/2011,35.48,-0.040055071
01/12/2011,36.93,-0.015849895
30/11/2011,37.52,0.03167992
29/11/2011,36.35,0.000550358
28/11/2011,36.33,0.017493157
25/11/2011,35.7,0.005617992
23/11/2011,35.5,-0.026134376
22/11/2011,36.44,-0.012544479
21/11/2011,36.9,-0.009440394
18/11/2011,37.25,0.008086297
17/11/2011,36.95,-0.008086297
16/11/2011,37.25,-0.008820049
15/11/2011,37.58,0.000266134
14/11/2011,37.57,-0.006896579
11/11/2011,37.83,0.009828742
10/11/2011,37.46,0.0188634
09/11/2011,36.76,-0.020996734
08/11/2011,37.54,0.026725845
07/11/2011,36.55,0.008793681
04/11/2011,36.23,-0.010160736
03/11/2011,36.6,0.05764069
02/11/2011,34.55,0.000289477
01/11/2011,34.54,-0.020631104
31/10/2011,35.26,-0.019658033
28/10/2011,35.96,0.005018132
27/10/2011,35.78,0.033824455
26/10/2011,34.59,0.0136809
25/10/2011,34.12,-0.022029876
24/10/2011,34.88,-0.008848352
21/10/2011,35.19,0.012007005
20/10/2011,34.77,0.003745862
19/10/2011,34.64,-0.001730603
18/10/2011,34.7,0.010720079
17/10/2011,34.33,-0.007834075
14/10/2011,34.6,0.008416825
13/10/2011,34.31,-0.002038143
12/10/2011,34.38,0.025332724
11/10/2011,33.52,-0.000596481
10/10/2011,33.54,0.022615166
07/10/2011,32.79,0.015675747
06/10/2011,32.28,0.001239926
05/10/2011,32.24,0.002173576
04/10/2011,32.17,0.001866833
03/10/2011,32.11,-0.030969821
30/09/2011,33.12,-0.017953804
29/09/2011,33.72,0.00386273
28/09/2011,33.59,-0.0133079
27/09/2011,34.04,0.00146994
26/09/2011,33.99,0.018409071
23/09/2011,33.37,0.014488633
22/09/2011,32.89,-0.016883126
21/09/2011,33.45,-0.034957297
20/09/2011,34.64,0
19/09/2011,34.64,-0.009481467
16/09/2011,34.97,0.020803986
15/09/2011,34.25,-0.01189972
14/09/2011,34.66,0.000577201
13/09/2011,34.64,0.037951311
12/09/2011,33.35,0.008431245
09/09/2011,33.07,-0.018277662
08/09/2011,33.68,-0.00503481
07/09/2011,33.85,0.018485917
06/09/2011,33.23,-0.027309504
02/09/2011,34.15,-0.004674271
01/09/2011,34.31,-0.052240092
31/08/2011,36.15,0.022095711
30/08/2011,35.36,-0.001695395
29/08/2011,35.42,0.028057953
26/08/2011,34.44,0.000290402
25/08/2011,34.43,-0.012698583
24/08/2011,34.87,0.01153748
23/08/2011,34.47,0.014023017
22/08/2011,33.99,0.008568526
19/08/2011,33.7,-0.010919394
18/08/2011,34.07,-0.035748978
17/08/2011,35.31,0.02669121
16/08/2011,34.38,-0.01730147
15/08/2011,34.98,0.010633812
12/08/2011,34.61,0.004343427
11/08/2011,34.46,0.031842313
10/08/2011,33.38,-0.014867952
09/08/2011,33.88,0.062729847
08/08/2011,31.82,-0.05799611
05/08/2011,33.72,0.014036366
04/08/2011,33.25,-0.041531517
03/08/2011,34.66,-0.063437945
02/08/2011,36.93,-0.001893684
01/08/2011,37,-0.002968562
29/07/2011,37.11,-0.003496977
28/07/2011,37.24,-0.010152371
27/07/2011,37.62,-0.017130476
26/07/2011,38.27,0.008396796
25/07/2011,37.95,-0.01853597
22/07/2011,38.66,0.010139174
21/07/2011,38.27,0.013415958
20/07/2011,37.76,-0.004755623
19/07/2011,37.94,0.002903526
18/07/2011,37.83,-0.015475719
15/07/2011,38.42,-0.003118506
14/07/2011,38.54,-0.006207987
13/07/2011,38.78,-0.01357429
12/07/2011,39.31,-0.003808561
11/07/2011,39.46,-0.021312077
08/07/2011,40.31,-0.009874185
07/07/2011,40.71,-0.004900769
06/07/2011,40.91,-0.002197535
05/07/2011,41,-0.00073144
01/07/2011,41.03,0.014731423
30/06/2011,40.43,0.004213663
29/06/2011,40.26,0.011491508
28/06/2011,39.8,0.004280505
27/06/2011,39.63,0.01193059
24/06/2011,39.16,-0.013947227
23/06/2011,39.71,-0.007026378
22/06/2011,39.99,-0.001748907
21/06/2011,40.06,0.011549212
20/06/2011,39.6,0.003795071
17/06/2011,39.45,-0.001772826
16/06/2011,39.52,0.004819286
15/06/2011,39.33,-0.019638093
14/06/2011,40.11,0.006503275
13/06/2011,39.85,-0.006004521
10/06/2011,40.09,-0.019758608
09/06/2011,40.89,0.0076102
08/06/2011,40.58,0.005931802
07/06/2011,40.34,-0.009866878
06/06/2011,40.74,-0.012683097
03/06/2011,41.26,-0.010847401
02/06/2011,41.71,-0.022989518
01/06/2011,42.68,-0.011878561
31/05/2011,43.19,0.00371144
27/05/2011,43.03,0.001860898
26/05/2011,42.95,0.008886869
25/05/2011,42.57,-0.009585111
24/05/2011,42.98,-0.00162734
23/05/2011,43.05,-0.003478264
20/05/2011,43.2,-0.003696862
19/05/2011,43.36,0.008337241
18/05/2011,43,0.007001195
17/05/2011,42.7,0.010121306
16/05/2011,42.27,-0.003542335
13/05/2011,42.42,0.010188454
12/05/2011,41.99,0.013909097
11/05/2011,41.41,0.001208167
10/05/2011,41.36,0.013142073
09/05/2011,40.82,-0.003911985
06/05/2011,40.98,0.012276118
05/05/2011,40.48,0.00272109
04/05/2011,40.37,-0.005434796
03/05/2011,40.59,-0.00221484
02/05/2011,40.68,-0.002455194
29/04/2011,40.78,0.008867053
28/04/2011,40.42,0.006951369
27/04/2011,40.14,-0.00447428
26/04/2011,40.32,0.023335647
25/04/2011,39.39,-0.003041827
21/04/2011,39.51,-0.00101189
20/04/2011,39.55,0.005578108
19/04/2011,39.33,-0.004566218
18/04/2011,39.51,-0.013075369
15/04/2011,40.03,0.000749719
14/04/2011,40,-0.00548493
13/04/2011,40.22,0.009743987
12/04/2011,39.83,-0.011234671
11/04/2011,40.28,-0.004458764
08/04/2011,40.46,-0.003454235
07/04/2011,40.6,-0.000984737
06/04/2011,40.64,0.01237946
05/04/2011,40.14,-0.002239643
04/04/2011,40.23,-0.01969052
01/04/2011,41.03,-0.012594015
31/03/2011,41.55,-0.004322773
30/03/2011,41.73,0.006732413
29/03/2011,41.45,0.012136071
28/03/2011,40.95,-0.000488281
25/03/2011,40.97,0.00685773
24/03/2011,40.69,-0.005147701
23/03/2011,40.9,0.000244529
22/03/2011,40.89,0.010077509
21/03/2011,40.48,-0.03280576
18/03/2011,41.83,0.024686636
17/03/2011,40.81,0.028331915
16/03/2011,39.67,-0.01003269
15/03/2011,40.07,-0.008944159
14/03/2011,40.43,-0.00049456
11/03/2011,40.45,0.002475249
10/03/2011,40.35,-0.008145176
09/03/2011,40.68,0.003940892
08/03/2011,40.52,0.010668753
07/03/2011,40.09,-0.007702858
04/03/2011,40.4,-0.010097364
03/03/2011,40.81,-0.002936141
02/03/2011,40.93,0.010561316
01/03/2011,40.5,-0.016650727
28/02/2011,41.18,0.018133307
25/02/2011,40.44,0.00919147
24/02/2011,40.07,0.000499251
23/02/2011,40.05,-0.016099419
22/02/2011,40.7,-0.012938054
18/02/2011,41.23,-0.022542921
17/02/2011,42.17,-0.011552645
16/02/2011,42.66,-0.027056801
15/02/2011,43.83,-0.029450257
14/02/2011,45.14,0.000886525
11/02/2011,45.1,0.008908745
10/02/2011,44.7,0.004484312
09/02/2011,44.5,0
08/02/2011,44.5,0.007443364
07/02/2011,44.17,0.012071665
04/02/2011,43.64,-0.004572482
03/02/2011,43.84,0.005948313
02/02/2011,43.58,0.003217654
01/02/2011,43.44,0.004614683
31/01/2011,43.24,0.005100869
28/01/2011,43.02,-0.012014932
