Date,Close,EOG
01/05/2013,118.83,-0.019418086
30/04/2013,121.16,-0.006335123
29/04/2013,121.93,0.023315721
26/04/2013,119.12,-0.022741456
25/04/2013,121.86,0.015964606
24/04/2013,119.93,0.024734304
23/04/2013,117,0.0051414
22/04/2013,116.4,0.025758473
19/04/2013,113.44,-0.016350091
18/04/2013,115.31,0.004258469
17/04/2013,114.82,-0.037017519
16/04/2013,119.15,0.025156421
15/04/2013,116.19,-0.066102621
12/04/2013,124.13,-0.03273005
11/04/2013,128.26,-0.002802867
10/04/2013,128.62,0.002880837
09/04/2013,128.25,0.010660915
08/04/2013,126.89,0.017008835
05/04/2013,124.75,0.015266239
04/04/2013,122.86,-0.026029747
03/04/2013,126.1,-0.023124683
02/04/2013,129.05,0.004193204
01/04/2013,128.51,0.003429733
28/03/2013,128.07,-0.001014555
27/03/2013,128.2,-0.005445365
26/03/2013,128.9,0.039400714
25/03/2013,123.92,-0.008517528
22/03/2013,124.98,0.008678936
21/03/2013,123.9,-0.018710068
20/03/2013,126.24,-0.008125957
19/03/2013,127.27,-0.012958807
18/03/2013,128.93,-0.011490391
15/03/2013,130.42,-0.010753202
14/03/2013,131.83,0.014902267
13/03/2013,129.88,-0.001538699
12/03/2013,130.08,0.01097638
11/03/2013,128.66,-0.000155436
08/03/2013,128.68,0.00874186
07/03/2013,127.56,0.015484588
06/03/2013,125.6,0.007191401
05/03/2013,124.7,0.023612603
04/03/2013,121.79,-0.009886105
01/03/2013,123,-0.021793312
28/02/2013,125.71,-0.0095793
27/02/2013,126.92,0.027315811
26/02/2013,123.5,0.014107137
25/02/2013,121.77,-0.028896025
22/02/2013,125.34,0.010425951
21/02/2013,124.04,-0.026649153
20/02/2013,127.39,-0.030992859
19/02/2013,131.4,0.016961917
15/02/2013,129.19,-0.031543069
14/02/2013,133.33,-0.002023003
13/02/2013,133.6,-0.003735529
12/02/2013,134.1,0.005683533
11/02/2013,133.34,0.000450079
08/02/2013,133.28,0.026688526
07/02/2013,129.77,0.000770891
06/02/2013,129.67,0.00657668
05/02/2013,128.82,0.011948133
04/02/2013,127.29,-0.010238864
01/02/2013,128.6,0.028553087
31/01/2013,124.98,-0.010664645
30/01/2013,126.32,-0.004896164
29/01/2013,126.94,0.021821364
28/01/2013,124.2,-0.008578238
25/01/2013,125.27,0.002237674
24/01/2013,124.99,0.001921999
23/01/2013,124.75,-0.013930574
22/01/2013,126.5,-0.002289866
18/01/2013,126.79,0.006012201
17/01/2013,126.03,0.005250609
16/01/2013,125.37,0.002155948
15/01/2013,125.1,0.003523386
14/01/2013,124.66,-0.007751048
11/01/2013,125.63,-0.003734164
10/01/2013,126.1,0.011725895
09/01/2013,124.63,0.003939387
08/01/2013,124.14,-0.014792578
07/01/2013,125.99,0.001509194
04/01/2013,125.8,0.012961218
03/01/2013,124.18,0.004034541
02/01/2013,123.68,0.023644084
31/12/2012,120.79,0.018212701
28/12/2012,118.61,-0.02514285
27/12/2012,121.63,0.000657949
26/12/2012,121.55,-0.009986985
24/12/2012,122.77,-0.006495111
21/12/2012,123.57,-0.006453197
20/12/2012,124.37,0.01555821
19/12/2012,122.45,-0.011933413
18/12/2012,123.92,0.024093615
17/12/2012,120.97,0.016503125
14/12/2012,118.99,0.004042111
13/12/2012,118.51,-0.018642128
12/12/2012,120.74,0.016787466
11/12/2012,118.73,0.008458141
10/12/2012,117.73,0.003232945
07/12/2012,117.35,-0.008569905
06/12/2012,118.36,-0.003036952
05/12/2012,118.72,0.013056565
04/12/2012,117.18,-0.000511902
03/12/2012,117.24,-0.003235973
30/11/2012,117.62,-0.000170025
29/11/2012,117.64,0.011026224
28/11/2012,116.35,0.010975351
27/11/2012,115.08,-0.01355046
26/11/2012,116.65,-0.019861457
23/11/2012,118.99,0.007169094
21/11/2012,118.14,0.006283454
20/11/2012,117.4,-0.010253893
19/11/2012,118.61,0.016491363
16/11/2012,116.67,0.004380886
15/11/2012,116.16,0.024399956
14/11/2012,113.36,-0.016795356
13/11/2012,115.28,0.004520961
12/11/2012,114.76,0.002093511
09/11/2012,114.52,-0.010855984
08/11/2012,115.77,-0.035886279
07/11/2012,120,-0.016365354
06/11/2012,121.98,0.043308414
05/11/2012,116.81,0.013878935
02/11/2012,115.2,-0.014478019
01/11/2012,116.88,0.003342335
31/10/2012,116.49,0.020817822
26/10/2012,114.09,0.014745753
25/10/2012,112.42,0.015418018
24/10/2012,110.7,0.004889985
23/10/2012,110.16,-0.017546678
22/10/2012,112.11,-0.008526564
19/10/2012,113.07,-0.014748753
18/10/2012,114.75,-0.004261061
17/10/2012,115.24,0.013101768
16/10/2012,113.74,0.031164628
15/10/2012,110.25,0.01342302
12/10/2012,108.78,-0.009606222
11/10/2012,109.83,0.003009167
10/10/2012,109.5,-0.014056001
09/10/2012,111.05,0.011137888
08/10/2012,109.82,-0.000819187
05/10/2012,109.91,-0.013644996
04/10/2012,111.42,0.003056182
03/10/2012,111.08,-0.035898117
02/10/2012,115.14,0.008285052
01/10/2012,114.19,0.018918527
28/09/2012,112.05,-0.010210966
27/09/2012,113.2,0.023236077
26/09/2012,110.6,-0.016321768
25/09/2012,112.42,-0.007002644
24/09/2012,113.21,-0.006515255
21/09/2012,113.95,0.003516487
20/09/2012,113.55,-0.000176118
19/09/2012,113.57,-0.020135786
18/09/2012,115.88,-0.004477362
17/09/2012,116.4,-0.010426554
14/09/2012,117.62,0.020962967
13/09/2012,115.18,0.01928531
12/09/2012,112.98,0.004880006
11/09/2012,112.43,0.000266868
10/09/2012,112.4,-0.00426137
07/09/2012,112.88,0.004172406
06/09/2012,112.41,0.035034133
05/09/2012,108.54,-0.007160592
04/09/2012,109.32,0.009374207
31/08/2012,108.3,0.022504335
30/08/2012,105.89,-0.020193264
29/08/2012,108.05,-0.007101058
28/08/2012,108.82,-0.003211159
27/08/2012,109.17,0.002384447
24/08/2012,108.91,0.017599565
23/08/2012,107.01,-0.017599565
22/08/2012,108.91,0.001286292
21/08/2012,108.77,-0.007328053
20/08/2012,109.57,-0.014676835
17/08/2012,111.19,0.001800343
16/08/2012,110.99,0.010597445
15/08/2012,109.82,-0.004814471
14/08/2012,110.35,0.009560738
13/08/2012,109.3,-0.006293057
10/08/2012,109.99,0.005287159
09/08/2012,109.41,0.013897421
08/08/2012,107.9,-0.007754839
07/08/2012,108.74,0.027976461
06/08/2012,105.74,-0.009506401
03/08/2012,106.75,0.104892241
02/08/2012,96.12,-0.04406268
01/08/2012,100.45,0.024590577
31/07/2012,98.01,-0.015690963
30/07/2012,99.56,-0.014459044
27/07/2012,101.01,0.036187993
26/07/2012,97.42,0.017917729
25/07/2012,95.69,0.001987552
24/07/2012,95.5,-0.017644464
23/07/2012,97.2,-0.020669676
20/07/2012,99.23,0.009925137
19/07/2012,98.25,0.015901848
18/07/2012,96.7,0.015213381
17/07/2012,95.24,0.021223207
16/07/2012,93.24,0.003330293
13/07/2012,92.93,0.020437715
12/07/2012,91.05,-0.009074572
11/07/2012,91.88,0.027922136
10/07/2012,89.35,-0.023668435
09/07/2012,91.49,0.00933406
06/07/2012,90.64,-0.01489296
05/07/2012,92,-0.030929749
03/07/2012,94.89,0.064756341
02/07/2012,88.94,-0.013069161
29/06/2012,90.11,0.056499306
28/06/2012,85.16,-0.006670983
27/06/2012,85.73,0.020862328
26/06/2012,83.96,-0.011133598
25/06/2012,84.9,-0.031535189
22/06/2012,87.62,0.013096109
21/06/2012,86.48,-0.07204095
20/06/2012,92.94,-0.031873099
19/06/2012,95.95,0.012796483
18/06/2012,94.73,-0.019961994
15/06/2012,96.64,0.02281627
14/06/2012,94.46,0.018807992
13/06/2012,92.7,-0.015733187
12/06/2012,94.17,0.024074242
11/06/2012,91.93,-0.020989953
08/06/2012,93.88,-0.016585179
07/06/2012,95.45,0.005568119
06/06/2012,94.92,0.032659897
05/06/2012,91.87,0.016130267
04/06/2012,90.4,-0.013950905
01/06/2012,91.67,-0.079950399
31/05/2012,99.3,-0.016875931
30/05/2012,100.99,-0.037604625
29/05/2012,104.86,0.030107303
25/05/2012,101.75,0.00947968
24/05/2012,100.79,-0.008988159
23/05/2012,101.7,0.003644786
22/05/2012,101.33,0.011214329
21/05/2012,100.2,0.039596033
18/05/2012,96.31,-0.010637849
17/05/2012,97.34,-0.016404668
16/05/2012,98.95,-0.002624144
15/05/2012,99.21,-0.018277662
14/05/2012,101.04,-0.031083518
11/05/2012,104.23,-0.021638882
10/05/2012,106.51,0.0133266
09/05/2012,105.1,0.010617537
08/05/2012,103.99,-0.007472731
07/05/2012,104.77,-0.004950977
04/05/2012,105.29,-0.022723982
03/05/2012,107.71,-0.014470965
02/05/2012,109.28,-0.017686734
01/05/2012,111.23,0.01284853
30/04/2012,109.81,0.007220248
27/04/2012,109.02,0.004596864
26/04/2012,108.52,0.019446996
25/04/2012,106.43,0.018779004
24/04/2012,104.45,0.008171158
23/04/2012,103.6,0.005517122
20/04/2012,103.03,-0.008986002
19/04/2012,103.96,-0.00201797
18/04/2012,104.17,-0.006029592
17/04/2012,104.8,0.01956029
16/04/2012,102.77,-0.005434269
13/04/2012,103.33,-0.018125646
12/04/2012,105.22,0.021809963
11/04/2012,102.95,-0.010147466
10/04/2012,104,-0.032541653
09/04/2012,107.44,-0.016065344
05/04/2012,109.18,-0.012198604
04/04/2012,110.52,-0.027134832
03/04/2012,113.56,0.001850955
02/04/2012,113.35,0.02004968
30/03/2012,111.1,0.018899345
29/03/2012,109.02,-0.005579708
28/03/2012,109.63,-0.014938488
27/03/2012,111.28,-0.007876876
26/03/2012,112.16,0.003841177
23/03/2012,111.73,0.012428114
22/03/2012,110.35,-0.030873259
21/03/2012,113.81,-0.007876813
20/03/2012,114.71,-0.023094521
19/03/2012,117.39,0.005209902
16/03/2012,116.78,0.009896385
15/03/2012,115.63,0.008249797
14/03/2012,114.68,-0.01874542
13/03/2012,116.85,0.027063843
12/03/2012,113.73,-0.010930982
09/03/2012,114.98,0.004969712
08/03/2012,114.41,0.011162498
07/03/2012,113.14,0.003719122
06/03/2012,112.72,-0.004249298
05/03/2012,113.2,-0.006164705
02/03/2012,113.9,-0.026083538
01/03/2012,116.91,0.026434784
29/02/2012,113.86,-0.02386541
28/02/2012,116.61,0.008526082
27/02/2012,115.62,-0.016554823
24/02/2012,117.55,0.008972502
23/02/2012,116.5,0.00723642
22/02/2012,115.66,8.64641E-05
21/02/2012,115.65,0.011304468
17/02/2012,114.35,-0.028195169
16/02/2012,117.62,0.023919234
15/02/2012,114.84,0.009536797
14/02/2012,113.75,0.003258049
13/02/2012,113.38,0.013765148
10/02/2012,111.83,-0.005528817
09/02/2012,112.45,0.009201834
08/02/2012,111.42,0.002606157
07/02/2012,111.13,0.009675016
06/02/2012,110.06,0.008852442
03/02/2012,109.09,0.024216056
02/02/2012,106.48,0.005461921
01/02/2012,105.9,-0.002263725
31/01/2012,106.14,0.007850596
30/01/2012,105.31,0.011364301
27/01/2012,104.12,-0.006032479
26/01/2012,104.75,-0.019474996
25/01/2012,106.81,0.021386129
24/01/2012,104.55,-0.009992945
23/01/2012,105.6,0.02337719
20/01/2012,103.16,-0.018440784
19/01/2012,105.08,-0.002756001
18/01/2012,105.37,0.015783005
17/01/2012,103.72,0.006577698
13/01/2012,103.04,-0.008119124
12/01/2012,103.88,0.006858274
11/01/2012,103.17,-0.022522395
10/01/2012,105.52,0.032262416
09/01/2012,102.17,-0.002541546
06/01/2012,102.43,0.002737317
05/01/2012,102.15,0.005497216
04/01/2012,101.59,0.001379039
03/01/2012,101.45,0.029408
30/12/2011,98.51,0.004680513
29/12/2011,98.05,0.016556499
28/12/2011,96.44,-0.026299802
27/12/2011,99.01,0.007502063
23/12/2011,98.27,-0.000610376
22/12/2011,98.33,0.00152664
21/12/2011,98.18,0.002141219
20/12/2011,97.97,0.024802346
19/12/2011,95.57,-0.021837867
16/12/2011,97.68,0.033732118
15/12/2011,94.44,0.013538931
14/12/2011,93.17,-0.055630767
13/12/2011,98.5,-0.025558896
12/12/2011,101.05,-0.026368715
09/12/2011,103.75,0.030533735
08/12/2011,100.63,-0.023569784
07/12/2011,103.03,-0.017891974
06/12/2011,104.89,0.026861518
05/12/2011,102.11,-0.00439733
02/12/2011,102.56,0.000292554
01/12/2011,102.53,-0.01173233
30/11/2011,103.74,0.054576101
29/11/2011,98.23,0.027243456
28/11/2011,95.59,0.050638298
25/11/2011,90.87,-0.008110522
23/11/2011,91.61,-0.036125907
22/11/2011,94.98,-0.01078601
21/11/2011,96.01,-0.018881139
18/11/2011,97.84,0.008416349
17/11/2011,97.02,-0.037129347
16/11/2011,100.69,-0.016449521
15/11/2011,102.36,-0.0136809
14/11/2011,103.77,-0.002310137
11/11/2011,104.01,0.038916942
10/11/2011,100.04,0.018258438
09/11/2011,98.23,-0.036778403
08/11/2011,101.91,0.007287801
07/11/2011,101.17,-0.005028357
04/11/2011,101.68,0.016360486
03/11/2011,100.03,0.04070537
02/11/2011,96.04,0.111813798
01/11/2011,85.88,-0.040505223
31/10/2011,89.43,-0.062313639
28/10/2011,95.18,0.024892254
27/10/2011,92.84,0.060153492
26/10/2011,87.42,-0.001143249
25/10/2011,87.52,-0.039870903
24/10/2011,91.08,0.005063302
21/10/2011,90.62,0.036866391
20/10/2011,87.34,-0.006049901
19/10/2011,87.87,0.021278622
18/10/2011,86.02,0.055081712
17/10/2011,81.41,-0.03108056
14/10/2011,83.98,0.045805815
13/10/2011,80.22,-0.00905882
12/10/2011,80.95,0.010056575
11/10/2011,80.14,0.0091508
10/10/2011,79.41,0.058470414
07/10/2011,74.9,-0.047454159
06/10/2011,78.54,0.022403409
05/10/2011,76.8,0.041744729
04/10/2011,73.66,0.073940898
03/10/2011,68.41,-0.037301699
30/09/2011,71.01,-0.03826698
29/09/2011,73.78,-0.006888661
28/09/2011,74.29,-0.056522565
27/09/2011,78.61,0.024858
26/09/2011,76.68,0.039366785
23/09/2011,73.72,-0.040279254
22/09/2011,76.75,-0.08345457
21/09/2011,83.43,-0.043278522
20/09/2011,87.12,-0.007319337
19/09/2011,87.76,-0.026980054
16/09/2011,90.16,-0.002658398
15/09/2011,90.4,0.029752405
14/09/2011,87.75,0.011461444
13/09/2011,86.75,0.00740487
12/09/2011,86.11,0.009216655
09/09/2011,85.32,-0.045032527
08/09/2011,89.25,-0.015785121
07/09/2011,90.67,0.041778299
06/09/2011,86.96,-0.015857956
02/09/2011,88.35,-0.034158074
01/09/2011,91.42,-0.012716872
31/08/2011,92.59,0.004221014
30/08/2011,92.2,0.007074859
29/08/2011,91.55,0.018743658
26/08/2011,89.85,0.017854609
25/08/2011,88.26,-0.018633382
24/08/2011,89.92,0.010621152
23/08/2011,88.97,0.02989043
22/08/2011,86.35,-0.014029669
19/08/2011,87.57,-0.000684932
18/08/2011,87.63,-0.070171377
17/08/2011,94,-0.006151255
16/08/2011,94.58,-0.017918434
15/08/2011,96.29,0.022475216
12/08/2011,94.15,0.010785518
11/08/2011,93.14,0.068310568
10/08/2011,86.99,-0.043526691
09/08/2011,90.86,0.025188003
08/08/2011,88.6,-0.079382653
05/08/2011,95.92,0.040313888
04/08/2011,92.13,-0.061562753
03/08/2011,97.98,-0.012475439
02/08/2011,99.21,-0.024001551
01/08/2011,101.62,-0.003732447
29/07/2011,102,-0.013922242
28/07/2011,103.43,-0.006168694
27/07/2011,104.07,-0.023738297
26/07/2011,106.57,0.00338378
25/07/2011,106.21,-0.00338378
22/07/2011,106.57,0.009522535
21/07/2011,105.56,0.016717206
20/07/2011,103.81,-0.002117014
19/07/2011,104.03,0.024423496
18/07/2011,101.52,0.003255886
15/07/2011,101.19,0.045283128
14/07/2011,96.71,-0.022796796
13/07/2011,98.94,0.000505485
12/07/2011,98.89,-0.001212734
11/07/2011,99.01,-0.028967337
08/07/2011,101.92,-0.015866396
07/07/2011,103.55,0.012438213
06/07/2011,102.27,-0.00944
05/07/2011,103.24,0.001550989
01/07/2011,103.08,-0.01416004
30/06/2011,104.55,0.013966035
29/06/2011,103.1,0.006715027
28/06/2011,102.41,0.020519611
27/06/2011,100.33,0.020745961
24/06/2011,98.27,-0.019050115
23/06/2011,100.16,-0.011712293
22/06/2011,101.34,-0.008352626
21/06/2011,102.19,0.012703898
20/06/2011,100.9,-0.013290868
17/06/2011,102.25,0.006278839
16/06/2011,101.61,-0.0123241
15/06/2011,102.87,-0.020779968
14/06/2011,105.03,0.003051399
13/06/2011,104.71,-0.02787637
10/06/2011,107.67,-0.028475259
09/06/2011,110.78,0.016748981
08/06/2011,108.94,0.008203189
07/06/2011,108.05,-0.009304107
06/06/2011,109.06,-0.013660171
03/06/2011,110.56,-0.003160702
02/06/2011,110.91,0.024830121
01/06/2011,108.19,-0.008742521
31/05/2011,109.14,0.009112309
27/05/2011,108.15,0.008543092
26/05/2011,107.23,0.000279812
25/05/2011,107.2,0.010691277
24/05/2011,106.06,0.017213111
23/05/2011,104.25,-0.024634121
20/05/2011,106.85,0.008081232
19/05/2011,105.99,-0.005926361
18/05/2011,106.62,0.009518048
17/05/2011,105.61,0.008653946
16/05/2011,104.7,-0.007042953
13/05/2011,105.44,-0.000758438
12/05/2011,105.52,-0.011026925
11/05/2011,106.69,-0.038250503
10/05/2011,110.85,-0.004231001
09/05/2011,111.32,0.035476384
06/05/2011,107.44,0.029181919
05/05/2011,104.35,-0.018326487
04/05/2011,106.28,-0.017442032
03/05/2011,108.15,-0.025470362
02/05/2011,110.94,-0.018840684
29/04/2011,113.05,0.009509915
28/04/2011,111.98,0.001966569
27/04/2011,111.76,0.000357974
26/04/2011,111.72,0.012429233
25/04/2011,110.34,-0.013770975
21/04/2011,111.87,0.000447047
20/04/2011,111.82,0.021239896
19/04/2011,109.47,-0.00364731
18/04/2011,109.87,-0.010592648
15/04/2011,111.04,0.002886005
14/04/2011,110.72,0.000993991
13/04/2011,110.61,0.01255475
12/04/2011,109.23,-0.031007441
11/04/2011,112.67,-0.017508035
08/04/2011,114.66,0
07/04/2011,114.66,-0.001307361
06/04/2011,114.81,-0.018211352
05/04/2011,116.92,-0.012325372
04/04/2011,118.37,-0.000168947
01/04/2011,118.39,-0.001013086
31/03/2011,118.51,-0.005721513
30/03/2011,119.19,-0.004019096
29/03/2011,119.67,0.010331451
28/03/2011,118.44,0.007627802
25/03/2011,117.54,0.017075364
24/03/2011,115.55,0.012891042
23/03/2011,114.07,0.0062437
22/03/2011,113.36,0.017441268
21/03/2011,111.4,0.031644459
18/03/2011,107.93,-0.006924916
17/03/2011,108.68,0.039316412
16/03/2011,104.49,-0.009050698
15/03/2011,105.44,-0.010284565
14/03/2011,106.53,0.008294892
11/03/2011,105.65,0.027054605
10/03/2011,102.83,-0.02847338
09/03/2011,105.8,-0.003773589
08/03/2011,106.2,-0.02216312
07/03/2011,108.58,-0.007340829
04/03/2011,109.38,-0.015512626
03/03/2011,111.09,0.02184089
02/03/2011,108.69,0.007016925
01/03/2011,107.93,-0.039780036
28/02/2011,112.31,0.004998671
25/02/2011,111.75,0.014239606
24/02/2011,110.17,-0.037589035
23/02/2011,114.39,0.054523853
22/02/2011,108.32,-0.005248389
18/02/2011,108.89,0.043834149
17/02/2011,104.22,0.011872153
16/02/2011,102.99,-0.005422692
15/02/2011,103.55,-0.012952928
14/02/2011,104.9,0.015370139
11/02/2011,103.3,-0.009058557
10/02/2011,104.24,0.002785919
09/02/2011,103.95,-0.007762005
08/02/2011,104.76,-0.00789165
07/02/2011,105.59,-0.011206973
04/02/2011,106.78,-0.002525372
03/02/2011,107.05,-0.001773298
02/02/2011,107.24,-0.001304632
01/02/2011,107.38,0.009262357
31/01/2011,106.39,0.036956149
28/01/2011,102.53,-0.006997793
27/01/2011,103.25,0.009439081
