Date,Close,DUK
05/04/2012,20.76,-0.020501314
04/04/2012,21.19,0.002362392
03/04/2012,21.14,0.00189394
02/04/2012,21.1,0.004274526
30/03/2012,21.01,0.004771001
29/03/2012,20.91,0
28/03/2012,20.91,-0.007147993
27/03/2012,21.06,0.004282662
26/03/2012,20.97,0.008620743
23/03/2012,20.79,-0.003840619
22/03/2012,20.87,0.001438504
21/03/2012,20.84,-0.002396359
20/03/2012,20.89,-0.00239063
19/03/2012,20.94,-0.006189022
16/03/2012,21.07,-0.002843604
15/03/2012,21.13,-0.000946074
14/03/2012,21.15,-0.013151904
13/03/2012,21.43,0.00280374
12/03/2012,21.37,0.010348164
09/03/2012,21.15,0
08/03/2012,21.15,0.005689916
07/03/2012,21.03,0.000475624
06/03/2012,21.02,-0.003324629
05/03/2012,21.09,0.002373607
02/03/2012,21.04,0.002379254
01/03/2012,20.99,0.003340495
29/02/2012,20.92,-0.004292876
28/02/2012,21.01,-0.002851713
27/02/2012,21.07,-0.001422813
24/02/2012,21.1,0.010002465
23/02/2012,20.89,-0.001912961
22/02/2012,20.93,0.003350087
21/02/2012,20.86,-0.001915709
17/02/2012,20.9,-0.009523882
16/02/2012,21.1,0.010960319
15/02/2012,20.87,-0.029740214
14/02/2012,21.5,0.002794599
13/02/2012,21.44,-0.001863933
10/02/2012,21.48,0.000931532
09/02/2012,21.46,0.003734832
08/02/2012,21.38,-0.004666364
07/02/2012,21.48,0.00982464
06/02/2012,21.27,-0.006093293
03/02/2012,21.4,0.001402853
02/02/2012,21.37,-0.004202668
01/02/2012,21.46,0.007014291
31/01/2012,21.31,0.008482614
30/01/2012,21.13,-0.002363509
27/01/2012,21.18,-0.013599272
26/01/2012,21.47,0.005136598
25/01/2012,21.36,0.010353034
24/01/2012,21.14,-0.006130649
23/01/2012,21.27,-0.001409444
20/01/2012,21.3,0.002820876
19/01/2012,21.24,-0.003759403
18/01/2012,21.32,0
17/01/2012,21.32,0.000469153
13/01/2012,21.31,0.001408782
12/01/2012,21.28,-0.005623258
11/01/2012,21.4,-0.00326569
10/01/2012,21.47,0
09/01/2012,21.47,-0.001861331
06/01/2012,21.51,0
05/01/2012,21.51,-0.000464792
04/01/2012,21.52,-0.004636077
03/01/2012,21.62,-0.017423641
30/12/2011,22,-0.00272356
29/12/2011,22.06,0.00682286
28/12/2011,21.91,-0.003644651
27/12/2011,21.99,0.004557893
23/12/2011,21.89,0.011948672
22/12/2011,21.63,-0.000924214
21/12/2011,21.65,0.011614532
20/12/2011,21.4,0.020298077
19/12/2011,20.97,-0.00190567
16/12/2011,21.01,-0.001426873
15/12/2011,21.04,0.00907144
14/12/2011,20.85,-0.000958773
13/12/2011,20.87,0.012536326
12/12/2011,20.61,-0.012057055
09/12/2011,20.86,0.017896487
08/12/2011,20.49,-0.010679713
07/12/2011,20.71,0.001449626
06/12/2011,20.68,-0.000966651
05/12/2011,20.7,0.003872222
02/12/2011,20.62,-0.003872222
01/12/2011,20.7,-0.007220248
30/11/2011,20.85,0.031176417
29/11/2011,20.21,0.010945383
28/11/2011,19.99,0.010055389
25/11/2011,19.79,0.008117751
23/11/2011,19.63,-0.014665244
22/11/2011,19.92,-0.005506898
21/11/2011,20.03,-0.006965202
18/11/2011,20.17,0.003476537
17/11/2011,20.1,-0.006446836
16/11/2011,20.23,-0.022000398
15/11/2011,20.68,-0.007227206
14/11/2011,20.83,-0.008128182
11/11/2011,21,0.011976191
10/11/2011,20.75,0.009198806
09/11/2011,20.56,-0.013046815
08/11/2011,20.83,-0.000959693
07/11/2011,20.85,0.010123008
04/11/2011,20.64,-0.0082027
03/11/2011,20.81,0.018429232
02/11/2011,20.43,0.011321804
01/11/2011,20.2,-0.010832208
31/10/2011,20.42,-0.001956948
28/10/2011,20.46,-0.008274567
27/10/2011,20.63,0.016125441
26/10/2011,20.3,0.007912999
25/10/2011,20.14,-0.010864304
24/10/2011,20.36,-0.009288749
21/10/2011,20.55,0.015200097
20/10/2011,20.24,0.00197824
19/10/2011,20.2,0.003968259
18/10/2011,20.12,0.000497141
17/10/2011,20.11,0.009492952
14/10/2011,19.92,0.006042314
13/10/2011,19.8,0
12/10/2011,19.8,-0.006544197
11/10/2011,19.93,-0.016422365
10/10/2011,20.26,0.023471739
07/10/2011,19.79,0.009647193
06/10/2011,19.6,0.005628053
05/10/2011,19.49,-0.007666789
04/10/2011,19.64,-0.003557818
03/10/2011,19.71,-0.014106027
30/09/2011,19.99,-0.006979091
29/09/2011,20.13,0.012497038
28/09/2011,19.88,-0.001005531
27/09/2011,19.9,-0.002008033
26/09/2011,19.94,0.007551005
23/09/2011,19.79,0.015275246
22/09/2011,19.49,-0.008684601
21/09/2011,19.66,-0.004567377
20/09/2011,19.75,0.010178205
19/09/2011,19.55,-0.001022495
16/09/2011,19.57,0.008724715
15/09/2011,19.4,0.0166324
14/09/2011,19.08,0.005254873
13/09/2011,18.98,0.006342516
12/09/2011,18.86,0.016573488
09/09/2011,18.55,-0.013918854
08/09/2011,18.81,0.00159617
07/09/2011,18.78,0.007482665
06/09/2011,18.64,-0.007482665
02/09/2011,18.78,-0.00159617
01/09/2011,18.81,-0.005302239
31/08/2011,18.91,0.007431032
30/08/2011,18.77,0
29/08/2011,18.77,0.011251123
26/08/2011,18.56,0
25/08/2011,18.56,-0.016564632
24/08/2011,18.87,0.020343314
23/08/2011,18.49,0.007600471
22/08/2011,18.35,0.00601259
19/08/2011,18.24,-0.007101915
18/08/2011,18.37,-0.005428895
17/08/2011,18.47,0.009793332
16/08/2011,18.29,-0.005996202
15/08/2011,18.4,0.032029243
12/08/2011,17.82,-0.01116083
11/08/2011,18.02,0.043670109
10/08/2011,17.25,-0.034751432
09/08/2011,17.86,0.033592683
08/08/2011,17.27,-0.048045408
05/08/2011,18.12,0.005534048
04/08/2011,18.02,-0.023582118
03/08/2011,18.45,-0.005405419
02/08/2011,18.55,-0.008053735
01/08/2011,18.7,0.005361943
29/07/2011,18.6,-0.001074691
28/07/2011,18.62,-0.007490672
27/07/2011,18.76,-0.003193191
26/07/2011,18.82,-0.005299429
25/07/2011,18.92,-0.001584368
22/07/2011,18.95,-0.007884404
21/07/2011,19.1,0.014236992
20/07/2011,18.83,0.003724399
19/07/2011,18.76,0.006953759
18/07/2011,18.63,-0.011739729
15/07/2011,18.85,-0.002119768
14/07/2011,18.89,-0.006858376
13/07/2011,19.02,-0.005243851
12/07/2011,19.12,0.003143009
11/07/2011,19.06,-0.00157274
08/07/2011,19.09,0
07/07/2011,19.09,0.001048218
06/07/2011,19.07,0
05/07/2011,19.07,0
01/07/2011,19.07,0.012665077
30/06/2011,18.83,0.002658869
29/06/2011,18.78,0.008019289
28/06/2011,18.63,0.000536913
27/06/2011,18.62,0.005925145
24/06/2011,18.51,-0.002158662
23/06/2011,18.55,-0.007518832
22/06/2011,18.69,-0.005868248
21/06/2011,18.8,-0.001594473
20/06/2011,18.83,0.004791066
17/06/2011,18.74,0.003206844
16/06/2011,18.68,0.015646394
15/06/2011,18.39,-0.008123522
14/06/2011,18.54,0.002159828
13/06/2011,18.5,0.011963166
10/06/2011,18.28,-0.007086429
09/06/2011,18.41,-0.002712234
08/06/2011,18.46,0.004343112
07/06/2011,18.38,0.000544218
06/06/2011,18.37,-0.004345471
03/06/2011,18.45,-0.0086347
02/06/2011,18.61,0.001613337
01/06/2011,18.58,-0.009108019
31/05/2011,18.75,0.006957481
27/05/2011,18.62,0.001074691
26/05/2011,18.6,-0.003756377
25/05/2011,18.67,-0.003742319
24/05/2011,18.74,-0.003196593
23/05/2011,18.8,-0.011108287
20/05/2011,19.01,-0.003151263
19/05/2011,19.07,-0.003663966
18/05/2011,19.14,-0.017607912
17/05/2011,19.48,0.009283202
16/05/2011,19.3,0.004153692
13/05/2011,19.22,-0.000520156
12/05/2011,19.23,0.013612776
11/05/2011,18.97,-0.002106373
10/05/2011,19.01,0.007391797
09/05/2011,18.87,0.007980888
06/05/2011,18.72,0
05/05/2011,18.72,-0.006920443
04/05/2011,18.85,0.00372044
03/05/2011,18.78,-0.001064396
02/05/2011,18.8,0.008010724
29/04/2011,18.65,-0.001607287
28/04/2011,18.68,0.007522873
27/04/2011,18.54,0.002700515
26/04/2011,18.49,0.003250274
25/04/2011,18.43,-0.001084599
21/04/2011,18.45,0.000542152
20/04/2011,18.44,0.012002326
19/04/2011,18.22,0.000548998
18/04/2011,18.21,-0.008748005
15/04/2011,18.37,0.008748005
14/04/2011,18.21,0.007164539
13/04/2011,18.08,0.004990307
12/04/2011,17.99,-0.009405325
11/04/2011,18.16,-0.013672622
08/04/2011,18.41,0.001630878
07/04/2011,18.38,-0.00974561
06/04/2011,18.56,0.008114732
05/04/2011,18.41,0.001630878
04/04/2011,18.38,-0.002173914
01/04/2011,18.42,0.01476647
31/03/2011,18.15,-0.001101322
30/03/2011,18.17,0.006626198
29/03/2011,18.05,0.010582109
28/03/2011,17.86,0.002242153
25/03/2011,17.82,-0.002801907
24/03/2011,17.87,0.002801907
23/03/2011,17.82,0.003372684
22/03/2011,17.76,0.002254792
21/03/2011,17.72,0.005091949
18/03/2011,17.63,0.001703094
17/03/2011,17.6,-0.002836881
16/03/2011,17.65,-0.014064929
15/03/2011,17.9,-0.015521376
14/03/2011,18.18,-0.013657683
11/03/2011,18.43,0.005986412
10/03/2011,18.32,-0.006528859
09/03/2011,18.44,0.010905233
08/03/2011,18.24,0.00549754
07/03/2011,18.14,0.008859416
04/03/2011,17.98,-0.005546326
03/03/2011,18.08,0.006659292
02/03/2011,17.96,0.004464293
01/03/2011,17.88,-0.006133278
28/02/2011,17.99,0.006692719
25/02/2011,17.87,0.002801907
24/02/2011,17.82,-0.004479291
23/02/2011,17.9,-0.004459316
22/02/2011,17.98,0.002227172
18/02/2011,17.94,-0.009983444
17/02/2011,18.12,0.023451661
16/02/2011,17.7,-0.010677258
15/02/2011,17.89,0.011242389
14/02/2011,17.69,-0.008443619
11/02/2011,17.84,-0.001120448
10/02/2011,17.86,0.001681144
09/02/2011,17.83,-0.016685593
08/02/2011,18.13,-0.001102536
07/02/2011,18.15,0.007743402
04/02/2011,18.01,-0.00443214
03/02/2011,18.09,0.007212237
02/02/2011,17.96,-0.004998622
01/02/2011,18.05,0.009462915
31/01/2011,17.88,-0.004464293
28/01/2011,17.96,-0.013823831
27/01/2011,18.21,0.006058955
26/01/2011,18.1,-0.001656086
25/01/2011,18.13,-0.002203858
24/01/2011,18.17,0.000550509
21/01/2011,18.16,0.006075688
