Date,Close,EL
16/07/2013,66.78,-0.009834679
15/07/2013,67.44,-0.015011319
12/07/2013,68.46,0.005859964
11/07/2013,68.06,0.015249389
10/07/2013,67.03,0.006585864
09/07/2013,66.59,-0.019776126
08/07/2013,67.92,-0.000147221
05/07/2013,67.93,0.010060745
03/07/2013,67.25,-0.002969564
02/07/2013,67.45,0.007589887
01/07/2013,66.94,0.017632888
28/06/2013,65.77,-0.010586911
27/06/2013,66.47,0.012565452
26/06/2013,65.64,0.013806018
25/06/2013,64.74,0
24/06/2013,64.74,-0.016088603
21/06/2013,65.79,0.004265048
20/06/2013,65.51,-0.042877581
19/06/2013,68.38,-0.019406836
18/06/2013,69.72,-0.00686109
17/06/2013,70.2,0.025829298
14/06/2013,68.41,0.005276284
13/06/2013,68.05,0.009301019
12/06/2013,67.42,-0.00488275
11/06/2013,67.75,0.002216477
10/06/2013,67.6,-0.007662873
07/06/2013,68.12,0.032070763
06/06/2013,65.97,-0.007701057
05/06/2013,66.48,-0.014781904
04/06/2013,67.47,-0.000444543
03/06/2013,67.5,-0.004139568
31/05/2013,67.78,-0.026210004
30/05/2013,69.58,0.005331809
29/05/2013,69.21,-0.026238494
28/05/2013,71.05,0.001408451
24/05/2013,70.95,0.008776953
23/05/2013,70.33,0.002705206
22/05/2013,70.14,-0.013875346
21/05/2013,71.12,-0.004769261
20/05/2013,71.46,0.008572886
17/05/2013,70.85,0.000988491
16/05/2013,70.78,-0.011937506
15/05/2013,71.63,-0.002370495
14/05/2013,71.8,0.010922949
13/05/2013,71.02,-0.000422327
10/05/2013,71.05,0.025371943
09/05/2013,69.27,-0.010626177
08/05/2013,70.01,-0.004275947
07/05/2013,70.31,0.004418794
06/05/2013,70,-0.017418836
03/05/2013,71.23,0.008883933
02/05/2013,70.6,0.025971759
01/05/2013,68.79,-0.008107761
30/04/2013,69.35,0.006219735
29/04/2013,68.92,0.000580552
26/04/2013,68.88,-0.000725637
25/04/2013,68.93,0.001597097
24/04/2013,68.82,-0.022414732
23/04/2013,70.38,0.011288253
22/04/2013,69.59,-0.00114893
19/04/2013,69.67,0.035947763
18/04/2013,67.21,0.007467179
17/04/2013,66.71,-0.017533882
16/04/2013,67.89,0.00724373
15/04/2013,67.4,-0.012385885
12/04/2013,68.24,0.010014811
11/04/2013,67.56,0.031118633
10/04/2013,65.49,0.015542361
09/04/2013,64.48,0.001396757
08/04/2013,64.39,0.019128837
05/04/2013,63.17,-0.021300727
04/04/2013,64.53,-0.005409178
03/04/2013,64.88,-0.006146301
02/04/2013,65.28,0.025129289
01/04/2013,63.66,-0.005795302
28/03/2013,64.03,0.007682095
27/03/2013,63.54,-0.007057192
26/03/2013,63.99,0.011157498
25/03/2013,63.28,-0.009593531
22/03/2013,63.89,0.013393409
21/03/2013,63.04,-0.011199738
20/03/2013,63.75,0.023810649
19/03/2013,62.25,-0.00304756
18/03/2013,62.44,-0.014310945
15/03/2013,63.34,-0.026177874
14/03/2013,65.02,0
13/03/2013,65.02,-0.012380747
12/03/2013,65.83,0.00121599
11/03/2013,65.75,0.000760746
08/03/2013,65.7,-0.003039516
07/03/2013,65.9,-0.000303444
06/03/2013,65.92,0.001062457
05/03/2013,65.85,0.0146859
04/03/2013,64.89,0.006493529
01/03/2013,64.47,0.005755635
28/02/2013,64.1,0.002655629
27/02/2013,63.93,0.025345884
26/02/2013,62.33,0.008863163
25/02/2013,61.78,-0.024463607
22/02/2013,63.31,0.004432491
21/02/2013,63.03,-0.010730733
20/02/2013,63.71,0.001728066
19/02/2013,63.6,0.007734235
15/02/2013,63.11,-0.006790393
14/02/2013,63.54,0.0037843
13/02/2013,63.3,0.010002465
12/02/2013,62.67,0.014303177
11/02/2013,61.78,-0.015578891
08/02/2013,62.75,-0.006195905
07/02/2013,63.14,-0.003004667
06/02/2013,63.33,-0.021556599
05/02/2013,64.71,0.058222549
04/02/2013,61.05,-0.026987175
01/02/2013,62.72,0.028954712
31/01/2013,60.93,-0.031343438
30/01/2013,62.87,-0.013429383
29/01/2013,63.72,0.009144002
28/01/2013,63.14,-0.001740644
25/01/2013,63.25,0.011288776
24/01/2013,62.54,0.002241077
23/01/2013,62.4,-0.006549021
22/01/2013,62.81,-0.000636639
18/01/2013,62.85,-0.021719456
17/01/2013,64.23,0.004056168
16/01/2013,63.97,-0.005767298
15/01/2013,64.34,0.001711131
14/01/2013,64.23,0.001558118
11/01/2013,64.13,0.005159083
10/01/2013,63.8,0.020746646
09/01/2013,62.49,-0.003992659
08/01/2013,62.74,0.011864818
07/01/2013,62,-0.01106756
04/01/2013,62.69,0.007364747
03/01/2013,62.23,0.019799413
02/01/2013,61.01,0.019029283
31/12/2012,59.86,0.032773117
28/12/2012,57.93,-0.008936303
27/12/2012,58.45,0.008591118
26/12/2012,57.95,-0.017109057
24/12/2012,58.95,-0.014650426
21/12/2012,59.82,-0.002837828
20/12/2012,59.99,-0.005817352
19/12/2012,60.34,-0.009237941
18/12/2012,60.9,0.001314492
17/12/2012,60.82,-0.001806982
14/12/2012,60.93,0.016882228
13/12/2012,59.91,-0.008145669
12/12/2012,60.4,0
11/12/2012,60.4,0.005145667
10/12/2012,60.09,-0.009605904
07/12/2012,60.67,0.014945479
06/12/2012,59.77,0.007388783
05/12/2012,59.33,0.004561204
04/12/2012,59.06,-0.00253657
03/12/2012,59.21,0.016346354
30/11/2012,58.25,0.004128683
29/11/2012,58.01,-0.000689299
28/11/2012,58.05,-0.010964646
27/11/2012,58.69,-0.010677163
26/11/2012,59.32,-0.005044571
23/11/2012,59.62,0.018964334
21/11/2012,58.5,0.008066636
20/11/2012,58.03,0.005702945
19/11/2012,57.7,0.018894894
16/11/2012,56.62,0.003715832
15/11/2012,56.41,0.001241685
14/11/2012,56.34,-0.010944505
13/11/2012,56.96,-0.008565737
12/11/2012,57.45,-0.000696015
09/11/2012,57.49,0.003135891
08/11/2012,57.31,-0.021576741
07/11/2012,58.56,-0.020619287
06/11/2012,59.78,0.00637693
05/11/2012,59.4,-0.010550211
02/11/2012,60.03,-0.018812436
01/11/2012,61.17,-0.00732962
31/10/2012,61.62,0.013561191
26/10/2012,60.79,-0.008354541
25/10/2012,61.3,-0.003745018
24/10/2012,61.53,-0.010669354
23/10/2012,62.19,-0.006411306
22/10/2012,62.59,-0.005417477
19/10/2012,62.93,-0.021381101
18/10/2012,64.29,-0.003261126
17/10/2012,64.5,-0.007106472
16/10/2012,64.96,0.02383476
15/10/2012,63.43,0.006643492
12/10/2012,63.01,-0.002377745
11/10/2012,63.16,0.012426478
10/10/2012,62.38,-0.002561641
09/10/2012,62.54,-0.014288225
08/10/2012,63.44,-0.008788506
05/10/2012,64,0.010997754
04/10/2012,63.3,0
03/10/2012,63.3,0.009523882
02/10/2012,62.7,-0.007309742
01/10/2012,63.16,0.02549645
28/09/2012,61.57,-0.00162285
27/09/2012,61.67,0.016677954
26/09/2012,60.65,-0.0122902
25/09/2012,61.4,-0.000651254
24/09/2012,61.44,-0.006165848
21/09/2012,61.82,0.003240444
20/09/2012,61.62,0.000811754
19/09/2012,61.57,0.004394896
18/09/2012,61.3,0.005069927
17/09/2012,60.99,-0.003927349
14/09/2012,61.23,0.010342372
13/09/2012,60.6,0.01613609
12/09/2012,59.63,-0.00984572
11/09/2012,60.22,-0.009914159
10/09/2012,60.82,-0.002955182
07/09/2012,61,0.000820008
06/09/2012,60.95,0.022566081
05/09/2012,59.59,-0.003183382
04/09/2012,59.78,-0.002839725
31/08/2012,59.95,0.00233801
30/08/2012,59.81,-0.005668571
29/08/2012,60.15,-0.000664783
28/08/2012,60.19,0.006333355
27/08/2012,59.81,-0.00483697
24/08/2012,60.1,0.009529454
23/08/2012,59.53,-0.004692484
22/08/2012,59.81,-0.009153763
21/08/2012,60.36,-0.003803229
20/08/2012,60.59,-0.016694332
17/08/2012,61.61,0.005207498
16/08/2012,61.29,0.005891033
15/08/2012,60.93,0.013216779
14/08/2012,60.13,0.088993898
13/08/2012,55.01,-0.011027862
10/08/2012,55.62,0.006493529
09/08/2012,55.26,0.016236788
08/08/2012,54.37,-0.000919202
07/08/2012,54.42,0.016863181
06/08/2012,53.51,0.007879966
03/08/2012,53.09,0.042518668
02/08/2012,50.88,-0.000196522
01/08/2012,50.89,-0.028858398
31/07/2012,52.38,-0.027306093
30/07/2012,53.83,-0.016032777
27/07/2012,54.7,0.018450708
26/07/2012,53.7,0.025652104
25/07/2012,52.34,-0.001145694
24/07/2012,52.4,-0.001144383
23/07/2012,52.46,-0.014195374
20/07/2012,53.21,-0.027251663
19/07/2012,54.68,0.038972024
18/07/2012,52.59,0.023861051
17/07/2012,51.35,-0.000778665
16/07/2012,51.39,-0.004659298
13/07/2012,51.63,0.020942149
12/07/2012,50.56,-0.000790826
11/07/2012,50.6,-0.017824387
10/07/2012,51.51,-0.027760948
09/07/2012,52.96,-0.031412303
06/07/2012,54.65,-0.015433806
05/07/2012,55.5,0.005601243
03/07/2012,55.19,0.008918068
02/07/2012,54.7,0.010659906
29/06/2012,54.12,0.022422464
28/06/2012,52.92,-0.018349139
27/06/2012,53.9,0.000742391
26/06/2012,53.86,-0.000556845
25/06/2012,53.89,-0.018932649
22/06/2012,54.92,0.007860382
21/06/2012,54.49,-0.030009483
20/06/2012,56.15,-0.007098521
19/06/2012,56.55,0.020906685
18/06/2012,55.38,0.005613414
15/06/2012,55.07,0.014080876
14/06/2012,54.3,-0.000184145
13/06/2012,54.31,-0.019329559
12/06/2012,55.37,0.012539919
11/06/2012,54.68,-0.006016975
08/06/2012,55.01,0.002548236
07/06/2012,54.87,-0.002002732
06/06/2012,54.98,0.015026854
05/06/2012,54.16,0.018824524
04/06/2012,53.15,0.013639158
01/06/2012,52.43,-0.032279027
31/05/2012,54.15,-0.029119437
30/05/2012,55.75,-0.000717232
29/05/2012,55.79,0.014988994
25/05/2012,54.96,-0.002362564
24/05/2012,55.09,0.008018997
23/05/2012,54.65,-0.000731663
22/05/2012,54.69,-0.006742622
21/05/2012,55.06,0.009489122
18/05/2012,54.54,-0.009852296
17/05/2012,55.08,-0.035316672
16/05/2012,57.06,0.010393822
15/05/2012,56.47,-0.017031401
14/05/2012,57.44,-0.012456908
11/05/2012,58.16,-0.017216823
10/05/2012,59.17,-0.000844666
09/05/2012,59.22,-0.010916222
08/05/2012,59.87,-0.028486326
07/05/2012,61.6,0.014388737
04/05/2012,60.72,-0.054950958
03/05/2012,64.15,-0.00699032
02/05/2012,64.6,0.00917509
01/05/2012,64.01,-0.020718119
30/04/2012,65.35,0.001837954
27/04/2012,65.23,0.003224571
26/04/2012,65.02,0.006016216
25/04/2012,64.63,0.043481674
24/04/2012,61.88,-0.009969531
23/04/2012,62.5,-0.024185167
20/04/2012,64.03,0.019715172
19/04/2012,62.78,-0.004450103
18/04/2012,63.06,-0.003324629
17/04/2012,63.27,0.009368866
16/04/2012,62.68,-0.004457187
13/04/2012,62.96,0.008774085
12/04/2012,62.41,0.023671663
11/04/2012,60.95,0.002628554
10/04/2012,60.79,-0.022286404
09/04/2012,62.16,-0.015801143
05/04/2012,63.15,0.012909574
04/04/2012,62.34,-0.004960407
03/04/2012,62.65,0.004158675
02/04/2012,62.39,0.007238832
30/03/2012,61.94,-0.004671024
29/03/2012,62.23,-0.000321337
28/03/2012,62.25,-0.005127395
27/03/2012,62.57,-0.001118122
26/03/2012,62.64,0.006245516
23/03/2012,62.25,-0.002086176
22/03/2012,62.38,-0.006073217
21/03/2012,62.76,0.008480729
20/03/2012,62.23,-0.009595468
19/03/2012,62.83,-0.013280828
16/03/2012,63.67,0.00456514
15/03/2012,63.38,0.01622431
14/03/2012,62.36,0.009992025
13/03/2012,61.74,0.032093596
12/03/2012,59.79,0.012115242
09/03/2012,59.07,0.002712326
08/03/2012,58.91,0.008866213
07/03/2012,58.39,0.004978978
06/03/2012,58.1,-0.01282617
05/03/2012,58.85,0.008532475
02/03/2012,58.35,-0.005128216
01/03/2012,58.65,0.001877294
29/02/2012,58.54,0.004108188
28/02/2012,58.3,0.008613318
27/02/2012,57.8,0.016748472
24/02/2012,56.84,-0.008758157
23/02/2012,57.34,0.016529302
22/02/2012,56.4,0.004620588
21/02/2012,56.14,0.001782849
17/02/2012,56.04,-0.000713521
16/02/2012,56.08,0.016178674
15/02/2012,55.18,0.000362516
14/02/2012,55.16,-0.006144968
13/02/2012,55.5,-0.02491232
10/02/2012,56.9,-0.013094906
09/02/2012,57.65,0.010111662
08/02/2012,57.07,-0.00646234
07/02/2012,57.44,0.000522421
06/02/2012,57.41,-0.001218557
03/02/2012,57.48,-0.023554772
02/02/2012,58.85,-0.000849257
01/02/2012,58.9,0.016605706
31/01/2012,57.93,0.003631651
30/01/2012,57.72,-0.00449439
27/01/2012,57.98,-0.000172458
26/01/2012,57.99,-0.020819865
25/01/2012,59.21,0.019269076
24/01/2012,58.08,0.010384309
23/01/2012,57.48,-0.702411717
20/01/2012,116.03,-0.001291934
19/01/2012,116.18,0.005956766
18/01/2012,115.49,0.003556407
17/01/2012,115.08,0.025701115
13/01/2012,112.16,0.000802747
12/01/2012,112.07,0.007343755
11/01/2012,111.25,-0.007611409
10/01/2012,112.1,0.008960633
09/01/2012,111.1,-0.003593894
06/01/2012,111.5,-0.010438601
05/01/2012,112.67,-0.00168492
04/01/2012,112.86,0.003817307
03/01/2012,112.43,0.000978865
30/12/2011,112.32,-0.013266313
29/12/2011,113.82,0.008115782
28/12/2011,112.9,-0.012761449
27/12/2011,114.35,0.008078014
23/12/2011,113.43,0.025537102
22/12/2011,110.57,-0.001265365
21/12/2011,110.71,0.015474549
20/12/2011,109.01,0.013948774
19/12/2011,107.5,-0.005750874
16/12/2011,108.12,0.01650618
15/12/2011,106.35,0.007361302
14/12/2011,105.57,-0.019232264
13/12/2011,107.62,-0.008696511
12/12/2011,108.56,-0.006335818
09/12/2011,109.25,-0.019308944
08/12/2011,111.38,-0.021143188
07/12/2011,113.76,0.013629736
06/12/2011,112.22,-0.021509997
05/12/2011,114.66,-0.012308381
02/12/2011,116.08,0.004230161
01/12/2011,115.59,-0.020465671
30/11/2011,117.98,0.060534568
29/11/2011,111.05,-0.010837059
28/11/2011,112.26,0.045841549
25/11/2011,107.23,-0.00353752
23/11/2011,107.61,-0.030836425
22/11/2011,110.98,0.018552733
21/11/2011,108.94,-0.032422581
18/11/2011,112.53,-0.004079466
17/11/2011,112.99,-0.011789684
16/11/2011,114.33,-0.012170888
15/11/2011,115.73,0.003288907
14/11/2011,115.35,0.002517253
11/11/2011,115.06,-0.007964031
10/11/2011,115.98,0.009094515
09/11/2011,114.93,-0.022540528
08/11/2011,117.55,-0.001105301
07/11/2011,117.68,-0.002206944
04/11/2011,117.94,-0.008274978
03/11/2011,118.92,0.165015068
02/11/2011,100.83,0.030920435
01/11/2011,97.76,-0.00703331
31/10/2011,98.45,-0.029622901
28/10/2011,101.41,-0.007172716
27/10/2011,102.14,0.050603046
26/10/2011,97.1,0.00505912
25/10/2011,96.61,-0.027966713
24/10/2011,99.35,0.024350447
21/10/2011,96.96,0.016219944
20/10/2011,95.4,0.010325663
19/10/2011,94.42,-0.014927219
18/10/2011,95.84,0.001984438
17/10/2011,95.65,-0.023965613
14/10/2011,97.97,0.012634342
13/10/2011,96.74,0.002173127
12/10/2011,96.53,0.024858378
11/10/2011,94.16,0.000106208
10/10/2011,94.15,0.026694083
07/10/2011,91.67,0.020610197
06/10/2011,89.8,0.020589128
05/10/2011,87.97,0.006729424
04/10/2011,87.38,0.037071502
03/10/2011,84.2,-0.042322057
30/09/2011,87.84,-0.012445007
29/09/2011,88.94,-0.021798016
28/09/2011,90.9,-0.066187326
27/09/2011,97.12,0.025972777
26/09/2011,94.63,-0.00537494
23/09/2011,95.14,0.012586765
22/09/2011,93.95,-0.058399439
21/09/2011,99.6,-0.032401096
20/09/2011,102.88,0.016266895
19/09/2011,101.22,-0.004730937
16/09/2011,101.7,0.026806448
15/09/2011,99.01,0.017524646
14/09/2011,97.29,0.017523389
13/09/2011,95.6,0.023388547
12/09/2011,93.39,-0.010650862
09/09/2011,94.39,-0.031801669
08/09/2011,97.44,0.000307929
07/09/2011,97.41,0.023053981
06/09/2011,95.19,-0.008785748
02/09/2011,96.03,-0.022040027
01/09/2011,98.17,0.005208611
31/08/2011,97.66,0.001332036
30/08/2011,97.53,0.007513029
29/08/2011,96.8,0.009236743
26/08/2011,95.91,0.028447961
25/08/2011,93.22,-0.00075063
24/08/2011,93.29,0.013163764
23/08/2011,92.07,0.03977262
22/08/2011,88.48,-0.001016662
19/08/2011,88.57,-0.032545772
18/08/2011,91.5,-0.038484839
17/08/2011,95.09,0.012061086
16/08/2011,93.95,-0.00340028
15/08/2011,94.27,-0.067471259
12/08/2011,100.85,0.026628049
11/08/2011,98.2,0.072089018
10/08/2011,91.37,0.003508391
09/08/2011,91.05,0.039884305
08/08/2011,87.49,-0.087287561
05/08/2011,95.47,0.00577763
04/08/2011,94.92,-0.059409238
03/08/2011,100.73,-0.010468198
02/08/2011,101.79,-0.027709581
01/08/2011,104.65,-0.002481391
29/07/2011,104.91,-0.004944386
28/07/2011,105.43,0.007425777
27/07/2011,104.65,-0.016866043
26/07/2011,106.43,-0.004406326
25/07/2011,106.9,-0.003082242
22/07/2011,107.23,-9.32531E-05
21/07/2011,107.24,0.010310336
20/07/2011,106.14,-0.007228382
19/07/2011,106.91,0.019551981
18/07/2011,104.84,-0.003047621
15/07/2011,105.16,0.001427416
14/07/2011,105.01,-0.002852798
13/07/2011,105.31,0.013190786
12/07/2011,103.93,-0.003457885
11/07/2011,104.29,-0.015225339
08/07/2011,105.89,0.000944822
07/07/2011,105.79,-0.007158362
06/07/2011,106.55,0.005458323
05/07/2011,105.97,0.00843407
01/07/2011,105.08,-0.001046274
30/06/2011,105.19,0.000570559
29/06/2011,105.13,0.018722644
28/06/2011,103.18,0.020266003
27/06/2011,101.11,0.002574769
24/06/2011,100.85,0.003078606
23/06/2011,100.54,-0.009897151
22/06/2011,101.54,-0.008531555
21/06/2011,102.41,0.031443205
20/06/2011,99.24,0.019536641
17/06/2011,97.32,0.004841128
16/06/2011,96.85,-0.003092786
15/06/2011,97.15,-0.024905989
14/06/2011,99.6,0.02851517
13/06/2011,96.8,0.007465817
10/06/2011,96.08,-0.007362505
09/06/2011,96.79,0.016248665
08/06/2011,95.23,-0.016248665
07/06/2011,96.79,-0.003300673
06/06/2011,97.11,-0.010041068
03/06/2011,98.09,-0.014071194
02/06/2011,99.48,-0.00810937
01/06/2011,100.29,-0.021894366
31/05/2011,102.51,0.020598964
27/05/2011,100.42,0.008199226
26/05/2011,99.6,0.007052926
25/05/2011,98.9,0.000505689
24/05/2011,98.85,0.005477798
23/05/2011,98.31,-0.023523401
20/05/2011,100.65,-0.011360952
19/05/2011,101.8,-0.001962709
18/05/2011,102,0.017505268
17/05/2011,100.23,0.001098078
16/05/2011,100.12,-0.000499276
13/05/2011,100.17,-0.011513775
12/05/2011,101.33,0.013012351
11/05/2011,100.02,-0.022637254
10/05/2011,102.31,-0.002245546
09/05/2011,102.54,0.04467343
06/05/2011,98.06,0.010868558
05/05/2011,97,0.012343915
04/05/2011,95.81,-0.003854372
03/05/2011,96.18,-0.004357305
02/05/2011,96.6,-0.004132237
29/04/2011,97,-0.000103087
28/04/2011,97.01,0.016211516
27/04/2011,95.45,0.010108541
26/04/2011,94.49,0.006583162
25/04/2011,93.87,-0.007640916
21/04/2011,94.59,-0.000634115
20/04/2011,94.65,-0.000211282
19/04/2011,94.67,0.001691511
18/04/2011,94.51,-0.019593062
15/04/2011,96.38,0.014948274
14/04/2011,94.95,-0.010789399
13/04/2011,95.98,0.015540002
12/04/2011,94.5,-0.005803234
11/04/2011,95.05,-0.000105202
08/04/2011,95.06,-0.009944082
07/04/2011,96.01,0.0108913
06/04/2011,94.97,-0.002838969
05/04/2011,95.24,-0.002726226
04/04/2011,95.5,-0.004492511
01/04/2011,95.93,-0.004472419
31/03/2011,96.36,0.005098071
30/03/2011,95.87,0.008484836
29/03/2011,95.06,-0.009527371
28/03/2011,95.97,0.015753319
25/03/2011,94.47,0.021289919
24/03/2011,92.48,0.021863573
23/03/2011,90.48,-0.003860796
22/03/2011,90.83,-0.011711402
21/03/2011,91.9,0.028139788
18/03/2011,89.35,0.013521333
17/03/2011,88.15,0.007058317
16/03/2011,87.53,-0.017440986
15/03/2011,89.07,-0.021546813
14/03/2011,91.01,-0.020231275
11/03/2011,92.87,0.006698383
10/03/2011,92.25,-0.004974059
09/03/2011,92.71,0.003241144
08/03/2011,92.41,0.016585214
07/03/2011,90.89,-0.016476995
04/03/2011,92.4,0.005317141
03/03/2011,91.91,-0.010067744
02/03/2011,92.84,0.012137123
01/03/2011,91.72,-0.028906542
28/02/2011,94.41,0.015155039
25/02/2011,92.99,0.016590242
24/02/2011,91.46,0.011657451
23/02/2011,90.4,-0.005075593
22/02/2011,90.86,-0.039068312
18/02/2011,94.48,0.007649846
17/02/2011,93.76,-0.005000276
16/02/2011,94.23,0.00521361
15/02/2011,93.74,-0.010716851
14/02/2011,94.75,0.006352589
11/02/2011,94.15,0.014119392
10/02/2011,92.83,-0.000969044
09/02/2011,92.92,0.004746503
08/02/2011,92.48,0.012294122
07/02/2011,91.35,-0.01790121
04/02/2011,93,0.011463303
03/02/2011,91.94,0.132133942
02/02/2011,80.56,-0.010004406
01/02/2011,81.37,0.01074947
31/01/2011,80.5,0.005231049
28/01/2011,80.08,-0.017085967
