Date,Close,SIAL
26/11/2013,87.02,-0.00183697
25/11/2013,87.18,-0.003206599
22/11/2013,87.46,0.008381701
21/11/2013,86.73,0.012297139
20/11/2013,85.67,0.001752439
19/11/2013,85.52,-0.002569194
18/11/2013,85.74,-0.010672955
15/11/2013,86.66,0.00764512
14/11/2013,86,0.01440559
13/11/2013,84.77,0.005441225
12/11/2013,84.31,-0.000474327
11/11/2013,84.35,-0.005084857
08/11/2013,84.78,0.00118022
07/11/2013,84.68,-0.011039454
06/11/2013,85.62,0.005504494
05/11/2013,85.15,-0.004101969
04/11/2013,85.5,-0.000233891
01/11/2013,85.52,-0.010584571
31/10/2013,86.43,0.000694444
30/10/2013,86.37,-0.011282643
29/10/2013,87.35,0.00344037
28/10/2013,87.05,-0.00011487
25/10/2013,87.06,0.004143652
24/10/2013,86.7,0.005551714
23/10/2013,86.22,0.014250913
22/10/2013,85,0.01996264
21/10/2013,83.32,-0.005386332
18/10/2013,83.77,-0.00071599
17/10/2013,83.83,0.000835372
16/10/2013,83.76,0.006708219
15/10/2013,83.2,-0.003239938
14/10/2013,83.47,-0.002034589
11/10/2013,83.64,0.000956938
10/10/2013,83.56,0.007809255
09/10/2013,82.91,-0.008885745
08/10/2013,83.65,-0.010465074
07/10/2013,84.53,-0.008833459
04/10/2013,85.28,0.010965151
03/10/2013,84.35,-0.010613307
02/10/2013,85.25,0.002348797
01/10/2013,85.05,-0.002935136
30/09/2013,85.3,-0.002692737
27/09/2013,85.53,-0.004316637
26/09/2013,85.9,0.004082829
25/09/2013,85.55,-0.005246296
24/09/2013,86,0.005012542
23/09/2013,85.57,-0.004198257
20/09/2013,85.93,-0.023803803
19/09/2013,88,0.001706
18/09/2013,87.85,0.020121403
17/09/2013,86.1,-0.000696621
16/09/2013,86.16,0.007923602
13/09/2013,85.48,0.006690558
12/09/2013,84.91,-0.00727532
11/09/2013,85.53,0.010696546
10/09/2013,84.62,0.019812081
09/09/2013,82.96,-0.001806468
06/09/2013,83.11,-0.004921093
05/09/2013,83.52,0.000838474
04/09/2013,83.45,0.010964626
03/09/2013,82.54,0.000848433
30/08/2013,82.47,0.004618384
29/08/2013,82.09,-0.002068756
28/08/2013,82.26,-0.007508816
27/08/2013,82.88,-0.009128096
26/08/2013,83.64,-0.003461244
23/08/2013,83.93,-0.000476474
22/08/2013,83.97,0.002384644
21/08/2013,83.77,-0.004882415
20/08/2013,84.18,0.007033468
19/08/2013,83.59,-0.006439326
16/08/2013,84.13,-0.00320418
15/08/2013,84.4,-0.010372559
14/08/2013,85.28,-0.007709418
13/08/2013,85.94,0.000931316
12/08/2013,85.86,0.002098637
09/08/2013,85.68,0.003156236
08/08/2013,85.41,0.007875445
07/08/2013,84.74,-0.003298778
06/08/2013,85.02,0.006490081
05/08/2013,84.47,-0.005784116
02/08/2013,84.96,-0.003642135
01/08/2013,85.27,0.020257756
31/07/2013,83.56,0.003596695
30/07/2013,83.26,0.001562594
29/07/2013,83.13,0.005065134
26/07/2013,82.71,-0.007228076
25/07/2013,83.31,0.003487047
24/07/2013,83.02,0.000361424
23/07/2013,82.99,-0.011858557
22/07/2013,83.98,-0.005699374
19/07/2013,84.46,0.008322483
18/07/2013,83.76,-0.001670047
17/07/2013,83.9,0.002625613
16/07/2013,83.68,-0.006551152
15/07/2013,84.23,-0.001423657
12/07/2013,84.35,0.003206082
11/07/2013,84.08,0.014013044
10/07/2013,82.91,0.006777226
09/07/2013,82.35,0.002675099
08/07/2013,82.13,0.01028035
05/07/2013,81.29,0.004809184
03/07/2013,80.9,-0.002345825
02/07/2013,81.09,-0.000616409
01/07/2013,81.14,0.008913156
28/06/2013,80.42,-0.007062789
27/06/2013,80.99,0.00012348
26/06/2013,80.98,0.006069257
25/06/2013,80.49,0.003484758
24/06/2013,80.21,-0.006462058
21/06/2013,80.73,0.004096077
20/06/2013,80.4,-0.009777911
19/06/2013,81.19,-0.012119877
18/06/2013,82.18,0.005490832
17/06/2013,81.73,0.00306354
14/06/2013,81.48,-0.008919358
13/06/2013,82.21,0.010393197
12/06/2013,81.36,-0.006737332
11/06/2013,81.91,-0.010202931
10/06/2013,82.75,-0.001449101
07/06/2013,82.87,0.001086629
06/06/2013,82.78,-0.001086629
05/06/2013,82.87,-0.012590849
04/06/2013,83.92,0.001908398
03/06/2013,83.76,0.000716589
31/05/2013,83.7,-0.003815888
30/05/2013,84.02,-0.000713861
29/05/2013,84.08,-0.012528234
28/05/2013,85.14,0.006480904
24/05/2013,84.59,0.002011716
23/05/2013,84.42,0.000948092
22/05/2013,84.34,0.000830319
21/05/2013,84.27,0.001900464
20/05/2013,84.11,-0.000950683
17/05/2013,84.19,0.016044405
16/05/2013,82.85,-0.001085711
15/05/2013,82.94,0.017759863
14/05/2013,81.48,0.012224638
13/05/2013,80.49,-0.000869295
10/05/2013,80.56,0.008226396
09/05/2013,79.9,0.001503006
08/05/2013,79.78,0.006539259
07/05/2013,79.26,0.004805877
06/05/2013,78.88,-0.000126767
03/05/2013,78.89,0.010576715
02/05/2013,78.06,0.001410166
01/05/2013,77.95,-0.009448487
30/04/2013,78.69,0.005096202
29/04/2013,78.29,0.010787314
26/04/2013,77.45,-0.008741539
25/04/2013,78.13,0.011974649
24/04/2013,77.2,-0.003103986
23/04/2013,77.44,0.012997324
22/04/2013,76.44,-0.006129788
19/04/2013,76.91,0.011770996
18/04/2013,76.01,0.008720986
17/04/2013,75.35,-0.005558511
16/04/2013,75.77,0.022286904
15/04/2013,74.1,-0.03082891
12/04/2013,76.42,0.000130864
11/04/2013,76.41,-0.006262251
10/04/2013,76.89,0.016258389
09/04/2013,75.65,-0.003167483
08/04/2013,75.89,-0.000658631
05/04/2013,75.94,-0.011781783
04/04/2013,76.84,0.006135389
03/04/2013,76.37,-0.00522399
02/04/2013,76.77,-0.000651084
01/04/2013,76.82,-0.010746527
28/03/2013,77.65,0.006330362
27/03/2013,77.16,0.007675833
26/03/2013,76.57,0.001176086
25/03/2013,76.48,-0.012603298
22/03/2013,77.45,-0.000387272
21/03/2013,77.48,-0.01524205
20/03/2013,78.67,0.002418073
19/03/2013,78.48,0.001275022
18/03/2013,78.38,-0.007245948
15/03/2013,78.95,0.00038006
14/03/2013,78.92,0.003681375
13/03/2013,78.63,-0.001524972
12/03/2013,78.75,-0.001649433
11/03/2013,78.88,0.000634075
08/03/2013,78.83,0.006873754
07/03/2013,78.29,0.001022364
06/03/2013,78.21,-0.001533155
05/03/2013,78.33,0.005761491
04/03/2013,77.88,0.006440831
01/03/2013,77.38,0.00414401
28/02/2013,77.06,0.009518293
27/02/2013,76.33,0.00736361
26/02/2013,75.77,0.007817198
25/02/2013,75.18,-0.015311809
22/02/2013,76.34,0.006043902
21/02/2013,75.88,-0.006567737
20/02/2013,76.38,-0.014428014
19/02/2013,77.49,0.004397317
15/02/2013,77.15,0.000907735
14/02/2013,77.08,0.002988374
13/02/2013,76.85,0.007051479
12/02/2013,76.31,-0.000393056
11/02/2013,76.34,-0.017143277
08/02/2013,77.66,0.008794676
07/02/2013,76.98,-0.014188294
06/02/2013,78.08,0.002179628
05/02/2013,77.91,0.004631425
04/02/2013,77.55,-0.006298626
01/02/2013,78.04,0.009139537
31/01/2013,77.33,0.002460026
30/01/2013,77.14,-0.001554404
29/01/2013,77.26,0.003760622
28/01/2013,76.97,-0.005571045
25/01/2013,77.4,0.008563696
24/01/2013,76.74,-0.003382337
23/01/2013,77,-0.001946157
22/01/2013,77.15,0.002855661
18/01/2013,76.93,0.002863839
17/01/2013,76.71,0.004311196
16/01/2013,76.38,-0.000130916
15/01/2013,76.39,-0.00104671
14/01/2013,76.47,0.000915811
11/01/2013,76.4,-0.00431007
10/01/2013,76.73,0.00195682
09/01/2013,76.58,0.010369588
08/01/2013,75.79,0.003568836
07/01/2013,75.52,0.003315873
04/01/2013,75.27,-0.000531279
03/01/2013,75.31,0.007196193
02/01/2013,74.77,0.016043485
31/12/2012,73.58,0.009833458
28/12/2012,72.86,-0.0111916
27/12/2012,73.68,-0.004468827
26/12/2012,74.01,0.004061744
24/12/2012,73.71,0.000135676
21/12/2012,73.7,0.000407139
20/12/2012,73.67,0.006536861
19/12/2012,73.19,-0.006265343
18/12/2012,73.65,0.008864702
17/12/2012,73,0.005494519
14/12/2012,72.6,0.00262051
13/12/2012,72.41,-0.003721832
12/12/2012,72.68,-0.009993923
11/12/2012,73.41,0.000681338
10/12/2012,73.36,0.004097807
07/12/2012,73.06,0.001232624
06/12/2012,72.97,0.005910264
05/12/2012,72.54,-0.00206569
04/12/2012,72.69,0.007456538
03/12/2012,72.15,-0.005115101
30/11/2012,72.52,0.002623405
29/11/2012,72.33,0.001383509
28/11/2012,72.23,0.003050474
27/11/2012,72.01,-0.002912018
26/11/2012,72.22,0.00027697
23/11/2012,72.2,0.011982866
21/11/2012,71.34,-0.00196051
20/11/2012,71.48,0.007583241
19/11/2012,70.94,0.023389543
16/11/2012,69.3,-0.000577034
15/11/2012,69.34,0.007963555
14/11/2012,68.79,-0.009116625
13/11/2012,69.42,-0.003881825
12/11/2012,69.69,0.001867146
09/11/2012,69.56,0
08/11/2012,69.56,-0.013564854
07/11/2012,70.51,-0.018129932
06/11/2012,71.8,0.017421064
05/11/2012,70.56,0.005827605
02/11/2012,70.15,-0.00696075
01/11/2012,70.64,0.006533186
31/10/2012,70.18,-0.005400042
26/10/2012,70.56,0.000141733
25/10/2012,70.55,0.001844365
24/10/2012,70.42,-0.016478086
23/10/2012,71.59,-0.018955946
22/10/2012,72.96,0.003982701
19/10/2012,72.67,-0.011764842
18/10/2012,73.53,-0.011224677
17/10/2012,74.36,0.009458252
16/10/2012,73.66,0.016149249
15/10/2012,72.48,0.008034397
12/10/2012,71.9,0
11/10/2012,71.9,0.010064385
10/10/2012,71.18,-0.009229544
09/10/2012,71.84,-0.018753997
08/10/2012,73.2,-0.002455998
05/10/2012,73.38,0.00395986
04/10/2012,73.09,0.007967075
03/10/2012,72.51,0.000689798
02/10/2012,72.46,-0.002618705
01/10/2012,72.65,0.009404024
28/09/2012,71.97,-0.009954458
27/09/2012,72.69,0.006348351
26/09/2012,72.23,-0.011836086
25/09/2012,73.09,-0.006409841
24/09/2012,73.56,0.002586267
21/09/2012,73.37,-0.008414816
20/09/2012,73.99,0.002571217
19/09/2012,73.8,0.001355932
18/09/2012,73.7,-0.004062294
17/09/2012,74,0.00379096
14/09/2012,73.72,0.007762005
13/09/2012,73.15,0.011273147
12/09/2012,72.33,-0.003863673
11/09/2012,72.61,-0.007136026
10/09/2012,73.13,-0.004093892
07/09/2012,73.43,0.028034702
06/09/2012,71.4,0.007732903
05/09/2012,70.85,0.00509411
04/09/2012,70.49,-0.007631467
31/08/2012,71.03,0.007915236
30/08/2012,70.47,-0.007915236
29/08/2012,71.03,0.008625009
28/08/2012,70.42,0.003698966
27/08/2012,70.16,-0.007242807
24/08/2012,70.67,0.003827892
23/08/2012,70.4,-0.015644037
22/08/2012,71.51,0.005609326
21/08/2012,71.11,-0.00392983
20/08/2012,71.39,-0.004890669
17/08/2012,71.74,-0.007775657
16/08/2012,72.3,0.006521913
15/08/2012,71.83,0.006004347
14/08/2012,71.4,-0.003913899
13/08/2012,71.68,-0.0054261
10/08/2012,72.07,-0.00456843
09/08/2012,72.4,0.002073972
08/08/2012,72.25,0.009176928
07/08/2012,71.59,0.011378924
06/08/2012,70.78,0.007943304
03/08/2012,70.22,0.02874882
02/08/2012,68.23,-0.011801696
01/08/2012,69.04,-0.002314816
31/07/2012,69.2,-0.005620016
30/07/2012,69.59,-0.017661761
27/07/2012,70.83,0.036372873
26/07/2012,68.3,0.015195395
25/07/2012,67.27,-0.012262841
24/07/2012,68.1,-0.037609792
23/07/2012,70.71,-0.009990937
20/07/2012,71.42,-0.011139074
19/07/2012,72.22,-0.004007468
18/07/2012,72.51,0.020059177
17/07/2012,71.07,0.005361187
16/07/2012,70.69,-0.012930609
13/07/2012,71.61,0.012506311
12/07/2012,70.72,0.004251105
11/07/2012,70.42,-0.020242468
10/07/2012,71.86,-0.019840827
09/07/2012,73.3,0.000682361
06/07/2012,73.25,-0.008428544
05/07/2012,73.87,-0.006342373
03/07/2012,74.34,0.010955679
02/07/2012,73.53,-0.005425213
29/06/2012,73.93,0.024094252
28/06/2012,72.17,-0.000138552
27/06/2012,72.18,0.008347294
26/06/2012,71.58,0.002517836
25/06/2012,71.4,-0.005168692
22/06/2012,71.77,0.009660558
21/06/2012,71.08,-0.028295924
20/06/2012,73.12,-0.00640722
19/06/2012,73.59,0.022398738
18/06/2012,71.96,0.003619661
15/06/2012,71.7,0.007138388
14/06/2012,71.19,0.007472717
13/06/2012,70.66,-0.0106983
12/06/2012,71.42,0.025957063
11/06/2012,69.59,-0.015824694
08/06/2012,70.7,0.006385265
07/06/2012,70.25,0.004565566
06/06/2012,69.93,0.022121917
05/06/2012,68.4,0.00881063
04/06/2012,67.8,0.003990251
01/06/2012,67.53,-0.026882554
31/05/2012,69.37,-0.01573259
30/05/2012,70.47,-0.02494524
29/05/2012,72.25,0.01604499
25/05/2012,71.1,-0.007007737
24/05/2012,71.6,0.010671261
23/05/2012,70.84,-0.003522867
22/05/2012,71.09,0.012455929
21/05/2012,70.21,0.029486166
18/05/2012,68.17,-0.007599043
17/05/2012,68.69,-0.015887105
16/05/2012,69.79,-0.00114564
15/05/2012,69.87,-0.001287278
14/05/2012,69.96,-0.009531333
11/05/2012,70.63,0.000991572
10/05/2012,70.56,0.013124297
09/05/2012,69.64,-0.002438151
08/05/2012,69.81,0.018067992
07/05/2012,68.56,0.000437669
04/05/2012,68.53,-0.026779602
03/05/2012,70.39,-0.010036129
02/05/2012,71.1,-0.001545921
01/05/2012,71.21,0.004362824
30/04/2012,70.9,-0.006747285
27/04/2012,71.38,-0.002937681
26/04/2012,71.59,0.011237652
25/04/2012,70.79,0.005524485
24/04/2012,70.4,-0.001277593
23/04/2012,70.49,-0.019527206
20/04/2012,71.88,0.004042663
19/04/2012,71.59,-0.003903532
18/04/2012,71.87,-0.000278242
17/04/2012,71.89,0.014007793
16/04/2012,70.89,-0.000986958
13/04/2012,70.96,-0.019122643
12/04/2012,72.33,0.017292301
11/04/2012,71.09,0.01074823
10/04/2012,70.33,-0.016079331
09/04/2012,71.47,-0.014032881
05/04/2012,72.48,-0.008107224
04/04/2012,73.07,-0.012647207
03/04/2012,74,-0.005793993
02/04/2012,74.43,0.018578065
30/03/2012,73.06,0.00082158
29/03/2012,73,-0.00696201
28/03/2012,73.51,-0.007724139
27/03/2012,74.08,0.000134998
26/03/2012,74.07,0.020872458
23/03/2012,72.54,0.009000961
22/03/2012,71.89,-0.011891733
21/03/2012,72.75,-0.003567512
20/03/2012,73.01,-0.007097068
19/03/2012,73.53,0.00163332
16/03/2012,73.41,0.006971527
15/03/2012,72.9,0.014090577
14/03/2012,71.88,-0.002917277
13/03/2012,72.09,0.013265572
12/03/2012,71.14,-0.006584962
09/03/2012,71.61,0.001537279
08/03/2012,71.5,0.013092325
07/03/2012,70.57,0.001276143
06/03/2012,70.48,-0.016045383
05/03/2012,71.62,-0.004040973
02/03/2012,71.91,0.003482625
01/03/2012,71.66,-0.001812479
29/02/2012,71.79,-0.013833393
28/02/2012,72.79,0.000687144
27/02/2012,72.74,0.001926518
24/02/2012,72.6,0.002758622
23/02/2012,72.4,0.006512876
22/02/2012,71.93,0.005157165
21/02/2012,71.56,-0.00557415
17/02/2012,71.96,0.000695072
16/02/2012,71.91,0.01400387
15/02/2012,70.91,0.008355214
14/02/2012,70.32,-0.00694398
13/02/2012,70.81,0.018385753
10/02/2012,69.52,-0.013998229
09/02/2012,70.5,-0.01422459
08/02/2012,71.51,0.002660507
07/02/2012,71.32,0.00491954
06/02/2012,70.97,0.00282207
03/02/2012,70.77,0.018252325
02/02/2012,69.49,-0.000719269
01/02/2012,69.54,0.021806359
31/01/2012,68.04,-0.003667575
30/01/2012,68.29,0.000439399
27/01/2012,68.26,0.000586166
26/01/2012,68.22,-0.028752974
25/01/2012,70.21,0.024365078
24/01/2012,68.52,0.014849938
23/01/2012,67.51,0.008628438
20/01/2012,66.93,0.004642464
19/01/2012,66.62,0.007987383
18/01/2012,66.09,0.017553683
17/01/2012,64.94,0.011927955
13/01/2012,64.17,-0.016383674
12/01/2012,65.23,0.019036402
11/01/2012,64,0.009103814
10/01/2012,63.42,0.02506717
09/01/2012,61.85,-0.007891176
06/01/2012,62.34,-0.012434402
05/01/2012,63.12,0.004764182
04/01/2012,62.82,-0.010293859
03/01/2012,63.47,0.016041001
30/12/2011,62.46,-0.001439885
29/12/2011,62.55,0.012386549
28/12/2011,61.78,-0.019872449
27/12/2011,63.02,0.002542105
23/12/2011,62.86,0.001114206
22/12/2011,62.79,-0.010456369
21/12/2011,63.45,-0.024442721
20/12/2011,65.02,0.032989781
19/12/2011,62.91,-0.003807715
16/12/2011,63.15,0.012749177
15/12/2011,62.35,0.010479741
14/12/2011,61.7,-0.020215673
13/12/2011,62.96,-0.015601924
12/12/2011,63.95,-0.030795351
09/12/2011,65.95,0.017282681
08/12/2011,64.82,-0.018192048
07/12/2011,66.01,0.007450806
06/12/2011,65.52,0.000763417
05/12/2011,65.47,0.016167879
02/12/2011,64.42,-0.004491605
01/12/2011,64.71,-0.001544163
30/11/2011,64.81,0.059602925
29/11/2011,61.06,0.001967214
28/11/2011,60.94,0.034218477
25/11/2011,58.89,-0.002035624
23/11/2011,59.01,-0.014802625
22/11/2011,59.89,0.001336675
21/11/2011,59.81,-0.003171691
18/11/2011,60,-0.008794548
17/11/2011,60.53,-0.033466411
16/11/2011,62.59,-0.015693435
15/11/2011,63.58,0.010752792
14/11/2011,62.9,-0.010438178
11/11/2011,63.56,0.02501126
10/11/2011,61.99,0.001937672
09/11/2011,61.87,-0.043488551
08/11/2011,64.62,0.017799065
07/11/2011,63.48,-0.00157406
04/11/2011,63.58,-0.010949585
03/11/2011,64.28,0.010635071
02/11/2011,63.6,0.002203684
01/11/2011,63.46,-0.031334966
31/10/2011,65.48,-0.034522414
28/10/2011,67.78,-0.016243863
27/10/2011,68.89,0.047412104
26/10/2011,65.7,-0.010748722
25/10/2011,66.41,-0.049643085
24/10/2011,69.79,0.02172739
21/10/2011,68.29,0.041865884
20/10/2011,65.49,0.001987009
19/10/2011,65.36,-0.018193346
18/10/2011,66.56,0.031438573
17/10/2011,64.5,-0.014162798
14/10/2011,65.42,0.011839917
13/10/2011,64.65,-0.002471807
12/10/2011,64.81,-0.002927357
11/10/2011,65,0.000153858
10/10/2011,64.99,0.038906868
07/10/2011,62.51,-0.028544081
06/10/2011,64.32,0.014564505
05/10/2011,63.39,0.017184194
04/10/2011,62.31,0.025519467
03/10/2011,60.74,-0.017139079
30/09/2011,61.79,-0.027455835
29/09/2011,63.51,0.012038796
28/09/2011,62.75,-0.033226689
27/09/2011,64.87,0.031475236
26/09/2011,62.86,0.039755377
23/09/2011,60.41,0.006976772
22/09/2011,59.99,-0.035212022
21/09/2011,62.14,-0.035723729
20/09/2011,64.4,0.012971972
19/09/2011,63.57,-0.018237588
16/09/2011,64.74,0.015723839
15/09/2011,63.73,0.020129057
14/09/2011,62.46,0.04268492
13/09/2011,59.85,0.018209911
12/09/2011,58.77,-0.006952126
09/09/2011,59.18,-0.027499441
08/09/2011,60.83,-0.030597288
07/09/2011,62.72,0.017856181
06/09/2011,61.61,-0.006148887
02/09/2011,61.99,-0.021386069
01/09/2011,63.33,-0.016599191
31/08/2011,64.39,0.000466019
30/08/2011,64.36,0.005921788
29/08/2011,63.98,0.035800498
26/08/2011,61.73,0.028592155
25/08/2011,59.99,-0.026321638
24/08/2011,61.59,0.021167416
23/08/2011,60.3,0.023660807
22/08/2011,58.89,-0.001357543
19/08/2011,58.97,-0.010291107
18/08/2011,59.58,-0.058509558
17/08/2011,63.17,-0.012115639
16/08/2011,63.94,-0.009494974
15/08/2011,64.55,0.021610612
12/08/2011,63.17,0.020147787
11/08/2011,61.91,0.065411136
10/08/2011,57.99,-0.039558911
09/08/2011,60.33,0.062937505
08/08/2011,56.65,-0.073161868
05/08/2011,60.95,0.000656491
04/08/2011,60.91,-0.054784157
03/08/2011,64.34,0.00686216
02/08/2011,63.9,-0.039581789
01/08/2011,66.48,-0.009282893
29/07/2011,67.1,-0.004312595
28/07/2011,67.39,-0.011361244
27/07/2011,68.16,-0.028777924
26/07/2011,70.15,-0.049366993
25/07/2011,73.7,0.002309313
22/07/2011,73.53,-0.01337406
21/07/2011,74.52,0.023488963
20/07/2011,72.79,-0.013644638
19/07/2011,73.79,0.024279363
18/07/2011,72.02,-0.016524749
15/07/2011,73.22,0.00287219
14/07/2011,73.01,-0.010762314
13/07/2011,73.8,0.001220256
12/07/2011,73.71,-0.000406918
11/07/2011,73.74,-0.026100659
08/07/2011,75.69,-0.001584159
07/07/2011,75.81,0.012877709
06/07/2011,74.84,0.009262433
05/07/2011,74.15,-0.00121302
01/07/2011,74.24,0.01165167
30/06/2011,73.38,0.023579169
29/06/2011,71.67,0.009533228
28/06/2011,70.99,0.023661309
27/06/2011,69.33,0.008255532
24/06/2011,68.76,-0.00087222
23/06/2011,68.82,0.000145317
22/06/2011,68.81,-0.005651779
21/06/2011,69.2,0.022653508
20/06/2011,67.65,0.016093329
17/06/2011,66.57,0.005120493
16/06/2011,66.23,-0.008120345
15/06/2011,66.77,-0.021190687
14/06/2011,68.2,0.017005955
13/06/2011,67.05,-0.001192428
10/06/2011,67.13,-0.020348682
09/06/2011,68.51,0.023332423
08/06/2011,66.93,-0.006849342
07/06/2011,67.39,0.008194935
06/06/2011,66.84,-0.008491671
03/06/2011,67.41,-0.022007931
02/06/2011,68.91,0.003197677
01/06/2011,68.69,-0.023025913
31/05/2011,70.29,0.007568762
27/05/2011,69.76,0.00445371
26/05/2011,69.45,0.0083864
25/05/2011,68.87,0.009776105
24/05/2011,68.2,-0.000879379
23/05/2011,68.26,-0.020876374
20/05/2011,69.7,-0.002865331
19/05/2011,69.9,-0.000286082
18/05/2011,69.92,0.020956038
17/05/2011,68.47,-0.005534532
16/05/2011,68.85,-0.000435635
13/05/2011,68.88,-0.017984802
12/05/2011,70.13,0.007155154
11/05/2011,69.63,-0.013409616
10/05/2011,70.57,0.020327067
09/05/2011,69.15,0.00623778
06/05/2011,68.72,0.008475865
05/05/2011,68.14,-0.014569022
04/05/2011,69.14,-0.005481046
03/05/2011,69.52,-0.01442367
02/05/2011,70.53,-0.000708667
29/04/2011,70.58,0.003832782
28/04/2011,70.31,-0.002982321
27/04/2011,70.52,0.00184515
26/04/2011,70.39,0.045336836
25/04/2011,67.27,0.004618946
21/04/2011,66.96,0.003290953
20/04/2011,66.74,0.020741036
19/04/2011,65.37,0.009838665
18/04/2011,64.73,-0.007848005
15/04/2011,65.24,0.025144891
14/04/2011,63.62,0
13/04/2011,63.62,-0.003608696
12/04/2011,63.85,-0.00795574
11/04/2011,64.36,-0.007121876
08/04/2011,64.82,-0.000308499
07/04/2011,64.84,-0.008140741
06/04/2011,65.37,-0.005948313
05/04/2011,65.76,0.013472341
04/04/2011,64.88,0.014594266
01/04/2011,63.94,0.00470294
31/03/2011,63.64,-0.003920651
30/03/2011,63.89,-0.000938673
29/03/2011,63.95,0.01353925
28/03/2011,63.09,-0.005216991
25/03/2011,63.42,0.001578034
24/03/2011,63.32,0.00015794
23/03/2011,63.31,-0.001578283
22/03/2011,63.41,-0.000788208
21/03/2011,63.46,0.023275401
18/03/2011,62,0.011354542
17/03/2011,61.3,0.010000903
16/03/2011,60.69,-0.013420823
15/03/2011,61.51,-0.011798117
14/03/2011,62.24,-0.002086511
11/03/2011,62.37,0.008372292
10/03/2011,61.85,-0.019533122
09/03/2011,63.07,-0.005534048
08/03/2011,63.42,0.012215588
07/03/2011,62.65,-0.02661784
04/03/2011,64.34,-0.003723244
03/03/2011,64.58,0.024611321
02/03/2011,63.01,0.011332018
01/03/2011,62.3,-0.025201429
28/02/2011,63.89,0.015775686
25/02/2011,62.89,0.010228633
24/02/2011,62.25,-0.000481812
23/02/2011,62.28,-0.004645583
22/02/2011,62.57,-0.019937369
18/02/2011,63.83,0.002038737
17/02/2011,63.7,0.011843802
16/02/2011,62.95,0.001589825
15/02/2011,62.85,0.005744391
14/02/2011,62.49,0.001441269
11/02/2011,62.4,-0.000320461
10/02/2011,62.42,0.013710998
09/02/2011,61.57,-0.060958953
08/02/2011,65.44,0.017418552
07/02/2011,64.31,0.012202905
04/02/2011,63.53,-0.009400038
03/02/2011,64.13,-0.003735413
02/02/2011,64.37,-0.01495672
01/02/2011,65.34,0.026205081
31/01/2011,63.65,0.01983405
28/01/2011,62.4,-0.022501345
27/01/2011,63.82,-0.008114901
