Date,Close,PETM
17/10/2013,71.86,-0.01010739
16/10/2013,72.59,0.008161052
15/10/2013,72,-0.010775073
14/10/2013,72.78,-0.01296858
11/10/2013,73.73,0.011046822
10/10/2013,72.92,0.013947613
09/10/2013,71.91,-0.030000195
08/10/2013,74.1,-0.018584665
07/10/2013,75.49,-0.005416487
04/10/2013,75.9,-0.003288395
03/10/2013,76.15,-0.008499561
02/10/2013,76.8,-0.006748014
01/10/2013,77.32,0.0138041
30/09/2013,76.26,-0.004709585
27/09/2013,76.62,0.027522245
26/09/2013,74.54,0.007541108
25/09/2013,73.98,-0.004719852
24/09/2013,74.33,0.007291418
23/09/2013,73.79,0.000677828
20/09/2013,73.74,-0.004735178
19/09/2013,74.09,0.004463991
18/09/2013,73.76,0.003259101
17/09/2013,73.52,0.007783203
16/09/2013,72.95,0.004120885
13/09/2013,72.65,0.003861541
12/09/2013,72.37,-0.009352289
11/09/2013,73.05,0.01851393
10/09/2013,71.71,0.01390179
09/09/2013,70.72,0.015245718
06/09/2013,69.65,-0.003153672
05/09/2013,69.87,-0.000715359
04/09/2013,69.92,-0.005135532
03/09/2013,70.28,-0.002132045
30/08/2013,70.43,-0.008060568
29/08/2013,71,0.009908078
28/08/2013,70.3,0.003562526
27/08/2013,70.05,-0.004841935
26/08/2013,70.39,-0.007924196
23/08/2013,70.95,-0.014551817
22/08/2013,71.99,0.013847343
21/08/2013,71,-0.054808236
20/08/2013,75,0.007763391
19/08/2013,74.42,0.012983683
16/08/2013,73.46,-0.007324053
15/08/2013,74,-0.006868251
14/08/2013,74.51,-0.001207163
13/08/2013,74.6,-0.002142475
12/08/2013,74.76,0.009947656
09/08/2013,74.02,0.003518748
08/08/2013,73.76,0.006938331
07/08/2013,73.25,-0.007209444
06/08/2013,73.78,-0.015199701
05/08/2013,74.91,0.003342919
02/08/2013,74.66,0.00496812
01/08/2013,74.29,0.014507745
31/07/2013,73.22,0.007264784
30/07/2013,72.69,0.005241391
29/07/2013,72.31,0.004852023
26/07/2013,71.96,-0.001249913
25/07/2013,72.05,0.012569998
24/07/2013,71.15,-0.008676237
23/07/2013,71.77,0.001812984
22/07/2013,71.64,0.001257071
19/07/2013,71.55,0.001818564
18/07/2013,71.42,-0.00335477
17/07/2013,71.66,-0.005982627
16/07/2013,72.09,-0.005809145
15/07/2013,72.51,0.007058364
12/07/2013,72,0.003617647
11/07/2013,71.74,0.015593489
10/07/2013,70.63,0.015696669
09/07/2013,69.53,0.001727365
08/07/2013,69.41,0.014219624
05/07/2013,68.43,0.002047982
03/07/2013,68.29,-0.000439207
02/07/2013,68.32,0.011334485
01/07/2013,67.55,0.00832471
28/06/2013,66.99,0.001643386
27/06/2013,66.88,-0.001792651
26/06/2013,67,-0.004913283
25/06/2013,67.33,0.001486326
24/06/2013,67.23,-0.005488407
21/06/2013,67.6,0.015804712
20/06/2013,66.54,-0.023467585
19/06/2013,68.12,-0.018616012
18/06/2013,69.4,0.007375838
17/06/2013,68.89,-0.004923265
14/06/2013,69.23,0.004342798
13/06/2013,68.93,0.020223432
12/06/2013,67.55,-0.009429862
11/06/2013,68.19,-0.004389823
10/06/2013,68.49,-0.006403748
07/06/2013,68.93,0.020075405
06/06/2013,67.56,0.010564788
05/06/2013,66.85,-0.005073123
04/06/2013,67.19,-0.005491665
03/06/2013,67.56,0.000888494
31/05/2013,67.5,-0.005908437
30/05/2013,67.9,0.00103146
29/05/2013,67.83,-0.013472162
28/05/2013,68.75,-0.010562205
24/05/2013,69.48,-0.012017312
23/05/2013,70.32,0.018080561
22/05/2013,69.06,-0.010658318
21/05/2013,69.8,0.006756297
20/05/2013,69.33,-0.003886854
17/05/2013,69.6,0.006052764
16/05/2013,69.18,-0.007345032
15/05/2013,69.69,0.009515643
14/05/2013,69.03,0.006248658
13/05/2013,68.6,-0.027462009
10/05/2013,70.51,0.010407108
09/05/2013,69.78,0.001434103
08/05/2013,69.68,0.011402303
07/05/2013,68.89,0.013738889
06/05/2013,67.95,0.005608043
03/05/2013,67.57,-0.012208727
02/05/2013,68.4,0.012356733
01/05/2013,67.56,-0.009135175
30/04/2013,68.18,0.020298497
29/04/2013,66.81,-0.002690585
26/04/2013,66.99,0.000298597
25/04/2013,66.97,-0.004172261
24/04/2013,67.25,0.001637027
23/04/2013,67.14,0.00462791
22/04/2013,66.83,-0.001644614
19/04/2013,66.94,0.017937025
18/04/2013,65.75,-0.00060818
17/04/2013,65.79,-0.003792768
16/04/2013,66.04,0.011728106
15/04/2013,65.27,-0.013543538
12/04/2013,66.16,0.002572835
11/04/2013,65.99,0.009286814
10/04/2013,65.38,0.011073629
09/04/2013,64.66,0.019205837
08/04/2013,63.43,0.002999923
05/04/2013,63.24,0.006981939
04/04/2013,62.8,0.01556639
03/04/2013,61.83,-0.01556639
02/04/2013,62.8,0.017023054
01/04/2013,61.74,-0.00581397
28/03/2013,62.1,-0.003857285
27/03/2013,62.34,-0.001282463
26/03/2013,62.42,0.007073984
25/03/2013,61.98,-0.004186128
22/03/2013,62.24,0.010173685
21/03/2013,61.61,-0.010816152
20/03/2013,62.28,0.008546371
19/03/2013,61.75,-0.00710024
18/03/2013,62.19,-0.006411306
15/03/2013,62.59,0.002559592
14/03/2013,62.43,0.003690929
13/03/2013,62.2,0.004673282
12/03/2013,61.91,-0.015069218
11/03/2013,62.85,-0.009028334
08/03/2013,63.42,0.019745864
07/03/2013,62.18,-0.06792014
06/03/2013,66.55,0.009208307
05/03/2013,65.94,0.005169542
04/03/2013,65.6,0.014123661
01/03/2013,64.68,-0.006626113
28/02/2013,65.11,0.021108963
27/02/2013,63.75,0.017724788
26/02/2013,62.63,0.000319387
25/02/2013,62.61,-0.022114311
22/02/2013,64.01,-0.001717007
21/02/2013,64.12,0.010504134
20/02/2013,63.45,-0.00831834
19/02/2013,63.98,-0.012426379
15/02/2013,64.78,-0.017748324
14/02/2013,65.94,-0.001666793
13/02/2013,66.05,-0.004682434
12/02/2013,66.36,-0.012281119
11/02/2013,67.18,0.000595593
08/02/2013,67.14,0.017731494
07/02/2013,65.96,-0.000757748
06/02/2013,66.01,0.008672553
05/02/2013,65.44,0.028834737
04/02/2013,63.58,-0.006271579
01/02/2013,63.98,-0.022104617
31/01/2013,65.41,0.004750603
30/01/2013,65.1,0.003693448
29/01/2013,64.86,0.019146044
28/01/2013,63.63,-0.095267317
25/01/2013,69.99,0.00860961
24/01/2013,69.39,0.011887644
23/01/2013,68.57,-0.006541196
22/01/2013,69.02,0.00522953
18/01/2013,68.66,-0.001600815
17/01/2013,68.77,-0.002468958
16/01/2013,68.94,0.008009946
15/01/2013,68.39,0.018744553
14/01/2013,67.12,-0.015669205
11/01/2013,68.18,-0.018167784
10/01/2013,69.43,0.007372639
09/01/2013,68.92,0.012997627
08/01/2013,68.03,-0.014302637
07/01/2013,69.01,-0.008944087
04/01/2013,69.63,0.00258844
03/01/2013,69.45,0.003172775
02/01/2013,69.23,0.012939048
31/12/2012,68.34,0.011627182
28/12/2012,67.55,-0.008989818
27/12/2012,68.16,0.005885832
26/12/2012,67.76,-0.027797759
24/12/2012,69.67,0.001005242
21/12/2012,69.6,-0.019774455
20/12/2012,70.99,-0.001266981
19/12/2012,71.08,-0.003791341
18/12/2012,71.35,0.004635816
17/12/2012,71.02,0.025238382
14/12/2012,69.25,-0.003747482
13/12/2012,69.51,-0.009592743
12/12/2012,70.18,0.001996863
11/12/2012,70.04,-0.002993801
10/12/2012,70.25,-0.001564612
07/12/2012,70.36,-0.000852394
06/12/2012,70.42,0.000568182
05/12/2012,70.38,-0.001845412
04/12/2012,70.51,0.011697708
03/12/2012,69.69,-0.013822806
30/11/2012,70.66,0.013679324
29/11/2012,69.7,-0.003008383
28/11/2012,69.91,0.007898368
27/11/2012,69.36,0.005058911
26/11/2012,69.01,-0.001158581
23/11/2012,69.09,0.003189333
21/11/2012,68.87,-0.003189333
20/11/2012,69.09,0.003189333
19/11/2012,68.87,0.022020855
16/11/2012,67.37,-0.001631443
15/11/2012,67.48,0.039754347
14/11/2012,64.85,-0.01317421
13/11/2012,65.71,0.007791652
12/11/2012,65.2,-0.012043746
09/11/2012,65.99,-0.005892591
08/11/2012,66.38,-0.003909192
07/11/2012,66.64,-0.009112021
06/11/2012,67.25,0.004172261
05/11/2012,66.97,0.001494322
02/11/2012,66.87,-0.002688174
01/11/2012,67.05,0.009892167
31/10/2012,66.39,0.001205727
26/10/2012,66.31,0.002113527
25/10/2012,66.17,-0.001661005
24/10/2012,66.28,-0.012891799
23/10/2012,67.14,0.001341382
22/10/2012,67.05,-0.022999687
19/10/2012,68.61,-0.016192345
18/10/2012,69.73,-0.0028641
17/10/2012,69.93,0.006024115
16/10/2012,69.51,0
15/10/2012,69.51,0.00230448
12/10/2012,69.35,-0.004316553
11/10/2012,69.65,-0.007438169
10/10/2012,70.17,0.003426128
09/10/2012,69.93,-0.011657795
08/10/2012,70.75,0.033633524
05/10/2012,68.41,0.012502921
04/10/2012,67.56,-0.017315179
03/10/2012,68.74,0.002767865
02/10/2012,68.55,0.014547314
01/10/2012,67.56,-0.020800516
28/09/2012,68.98,0.004795475
27/09/2012,68.65,0.008778403
26/09/2012,68.05,-0.004252518
25/09/2012,68.34,0.00058548
24/09/2012,68.3,-0.001463058
21/09/2012,68.4,-0.006847845
20/09/2012,68.87,-0.005069169
19/09/2012,69.22,0.019548398
18/09/2012,67.88,-0.004849741
17/09/2012,68.21,-0.007012447
14/09/2012,68.69,-0.019462879
13/09/2012,70.04,-0.002281804
12/09/2012,70.2,-0.020723939
11/09/2012,71.67,0.00223495
10/09/2012,71.51,0.000979363
07/09/2012,71.44,0.001400757
06/09/2012,71.34,0.005199927
05/09/2012,70.97,-0.007300327
04/09/2012,71.49,0.008005099
31/08/2012,70.92,0.001834733
30/08/2012,70.79,-0.000141253
29/08/2012,70.8,0.003820849
28/08/2012,70.53,-0.004526815
27/08/2012,70.85,-0.001974056
24/08/2012,70.99,0.006217344
23/08/2012,70.55,-0.006076469
22/08/2012,70.98,0.001127714
21/08/2012,70.9,0.002117897
20/08/2012,70.75,-0.007042283
17/08/2012,71.25,0.010156668
16/08/2012,70.53,0.044799838
15/08/2012,67.44,-0.000741125
14/08/2012,67.49,-0.010171828
13/08/2012,68.18,0.001320907
10/08/2012,68.09,-0.001027523
09/08/2012,68.16,0.002056103
08/08/2012,68.02,0.004272566
07/08/2012,67.73,0.010836594
06/08/2012,67,-0.003575689
03/08/2012,67.24,0.014832844
02/08/2012,66.25,0.017050192
01/08/2012,65.13,-0.014934749
31/07/2012,66.11,-0.020659417
30/07/2012,67.49,-0.010318488
27/07/2012,68.19,0.013583554
26/07/2012,67.27,0.010760827
25/07/2012,66.55,-0.008230499
24/07/2012,67.1,-0.002678972
23/07/2012,67.28,-0.023357654
20/07/2012,68.87,-0.009825249
19/07/2012,69.55,0.000143792
18/07/2012,69.54,0.001151079
17/07/2012,69.46,0.006209855
16/07/2012,69.03,0.002175333
13/07/2012,68.88,0.005970167
12/07/2012,68.47,0.016344323
11/07/2012,67.36,-0.008426393
10/07/2012,67.93,0.000294464
09/07/2012,67.91,-0.005287132
06/07/2012,68.27,0.003962726
05/07/2012,68,-0.000735024
03/07/2012,68.05,-0.00014694
02/07/2012,68.06,-0.001761598
29/06/2012,68.18,0.021346793
28/06/2012,66.74,0.018449034
27/06/2012,65.52,-0.014094346
26/06/2012,66.45,0.008766683
25/06/2012,65.87,-0.006355954
22/06/2012,66.29,-0.007813714
21/06/2012,66.81,-0.03065826
20/06/2012,68.89,-0.006799303
19/06/2012,69.36,0.005783706
18/06/2012,68.96,0.03497221
15/06/2012,66.59,0.00045062
14/06/2012,66.56,0.001654011
13/06/2012,66.45,0.001506024
12/06/2012,66.35,0.013046302
11/06/2012,65.49,-0.017257467
08/06/2012,66.63,0.016036652
07/06/2012,65.57,-0.004868411
06/06/2012,65.89,0.030980362
05/06/2012,63.88,0.010860263
04/06/2012,63.19,0.005395126
01/06/2012,62.85,-0.024983623
31/05/2012,64.44,-0.000155171
30/05/2012,64.45,-0.000930521
29/05/2012,64.51,0.011851067
25/05/2012,63.75,-0.002663117
24/05/2012,63.92,0.015768223
23/05/2012,62.92,0.123321229
22/05/2012,55.62,-0.001975753
21/05/2012,55.73,-0.004475883
18/05/2012,55.98,0.005732728
17/05/2012,55.66,-0.041698362
16/05/2012,58.03,0.006916853
15/05/2012,57.63,0.023704033
14/05/2012,56.28,-0.004432238
11/05/2012,56.53,-0.003355412
10/05/2012,56.72,0.002648073
09/05/2012,56.57,-0.00123664
08/05/2012,56.64,-0.013503055
07/05/2012,57.41,-0.014697247
04/05/2012,58.26,-0.010245991
03/05/2012,58.86,-0.004238372
02/05/2012,59.11,0.011741818
01/05/2012,58.42,0.002742545
30/04/2012,58.26,-0.012960618
27/04/2012,59.02,0.014162851
26/04/2012,58.19,0.013843447
25/04/2012,57.39,0.014391263
24/04/2012,56.57,-0.000530176
23/04/2012,56.6,-0.002822867
20/04/2012,56.76,-0.003692961
19/04/2012,56.97,-0.003679373
18/04/2012,57.18,0.005963884
17/04/2012,56.84,0.009190591
16/04/2012,56.32,-0.003013919
13/04/2012,56.49,-0.00723171
12/04/2012,56.9,0.017194432
11/04/2012,55.93,0.022237199
10/04/2012,54.7,-0.028830826
09/04/2012,56.3,0.005342844
05/04/2012,56,-0.005875562
04/04/2012,56.33,-0.013927065
03/04/2012,57.12,-0.002622608
02/04/2012,57.27,0.000873439
30/03/2012,57.22,0.00174917
29/03/2012,57.12,-0.003495285
28/03/2012,57.32,-0.011965807
27/03/2012,58.01,-0.006871699
26/03/2012,58.41,0.018837505
23/03/2012,57.32,-0.006434245
22/03/2012,57.69,-0.003115267
21/03/2012,57.87,0.00121034
20/03/2012,57.8,0.010434877
19/03/2012,57.2,0.003327207
16/03/2012,57.01,-0.008384329
15/03/2012,57.49,-0.005377756
14/03/2012,57.8,0
13/03/2012,57.8,0.002425083
12/03/2012,57.66,-0.012752198
09/03/2012,58.4,0.009116774
08/03/2012,57.87,0.021483666
07/03/2012,56.64,0.00904502
06/03/2012,56.13,-0.00479873
05/03/2012,56.4,0.016446563
02/03/2012,55.48,0.000540882
01/03/2012,55.45,-0.005216308
29/02/2012,55.74,0.00017942
28/02/2012,55.73,0.011913498
27/02/2012,55.07,0.005279939
24/02/2012,54.78,0.01786584
23/02/2012,53.81,-0.006483305
22/02/2012,54.16,-0.004789105
21/02/2012,54.42,-0.008781615
17/02/2012,54.9,-0.000364232
16/02/2012,54.92,0.012274588
15/02/2012,54.25,-0.017903291
14/02/2012,55.23,0.001812251
13/02/2012,55.13,0.027958415
10/02/2012,53.61,-0.008173926
09/02/2012,54.05,0.002964612
08/02/2012,53.89,-0.000371058
07/02/2012,53.91,0.016835414
06/02/2012,53.01,-0.014235116
03/02/2012,53.77,0.009717886
02/02/2012,53.25,-0.009159799
01/02/2012,53.74,0.009723338
31/01/2012,53.22,-0.003563729
30/01/2012,53.41,-0.002057421
27/01/2012,53.52,0.003931485
26/01/2012,53.31,-0.012860116
25/01/2012,54,0.011173301
24/01/2012,53.4,0.00412836
23/01/2012,53.18,-0.0123343
20/01/2012,53.84,-0.015298428
19/01/2012,54.67,0.008634204
18/01/2012,54.2,0.017307588
17/01/2012,53.27,0.005270104
13/01/2012,52.99,-0.002826724
12/01/2012,53.14,0.011355156
11/01/2012,52.54,0.003240876
10/01/2012,52.37,0.003059861
09/01/2012,52.21,0.002109099
06/01/2012,52.1,0.000383951
05/01/2012,52.08,0.011781884
04/01/2012,51.47,0.019223817
03/01/2012,50.49,-0.015720505
30/12/2011,51.29,-0.013940206
29/12/2011,52.01,0.006945812
28/12/2011,51.65,-0.013079625
27/12/2011,52.33,0.007865748
23/12/2011,51.92,0.014159872
22/12/2011,51.19,-0.013389159
21/12/2011,51.88,0.007351552
20/12/2011,51.5,0.022781818
19/12/2011,50.34,-0.002975307
16/12/2011,50.49,0.035890949
15/12/2011,48.71,0.005764891
14/12/2011,48.43,-0.002268744
13/12/2011,48.54,-0.009636159
12/12/2011,49.01,-0.004681942
09/12/2011,49.24,0.011438033
08/12/2011,48.68,-0.018924158
07/12/2011,49.61,0.00870539
06/12/2011,49.18,-0.015535468
05/12/2011,49.95,0.019406309
02/12/2011,48.99,0.023545078
01/12/2011,47.85,-0.00832471
30/11/2011,48.25,0.016930073
29/11/2011,47.44,0.014865426
28/11/2011,46.74,0.030631264
25/11/2011,45.33,-0.010533343
23/11/2011,45.81,-0.022235131
22/11/2011,46.84,-0.000640273
21/11/2011,46.87,-0.012087943
18/11/2011,47.44,0.004436471
17/11/2011,47.23,-0.009063188
16/11/2011,47.66,-0.018501723
15/11/2011,48.55,0.017453175
14/11/2011,47.71,-0.009180119
11/11/2011,48.15,0.032291505
10/11/2011,46.62,0.014693436
09/11/2011,45.94,-0.024299658
08/11/2011,47.07,0
07/11/2011,47.07,-0.00951482
04/11/2011,47.52,0.006968669
03/11/2011,47.19,0.012366895
02/11/2011,46.61,0.014478913
01/11/2011,45.94,-0.021747008
31/10/2011,46.95,-0.00212766
28/10/2011,47.05,-0.019573391
27/10/2011,47.98,0.029398332
26/10/2011,46.59,-0.001287001
25/10/2011,46.65,-0.01044897
24/10/2011,47.14,-0.005711279
21/10/2011,47.41,-0.003789478
20/10/2011,47.59,0.018664381
19/10/2011,46.71,0.005581809
18/10/2011,46.45,0.019346327
17/10/2011,45.56,-0.003068159
14/10/2011,45.7,0.018551769
13/10/2011,44.86,0.018448217
12/10/2011,44.04,0.010959014
11/10/2011,43.56,0.011312599
10/10/2011,43.07,0.034005638
07/10/2011,41.63,0.006023389
06/10/2011,41.38,0.004116727
05/10/2011,41.21,-0.003875035
04/10/2011,41.37,0.019280646
03/10/2011,40.58,-0.04975194
30/09/2011,42.65,-0.021571056
29/09/2011,43.58,0.005983907
28/09/2011,43.32,-0.021240949
27/09/2011,44.25,0.010221554
26/09/2011,43.8,0.029189008
23/09/2011,42.54,0.004712544
22/09/2011,42.34,-0.018254661
21/09/2011,43.12,-0.031052723
20/09/2011,44.48,-0.010955951
19/09/2011,44.97,0.00200334
16/09/2011,44.88,0.007380107
15/09/2011,44.55,0.004273991
14/09/2011,44.36,0.024185527
13/09/2011,43.3,0.01723779
12/09/2011,42.56,0.018497089
09/09/2011,41.78,0.004317589
08/09/2011,41.6,-0.010521379
07/09/2011,42.04,0.041278013
06/09/2011,40.34,-0.007901276
02/09/2011,40.66,-0.020448619
01/09/2011,41.5,-0.016252748
31/08/2011,42.18,-0.01575947
30/08/2011,42.85,0.004912865
29/08/2011,42.64,0.030962226
26/08/2011,41.34,0.017569998
25/08/2011,40.62,-0.016844045
24/08/2011,41.31,0.012912836
23/08/2011,40.78,0.034933692
22/08/2011,39.38,0.020264898
19/08/2011,38.59,-0.039629265
18/08/2011,40.15,-0.034515726
17/08/2011,41.56,-0.000721588
16/08/2011,41.59,-0.006470963
15/08/2011,41.86,0.00023892
12/08/2011,41.85,0.033777965
11/08/2011,40.46,0.036495808
10/08/2011,39.01,-0.046822922
09/08/2011,40.88,0.073581241
08/08/2011,37.98,-0.07113206
05/08/2011,40.78,-0.008059636
04/08/2011,41.11,-0.041687589
03/08/2011,42.86,0.014097978
02/08/2011,42.26,-0.028919926
01/08/2011,43.5,0.011095814
29/07/2011,43.02,0.000465008
28/07/2011,43,-0.014086366
27/07/2011,43.61,-0.03735808
26/07/2011,45.27,0.008875141
25/07/2011,44.87,-0.012183117
22/07/2011,45.42,0.006848585
21/07/2011,45.11,0.002441462
20/07/2011,45,-0.012148134
19/07/2011,45.55,0.023770974
18/07/2011,44.48,-0.01162284
15/07/2011,45,0.003115961
14/07/2011,44.86,-0.017237996
13/07/2011,45.64,0.003292003
12/07/2011,45.49,-0.001098539
11/07/2011,45.54,-0.011787956
08/07/2011,46.08,-0.001734606
07/07/2011,46.16,0.001083776
06/07/2011,46.11,0.001736488
05/07/2011,46.03,0.005664503
01/07/2011,45.77,0.008777761
30/06/2011,45.37,-0.003520356
29/06/2011,45.53,-0.003289116
28/06/2011,45.68,0.019006097
27/06/2011,44.82,0.00022314
24/06/2011,44.81,-0.004897606
23/06/2011,45.03,0.007131744
22/06/2011,44.71,-0.00468594
21/06/2011,44.92,0.012995926
20/06/2011,44.34,0.021658204
17/06/2011,43.39,-0.001381852
16/06/2011,43.45,0.000460405
15/06/2011,43.43,-0.012357137
14/06/2011,43.97,0.016048029
13/06/2011,43.27,-0.007597596
10/06/2011,43.6,-0.006401485
09/06/2011,43.88,0.017935638
08/06/2011,43.1,-0.017023646
07/06/2011,43.84,0.006177803
06/06/2011,43.57,0.002527865
03/06/2011,43.46,-0.01416519
02/06/2011,44.08,-0.015755446
01/06/2011,44.78,-0.011545421
31/05/2011,45.3,0.002873883
27/05/2011,45.17,-0.006179671
26/05/2011,45.45,0.007952328
25/05/2011,45.09,0.004668231
24/05/2011,44.88,-0.001336006
23/05/2011,44.94,-0.0062112
20/05/2011,45.22,-0.010777625
19/05/2011,45.71,0.073048338
18/05/2011,42.49,-0.004930166
17/05/2011,42.7,-0.01187303
16/05/2011,43.21,-0.020614564
13/05/2011,44.11,-0.002716778
12/05/2011,44.23,0.015952936
11/05/2011,43.53,0.001609381
10/05/2011,43.46,0.020221491
09/05/2011,42.59,0.016811098
06/05/2011,41.88,-0.005476856
05/05/2011,42.11,-0.004501844
04/05/2011,42.3,0.002840911
03/05/2011,42.18,-0.003786091
02/05/2011,42.34,0.003786091
29/04/2011,42.18,-0.006380738
28/04/2011,42.45,-0.004231318
27/04/2011,42.63,0.001643386
26/04/2011,42.56,-0.000704639
25/04/2011,42.59,-0.001642229
21/04/2011,42.66,0.02588296
20/04/2011,41.57,0.010640971
19/04/2011,41.13,-0.003155725
18/04/2011,41.26,-0.013720278
15/04/2011,41.83,0.005273262
14/04/2011,41.61,-0.002160606
13/04/2011,41.7,0.007703456
12/04/2011,41.38,-0.017962404
11/04/2011,42.13,0.007146291
08/04/2011,41.83,-0.004769864
07/04/2011,42.03,0.003097822
06/04/2011,41.9,0.005744391
05/04/2011,41.66,0.006985455
04/04/2011,41.37,0.001935641
01/04/2011,41.29,0.00826853
31/03/2011,40.95,-0.003169575
30/03/2011,41.08,0.000243457
29/03/2011,41.07,0.005615935
28/03/2011,40.84,-0.009989119
25/03/2011,41.25,0.005103912
24/03/2011,41.04,0.011271866
23/03/2011,40.58,-0.004916431
22/03/2011,40.78,0.000735925
21/03/2011,40.75,0.009864445
18/03/2011,40.35,-0.006422947
17/03/2011,40.61,0.001478561
16/03/2011,40.55,-0.011280159
15/03/2011,41.01,-0.005107636
14/03/2011,41.22,0.00121374
11/03/2011,41.17,-0.002668285
10/03/2011,41.28,-0.010362787
09/03/2011,41.71,-0.00692871
08/03/2011,42,0.004773279
07/03/2011,41.8,-0.002389487
04/03/2011,41.9,-0.015629018
03/03/2011,42.56,0.026668247
02/03/2011,41.44,0.007265714
01/03/2011,41.14,0.006584587
28/02/2011,40.87,-0.007313538
25/02/2011,41.17,0.038123429
24/02/2011,39.63,-0.006037754
23/02/2011,39.87,-0.02134076
22/02/2011,40.73,-0.023536207
18/02/2011,41.7,-0.000239779
17/02/2011,41.71,-0.005737525
16/02/2011,41.95,0.012714577
15/02/2011,41.42,-0.007935595
14/02/2011,41.75,0.007452853
11/02/2011,41.44,0.006293896
10/02/2011,41.18,-0.009185465
09/02/2011,41.56,-0.007431414
08/02/2011,41.87,0.003349285
07/02/2011,41.73,0.006008911
04/02/2011,41.48,0.01554939
03/02/2011,40.84,0.020282664
02/02/2011,40.02,-0.010192754
01/02/2011,40.43,0.004710558
31/01/2011,40.24,0.001741077
28/01/2011,40.17,-0.019719643
27/01/2011,40.97,0.020466748
26/01/2011,40.14,-0.010409016
