Date,Close,CFN
25/01/2011,26.2,-0.008361888
24/01/2011,26.42,0.013719727
21/01/2011,26.06,0.005772577
20/01/2011,25.91,-0.004620724
19/01/2011,26.03,-0.006891298
18/01/2011,26.21,-0.023752295
14/01/2011,26.84,0.013126009
13/01/2011,26.49,0.021752432
12/01/2011,25.92,0.010081512
11/01/2011,25.66,0.017296029
10/01/2011,25.22,-0.003562244
07/01/2011,25.31,-0.003943223
06/01/2011,25.41,0
05/01/2011,25.41,-0.002751033
04/01/2011,25.48,0.003932368
03/01/2011,25.38,-0.01252953
31/12/2010,25.7,-0.011605546
30/12/2010,26,0.013552966
29/12/2010,25.65,-0.01278344
28/12/2010,25.98,0.022971616
27/12/2010,25.39,0.006718065
23/12/2010,25.22,0.001984521
22/12/2010,25.17,-0.001587932
21/12/2010,25.21,0.013578483
20/12/2010,24.87,0.000402172
17/12/2010,24.86,0.021961029
16/12/2010,24.32,-0.003693827
15/12/2010,24.41,-0.002454993
14/12/2010,24.47,0.011508553
13/12/2010,24.19,0
10/12/2010,24.19,0.020042425
09/12/2010,23.71,-0.000421674
08/12/2010,23.72,0.012301322
07/12/2010,23.43,0.003848626
06/12/2010,23.34,0.014674411
03/12/2010,23,0.010929071
02/12/2010,22.75,-0.035409572
01/12/2010,23.57,0.030148709
30/11/2010,22.87,-0.005668208
29/11/2010,23,-0.012100407
26/11/2010,23.28,-0.000429461
24/11/2010,23.29,0.009057642
23/11/2010,23.08,-0.015050811
22/11/2010,23.43,-0.002983169
19/11/2010,23.5,-0.018967903
18/11/2010,23.95,0.020671481
17/11/2010,23.46,0.012438505
16/11/2010,23.17,-0.01371646
15/11/2010,23.49,0.016309374
12/11/2010,23.11,-0.010759734
11/11/2010,23.36,0.010759734
10/11/2010,23.11,-0.003024414
09/11/2010,23.18,-0.01030052
08/11/2010,23.42,-0.029036334
05/11/2010,24.11,-0.001243523
04/11/2010,24.14,0.015025324
03/11/2010,23.78,0.032047177
02/11/2010,23.03,-0.057785418
01/11/2010,24.4,0.010712917
29/10/2010,24.14,-0.009072227
28/10/2010,24.36,-0.000410425
27/10/2010,24.37,-0.000410256
26/10/2010,24.38,-0.012230075
25/10/2010,24.68,-0.000810045
22/10/2010,24.7,-0.005652013
21/10/2010,24.84,-0.000402495
20/10/2010,24.85,0.01827462
19/10/2010,24.4,-0.019481136
18/10/2010,24.88,0.010099056
15/10/2010,24.63,-0.004860277
14/10/2010,24.75,-0.008449054
13/10/2010,24.96,0.010066524
12/10/2010,24.71,0.002025522
11/10/2010,24.66,0.006917627
08/10/2010,24.49,0.000408413
07/10/2010,24.48,-0.009351562
06/10/2010,24.71,-0.005649733
05/10/2010,24.85,0.017455284
04/10/2010,24.42,-0.013826979
01/10/2010,24.76,-0.003225809
30/09/2010,24.84,-0.012800175
29/09/2010,25.16,0.006379607
28/09/2010,25,0.012477522
27/09/2010,24.69,-0.010475519
24/09/2010,24.95,0.018608951
23/09/2010,24.49,0.011912238
22/09/2010,24.2,0
21/09/2010,24.2,-0.018829865
20/09/2010,24.66,0.01800376
17/09/2010,24.22,0.002480365
16/09/2010,24.16,-0.013566498
15/09/2010,24.49,0.020211041
14/09/2010,24,0.029171377
13/09/2010,23.31,0
10/09/2010,23.31,0.010349381
09/09/2010,23.07,0.01837322
08/09/2010,22.65,0.008869238
07/09/2010,22.45,-0.004444452
03/09/2010,22.55,0.016995042
02/09/2010,22.17,-0.000450958
01/09/2010,22.18,0.027424022
31/08/2010,21.58,-0.023810649
30/08/2010,22.1,-0.028108029
27/08/2010,22.73,0.011059613
26/08/2010,22.48,-0.004438534
25/08/2010,22.58,0.013824077
24/08/2010,22.27,-0.030948535
23/08/2010,22.97,0.00698998
20/08/2010,22.81,0.036156583
19/08/2010,22,-0.021583572
18/08/2010,22.48,-0.002221729
17/08/2010,22.53,-0.002659576
16/08/2010,22.59,-0.011443787
13/08/2010,22.85,0.004385972
12/08/2010,22.75,-0.022170002
11/08/2010,23.26,0.083344225
10/08/2010,21.4,-0.014842573
09/08/2010,21.72,0.010645784
06/08/2010,21.49,0
05/08/2010,21.49,0.001863065
04/08/2010,21.45,0.014557665
03/08/2010,21.14,-0.013624829
02/08/2010,21.43,0.016941582
30/07/2010,21.07,-0.001422813
29/07/2010,21.1,-0.009903406
28/07/2010,21.31,-0.009806289
27/07/2010,21.52,-0.015218186
26/07/2010,21.85,0.013361176
23/07/2010,21.56,0.017310374
22/07/2010,21.19,0.024362323
21/07/2010,20.68,-0.046300192
20/07/2010,21.66,-0.007817929
19/07/2010,21.83,0.012909354
16/07/2010,21.55,-0.039577601
15/07/2010,22.42,-0.006225009
14/07/2010,22.56,-0.013210232
13/07/2010,22.86,0.016762633
12/07/2010,22.48,-0.005766261
09/07/2010,22.61,-0.006172859
08/07/2010,22.75,-0.000439464
07/07/2010,22.76,0.001759015
06/07/2010,22.72,0.013292176
02/07/2010,22.42,0.00044613
01/07/2010,22.41,-0.012857637
30/06/2010,22.7,-0.006586193
29/06/2010,22.85,-0.033989075
28/06/2010,23.64,0.012771566
25/06/2010,23.34,-0.00980609
24/06/2010,23.57,-0.0118095
23/06/2010,23.85,-0.005018831
22/06/2010,23.97,-0.023908806
21/06/2010,24.55,-0.005281345
18/06/2010,24.68,-0.024811197
17/06/2010,25.3,-0.007481823
16/06/2010,25.49,-0.001568013
15/06/2010,25.53,-0.000783085
14/06/2010,25.55,0.001958864
11/06/2010,25.5,0.007478878
10/06/2010,25.31,0.008730214
09/06/2010,25.09,-0.000796813
08/06/2010,25.11,0.014036725
07/06/2010,24.76,-0.001614205
04/06/2010,24.8,-0.044556946
03/06/2010,25.93,0.001157631
02/06/2010,25.9,0.032970019
01/06/2010,25.06,-0.014263316
28/05/2010,25.42,-0.00627453
27/05/2010,25.58,0.033793715
26/05/2010,24.73,-0.001616162
25/05/2010,24.77,-0.010042262
24/05/2010,25.02,0.012062872
21/05/2010,24.72,0.000404613
20/05/2010,24.71,-0.02557071
19/05/2010,25.35,-0.001182732
18/05/2010,25.38,-0.006675854
17/05/2010,25.55,-0.011286362
14/05/2010,25.84,-0.007710138
13/05/2010,26.04,-0.01297233
12/05/2010,26.38,-0.003405869
11/05/2010,26.47,-0.006026384
10/05/2010,26.63,0.017806873
07/05/2010,26.16,-0.054308621
06/05/2010,27.62,-0.046684573
05/05/2010,28.94,0.013217584
04/05/2010,28.56,0.045120435
03/05/2010,27.3,-0.01020417
30/04/2010,27.58,0.00326857
29/04/2010,27.49,0.011340893
28/04/2010,27.18,0.019692258
27/04/2010,26.65,-0.021530156
26/04/2010,27.23,-0.021076362
23/04/2010,27.81,-0.004663686
22/04/2010,27.94,-0.004642037
21/04/2010,28.07,0.009305722
20/04/2010,27.81,0.004685537
19/04/2010,27.68,0.018596707
16/04/2010,27.17,0.009243919
15/04/2010,26.92,0.002976193
14/04/2010,26.84,-0.005573115
13/04/2010,26.99,0.020588412
12/04/2010,26.44,-0.004904745
09/04/2010,26.57,0.011735891
08/04/2010,26.26,0.00038088
07/04/2010,26.25,-0.004940158
06/04/2010,26.38,0.000758438
05/04/2010,26.36,0.007233993
01/04/2010,26.17,-0.009886012
31/03/2010,26.43,-0.005659325
30/03/2010,26.58,0.029784561
29/03/2010,25.8,0.013658749
26/03/2010,25.45,0.017839918
25/03/2010,25,0.00080032
24/03/2010,24.98,-0.007577304
23/03/2010,25.17,-0.003965112
22/03/2010,25.27,0.003567893
19/03/2010,25.18,-0.009879551
18/03/2010,25.43,0.001180405
17/03/2010,25.4,-0.014073727
16/03/2010,25.76,-0.001163919
15/03/2010,25.79,-0.000387672
12/03/2010,25.8,0.006610952
11/03/2010,25.63,-0.001169819
10/03/2010,25.66,-0.005828655
09/03/2010,25.81,-0.004638586
08/03/2010,25.93,-0.001541426
05/03/2010,25.97,0.020619287
04/03/2010,25.44,0.002361276
03/03/2010,25.38,-0.014861439
02/03/2010,25.76,-0.012729198
01/03/2010,26.09,0.033122061
26/02/2010,25.24,-0.005137336
25/02/2010,25.37,-0.018356305
24/02/2010,25.84,-0.003476921
23/02/2010,25.93,-0.017584551
22/02/2010,26.39,0.004938282
19/02/2010,26.26,0.001905852
18/02/2010,26.21,0
17/02/2010,26.21,0.03454642
16/02/2010,25.32,0.005941788
12/02/2010,25.17,-0.024721683
11/02/2010,25.8,-0.024881666
10/02/2010,26.45,0.007590169
09/02/2010,26.25,0.01574231
08/02/2010,25.84,-0.005403332
05/02/2010,25.98,0.003084043
04/02/2010,25.9,-0.016845728
03/02/2010,26.34,-0.02103759
02/02/2010,26.9,0.033645207
01/02/2010,26.01,0.010046452
29/01/2010,25.75,-0.015032081
28/01/2010,26.14,-0.030145463
27/01/2010,26.94,-0.021300842
26/01/2010,27.52,0.000727008
25/01/2010,27.5,-0.001816531
22/01/2010,27.55,0.013889112
21/01/2010,27.17,0.014458083
20/01/2010,26.78,0.027637572
19/01/2010,26.05,0.017816118
15/01/2010,25.59,-0.015510198
14/01/2010,25.99,0.009277222
13/01/2010,25.75,0.006623831
12/01/2010,25.58,-0.04060305
11/01/2010,26.64,0.018182319
08/01/2010,26.16,0.040567185
07/01/2010,25.12,0.012820688
06/01/2010,24.8,0.005661155
05/01/2010,24.66,-0.0108894
04/01/2010,24.93,-0.003203847
31/12/2009,25.01,-0.003990428
30/12/2009,25.11,-0.030590621
29/12/2009,25.89,-0.02291051
28/12/2009,26.49,0.005299028
24/12/2009,26.35,0.007619084
23/12/2009,26.15,0.002680453
22/12/2009,26.08,0.019748948
21/12/2009,25.57,0.011010729
18/12/2009,25.29,0.04985835
17/12/2009,24.06,-0.00992564
16/12/2009,24.3,0.000823384
15/12/2009,24.28,-0.014718172
14/12/2009,24.64,0.008150004
11/12/2009,24.44,0.016502025
10/12/2009,24.04,-0.000415887
09/12/2009,24.05,-0.012807446
08/12/2009,24.36,-0.01467019
07/12/2009,24.72,0.008531435
04/12/2009,24.51,-0.006912001
03/12/2009,24.68,-0.047863595
02/12/2009,25.89,0.001546193
01/12/2009,25.85,0.000773994
30/11/2009,25.83,0.001549787
27/11/2009,25.79,-0.022619327
25/11/2009,26.38,-0.009432253
24/11/2009,26.63,0.023172927
23/11/2009,26.02,0.037592524
20/11/2009,25.06,-0.004777079
19/11/2009,25.18,-0.014195822
18/11/2009,25.54,-0.000391466
17/11/2009,25.55,0.001958864
16/11/2009,25.5,0.021003348
13/11/2009,24.97,0.006025325
12/11/2009,24.82,-0.013605652
11/11/2009,25.16,0.015622188
10/11/2009,24.77,0.030330194
09/11/2009,24.03,0.029134423
06/11/2009,23.34,-0.02746845
05/11/2009,23.99,0.061902011
04/11/2009,22.55,0.023783935
03/11/2009,22.02,-0.014427662
02/11/2009,22.34,-0.001341982
30/10/2009,22.37,-0.057332243
29/10/2009,23.69,0.051537709
28/10/2009,22.5,0
27/10/2009,22.5,-0.00796817
26/10/2009,22.68,0.002207019
23/10/2009,22.63,-0.003969134
22/10/2009,22.72,0.042253476
21/10/2009,21.78,-0.026728658
20/10/2009,22.37,-0.026032796
19/10/2009,22.96,0.011388647
16/10/2009,22.7,-0.007461084
15/10/2009,22.87,0.007461084
14/10/2009,22.7,0.004415018
13/10/2009,22.6,-0.017109432
12/10/2009,22.99,-0.011245793
09/10/2009,23.25,0.016916474
08/10/2009,22.86,0.038346205
07/10/2009,22,-0.000454442
06/10/2009,22.01,0.03514
05/10/2009,21.25,-0.013554776
02/10/2009,21.54,-0.000464145
01/10/2009,21.55,-0.011534153
30/09/2009,21.8,-0.008677835
29/09/2009,21.99,0.008677835
28/09/2009,21.8,0.030742989
25/09/2009,21.14,0.030254408
24/09/2009,20.51,-0.017400149
23/09/2009,20.87,-0.026945615
22/09/2009,21.44,0.005612737
21/09/2009,21.32,-0.022722981
18/09/2009,21.81,0.017576771
17/09/2009,21.43,-0.020781168
16/09/2009,21.88,0.054956302
15/09/2009,20.71,0.059689521
14/09/2009,19.51,0.011858865
11/09/2009,19.28,0.007287903
10/09/2009,19.14,0.02593424
09/09/2009,18.65,0.010781776
08/09/2009,18.45,-0.002706362
04/09/2009,18.5,-0.010217889
03/09/2009,18.69,0.002142475
02/09/2009,18.65,-0.064873586
01/09/2009,19.9,0.020305266
31/08/2009,19.5,0.020726131
28/08/2009,19.1,0.013175421
27/08/2009,18.85,0.040600976
26/08/2009,18.1,0.020653818
25/08/2009,17.73,-0.007305455
24/08/2009,17.86,-0.035207157
21/08/2009,18.5,
