Date,Close,CFN
07/01/2014,40.03,0.0128223
06/01/2014,39.52,0.013245227
03/01/2014,39,-0.00537017
02/01/2014,39.21,-0.015437482
31/12/2013,39.82,-0.003759874
30/12/2013,39.97,0.00426226
27/12/2013,39.8,0.003271678
26/12/2013,39.67,-0.003271678
24/12/2013,39.8,0.006807035
23/12/2013,39.53,0.003294061
20/12/2013,39.4,-0.003547001
19/12/2013,39.54,0.000759013
18/12/2013,39.51,0.026155337
17/12/2013,38.49,-0.025649008
16/12/2013,39.49,0.019949511
13/12/2013,38.71,0.000775294
12/12/2013,38.68,0.00181136
11/12/2013,38.61,-0.022029579
10/12/2013,39.47,-0.019320636
09/12/2013,40.24,0.014266291
06/12/2013,39.67,0.004294563
05/12/2013,39.5,0.002281081
04/12/2013,39.41,-0.006575643
03/12/2013,39.67,-0.011030445
02/12/2013,40.11,0.006503275
29/11/2013,39.85,0
27/11/2013,39.85,0.002009546
26/11/2013,39.77,0.013926038
25/11/2013,39.22,-0.003817284
22/11/2013,39.37,0.012009854
21/11/2013,38.9,0.003347499
20/11/2013,38.77,0.001032258
19/11/2013,38.73,0.002585317
18/11/2013,38.63,-0.014137236
15/11/2013,39.18,-0.002294456
14/11/2013,39.27,0.007155666
13/11/2013,38.99,0.027299238
12/11/2013,37.94,0.001582696
11/11/2013,37.88,0.006090314
08/11/2013,37.65,-0.015025985
07/11/2013,38.22,-0.009893338
06/11/2013,38.6,-0.001811829
05/11/2013,38.67,-0.01156974
04/11/2013,39.12,0.005639595
01/11/2013,38.9,0.003347499
31/10/2013,38.77,-0.001288826
30/10/2013,38.82,-0.013814494
29/10/2013,39.36,0.008932049
28/10/2013,39.01,0.001796024
25/10/2013,38.94,-0.013772215
24/10/2013,39.48,-0.000253261
23/10/2013,39.49,0.00431418
22/10/2013,39.32,0.006122468
21/10/2013,39.08,-0.004085808
18/10/2013,39.24,-0.004576667
17/10/2013,39.42,0.016884515
16/10/2013,38.76,0.017962217
15/10/2013,38.07,-0.008370439
14/10/2013,38.39,0.009421687
11/10/2013,38.03,0.007389846
10/10/2013,37.75,0.021419828
09/10/2013,36.95,0.005971788
08/10/2013,36.73,-0.007594287
07/10/2013,37.01,-0.013419418
04/10/2013,37.51,0.002402243
03/10/2013,37.42,-0.002935292
02/10/2013,37.53,0.014493007
01/10/2013,36.99,0.002436055
30/09/2013,36.9,-0.001083424
27/09/2013,36.94,-0.004321995
26/09/2013,37.1,-0.002691792
25/09/2013,37.2,-0.00402415
24/09/2013,37.35,-0.01382633
23/09/2013,37.87,-0.005792539
20/09/2013,38.09,0.003155406
19/09/2013,37.97,-0.008131192
18/09/2013,38.28,0.002353865
17/09/2013,38.19,0.006567737
16/09/2013,37.94,0.020234982
13/09/2013,37.18,0.002423591
12/09/2013,37.09,-0.008055897
11/09/2013,37.39,0.007247381
10/09/2013,37.12,-0.002421634
09/09/2013,37.21,0.015983003
06/09/2013,36.62,-0.000818889
05/09/2013,36.65,0.009044875
04/09/2013,36.32,0.016377882
03/09/2013,35.73,-0.003352895
30/08/2013,35.85,0.005874964
29/08/2013,35.64,0.010435858
28/08/2013,35.27,0.005116555
27/08/2013,35.09,-0.012179729
26/08/2013,35.52,-0.00449439
23/08/2013,35.68,0.000560695
22/08/2013,35.66,0.005342344
21/08/2013,35.47,-0.009260625
20/08/2013,35.8,0.001677384
19/08/2013,35.74,-0.002235887
16/08/2013,35.82,-0.009723649
15/08/2013,36.17,-0.034776664
14/08/2013,37.45,-0.008243631
13/08/2013,37.76,0.017633372
12/08/2013,37.1,0.004051322
09/08/2013,36.95,-0.009963729
08/08/2013,37.32,0.011046859
07/08/2013,36.91,-0.007826244
06/08/2013,37.2,0.002422286
05/08/2013,37.11,0.013565048
02/08/2013,36.61,-0.061957345
01/08/2013,38.95,0.009804
31/07/2013,38.57,-0.000518403
30/07/2013,38.59,0.010681357
29/07/2013,38.18,-0.004181919
26/07/2013,38.34,-0.009862525
25/07/2013,38.72,-0.001548387
24/07/2013,38.78,0.000257898
23/07/2013,38.77,-0.002833228
22/07/2013,38.88,0.002317498
19/07/2013,38.79,-0.000773096
18/07/2013,38.82,0.005424267
17/07/2013,38.61,0
16/07/2013,38.61,-0.013378126
15/07/2013,39.13,0.014673966
12/07/2013,38.56,0.001037883
11/07/2013,38.52,0.016490362
10/07/2013,37.89,0.015425838
09/07/2013,37.31,-0.024620701
08/07/2013,38.24,0.017410094
05/07/2013,37.58,0.005068705
03/07/2013,37.39,0.003214575
02/07/2013,37.27,-0.002144198
01/07/2013,37.35,0.013477293
28/06/2013,36.85,-0.007300289
27/06/2013,37.12,0.020686639
26/06/2013,36.36,-0.012300278
25/06/2013,36.81,0.008457287
24/06/2013,36.5,-0.013875886
21/06/2013,37.01,0.023787861
20/06/2013,36.14,-0.037740328
19/06/2013,37.53,-0.014285957
18/06/2013,38.07,0.003157067
17/06/2013,37.95,0.003960401
14/06/2013,37.8,-0.005803234
13/06/2013,38.02,0.013771404
12/06/2013,37.5,-0.012718772
11/06/2013,37.98,0.002108593
10/06/2013,37.9,-0.007098755
07/06/2013,38.17,0.016642836
06/06/2013,37.54,0.002133334
05/06/2013,37.46,-0.006386397
04/06/2013,37.7,0.011203105
03/06/2013,37.28,0.014318764
31/05/2013,36.75,0
30/05/2013,36.75,0.053946291
29/05/2013,34.82,-0.002294895
28/05/2013,34.9,0.014139609
24/05/2013,34.41,0
23/05/2013,34.41,0.006999154
22/05/2013,34.17,0.001171303
21/05/2013,34.13,0.000879379
20/05/2013,34.1,-0.007595713
17/05/2013,34.36,0.01969204
16/05/2013,33.69,-0.00029678
15/05/2013,33.7,-0.003850145
14/05/2013,33.83,0.001775148
13/05/2013,33.77,0.005344431
10/05/2013,33.59,-0.031069322
09/05/2013,34.65,0.000866176
08/05/2013,34.62,0.009286196
07/05/2013,34.3,0
06/05/2013,34.3,0.004675637
03/05/2013,34.14,0.01594365
02/05/2013,33.6,0.011675032
01/05/2013,33.21,-0.006901753
30/04/2013,33.44,-0.010116123
29/04/2013,33.78,0.000592242
26/04/2013,33.76,-0.020522561
25/04/2013,34.46,0.005820738
24/04/2013,34.26,-0.000583601
23/04/2013,34.28,0.007907495
22/04/2013,34.01,-0.015752951
19/04/2013,34.55,0.010181906
18/04/2013,34.2,-0.009313222
17/04/2013,34.52,-0.011520865
16/04/2013,34.92,0.017040124
15/04/2013,34.33,-0.02758003
12/04/2013,35.29,-0.002829657
11/04/2013,35.39,0.01595021
10/04/2013,34.83,0.009229947
09/04/2013,34.51,0.000869691
08/04/2013,34.48,-0.001449066
05/04/2013,34.53,-0.007213998
04/04/2013,34.78,0.007213998
03/04/2013,34.53,-0.011517547
02/04/2013,34.93,0.004878758
01/04/2013,34.76,-0.006595006
28/03/2013,34.99,0.002002575
27/03/2013,34.92,0.003442344
26/03/2013,34.8,0.011851562
25/03/2013,34.39,-0.008397327
22/03/2013,34.68,0.014229948
21/03/2013,34.19,0.000585138
20/03/2013,34.17,0.010295723
19/03/2013,33.82,-0.003247235
18/03/2013,33.93,-0.011137278
15/03/2013,34.31,-0.002328968
14/03/2013,34.39,0.001746217
13/03/2013,34.33,0.008483304
12/03/2013,34.04,0.010632114
11/03/2013,33.68,0.006553494
08/03/2013,33.46,0.003292923
07/03/2013,33.35,0.002702299
06/03/2013,33.26,-0.00390098
05/03/2013,33.39,0.010537505
04/03/2013,33.04,0.002424244
01/03/2013,32.96,0.006697133
28/02/2013,32.74,0.009205343
27/02/2013,32.44,0.010847774
26/02/2013,32.09,0.013806307
25/02/2013,31.65,-0.033248363
22/02/2013,32.72,0.016020059
21/02/2013,32.2,-0.015714389
20/02/2013,32.71,-0.010945685
19/02/2013,33.07,0.008198012
15/02/2013,32.8,0.001830943
14/02/2013,32.74,0.020988425
13/02/2013,32.06,-0.011474773
12/02/2013,32.43,0.009605031
11/02/2013,32.12,0.008441507
08/02/2013,31.85,0.000628141
07/02/2013,31.83,0.012328274
06/02/2013,31.44,0.001591597
05/02/2013,31.39,0.016056864
04/02/2013,30.89,-0.014143598
01/02/2013,31.33,0.00929941
31/01/2013,31.04,-0.00353755
30/01/2013,31.15,-0.004803852
29/01/2013,31.3,0.005767398
28/01/2013,31.12,-0.010230268
25/01/2013,31.44,0.022516229
24/01/2013,30.74,0.005872774
23/01/2013,30.56,-0.008147348
22/01/2013,30.81,0.002925404
18/01/2013,30.72,0.009156375
17/01/2013,30.44,0.00957261
16/01/2013,30.15,0.007323601
15/01/2013,29.93,0.009736521
14/01/2013,29.64,0.008130126
11/01/2013,29.4,-0.008467451
10/01/2013,29.65,0.006089329
09/01/2013,29.47,0.007835162
08/01/2013,29.24,-0.000683761
07/01/2013,29.26,0.005483221
04/01/2013,29.1,0.000343702
03/01/2013,29.09,-0.006510217
02/01/2013,29.28,0.024197517
31/12/2012,28.58,0.008432938
28/12/2012,28.34,-0.005629853
27/12/2012,28.5,0.000350939
26/12/2012,28.49,-0.006995481
24/12/2012,28.69,-0.002436903
21/12/2012,28.76,-0.01003295
20/12/2012,29.05,0.019816397
19/12/2012,28.48,0.001757161
18/12/2012,28.43,0.005997548
17/12/2012,28.26,0.006389798
14/12/2012,28.08,-0.003200003
13/12/2012,28.17,-0.00212766
12/12/2012,28.23,0.003193191
11/12/2012,28.14,0.003916687
10/12/2012,28.03,0.002500448
07/12/2012,27.96,0.006818616
06/12/2012,27.77,0.003246171
05/12/2012,27.68,-0.000361206
04/12/2012,27.69,-0.002164503
03/12/2012,27.75,-0.006107438
30/11/2012,27.92,0.003588091
29/11/2012,27.82,0.000359518
28/11/2012,27.81,0.001439367
27/11/2012,27.77,-0.004670388
26/11/2012,27.9,-0.005005373
23/11/2012,28.04,0.013644736
21/11/2012,27.66,0.004711007
20/11/2012,27.53,0.010589838
19/11/2012,27.24,0.017404624
16/11/2012,26.77,0.007122804
15/11/2012,26.58,-0.005627477
14/11/2012,26.73,-0.00186881
13/11/2012,26.78,-0.010401282
12/11/2012,27.06,0.000369617
09/11/2012,27.05,0.008539127
08/11/2012,26.82,-0.002606592
07/11/2012,26.89,-0.013665956
06/11/2012,27.26,0.018512191
05/11/2012,26.76,0.002619272
02/11/2012,26.69,-0.005231701
01/11/2012,26.83,0.01011434
31/10/2012,26.56,0.000753296
26/10/2012,26.54,-0.009375655
25/10/2012,26.79,0.004864369
24/10/2012,26.66,-0.004864369
23/10/2012,26.79,-0.024701717
22/10/2012,27.46,0.008043919
19/10/2012,27.24,-0.006950824
18/10/2012,27.43,-0.023420274
17/10/2012,28.08,-0.005681833
16/10/2012,28.24,0.013547444
15/10/2012,27.86,0.002515725
12/10/2012,27.79,-0.010737397
11/10/2012,28.09,0.006786952
10/10/2012,27.9,-0.000358359
09/10/2012,27.91,-0.025120727
08/10/2012,28.62,0.000349467
05/10/2012,28.61,-0.002792323
04/10/2012,28.69,-0.002784548
03/10/2012,28.77,0.006276171
02/10/2012,28.59,0.009488738
01/10/2012,28.32,-0.002468702
28/09/2012,28.39,-0.008418149
27/09/2012,28.63,0.028699933
26/09/2012,27.82,-0.008233445
25/09/2012,28.05,-0.012752564
24/09/2012,28.41,-0.003513707
21/09/2012,28.51,0.003513707
20/09/2012,28.41,-0.002460891
19/09/2012,28.48,0.002108964
18/09/2012,28.42,0.019901154
17/09/2012,27.86,0
14/09/2012,27.86,-0.003225231
13/09/2012,27.95,0.010791472
12/09/2012,27.65,-0.010075652
11/09/2012,27.93,0.008630043
10/09/2012,27.69,-0.002164503
07/09/2012,27.75,0.0355805
06/09/2012,26.78,0.012021182
05/09/2012,26.46,0.00113443
04/09/2012,26.43,0.006072125
31/08/2012,26.27,-0.004936406
30/08/2012,26.4,-0.002270149
29/08/2012,26.46,-0.001510574
28/08/2012,26.5,0.001510574
27/08/2012,26.46,0.00113443
24/08/2012,26.43,0.003031454
23/08/2012,26.35,-0.00981881
22/08/2012,26.61,-0.012696212
21/08/2012,26.95,-0.006288166
20/08/2012,27.12,0.001106807
17/08/2012,27.09,0.007038369
16/08/2012,26.9,0.004097603
15/08/2012,26.79,0.00373972
14/08/2012,26.69,-0.008951943
13/08/2012,26.93,0.024052268
10/08/2012,26.29,0.067662452
09/08/2012,24.57,0.006943054
08/08/2012,24.4,0.002051283
07/08/2012,24.35,0.010320009
06/08/2012,24.1,-0.000829531
03/08/2012,24.12,0.004570962
02/08/2012,24.01,-0.016522474
01/08/2012,24.41,0
31/07/2012,24.41,-0.000819001
30/07/2012,24.43,0.001638673
27/07/2012,24.39,0.009061018
26/07/2012,24.17,-0.003716709
25/07/2012,24.26,0.006617063
24/07/2012,24.1,-0.02337609
23/07/2012,24.67,-0.013687814
20/07/2012,25.01,-0.014291629
19/07/2012,25.37,-0.005895085
18/07/2012,25.52,-0.004301082
17/07/2012,25.63,0.018508109
16/07/2012,25.16,-0.009099964
13/07/2012,25.39,0.00552924
12/07/2012,25.25,-0.007496583
11/07/2012,25.44,0.005123164
10/07/2012,25.31,-0.009829055
09/07/2012,25.56,0.002742411
06/07/2012,25.49,0.000392388
05/07/2012,25.48,-0.008597161
03/07/2012,25.7,-0.004658394
02/07/2012,25.82,0.005436907
29/06/2012,25.68,0.032452393
28/06/2012,24.86,-0.00721446
27/06/2012,25.04,0.021801429
26/06/2012,24.5,0.000408247
25/06/2012,24.49,-0.017807027
22/06/2012,24.93,0.004422118
21/06/2012,24.82,-0.014003029
20/06/2012,25.17,0.001988468
19/06/2012,25.12,0.010404256
18/06/2012,24.86,0.004838719
15/06/2012,24.74,0.008116928
14/06/2012,24.54,0.001631322
13/06/2012,24.5,0.007785329
12/06/2012,24.31,-0.004105096
11/06/2012,24.41,-0.006533302
08/06/2012,24.57,0.002853069
07/06/2012,24.5,-0.00040808
06/06/2012,24.51,0.018946201
05/06/2012,24.05,0.002914847
04/06/2012,23.98,-0.001250261
01/06/2012,24.01,-0.009533751
31/05/2012,24.24,-0.009034969
30/05/2012,24.46,-0.021036374
29/05/2012,24.98,0.003207701
25/05/2012,24.9,0.005638356
24/05/2012,24.76,0.018753097
23/05/2012,24.3,-0.01430055
22/05/2012,24.65,-0.007678357
21/05/2012,24.84,0.007272759
18/05/2012,24.66,-0.016090452
17/05/2012,25.06,-0.003584947
16/05/2012,25.15,-0.003572141
15/05/2012,25.24,-0.010248414
14/05/2012,25.5,-0.014018921
11/05/2012,25.86,-0.000773096
10/05/2012,25.88,-0.00270114
09/05/2012,25.95,-0.017192401
08/05/2012,26.4,-0.007171195
07/05/2012,26.59,-0.018629451
04/05/2012,27.09,0.048790164
03/05/2012,25.8,-0.015384919
02/05/2012,26.2,0.006509692
01/05/2012,26.03,0.004620724
30/04/2012,25.91,-0.001542615
27/04/2012,25.95,-0.001155402
26/04/2012,25.98,0.008892384
25/04/2012,25.75,0.011718884
24/04/2012,25.45,0.001179477
23/04/2012,25.42,-0.018706703
20/04/2012,25.9,0.011260068
19/04/2012,25.61,0.00078125
18/04/2012,25.59,0.000781861
17/04/2012,25.57,0.007064394
16/04/2012,25.39,-0.003930823
13/04/2012,25.49,-0.020194861
12/04/2012,26.01,0.013937508
11/04/2012,25.65,0.011370442
10/04/2012,25.36,-0.00824666
09/04/2012,25.57,-0.02166429
05/04/2012,26.13,-0.003819714
04/04/2012,26.23,-0.007974221
03/04/2012,26.44,0.004169041
02/04/2012,26.33,0.015308374
30/03/2012,25.93,0.000385728
29/03/2012,25.92,-0.001156738
28/03/2012,25.95,0.00618479
27/03/2012,25.79,-0.001162566
26/03/2012,25.82,0.018370655
23/03/2012,25.35,-0.003544008
22/03/2012,25.44,0.000786473
21/03/2012,25.42,-0.002749953
20/03/2012,25.49,-0.006647141
19/03/2012,25.66,-0.001946662
16/03/2012,25.71,-0.009291588
15/03/2012,25.95,0.00618479
14/03/2012,25.79,0.000775795
13/03/2012,25.77,0.026343179
12/03/2012,25.1,-0.011093616
09/03/2012,25.38,0.005531425
08/03/2012,25.24,0.009954293
07/03/2012,24.99,-0.001599361
06/03/2012,25.03,-0.004385098
05/03/2012,25.14,-0.006739371
02/03/2012,25.31,-0.007870958
01/03/2012,25.51,-0.011691482
29/02/2012,25.81,-0.014997397
28/02/2012,26.2,0.016548386
27/02/2012,25.77,-0.004645769
24/02/2012,25.89,0.002320187
23/02/2012,25.83,-0.001160766
22/02/2012,25.86,-0.008854726
21/02/2012,26.09,0.001534331
17/02/2012,26.05,0.007320395
16/02/2012,25.86,0.019524244
15/02/2012,25.36,-0.015649772
14/02/2012,25.76,0.011321612
13/02/2012,25.47,0.00157171
10/02/2012,25.43,0.024682782
09/02/2012,24.81,-0.004423896
08/02/2012,24.92,-0.007197152
07/02/2012,25.1,-0.001194505
06/02/2012,25.13,0.005186527
03/02/2012,25,0.035005609
02/02/2012,24.14,0.005816385
01/02/2012,24,0.002085506
31/01/2012,23.95,-0.016563526
30/01/2012,24.35,0.018653391
27/01/2012,23.9,-0.010819914
26/01/2012,24.16,0.005811556
25/01/2012,24.02,0.010462535
24/01/2012,23.77,0.005484089
23/01/2012,23.64,0.00551433
20/01/2012,23.51,0.008972502
19/01/2012,23.3,0.01731645
18/01/2012,22.9,0.003499566
17/01/2012,22.82,-0.000438116
13/01/2012,22.83,-0.002187706
12/01/2012,22.88,0
11/01/2012,22.88,-0.004796172
10/01/2012,22.99,-0.012535284
09/01/2012,23.28,-0.090299208
06/01/2012,25.48,-0.007429164
05/01/2012,25.67,0.005468764
04/01/2012,25.53,-0.005079128
03/01/2012,25.66,0.009790562
30/12/2011,25.41,0.001969668
29/12/2011,25.36,0.017101232
28/12/2011,24.93,-0.013150219
27/12/2011,25.26,0.000395961
23/12/2011,25.25,0.013958352
22/12/2011,24.9,0.009685306
21/12/2011,24.66,-0.004450746
20/12/2011,24.77,0.03366492
19/12/2011,23.95,-0.004582387
16/12/2011,24.06,-0.003319505
15/12/2011,24.14,0.005399805
14/12/2011,24.01,-0.000416406
13/12/2011,24.02,-0.018152314
12/12/2011,24.46,-0.014207667
09/12/2011,24.81,0.020770447
08/12/2011,24.3,-0.021978907
07/12/2011,24.84,-0.001207001
06/12/2011,24.87,-0.00721157
05/12/2011,25.05,0.006006024
02/12/2011,24.9,-0.010785006
01/12/2011,25.17,0.015615933
30/11/2011,24.78,0.041612595
29/11/2011,23.77,-0.000841043
28/11/2011,23.79,0.025113046
25/11/2011,23.2,0.003886854
23/11/2011,23.11,-0.017585699
22/11/2011,23.52,0.000850702
21/11/2011,23.5,-0.022718689
18/11/2011,24.04,-0.00456527
17/11/2011,24.15,-0.02292364
16/11/2011,24.71,-0.010467084
15/11/2011,24.97,0.002405775
14/11/2011,24.91,0.00321673
11/11/2011,24.83,0.011340745
10/11/2011,24.55,0.011058888
09/11/2011,24.28,-0.035999843
08/11/2011,25.17,-0.005546765
07/11/2011,25.31,0.001977458
04/11/2011,25.26,-0.004739345
03/11/2011,25.38,0.018290768
02/11/2011,24.92,0.011299555
01/11/2011,24.64,-0.038221213
31/10/2011,25.6,-0.014349674
28/10/2011,25.97,0.031686594
27/10/2011,25.16,0.026582314
26/10/2011,24.5,0.000408247
25/10/2011,24.49,-0.019810634
24/10/2011,24.98,0.018586394
21/10/2011,24.52,0.03106483
20/10/2011,23.77,-0.019167253
19/10/2011,24.23,-0.012712904
18/10/2011,24.54,0.012300278
17/10/2011,24.24,-0.027666533
14/10/2011,24.92,0.011299555
13/10/2011,24.64,-0.00162206
12/10/2011,24.68,-0.005656581
11/10/2011,24.82,0.007278641
10/10/2011,24.64,0.020086759
07/10/2011,24.15,-0.013572078
06/10/2011,24.48,0.010264923
05/10/2011,24.23,0.025074444
04/10/2011,23.63,0.020522311
03/10/2011,23.15,-0.033973543
30/09/2011,23.95,-0.02596478
29/09/2011,24.58,0.020136288
28/09/2011,24.09,-0.010735033
27/09/2011,24.35,0.014061439
26/09/2011,24.01,0.02616183
23/09/2011,23.39,0.006864034
22/09/2011,23.23,-0.015802165
21/09/2011,23.6,-0.035383504
20/09/2011,24.45,0.008626055
19/09/2011,24.24,-0.019608471
16/09/2011,24.72,0.021259999
15/09/2011,24.2,0.002482417
14/09/2011,24.14,0.016287685
13/09/2011,23.75,0.012285687
12/09/2011,23.46,-0.007220248
09/09/2011,23.63,-0.04104203
08/09/2011,24.62,-0.019308725
07/09/2011,25.1,0.035689108
06/09/2011,24.22,-0.013940365
02/09/2011,24.56,-0.026518227
01/09/2011,25.22,-0.01534557
31/08/2011,25.61,0.014552863
30/08/2011,25.24,-0.008285705
29/08/2011,25.45,0.02910311
26/08/2011,24.72,0.017136282
25/08/2011,24.3,-0.007788521
24/08/2011,24.49,-0.012981927
23/08/2011,24.81,0.047460939
22/08/2011,23.66,-0.008417558
19/08/2011,23.86,-0.014562354
18/08/2011,24.21,-0.051520447
17/08/2011,25.49,-0.008593803
16/08/2011,25.71,0.005851392
15/08/2011,25.56,-0.001173021
12/08/2011,25.59,0.032972202
11/08/2011,24.76,0.070696376
10/08/2011,23.07,-0.059323385
09/08/2011,24.48,0.095065112
08/08/2011,22.26,-0.076095471
05/08/2011,24.02,-0.00124818
04/08/2011,24.05,-0.039140748
03/08/2011,25.01,0.018563891
02/08/2011,24.55,-0.037574364
01/08/2011,25.49,-0.034698932
29/07/2011,26.39,-0.003782153
28/07/2011,26.49,-0.00752166
27/07/2011,26.69,-0.016719691
26/07/2011,27.14,-0.011357514
25/07/2011,27.45,-0.016260521
22/07/2011,27.9,-0.008565363
21/07/2011,28.14,0.019376279
20/07/2011,27.6,-0.004699087
19/07/2011,27.73,0.016361027
18/07/2011,27.28,-0.012024193
15/07/2011,27.61,0.003992021
14/07/2011,27.5,-0.00868941
13/07/2011,27.74,0.001804078
12/07/2011,27.69,0.001084011
11/07/2011,27.66,-0.01578225
08/07/2011,28.1,-0.000711491
07/07/2011,28.12,0.008571481
06/07/2011,27.88,0.00431345
05/07/2011,27.76,0.003247342
01/07/2011,27.67,0.01823537
30/06/2011,27.17,0.014831566
29/06/2011,26.77,-0.012989606
28/06/2011,27.12,0.012616123
27/06/2011,26.78,0.01429133
24/06/2011,26.4,-0.029852963
23/06/2011,27.2,0.000735565
22/06/2011,27.18,-0.004771527
21/06/2011,27.31,0.018477983
20/06/2011,26.81,0.005610637
17/06/2011,26.66,-0.008961972
16/06/2011,26.9,-0.00111462
15/06/2011,26.93,-0.019489494
14/06/2011,27.46,-0.0003641
13/06/2011,27.47,-0.006892826
10/06/2011,27.66,-0.016138059
09/06/2011,28.11,0.017947359
08/06/2011,27.61,-0.002893311
07/06/2011,27.69,0.010163427
06/06/2011,27.41,-0.007632238
03/06/2011,27.62,-0.004335267
02/06/2011,27.74,-0.01324997
01/06/2011,28.11,-0.030480552
31/05/2011,28.98,0.009708814
27/05/2011,28.7,-0.007290433
26/05/2011,28.91,-0.004830927
25/05/2011,29.05,-0.000344175
24/05/2011,29.06,0.014209215
23/05/2011,28.65,-0.006609869
20/05/2011,28.84,-0.009661911
19/05/2011,29.12,-0.000686577
18/05/2011,29.14,0.000686577
17/05/2011,29.12,-0.007867323
16/05/2011,29.35,-0.015886763
13/05/2011,29.82,-0.002344667
12/05/2011,29.89,0.002344667
11/05/2011,29.82,0.012825015
10/05/2011,29.44,0.013335811
09/05/2011,29.05,-0.005150226
06/05/2011,29.2,0.009635312
05/05/2011,28.92,-0.010662182
04/05/2011,29.23,-0.011226517
03/05/2011,29.56,0.001692907
02/05/2011,29.51,0.004755444
29/04/2011,29.37,0.00375235
28/04/2011,29.26,-0.008168868
27/04/2011,29.5,0.002715548
26/04/2011,29.42,0.009219802
25/04/2011,29.15,-0.009219802
21/04/2011,29.42,0.007163599
20/04/2011,29.21,-0.001368457
19/04/2011,29.25,0.014116261
18/04/2011,28.84,-0.015824204
15/04/2011,29.3,0.004103973
14/04/2011,29.18,0.029209309
13/04/2011,28.34,0.033366324
12/04/2011,27.41,-0.006907862
11/04/2011,27.6,-0.008658063
08/04/2011,27.84,-0.010362787
07/04/2011,28.13,0.007493345
06/04/2011,27.92,-0.001789229
05/04/2011,27.97,0.00035759
04/04/2011,27.96,-0.008901608
01/04/2011,28.21,0.000354547
31/03/2011,28.2,-0.010932925
30/03/2011,28.51,0.015197324
29/03/2011,28.08,0.003210276
28/03/2011,27.99,0.003937718
25/03/2011,27.88,0.022122389
24/03/2011,27.27,0.004778542
23/03/2011,27.14,-0.004778542
22/03/2011,27.27,-0.00767127
21/03/2011,27.48,0.015771462
18/03/2011,27.05,0.000739645
17/03/2011,27.03,0.008172408
16/03/2011,26.81,-0.011865174
15/03/2011,27.13,0.000737463
14/03/2011,27.11,-0.028006922
11/03/2011,27.88,0.015179186
10/03/2011,27.46,-0.019116903
09/03/2011,27.99,-0.002141328
08/03/2011,28.05,0.019802627
07/03/2011,27.5,-0.015157273
04/03/2011,27.92,-0.007493345
03/03/2011,28.13,0.029583687
02/03/2011,27.31,0.008088279
01/03/2011,27.09,-0.008454379
28/02/2011,27.32,-0.002558949
25/02/2011,27.39,0.014341117
24/02/2011,27,-0.00332779
23/02/2011,27.09,-0.010648164
22/02/2011,27.38,-0.023819242
18/02/2011,28.04,0.001427552
17/02/2011,28,-0.002853069
16/02/2011,28.08,0.008583744
15/02/2011,27.84,0.009382963
14/02/2011,27.58,-0.007585371
11/02/2011,27.79,0.016325412
10/02/2011,27.34,0.00329731
09/02/2011,27.25,-0.016378892
08/02/2011,27.7,-0.010772097
07/02/2011,28,0.020567205
04/02/2011,27.43,0.027348342
03/02/2011,26.69,0.019675247
02/02/2011,26.17,-0.005335379
01/02/2011,26.31,0.022291469
31/01/2011,25.73,0.020020296
28/01/2011,25.22,-0.021573694
27/01/2011,25.77,-0.015402692
26/01/2011,26.17,-0.001145694
