Date,Close,FRX
25/11/2013,51.19,-0.0075898
22/11/2013,51.58,0.00778517
21/11/2013,51.18,-0.004678371
20/11/2013,51.42,0.001946662
19/11/2013,51.32,-0.00233554
18/11/2013,51.44,-0.004267708
15/11/2013,51.66,0.009139587
14/11/2013,51.19,0.014759689
13/11/2013,50.44,0.023266192
12/11/2013,49.28,0.006514681
11/11/2013,48.96,0.019802627
08/11/2013,48,0.014479321
07/11/2013,47.31,-0.002111487
06/11/2013,47.41,0.010602305
05/11/2013,46.91,-0.001703941
04/11/2013,46.99,-0.003399196
01/11/2013,47.15,0.002548313
31/10/2013,47.03,0.004688841
30/10/2013,46.81,-0.008932429
29/10/2013,47.23,0.007651472
28/10/2013,46.87,-0.009977792
25/10/2013,47.34,0.00190295
24/10/2013,47.25,0.014496097
23/10/2013,46.57,0.000644399
22/10/2013,46.54,0.049101773
21/10/2013,44.31,-0.00292958
18/10/2013,44.44,-0.006280864
17/10/2013,44.72,0.012827902
16/10/2013,44.15,0.02569538
15/10/2013,43.03,-0.008561894
14/10/2013,43.4,0.002306806
11/10/2013,43.3,0.006487511
10/10/2013,43.02,0.007700423
09/10/2013,42.69,0.000937427
08/10/2013,42.65,-0.005145007
07/10/2013,42.87,-0.009287274
04/10/2013,43.27,0.008587728
03/10/2013,42.9,-0.004883163
02/10/2013,43.11,-0.003935646
01/10/2013,43.28,0.011386204
30/09/2013,42.79,-0.008841379
27/09/2013,43.17,-0.003006825
26/09/2013,43.3,0.004165708
25/09/2013,43.12,-0.004627496
24/09/2013,43.32,-0.008504821
23/09/2013,43.69,-0.013188004
20/09/2013,44.27,-0.003157423
19/09/2013,44.41,-0.008296942
18/09/2013,44.78,0.004027752
17/09/2013,44.6,-0.001344387
16/09/2013,44.66,0.012165052
13/09/2013,44.12,-0.00316814
12/09/2013,44.26,-0.001580314
11/09/2013,44.33,0.017522351
10/09/2013,43.56,0.003219134
09/09/2013,43.42,0.004848215
06/09/2013,43.21,-0.003004046
05/09/2013,43.34,-0.001383445
04/09/2013,43.4,0.013454158
03/09/2013,42.82,0.006795574
30/08/2013,42.53,-0.005159486
29/08/2013,42.75,0.005629853
28/08/2013,42.51,0.00589833
27/08/2013,42.26,-0.016428438
26/08/2013,42.96,0.003731348
23/08/2013,42.8,-0.004429428
22/08/2013,42.99,0.005130608
21/08/2013,42.77,0.007274466
20/08/2013,42.46,0.004958102
19/08/2013,42.25,-0.004251305
16/08/2013,42.43,-0.004233308
15/08/2013,42.61,-0.015601667
14/08/2013,43.28,-0.001385362
13/08/2013,43.34,-0.002534856
12/08/2013,43.45,-0.00825125
09/08/2013,43.81,-0.012476061
08/08/2013,44.36,0.004292337
07/08/2013,44.17,-0.003841379
06/08/2013,44.34,-0.004500458
05/08/2013,44.54,-0.003809528
02/08/2013,44.71,0.001118944
01/08/2013,44.66,0.024938948
31/07/2013,43.56,-0.004809353
30/07/2013,43.77,0.004350322
29/07/2013,43.58,-0.01886634
26/07/2013,44.41,0.009502334
25/07/2013,43.99,-0.004536184
24/07/2013,44.19,-0.001356852
23/07/2013,44.25,0.011363759
22/07/2013,43.75,-0.000228545
19/07/2013,43.76,0.006189132
18/07/2013,43.49,0.003224323
17/07/2013,43.35,-0.000461255
16/07/2013,43.37,-0.013967027
15/07/2013,43.98,0.001365188
12/07/2013,43.92,0.002964316
11/07/2013,43.79,0.010098778
10/07/2013,43.35,0.01745245
09/07/2013,42.6,0.002585499
08/07/2013,42.49,0.002356269
05/07/2013,42.39,0.0132987
03/07/2013,41.83,0.002872877
02/07/2013,41.71,-0.000239722
01/07/2013,41.72,0.017408563
28/06/2013,41,0.001220256
27/06/2013,40.95,0.006369448
26/06/2013,40.69,0.000983526
25/06/2013,40.65,0.004685004
24/06/2013,40.46,-0.009103274
21/06/2013,40.83,0.015798897
20/06/2013,40.19,-0.040234611
19/06/2013,41.84,0.006474066
18/06/2013,41.57,0.007000632
17/06/2013,41.28,0.004856736
14/06/2013,41.08,0.010522549
13/06/2013,40.65,0.023143997
12/06/2013,39.72,-0.002765558
11/06/2013,39.83,-0.029683109
10/06/2013,41.03,0.014236863
07/06/2013,40.45,0.002971035
06/06/2013,40.33,0.009466937
05/06/2013,39.95,-0.003498254
04/06/2013,40.09,-0.000997258
03/06/2013,40.13,0.009514343
31/05/2013,39.75,-0.01150588
30/05/2013,40.21,0.007488802
29/05/2013,39.91,-0.01245036
28/05/2013,40.41,0.029635519
24/05/2013,39.23,-0.007618117
23/05/2013,39.53,0.052452313
22/05/2013,37.51,-0.010871113
21/05/2013,37.92,-0.001581028
20/05/2013,37.98,-0.014377453
17/05/2013,38.53,-0.004402441
16/05/2013,38.7,-0.008234735
15/05/2013,39.02,0.008493166
14/05/2013,38.69,0.013793322
13/05/2013,38.16,-0.002617117
10/05/2013,38.26,0.00787199
09/05/2013,37.96,0.006872879
08/05/2013,37.7,0.019553322
07/05/2013,36.97,-0.006201988
06/05/2013,37.2,-0.009897098
03/05/2013,37.57,0.01258889
02/05/2013,37.1,0.001888575
01/05/2013,37.03,-0.010209653
30/04/2013,37.41,0.005360506
29/04/2013,37.21,0.004849147
26/04/2013,37.03,0.002162748
25/04/2013,36.95,-0.001081958
24/04/2013,36.99,0.003791987
23/04/2013,36.85,0.019455333
22/04/2013,36.14,0.006384477
19/04/2013,35.91,0.013174683
18/04/2013,35.44,-0.004223574
17/04/2013,35.59,-0.002525608
16/04/2013,35.68,-0.011979528
15/04/2013,36.11,-0.050753132
12/04/2013,37.99,-0.008387992
11/04/2013,38.31,0.006284388
10/04/2013,38.07,0.019361432
09/04/2013,37.34,-0.004009093
08/04/2013,37.49,-0.000799893
05/04/2013,37.52,-0.003724399
04/04/2013,37.66,0.005858872
03/04/2013,37.44,-0.008245824
02/04/2013,37.75,-0.00290967
01/04/2013,37.86,-0.004743092
28/03/2013,38.04,0.014564007
27/03/2013,37.49,-0.005851081
26/03/2013,37.71,0.00718566
25/03/2013,37.44,-0.00904021
22/03/2013,37.78,-0.003962494
21/03/2013,37.93,-0.002106927
20/03/2013,38.01,0.010845233
19/03/2013,37.6,-0.000265922
18/03/2013,37.61,-0.011368265
15/03/2013,38.04,0.002895882
14/03/2013,37.93,0.006878334
13/03/2013,37.67,-0.009774216
12/03/2013,38.04,-0.00288752
11/03/2013,38.15,0.006574646
08/03/2013,37.9,0.01381531
07/03/2013,37.38,0.002410608
06/03/2013,37.29,-0.005082263
05/03/2013,37.48,0.007229915
04/03/2013,37.21,0.012167245
01/03/2013,36.76,-0.001087548
28/02/2013,36.8,-0.007040376
27/02/2013,37.06,0.013309989
26/02/2013,36.57,0.004659458
25/02/2013,36.4,-0.007390207
22/02/2013,36.67,0.008489713
21/02/2013,36.36,-0.001374193
20/02/2013,36.41,0.001924399
19/02/2013,36.34,0.009400125
15/02/2013,36,0.007528266
14/02/2013,35.73,-0.001957221
13/02/2013,35.8,0.001677384
12/02/2013,35.74,0.007301352
11/02/2013,35.48,-0.00084519
08/02/2013,35.51,0.00084519
07/02/2013,35.48,-0.006741599
06/02/2013,35.72,-0.006418328
05/02/2013,35.95,0.001949047
04/02/2013,35.88,-0.016584128
01/02/2013,36.48,0.004946424
31/01/2013,36.3,0.000551116
30/01/2013,36.28,-0.003576837
29/01/2013,36.41,-0.002468798
28/01/2013,36.5,-0.007913809
25/01/2013,36.79,0.000815772
24/01/2013,36.76,-0.001902433
23/01/2013,36.83,-0.003523516
22/01/2013,36.96,0.005153951
18/01/2013,36.77,-0.006776012
17/01/2013,37.02,0.012230075
16/01/2013,36.57,-0.034402748
15/01/2013,37.85,0.006892922
14/01/2013,37.59,-0.013738657
11/01/2013,38.11,0.021483388
10/01/2013,37.3,0.010239917
09/01/2013,36.92,0.006794428
08/01/2013,36.67,-0.010849035
07/01/2013,37.07,0
04/01/2013,37.07,0.021541392
03/01/2013,36.28,0.012760229
02/01/2013,35.82,0.014057021
31/12/2012,35.32,0.013683224
28/12/2012,34.84,0.000574218
27/12/2012,34.82,-0.009148148
26/12/2012,35.14,-0.001706
24/12/2012,35.2,0.000284131
21/12/2012,35.19,-0.012426028
20/12/2012,35.63,0.002529157
19/12/2012,35.54,-0.012860116
18/12/2012,36,0.004175371
17/12/2012,35.85,0.004192878
14/12/2012,35.7,-0.005586607
13/12/2012,35.9,-0.01135589
12/12/2012,36.31,-0.01394799
11/12/2012,36.82,0.003536937
10/12/2012,36.69,0.026793482
07/12/2012,35.72,-0.000559754
06/12/2012,35.74,-0.010576219
05/12/2012,36.12,0.019005603
04/12/2012,35.44,0.002542733
03/12/2012,35.35,-0.003106908
30/11/2012,35.46,0.02512982
29/11/2012,34.58,0.02311058
28/11/2012,33.79,0.008022625
27/11/2012,33.52,0.000895389
26/11/2012,33.49,0.00508907
23/11/2012,33.32,0.012989157
21/11/2012,32.89,0.002435313
20/11/2012,32.81,0.010724785
19/11/2012,32.46,0.004322328
16/11/2012,32.32,0.002788538
15/11/2012,32.23,0.004976682
14/11/2012,32.07,-0.010854503
13/11/2012,32.42,-0.005536772
12/11/2012,32.6,-0.016730428
09/11/2012,33.15,0.005748012
08/11/2012,32.96,-0.011463172
07/11/2012,33.34,-0.020484611
06/11/2012,34.03,0.000293902
05/11/2012,34.02,-0.00352113
02/11/2012,34.14,-0.006132301
01/11/2012,34.35,0.018807489
31/10/2012,33.71,-0.013553537
26/10/2012,34.17,-0.013083484
25/10/2012,34.62,0.011913551
24/10/2012,34.21,-0.003210276
23/10/2012,34.32,-0.008703275
22/10/2012,34.62,-0.008055279
19/10/2012,34.9,-0.011962547
18/10/2012,35.32,0.000566412
17/10/2012,35.3,-0.003675955
16/10/2012,35.43,-0.032489322
15/10/2012,36.6,0.008781615
12/10/2012,36.28,-0.00659343
11/10/2012,36.52,0.003291281
10/10/2012,36.4,-0.005479466
09/10/2012,36.6,-0.020820003
08/10/2012,37.37,-0.001337077
05/10/2012,37.42,0.000534616
04/10/2012,37.4,0.021349277
03/10/2012,36.61,0.015414563
02/10/2012,36.05,0.001387925
01/10/2012,36,0.010892441
28/09/2012,35.61,0.001686341
27/09/2012,35.55,-0.010075652
26/09/2012,35.91,-0.005277057
25/09/2012,36.1,-0.010745385
24/09/2012,36.49,0.022167713
21/09/2012,35.69,0.009572145
20/09/2012,35.35,0.012811563
19/09/2012,34.9,-0.013094409
18/09/2012,35.36,0.002832061
17/09/2012,35.26,0.011122316
14/09/2012,34.87,-0.008282212
13/09/2012,35.16,0.014611347
12/09/2012,34.65,-0.000577034
11/09/2012,34.67,-0.004317175
10/09/2012,34.82,-0.015672069
07/09/2012,35.37,-0.008445996
06/09/2012,35.67,0.021250268
05/09/2012,34.92,-0.004001149
04/09/2012,35.06,0.010609419
31/08/2012,34.69,-0.010038805
30/08/2012,35.04,0.010903982
29/08/2012,34.66,-0.002305477
28/08/2012,34.74,0.0014403
27/08/2012,34.69,0.000288309
24/08/2012,34.68,0.001731602
23/08/2012,34.62,0.002603038
22/08/2012,34.53,0.003190721
21/08/2012,34.42,0.004951226
20/08/2012,34.25,0.001168566
17/08/2012,34.21,0.007334638
16/08/2012,33.96,0.002358492
15/08/2012,33.88,-0.002947246
14/08/2012,33.98,0.000883262
13/08/2012,33.95,0.005612184
10/08/2012,33.76,0.008627155
09/08/2012,33.47,0.002093615
08/08/2012,33.4,-0.006862626
07/08/2012,33.63,0.001190122
06/08/2012,33.59,0.001489647
03/08/2012,33.54,0.027200226
02/08/2012,32.64,-0.010059527
01/08/2012,32.97,-0.017438806
31/07/2012,33.55,-0.008311119
30/07/2012,33.83,-0.006188321
27/07/2012,34.04,0.015692402
26/07/2012,33.51,0.002390201
25/07/2012,33.43,-0.008340829
24/07/2012,33.71,-0.016767564
23/07/2012,34.28,-0.017924735
20/07/2012,34.9,-0.014507437
19/07/2012,35.41,-0.010115287
18/07/2012,35.77,-0.001396843
17/07/2012,35.82,0.018028657
16/07/2012,35.18,-0.005103498
13/07/2012,35.36,0.001131862
12/07/2012,35.32,0.000283166
11/07/2012,35.31,-0.011264552
10/07/2012,35.71,-0.00614184
09/07/2012,35.93,0.012603444
06/07/2012,35.48,-0.002533429
05/07/2012,35.57,-0.015620959
03/07/2012,36.13,0.00945502
02/07/2012,35.79,0.022606218
29/06/2012,34.99,0.025178584
28/06/2012,34.12,0.00205369
27/06/2012,34.05,0.024677928
26/06/2012,33.22,-0.005703152
25/06/2012,33.41,-0.02014883
22/06/2012,34.09,0.007360551
21/06/2012,33.84,-0.021342719
20/06/2012,34.57,-0.002888506
19/06/2012,34.67,-0.00115307
18/06/2012,34.71,0.007518832
15/06/2012,34.45,-0.012691258
14/06/2012,34.89,0.009503311
13/06/2012,34.56,0.000578871
12/06/2012,34.54,0.003189795
11/06/2012,34.43,-0.03594226
08/06/2012,35.69,0.0186657
07/06/2012,35.03,-0.0073948
06/06/2012,35.29,0.017724878
05/06/2012,34.67,0.005205333
04/06/2012,34.49,0.00581566
01/06/2012,34.29,-0.020494295
31/05/2012,35,0.039037873
30/05/2012,33.66,0.001486547
29/05/2012,33.61,0.006866724
25/05/2012,33.38,0.001499026
24/05/2012,33.33,0.012073796
23/05/2012,32.93,-0.020737032
22/05/2012,33.62,-0.002079929
21/05/2012,33.69,0.014651181
18/05/2012,33.2,-0.012273766
17/05/2012,33.61,-0.007706025
16/05/2012,33.87,0.008301263
15/05/2012,33.59,-0.013014085
14/05/2012,34.03,-0.006152063
11/05/2012,34.24,0.007328188
10/05/2012,33.99,0.00117751
09/05/2012,33.95,-0.003528378
08/05/2012,34.07,-0.001759531
07/05/2012,34.13,0.005877184
04/05/2012,33.93,-0.009678914
03/05/2012,34.26,-0.006400953
02/05/2012,34.48,-0.004629638
01/05/2012,34.64,-0.005470001
30/04/2012,34.83,-0.002580647
27/04/2012,34.92,0.007762005
26/04/2012,34.65,0.017467693
25/04/2012,34.05,0.015091276
24/04/2012,33.54,0.00268697
23/04/2012,33.45,-0.01247788
20/04/2012,33.87,0.00029529
19/04/2012,33.86,-0.01320248
18/04/2012,34.31,-0.019053694
17/04/2012,34.97,0.038774716
16/04/2012,33.64,0.005664049
13/04/2012,33.45,-0.008335862
12/04/2012,33.73,0.005648893
11/04/2012,33.54,0.006280864
10/04/2012,33.33,-0.018136367
09/04/2012,33.94,-0.019548398
05/04/2012,34.61,-0.000866426
04/04/2012,34.64,-0.003170488
03/04/2012,34.75,0.004614949
02/04/2012,34.59,-0.002886838
30/03/2012,34.69,0.001731103
29/03/2012,34.63,0.000288809
28/03/2012,34.62,-0.003172317
27/03/2012,34.73,-0.001726122
26/03/2012,34.79,0.01827462
23/03/2012,34.16,0.005872007
22/03/2012,33.96,0.018425484
21/03/2012,33.34,-0.002994911
20/03/2012,33.44,-0.004177863
19/03/2012,33.58,0.000893788
16/03/2012,33.55,-0.007719753
15/03/2012,33.81,0.003555559
14/03/2012,33.69,-0.00029678
13/03/2012,33.7,0.013743867
12/03/2012,33.24,-0.006297817
09/03/2012,33.45,0.017795674
08/03/2012,32.86,0.006717583
07/03/2012,32.64,0.012020487
06/03/2012,32.25,-0.01018056
05/03/2012,32.58,0.003382017
02/03/2012,32.47,-0.006140639
01/03/2012,32.67,0.004601941
29/02/2012,32.52,-0.005519793
28/02/2012,32.7,0.011070224
27/02/2012,32.34,0.001547269
24/02/2012,32.29,0.002480621
23/02/2012,32.21,0.011553602
22/02/2012,31.84,-0.005012542
21/02/2012,32,-0.000937061
17/02/2012,32.03,0.004380483
16/02/2012,31.89,0.015484588
15/02/2012,31.4,-0.007298144
14/02/2012,31.63,0.002849456
13/02/2012,31.54,0
10/02/2012,31.54,0.000317108
09/02/2012,31.53,-0.004114581
08/02/2012,31.66,-0.005040968
07/02/2012,31.82,-0.00376412
06/02/2012,31.94,0.002821761
03/02/2012,31.85,0.00724755
02/02/2012,31.62,-0.005047329
01/02/2012,31.78,0
31/01/2012,31.78,0.004415018
30/01/2012,31.64,-0.004415018
27/01/2012,31.78,0.004099013
26/01/2012,31.65,-0.004728141
25/01/2012,31.8,-0.009701218
24/01/2012,32.11,-0.000933852
23/01/2012,32.14,-0.000932981
20/01/2012,32.17,-0.001863355
19/01/2012,32.23,0.000931243
18/01/2012,32.2,0.00373367
17/01/2012,32.08,0.037476599
13/01/2012,30.9,-0.014139053
12/01/2012,31.34,0.005439143
11/01/2012,31.17,0.003535276
10/01/2012,31.06,0.008081505
09/01/2012,30.81,0.006839304
06/01/2012,30.6,0.002290202
05/01/2012,30.53,0.003280843
04/01/2012,30.43,-0.007203698
03/01/2012,30.65,0.012805954
30/12/2011,30.26,-0.00066072
29/12/2011,30.28,0.004966075
28/12/2011,30.13,-0.01023618
27/12/2011,30.44,-0.000328461
23/12/2011,30.45,0.010896591
22/12/2011,30.12,0.012360271
21/12/2011,29.75,0.008777909
20/12/2011,29.49,0.024370521
19/12/2011,28.78,-0.008649077
16/12/2011,29.03,0.006913266
15/12/2011,28.83,0.009759576
14/12/2011,28.55,-0.015294007
13/12/2011,28.99,-0.009612158
12/12/2011,29.27,-0.013236236
09/12/2011,29.66,0.001349528
08/12/2011,29.62,-0.019723187
07/12/2011,30.21,0.005310334
06/12/2011,30.05,0.006008029
05/12/2011,29.87,-0.000669344
02/12/2011,29.89,-0.000668896
01/12/2011,29.91,-0.001670286
30/11/2011,29.96,0.031877911
29/11/2011,29.02,-0.004469665
28/11/2011,29.15,0.017999794
25/11/2011,28.63,-0.004878058
23/11/2011,28.77,-0.015862402
22/11/2011,29.23,0.007554981
21/11/2011,29.01,-0.009264091
18/11/2011,29.28,-0.002728515
17/11/2011,29.36,-0.013532006
16/11/2011,29.76,-0.016330975
15/11/2011,30.25,-0.000991244
14/11/2011,30.28,-0.007894778
11/11/2011,30.52,0.015186822
10/11/2011,30.06,0.000332723
09/11/2011,30.05,-0.026274089
08/11/2011,30.85,0.00879055
07/11/2011,30.58,0.00294744
04/11/2011,30.49,-0.010765069
03/11/2011,30.82,0.008799144
02/11/2011,30.55,0.002622093
01/11/2011,30.47,-0.026875505
31/10/2011,31.3,-0.015219064
28/10/2011,31.78,0.003783107
27/10/2011,31.66,0.026890225
26/10/2011,30.82,-0.00097292
25/10/2011,30.85,-0.024653081
24/10/2011,31.62,0.011770456
21/10/2011,31.25,0.011263192
20/10/2011,30.9,-0.005808342
19/10/2011,31.08,-0.012470186
18/10/2011,31.47,-0.020755462
17/10/2011,32.13,-0.013294368
14/10/2011,32.56,0.008946535
13/10/2011,32.27,0.000930088
12/10/2011,32.24,-0.000310126
11/10/2011,32.25,-0.000310029
10/10/2011,32.26,0.015935347
07/10/2011,31.75,-0.004086129
06/10/2011,31.88,0.02220199
05/10/2011,31.18,0.037913037
04/10/2011,30.02,0.009370885
03/10/2011,29.74,-0.034697021
30/09/2011,30.79,-0.009052761
29/09/2011,31.07,0.007430175
28/09/2011,30.84,-0.012886776
27/09/2011,31.24,-0.001599233
26/09/2011,31.29,0.013513719
23/09/2011,30.87,0.005196504
22/09/2011,30.71,-0.022537979
21/09/2011,31.41,-0.030414635
20/09/2011,32.38,-0.002159495
19/09/2011,32.45,-0.022246842
16/09/2011,33.18,0.004531045
15/09/2011,33.03,0.006073508
14/09/2011,32.83,0.00366189
13/09/2011,32.71,0.004289222
12/09/2011,32.57,-0.005511343
09/09/2011,32.75,-0.033036037
08/09/2011,33.85,-0.007358385
07/09/2011,34.1,0.028254668
06/09/2011,33.15,0.001509434
02/09/2011,33.1,-0.022405717
01/09/2011,33.85,-0.011455552
31/08/2011,34.24,0.002631965
30/08/2011,34.15,0.006463007
29/08/2011,33.93,0.018441927
26/08/2011,33.31,0.00511664
25/08/2011,33.14,-0.016460045
24/08/2011,33.69,0.007747357
23/08/2011,33.43,0.01933011
22/08/2011,32.79,-0.001219141
19/08/2011,32.83,-0.010604553
18/08/2011,33.18,-0.037561713
17/08/2011,34.45,-0.024657212
16/08/2011,35.31,0.023496783
15/08/2011,34.49,0.006982862
12/08/2011,34.25,0.004682479
11/08/2011,34.09,0.025250116
10/08/2011,33.24,-0.045000976
09/08/2011,34.77,0.048617617
08/08/2011,33.12,-0.017953804
05/08/2011,33.72,-0.031526254
04/08/2011,34.8,-0.033901552
03/08/2011,36,0.00055571
02/08/2011,35.98,-0.018723014
01/08/2011,36.66,-0.010851978
29/07/2011,37.06,-0.001887047
28/07/2011,37.13,-0.006442975
27/07/2011,37.37,-0.018032841
26/07/2011,38.05,-0.004719463
25/07/2011,38.23,-0.007816611
22/07/2011,38.53,-0.005435499
21/07/2011,38.74,0.005435499
20/07/2011,38.53,0.002859001
19/07/2011,38.42,0.012308653
18/07/2011,37.95,-0.013349236
15/07/2011,38.46,-0.008543741
14/07/2011,38.79,-0.005911854
13/07/2011,39.02,0.010563025
12/07/2011,38.61,-0.00232829
11/07/2011,38.7,-0.017164505
08/07/2011,39.37,-0.013873346
07/07/2011,39.92,0.022803116
06/07/2011,39.02,-0.015007276
05/07/2011,39.61,-0.014038837
01/07/2011,40.17,0.020878635
30/06/2011,39.34,-0.009109375
29/06/2011,39.7,-0.000251857
28/06/2011,39.71,0.010378526
27/06/2011,39.3,-0.000763068
24/06/2011,39.33,-0.014138079
23/06/2011,39.89,-0.002253663
22/06/2011,39.98,-0.004243111
21/06/2011,40.15,0.016574965
20/06/2011,39.49,0.020724805
17/06/2011,38.68,0.003885512
16/06/2011,38.53,-0.001296849
15/06/2011,38.58,-0.00877425
14/06/2011,38.92,0.009033485
13/06/2011,38.57,0.016205268
10/06/2011,37.95,0.002374358
09/06/2011,37.86,0.021356925
08/06/2011,37.06,0.001620308
07/06/2011,37,0.018824727
06/06/2011,36.31,-0.016118366
03/06/2011,36.9,0.036708965
02/06/2011,35.57,0.001969889
01/06/2011,35.5,-0.014541643
31/05/2011,36.02,0.006685262
27/05/2011,35.78,0.007574731
26/05/2011,35.51,0.005364971
25/05/2011,35.32,0.010244825
24/05/2011,34.96,0.003438399
23/05/2011,34.84,-0.015097851
20/05/2011,35.37,0.002547772
19/05/2011,35.28,0.003691613
18/05/2011,35.15,0.019535238
17/05/2011,34.47,0.000580383
16/05/2011,34.45,0.006406545
13/05/2011,34.23,-0.002625822
12/05/2011,34.32,0.020607147
11/05/2011,33.62,-0.012415176
10/05/2011,34.04,-0.006442189
09/05/2011,34.26,0
06/05/2011,34.26,0.001752849
05/05/2011,34.2,-0.004958447
04/05/2011,34.37,0
03/05/2011,34.37,-0.01070767
02/05/2011,34.74,0.046547431
29/04/2011,33.16,-0.004513322
28/04/2011,33.31,0.003006617
27/04/2011,33.21,0.008163311
26/04/2011,32.94,0.020549719
25/04/2011,32.27,-0.008639363
21/04/2011,32.55,-0.02517955
20/04/2011,33.38,-0.019579385
19/04/2011,34.04,0.0243842
18/04/2011,33.22,-0.021442156
15/04/2011,33.94,0.005613842
14/04/2011,33.75,-0.004139568
13/04/2011,33.89,-0.000295029
12/04/2011,33.9,-0.009395254
11/04/2011,34.22,0.040858524
08/04/2011,32.85,-0.005464494
07/04/2011,33.03,-0.005735865
06/04/2011,33.22,0.005735865
05/04/2011,33.03,0.005160127
04/04/2011,32.86,0.001827597
01/04/2011,32.8,0.015361285
31/03/2011,32.3,-0.005557285
30/03/2011,32.48,0.042452531
29/03/2011,31.13,0.006445398
28/03/2011,30.93,-0.014762784
25/03/2011,31.39,0.002551836
24/03/2011,31.31,0.008016718
23/03/2011,31.06,0.007756988
22/03/2011,30.82,-0.009365481
21/03/2011,31.11,0.016529302
18/03/2011,30.6,-0.001632653
17/03/2011,30.65,0.010825102
16/03/2011,30.32,-0.015382401
15/03/2011,30.79,-0.025334047
14/03/2011,31.58,-0.011021998
11/03/2011,31.93,0
10/03/2011,31.93,-0.019538534
09/03/2011,32.56,0.001844452
08/03/2011,32.5,0.007722046
07/03/2011,32.25,-0.006798543
04/03/2011,32.47,-0.008586376
03/03/2011,32.75,0.022229998
02/03/2011,32.03,0.000312256
01/03/2011,32.02,-0.011797715
28/02/2011,32.4,0.016179569
25/02/2011,31.88,-0.001567153
24/02/2011,31.93,-0.002189896
23/02/2011,32,-0.027736755
22/02/2011,32.9,-0.04254695
18/02/2011,34.33,0.002041115
17/02/2011,34.26,-0.000291843
16/02/2011,34.27,0.007615737
15/02/2011,34.01,0.00886007
14/02/2011,33.71,0.002673401
11/02/2011,33.62,0.001786246
10/02/2011,33.56,0.004479625
09/02/2011,33.41,0.004800489
08/02/2011,33.25,-0.007490672
07/02/2011,33.5,0.007490672
04/02/2011,33.25,0.004521485
03/02/2011,33.1,0.014607685
02/02/2011,32.62,-0.00580775
01/02/2011,32.81,0.016905274
31/01/2011,32.26,0.008404719
28/01/2011,31.99,-0.013968875
27/01/2011,32.44,-0.005533368
26/01/2011,32.62,0.008311576
