Date,Close,TSO
14/07/2011,22.96,-0.025796787
13/07/2011,23.56,0.007669403
12/07/2011,23.38,-0.028254041
11/07/2011,24.05,-0.016086138
08/07/2011,24.44,-0.001635323
07/07/2011,24.48,0.015644617
06/07/2011,24.1,0.04021706
05/07/2011,23.15,0.003895266
01/07/2011,23.06,0.006526018
30/06/2011,22.91,0.03509132
29/06/2011,22.12,0.004985281
28/06/2011,22.01,0.03891181
27/06/2011,21.17,0.015710868
24/06/2011,20.84,-0.071740214
23/06/2011,22.39,0.01439521
22/06/2011,22.07,0.008189309
21/06/2011,21.89,0.041031397
20/06/2011,21.01,0.006685794
17/06/2011,20.87,-0.006209717
16/06/2011,21,-0.014184635
15/06/2011,21.3,-0.029604382
14/06/2011,21.94,0.048083941
13/06/2011,20.91,-0.006197874
10/06/2011,21.04,-0.020231224
09/06/2011,21.47,-0.001396323
08/06/2011,21.5,-0.017520042
07/06/2011,21.88,0.011954165
06/06/2011,21.62,-0.047864667
03/06/2011,22.68,-0.001321877
02/06/2011,22.71,-0.040134836
01/06/2011,23.64,-0.03164294
31/05/2011,24.4,0.010712917
27/05/2011,24.14,0.020084357
26/05/2011,23.66,-0.007159433
25/05/2011,23.83,0.013519429
24/05/2011,23.51,-0.004667948
23/05/2011,23.62,-0.001269304
20/05/2011,23.65,-0.017603137
19/05/2011,24.07,-0.014436217
18/05/2011,24.42,0.042239187
17/05/2011,23.41,-0.001707213
16/05/2011,23.45,0.000853242
13/05/2011,23.43,-0.015668328
12/05/2011,23.8,-0.032247523
11/05/2011,24.58,-0.048441388
10/05/2011,25.8,0.000387672
09/05/2011,25.79,0.034717491
06/05/2011,24.91,0.02602831
05/05/2011,24.27,-0.025225097
04/05/2011,24.89,-0.004809629
03/05/2011,25.01,-0.049912894
02/05/2011,26.29,-0.031082824
29/04/2011,27.12,0.016357242
28/04/2011,26.68,-0.007840249
27/04/2011,26.89,0.004846235
26/04/2011,26.76,-0.032355764
25/04/2011,27.64,0.003261463
21/04/2011,27.55,-0.002537612
20/04/2011,27.62,0.017163102
19/04/2011,27.15,0.040208309
18/04/2011,26.08,-0.017484292
15/04/2011,26.54,0.015568949
14/04/2011,26.13,-0.00458191
13/04/2011,26.25,0.040028659
12/04/2011,25.22,-0.016906241
11/04/2011,25.65,-0.005443248
08/04/2011,25.79,-0.033927401
07/04/2011,26.68,-0.026263762
06/04/2011,27.39,-0.030207259
05/04/2011,28.23,0.013193274
04/04/2011,27.86,0.029874717
01/04/2011,27.04,0.007796587
31/03/2011,26.83,-0.034075471
30/03/2011,27.76,0.022956009
29/03/2011,27.13,0.021610379
28/03/2011,26.55,-0.000753012
25/03/2011,26.57,0.020917287
24/03/2011,26.02,0.020579255
23/03/2011,25.49,0
22/03/2011,25.49,-0.005477322
21/03/2011,25.63,0.04020442
18/03/2011,24.62,-0.011710209
17/03/2011,24.91,0.01496489
16/03/2011,24.54,-0.012150818
15/03/2011,24.84,-0.044871754
14/03/2011,25.98,0.058245814
11/03/2011,24.51,0.081131291
10/03/2011,22.6,-0.049211483
09/03/2011,23.74,0.020856257
08/03/2011,23.25,-0.043759611
07/03/2011,24.29,-0.025605951
04/03/2011,24.92,-0.007197152
03/03/2011,25.1,0.071842688
02/03/2011,23.36,0.015965819
01/03/2011,22.99,-0.033785552
28/02/2011,23.78,-0.016267303
25/02/2011,24.17,0.049183291
24/02/2011,23.01,-0.054958884
23/02/2011,24.31,0.027947596
22/02/2011,23.64,-0.021344188
18/02/2011,24.15,-0.067252227
17/02/2011,25.83,0.054497477
16/02/2011,24.46,0.037064413
15/02/2011,23.57,-0.003811142
14/02/2011,23.66,0.076386396
11/02/2011,21.92,0.018881519
10/02/2011,21.51,0.025425098
09/02/2011,20.97,-0.022165491
