Date,Close,PFG
04/04/2014,46.67,-0.012562712
03/04/2014,47.26,-0.003801483
02/04/2014,47.44,0.012087943
01/04/2014,46.87,0.01895383
31/03/2014,45.99,0.003921574
28/03/2014,45.81,0.01141615
27/03/2014,45.29,-0.030015302
26/03/2014,46.67,0.001071926
25/03/2014,46.62,-0.006627496
24/03/2014,46.93,0.010926729
21/03/2014,46.42,0.008437043
20/03/2014,46.03,0.000869376
19/03/2014,45.99,-0.003039516
18/03/2014,46.13,0.009584042
17/03/2014,45.69,0.007028362
14/03/2014,45.37,-0.009432997
13/03/2014,45.8,-0.014522852
12/03/2014,46.47,-0.005365395
11/03/2014,46.72,-0.010009667
10/03/2014,47.19,-0.001905367
07/03/2014,47.28,0.012557364
06/03/2014,46.69,0.005368852
05/03/2014,46.44,0.001508458
04/03/2014,46.37,0.034444559
03/03/2014,44.8,-0.012202037
28/02/2014,45.35,0.01533193
27/02/2014,44.66,0.005838777
26/02/2014,44.4,0.000450552
25/02/2014,44.38,-0.011203344
24/02/2014,44.88,0.008952611
21/02/2014,44.48,0.008806651
20/02/2014,44.09,-0.00249179
19/02/2014,44.2,-0.013260111
18/02/2014,44.79,0.005597238
14/02/2014,44.54,0.001797753
13/02/2014,44.46,0.011309779
12/02/2014,43.96,0.005245764
11/02/2014,43.73,0.015672135
10/02/2014,43.05,-0.010168796
07/02/2014,43.49,0.017395777
06/02/2014,42.74,0.008458697
05/02/2014,42.38,0.002835541
04/02/2014,42.26,0.013100104
03/02/2014,41.71,-0.043627932
31/01/2014,43.57,-0.016615837
30/01/2014,44.3,0.021216719
29/01/2014,43.37,-0.021216719
28/01/2014,44.3,0.011807585
27/01/2014,43.78,-0.004330491
24/01/2014,43.97,-0.038152982
23/01/2014,45.68,-0.033368719
22/01/2014,47.23,-0.00211506
21/01/2014,47.33,-0.002321411
17/01/2014,47.44,-0.010484474
16/01/2014,47.94,-0.005823644
15/01/2014,48.22,-0.002692349
14/01/2014,48.35,0.013115625
13/01/2014,47.72,-0.03783346
10/01/2014,49.56,-0.004630104
09/01/2014,49.79,0.013344314
08/01/2014,49.13,0.001833555
07/01/2014,49.04,0.000611933
06/01/2014,49.01,0.001020721
03/01/2014,48.96,0.006968669
02/01/2014,48.62,-0.014091931
31/12/2013,49.31,0.003046616
30/12/2013,49.16,-0.004465199
27/12/2013,49.38,-0.003638573
26/12/2013,49.56,0.003233633
24/12/2013,49.4,0.00344723
23/12/2013,49.23,0.009797996
20/12/2013,48.75,0.011346176
19/12/2013,48.2,-0.005586029
18/12/2013,48.47,0.017902227
17/12/2013,47.61,-0.010239354
16/12/2013,48.1,0.000415887
13/12/2013,48.08,-0.004979263
12/12/2013,48.32,-0.002273903
11/12/2013,48.43,-0.016180589
10/12/2013,49.22,-0.00344793
09/12/2013,49.39,-0.001416288
06/12/2013,49.46,0.005880581
05/12/2013,49.17,-0.006284866
04/12/2013,49.48,-0.004436386
03/12/2013,49.7,-0.011801317
02/12/2013,50.29,-0.006738036
29/11/2013,50.63,0.000197531
27/11/2013,50.62,0.000592827
26/11/2013,50.59,0.010331902
25/11/2013,50.07,-0.00179587
22/11/2013,50.16,0.009414191
21/11/2013,49.69,0.013779347
20/11/2013,49.01,-0.002852488
19/11/2013,49.15,-0.002235546
18/11/2013,49.26,0.001422042
15/11/2013,49.19,0.005095293
14/11/2013,48.94,0.013577662
13/11/2013,48.28,0.008946278
12/11/2013,47.85,-0.006665303
11/11/2013,48.17,-0.005589498
08/11/2013,48.44,0.031029743
07/11/2013,46.96,-0.020862626
06/11/2013,47.95,0.010060869
05/11/2013,47.47,-0.00713689
04/11/2013,47.81,0.006926253
01/11/2013,47.48,0.000421319
31/10/2013,47.46,-0.001894538
30/10/2013,47.55,-0.007751165
29/10/2013,47.92,0.017684671
28/10/2013,47.08,0.004897274
25/10/2013,46.85,0.002136753
24/10/2013,46.75,0.010969031
23/10/2013,46.24,-0.007755317
22/10/2013,46.6,0.006242621
21/10/2013,46.31,-0.001079098
18/10/2013,46.36,0.016090802
17/10/2013,45.62,0.015240494
16/10/2013,44.93,0.022963639
15/10/2013,43.91,-0.00477111
14/10/2013,44.12,0.004088127
11/10/2013,43.94,0.014210645
10/10/2013,43.32,0.029992876
09/10/2013,42.04,0.007880638
08/10/2013,41.71,-0.018763168
07/10/2013,42.5,-0.021185753
04/10/2013,43.41,0.018600862
03/10/2013,42.61,-0.009576156
02/10/2013,43.02,0.000232477
01/10/2013,43.01,0.004427364
30/09/2013,42.82,-0.008603704
27/09/2013,43.19,-0.00692204
26/09/2013,43.49,0.004840392
25/09/2013,43.28,0.004631782
24/09/2013,43.08,0.003022204
23/09/2013,42.95,-0.006729344
20/09/2013,43.24,0.000925498
19/09/2013,43.2,-0.017667088
18/09/2013,43.97,0.001593263
17/09/2013,43.9,0.001367677
16/09/2013,43.84,0.017255691
13/09/2013,43.09,-0.008089724
12/09/2013,43.44,-0.008937839
11/09/2013,43.83,0.001826902
10/09/2013,43.75,0.024761186
09/09/2013,42.68,0.01510888
06/09/2013,42.04,-0.000951022
05/09/2013,42.08,0.005719749
04/09/2013,41.84,0.011055147
03/09/2013,41.38,0.011178731
30/08/2013,40.92,-0.00584797
29/08/2013,41.16,0.009029958
28/08/2013,40.79,0.004668887
27/08/2013,40.6,-0.037229342
26/08/2013,42.14,-0.004026056
23/08/2013,42.31,-0.003303448
22/08/2013,42.45,0.010419228
21/08/2013,42.01,-0.006406476
20/08/2013,42.28,0.009267026
19/08/2013,41.89,-0.013986242
16/08/2013,42.48,0.0120783
15/08/2013,41.97,-0.020283714
14/08/2013,42.83,-0.002797857
13/08/2013,42.95,0.009121803
12/08/2013,42.56,-0.007723853
09/08/2013,42.89,-0.00511629
08/08/2013,43.11,0.001392758
07/08/2013,43.05,-0.008327598
06/08/2013,43.41,-0.009628685
05/08/2013,43.83,-0.012245051
02/08/2013,44.37,-0.010760023
01/08/2013,44.85,0.033786231
31/07/2013,43.36,0.016510083
30/07/2013,42.65,0.00305272
29/07/2013,42.52,-0.010992977
26/07/2013,42.99,0.060653699
25/07/2013,40.46,0.009186905
24/07/2013,40.09,-0.007950352
23/07/2013,40.41,-0.007887643
22/07/2013,40.73,0.026117639
19/07/2013,39.68,-0.003773115
18/07/2013,39.83,0.009332897
17/07/2013,39.46,0.017125019
16/07/2013,38.79,0.001031726
15/07/2013,38.75,-0.003863495
12/07/2013,38.9,0.001286174
11/07/2013,38.85,0.011390234
10/07/2013,38.41,-0.006487631
09/07/2013,38.66,0.008833521
08/07/2013,38.32,0.010757024
05/07/2013,37.91,0.025108157
03/07/2013,36.97,-0.008618421
02/07/2013,37.29,-0.014112869
01/07/2013,37.82,0.009831353
28/06/2013,37.45,-0.013789664
27/06/2013,37.97,0.013522677
26/06/2013,37.46,0.012626091
25/06/2013,36.99,0.023800877
24/06/2013,36.12,-0.018651117
21/06/2013,36.8,-0.011617043
20/06/2013,37.23,-0.025720628
19/06/2013,38.2,-0.017644464
18/06/2013,38.88,0.003349224
17/06/2013,38.75,0.018492518
14/06/2013,38.04,-0.016425868
13/06/2013,38.67,0.016688784
12/06/2013,38.03,0.000526039
11/06/2013,38.01,-0.018506979
10/06/2013,38.72,0.003622255
07/06/2013,38.58,0.020424905
06/06/2013,37.8,0.014657158
05/06/2013,37.25,-0.01041537
04/06/2013,37.64,-0.00159278
03/06/2013,37.7,-0.003970885
31/05/2013,37.85,-0.017286968
30/05/2013,38.51,0.00939219
29/05/2013,38.15,0.003676475
28/05/2013,38.01,0.021003032
24/05/2013,37.22,-0.001074114
23/05/2013,37.26,-0.008551629
22/05/2013,37.58,-0.014791606
21/05/2013,38.14,0.002625362
20/05/2013,38.04,-0.002625362
17/05/2013,38.14,0.013196285
16/05/2013,37.64,-0.012146967
15/05/2013,38.1,0.00605504
14/05/2013,37.87,0.019195471
13/05/2013,37.15,0.002695419
10/05/2013,37.05,0.00432784
09/05/2013,36.89,-0.010784683
08/05/2013,37.29,0.000804829
07/05/2013,37.26,0.007272759
06/05/2013,36.99,0.00732604
03/05/2013,36.72,0.020080444
02/05/2013,35.99,0.010333844
01/05/2013,35.62,-0.013385587
30/04/2013,36.1,0.007786469
29/04/2013,35.82,0.002235887
26/04/2013,35.74,-0.001118568
25/04/2013,35.78,0.00504344
24/04/2013,35.6,0.009596461
23/04/2013,35.26,0.02150004
22/04/2013,34.51,0.004938282
19/04/2013,34.34,0.022380204
18/04/2013,33.58,-0.016831934
17/04/2013,34.15,-0.022297145
16/04/2013,34.92,0.016166634
15/04/2013,34.36,-0.031230156
12/04/2013,35.45,0
11/04/2013,35.45,0.018218551
10/04/2013,34.81,0.020900616
09/04/2013,34.09,0.01299103
08/04/2013,33.65,0.005363541
05/04/2013,33.47,-0.005660674
04/04/2013,33.66,0.009552311
03/04/2013,33.34,-0.017541701
02/04/2013,33.93,0.008583744
01/04/2013,33.64,-0.011526653
28/03/2013,34.03,0.013014085
27/03/2013,33.59,-0.005344431
26/03/2013,33.77,0.012814957
25/03/2013,33.34,-0.005682683
22/03/2013,33.53,0.005382788
21/03/2013,33.35,-0.008955284
20/03/2013,33.65,0.004766169
19/03/2013,33.49,-0.004766169
18/03/2013,33.65,-0.01299103
15/03/2013,34.09,-0.008470914
14/03/2013,34.38,0.006712414
13/03/2013,34.15,0.009710243
12/03/2013,33.82,-0.001772526
11/03/2013,33.88,0.013670347
08/03/2013,33.42,0.023309667
07/03/2013,32.65,0.002146253
06/03/2013,32.58,0.004923087
05/03/2013,32.42,0.016483035
04/03/2013,31.89,0.010718892
01/03/2013,31.55,-0.001899937
28/02/2013,31.61,-0.000948617
27/02/2013,31.64,0.025609594
26/02/2013,30.84,0.004549894
25/02/2013,30.7,-0.029210872
22/02/2013,31.61,0.02239377
21/02/2013,30.91,-0.022077364
20/02/2013,31.6,-0.021290723
19/02/2013,32.28,0.01844667
15/02/2013,31.69,0.002211342
14/02/2013,31.62,0.005072934
13/02/2013,31.46,0.008940034
12/02/2013,31.18,0.003856046
11/02/2013,31.06,0.005164634
08/02/2013,30.9,0.012373977
07/02/2013,30.52,-0.003271184
06/02/2013,30.62,-0.004236604
05/02/2013,30.75,0.013752673
04/02/2013,30.33,-0.006244885
01/02/2013,30.52,-0.015927527
31/01/2013,31.01,0.009070357
30/01/2013,30.73,-0.005516808
29/01/2013,30.9,0.003566222
28/01/2013,30.79,0.000324834
25/01/2013,30.78,0.007173164
24/01/2013,30.56,0.006566012
23/01/2013,30.36,0.00197824
22/01/2013,30.3,0.026418524
18/01/2013,29.51,0
17/01/2013,29.51,0.016054999
16/01/2013,29.04,-0.003780723
15/01/2013,29.15,-0.000685871
14/01/2013,29.17,-0.001027925
11/01/2013,29.2,-0.015967725
10/01/2013,29.67,0.010162689
09/01/2013,29.37,0.005805036
08/01/2013,29.2,0.004461995
07/01/2013,29.07,-0.008904168
04/01/2013,29.33,0.015807889
03/01/2013,28.87,-0.007591479
02/01/2013,29.09,0.019788877
31/12/2012,28.52,0.015548016
28/12/2012,28.08,-0.001067806
27/12/2012,28.11,-0.000711238
26/12/2012,28.13,0.001422981
24/12/2012,28.09,0.001425009
21/12/2012,28.05,-0.013104491
20/12/2012,28.42,0.0102565
19/12/2012,28.13,-0.0200605
18/12/2012,28.7,0.030064156
17/12/2012,27.85,0.012283391
14/12/2012,27.51,-0.003990573
13/12/2012,27.62,-0.013664362
12/12/2012,28,0.010050336
11/12/2012,27.72,-0.000360685
10/12/2012,27.73,0.002527533
07/12/2012,27.66,-0.001084011
06/12/2012,27.69,-0.006838249
05/12/2012,27.88,0.007560792
04/12/2012,27.67,0.011632265
03/12/2012,27.35,0.007339482
30/11/2012,27.15,0.008507542
29/11/2012,26.92,0.004467617
28/11/2012,26.8,-0.019217147
27/11/2012,27.32,-0.009834354
26/11/2012,27.59,0.009468388
23/11/2012,27.33,0.021076765
21/11/2012,26.76,0.000373762
20/11/2012,26.75,0.001870908
19/11/2012,26.7,0.014334459
16/11/2012,26.32,0.003425313
15/11/2012,26.23,0.002290077
14/11/2012,26.17,-0.012531016
13/11/2012,26.5,-0.004893667
12/11/2012,26.63,0.001127184
09/11/2012,26.6,0.003766483
08/11/2012,26.5,-0.018321694
07/11/2012,26.99,-0.047395378
06/11/2012,28.3,0.004604223
05/11/2012,28.17,0
02/11/2012,28.17,-0.004250803
01/11/2012,28.29,0.026868892
31/10/2012,27.54,-0.00579292
26/10/2012,27.7,-0.021075972
25/10/2012,28.29,0.011375878
24/10/2012,27.97,0.001789229
23/10/2012,27.92,-0.017749845
22/10/2012,28.42,0.009190591
19/10/2012,28.16,-0.015154475
18/10/2012,28.59,0.005260401
17/10/2012,28.44,0.018453327
16/10/2012,27.92,0.028703151
15/10/2012,27.13,0.007770622
12/10/2012,26.92,-0.016578018
11/10/2012,27.37,0.010282867
10/10/2012,27.09,-0.004419897
09/10/2012,27.21,-0.020371749
08/10/2012,27.77,0.000360166
05/10/2012,27.76,-0.002159051
04/10/2012,27.82,0.02511506
03/10/2012,27.13,-0.000368528
02/10/2012,27.14,0.008882368
01/10/2012,26.9,-0.001485884
28/09/2012,26.94,0
27/09/2012,26.94,0.005583487
26/09/2012,26.79,-0.000373204
25/09/2012,26.8,-0.029051501
