Date,Close,PFG
24/09/2012,27.59,-0.01188989
21/09/2012,27.92,-0.013871821
20/09/2012,28.31,-0.004933061
19/09/2012,28.45,-0.002106742
18/09/2012,28.51,-0.011161609
17/09/2012,28.83,-0.011381395
14/09/2012,29.16,0.016249277
13/09/2012,28.69,0.021491051
12/09/2012,28.08,0.00249599
11/09/2012,28.01,0.011851459
10/09/2012,27.68,-0.022504968
07/09/2012,28.31,0.009939734
06/09/2012,28.03,0.017999046
05/09/2012,27.53,0.006925488
04/09/2012,27.34,-0.003650972
31/08/2012,27.44,0.003650972
30/08/2012,27.34,-0.008740041
29/08/2012,27.58,0.01350632
28/08/2012,27.21,0.000367579
27/08/2012,27.2,-0.002570224
24/08/2012,27.27,0.008100192
23/08/2012,27.05,-0.006632301
22/08/2012,27.23,0.016663966
21/08/2012,26.78,0.013912614
20/08/2012,26.41,-0.005287021
17/08/2012,26.55,-0.006008279
16/08/2012,26.71,0.015088932
15/08/2012,26.31,-0.002277905
14/08/2012,26.37,-0.00113701
13/08/2012,26.4,0.006460216
10/08/2012,26.23,0.004202489
09/08/2012,26.12,-0.000382775
08/08/2012,26.13,-0.006865016
07/08/2012,26.31,0.010699376
06/08/2012,26.03,-0.003068664
03/08/2012,26.11,0.043042638
02/08/2012,25.01,-0.011528651
01/08/2012,25.3,-0.011397254
31/07/2012,25.59,0.016548841
30/07/2012,25.17,0.007577304
27/07/2012,24.98,-0.025688036
26/07/2012,25.63,0.022091628
25/07/2012,25.07,-0.001594261
24/07/2012,25.11,-0.008328424
23/07/2012,25.32,-0.010216199
20/07/2012,25.58,-0.021655912
19/07/2012,26.14,0.004601235
18/07/2012,26.02,-0.004983717
17/07/2012,26.15,0.008448591
16/07/2012,25.93,-0.006917783
13/07/2012,26.11,0.027962987
12/07/2012,25.39,-0.016406618
11/07/2012,25.81,0.016800551
10/07/2012,25.38,-0.022210147
09/07/2012,25.95,-0.003462208
06/07/2012,26.04,-0.004979899
05/07/2012,26.17,-0.017424683
03/07/2012,26.63,0.018189209
02/07/2012,26.15,-0.003054603
29/06/2012,26.23,0.031760997
28/06/2012,25.41,0.004338402
27/06/2012,25.3,0.022787314
26/06/2012,24.73,0.00852797
25/06/2012,24.52,-0.013368641
22/06/2012,24.85,0.010924648
21/06/2012,24.58,-0.022527099
20/06/2012,25.14,-0.010288971
19/06/2012,25.4,0.010686822
18/06/2012,25.13,-0.010686822
15/06/2012,25.4,0.003154577
14/06/2012,25.32,0.016726794
13/06/2012,24.9,-0.011579287
12/06/2012,25.19,0.023700647
11/06/2012,24.6,-0.008500355
08/06/2012,24.81,0.010942358
07/06/2012,24.54,0.009828089
06/06/2012,24.3,0.030925992
05/06/2012,23.56,0.014105812
04/06/2012,23.23,-0.003008814
01/06/2012,23.3,-0.052665743
31/05/2012,24.56,-0.001220753
30/05/2012,24.59,-0.020926317
29/05/2012,25.11,0.027045039
25/05/2012,24.44,0.00122825
24/05/2012,24.41,0.014026633
23/05/2012,24.07,-0.007862652
22/05/2012,24.26,0.005787532
21/05/2012,24.12,0.027318362
18/05/2012,23.47,-0.001277411
17/05/2012,23.5,-0.019802627
16/05/2012,23.97,-0.013673302
15/05/2012,24.3,-0.011456754
14/05/2012,24.58,-0.025704226
11/05/2012,25.22,-0.017296029
10/05/2012,25.66,0.009790562
09/05/2012,25.41,-0.016006588
08/05/2012,25.82,-0.009252186
07/05/2012,26.06,-0.001150527
04/05/2012,26.09,-0.024234431
03/05/2012,26.73,-0.025486144
02/05/2012,27.42,-0.012683627
01/05/2012,27.77,0.003607508
30/04/2012,27.67,-0.000722543
27/04/2012,27.69,-0.052754848
26/04/2012,29.19,0.016232441
25/04/2012,28.72,0.016146367
24/04/2012,28.26,0.017851242
23/04/2012,27.76,-0.014306396
20/04/2012,28.16,-0.003544846
19/04/2012,28.26,0
18/04/2012,28.26,-0.004941768
17/04/2012,28.4,0.01991531
16/04/2012,27.84,0.004680477
13/04/2012,27.71,-0.02775979
12/04/2012,28.49,0.039375165
11/04/2012,27.39,0.002558949
10/04/2012,27.32,-0.032766208
09/04/2012,28.23,-0.037202274
05/04/2012,29.3,0.008569033
04/04/2012,29.05,-0.00446506
03/04/2012,29.18,-0.025377779
02/04/2012,29.93,0.014132133
30/03/2012,29.51,0.017088591
29/03/2012,29.01,-0.015732199
28/03/2012,29.47,0.000339386
27/03/2012,29.46,-0.007440007
26/03/2012,29.68,0.019048195
23/03/2012,29.12,0.007929709
22/03/2012,28.89,-0.00207469
21/03/2012,28.95,0.00276721
20/03/2012,28.87,-0.007935181
19/03/2012,29.1,-0.00240261
16/03/2012,29.17,-0.015984017
15/03/2012,29.64,0.037467864
14/03/2012,28.55,0.014109582
13/03/2012,28.15,0.033595357
12/03/2012,27.22,0.002943343
09/03/2012,27.14,0.020849601
08/03/2012,26.58,-0.005627477
07/03/2012,26.73,0.010908515
06/03/2012,26.44,-0.040398304
05/03/2012,27.53,-0.001814553
02/03/2012,27.58,-0.014756431
01/03/2012,27.99,0.011859977
29/02/2012,27.66,0.00362188
28/02/2012,27.56,0.003635046
27/02/2012,27.46,-0.014102566
24/02/2012,27.85,-0.001435235
23/02/2012,27.89,0.032061034
22/02/2012,27.01,-0.017615134
21/02/2012,27.49,0.003279289
17/02/2012,27.4,0.002923979
16/02/2012,27.32,0.030474302
15/02/2012,26.5,0.003023434
14/02/2012,26.42,-0.00037843
13/02/2012,26.43,0.008358711
10/02/2012,26.21,-0.027471154
09/02/2012,26.94,0.007825641
08/02/2012,26.73,-0.005223892
07/02/2012,26.87,-0.002972875
06/02/2012,26.95,-0.020202707
03/02/2012,27.5,0.001091505
02/02/2012,27.47,-0.015890547
01/02/2012,27.91,0.021732112
31/01/2012,27.31,0
30/01/2012,27.31,-0.008386558
27/01/2012,27.54,0.012790235
26/01/2012,27.19,-0.003671076
25/01/2012,27.29,-0.002927188
24/01/2012,27.37,0.002560821
23/01/2012,27.3,0.008460599
20/01/2012,27.07,0.002959677
19/01/2012,26.99,0.008931954
18/01/2012,26.75,0.013549323
17/01/2012,26.39,0.011049836
13/01/2012,26.1,-0.006111555
12/01/2012,26.26,0.007645297
11/01/2012,26.06,0.003459546
10/01/2012,25.97,0.045695228
09/01/2012,24.81,0.01379892
06/01/2012,24.47,-0.018222816
05/01/2012,24.92,-0.000401204
04/01/2012,24.93,-0.013150219
03/01/2012,25.26,0.026475674
30/12/2011,24.6,-0.005674924
29/12/2011,24.74,0.020829832
28/12/2011,24.23,-0.018401664
27/12/2011,24.68,-0.010880623
23/12/2011,24.95,0.004821223
22/12/2011,24.83,0.010933496
21/12/2011,24.56,0.013527568
20/12/2011,24.23,0.055145438
19/12/2011,22.93,-0.026255005
16/12/2011,23.54,0.003404259
15/12/2011,23.46,0
14/12/2011,23.46,0.005556757
13/12/2011,23.33,-0.017842444
12/12/2011,23.75,-0.032314328
09/12/2011,24.53,0.019761862
08/12/2011,24.05,-0.059719235
07/12/2011,25.53,0.002352942
06/12/2011,25.47,0.012643392
05/12/2011,25.15,0.034381546
02/12/2011,24.3,0.002472189
01/12/2011,24.24,0.004548282
30/11/2011,24.13,0.076182231
29/11/2011,22.36,0.003135501
28/11/2011,22.29,0.039346338
25/11/2011,21.43,-0.011137006
23/11/2011,21.67,-0.046436109
22/11/2011,22.7,-0.012259348
21/11/2011,22.98,-0.032958258
18/11/2011,23.75,0.037756522
17/11/2011,22.87,-0.028025115
16/11/2011,23.52,-0.026433257
15/11/2011,24.15,0.00498133
14/11/2011,24.03,0.000416233
11/11/2011,24.02,0.014256007
10/11/2011,23.68,0.017895663
09/11/2011,23.26,-0.078122749
08/11/2011,25.15,0.005982072
07/11/2011,25,0.00040008
04/11/2011,24.99,-0.019418086
03/11/2011,25.48,0.030281198
02/11/2011,24.72,0.020433894
01/11/2011,24.22,-0.062420259
31/10/2011,25.78,-0.045496853
28/10/2011,26.98,-0.053755051
27/10/2011,28.47,0.076623901
26/10/2011,26.37,0.04577991
25/10/2011,25.19,-0.055966755
24/10/2011,26.64,0.025856954
21/10/2011,25.96,0.03488498
20/10/2011,25.07,0.019332056
19/10/2011,24.59,-0.030833273
18/10/2011,25.36,0.059294671
17/10/2011,23.9,-0.050979438
14/10/2011,25.15,0.026593026
13/10/2011,24.49,-0.017405823
12/10/2011,24.92,0.023960537
11/10/2011,24.33,0.008254277
10/10/2011,24.13,0.062413415
07/10/2011,22.67,-0.04527611
06/10/2011,23.72,0.034308682
05/10/2011,22.92,0.034172395
04/10/2011,22.15,0.042893363
03/10/2011,21.22,-0.066098331
30/09/2011,22.67,-0.053672465
29/09/2011,23.92,0.038786025
28/09/2011,23.01,-0.04003942
27/09/2011,23.95,0.003345884
26/09/2011,23.87,0.041922306
23/09/2011,22.89,0.009657669
22/09/2011,22.67,-0.026122513
21/09/2011,23.27,-0.05191622
20/09/2011,24.51,-0.000815661
19/09/2011,24.53,-0.03838936
16/09/2011,25.49,-0.008204774
15/09/2011,25.7,0.031221663
14/09/2011,24.91,0.045583749
13/09/2011,23.8,0.016095223
12/09/2011,23.42,0.017226955
09/09/2011,23.02,-0.030376667
08/09/2011,23.73,-0.033156788
07/09/2011,24.53,0.080178605
06/09/2011,22.64,-0.026586879
02/09/2011,23.25,-0.062520357
01/09/2011,24.75,-0.024347641
31/08/2011,25.36,0.015097625
30/08/2011,24.98,-0.00876849
29/08/2011,25.2,0.062635571
26/08/2011,23.67,0.00338553
25/08/2011,23.59,-0.01514543
24/08/2011,23.95,0.022805042
23/08/2011,23.41,0.058944061
22/08/2011,22.07,0.02013798
19/08/2011,21.63,-0.031401898
18/08/2011,22.32,-0.063782187
17/08/2011,23.79,0.006748233
16/08/2011,23.63,-0.019694749
15/08/2011,24.1,0.026062846
12/08/2011,23.48,-0.025647822
11/08/2011,24.09,0.083507955
10/08/2011,22.16,-0.086823333
09/08/2011,24.17,0.074712846
08/08/2011,22.43,-0.121590115
05/08/2011,25.33,-0.033388195
04/08/2011,26.19,-0.066469645
03/08/2011,27.99,0.019845501
02/08/2011,27.44,0.000729129
01/08/2011,27.42,-0.007629465
29/07/2011,27.63,0.002173914
28/07/2011,27.57,0.00509092
27/07/2011,27.43,-0.034047367
26/07/2011,28.38,-0.010515344
25/07/2011,28.68,-0.010750927
22/07/2011,28.99,-0.009612158
21/07/2011,29.27,0.025256489
20/07/2011,28.54,0.00950544
19/07/2011,28.27,0.022537173
18/07/2011,27.64,-0.027477197
15/07/2011,28.41,-0.002109705
14/07/2011,28.47,-0.016028218
13/07/2011,28.93,0.003809528
12/07/2011,28.82,-0.001733403
11/07/2011,28.87,-0.043381929
08/07/2011,30.15,-0.023275924
07/07/2011,30.86,0.029597688
06/07/2011,29.96,-0.007978766
05/07/2011,30.2,-0.021942914
01/07/2011,30.87,0.014684552
30/06/2011,30.42,0.004943164
29/06/2011,30.27,0.024411846
28/06/2011,29.54,0.004750603
27/06/2011,29.4,0.013354076
24/06/2011,29.01,-0.015732199
23/06/2011,29.47,-0.005752004
22/06/2011,29.64,-0.015400371
21/06/2011,30.1,0.025232625
20/06/2011,29.35,0.008554372
17/06/2011,29.1,0.019081238
16/06/2011,28.55,0.014820314
15/06/2011,28.13,-0.037674494
14/06/2011,29.21,0.025660215
13/06/2011,28.47,0.006342516
10/06/2011,28.29,-0.017519719
09/06/2011,28.79,-0.002428449
08/06/2011,28.86,-0.015472201
07/06/2011,29.31,0.001707359
06/06/2011,29.26,-0.020967965
03/06/2011,29.88,-0.017582141
02/06/2011,30.41,0.012907675
01/06/2011,30.02,-0.040795345
31/05/2011,31.27,0.009640177
27/05/2011,30.97,0.001292407
26/05/2011,30.93,-0.000646412
25/05/2011,30.95,0.000646412
24/05/2011,30.93,-0.008370944
23/05/2011,31.19,-0.012426478
20/05/2011,31.58,-0.007256697
19/05/2011,31.81,0.00188798
18/05/2011,31.75,0.0161934
17/05/2011,31.24,0.009972738
16/05/2011,30.93,-0.002905571
13/05/2011,31.02,-0.03047855
12/05/2011,31.98,0.009740847
11/05/2011,31.67,-0.012862922
10/05/2011,32.08,0.014759257
09/05/2011,31.61,0.006347213
06/05/2011,31.41,0.00734945
05/05/2011,31.18,-0.006075159
04/05/2011,31.37,-0.014557219
03/05/2011,31.83,-0.05292564
02/05/2011,33.56,-0.005645536
29/04/2011,33.75,0.014624944
28/04/2011,33.26,0.014842011
27/04/2011,32.77,0.024402755
26/04/2011,31.98,0.004387346
25/04/2011,31.84,0.000942655
21/04/2011,31.81,0.008524124
20/04/2011,31.54,0.023092752
19/04/2011,30.82,0.008144694
18/04/2011,30.57,-0.026788757
15/04/2011,31.4,0.015081306
14/04/2011,30.93,-0.010292789
13/04/2011,31.25,-0.006697521
12/04/2011,31.46,-0.013889112
11/04/2011,31.9,0.005658613
08/04/2011,31.72,-0.003461845
07/04/2011,31.83,-0.007511772
06/04/2011,32.07,0.01191984
05/04/2011,31.69,-0.00942218
04/04/2011,31.99,0.008160748
01/04/2011,31.73,-0.011904903
31/03/2011,32.11,0.010015733
30/03/2011,31.79,0.002835094
29/03/2011,31.7,0.000631114
28/03/2011,31.68,-0.005665738
25/03/2011,31.86,0.001256282
24/03/2011,31.82,0.010107477
23/03/2011,31.5,-0.006959851
22/03/2011,31.72,-0.010349787
21/03/2011,32.05,0.009404458
18/03/2011,31.75,0.010766412
17/03/2011,31.41,0.022212405
16/03/2011,30.72,-0.014221313
15/03/2011,31.16,-0.036551013
14/03/2011,32.32,-0.000309358
11/03/2011,32.33,0.005894231
10/03/2011,32.14,-0.0423392
09/03/2011,33.53,-0.000894321
08/03/2011,33.56,0.026571612
07/03/2011,32.68,-0.009441215
04/03/2011,32.99,-0.020402748
03/03/2011,33.67,0.017073951
02/03/2011,33.1,-0.012012156
01/03/2011,33.5,-0.022433054
28/02/2011,34.26,0.009384233
25/02/2011,33.94,0.016637342
24/02/2011,33.38,0.007215906
23/02/2011,33.14,-0.012295851
22/02/2011,33.55,-0.033414598
18/02/2011,34.69,0.015981744
17/02/2011,34.14,0.016539066
16/02/2011,33.58,0.032075367
15/02/2011,32.52,0.013622502
14/02/2011,32.08,-0.013929957
11/02/2011,32.53,0.004004318
10/02/2011,32.4,-0.003081667
09/02/2011,32.5,0.008032172
08/02/2011,32.24,-0.04428992
07/02/2011,33.7,0.004162956
04/02/2011,33.56,0.008979408
03/02/2011,33.26,-0.018469396
02/02/2011,33.88,-0.012320484
01/02/2011,34.3,0.045631891
31/01/2011,32.77,0.006736094
28/01/2011,32.55,-0.032938466
27/01/2011,33.64,0.015880484
