Date,Close,NUE
03/06/2013,44.96,0.010059323
31/05/2013,44.51,-0.025070642
30/05/2013,45.64,-0.001970013
29/05/2013,45.73,-0.009142423
28/05/2013,46.15,0.020357494
24/05/2013,45.22,-0.010558831
23/05/2013,45.7,-0.008714652
22/05/2013,46.1,-0.021460051
21/05/2013,47.1,0.02037604
20/05/2013,46.15,0.008268106
17/05/2013,45.77,0.017188612
16/05/2013,44.99,-0.005320341
15/05/2013,45.23,-0.002429062
14/05/2013,45.34,0.009974592
13/05/2013,44.89,-0.010195124
10/05/2013,45.35,-0.002202644
09/05/2013,45.45,-0.009198488
08/05/2013,45.87,0.017816374
07/05/2013,45.06,0.009140628
06/05/2013,44.65,-0.006028823
03/05/2013,44.92,0.034423689
02/05/2013,43.4,0.010888559
01/05/2013,42.93,-0.015944879
30/04/2013,43.62,0.01106512
29/04/2013,43.14,0.008146211
26/04/2013,42.79,-0.015076245
25/04/2013,43.44,-0.005509656
24/04/2013,43.68,0.032103245
23/04/2013,42.3,-0.000708968
22/04/2013,42.33,-0.001180498
19/04/2013,42.38,0.003545684
18/04/2013,42.23,-0.00707884
17/04/2013,42.53,-0.020019291
16/04/2013,43.39,0.013924569
15/04/2013,42.79,-0.034905955
12/04/2013,44.31,-0.015229858
11/04/2013,44.99,0.000222296
10/04/2013,44.98,0.012077982
09/04/2013,44.44,0.011314898
08/04/2013,43.94,0.004104909
05/04/2013,43.76,0.00595922
04/04/2013,43.5,0.009934239
03/04/2013,43.07,-0.013376583
02/04/2013,43.65,-0.033565489
01/04/2013,45.14,-0.02212819
28/03/2013,46.15,0.003038197
27/03/2013,46.01,0.000434783
26/03/2013,45.99,0.002176753
25/03/2013,45.89,-0.005649733
22/03/2013,46.15,-0.005402498
21/03/2013,46.4,-0.007942513
20/03/2013,46.77,0.013345011
19/03/2013,46.15,-0.002164503
18/03/2013,46.25,-0.007539077
15/03/2013,46.6,0.003654739
14/03/2013,46.43,-0.002366356
13/03/2013,46.54,-0.017043446
12/03/2013,47.34,-0.004636468
11/03/2013,47.56,-0.001890558
08/03/2013,47.65,0.018426869
07/03/2013,46.78,0.006218525
06/03/2013,46.49,0.023504891
05/03/2013,45.41,0.00862551
04/03/2013,45.02,0.01454327
01/03/2013,44.37,-0.015209419
28/02/2013,45.05,0.002667261
27/02/2013,44.93,0.024331004
26/02/2013,43.85,0.00319781
25/02/2013,43.71,-0.033077602
22/02/2013,45.18,0.010681009
21/02/2013,44.7,-0.027580347
20/02/2013,45.95,-0.037796748
19/02/2013,47.72,-0.008347294
15/02/2013,48.12,-0.002283343
14/02/2013,48.23,0.015883302
13/02/2013,47.47,0.004856941
12/02/2013,47.24,0.007863179
11/02/2013,46.87,0.002777483
08/02/2013,46.74,0.009890427
07/02/2013,46.28,-0.014586273
06/02/2013,46.96,0.015667238
05/02/2013,46.23,0.002382243
04/02/2013,46.12,-0.018475284
01/02/2013,46.98,0.020863215
31/01/2013,46.01,-0.006283197
30/01/2013,46.3,-0.015856342
29/01/2013,47.04,-0.003183702
28/01/2013,47.19,-0.010330017
25/01/2013,47.68,-0.002095119
24/01/2013,47.78,-0.004177116
23/01/2013,47.98,-0.002705798
22/01/2013,48.11,0.012339381
18/01/2013,47.52,0.018692133
17/01/2013,46.64,0.015775584
16/01/2013,45.91,-0.003261936
15/01/2013,46.06,0.011573445
14/01/2013,45.53,0.00219877
11/01/2013,45.43,-0.000880088
10/01/2013,45.47,0.004850098
09/01/2013,45.25,0.005317983
08/01/2013,45.01,-0.010387982
07/01/2013,45.48,0.004407235
04/01/2013,45.28,0.013115671
03/01/2013,44.69,-0.002011848
02/01/2013,44.78,0.036847471
31/12/2012,43.16,0.016822827
28/12/2012,42.44,-0.016591104
27/12/2012,43.15,-0.013580598
26/12/2012,43.74,0.00481266
24/12/2012,43.53,0.000229753
21/12/2012,43.52,-0.010286981
20/12/2012,43.97,0.011896731
19/12/2012,43.45,-0.004363309
18/12/2012,43.64,0.020371075
17/12/2012,42.76,0.011288925
14/12/2012,42.28,0.026118653
13/12/2012,41.19,-0.000728067
12/12/2012,41.22,-0.012775876
11/12/2012,41.75,0.023507686
10/12/2012,40.78,0.001472393
07/12/2012,40.72,0.000982801
06/12/2012,40.68,-0.003190578
05/12/2012,40.81,0.001716739
04/12/2012,40.74,0.011355343
03/12/2012,40.28,-0.022097634
30/11/2012,41.18,0.003405501
29/11/2012,41.04,0.007582279
28/11/2012,40.73,0.006403963
27/11/2012,40.47,-0.014473453
26/11/2012,41.06,-0.001946473
23/11/2012,41.14,0.011244313
21/11/2012,40.68,0.008640962
20/11/2012,40.33,-0.004453248
19/11/2012,40.51,0.027021909
16/11/2012,39.43,0.001776876
15/11/2012,39.36,-0.004815622
14/11/2012,39.55,-0.01455849
13/11/2012,40.13,-0.006705601
12/11/2012,40.4,-0.003459356
09/11/2012,40.54,0.012410187
08/11/2012,40.04,-0.012903405
07/11/2012,40.56,-0.022429024
06/11/2012,41.48,0.012859573
05/11/2012,40.95,0.007599007
02/11/2012,40.64,-0.021663254
01/11/2012,41.53,0.034291873
31/10/2012,40.13,-0.0022402
26/10/2012,40.22,-0.000248602
25/10/2012,40.23,-0.006442044
24/10/2012,40.49,0.002968095
23/10/2012,40.37,-0.018407686
22/10/2012,41.12,0.014452181
19/10/2012,40.53,-0.011529626
18/10/2012,41,0.014494788
17/10/2012,40.41,0.013453118
16/10/2012,39.87,0.020781285
15/10/2012,39.05,0.012108869
12/10/2012,38.58,-0.011084016
11/10/2012,39.01,0.00385258
10/10/2012,38.86,-0.016335228
09/10/2012,39.5,0.004313085
08/10/2012,39.33,0.019253579
05/10/2012,38.58,-0.002071466
04/10/2012,38.66,0.017745768
03/10/2012,37.98,0.004221642
02/10/2012,37.82,-0.011828236
01/10/2012,38.27,0.000261335
28/09/2012,38.26,-0.002349564
27/09/2012,38.35,0.006802747
26/09/2012,38.09,-0.008105679
25/09/2012,38.4,-0.029508235
24/09/2012,39.55,0.001518219
21/09/2012,39.49,-0.00555557
20/09/2012,39.71,0.003279105
19/09/2012,39.58,-0.006296457
18/09/2012,39.83,-0.000502008
17/09/2012,39.85,-0.022333434
14/09/2012,40.75,0.006894881
13/09/2012,40.47,0.036999313
12/09/2012,39,-0.007153837
11/09/2012,39.28,0.003826047
10/09/2012,39.13,-0.00687638
07/09/2012,39.4,0.033814036
06/09/2012,38.09,0.029033868
05/09/2012,37,-0.002968562
04/09/2012,37.11,-0.014446479
31/08/2012,37.65,-0.00132714
30/08/2012,37.7,-0.014221994
29/08/2012,38.24,-0.001567808
28/08/2012,38.3,-0.005208345
27/08/2012,38.5,-0.005181359
24/08/2012,38.7,-0.011305362
23/08/2012,39.14,-0.035390819
22/08/2012,40.55,0.005192248
21/08/2012,40.34,0.002979148
20/08/2012,40.22,0.006235212
17/08/2012,39.97,0.000250219
16/08/2012,39.96,0.010060447
15/08/2012,39.56,-0.003028776
14/08/2012,39.68,-0.011526061
13/08/2012,40.14,-0.015327865
10/08/2012,40.76,0.001964637
09/08/2012,40.68,0.002954212
08/08/2012,40.56,-0.002708361
07/08/2012,40.67,0.011126336
06/08/2012,40.22,0.019583855
03/08/2012,39.44,0.024641904
02/08/2012,38.48,-0.013679398
01/08/2012,39.01,-0.004858723
31/07/2012,39.2,0.018018506
30/07/2012,38.5,0.000519615
27/07/2012,38.48,0.031145299
26/07/2012,37.3,0.012952151
25/07/2012,36.82,-0.008114732
24/07/2012,37.12,-0.019475072
23/07/2012,37.85,-0.002901994
20/07/2012,37.96,-0.007087574
19/07/2012,38.23,-0.012477417
18/07/2012,38.71,0.011170398
17/07/2012,38.28,0.006552245
16/07/2012,38.03,-0.010202835
13/07/2012,38.42,0.018918063
12/07/2012,37.7,-0.002384423
11/07/2012,37.79,0.002384423
10/07/2012,37.7,-0.01474487
09/07/2012,38.26,-0.002349564
06/07/2012,38.35,-0.013210916
05/07/2012,38.86,-0.001028807
03/07/2012,38.9,0.026835009
02/07/2012,37.87,-0.00079187
29/06/2012,37.9,0.021603721
28/06/2012,37.09,0.011388409
27/06/2012,36.67,0.004646721
26/06/2012,36.5,0.012128043
25/06/2012,36.06,-0.023569192
22/06/2012,36.92,-0.011847204
21/06/2012,37.36,-0.023019934
20/06/2012,38.23,-0.005217857
19/06/2012,38.43,0.023431373
18/06/2012,37.54,-0.001862941
15/06/2012,37.61,0.029136132
14/06/2012,36.53,0.012949623
13/06/2012,36.06,-0.001385618
12/06/2012,36.11,-0.00055371
11/06/2012,36.13,-0.029722706
08/06/2012,37.22,-0.002147075
07/06/2012,37.3,0.014311031
06/06/2012,36.77,0.029251534
05/06/2012,35.71,0.001120762
04/06/2012,35.67,-0.002799554
01/06/2012,35.77,0.000279603
31/05/2012,35.76,-0.004185858
30/05/2012,35.91,-0.019305619
29/05/2012,36.61,0.013751592
25/05/2012,36.11,0.010579163
24/05/2012,35.73,-0.004468033
23/05/2012,35.89,0.014029411
22/05/2012,35.39,0.008228164
21/05/2012,35.1,0.020435306
18/05/2012,34.39,-0.011564165
17/05/2012,34.79,-0.008016075
16/05/2012,35.07,-0.020322461
15/05/2012,35.79,-0.025653041
14/05/2012,36.72,-0.004618946
11/05/2012,36.89,-0.00432784
10/05/2012,37.05,-0.005652013
09/05/2012,37.26,-0.002412546
08/05/2012,37.35,-0.005340467
07/05/2012,37.55,-0.00742906
04/05/2012,37.83,-0.019631569
03/05/2012,38.58,-0.010571196
02/05/2012,38.99,-0.011475327
01/05/2012,39.44,0.005848713
30/04/2012,39.21,-0.00305577
27/04/2012,39.33,-0.004313085
26/04/2012,39.5,0.004058859
25/04/2012,39.34,0.011247562
24/04/2012,38.9,-0.000514007
23/04/2012,38.92,-0.019086977
20/04/2012,39.67,-0.010531692
19/04/2012,40.09,-0.051293294
18/04/2012,42.2,-0.002839567
17/04/2012,42.32,0.01523839
16/04/2012,41.68,0.002642644
13/04/2012,41.57,-0.016225601
12/04/2012,42.25,0.026380427
11/04/2012,41.15,0.010995835
10/04/2012,40.7,-0.010266529
09/04/2012,41.12,-0.013766671
05/04/2012,41.69,-0.009786449
04/04/2012,42.1,-0.016957542
03/04/2012,42.82,-0.015525743
02/04/2012,43.49,0.012494378
30/03/2012,42.95,0.003264928
29/03/2012,42.81,0.006091865
28/03/2012,42.55,-0.02139119
27/03/2012,43.47,-0.006649113
26/03/2012,43.76,0.014037741
23/03/2012,43.15,0.006043719
22/03/2012,42.89,-0.015959631
21/03/2012,43.58,-0.005720185
20/03/2012,43.83,-0.021889625
19/03/2012,44.8,0.012804848
16/03/2012,44.23,0.01779244
15/03/2012,43.45,-0.010531233
14/03/2012,43.91,0.007084934
13/03/2012,43.6,0.029797363
12/03/2012,42.32,0.001655434
09/03/2012,42.25,0.014302985
08/03/2012,41.65,0.004813487
07/03/2012,41.45,0.00338328
06/03/2012,41.31,-0.028869952
05/03/2012,42.52,-0.024394287
02/03/2012,43.57,-0.005949674
01/03/2012,43.83,0.006868159
29/02/2012,43.53,-0.011420864
28/02/2012,44.03,-0.002721707
27/02/2012,44.15,0.006590184
24/02/2012,43.86,0.005257756
23/02/2012,43.63,0.001376147
22/02/2012,43.57,-0.017969322
21/02/2012,44.36,0.010196078
17/02/2012,43.91,-0.005224316
16/02/2012,44.14,0.02245226
15/02/2012,43.16,-0.004853817
14/02/2012,43.37,-0.012601839
13/02/2012,43.92,-0.012445007
10/02/2012,44.47,-0.020697301
09/02/2012,45.4,0.001984346
08/02/2012,45.31,-0.000441306
07/02/2012,45.33,0.004421851
06/02/2012,45.13,-0.006185131
03/02/2012,45.41,0.018895749
02/02/2012,44.56,-0.005817873
01/02/2012,44.82,0.007390024
31/01/2012,44.49,-0.002469414
30/01/2012,44.6,0.00224467
27/01/2012,44.5,0.008349366
26/01/2012,44.13,0.008876808
25/01/2012,43.74,0.01242252
24/01/2012,43.2,0.006968669
23/01/2012,42.9,0.000699545
20/01/2012,42.87,-0.000699545
19/01/2012,42.9,0.006548199
18/01/2012,42.62,0.014892132
17/01/2012,41.99,0.003100778
13/01/2012,41.86,-0.009746898
12/01/2012,42.27,0.003792372
11/01/2012,42.11,0.01266596
10/01/2012,41.58,0.012097897
09/01/2012,41.08,-0.002188451
06/01/2012,41.17,0.005358025
05/01/2012,40.95,0.001710864
04/01/2012,40.88,0.008845267
03/01/2012,40.52,0.023724424
30/12/2011,39.57,-0.000505306
29/12/2011,39.59,0.000758054
28/12/2011,39.56,-0.023483467
27/12/2011,40.5,0.001235331
23/12/2011,40.45,0.008440964
22/12/2011,40.11,0.013807173
21/12/2011,39.56,-0.003532681
20/12/2011,39.7,0.037992249
19/12/2011,38.22,-0.019946264
16/12/2011,38.99,0.009793893
15/12/2011,38.61,-0.002844952
14/12/2011,38.72,-0.002579315
13/12/2011,38.82,-0.025935855
12/12/2011,39.84,-0.019142909
09/12/2011,40.61,0.025690402
08/12/2011,39.58,-0.039385896
07/12/2011,41.17,0.000485909
06/12/2011,41.15,0.006338393
05/12/2011,40.89,0.014037911
02/12/2011,40.32,0.021306734
01/12/2011,39.47,0.001013942
30/11/2011,39.43,0.068214217
29/11/2011,36.83,0.002174505
28/11/2011,36.75,0.03263564
25/11/2011,35.57,0.002533429
23/11/2011,35.48,-0.047339604
22/11/2011,37.2,-0.006697949
21/11/2011,37.45,-0.018781137
18/11/2011,38.16,0.003938564
17/11/2011,38.01,-0.023402004
16/11/2011,38.91,-0.016314407
15/11/2011,39.55,0.007104826
14/11/2011,39.27,-0.010890319
11/11/2011,39.7,0.033814697
10/11/2011,38.38,0.017876396
09/11/2011,37.7,-0.048663846
08/11/2011,39.58,0.015275246
07/11/2011,38.98,-0.000769329
04/11/2011,39.01,0.012380865
03/11/2011,38.53,0.017806179
02/11/2011,37.85,0.020283588
01/11/2011,37.09,-0.018432471
31/10/2011,37.78,-0.039699077
28/10/2011,39.31,-0.002033038
27/10/2011,39.39,0.056934435
26/10/2011,37.21,0.017622796
25/10/2011,36.56,-0.028049304
24/10/2011,37.6,0.021506205
21/10/2011,36.8,0.024482037
20/10/2011,35.91,0.028815553
19/10/2011,34.89,-0.019864444
18/10/2011,35.59,0.029078446
17/10/2011,34.57,-0.037193783
14/10/2011,35.88,0.013185771
13/10/2011,35.41,-0.00450832
12/10/2011,35.57,0.025051125
11/10/2011,34.69,0.011306107
10/10/2011,34.3,0.042584966
07/10/2011,32.87,-0.028787595
06/10/2011,33.83,0.022721456
05/10/2011,33.07,0.046419224
04/10/2011,31.57,0.021127546
03/10/2011,30.91,-0.023342387
30/09/2011,31.64,-0.025586419
29/09/2011,32.46,0.017089122
28/09/2011,31.91,-0.047132346
27/09/2011,33.45,0.019928196
26/09/2011,32.79,0.037916288
23/09/2011,31.57,0.010187926
22/09/2011,31.25,-0.052061
21/09/2011,32.92,-0.035510221
20/09/2011,34.11,-0.008175228
19/09/2011,34.39,-0.018724442
16/09/2011,35.04,-0.001140901
15/09/2011,35.08,0.028333783
14/09/2011,34.1,0.012987196
13/09/2011,33.66,0.021318928
12/09/2011,32.95,-0.005749751
09/09/2011,33.14,-0.034404342
08/09/2011,34.3,-0.012746407
07/09/2011,34.74,0.042935145
06/09/2011,33.28,-0.023460616
02/09/2011,34.07,-0.038859401
01/09/2011,35.42,-0.018462063
31/08/2011,36.08,-0.00138485
30/08/2011,36.13,0.011692784
29/08/2011,35.71,0.038537664
26/08/2011,34.36,0.033139127
25/08/2011,33.24,-0.022606555
24/08/2011,34,0.041741535
23/08/2011,32.61,0.035266566
22/08/2011,31.48,-0.000952532
19/08/2011,31.51,-0.014805752
18/08/2011,31.98,-0.058304307
17/08/2011,33.9,-0.007933052
16/08/2011,34.17,-0.017981923
15/08/2011,34.79,0.017689311
12/08/2011,34.18,0.004398189
11/08/2011,34.03,0.047850259
10/08/2011,32.44,-0.045496625
09/08/2011,33.95,0.057903732
08/08/2011,32.04,-0.086933346
05/08/2011,34.95,0
04/08/2011,34.95,-0.066146669
03/08/2011,37.34,-0.000535475
02/08/2011,37.36,-0.029018127
01/08/2011,38.46,-0.011118408
29/07/2011,38.89,-0.000771109
28/07/2011,38.92,-0.002053389
27/07/2011,39,-0.018041399
26/07/2011,39.71,-0.024625047
25/07/2011,40.7,-0.009780029
22/07/2011,41.1,0.011501412
21/07/2011,40.63,0.020639798
20/07/2011,39.8,0.006301218
19/07/2011,39.55,0.016057437
18/07/2011,38.92,-0.014539218
15/07/2011,39.49,0.006605715
14/07/2011,39.23,-0.014927538
13/07/2011,39.82,0.004278351
12/07/2011,39.65,-0.004278351
11/07/2011,39.82,-0.027493992
08/07/2011,40.93,-0.014071072
07/07/2011,41.51,0.016762205
06/07/2011,40.82,-0.009508788
05/07/2011,41.21,-0.008697808
01/07/2011,41.57,0.008455178
30/06/2011,41.22,0.02406205
29/06/2011,40.24,0.013762259
28/06/2011,39.69,0.005305052
27/06/2011,39.48,-0.002024292
24/06/2011,39.56,-0.011060947
23/06/2011,40,-0.007223845
22/06/2011,40.29,-0.000744325
21/06/2011,40.32,0.014741054
20/06/2011,39.73,0.007072523
17/06/2011,39.45,-0.000253453
16/06/2011,39.46,-0.008579412
15/06/2011,39.8,-0.02260685
14/06/2011,40.71,0.031186262
13/06/2011,39.46,-0.013091828
10/06/2011,39.98,0.007784095
09/06/2011,39.67,0.004547759
08/06/2011,39.49,-0.013831479
07/06/2011,40.04,0.0009995
06/06/2011,40,-0.009950331
03/06/2011,40.4,-0.012544747
02/06/2011,40.91,-0.000733048
01/06/2011,40.94,-0.033624685
31/05/2011,42.34,0.005922083
27/05/2011,42.09,0.004763048
26/05/2011,41.89,0.002629379
25/05/2011,41.78,-0.003822269
24/05/2011,41.94,0.009342504
23/05/2011,41.55,-0.005998818
20/05/2011,41.8,-0.024575906
19/05/2011,42.84,-0.002098637
18/05/2011,42.93,0.008656037
17/05/2011,42.56,-0.012144007
16/05/2011,43.08,0.002789402
13/05/2011,42.96,-0.030263658
12/05/2011,44.28,0.000451773
11/05/2011,44.26,-0.015691871
10/05/2011,44.96,0.000222445
09/05/2011,44.95,0.016599753
06/05/2011,44.21,-0.011022494
05/05/2011,44.7,-0.014436675
04/05/2011,45.35,-0.01618583
03/05/2011,46.09,0.0095924
02/05/2011,45.65,-0.028292568
29/04/2011,46.96,0.01005894
28/04/2011,46.49,0.004527333
27/04/2011,46.28,-0.002374016
26/04/2011,46.39,0.028201672
25/04/2011,45.1,-0.023014714
21/04/2011,46.15,-0.007125152
20/04/2011,46.48,0.016923815
19/04/2011,45.7,0.020336687
18/04/2011,44.78,-0.009998972
15/04/2011,45.23,0.005764983
14/04/2011,44.97,0.002672012
13/04/2011,44.85,-0.007994713
12/04/2011,45.21,-0.022959355
11/04/2011,46.26,-0.003452744
08/04/2011,46.42,-0.022367532
07/04/2011,47.47,-0.003574812
06/04/2011,47.64,0.003785493
05/04/2011,47.46,0.012509439
04/04/2011,46.87,0.014398014
01/04/2011,46.2,0.003903713
31/03/2011,46.02,-0.013168026
30/03/2011,46.63,0.000214477
29/03/2011,46.62,0.008184409
28/03/2011,46.24,-0.006896579
25/03/2011,46.56,0.004089105
24/03/2011,46.37,0.006707804
23/03/2011,46.06,0.007846596
22/03/2011,45.7,0.001094691
21/03/2011,45.65,0.006152513
18/03/2011,45.37,0.002869442
17/03/2011,45.24,0.009996751
16/03/2011,44.79,-0.038971657
15/03/2011,46.57,-0.005994452
14/03/2011,46.85,-0.005109656
11/03/2011,47.09,0.043843828
10/03/2011,45.07,-0.026709118
09/03/2011,46.29,-0.019467938
08/03/2011,47.2,0.006802747
07/03/2011,46.88,-0.022359084
04/03/2011,47.94,-0.000625587
03/03/2011,47.97,0.023624807
02/03/2011,46.85,0.005135898
01/03/2011,46.61,-0.02855222
28/02/2011,47.96,0.021923306
25/02/2011,46.92,0
24/02/2011,46.92,0.000639591
23/02/2011,46.89,-0.009551171
22/02/2011,47.34,-0.029144444
18/02/2011,48.74,-0.002868267
17/02/2011,48.88,0.005744784
16/02/2011,48.6,0.005364156
15/02/2011,48.34,0.002692907
14/02/2011,48.21,0.008331646
11/02/2011,47.81,0.010935966
10/02/2011,47.29,0.005087991
09/02/2011,47.05,-0.012041975
08/02/2011,47.62,-0.007739815
07/02/2011,47.99,0.00041684
04/02/2011,47.97,-0.004990653
03/02/2011,48.21,0.008122506
02/02/2011,47.82,0.013050069
01/02/2011,47.2,0.027710934
31/01/2011,45.91,0.017800712
28/01/2011,45.1,-0.006629859
