Date,Close,WFC
23/07/2013,44.57,-0.001345292
22/07/2013,44.63,0.004041317
19/07/2013,44.45,0.000900293
18/07/2013,44.41,0.020473873
17/07/2013,43.51,0.011325673
16/07/2013,43.02,-0.007641579
15/07/2013,43.35,0.016748472
12/07/2013,42.63,0.017511096
11/07/2013,41.89,-0.004287763
10/07/2013,42.07,-0.014864023
09/07/2013,42.7,-0.003039871
08/07/2013,42.83,0.017903894
05/07/2013,42.07,0.020411322
03/07/2013,41.22,0
02/07/2013,41.22,-0.003390655
01/07/2013,41.36,0.002178386
28/06/2013,41.27,-0.007002322
27/06/2013,41.56,0.013078414
26/06/2013,41.02,0.017708284
25/06/2013,40.3,0.012484557
24/06/2013,39.8,-0.028729068
21/06/2013,40.96,0.021469054
20/06/2013,40.09,-0.014117882
19/06/2013,40.66,-0.004417185
18/06/2013,40.84,0.005647652
17/06/2013,40.61,0.011142866
14/06/2013,40.16,-0.019236105
13/06/2013,40.94,0.016500805
12/06/2013,40.27,-0.009638033
11/06/2013,40.66,-0.014891036
10/06/2013,41.27,0.000484731
07/06/2013,41.25,0.012931741
06/06/2013,40.72,0.022350074
05/06/2013,39.82,-0.015450096
04/06/2013,40.44,-0.007145528
03/06/2013,40.73,0.004429141
31/05/2013,40.55,-0.017115332
30/05/2013,41.25,0.012195273
29/05/2013,40.75,0.00566016
28/05/2013,40.52,0.006934154
24/05/2013,40.24,0.005732103
23/05/2013,40.01,-0.002246911
22/05/2013,40.1,-0.014360237
21/05/2013,40.68,0.011869576
20/05/2013,40.2,0.007992051
17/05/2013,39.88,0.015668756
16/05/2013,39.26,-0.00101833
15/05/2013,39.3,0.013835732
14/05/2013,38.76,0.014553271
13/05/2013,38.2,0.004460194
10/05/2013,38.03,0.003688097
09/05/2013,37.89,-0.014671471
08/05/2013,38.45,0.001301236
07/05/2013,38.4,0.013106348
06/05/2013,37.9,0.004230572
03/05/2013,37.74,0.008782492
02/05/2013,37.41,-0.001335649
01/05/2013,37.46,-0.013786008
30/04/2013,37.98,0.002636437
29/04/2013,37.88,0
26/04/2013,37.88,0.006355954
25/04/2013,37.64,0.008002177
24/04/2013,37.34,0.00563987
23/04/2013,37.13,0.010831408
22/04/2013,36.73,0.001089621
19/04/2013,36.69,0.011513285
18/04/2013,36.27,-0.007963793
17/04/2013,36.56,-0.013583474
16/04/2013,37.06,0.013309989
15/04/2013,36.57,-0.01734931
12/04/2013,37.21,-0.008030022
11/04/2013,37.51,-0.001598295
10/04/2013,37.57,0.00319915
09/04/2013,37.45,0.011548403
08/04/2013,37.02,-0.003505464
05/04/2013,37.15,-0.00724155
04/04/2013,37.42,0.020246339
03/04/2013,36.67,-0.005710417
02/04/2013,36.88,-0.00135483
01/04/2013,36.93,-0.001623377
28/03/2013,36.99,0.00027038
27/03/2013,36.98,-0.008616101
26/03/2013,37.3,0.002415784
25/03/2013,37.21,0.000268781
22/03/2013,37.2,0.001614205
21/03/2013,37.14,-0.008045096
20/03/2013,37.44,-0.001334579
19/03/2013,37.49,-0.007176111
18/03/2013,37.76,-0.011585174
15/03/2013,38.2,0.032728743
14/03/2013,36.97,0.005424478
13/03/2013,36.77,0.002996053
12/03/2013,36.66,-0.012739026
11/03/2013,37.13,0.017113008
08/03/2013,36.5,0.002194186
07/03/2013,36.42,0.010211211
06/03/2013,36.05,0.004726827
05/03/2013,35.88,0.00083647
04/03/2013,35.85,0.012914273
01/03/2013,35.39,0.008798127
28/02/2013,35.08,-0.001424299
27/02/2013,35.13,0.010875894
26/02/2013,34.75,-0.001150417
25/02/2013,34.79,-0.029176407
22/02/2013,35.82,0.010101096
21/02/2013,35.46,0.01020417
20/02/2013,35.1,-0.001138952
19/02/2013,35.14,-0.00056899
15/02/2013,35.16,-0.00142106
14/02/2013,35.21,0.002274667
13/02/2013,35.13,-0.010758881
12/02/2013,35.51,0.00706517
11/02/2013,35.26,0.010835578
08/02/2013,34.88,0.006327315
07/02/2013,34.66,-0.008904267
06/02/2013,34.97,0.003437414
05/02/2013,34.85,0.002585837
04/02/2013,34.76,-0.010588166
01/02/2013,35.13,0.008576382
31/01/2013,34.83,-0.004011467
30/01/2013,34.97,-0.008542193
29/01/2013,35.27,0.004546754
28/01/2013,35.11,-0.000854093
25/01/2013,35.14,-0.00056899
24/01/2013,35.16,0.005990604
23/01/2013,34.95,-0.002571797
22/01/2013,35.04,0.003144207
18/01/2013,34.93,-0.002858778
17/01/2013,35.03,-0.001711352
16/01/2013,35.09,-0.000569801
15/01/2013,35.11,0.009731044
14/01/2013,34.77,-0.009446184
11/01/2013,35.1,-0.00851069
10/01/2013,35.4,0.01968399
09/01/2013,34.71,0
08/01/2013,34.71,-0.001727116
07/01/2013,34.77,-0.004877359
04/01/2013,34.94,0.005165004
03/01/2013,34.76,-0.008308313
02/01/2013,35.05,0.025134936
31/12/2012,34.18,0.007930722
28/12/2012,33.91,-0.007930722
27/12/2012,34.18,-0.00437893
26/12/2012,34.33,-0.002618183
24/12/2012,34.42,-0.001741655
21/12/2012,34.48,-0.016681434
20/12/2012,35.06,0.01262933
19/12/2012,34.62,-0.009773001
18/12/2012,34.96,0.016729551
17/12/2012,34.38,0.036432283
14/12/2012,33.15,-0.003312757
13/12/2012,33.26,-0.007189965
12/12/2012,33.5,0.006288387
11/12/2012,33.29,0.007235485
10/12/2012,33.05,-0.005431516
07/12/2012,33.23,0.00271207
06/12/2012,33.14,0.004839695
05/12/2012,32.98,0.007303745
04/12/2012,32.74,-0.00030539
03/12/2012,32.75,-0.007907584
30/11/2012,33.01,-0.004533784
29/11/2012,33.16,0.010610983
28/11/2012,32.81,0.005501236
27/11/2012,32.63,-0.008240547
26/11/2012,32.9,-0.009077218
23/11/2012,33.2,0.018544383
21/11/2012,32.59,-0.010074883
20/11/2012,32.92,0.015921953
19/11/2012,32.4,0.01429928
16/11/2012,31.94,0.01165184
15/11/2012,31.57,0.004444452
14/11/2012,31.43,-0.018597857
13/11/2012,32.02,-0.01087136
12/11/2012,32.37,0.000618047
09/11/2012,32.35,0
08/11/2012,32.35,-0.017162542
07/11/2012,32.91,-0.041951712
06/11/2012,34.32,0.008779688
05/11/2012,34.02,0.00826451
02/11/2012,33.74,-0.009439598
01/11/2012,34.06,0.010922618
31/10/2012,33.69,-0.008276725
26/10/2012,33.97,-0.002645893
25/10/2012,34.06,0.010032542
24/10/2012,33.72,-0.004438534
23/10/2012,33.87,-0.018429657
22/10/2012,34.5,0.004648469
19/10/2012,34.34,-0.006675398
18/10/2012,34.57,0.002896873
17/10/2012,34.47,0.021701731
16/10/2012,33.73,-0.005027365
15/10/2012,33.9,-0.01027155
12/10/2012,34.25,-0.026791175
11/10/2012,35.18,-0.001420253
10/10/2012,35.23,0.003696862
09/10/2012,35.1,-0.019746763
08/10/2012,35.8,-0.001116695
05/10/2012,35.84,-0.00362067
04/10/2012,35.97,0.014844132
03/10/2012,35.44,0.017649191
02/10/2012,34.82,0.003452247
01/10/2012,34.7,0.004911176
28/09/2012,34.53,-0.006638789
27/09/2012,34.76,0.00982951
26/09/2012,34.42,-0.008678099
25/09/2012,34.72,-0.010885241
24/09/2012,35.1,0.003710579
21/09/2012,34.97,-0.006555532
20/09/2012,35.2,-0.001419447
19/09/2012,35.25,-0.005375596
18/09/2012,35.44,0.003108664
17/09/2012,35.33,-0.022391084
14/09/2012,36.13,0.016183389
13/09/2012,35.55,0.034920549
12/09/2012,34.33,0.005257021
11/09/2012,34.15,-0.012802037
10/09/2012,34.59,-0.011783439
07/09/2012,35,0.00458191
06/09/2012,34.84,0.031785735
05/09/2012,33.75,-0.001480385
04/09/2012,33.8,-0.006781686
31/08/2012,34.03,0.004712822
30/08/2012,33.87,-0.005887565
29/08/2012,34.07,-0.000880153
28/08/2012,34.1,0.002348797
27/08/2012,34.02,-0.000587717
24/08/2012,34.04,0.003531493
23/08/2012,33.92,-0.007635867
22/08/2012,34.18,-0.005834322
21/08/2012,34.38,0.009057768
20/08/2012,34.07,0.001174743
17/08/2012,34.03,-0.002934274
16/08/2012,34.13,0.004698981
15/08/2012,33.97,0.000294421
14/08/2012,33.96,0
13/08/2012,33.96,0.003835379
10/08/2012,33.83,0.000295639
09/08/2012,33.82,0
08/08/2012,33.82,-0.004131018
07/08/2012,33.96,-0.001177163
06/08/2012,34,-0.009950331
03/08/2012,34.34,0.029552978
02/08/2012,33.34,-0.016657137
01/08/2012,33.9,0.002658398
31/07/2012,33.81,-0.004426745
30/07/2012,33.96,-0.005579225
27/07/2012,34.15,0.010893675
26/07/2012,33.78,0.018524581
25/07/2012,33.16,-0.002108752
24/07/2012,33.23,-0.006299706
23/07/2012,33.44,-0.011003829
20/07/2012,33.81,-0.010005969
19/07/2012,34.15,0.005579225
18/07/2012,33.96,-0.004700361
17/07/2012,34.12,0.002935136
16/07/2012,34.02,0.003238631
13/07/2012,33.91,0.031758211
12/07/2012,32.85,-0.012704345
11/07/2012,33.27,0.009058033
10/07/2012,32.97,-0.008757417
09/07/2012,33.26,0.006333907
06/07/2012,33.05,-0.00241765
05/07/2012,33.13,-0.010509029
03/07/2012,33.48,-0.002088618
02/07/2012,33.55,0.003284075
29/06/2012,33.44,0.029128273
28/06/2012,32.48,-0.007667573
27/06/2012,32.73,0.012296497
26/06/2012,32.33,0.003408214
25/06/2012,32.22,-0.018145969
22/06/2012,32.81,0.014428493
21/06/2012,32.34,-0.014428493
20/06/2012,32.81,-0.004561358
19/06/2012,32.96,0.015286143
18/06/2012,32.46,0.000308119
15/06/2012,32.45,0.01302748
14/06/2012,32.03,0.014148955
13/06/2012,31.58,0.008905911
12/06/2012,31.3,0.009953526
11/06/2012,30.99,-0.014098279
08/06/2012,31.43,0.007985987
07/06/2012,31.18,0.00675787
06/06/2012,30.97,0.014636788
05/06/2012,30.52,0.015519545
04/06/2012,30.05,-0.003653882
01/06/2012,30.16,-0.06078064
31/05/2012,32.05,0.010980502
30/05/2012,31.7,-0.017201362
29/05/2012,32.25,0.012166739
25/05/2012,31.86,0.001570599
24/05/2012,31.81,0.002202991
23/05/2012,31.74,0.002207855
22/05/2012,31.67,0.008561968
21/05/2012,31.4,0.014758048
18/05/2012,30.94,-0.016031122
17/05/2012,31.44,-0.016716996
16/05/2012,31.97,-0.008409955
15/05/2012,32.24,-0.0052591
14/05/2012,32.41,-0.027390635
11/05/2012,33.31,0.003609026
10/05/2012,33.19,0.017016515
09/05/2012,32.63,-0.015810606
08/05/2012,33.15,-0.010502722
07/05/2012,33.5,0.014129199
04/05/2012,33.03,-0.010840215
03/05/2012,33.39,-0.005376357
02/05/2012,33.57,-0.015371275
01/05/2012,34.09,0.019849563
30/04/2012,33.42,-0.010418311
27/04/2012,33.77,-0.0020707
26/04/2012,33.84,0.014585762
25/04/2012,33.35,0.008431245
24/04/2012,33.07,0.011557306
23/04/2012,32.69,-0.009438341
20/04/2012,33,-0.003629768
19/04/2012,33.12,-0.013495481
18/04/2012,33.57,-0.003271378
17/04/2012,33.68,0.015861473
16/04/2012,33.15,0.009395432
13/04/2012,32.84,-0.035301302
12/04/2012,34.02,0.011827459
11/04/2012,33.62,0.021040752
10/04/2012,32.92,-0.015074147
09/04/2012,33.42,-0.009233126
05/04/2012,33.73,-0.004437221
04/04/2012,33.88,-0.017554576
03/04/2012,34.48,-0.000869691
02/04/2012,34.51,0.01077942
30/03/2012,34.14,0.005875458
29/03/2012,33.94,-0.015495121
28/03/2012,34.47,0.013728856
27/03/2012,34,-0.0114053
26/03/2012,34.39,0.025325264
23/03/2012,33.53,0.005082983
22/03/2012,33.36,-0.019591009
21/03/2012,34.02,-0.008779688
20/03/2012,34.32,0.00204171
19/03/2012,34.25,0.010566579
16/03/2012,33.89,-0.005297246
15/03/2012,34.07,0.020759939
14/03/2012,33.37,0.0011994
13/03/2012,33.33,0.056152937
12/03/2012,31.51,-0.004749099
09/03/2012,31.66,0.008246162
08/03/2012,31.4,0.032036391
07/03/2012,30.41,0.009914159
06/03/2012,30.11,-0.028161651
05/03/2012,30.97,-0.009959922
02/03/2012,31.28,-0.008277666
01/03/2012,31.54,0.007958024
29/02/2012,31.29,-0.002553465
28/02/2012,31.37,0.010897544
27/02/2012,31.03,0.027775025
24/02/2012,30.18,-0.015453209
23/02/2012,30.65,0.001959504
22/02/2012,30.59,-0.012022891
21/02/2012,30.96,-0.004190175
17/02/2012,31.09,0.023430945
16/02/2012,30.37,0.006607226
15/02/2012,30.17,-0.008252234
14/02/2012,30.42,-0.006553103
13/02/2012,30.62,0.011826682
10/02/2012,30.26,-0.010519492
09/02/2012,30.58,-0.00163372
08/02/2012,30.63,0.012153212
07/02/2012,30.26,0.001984784
06/02/2012,30.2,-0.014137996
03/02/2012,30.63,0.02412144
02/02/2012,29.9,0.000334504
01/02/2012,29.89,0.02301286
31/01/2012,29.21,-0.001368457
30/01/2012,29.25,-0.011894788
27/01/2012,29.6,0.018755878
26/01/2012,29.05,-0.038823441
25/01/2012,30.2,-0.011195375
24/01/2012,30.54,-0.012365924
23/01/2012,30.92,0.012365924
20/01/2012,30.54,0.012852377
19/01/2012,30.15,-0.002980628
18/01/2012,30.24,0.013650953
17/01/2012,29.83,0.007402456
13/01/2012,29.61,0
12/01/2012,29.61,-0.000337667
11/01/2012,29.62,0.007115056
10/01/2012,29.41,0.003747237
09/01/2012,29.3,0.012362795
06/01/2012,28.94,-0.002760526
05/01/2012,29.02,0.01597811
04/01/2012,28.56,0.004562212
03/01/2012,28.43,0.03107948
30/12/2011,27.56,-0.007230689
29/12/2011,27.76,0.023693472
28/12/2011,27.11,-0.018275362
27/12/2011,27.61,-0.006498218
23/12/2011,27.79,0.019622723
22/12/2011,27.25,0.013299051
21/12/2011,26.89,0.014609737
20/12/2011,26.5,0.045945158
19/12/2011,25.31,-0.026127437
16/12/2011,25.98,0.014344111
15/12/2011,25.61,-0.009714473
14/12/2011,25.86,0.002710553
13/12/2011,25.79,-0.019201819
12/12/2011,26.29,-0.023309326
09/12/2011,26.91,0.027120306
08/12/2011,26.19,-0.032309347
07/12/2011,27.05,0.014897855
06/12/2011,26.65,-0.003371421
05/12/2011,26.74,0.025375344
02/12/2011,26.07,0.016631596
01/12/2011,25.64,-0.008543741
30/11/2011,25.86,0.071315753
29/11/2011,24.08,-0.00290276
28/11/2011,24.15,0.026858518
25/11/2011,23.51,0.012842642
23/11/2011,23.21,-0.030549682
22/11/2011,23.93,-0.010392943
21/11/2011,24.18,-0.020872458
18/11/2011,24.69,0.000810373
17/11/2011,24.67,-0.01088501
16/11/2011,24.94,-0.01393612
15/11/2011,25.29,0.007541215
14/11/2011,25.1,-0.021675725
11/11/2011,25.65,0.022472856
10/11/2011,25.08,0.003594971
09/11/2011,24.99,-0.059800423
08/11/2011,26.53,0.042739902
07/11/2011,25.42,0.000787092
04/11/2011,25.4,-0.01601284
03/11/2011,25.81,0.01877255
02/11/2011,25.33,0.022356221
01/11/2011,24.77,-0.044995751
31/10/2011,25.91,-0.044166453
28/10/2011,27.08,0.000369344
27/10/2011,27.07,0.049603202
26/10/2011,25.76,0.008185585
25/10/2011,25.55,-0.037261849
24/10/2011,26.52,0.00795007
21/10/2011,26.31,0.021126194
20/10/2011,25.76,0.022772873
19/10/2011,25.18,-0.026647345
18/10/2011,25.86,0.057294905
17/10/2011,24.42,-0.08813687
14/10/2011,26.67,0.020838034
13/10/2011,26.12,-0.031281993
12/10/2011,26.95,0.033965529
11/10/2011,26.05,-0.003066311
10/10/2011,26.13,0.06277964
07/10/2011,24.54,-0.033262934
06/10/2011,25.37,0.034894256
05/10/2011,24.5,0.011907347
04/10/2011,24.21,0.043475933
03/10/2011,23.18,-0.039751534
30/09/2011,24.12,-0.035434373
29/09/2011,24.99,0.021845529
28/09/2011,24.45,-0.020644328
27/09/2011,24.96,0.006834197
26/09/2011,24.79,0.045387328
23/09/2011,23.69,0.02219468
22/09/2011,23.17,-0.023038562
21/09/2011,23.71,-0.03969103
20/09/2011,24.67,0.013877774
19/09/2011,24.33,-0.025163665
16/09/2011,24.95,-0.009573268
15/09/2011,25.19,0.020048787
14/09/2011,24.69,0.013455861
13/09/2011,24.36,0.010730602
12/09/2011,24.1,0.024360717
09/09/2011,23.52,-0.036732009
08/09/2011,24.4,-0.022691411
07/09/2011,24.96,0.042559614
06/09/2011,23.92,-0.011637704
02/09/2011,24.2,-0.041681129
01/09/2011,25.23,-0.033901552
31/08/2011,26.1,0.02718614
30/08/2011,25.4,-0.000787092
29/08/2011,25.42,0.03319641
26/08/2011,24.59,-0.006889592
25/08/2011,24.76,0.013417563
24/08/2011,24.43,0.020261185
23/08/2011,23.94,0.044850566
22/08/2011,22.89,-0.020325024
19/08/2011,23.36,-0.015293416
18/08/2011,23.72,-0.047745694
17/08/2011,24.88,0.013352414
16/08/2011,24.55,-0.018963651
15/08/2011,25.02,0.036219625
12/08/2011,24.13,-0.006608863
11/08/2011,24.29,0.059801577
10/08/2011,22.88,-0.07977371
09/08/2011,24.78,0.077590779
08/08/2011,22.93,-0.094794644
05/08/2011,25.21,-0.020805461
04/08/2011,25.74,-0.0588405
03/08/2011,27.3,0.004405293
02/08/2011,27.18,-0.027219971
01/08/2011,27.93,-0.000357974
29/07/2011,27.94,-0.012802451
28/07/2011,28.3,-0.009845368
27/07/2011,28.58,-0.013553639
26/07/2011,28.97,0.000690608
25/07/2011,28.95,-0.006541597
22/07/2011,29.14,-0.00820237
21/07/2011,29.38,0.023417048
20/07/2011,28.7,0.010155927
19/07/2011,28.41,0.05535868
18/07/2011,26.88,-0.011098893
15/07/2011,27.18,-0.003672424
14/07/2011,27.28,-0.009122486
13/07/2011,27.53,0.005098336
12/07/2011,27.39,-0.007275405
11/07/2011,27.59,-0.025408416
08/07/2011,28.3,-0.012640618
07/07/2011,28.66,0.019021355
06/07/2011,28.12,-0.010612056
05/07/2011,28.42,-0.008758157
01/07/2011,28.67,0.021506205
30/06/2011,28.06,-0.000356316
29/06/2011,28.07,0.020879088
28/06/2011,27.49,0.001456134
27/06/2011,27.45,0.006945742
24/06/2011,27.26,0.008103175
23/06/2011,27.04,-0.012130272
22/06/2011,27.37,-0.003282877
21/06/2011,27.46,0.018747103
20/06/2011,26.95,-0.014001703
17/06/2011,27.33,0.019583112
16/06/2011,26.8,0.00937214
15/06/2011,26.55,-0.017547585
14/06/2011,27.02,0.004451046
13/06/2011,26.9,0.023318093
10/06/2011,26.28,0.002285715
09/06/2011,26.22,0.033349349
08/06/2011,25.36,-0.016037895
07/06/2011,25.77,-0.018835844
06/06/2011,26.26,-0.022591322
03/06/2011,26.86,-0.011107112
02/06/2011,27.16,0.008133132
01/06/2011,26.94,-0.051720078
31/05/2011,28.37,0.008140197
27/05/2011,28.14,0.015759638
26/05/2011,27.7,0.005066967
25/05/2011,27.56,-0.002536693
24/05/2011,27.63,0.00362582
23/05/2011,27.53,-0.016928191
20/05/2011,28,-0.021551797
19/05/2011,28.61,-0.01077709
18/05/2011,28.92,0.00589563
17/05/2011,28.75,0.031445799
16/05/2011,27.86,-0.002509412
13/05/2011,27.93,-0.010683862
12/05/2011,28.23,0.002482711
11/05/2011,28.16,-0.013053634
10/05/2011,28.53,0.01127964
09/05/2011,28.21,-0.001416933
06/05/2011,28.25,0.004256835
05/05/2011,28.13,-0.022844079
04/05/2011,28.78,-0.025048487
03/05/2011,29.51,0.012960618
02/05/2011,29.13,0.000686813
29/04/2011,29.11,-0.005481343
28/04/2011,29.27,0
27/04/2011,29.27,0.013760107
26/04/2011,28.87,0.010795856
25/04/2011,28.56,0.000700525
21/04/2011,28.54,-0.0101099
20/04/2011,28.83,-0.042111485
19/04/2011,30.07,0.018459997
18/04/2011,29.52,-0.012455977
15/04/2011,29.89,-0.008660947
14/04/2011,30.15,-0.017426053
13/04/2011,30.68,-0.023196916
12/04/2011,31.4,0
11/04/2011,31.4,-0.006981939
08/04/2011,31.62,-0.017244509
07/04/2011,32.17,-0.007124082
06/04/2011,32.4,0.012735069
05/04/2011,31.99,0.005957064
04/04/2011,31.8,-0.008142857
01/04/2011,32.06,0.010977059
31/03/2011,31.71,-0.006287352
30/03/2011,31.91,0.010078825
29/03/2011,31.59,-0.000632911
28/03/2011,31.61,-0.010385617
25/03/2011,31.94,0.012602561
24/03/2011,31.54,0.002857598
23/03/2011,31.45,-0.001905973
22/03/2011,31.51,-0.011673898
21/03/2011,31.88,0.001569613
18/03/2011,31.83,0.014876046
17/03/2011,31.36,0.004154024
16/03/2011,31.23,-0.032758835
15/03/2011,32.27,0.005281976
14/03/2011,32.1,-0.008684918
11/03/2011,32.38,0.009931801
10/03/2011,32.06,-0.022819368
09/03/2011,32.8,0.008880781
08/03/2011,32.51,0.024600338
07/03/2011,31.72,-0.005972044
04/03/2011,31.91,-0.015547577
03/03/2011,32.41,0.026893428
02/03/2011,31.55,-0.00316456
01/03/2011,31.65,-0.019089924
28/02/2011,32.26,-0.00433035
25/02/2011,32.4,0.030077455
24/02/2011,31.44,-0.001906578
23/02/2011,31.5,0.003816799
22/02/2011,31.38,-0.039367783
18/02/2011,32.64,-0.009452731
17/02/2011,32.95,-0.010566136
16/02/2011,33.3,-0.011346792
15/02/2011,33.68,-0.005625477
14/02/2011,33.87,0.003252997
11/02/2011,33.76,0.022769108
10/02/2011,33,-0.003931655
09/02/2011,33.13,-0.028858168
08/02/2011,34.1,0.023139567
07/02/2011,33.32,0.016949558
04/02/2011,32.76,0.000305297
03/02/2011,32.75,0.00091645
02/02/2011,32.72,-0.021766276
01/02/2011,33.44,0.030977272
31/01/2011,32.42,0.018052155
28/01/2011,31.84,-0.020516728
27/01/2011,32.5,0.001539646
26/01/2011,32.45,-0.007674635
25/01/2011,32.7,0
