Date,Close,MYL
20/06/2013,30.35,-0.029862654
19/06/2013,31.27,-0.019005957
18/06/2013,31.87,0.010408547
17/06/2013,31.54,-0.004428985
14/06/2013,31.68,0.01079033
13/06/2013,31.34,0.016731407
12/06/2013,30.82,0.001623641
11/06/2013,30.77,0.001951855
10/06/2013,30.71,0.004242134
07/06/2013,30.58,0.005574699
06/06/2013,30.41,0.017247525
05/06/2013,29.89,0.000669344
04/06/2013,29.87,-0.017587976
03/06/2013,30.4,-0.002628122
31/05/2013,30.48,-0.015948263
30/05/2013,30.97,-0.004510317
29/05/2013,31.11,-0.016576726
28/05/2013,31.63,0.014329174
24/05/2013,31.18,-0.018115862
23/05/2013,31.75,0.006319136
22/05/2013,31.55,0.010194418
21/05/2013,31.23,-0.001599744
20/05/2013,31.28,-0.003828977
17/05/2013,31.4,0.022545238
16/05/2013,30.7,0.006535971
15/05/2013,30.5,0.013201512
14/05/2013,30.1,0.030356462
13/05/2013,29.2,-0.015293416
10/05/2013,29.65,0.012899025
09/05/2013,29.27,-0.002047782
08/05/2013,29.33,-0.012199406
07/05/2013,29.69,0.008116379
06/05/2013,29.45,0.018852315
03/05/2013,28.9,0.002425083
02/05/2013,28.83,0.004519389
01/05/2013,28.7,-0.014184635
30/04/2013,29.11,0.00344116
29/04/2013,29.01,-0.010288157
26/04/2013,29.31,0.001024066
25/04/2013,29.28,0.020356059
24/04/2013,28.69,0.002442856
23/04/2013,28.62,0.01018446
22/04/2013,28.33,-0.00035292
19/04/2013,28.34,0.013499317
18/04/2013,27.96,-0.002143624
17/04/2013,28.02,-0.009943264
16/04/2013,28.3,0.007092228
15/04/2013,28.1,-0.020430439
12/04/2013,28.68,-0.009370188
11/04/2013,28.95,0.013913268
10/04/2013,28.55,-0.002099371
09/04/2013,28.61,0.008424058
08/04/2013,28.37,-0.00912287
05/04/2013,28.63,-0.000349223
04/04/2013,28.64,0.004549439
03/04/2013,28.51,-0.003151815
02/04/2013,28.6,-0.003490405
01/04/2013,28.7,-0.009018445
28/03/2013,28.96,0.007625687
27/03/2013,28.74,-0.009695367
26/03/2013,29.02,-0.008577853
25/03/2013,29.27,-0.018616209
22/03/2013,29.82,-0.012331434
21/03/2013,30.19,-0.019029446
20/03/2013,30.77,0
19/03/2013,30.77,0.002929213
18/03/2013,30.68,0.006868384
15/03/2013,30.47,-0.01756714
14/03/2013,31.01,0.000967898
13/03/2013,30.98,0.000968836
12/03/2013,30.95,0.00583281
11/03/2013,30.77,0.001300813
08/03/2013,30.73,-0.001950586
07/03/2013,30.79,-0.003566222
06/03/2013,30.9,0.006819315
05/03/2013,30.69,-0.001302508
04/03/2013,30.73,0.020714204
01/03/2013,30.1,0.01641303
28/02/2013,29.61,0.035754926
27/02/2013,28.57,0.008435902
26/02/2013,28.33,-0.006684282
25/02/2013,28.52,-0.016000341
22/02/2013,28.98,0.005883388
21/02/2013,28.81,0.003477055
20/02/2013,28.71,-0.013836264
19/02/2013,29.11,-0.003771649
15/02/2013,29.22,0.002055499
14/02/2013,29.16,0.010341354
13/02/2013,28.86,0.002081166
12/02/2013,28.8,-0.001734606
11/02/2013,28.85,-0.00034656
08/02/2013,28.86,0.002081166
07/02/2013,28.8,-0.000347162
06/02/2013,28.81,-0.005193018
05/02/2013,28.96,0.011111225
04/02/2013,28.64,-0.008691172
01/02/2013,28.89,0.021694343
31/01/2013,28.27,0.002479194
30/01/2013,28.2,-0.003186407
29/01/2013,28.29,0.001414928
28/01/2013,28.25,-0.007406135
25/01/2013,28.46,0.004578279
24/01/2013,28.33,0.006373959
23/01/2013,28.15,0.009279153
22/01/2013,27.89,-0.003936309
18/01/2013,28,-0.001427552
17/01/2013,28.04,-0.001069328
16/01/2013,28.07,0.003211421
15/01/2013,27.98,0.015850476
14/01/2013,27.54,-0.010834342
11/01/2013,27.84,-0.014619622
10/01/2013,28.25,0.007818092
09/01/2013,28.03,0.008959028
08/01/2013,27.78,-0.00466871
07/01/2013,27.91,-0.01033693
04/01/2013,28.2,0.02078183
03/01/2013,27.62,-0.002892265
02/01/2013,27.7,0.009066245
31/12/2012,27.45,0.019496663
28/12/2012,26.92,-0.015847024
27/12/2012,27.35,-0.003649639
26/12/2012,27.45,-0.018051032
24/12/2012,27.95,0.005021531
21/12/2012,27.81,0.001439367
20/12/2012,27.77,0.001080886
19/12/2012,27.74,-0.01998639
18/12/2012,28.3,0.0038945
17/12/2012,28.19,0.007834798
14/12/2012,27.97,0
13/12/2012,27.97,0.004658672
12/12/2012,27.84,-0.000359131
11/12/2012,27.85,-0.006085575
10/12/2012,28.02,0.027498115
07/12/2012,27.26,-0.001832509
06/12/2012,27.31,0.001465739
05/12/2012,27.27,-0.004390786
04/12/2012,27.39,0.001095891
03/12/2012,27.36,0.006600684
30/11/2012,27.18,-0.004038926
29/11/2012,27.29,0.003671076
28/11/2012,27.19,-0.000367715
27/11/2012,27.2,0.007750546
26/11/2012,26.99,-0.004436236
23/11/2012,27.11,0.02313536
21/11/2012,26.49,0.017517584
20/11/2012,26.03,0.00346354
19/11/2012,25.94,0.015540328
16/11/2012,25.54,0.001567398
15/11/2012,25.5,-0.003913899
14/11/2012,25.6,-0.021256839
13/11/2012,26.15,0.004215373
12/11/2012,26.04,0.006549821
09/11/2012,25.87,0.008540425
08/11/2012,25.65,-0.006605814
07/11/2012,25.82,-0.007716088
06/11/2012,26.02,0.006941794
05/11/2012,25.84,0.0062112
02/11/2012,25.68,-0.008144315
01/11/2012,25.89,0.021472619
31/10/2012,25.34,0.004746844
26/10/2012,25.22,0.008761506
25/10/2012,25,0.043325125
24/10/2012,23.94,0.021106735
23/10/2012,23.44,-0.010186845
22/10/2012,23.68,0.001267695
19/10/2012,23.65,-0.020092765
18/10/2012,24.13,-0.006197087
17/10/2012,24.28,0.009933857
16/10/2012,24.04,0.003333336
15/10/2012,23.96,0.007540882
12/10/2012,23.78,-0.007540882
11/10/2012,23.96,0.000835073
10/10/2012,23.94,-0.005415552
09/10/2012,24.07,-0.019745602
08/10/2012,24.55,-0.003253358
05/10/2012,24.63,-0.001622718
04/10/2012,24.67,0.005691072
03/10/2012,24.53,0.007365009
02/10/2012,24.35,0.000821693
01/10/2012,24.33,-0.001642711
28/09/2012,24.37,-0.00532025
27/09/2012,24.5,0.018538121
26/09/2012,24.05,-0.007043742
25/09/2012,24.22,0.000826105
24/09/2012,24.2,-0.014359221
21/09/2012,24.55,0.002446983
20/09/2012,24.49,0.003271987
19/09/2012,24.41,0.002461035
18/09/2012,24.35,0.006179216
17/09/2012,24.2,-0.004123717
14/09/2012,24.3,0.001647447
13/09/2012,24.26,0.01244313
12/09/2012,23.96,-0.002084637
11/09/2012,24.01,0.002502086
10/09/2012,23.95,-0.004582387
07/09/2012,24.06,-0.000415541
06/09/2012,24.07,0.011700927
05/09/2012,23.79,0.006325132
04/09/2012,23.64,0.002965476
31/08/2012,23.57,0.003825722
30/08/2012,23.48,-0.005521356
29/08/2012,23.61,0.007653099
28/08/2012,23.43,-0.006805641
27/08/2012,23.59,-0.008442431
24/08/2012,23.79,0.009714966
23/08/2012,23.56,-0.008453136
22/08/2012,23.76,-0.002941797
21/08/2012,23.83,-0.002095997
20/08/2012,23.88,0.010524197
17/08/2012,23.63,-0.004644298
16/08/2012,23.74,0.005067578
15/08/2012,23.62,0.009357788
14/08/2012,23.4,-0.003838776
13/08/2012,23.49,0.001277955
10/08/2012,23.46,0.006843483
09/08/2012,23.3,0.005163523
08/08/2012,23.18,-0.003015294
07/08/2012,23.25,0
06/08/2012,23.25,0.005174656
03/08/2012,23.13,0.017004988
02/08/2012,22.74,-0.009192448
01/08/2012,22.95,-0.003479777
31/07/2012,23.03,-0.013370913
30/07/2012,23.34,0.00300365
27/07/2012,23.27,0.022599832
26/07/2012,22.75,0.047713821
25/07/2012,21.69,0.006939653
24/07/2012,21.54,-0.021130782
23/07/2012,22,-0.013544225
20/07/2012,22.3,-0.013805608
19/07/2012,22.61,0.00265722
18/07/2012,22.55,0.002219757
17/07/2012,22.5,0.018390292
16/07/2012,22.09,0.001359004
13/07/2012,22.06,0.021999054
12/07/2012,21.58,-0.003238495
11/07/2012,21.65,0.00277521
10/07/2012,21.59,-0.010596736
09/07/2012,21.82,0.010596736
06/07/2012,21.59,-0.008302631
05/07/2012,21.77,-0.013686345
03/07/2012,22.07,0.015065339
02/07/2012,21.74,0.017165812
29/06/2012,21.37,0.026074006
28/06/2012,20.82,-0.006224583
27/06/2012,20.95,0.013455273
26/06/2012,20.67,-0.006269613
25/06/2012,20.8,-0.020462289
22/06/2012,21.23,0.005194817
21/06/2012,21.12,-0.019226853
20/06/2012,21.53,0.008864066
19/06/2012,21.34,0.012733018
18/06/2012,21.07,-0.006150954
15/06/2012,21.2,0.008051192
14/06/2012,21.03,0.00811654
13/06/2012,20.86,-0.007165065
12/06/2012,21.01,-0.004748347
11/06/2012,21.11,-0.020628955
08/06/2012,21.55,0.007452293
07/06/2012,21.39,0.000935454
06/06/2012,21.37,0.017941935
05/06/2012,20.99,0.004296975
04/06/2012,20.9,-0.003820444
01/06/2012,20.98,-0.032359213
31/05/2012,21.67,0.006481504
30/05/2012,21.53,-0.0165826
29/05/2012,21.89,0.011948672
25/05/2012,21.63,0.016313575
24/05/2012,21.28,0.018497089
23/05/2012,20.89,-0.018027054
22/05/2012,21.27,0.002824861
21/05/2012,21.21,0.019039128
18/05/2012,20.81,-0.016678967
17/05/2012,21.16,-0.005655057
16/05/2012,21.28,0.002823531
15/05/2012,21.22,-0.009380932
14/05/2012,21.42,-0.00465767
11/05/2012,21.52,0.020658012
10/05/2012,21.08,0.021093783
09/05/2012,20.64,-0.017291497
08/05/2012,21,-0.002378122
07/05/2012,21.05,0.002378122
04/05/2012,21,-0.010892838
03/05/2012,21.23,-0.008909789
02/05/2012,21.42,-0.013447919
01/05/2012,21.71,0.000921659
30/04/2012,21.69,-0.017820897
27/04/2012,22.08,-0.002261933
26/04/2012,22.13,-0.003158135
25/04/2012,22.2,0.011780834
24/04/2012,21.94,0.017471709
23/04/2012,21.56,-0.012903405
20/04/2012,21.84,-0.011381867
19/04/2012,22.09,-0.018834637
18/04/2012,22.51,-0.00708281
17/04/2012,22.67,0.025464856
16/04/2012,22.1,0.001358388
13/04/2012,22.07,-0.01439521
12/04/2012,22.39,0.022127794
11/04/2012,21.9,0.017039325
10/04/2012,21.53,-0.020685638
09/04/2012,21.98,-0.027374382
05/04/2012,22.59,-0.024919322
04/04/2012,23.16,-0.016274449
03/04/2012,23.54,0.001275239
02/04/2012,23.51,0.002555368
30/03/2012,23.45,0.010718216
29/03/2012,23.2,0.002157498
28/03/2012,23.15,-0.008602204
27/03/2012,23.35,0.001285623
26/03/2012,23.32,0.014687089
23/03/2012,22.98,-0.0039088
22/03/2012,23.07,0.000433557
21/03/2012,23.06,0.013974027
20/03/2012,22.74,-0.00570052
19/03/2012,22.87,-0.000874126
16/03/2012,22.89,-0.003488883
15/03/2012,22.97,0.013587761
14/03/2012,22.66,-0.020529221
13/03/2012,23.13,0.014808633
12/03/2012,22.79,-0.007867173
09/03/2012,22.97,0.017124458
08/03/2012,22.58,0.009343783
07/03/2012,22.37,0.007178138
06/03/2012,22.21,-0.019617214
05/03/2012,22.65,-0.022266801
02/03/2012,23.16,-0.02051354
01/03/2012,23.64,0.008496228
29/02/2012,23.44,0.010722813
28/02/2012,23.19,0
27/02/2012,23.19,-0.012427844
24/02/2012,23.48,-0.008904023
23/02/2012,23.69,0.010609053
22/02/2012,23.44,0.03207904
21/02/2012,22.7,-0.031225434
17/02/2012,23.42,-0.007656354
16/02/2012,23.6,0.018820059
15/02/2012,23.16,-0.003448279
14/02/2012,23.24,0.012121361
13/02/2012,22.96,0.006993035
10/02/2012,22.8,-0.006993035
09/02/2012,22.96,0.003053437
08/02/2012,22.89,0.01585238
07/02/2012,22.53,0.008916689
06/02/2012,22.33,-0.004914015
03/02/2012,22.44,0.030771659
02/02/2012,21.76,-0.009604464
01/02/2012,21.97,0.05713164
31/01/2012,20.75,-0.011023356
30/01/2012,20.98,-0.002855785
27/01/2012,21.04,-0.007575794
26/01/2012,21.2,-0.000471587
25/01/2012,21.21,0.017598552
24/01/2012,20.84,-0.032108518
23/01/2012,21.52,-0.001857011
20/01/2012,21.56,-0.014276089
19/01/2012,21.87,0.001372684
18/01/2012,21.84,0.01243969
17/01/2012,21.57,-0.006469523
13/01/2012,21.71,-0.025916431
12/01/2012,22.28,-0.001345593
11/01/2012,22.31,0.005393271
10/01/2012,22.19,0.021868753
09/01/2012,21.71,0.011116372
06/01/2012,21.47,-0.000931099
05/01/2012,21.49,-0.011566171
04/01/2012,21.74,-0.018683615
03/01/2012,22.15,0.031646759
30/12/2011,21.46,-0.016177843
29/12/2011,21.81,0.01478087
28/12/2011,21.49,0
27/12/2011,21.49,-0.01569746
23/12/2011,21.83,0.01198171
22/12/2011,21.57,0.014946565
21/12/2011,21.25,-0.009833842
20/12/2011,21.46,0.039929259
19/12/2011,20.62,-0.012530284
16/12/2011,20.88,0.031130919
15/12/2011,20.24,0.014431701
14/12/2011,19.95,-0.004501133
13/12/2011,20.04,-0.002989539
12/12/2011,20.1,0.004987542
09/12/2011,20,0.032006796
08/12/2011,19.37,-0.033505672
07/12/2011,20.03,0.011044289
06/12/2011,19.81,-0.009045288
05/12/2011,19.99,0.024817683
02/12/2011,19.5,-0.009696427
01/12/2011,19.69,0.008159148
30/11/2011,19.53,0.054721699
29/11/2011,18.49,0.011969675
28/11/2011,18.27,0.048215617
25/11/2011,17.41,-0.011989867
23/11/2011,17.62,-0.015207277
22/11/2011,17.89,0.012939702
21/11/2011,17.66,-0.01126138
18/11/2011,17.86,-0.002237137
17/11/2011,17.9,-0.01497117
16/11/2011,18.17,-0.028751641
15/11/2011,18.7,0.012917295
14/11/2011,18.46,-0.014520287
11/11/2011,18.73,0.020496942
10/11/2011,18.35,0.013717636
09/11/2011,18.1,-0.048000587
08/11/2011,18.99,0.016459092
07/11/2011,18.68,0.009142306
04/11/2011,18.51,-0.020321555
03/11/2011,18.89,0.010109158
02/11/2011,18.7,0.00643779
01/11/2011,18.58,-0.051912048
31/10/2011,19.57,-0.035637397
28/10/2011,20.28,-0.003445733
27/10/2011,20.35,0.039594247
26/10/2011,19.56,0.071515771
25/10/2011,18.21,-0.017420147
24/10/2011,18.53,0.026799526
21/10/2011,18.04,0.037271395
20/10/2011,17.38,0.002881016
19/10/2011,17.33,-0.012614846
18/10/2011,17.55,0.012037979
17/10/2011,17.34,-0.018852315
14/10/2011,17.67,-0.011255043
13/10/2011,17.87,-0.009468185
12/10/2011,18.04,0.007232299
11/10/2011,17.91,0.001676446
10/10/2011,17.88,0.031820867
07/10/2011,17.32,-0.012622084
06/10/2011,17.54,0.040726978
05/10/2011,16.84,0.041217956
04/10/2011,16.16,-0.001854715
03/10/2011,16.19,-0.048231168
30/09/2011,16.99,-0.040374572
29/09/2011,17.69,-0.001129944
28/09/2011,17.71,-0.044181675
27/09/2011,18.51,0.00162206
26/09/2011,18.48,0.010334604
23/09/2011,18.29,-0.001638897
22/09/2011,18.32,-0.057795038
21/09/2011,19.41,-0.039399035
20/09/2011,20.19,-0.004940722
19/09/2011,20.29,-0.010784418
16/09/2011,20.51,0.018204685
15/09/2011,20.14,0.003481724
14/09/2011,20.07,-0.007446051
13/09/2011,20.22,0.034720469
12/09/2011,19.53,0.008742663
09/09/2011,19.36,-0.006692432
08/09/2011,19.49,-0.018302494
07/09/2011,19.85,0.029654525
06/09/2011,19.27,-0.006723584
02/09/2011,19.4,-0.042881727
01/09/2011,20.25,-0.024391453
31/08/2011,20.75,0.017501662
30/08/2011,20.39,0.017314308
29/08/2011,20.04,0.041258717
26/08/2011,19.23,0.051211189
25/08/2011,18.27,-0.024866146
24/08/2011,18.73,0.019407617
23/08/2011,18.37,0.034896922
22/08/2011,17.74,-0.005060455
19/08/2011,17.83,-0.040126295
18/08/2011,18.56,-0.06719528
17/08/2011,19.85,-0.008028141
16/08/2011,20.01,0.00954062
15/08/2011,19.82,0.029700084
12/08/2011,19.24,0.023666632
11/08/2011,18.79,0.078004694
10/08/2011,17.38,-0.067303682
09/08/2011,18.59,0.038941032
08/08/2011,17.88,-0.074347637
05/08/2011,19.26,0.009913987
04/08/2011,19.07,-0.067908557
03/08/2011,20.41,-0.021328971
02/08/2011,20.85,-0.060483548
01/08/2011,22.15,-0.028045462
29/07/2011,22.78,-0.018269321
28/07/2011,23.2,0.013015368
27/07/2011,22.9,-0.02798891
26/07/2011,23.55,-0.000424538
25/07/2011,23.56,-0.016000341
22/07/2011,23.94,0.0096538
21/07/2011,23.71,0.013588319
20/07/2011,23.39,-0.012744438
19/07/2011,23.69,0.023922542
18/07/2011,23.13,-0.018844241
15/07/2011,23.57,-0.0122287
14/07/2011,23.86,-0.0066834
13/07/2011,24.02,-0.004569063
12/07/2011,24.13,-0.008254277
11/07/2011,24.33,-0.026365348
08/07/2011,24.98,0.003207701
07/07/2011,24.9,0.006042314
06/07/2011,24.75,-0.001211387
05/07/2011,24.78,-0.007638228
01/07/2011,24.97,0.012087174
30/06/2011,24.67,0.020062085
29/06/2011,24.18,0.017943315
28/06/2011,23.75,0.022137984
27/06/2011,23.23,0.005179122
24/06/2011,23.11,0.008255532
23/06/2011,22.92,0.003058775
22/06/2011,22.85,0
21/06/2011,22.85,0.012329527
20/06/2011,22.57,0.01338111
17/06/2011,22.27,0.005402985
16/06/2011,22.15,0.003618276
15/06/2011,22.07,-0.020628534
14/06/2011,22.53,0.019722737
13/06/2011,22.09,0.002266033
10/06/2011,22.04,-0.023319442
09/06/2011,22.56,0.001330672
08/06/2011,22.53,-0.001330672
07/06/2011,22.56,0.006225009
06/06/2011,22.42,-0.018559967
03/06/2011,22.84,-0.017361547
02/06/2011,23.24,0.001291712
01/06/2011,23.21,-0.0145426
31/05/2011,23.55,0.006389798
27/05/2011,23.4,0.016807118
26/05/2011,23.01,0.001739887
25/05/2011,22.97,-0.017691939
24/05/2011,23.38,0.002998503
23/05/2011,23.31,-0.021643111
20/05/2011,23.82,-0.010856057
19/05/2011,24.08,0.007084839
18/05/2011,23.91,0.011356589
17/05/2011,23.64,-0.007165468
16/05/2011,23.81,-0.011691156
13/05/2011,24.09,0
12/05/2011,24.09,0.021397922
11/05/2011,23.58,-0.026366876
10/05/2011,24.21,0.009128694
09/05/2011,23.99,0.003758618
06/05/2011,23.9,-0.005840651
05/05/2011,24.04,-0.001662511
04/05/2011,24.08,-0.006209914
03/05/2011,24.23,-0.024863722
02/05/2011,24.84,-0.003215437
29/04/2011,24.92,-0.003605051
28/04/2011,25.01,-0.008758018
27/04/2011,25.23,0.001189768
26/04/2011,25.2,0.007168489
25/04/2011,25.02,0.014493007
21/04/2011,24.66,-0.005257848
20/04/2011,24.79,0.031553529
19/04/2011,24.02,0.022737822
18/04/2011,23.48,-0.017310966
15/04/2011,23.89,0.030601623
14/04/2011,23.17,-0.01371646
13/04/2011,23.49,0.000425804
12/04/2011,23.48,-0.005097717
11/04/2011,23.6,0.006802747
08/04/2011,23.44,0.008569033
07/04/2011,23.24,0.001722653
06/04/2011,23.2,-0.005587807
05/04/2011,23.33,-0.001713063
04/04/2011,23.37,0.006008602
01/04/2011,23.23,0.024843291
31/03/2011,22.66,-0.005281702
30/03/2011,22.78,0.014592344
29/03/2011,22.45,0.014808438
28/03/2011,22.12,-0.008552832
25/03/2011,22.31,-0.001343785
24/03/2011,22.34,0.017156177
23/03/2011,21.96,-0.004543397
22/03/2011,22.06,0.011856044
21/03/2011,21.8,0.006442728
18/03/2011,21.66,0.008344972
17/03/2011,21.48,0.015955289
16/03/2011,21.14,-0.030742989
15/03/2011,21.8,-0.019532758
14/03/2011,22.23,-0.005383593
11/03/2011,22.35,0.000895255
10/03/2011,22.33,-0.01467019
09/03/2011,22.66,-0.007912129
08/03/2011,22.84,0.01366563
07/03/2011,22.53,-0.009277734
04/03/2011,22.74,-0.015707129
03/03/2011,23.1,0.019231362
02/03/2011,22.66,-0.000441209
01/03/2011,22.67,-0.008783544
28/02/2011,22.87,0.011433722
25/02/2011,22.61,0.021458132
24/02/2011,22.13,-0.014801795
23/02/2011,22.46,-0.017215168
22/02/2011,22.85,-0.02121751
18/02/2011,23.34,-0.011501724
17/02/2011,23.61,0.011501724
16/02/2011,23.34,0
15/02/2011,23.34,-0.001284522
14/02/2011,23.37,0.000856164
11/02/2011,23.35,-0.002993374
10/02/2011,23.42,0.004278997
09/02/2011,23.32,0.013817146
08/02/2011,23,-0.013817146
07/02/2011,23.32,0.007316581
04/02/2011,23.15,-0.01713104
03/02/2011,23.55,0.017563099
02/02/2011,23.14,-0.01713838
01/02/2011,23.54,0.016274449
31/01/2011,23.16,0.010853156
28/01/2011,22.91,-0.033901552
27/01/2011,23.7,-0.010910725
26/01/2011,23.96,0.006700193
25/01/2011,23.8,0.011834458
