Date,Close,ABT
04/04/2014,38.63,-0.000517598
03/04/2014,38.65,0.001812768
02/04/2014,38.58,0.002855291
01/04/2014,38.47,-0.001039231
31/03/2014,38.51,0.005206989
28/03/2014,38.31,-0.003647737
27/03/2014,38.45,-0.002856774
26/03/2014,38.56,0.00415801
25/03/2014,38.4,-0.000780945
24/03/2014,38.43,0.001041396
21/03/2014,38.39,-0.012425736
20/03/2014,38.87,-0.014811302
19/03/2014,39.45,-0.007072523
18/03/2014,39.73,0.005552765
17/03/2014,39.51,0.013761685
14/03/2014,38.97,-0.006649641
13/03/2014,39.23,-0.010901363
12/03/2014,39.66,-0.001259922
11/03/2014,39.71,-0.002766253
10/03/2014,39.82,0.006298043
07/03/2014,39.57,-0.004035314
06/03/2014,39.73,-0.001509055
05/03/2014,39.79,-0.008259339
04/03/2014,40.12,0.019887377
03/03/2014,39.33,-0.011376687
28/02/2014,39.78,-0.000251351
27/02/2014,39.79,0.010103647
26/02/2014,39.39,0.003560533
25/02/2014,39.25,0.00690275
24/02/2014,38.98,0.004113116
21/02/2014,38.82,-0.003343195
20/02/2014,38.95,0.004889985
19/02/2014,38.76,-0.004376375
18/02/2014,38.93,0.003087216
14/02/2014,38.81,0.002321683
13/02/2014,38.72,0.011951298
12/02/2014,38.26,0.00813546
11/02/2014,37.95,0.02103659
10/02/2014,37.16,-0.000538068
07/02/2014,37.18,0.014357554
06/02/2014,36.65,0.008219224
05/02/2014,36.35,0.002754823
04/02/2014,36.25,0.011095814
03/02/2014,35.85,-0.022342675
31/01/2014,36.66,0.003552402
30/01/2014,36.53,0.018790274
29/01/2014,35.85,-0.014400692
28/01/2014,36.37,0.001926518
27/01/2014,36.3,-0.007683902
24/01/2014,36.58,-0.022970879
23/01/2014,37.43,-0.016954048
22/01/2014,38.07,-0.027207275
21/01/2014,39.12,-0.007131971
17/01/2014,39.4,-0.003547001
16/01/2014,39.54,0.00025294
15/01/2014,39.53,-0.001011378
14/01/2014,39.57,0.011693067
13/01/2014,39.11,-0.011693067
10/01/2014,39.57,0.007610387
09/01/2014,39.27,0.001784122
08/01/2014,39.2,0.00896867
07/01/2014,38.85,-0.007692346
06/01/2014,39.15,0.013112413
03/01/2014,38.64,0.010667462
02/01/2014,38.23,-0.002612332
31/12/2013,38.33,-0.002084963
30/12/2013,38.41,0.001041938
27/12/2013,38.37,0.000521376
26/12/2013,38.35,0.004180827
24/12/2013,38.19,-0.006524883
23/12/2013,38.44,0.01573184
20/12/2013,37.84,-0.005008578
19/12/2013,38.03,-0.002363757
18/12/2013,38.12,0.040417652
17/12/2013,36.61,0.002187586
16/12/2013,36.53,0.003565066
13/12/2013,36.4,0.003026553
12/12/2013,36.29,-0.007959422
11/12/2013,36.58,-0.014384832
10/12/2013,37.11,-0.002422286
09/12/2013,37.2,-0.008831852
06/12/2013,37.53,0.016387204
05/12/2013,36.92,-0.011847204
04/12/2013,37.36,-0.006403437
03/12/2013,37.6,-0.01425955
02/12/2013,38.14,-0.001310101
29/11/2013,38.19,-0.003398252
27/11/2013,38.32,0.006545383
26/11/2013,38.07,-0.002099187
25/11/2013,38.15,-0.002617803
22/11/2013,38.25,0.00471699
21/11/2013,38.07,-0.002885248
20/11/2013,38.18,-0.013786146
19/11/2013,38.71,0.020092
18/11/2013,37.94,-0.00289512
15/11/2013,38.05,0.007650743
14/11/2013,37.76,-0.000264795
13/11/2013,37.77,0.007974524
12/11/2013,37.47,-0.011410499
11/11/2013,37.9,-0.005787967
08/11/2013,38.12,0.012671764
07/11/2013,37.64,0.00212766
06/11/2013,37.56,0.005339041
05/11/2013,37.36,0.010223387
04/11/2013,36.98,0.000540979
01/11/2013,36.96,0.011155061
31/10/2013,36.55,-0.010613789
30/10/2013,36.94,-0.009162015
29/10/2013,37.28,0
28/10/2013,37.28,0.000805045
25/10/2013,37.25,0.001074402
24/10/2013,37.21,-0.000537346
23/10/2013,37.23,0.005656581
22/10/2013,37.02,0.004331355
21/10/2013,36.86,-0.011598242
18/10/2013,37.29,0.00322321
17/10/2013,37.17,0.034764689
16/10/2013,35.9,0.062942766
15/10/2013,33.71,-0.008565995
14/10/2013,34,0.007083855
11/10/2013,33.76,0.003560835
10/10/2013,33.64,0.014069982
09/10/2013,33.17,0.004835307
08/10/2013,33.01,-0.014734893
07/10/2013,33.5,-0.001789443
04/10/2013,33.56,0.00807783
03/10/2013,33.29,-0.018157963
02/10/2013,33.9,0.003546103
01/10/2013,33.78,0.017620286
30/09/2013,33.19,0.001507614
27/09/2013,33.14,-0.015569177
26/09/2013,33.66,-0.000297044
25/09/2013,33.67,-0.020285864
24/09/2013,34.36,-0.021877672
23/09/2013,35.12,-0.004828869
20/09/2013,35.29,-0.001415829
19/09/2013,35.34,-0.00873368
18/09/2013,35.65,0.019258596
17/09/2013,34.97,-0.001143184
16/09/2013,35.01,0.004006874
13/09/2013,34.87,0.00315956
12/09/2013,34.76,0.000287728
11/09/2013,34.75,0.019175486
10/09/2013,34.09,0.008543284
09/09/2013,33.8,0.008915364
06/09/2013,33.5,-0.007138638
05/09/2013,33.74,0.008333382
04/09/2013,33.46,0.015966599
03/09/2013,32.93,-0.012073796
30/08/2013,33.33,-0.011929757
29/08/2013,33.73,-0.000592768
28/08/2013,33.75,-0.007674182
27/08/2013,34.01,-0.014884267
26/08/2013,34.52,-0.009227286
23/08/2013,34.84,0.004891392
22/08/2013,34.67,0.000865676
21/08/2013,34.64,-0.002018746
20/08/2013,34.71,-0.004885769
19/08/2013,34.88,-0.002576952
16/08/2013,34.97,-0.001714286
15/08/2013,35.03,-0.01642166
14/08/2013,35.61,-0.009224384
13/08/2013,35.94,0.001113586
12/08/2013,35.9,0.00027859
09/08/2013,35.89,-0.000835538
08/08/2013,35.92,-0.000278358
07/08/2013,35.93,-0.004720264
06/08/2013,36.1,-0.009648593
05/08/2013,36.45,-0.008196767
02/08/2013,36.75,-0.002445986
01/08/2013,36.84,0.005716635
31/07/2013,36.63,-0.006801822
30/07/2013,36.88,0.003803319
29/07/2013,36.74,-0.001088139
26/07/2013,36.78,0.005452576
25/07/2013,36.58,0.003560185
24/07/2013,36.45,-0.006290189
23/07/2013,36.68,0.024283754
22/07/2013,35.8,-0.001953398
19/07/2013,35.87,0.004750603
18/07/2013,35.7,-0.003355708
17/07/2013,35.82,0.003355708
16/07/2013,35.7,0.006181531
15/07/2013,35.48,0.004519782
12/07/2013,35.32,-0.001414627
11/07/2013,35.37,0.017972242
10/07/2013,34.74,0
09/07/2013,34.74,-0.019102505
08/07/2013,35.41,0.013934535
05/07/2013,34.92,0.019373166
03/07/2013,34.25,-0.017653475
02/07/2013,34.86,-0.004864797
01/07/2013,35.03,0.004291238
28/06/2013,34.88,-0.013667639
27/06/2013,35.36,-0.0067644
26/06/2013,35.6,0.013859648
25/06/2013,35.11,0.003995439
24/06/2013,34.97,-0.017293131
21/06/2013,35.58,0.011590236
20/06/2013,35.17,-0.029141877
19/06/2013,36.21,-0.03527224
18/06/2013,37.51,0.016667052
17/06/2013,36.89,0.002170964
14/06/2013,36.81,0.002992792
13/06/2013,36.7,0.007109683
12/06/2013,36.44,-0.010645658
11/06/2013,36.83,-0.0177615
10/06/2013,37.49,-0.000533333
07/06/2013,37.51,0.023467024
06/06/2013,36.64,0.009322799
05/06/2013,36.3,-0.013680104
04/06/2013,36.8,-0.009735069
03/06/2013,37.16,0.013273932
31/05/2013,36.67,-0.027170468
30/05/2013,37.68,-0.001061008
29/05/2013,37.72,-0.022025012
28/05/2013,38.56,0.020965128
24/05/2013,37.76,0.007442884
23/05/2013,37.48,-0.006383
22/05/2013,37.72,0
21/05/2013,37.72,-0.00238316
20/05/2013,37.81,0.032798639
17/05/2013,36.59,-0.006537751
16/05/2013,36.83,-0.022285793
15/05/2013,37.66,0.016330171
14/05/2013,37.05,0.019074148
13/05/2013,36.35,0.004964158
10/05/2013,36.17,-0.000276434
09/05/2013,36.18,-0.003035741
08/05/2013,36.29,0.006358003
07/05/2013,36.06,0.005840651
06/05/2013,35.85,-0.026154278
03/05/2013,36.8,-0.007040376
02/05/2013,37.06,0.004597709
01/05/2013,36.89,-0.000812898
30/04/2013,36.92,0.00515955
29/04/2013,36.73,0.007378091
26/04/2013,36.46,-0.000822481
25/04/2013,36.49,-0.000821805
24/04/2013,36.52,-0.018717487
23/04/2013,37.21,0.008637031
22/04/2013,36.89,-0.00836825
19/04/2013,37.2,0.008639363
18/04/2013,36.88,-0.010787591
17/04/2013,37.28,0.023888215
16/04/2013,36.4,0.007445229
15/04/2013,36.13,-0.027301723
12/04/2013,37.13,-0.003763445
11/04/2013,37.27,0.004571744
10/04/2013,37.1,0.011930727
09/04/2013,36.66,0.003005056
08/04/2013,36.55,0.006588001
05/04/2013,36.31,-0.009320243
04/04/2013,36.65,0.009044875
03/04/2013,36.32,0.005521825
02/04/2013,36.12,0.022680519
01/04/2013,35.31,-0.000283166
28/03/2013,35.32,0.020306718
27/03/2013,34.61,0.007540639
26/03/2013,34.35,0.016141216
25/03/2013,33.8,0.003259745
22/03/2013,33.69,0.006252812
21/03/2013,33.48,-0.009808371
20/03/2013,33.81,0.00801786
19/03/2013,33.54,0.002388061
18/03/2013,33.46,-0.020119022
15/03/2013,34.14,-0.028870365
14/03/2013,35.14,0.003706348
13/03/2013,35.01,0.000857265
12/03/2013,34.98,0.001430411
11/03/2013,34.93,0.007182907
08/03/2013,34.68,0.007234875
07/03/2013,34.43,0.004657941
06/03/2013,34.27,-0.011604424
05/03/2013,34.67,0.010437903
04/03/2013,34.31,0.02091079
01/03/2013,33.6,-0.005638834
28/02/2013,33.79,-0.013813592
27/02/2013,34.26,0.005854818
26/02/2013,34.06,-0.006146661
25/02/2013,34.27,-0.008137214
22/02/2013,34.55,0.008429057
21/02/2013,34.26,-0.007560373
20/02/2013,34.52,-0.008653068
19/02/2013,34.82,-0.007439233
15/02/2013,35.08,0.010891481
14/02/2013,34.7,0.006940456
13/02/2013,34.46,0.004653877
12/02/2013,34.3,0.001166861
11/02/2013,34.26,-0.004368727
08/02/2013,34.41,0.000581395
07/02/2013,34.39,0.00846844
06/02/2013,34.1,0.00765385
05/02/2013,33.84,0.010098096
04/02/2013,33.5,-0.010984228
01/02/2013,33.87,-0.000295203
31/01/2013,33.88,0.019672766
30/01/2013,33.22,-0.003305788
29/01/2013,33.33,0.009950331
28/01/2013,33,0.006383971
25/01/2013,32.79,-0.000304925
24/01/2013,32.8,-0.000304832
23/01/2013,32.81,-0.002739311
22/01/2013,32.9,0.004875086
18/01/2013,32.74,-0.001221001
17/01/2013,32.78,0.002443495
16/01/2013,32.7,-0.009738361
15/01/2013,33.02,-0.010244139
14/01/2013,33.36,-0.000299715
11/01/2013,33.37,-0.014281707
10/01/2013,33.85,0.008306188
09/01/2013,33.57,0.006575039
08/01/2013,33.35,0.000299895
07/01/2013,33.34,0.00813135
04/01/2013,33.07,-0.006029563
03/01/2013,33.27,0.037358907
02/01/2013,32.05,-0.714752959
31/12/2012,65.5,0.016625999
28/12/2012,64.42,-0.009732061
27/12/2012,65.05,-0.000153716
26/12/2012,65.06,-0.006282101
24/12/2012,65.47,-0.008820009
21/12/2012,66.05,0.007598821
20/12/2012,65.55,0.003208804
19/12/2012,65.34,-0.008989167
18/12/2012,65.93,0.011134104
17/12/2012,65.2,-0.002297971
14/12/2012,65.35,0.000459172
13/12/2012,65.32,-0.010507978
12/12/2012,66.01,-0.002420942
11/12/2012,66.17,0.012775839
10/12/2012,65.33,-0.003056704
07/12/2012,65.53,0.014603288
06/12/2012,64.58,0.000619579
05/12/2012,64.54,0.002326845
04/12/2012,64.39,0.001554243
03/12/2012,64.29,-0.010983172
30/11/2012,65,-0.001230012
29/11/2012,65.08,0.007867376
28/11/2012,64.57,0.007929762
27/11/2012,64.06,-0.004672178
26/11/2012,64.36,-0.001707677
23/11/2012,64.47,0.017840849
21/11/2012,63.33,0.003955388
20/11/2012,63.08,0.002539684
19/11/2012,62.92,0.00063593
16/11/2012,62.88,-0.005076153
15/11/2012,63.2,-0.008508008
14/11/2012,63.74,-0.014639726
13/11/2012,64.68,-0.002933233
12/11/2012,64.87,0.00046257
09/11/2012,64.84,0.021197801
08/11/2012,63.48,-0.016250358
07/11/2012,64.52,-0.004638944
06/11/2012,64.82,-0.003388268
05/11/2012,65.04,0.001230769
02/11/2012,64.96,-0.007514797
01/11/2012,65.45,-0.00076365
31/10/2012,65.5,0.00030539
26/10/2012,65.48,-0.004571088
25/10/2012,65.78,0.003350087
24/10/2012,65.56,0.003055303
