Date,Close,CSX
06/12/2013,27.75,0.006144968
05/12/2013,27.58,0.013873899
04/12/2013,27.2,-0.007690937
03/12/2013,27.41,0.00292291
02/12/2013,27.33,0.002197803
29/11/2013,27.27,-0.001099505
27/11/2013,27.3,0.006984039
26/11/2013,27.11,-0.01064035
25/11/2013,27.4,0.001826485
22/11/2013,27.35,0.011029524
21/11/2013,27.05,0.005189041
20/11/2013,26.91,0.000371678
19/11/2013,26.9,-0.01219302
18/11/2013,27.23,0.008482441
15/11/2013,27,0
14/11/2013,27,0.004082396
13/11/2013,26.89,0.00409913
12/11/2013,26.78,-0.005956831
11/11/2013,26.94,0.012325086
08/11/2013,26.61,0.014383291
07/11/2013,26.23,-0.000762195
06/11/2013,26.25,-0.00796817
05/11/2013,26.46,-0.000755572
04/11/2013,26.48,0.007581537
01/11/2013,26.28,0.008406622
31/10/2013,26.06,-0.004976087
30/10/2013,26.19,-0.017786656
29/10/2013,26.66,-0.001124649
28/10/2013,26.69,0.003001878
25/10/2013,26.61,0.006030927
24/10/2013,26.45,0.010642442
23/10/2013,26.17,0.003061617
22/10/2013,26.09,0.00230238
21/10/2013,26.03,0.012758727
18/10/2013,25.7,0.012923618
17/10/2013,25.37,-0.02028942
16/10/2013,25.89,-0.008078521
15/10/2013,26.1,0.003069841
14/10/2013,26.02,0.007328866
11/10/2013,25.83,-0.009248621
10/10/2013,26.07,0.023676635
09/10/2013,25.46,0.008282437
08/10/2013,25.25,-0.004346974
07/10/2013,25.36,-0.00824666
04/10/2013,25.57,-0.00429269
03/10/2013,25.68,-0.015072749
02/10/2013,26.07,-0.003063963
01/10/2013,26.15,0.015802988
30/09/2013,25.74,-0.004264399
27/09/2013,25.85,-0.00501641
26/09/2013,25.98,0.001540832
25/09/2013,25.94,-0.005382558
24/09/2013,26.08,-0.004590674
23/09/2013,26.2,-0.008361888
20/09/2013,26.42,-0.012413174
19/09/2013,26.75,0.00224551
18/09/2013,26.69,0.018147946
17/09/2013,26.21,0
16/09/2013,26.21,0.005739446
13/09/2013,26.06,0.010414752
12/09/2013,25.79,-0.014626897
11/09/2013,26.17,0.004212145
10/09/2013,26.06,0.015468213
09/09/2013,25.66,0.008217616
06/09/2013,25.45,0.000786164
05/09/2013,25.43,0.005520519
04/09/2013,25.29,0.015139731
03/09/2013,24.91,0.012116465
30/08/2013,24.61,-0.008899735
29/08/2013,24.83,0.004035518
28/08/2013,24.73,-0.003229716
27/08/2013,24.81,-0.025468945
26/08/2013,25.45,0.003542613
23/08/2013,25.36,0.007123101
22/08/2013,25.18,0.022084816
21/08/2013,24.63,-0.007684568
20/08/2013,24.82,-0.002816337
19/08/2013,24.89,-0.010789315
16/08/2013,25.16,0
15/08/2013,25.16,-0.005548964
14/08/2013,25.3,-0.000790202
13/08/2013,25.32,-0.003154577
12/08/2013,25.4,-0.011741818
09/08/2013,25.7,-0.004658394
08/08/2013,25.82,0.016006588
07/08/2013,25.41,-0.007840103
06/08/2013,25.61,-0.009714473
05/08/2013,25.86,-0.007320395
02/08/2013,26.05,0.02369503
01/08/2013,25.44,0.025075941
31/07/2013,24.81,0.004038778
30/07/2013,24.71,0.00243112
29/07/2013,24.65,-0.001216299
26/07/2013,24.68,-0.011281344
25/07/2013,24.96,0.000801603
24/07/2013,24.94,-0.013144981
23/07/2013,25.27,-0.001976676
22/07/2013,25.32,-0.002760798
19/07/2013,25.39,-0.006281921
18/07/2013,25.55,0.017769471
17/07/2013,25.1,0.018496707
16/07/2013,24.64,0.012250051
15/07/2013,24.34,-0.000821355
12/07/2013,24.36,-0.001230769
11/07/2013,24.39,0.019876431
10/07/2013,23.91,-0.006253929
09/07/2013,24.06,0.033385733
08/07/2013,23.27,0.00042983
05/07/2013,23.26,0.009937433
03/07/2013,23.03,-0.00346771
02/07/2013,23.11,-0.004748552
01/07/2013,23.22,0.001292825
28/06/2013,23.19,-0.011575692
27/06/2013,23.46,0.009852296
26/06/2013,23.23,0.003881825
25/06/2013,23.14,0.02140287
24/06/2013,22.65,-0.035563158
21/06/2013,23.47,-0.020662763
20/06/2013,23.96,-0.02636067
19/06/2013,24.6,-0.027662618
18/06/2013,25.29,0.017953804
17/06/2013,24.84,-0.004017683
14/06/2013,24.94,-0.004800009
13/06/2013,25.06,0.008415197
12/06/2013,24.85,0.003224509
11/06/2013,24.77,-0.012437472
10/06/2013,25.08,0.002395211
07/06/2013,25.02,0.011658424
06/06/2013,24.73,0.020838343
05/06/2013,24.22,-0.021242629
04/06/2013,24.74,-0.017628662
03/06/2013,25.18,-0.001190713
31/05/2013,25.21,-0.009867852
30/05/2013,25.46,0.010661503
29/05/2013,25.19,-0.004357305
28/05/2013,25.3,-0.007874056
24/05/2013,25.5,0.005899722
23/05/2013,25.35,-0.016044171
22/05/2013,25.76,-0.014643807
21/05/2013,26.14,0.000765404
20/05/2013,26.12,0.007686433
17/05/2013,25.92,0.00852388
16/05/2013,25.7,-0.007751977
15/05/2013,25.9,0.005420067
14/05/2013,25.76,0.017623327
13/05/2013,25.31,-0.004730005
10/05/2013,25.43,0
09/05/2013,25.43,-0.007833961
08/05/2013,25.63,0.011774076
07/05/2013,25.33,0.003955701
06/05/2013,25.23,0.016786965
03/05/2013,24.81,0.020359009
02/05/2013,24.31,0.009921537
01/05/2013,24.07,-0.021373604
30/04/2013,24.59,-0.000813008
29/04/2013,24.61,0.009799997
26/04/2013,24.37,0.002876517
25/04/2013,24.3,0.012839273
24/04/2013,23.99,0.007951496
23/04/2013,23.8,0
22/04/2013,23.8,0.004210533
19/04/2013,23.7,-0.002528446
18/04/2013,23.76,0.010577632
17/04/2013,23.51,-0.026444353
16/04/2013,24.14,0.028147206
15/04/2013,23.47,-0.043358188
12/04/2013,24.51,0.009428231
11/04/2013,24.28,0.001648805
10/04/2013,24.24,0.014125702
09/04/2013,23.9,-0.002089865
08/04/2013,23.95,0.004603482
05/04/2013,23.84,0.002940561
04/04/2013,23.77,-0.007544042
03/04/2013,23.95,-0.009971001
02/04/2013,24.19,-0.000413309
01/04/2013,24.2,-0.017612579
28/03/2013,24.63,0.011433363
27/03/2013,24.35,0.008661634
26/03/2013,24.14,0.010410254
25/03/2013,23.89,-0.005843088
22/03/2013,24.03,0.004588121
21/03/2013,23.92,-0.015761421
20/03/2013,24.3,0.014508026
19/03/2013,23.95,0.000417624
18/03/2013,23.94,-0.003336117
15/03/2013,24.02,0.0066834
14/03/2013,23.86,0.011804522
13/03/2013,23.58,0.008517939
12/03/2013,23.38,0.001712329
11/03/2013,23.34,0.015109288
08/03/2013,22.99,0.012253983
07/03/2013,22.71,-0.021346923
06/03/2013,23.2,-0.016246616
05/03/2013,23.58,0.018404115
04/03/2013,23.15,0.007805764
01/03/2013,22.97,0.001306905
28/02/2013,22.94,0.006121576
27/02/2013,22.8,0.029374609
26/02/2013,22.14,-0.003606857
25/02/2013,22.22,-0.028395874
22/02/2013,22.86,0.013653592
21/02/2013,22.55,-0.011902278
20/02/2013,22.82,-0.011329097
19/02/2013,23.08,0.012644598
15/02/2013,22.79,-0.006124254
14/02/2013,22.93,0.002620089
13/02/2013,22.87,0.010107755
12/02/2013,22.64,-0.000441599
11/02/2013,22.65,0.030481966
08/02/2013,21.97,0.011444391
07/02/2013,21.72,0.006930035
06/02/2013,21.57,-0.003239994
05/02/2013,21.64,-0.000462
04/02/2013,21.65,-0.012394008
01/02/2013,21.92,-0.005005699
31/01/2013,22.03,-0.004528993
30/01/2013,22.13,-0.017469649
29/01/2013,22.52,0.008920666
28/01/2013,22.32,0.003590668
25/01/2013,22.24,0.006767452
24/01/2013,22.09,0.018734841
23/01/2013,21.68,0.040956536
22/01/2013,20.81,-0.004793873
18/01/2013,20.91,0.000956938
17/01/2013,20.89,0.003356512
16/01/2013,20.82,0.001923078
15/01/2013,20.78,0.006275666
14/01/2013,20.65,0.005341115
11/01/2013,20.54,0
10/01/2013,20.54,0
09/01/2013,20.54,0.001461632
08/01/2013,20.51,0.002440812
07/01/2013,20.46,-0.023189445
04/01/2013,20.94,0.028089014
03/01/2013,20.36,0.00937584
02/01/2013,20.17,0.022056032
31/12/2012,19.73,0.015322057
28/12/2012,19.43,-0.009731191
27/12/2012,19.62,-0.004069182
26/12/2012,19.7,-0.007585371
24/12/2012,19.85,-0.005025136
21/12/2012,19.95,-0.007490672
20/12/2012,20.1,0.004487666
19/12/2012,20.01,-0.011428696
18/12/2012,20.24,0.016438726
17/12/2012,19.91,0.007056481
14/12/2012,19.77,0.001518603
13/12/2012,19.74,0.005078731
12/12/2012,19.64,0.002549071
11/12/2012,19.59,-0.017206902
10/12/2012,19.93,0.001004016
07/12/2012,19.91,-0.016932675
06/12/2012,20.25,0.00445435
05/12/2012,20.16,0.02613214
04/12/2012,19.64,0.003570522
03/12/2012,19.57,-0.009661911
30/11/2012,19.76,-0.00404041
29/11/2012,19.84,0.003028776
28/11/2012,19.78,-0.011560822
27/11/2012,20.01,0
26/11/2012,20.01,0.015106027
23/11/2012,19.71,0.017400644
21/11/2012,19.37,-0.007714104
20/11/2012,19.52,-0.008163311
19/11/2012,19.68,0.034637735
16/11/2012,19.01,-0.018760321
15/11/2012,19.37,-0.011293755
14/11/2012,19.59,-0.0157005
13/11/2012,19.9,-0.003010539
12/11/2012,19.96,0.00401607
09/11/2012,19.88,-0.008016075
08/11/2012,20.04,-0.009436375
07/11/2012,20.23,-0.030666798
06/11/2012,20.86,0.007216774
05/11/2012,20.71,0.002417212
02/11/2012,20.66,-0.008194792
01/11/2012,20.83,0.017433856
31/10/2012,20.47,-0.003900541
26/10/2012,20.55,-0.001458789
25/10/2012,20.58,-0.000485791
24/10/2012,20.59,-0.034370925
23/10/2012,21.31,0.000938967
22/10/2012,21.29,0.008964438
19/10/2012,21.1,-0.012246974
18/10/2012,21.36,0.007990642
17/10/2012,21.19,-0.020551868
16/10/2012,21.63,0.008356595
15/10/2012,21.45,0.006548199
12/10/2012,21.31,0.007063839
11/10/2012,21.16,0.003313612
10/10/2012,21.09,-0.005673774
09/10/2012,21.21,-0.018683402
08/10/2012,21.61,0.008831105
05/10/2012,21.42,0.006087586
04/10/2012,21.29,0.005180139
03/10/2012,21.18,0.02292364
02/10/2012,20.7,-0.00529994
01/10/2012,20.81,0.002887394
28/09/2012,20.75,-0.017200615
27/09/2012,21.11,0.005224424
26/09/2012,21,-0.008062647
25/09/2012,21.17,-0.008934929
24/09/2012,21.36,0.010826182
21/09/2012,21.13,-0.016893879
20/09/2012,21.49,-0.058734133
19/09/2012,22.79,-0.009607061
18/09/2012,23.01,-0.010806243
17/09/2012,23.26,0.004308494
14/09/2012,23.16,0.005194817
13/09/2012,23.04,0.008718451
12/09/2012,22.84,0.007912129
11/09/2012,22.66,0.016911841
10/09/2012,22.28,-0.001345593
07/09/2012,22.31,0.011268995
06/09/2012,22.06,0.030375092
05/09/2012,21.4,-0.015302872
04/09/2012,21.73,-0.033042155
31/08/2012,22.46,0.002228661
30/08/2012,22.41,-0.008442618
29/08/2012,22.6,-0.004415018
28/08/2012,22.7,-0.003518034
27/08/2012,22.78,-0.009176381
24/08/2012,22.99,0.006545954
23/08/2012,22.84,-0.016500591
22/08/2012,23.22,-0.001721171
21/08/2012,23.26,-0.005573434
20/08/2012,23.39,0
17/08/2012,23.39,0.008587429
16/08/2012,23.19,0.008226935
15/08/2012,23,0.001740644
14/08/2012,22.96,0.003490405
13/08/2012,22.88,-0.004361106
10/08/2012,22.98,0.01446442
09/08/2012,22.65,-0.007039184
08/08/2012,22.81,-0.001314348
07/08/2012,22.84,-0.003060112
06/08/2012,22.91,-0.008691928
03/08/2012,23.11,0.022315518
02/08/2012,22.6,0.003990251
01/08/2012,22.51,-0.018922457
31/07/2012,22.94,0.002181978
30/07/2012,22.89,0.001749017
27/07/2012,22.85,0.026609109
26/07/2012,22.25,0.019056838
25/07/2012,21.83,0.008279716
24/07/2012,21.65,-0.011024457
23/07/2012,21.89,-0.021690864
20/07/2012,22.37,-0.018162183
19/07/2012,22.78,0.006606498
18/07/2012,22.63,-0.007045384
17/07/2012,22.79,0.008814513
16/07/2012,22.59,-0.003093925
13/07/2012,22.66,0.024119079
12/07/2012,22.12,-0.005859832
11/07/2012,22.25,0.001349224
10/07/2012,22.22,-0.008068175
09/07/2012,22.4,-0.000446329
06/07/2012,22.41,0.006266807
05/07/2012,22.27,0.002247697
03/07/2012,22.22,0.001801802
02/07/2012,22.18,-0.008082666
29/06/2012,22.36,0.021700671
28/06/2012,21.88,0.001829827
27/06/2012,21.84,0.018951341
26/06/2012,21.43,0.006084737
25/06/2012,21.3,-0.015374167
22/06/2012,21.63,-0.021496369
21/06/2012,22.1,-0.016603478
20/06/2012,22.47,-0.007978766
19/06/2012,22.65,-0.001764447
18/06/2012,22.69,0.01733762
15/06/2012,22.3,0.016731116
14/06/2012,21.93,0.008701681
13/06/2012,21.74,-0.001378994
12/06/2012,21.77,0.036963272
11/06/2012,20.98,-0.004755121
08/06/2012,21.08,0.00427859
07/06/2012,20.99,0.004775558
06/06/2012,20.89,0.027172948
05/06/2012,20.33,-0.000491763
04/06/2012,20.34,0.000983768
01/06/2012,20.32,-0.027664953
31/05/2012,20.89,0.000478813
30/05/2012,20.88,-0.024599159
29/05/2012,21.4,0.001402853
25/05/2012,21.37,0.00093633
24/05/2012,21.35,-0.005604872
23/05/2012,21.47,0.01596278
22/05/2012,21.13,-0.009420701
21/05/2012,21.33,0.026123547
18/05/2012,20.78,-0.01148338
17/05/2012,21.02,-0.02350837
16/05/2012,21.52,0.000464792
15/05/2012,21.51,-0.001393728
14/05/2012,21.54,-0.00555557
11/05/2012,21.66,-0.000922935
10/05/2012,21.68,0.000922935
09/05/2012,21.66,-0.015120563
08/05/2012,21.99,0
07/05/2012,21.99,-0.007249692
04/05/2012,22.15,-0.013898453
03/05/2012,22.46,-0.003999117
02/05/2012,22.55,-0.005748413
01/05/2012,22.68,0.017345331
30/04/2012,22.29,-0.004476283
27/04/2012,22.39,0
26/04/2012,22.39,0.010325569
25/04/2012,22.16,0.015920282
24/04/2012,21.81,0.01478087
23/04/2012,21.49,-0.00556846
20/04/2012,21.61,0.002316424
19/04/2012,21.56,-0.029702892
18/04/2012,22.21,-0.010302443
17/04/2012,22.44,0.016172859
16/04/2012,22.08,0.007272759
13/04/2012,21.92,-0.006366552
12/04/2012,22.06,0.034589568
11/04/2012,21.31,0.011800939
10/04/2012,21.06,-0.02901467
09/04/2012,21.68,-0.029092961
05/04/2012,22.32,-0.007587628
04/04/2012,22.49,0.015233269
03/04/2012,22.15,0.00135532
02/04/2012,22.12,0.027499441
30/03/2012,21.52,-0.003247509
29/03/2012,21.59,0.003247509
28/03/2012,21.52,-0.024783279
27/03/2012,22.06,0.023390197
26/03/2012,21.55,0.017790731
23/03/2012,21.17,0.00711072
22/03/2012,21.02,-0.034599057
21/03/2012,21.76,0.001379628
20/03/2012,21.73,-0.015525426
19/03/2012,22.07,-0.008122788
16/03/2012,22.25,0.014942547
15/03/2012,21.92,0.081221931
14/03/2012,20.21,-0.029256109
13/03/2012,20.81,0.009172162
12/03/2012,20.62,-0.01348768
09/03/2012,20.9,0.000478583
08/03/2012,20.89,0.031115782
07/03/2012,20.25,0.00445435
06/03/2012,20.16,-0.014771317
05/03/2012,20.46,-0.014556298
02/03/2012,20.76,-0.015770936
01/03/2012,21.09,0.00380048
29/02/2012,21.01,-0.02398422
28/02/2012,21.52,-0.014760416
27/02/2012,21.84,0.008275909
24/02/2012,21.66,-0.001384083
23/02/2012,21.69,0.016736792
22/02/2012,21.33,0.008474627
21/02/2012,21.15,-0.020590339
17/02/2012,21.59,0.003247509
16/02/2012,21.52,0.015453363
15/02/2012,21.19,-0.029297608
14/02/2012,21.82,-0.005484474
13/02/2012,21.94,-0.005001147
10/02/2012,22.05,-0.010376813
09/02/2012,22.28,0.014922276
08/02/2012,21.95,-0.009070357
07/02/2012,22.15,-0.007645641
06/02/2012,22.32,-0.037375201
03/02/2012,23.17,0.02579378
02/02/2012,22.58,-0.003095293
01/02/2012,22.65,0.004424786
31/01/2012,22.55,-0.005307399
30/01/2012,22.67,-0.003962145
27/01/2012,22.76,-0.009619663
26/01/2012,22.98,0.014023017
25/01/2012,22.66,0.036400334
24/01/2012,21.85,-0.037723377
23/01/2012,22.69,-0.005713046
20/01/2012,22.82,-0.010028425
19/01/2012,23.05,0.008277111
18/01/2012,22.86,-0.003929278
17/01/2012,22.95,0.000435825
13/01/2012,22.94,-0.031748698
12/01/2012,23.68,0.008481815
11/01/2012,23.48,-0.002127208
10/01/2012,23.53,0.021478489
09/01/2012,23.03,0.014873415
06/01/2012,22.69,-0.00308031
05/01/2012,22.76,0.004403354
04/01/2012,22.66,0.027742271
03/01/2012,22.04,0.045483478
30/12/2011,21.06,0.001901141
29/12/2011,21.02,0.007640916
28/12/2011,20.86,-0.018523446
27/12/2011,21.25,-0.004226351
23/12/2011,21.34,0.011784251
22/12/2011,21.09,0.003324629
21/12/2011,21.02,0.00381316
20/12/2011,20.94,0.034000361
19/12/2011,20.24,-0.008364132
16/12/2011,20.41,0.021293204
15/12/2011,19.98,-0.002998503
14/12/2011,20.04,-0.019274133
13/12/2011,20.43,-0.02274475
12/12/2011,20.9,-0.01989644
09/12/2011,21.32,0.013220211
08/12/2011,21.04,-0.022557347
07/12/2011,21.52,-0.014302435
06/12/2011,21.83,-0.00911999
05/12/2011,22.03,0.017399706
02/12/2011,21.65,-0.00368834
01/12/2011,21.73,0.00092081
30/11/2011,21.71,0.048605934
29/11/2011,20.68,0
28/11/2011,20.68,0.033434776
25/11/2011,20,-0.011434378
23/11/2011,20.23,-0.034494554
22/11/2011,20.94,0
21/11/2011,20.94,-0.032882249
18/11/2011,21.64,0.008818809
17/11/2011,21.45,-0.026680515
16/11/2011,22.03,-0.01442116
15/11/2011,22.35,0.001791313
14/11/2011,22.31,-0.008035758
11/11/2011,22.49,0.035758505
10/11/2011,21.7,0.024727175
09/11/2011,21.17,-0.045703777
08/11/2011,22.16,0.0108894
07/11/2011,21.92,0.00732604
04/11/2011,21.76,-0.0041275
03/11/2011,21.85,0.007810745
02/11/2011,21.68,0.008802466
01/11/2011,21.49,-0.032954927
31/10/2011,22.21,-0.039722786
28/10/2011,23.11,0.018341125
27/10/2011,22.69,0.057132489
26/10/2011,21.43,0.012206724
25/10/2011,21.17,-0.032073398
24/10/2011,21.86,0
21/10/2011,21.86,0.030185714
20/10/2011,21.21,0.007572208
19/10/2011,21.05,-0.013682686
18/10/2011,21.34,0.045538661
17/10/2011,20.39,-0.035649247
14/10/2011,21.13,0.017184194
13/10/2011,20.77,-0.016237224
12/10/2011,21.11,0.012392914
11/10/2011,20.85,-0.001437815
10/10/2011,20.88,0.038569584
07/10/2011,20.09,-0.005955353
06/10/2011,20.21,0.029118523
05/10/2011,19.63,0.021628032
04/10/2011,19.21,0.043623938
03/10/2011,18.39,-0.015110919
30/09/2011,18.67,-0.04759068
29/09/2011,19.58,0.035346715
28/09/2011,18.9,-0.035346715
27/09/2011,19.58,0.027441536
26/09/2011,19.05,-0.010443959
23/09/2011,19.25,0.03381199
22/09/2011,18.61,0.001075269
21/09/2011,18.59,-0.084542849
20/09/2011,20.23,-0.013745921
19/09/2011,20.51,-0.043879237
16/09/2011,21.43,0.018366422
15/09/2011,21.04,0.021134312
14/09/2011,20.6,0.018618862
13/09/2011,20.22,0.035745059
12/09/2011,19.51,-0.003581482
09/09/2011,19.58,-0.031173967
08/09/2011,20.2,-0.030231459
07/09/2011,20.82,0.022341872
06/09/2011,20.36,-0.009775249
02/09/2011,20.56,-0.046099871
01/09/2011,21.53,-0.018864143
31/08/2011,21.94,0.002281543
30/08/2011,21.89,0.004119942
29/08/2011,21.8,0.016185324
26/08/2011,21.45,0.025497132
25/08/2011,20.91,-0.004294924
24/08/2011,21,0.024097552
23/08/2011,20.5,0.015237454
22/08/2011,20.19,-0.010347469
19/08/2011,20.4,-0.037522439
18/08/2011,21.18,-0.063121086
17/08/2011,22.56,0.006671139
16/08/2011,22.41,-0.025116985
15/08/2011,22.98,0.016674366
12/08/2011,22.6,0.013363228
11/08/2011,22.3,0.034675007
10/08/2011,21.54,-0.02476055
09/08/2011,22.08,0.0698667
08/08/2011,20.59,-0.064872365
05/08/2011,21.97,-0.002727274
04/08/2011,22.03,-0.06968865
03/08/2011,23.62,0.006370801
02/08/2011,23.47,-0.051080234
01/08/2011,24.7,0.005277057
29/07/2011,24.57,-0.006490895
28/07/2011,24.73,0.002023882
27/07/2011,24.68,-0.014880628
26/07/2011,25.05,-0.016234766
25/07/2011,25.46,0.003147131
22/07/2011,25.38,-0.004324756
21/07/2011,25.49,0.017412391
20/07/2011,25.05,-0.017020003
19/07/2011,25.48,0.01144674
18/07/2011,25.19,-0.005147507
15/07/2011,25.32,0.002768442
14/07/2011,25.25,-0.023871218
13/07/2011,25.86,0.005817352
12/07/2011,25.71,-0.009676871
11/07/2011,25.96,-0.025105921
08/07/2011,26.62,-0.014544355
07/07/2011,27.01,0.011169141
06/07/2011,26.71,0.007893294
05/07/2011,26.5,-0.011630219
01/07/2011,26.81,0.022252474
30/06/2011,26.22,0.017699577
29/06/2011,25.76,0.009752369
28/06/2011,25.51,0.015406191
27/06/2011,25.12,0.005188597
24/06/2011,24.99,-0.011933316
23/06/2011,25.29,-0.010228256
22/06/2011,25.55,-0.009349503
21/06/2011,25.79,0.026720647
20/06/2011,25.11,0.012019375
17/06/2011,24.81,0.020770447
16/06/2011,24.3,-1.099709081
15/06/2011,72.98,-0.020210929
14/06/2011,74.47,0.015835751
13/06/2011,73.3,-0.002452651
10/06/2011,73.48,-0.023802643
09/06/2011,75.25,0.01675081
08/06/2011,74,-0.009281121
07/06/2011,74.69,-0.000133878
06/06/2011,74.7,-0.01382633
03/06/2011,75.74,-0.019999359
02/06/2011,77.27,0.012632844
01/06/2011,76.3,-0.03856519
31/05/2011,79.3,0.017427141
27/05/2011,77.93,0.00889353
26/05/2011,77.24,0.00740696
25/05/2011,76.67,0.013128717
24/05/2011,75.67,-0.006060625
23/05/2011,76.13,-0.016544375
20/05/2011,77.4,0.004402441
19/05/2011,77.06,0.021246701
18/05/2011,75.44,0.021843415
17/05/2011,73.81,-0.008230499
16/05/2011,74.42,-0.004424489
13/05/2011,74.75,-0.029526331
12/05/2011,76.99,-0.00518203
11/05/2011,77.39,-0.022234496
10/05/2011,79.13,0.01118324
09/05/2011,78.25,-0.00446287
06/05/2011,78.6,0.009844738
05/05/2011,77.83,0.012411278
04/05/2011,76.87,-0.013823617
03/05/2011,77.94,-0.009195467
02/05/2011,78.66,-0.000381316
29/04/2011,78.69,0.007397993
28/04/2011,78.11,0.015092192
27/04/2011,76.94,0.004167758
26/04/2011,76.62,0.026315568
25/04/2011,74.63,-0.000267953
21/04/2011,74.65,0.008340108
20/04/2011,74.03,-0.026789101
19/04/2011,76.04,0.009115593
18/04/2011,75.35,-0.017236135
15/04/2011,76.66,0.007200398
14/04/2011,76.11,0
13/04/2011,76.11,0.009770344
12/04/2011,75.37,-0.01108337
11/04/2011,76.21,-0.009273233
08/04/2011,76.92,-0.012788394
07/04/2011,77.91,0.000128361
06/04/2011,77.9,0.003214403
05/04/2011,77.65,-0.016096413
04/04/2011,78.91,-0.006064453
01/04/2011,79.39,0.010000716
31/03/2011,78.6,0.013190945
30/03/2011,77.57,-0.030970872
29/03/2011,80.01,0.00287878
28/03/2011,79.78,0.007801726
25/03/2011,79.16,0.002529726
24/03/2011,78.96,0.007755426
23/03/2011,78.35,-0.000255232
22/03/2011,78.37,0.003579193
21/03/2011,78.09,0.024238112
18/03/2011,76.22,0.006581569
17/03/2011,75.72,0.026496934
16/03/2011,73.74,-0.013470031
15/03/2011,74.74,0.004290701
14/03/2011,74.42,-0.006295647
11/03/2011,74.89,0.004282089
10/03/2011,74.57,-0.017414864
09/03/2011,75.88,0.002903526
08/03/2011,75.66,0.019081238
07/03/2011,74.23,-0.009786257
04/03/2011,74.96,-0.009823523
03/03/2011,75.7,0.025419429
02/03/2011,73.8,0.01666933
01/03/2011,72.58,-0.028255072
28/02/2011,74.66,0.018111051
25/02/2011,73.32,0.01969625
24/02/2011,71.89,0.004880439
23/02/2011,71.54,-0.019243343
22/02/2011,72.93,-0.024782906
18/02/2011,74.76,-0.00200441
17/02/2011,74.91,0.002807301
16/02/2011,74.7,0.007524894
15/02/2011,74.14,-0.000134871
14/02/2011,74.15,0.012348349
11/02/2011,73.24,0.018743658
10/02/2011,71.88,0.01245904
09/02/2011,70.99,0.004376375
08/02/2011,70.68,-0.000282925
07/02/2011,70.7,0.014245255
04/02/2011,69.7,0.002873565
03/02/2011,69.5,-0.0209305
02/02/2011,70.97,-0.012601679
01/02/2011,71.87,0.017828787
31/01/2011,70.6,0.01887388
28/01/2011,69.28,-0.023396217
27/01/2011,70.92,-0.001409046
26/01/2011,71.02,0.010901219
25/01/2011,70.25,0.036826429
24/01/2011,67.71,0.001034355
