Date,Close,RF
19/01/2011,7.13,-0.057236329
18/01/2011,7.55,0.010652564
14/01/2011,7.47,0.031273793
13/01/2011,7.24,-0.004135085
12/01/2011,7.27,0.006901339
11/01/2011,7.22,0.023827336
10/01/2011,7.05,0.004264399
07/01/2011,7.02,-0.016949558
06/01/2011,7.14,-0.009756175
05/01/2011,7.21,0.025282245
04/01/2011,7.03,-0.005673774
03/01/2011,7.07,0.009950331
31/12/2010,7,0.011494379
30/12/2010,6.92,0.007251663
29/12/2010,6.87,0.011713165
28/12/2010,6.79,0.004428052
27/12/2010,6.76,0.001480385
23/12/2010,6.75,-0.023427133
22/12/2010,6.91,0.068889507
21/12/2010,6.45,0.021944454
20/12/2010,6.31,0.011155494
17/12/2010,6.24,0.017785432
16/12/2010,6.13,-0.028940927
15/12/2010,6.31,0.015974781
14/12/2010,6.21,-0.053304154
13/12/2010,6.55,0.013835732
10/12/2010,6.46,-0.006172859
09/12/2010,6.5,0.026501941
08/12/2010,6.33,0.051875488
07/12/2010,6.01,-0.009933857
06/12/2010,6.07,-0.001646091
03/12/2010,6.08,0.003294896
02/12/2010,6.06,0.066520682
01/12/2010,5.67,0.052500744
30/11/2010,5.38,0.001860466
29/11/2010,5.37,0.022599832
26/11/2010,5.25,0.001906578
24/11/2010,5.24,0.005741643
23/11/2010,5.21,-0.026516705
22/11/2010,5.35,-0.027651531
19/11/2010,5.5,0.035156257
18/11/2010,5.31,-0.042402666
17/11/2010,5.54,-0.066341948
16/11/2010,5.92,-0.046212843
15/11/2010,6.2,0.00809721
12/11/2010,6.15,-0.041407189
11/11/2010,6.41,0.025277807
10/11/2010,6.25,0.008032172
09/11/2010,6.2,-0.022329476
08/11/2010,6.34,-0.017201362
05/11/2010,6.45,-0.013857035
04/11/2010,6.54,0.037387532
03/11/2010,6.3,0.028987537
02/11/2010,6.12,-0.017814236
01/11/2010,6.23,-0.011173301
29/10/2010,6.3,0.001588563
28/10/2010,6.29,-0.012638399
27/10/2010,6.37,-0.017121041
26/10/2010,6.48,-0.081466195
25/10/2010,7.03,-0.015526071
22/10/2010,7.14,-0.019418086
21/10/2010,7.28,0
20/10/2010,7.28,-0.00820798
19/10/2010,7.34,-0.001361471
18/10/2010,7.35,0.040255262
15/10/2010,7.06,-0.015460603
14/10/2010,7.17,-0.017968694
13/10/2010,7.3,-0.023020651
12/10/2010,7.47,0.020284671
11/10/2010,7.32,-0.013568729
08/10/2010,7.42,0.008119124
07/10/2010,7.36,-0.018843088
06/10/2010,7.5,-0.005319161
05/10/2010,7.54,0.040600976
04/10/2010,7.24,0.008321823
01/10/2010,7.18,-0.012456908
30/09/2010,7.27,0.00828734
29/09/2010,7.21,0.015374167
28/09/2010,7.1,0.018479559
27/09/2010,6.97,0.002873565
24/09/2010,6.95,0.02771877
23/09/2010,6.76,-0.021946748
22/09/2010,6.91,-0.025715703
21/09/2010,7.09,0.004240289
20/09/2010,7.06,0.033120378
17/09/2010,6.83,-0.017416986
16/09/2010,6.95,-0.005738897
15/09/2010,6.99,-0.02123222
14/09/2010,7.14,-0.019418086
13/09/2010,7.28,0.055059777
10/09/2010,6.89,-0.002898553
09/09/2010,6.91,0.004350986
08/09/2010,6.88,0.046104819
07/09/2010,6.57,-0.047557253
03/09/2010,6.89,-0.005788728
02/09/2010,6.93,0.011611161
01/09/2010,6.85,0.063274114
31/08/2010,6.43,0.004676548
30/08/2010,6.4,-0.030771659
27/08/2010,6.6,0.038614836
26/08/2010,6.35,-0.020265697
25/08/2010,6.48,-0.012270093
24/08/2010,6.56,-0.041797129
23/08/2010,6.84,0.00292826
20/08/2010,6.82,-0.017442303
19/08/2010,6.94,-0.038167177
18/08/2010,7.21,0.008356595
17/08/2010,7.15,-0.004187026
16/08/2010,7.18,0.004187026
13/08/2010,7.15,0.00139958
12/08/2010,7.14,-0.004192878
11/08/2010,7.17,-0.067410961
10/08/2010,7.67,0.010485024
09/08/2010,7.59,0.025351591
06/08/2010,7.4,-0.009414999
05/08/2010,7.47,-0.017253248
04/08/2010,7.6,0.002635048
03/08/2010,7.58,-0.015707129
02/08/2010,7.7,0.049244813
30/07/2010,7.33,-0.008152219
29/07/2010,7.39,0.014996873
28/07/2010,7.28,0.009661911
27/07/2010,7.21,0.016783611
26/07/2010,7.09,0.064068486
23/07/2010,6.65,0.007547206
22/07/2010,6.6,0.062520357
21/07/2010,6.2,-0.056441311
20/07/2010,6.56,-0.018127385
19/07/2010,6.68,0.019652938
16/07/2010,6.55,-0.069298168
15/07/2010,7.02,-0.018349139
14/07/2010,7.15,-0.031661282
13/07/2010,7.38,0.019152432
12/07/2010,7.24,0.01250885
09/07/2010,7.15,0.045787683
08/07/2010,6.83,0.031229304
07/07/2010,6.62,0.032236099
06/07/2010,6.41,0.026879089
02/07/2010,6.24,-0.023754086
01/07/2010,6.39,-0.029300477
30/06/2010,6.58,-0.026988145
29/06/2010,6.76,-0.046251018
28/06/2010,7.08,0.012793351
25/06/2010,6.99,0.026088436
24/06/2010,6.81,-0.03746836
23/06/2010,7.07,0.009950331
22/06/2010,7,-0.023995506
21/06/2010,7.17,0.002793298
18/06/2010,7.15,0
17/06/2010,7.15,-0.001397624
16/06/2010,7.16,-0.024828862
15/06/2010,7.34,0.024828862
14/06/2010,7.16,0.014064929
11/06/2010,7.06,-0.014064929
10/06/2010,7.16,0.053059039
09/06/2010,6.79,-0.044643842
08/06/2010,7.1,0.027125146
07/06/2010,6.91,-0.031341597
04/06/2010,7.13,-0.069086369
03/06/2010,7.64,-0.00652318
02/06/2010,7.69,0.041147145
01/06/2010,7.38,-0.033314207
28/05/2010,7.63,-0.032240059
27/05/2010,7.88,0.062847904
26/05/2010,7.4,-0.006734032
25/05/2010,7.45,0.034133006
24/05/2010,7.2,-0.036813973
21/05/2010,7.47,0.02989353
20/05/2010,7.25,-0.075683086
19/05/2010,7.82,-0.012706651
18/05/2010,7.92,-0.043243303
17/05/2010,8.27,0.001209922
14/05/2010,8.26,-0.056485602
13/05/2010,8.74,-0.00797725
12/05/2010,8.81,0.016018649
11/05/2010,8.67,0.018626848
10/05/2010,8.51,0.063051183
07/05/2010,7.99,-0.027162164
06/05/2010,8.21,-0.054515867
05/05/2010,8.67,0.010434877
04/05/2010,8.58,-0.029852963
03/05/2010,8.84,0
30/04/2010,8.84,0.021727556
29/04/2010,8.65,0.018670321
28/04/2010,8.49,0.007092228
27/04/2010,8.43,-0.030376167
26/04/2010,8.69,-0.029480593
23/04/2010,8.95,0.006726483
22/04/2010,8.89,0.011312338
21/04/2010,8.79,-0.00113701
20/04/2010,8.8,0.054888265
19/04/2010,8.33,0.003607941
16/04/2010,8.3,-0.027333847
15/04/2010,8.53,-0.033432509
14/04/2010,8.82,0.055958654
13/04/2010,8.34,-0.046846973
12/04/2010,8.74,0.017311454
09/04/2010,8.59,-0.001163467
08/04/2010,8.6,0.027108319
07/04/2010,8.37,-0.021277398
06/04/2010,8.55,0.043017385
05/04/2010,8.19,0.052643733
01/04/2010,7.77,-0.010243367
31/03/2010,7.85,0.029737162
30/03/2010,7.62,-0.002621233
29/03/2010,7.64,0.001309758
26/03/2010,7.63,-0.007832938
25/03/2010,7.69,-0.020592748
24/03/2010,7.85,0.015404669
23/03/2010,7.73,0.014332493
22/03/2010,7.62,0.032002731
19/03/2010,7.38,-0.016129382
18/03/2010,7.5,-0.026317308
17/03/2010,7.7,0.024984863
16/03/2010,7.51,0.03799643
15/03/2010,7.23,-0.015099806
12/03/2010,7.34,-0.005434796
11/03/2010,7.38,0.012270093
10/03/2010,7.29,0.053533908
09/03/2010,6.91,-0.010079279
08/03/2010,6.98,0.020261185
05/03/2010,6.84,0.025167872
04/03/2010,6.67,0.00752449
03/03/2010,6.62,0.001511716
02/03/2010,6.61,-0.006033201
01/03/2010,6.65,-0.01492565
26/02/2010,6.75,0.031605339
25/02/2010,6.54,-0.015174798
24/02/2010,6.64,0.01670502
23/02/2010,6.53,-0.041985177
22/02/2010,6.81,0.035878288
19/02/2010,6.57,0.023095715
18/02/2010,6.42,-0.0062112
17/02/2010,6.46,-0.024466052
16/02/2010,6.62,0.041640557
12/02/2010,6.35,-0.004713284
11/02/2010,6.38,0.00313972
10/02/2010,6.36,0.011067307
09/02/2010,6.29,0.009584738
08/02/2010,6.23,0.008058061
05/02/2010,6.18,0.009756175
04/02/2010,6.12,-0.043172172
03/02/2010,6.39,-0.029300477
02/02/2010,6.58,-0.009077218
01/02/2010,6.64,0.044657151
29/01/2010,6.35,-0.012519725
28/01/2010,6.43,0.0412757
27/01/2010,6.17,0.014694142
26/01/2010,6.08,-0.074460354
25/01/2010,6.55,-0.007604599
22/01/2010,6.6,-0.038637793
21/01/2010,6.86,0.019132298
20/01/2010,6.73,0.033235687
19/01/2010,6.51,-0.00153492
15/01/2010,6.52,-0.004590674
14/01/2010,6.55,0.029436672
13/01/2010,6.36,0.017446914
12/01/2010,6.25,-0.011137744
11/01/2010,6.32,0.022400937
08/01/2010,6.18,0.001619434
07/01/2010,6.17,0.08450972
06/01/2010,5.67,0.01242252
05/01/2010,5.6,0.032670782
04/01/2010,5.42,0.02427757
31/12/2009,5.29,-0.005655057
30/12/2009,5.32,-0.007490672
29/12/2009,5.36,0.001867414
28/12/2009,5.35,-0.014842573
24/12/2009,5.43,0.00925076
23/12/2009,5.38,-0.029306127
22/12/2009,5.54,0.0108894
21/12/2009,5.48,0.005489492
18/12/2009,5.45,0.02226437
17/12/2009,5.33,0
16/12/2009,5.33,-0.001874415
15/12/2009,5.34,-0.043963123
14/12/2009,5.58,0
11/12/2009,5.58,0.009000961
10/12/2009,5.53,-0.005410293
09/12/2009,5.56,-0.02311214
08/12/2009,5.69,0.008826183
07/12/2009,5.64,-0.012334958
04/12/2009,5.71,0.037470931
03/12/2009,5.5,-0.061693569
02/12/2009,5.85,0.012037979
01/12/2009,5.78,-0.013745921
30/11/2009,5.86,0.048960827
27/11/2009,5.58,-0.038669141
25/11/2009,5.8,0.010398707
24/11/2009,5.74,0.008748962
23/11/2009,5.69,0.043094639
20/11/2009,5.45,0.018519048
19/11/2009,5.35,-0.007448824
18/11/2009,5.39,0.039740329
17/11/2009,5.18,0.049466068
16/11/2009,4.93,0.02049252
13/11/2009,4.83,0.012500163
12/11/2009,4.77,-0.010427623
11/11/2009,4.82,-0.00207254
10/11/2009,4.83,-0.026559273
09/11/2009,4.96,0.043261123
06/11/2009,4.75,-0.012552466
05/11/2009,4.81,0.029538012
04/11/2009,4.67,-0.035755649
03/11/2009,4.84,0.012474174
02/11/2009,4.78,-0.012474174
30/10/2009,4.84,-0.067890336
29/10/2009,5.18,0.072031128
28/10/2009,4.82,-0.05056689
27/10/2009,5.07,-0.005899722
26/10/2009,5.1,-0.080947276
23/10/2009,5.53,-0.049392755
22/10/2009,5.81,0.017361547
21/10/2009,5.71,-0.017361547
20/10/2009,5.81,0.019114396
19/10/2009,5.7,-0.022550826
16/10/2009,5.83,-0.043631081
15/10/2009,6.09,0
14/10/2009,6.09,0.021577601
13/10/2009,5.96,-0.006688988
12/10/2009,6,0.00836825
09/10/2009,5.95,0.001682086
08/10/2009,5.94,-0.010050336
07/10/2009,6,0.016807118
06/10/2009,5.9,-0.01011813
05/10/2009,5.96,0.028938189
02/10/2009,5.79,-0.030614636
01/10/2009,5.97,-0.039413969
30/09/2009,6.21,-0.037919235
29/09/2009,6.45,-0.019954615
28/09/2009,6.58,0.034006368
25/09/2009,6.36,-0.001571092
24/09/2009,6.37,-0.030914363
23/09/2009,6.57,-0.035878288
22/09/2009,6.81,0.041985177
21/09/2009,6.53,0.063212193
18/09/2009,6.13,-0.022581605
17/09/2009,6.27,-0.018957914
16/09/2009,6.39,0.053024468
15/09/2009,6.06,0.09333194
14/09/2009,5.52,0.001813237
11/09/2009,5.51,-0.016201975
10/09/2009,5.6,-0.010657294
09/09/2009,5.66,0.010657294
08/09/2009,5.6,0.012578782
04/09/2009,5.53,0.055776537
03/09/2009,5.23,0.007677581
02/09/2009,5.19,-0.065260804
01/09/2009,5.54,-0.056155103
31/08/2009,5.86,-0.018597324
28/08/2009,5.97,0.008410479
27/08/2009,5.92,0.013605652
26/08/2009,5.84,0.001713796
25/08/2009,5.83,0.022550826
24/08/2009,5.7,-0.027683429
21/08/2009,5.86,0.065221348
20/08/2009,5.49,-0.003636368
19/08/2009,5.51,0.012785562
18/08/2009,5.44,0.035550984
17/08/2009,5.25,-0.071655989
14/08/2009,5.64,0.08122544
13/08/2009,5.2,0.075884698
12/08/2009,4.82,0.01252626
11/08/2009,4.76,-0.043172172
10/08/2009,4.97,0.008080852
07/08/2009,4.93,0.069282685
06/08/2009,4.6,-0.027868899
05/08/2009,4.73,0.032226204
04/08/2009,4.58,0.031044622
03/08/2009,4.44,0.00451468
31/07/2009,4.42,0.043937703
30/07/2009,4.23,0.083792835
29/07/2009,3.89,-0.005128216
28/07/2009,3.91,-0.027744529
27/07/2009,4.02,0.085655445
24/07/2009,3.69,0.008163311
23/07/2009,3.66,0.044700179
22/07/2009,3.5,0.023122417
21/07/2009,3.42,-0.166604141
20/07/2009,4.04,-0.002472189
17/07/2009,4.05,-0.041118247
16/07/2009,4.22,0.00237248
15/07/2009,4.21,0.028917678
14/07/2009,4.09,0.004901971
13/07/2009,4.07,0.042666446
10/07/2009,3.9,0.015504187
09/07/2009,3.84,0.021053409
08/07/2009,3.76,-0.018445846
07/07/2009,3.83,-0.002607563
06/07/2009,3.84,0.023716527
02/07/2009,3.75,-0.057010255
01/07/2009,3.97,-0.017478597
30/06/2009,4.04,-0.007398307
29/06/2009,4.07,0.029927421
26/06/2009,3.95,-0.002528446
25/06/2009,3.96,0.038614836
24/06/2009,3.81,0.013210232
23/06/2009,3.76,-0.021053409
22/06/2009,3.84,-0.07280504
19/06/2009,4.13,0.024511031
18/06/2009,4.03,0.009975145
17/06/2009,3.99,-0.063127752
16/06/2009,4.25,-0.018648559
15/06/2009,4.33,-0.029581224
12/06/2009,4.46,0.020385757
11/06/2009,4.37,0.088468648
10/06/2009,4,-0.014888612
09/06/2009,4.06,-0.002460026
08/06/2009,4.07,0.017348638
05/06/2009,4,-0.019802627
04/06/2009,4.08,0.009852296
03/06/2009,4.04,0.009950331
02/06/2009,4,0.00250313
01/06/2009,3.99,-0.048909503
29/05/2009,4.19,0.041418831
28/05/2009,4.02,0.015037877
27/05/2009,3.96,0.033379222
26/05/2009,3.83,-0.053379889
22/05/2009,4.04,-0.014742282
21/05/2009,4.1,-0.17620533
20/05/2009,4.89,-0.069129195
19/05/2009,5.24,-0.035617636
18/05/2009,5.43,0.112960429
15/05/2009,4.85,-0.026451186
14/05/2009,4.98,0.057867382
13/05/2009,4.7,-0.129534052
12/05/2009,5.35,-0.101239888
11/05/2009,5.92,-0.098070494
08/05/2009,6.53,0.221995665
07/05/2009,5.23,-0.108605722
06/05/2009,5.83,0.060088745
05/05/2009,5.49,-0.00725956
04/05/2009,5.53,0.230858588
01/05/2009,4.39,-0.022523475
30/04/2009,4.49,-0.037162746
29/04/2009,4.66,-0.01067246
28/04/2009,4.71,-0.041586034
27/04/2009,4.91,-0.124324166
24/04/2009,5.56,-0.045702153
23/04/2009,5.82,0.003442344
22/04/2009,5.8,-0.056966825
21/04/2009,6.14,0.056966825
20/04/2009,5.8,-0.220381119
17/04/2009,7.23,0.07613151
16/04/2009,6.7,0.292669614
15/04/2009,5,0.05551271
14/04/2009,4.73,-0.061494782
13/04/2009,5.03,0.15448208
09/04/2009,4.31,0.118073101
08/04/2009,3.83,-0.040926428
07/04/2009,3.99,-0.058410762
06/04/2009,4.23,-0.07512063
03/04/2009,4.56,0.024418527
02/04/2009,4.45,0.009029407
01/04/2009,4.41,0.034605529
31/03/2009,4.26,0.088292607
30/03/2009,3.9,-0.102278849
27/03/2009,4.32,-0.051871831
26/03/2009,4.55,-0.030305349
25/03/2009,4.69,0.043579881
24/03/2009,4.49,-0.002224695
23/03/2009,4.5,0.112795494
20/03/2009,4.02,-0.076592445
19/03/2009,4.34,-0.131513228
18/03/2009,4.95,0.190842607
17/03/2009,4.09,0.060471822
16/03/2009,3.85,-0.010336009
13/03/2009,3.89,0.0339902
12/03/2009,3.76,0.063121086
11/03/2009,3.53,-0.05778774
10/03/2009,3.74,0.134295627
09/03/2009,3.27,0.106380404
06/03/2009,2.94,-0.05299253
05/03/2009,3.1,-0.127058878
04/03/2009,3.52,0.025900728
03/03/2009,3.43,-0.040005335
02/03/2009,3.57,0.042925045
27/02/2009,3.42,-0.141540172
26/02/2009,3.94,0.046761766
25/02/2009,3.76,0.133531393
24/02/2009,3.29,0.201346371
23/02/2009,2.69,-0.054262859
20/02/2009,2.84,0.073025135
19/02/2009,2.64,-0.12449447
18/02/2009,2.99,-0.032897704
17/02/2009,3.09,-0.089704619
13/02/2009,3.38,-0.054689886
12/02/2009,3.57,-0.030347156
11/02/2009,3.68,0.127339422
10/02/2009,3.24,-0.359141036
09/02/2009,4.64,0.099629841
06/02/2009,4.2,0.394807814
05/02/2009,2.83,0.12398598
04/02/2009,2.5,-0.043059489
03/02/2009,2.61,-0.112233395
02/02/2009,2.92,-0.169684973
30/01/2009,3.46,-0.179427199
29/01/2009,4.14,-0.096626836
28/01/2009,4.56,0.111225635
27/01/2009,4.08,-0.004889985
26/01/2009,4.1,-0.128028474
23/01/2009,4.66,0.092096465
22/01/2009,4.25,-0.152468594
21/01/2009,4.95,0.073331273
20/01/2009,4.6,-0.277302302
16/01/2009,6.07,-0.004930166
15/01/2009,6.1,-0.115959881
14/01/2009,6.85,-0.051220299
13/01/2009,7.21,0.026705733
12/01/2009,7.02,-0.021142437
09/01/2009,7.17,-0.082935205
08/01/2009,7.79,-0.015286922
07/01/2009,7.91,-0.110027233
06/01/2009,8.83,0.012535777
05/01/2009,8.72,
