Date,Close,ACN
26/07/2013,73.12,-0.000273486
25/07/2013,73.14,-0.00789872
24/07/2013,73.72,-0.007163645
23/07/2013,74.25,-0.010050336
22/07/2013,75,-0.00292904
19/07/2013,75.22,-0.002920485
18/07/2013,75.44,0.003718464
17/07/2013,75.16,-0.001728149
16/07/2013,75.29,-0.012670092
15/07/2013,76.25,0.009619894
12/07/2013,75.52,0.004246291
11/07/2013,75.2,0.011367558
10/07/2013,74.35,0.003368141
