Date,Close,JOY
06/09/2013,51,0.002748873
05/09/2013,50.86,0.019055757
04/09/2013,49.9,0.006836946
03/09/2013,49.56,0.008917773
30/08/2013,49.12,-0.001220753
29/08/2013,49.18,0.00591416
28/08/2013,48.89,-0.048312788
27/08/2013,51.31,-0.029950405
26/08/2013,52.87,0.007975735
23/08/2013,52.45,-0.00057181
22/08/2013,52.48,0.036282959
21/08/2013,50.61,-0.026325007
20/08/2013,51.96,0.015711699
19/08/2013,51.15,-0.021468768
16/08/2013,52.26,-0.008004617
15/08/2013,52.68,0.001709889
14/08/2013,52.59,0.000951203
13/08/2013,52.54,0.013412732
12/08/2013,51.84,0.014377555
09/08/2013,51.1,0.031609828
08/08/2013,49.51,0.024329116
07/08/2013,48.32,-0.00967982
06/08/2013,48.79,-0.021292501
05/08/2013,49.84,-0.012759344
02/08/2013,50.48,0.009354233
01/08/2013,50.01,0.010250316
31/07/2013,49.5,0.001617469
30/07/2013,49.42,0.015086932
29/07/2013,48.68,-0.00307661
26/07/2013,48.83,0.006987287
25/07/2013,48.49,0.002477804
24/07/2013,48.37,-0.034941601
23/07/2013,50.09,-0.005971355
22/07/2013,50.39,0.002583211
19/07/2013,50.26,-0.001590458
18/07/2013,50.34,-0.011062934
17/07/2013,50.9,-0.024836356
16/07/2013,52.18,0.011565279
15/07/2013,51.58,0.000387822
12/07/2013,51.56,0.003497186
11/07/2013,51.38,0.040919313
10/07/2013,49.32,-0.003238869
09/07/2013,49.48,0.007302264
08/07/2013,49.12,0.006126219
05/07/2013,48.82,0.00988069
03/07/2013,48.34,-0.000206847
02/07/2013,48.35,-0.009673843
01/07/2013,48.82,0.005957902
28/06/2013,48.53,-0.01857765
27/06/2013,49.44,0.009143617
26/06/2013,48.99,-0.022404812
25/06/2013,50.1,0.008016075
24/06/2013,49.7,-0.012000144
21/06/2013,50.3,-0.016170733
20/06/2013,51.12,-0.035361102
19/06/2013,52.96,-0.001509434
18/06/2013,53.04,0.011948933
17/06/2013,52.41,-0.008549496
14/06/2013,52.86,-0.018369776
13/06/2013,53.84,0.035350056
12/06/2013,51.97,-0.00594726
11/06/2013,52.28,-0.009328959
10/06/2013,52.77,-0.016911339
07/06/2013,53.67,0.01180784
06/06/2013,53.04,0.003210276
05/06/2013,52.87,-0.022073474
04/06/2013,54.05,0.005379848
03/06/2013,53.76,-0.005934736
31/05/2013,54.08,-0.027898609
30/05/2013,55.61,0.009576367
29/05/2013,55.08,0.005278978
28/05/2013,54.79,-0.011432844
24/05/2013,55.42,-0.01237351
23/05/2013,56.11,-0.012574327
22/05/2013,56.82,-0.036801251
21/05/2013,58.95,0.002377719
20/05/2013,58.81,0.035832479
17/05/2013,56.74,0.002823864
16/05/2013,56.58,0.008341516
15/05/2013,56.11,-0.01116538
14/05/2013,56.74,-0.014522169
13/05/2013,57.57,-0.036497912
10/05/2013,59.71,-0.015125361
09/05/2013,60.62,-0.014087047
08/05/2013,61.48,0.021039566
07/05/2013,60.2,0.025062282
06/05/2013,58.71,0.018566805
03/05/2013,57.63,0.042174925
02/05/2013,55.25,0.011651324
01/05/2013,54.61,-0.034377542
30/04/2013,56.52,-0.0117845
29/04/2013,57.19,0.010370073
26/04/2013,56.6,-0.012466143
25/04/2013,57.31,0.020270369
24/04/2013,56.16,0.017966707
23/04/2013,55.16,0.012404391
22/04/2013,54.48,0.004968269
19/04/2013,54.21,0.01094326
18/04/2013,53.62,0.003549747
17/04/2013,53.43,-0.016151841
16/04/2013,54.3,0.029719036
15/04/2013,52.71,-0.032844901
12/04/2013,54.47,-0.006769763
11/04/2013,54.84,-0.0428331
10/04/2013,57.24,-0.015772924
09/04/2013,58.15,0.022961524
08/04/2013,56.83,0.001761184
05/04/2013,56.73,-0.000176258
04/04/2013,56.74,0.012949183
03/04/2013,56.01,-0.022421276
02/04/2013,57.28,-0.008171827
01/04/2013,57.75,-0.030189041
28/03/2013,59.52,-0.008032172
27/03/2013,60,0.019182819
26/03/2013,58.86,0.017999972
25/03/2013,57.81,-0.010325337
22/03/2013,58.41,0.002056556
21/03/2013,58.29,-0.007349832
20/03/2013,58.72,-0.005265405
19/03/2013,59.03,-0.046019374
18/03/2013,61.81,-0.0051638
15/03/2013,62.13,0.007107121
14/03/2013,61.69,0.002434473
13/03/2013,61.54,0.004233844
12/03/2013,61.28,-0.007478494
11/03/2013,61.74,-0.022264073
08/03/2013,63.13,0.021292728
07/03/2013,61.8,-0.004037147
06/03/2013,62.05,0.006954018
05/03/2013,61.62,0.023646422
04/03/2013,60.18,-0.030761588
01/03/2013,62.06,-0.020415382
28/02/2013,63.34,-0.001735153
27/02/2013,63.45,0.056574521
26/02/2013,59.96,0.004345653
25/02/2013,59.7,-0.054120116
22/02/2013,63.02,0.003974884
21/02/2013,62.77,-0.038748794
20/02/2013,65.25,0.026556417
19/02/2013,63.54,0.010759597
15/02/2013,62.86,0.002070229
14/02/2013,62.73,-0.001433692
13/02/2013,62.82,0.01104453
12/02/2013,62.13,0.00306279
11/02/2013,61.94,0.007942339
08/02/2013,61.45,0.004240059
07/02/2013,61.19,-0.018459073
06/02/2013,62.33,-0.013069998
05/02/2013,63.15,0.006832473
04/02/2013,62.72,-0.022543715
01/02/2013,64.15,0.015394586
31/01/2013,63.17,0.013065833
30/01/2013,62.35,-0.008782492
29/01/2013,62.9,0.003822878
28/01/2013,62.66,-0.009529932
25/01/2013,63.26,-0.04149202
24/01/2013,65.94,-0.009358559
23/01/2013,66.56,-0.032227475
22/01/2013,68.74,-0.00392015
18/01/2013,69.01,0.011367071
17/01/2013,68.23,0.007798171
16/01/2013,67.7,-0.010286645
15/01/2013,68.4,0.002635048
14/01/2013,68.22,0.001320132
11/01/2013,68.13,-0.008331554
10/01/2013,68.7,0.010682768
09/01/2013,67.97,0.01347869
08/01/2013,67.06,0.001342983
07/01/2013,66.97,0.017017202
04/01/2013,65.84,0.010074883
03/01/2013,65.18,-0.012502069
02/01/2013,66,0.03421508
31/12/2012,63.78,0.036727743
28/12/2012,61.48,-0.011643081
27/12/2012,62.2,-0.000482199
26/12/2012,62.23,-0.003048538
24/12/2012,62.42,-0.001600769
21/12/2012,62.52,-0.00939273
20/12/2012,63.11,0.008593306
19/12/2012,62.57,0.003201539
18/12/2012,62.37,0.021882711
17/12/2012,61.02,-0.010109331
14/12/2012,61.64,0.020321906
13/12/2012,60.4,0.003815216
12/12/2012,60.17,0.038974774
11/12/2012,57.87,-0.000863632
10/12/2012,57.92,0.008495933
07/12/2012,57.43,0.017211524
06/12/2012,56.45,-0.00318359
05/12/2012,56.63,0.018895393
04/12/2012,55.57,-0.010917334
03/12/2012,56.18,-0.014314992
30/11/2012,56.99,-0.005075709
29/11/2012,57.28,0.017079383
28/11/2012,56.31,0.011251123
27/11/2012,55.68,-0.023605675
26/11/2012,57.01,-0.002102682
23/11/2012,57.13,0.026067617
21/11/2012,55.66,-0.005196679
20/11/2012,55.95,-0.01982015
19/11/2012,57.07,0.039129601
16/11/2012,54.88,-0.008346991
15/11/2012,55.34,0.001627634
14/11/2012,55.25,-0.042174925
13/11/2012,57.63,-0.011901822
12/11/2012,58.32,0.013117206
09/11/2012,57.56,-0.001562365
08/11/2012,57.65,-0.030408903
07/11/2012,59.43,-0.069699336
06/11/2012,63.72,-0.002194702
05/11/2012,63.86,-0.002033634
02/11/2012,63.99,-0.031382363
01/11/2012,66.03,0.055742948
31/10/2012,62.45,0.014516384
26/10/2012,61.55,0.02984804
25/10/2012,59.74,0
24/10/2012,59.74,-0.017587976
23/10/2012,60.8,-0.034433209
22/10/2012,62.93,0.011507239
19/10/2012,62.21,-0.011666133
18/10/2012,62.94,0.017954955
17/10/2012,61.82,0.015322223
16/10/2012,60.88,0.014393499
15/10/2012,60.01,0.026510628
12/10/2012,58.44,-0.002051283
11/10/2012,58.56,0.041313065
10/10/2012,56.19,-0.026864929
09/10/2012,57.72,0.006605273
08/10/2012,57.34,0.00331907
05/10/2012,57.15,-0.006974745
04/10/2012,57.55,0.027123889
03/10/2012,56.01,-0.004631287
02/10/2012,56.27,0.002669278
01/10/2012,56.12,0.001069709
28/09/2012,56.06,-0.022750298
27/09/2012,57.35,0.017235741
26/09/2012,56.37,-0.009006683
25/09/2012,56.88,-0.056230104
24/09/2012,60.17,0.012711327
21/09/2012,59.41,-0.021645867
20/09/2012,60.71,-0.023281475
19/09/2012,62.14,0.014589333
18/09/2012,61.24,0.015302643
17/09/2012,60.31,-0.021163943
14/09/2012,61.6,0.043463467
13/09/2012,58.98,0.039600575
12/09/2012,56.69,0.003888305
11/09/2012,56.47,0.02274657
10/09/2012,55.2,-0.025575927
07/09/2012,56.63,0.064550294
06/09/2012,53.09,0.036249055
05/09/2012,51.2,-0.008750664
04/09/2012,51.65,-0.032945948
31/08/2012,53.38,0.026769515
30/08/2012,51.97,-0.046248843
29/08/2012,54.43,0.025303676
28/08/2012,53.07,-0.024200734
27/08/2012,54.37,-0.022190798
24/08/2012,55.59,-0.022236974
23/08/2012,56.84,-0.017958812
22/08/2012,57.87,-0.000690966
21/08/2012,57.91,0.014261111
20/08/2012,57.09,0.02106459
17/08/2012,55.9,-0.001430104
16/08/2012,55.98,0.027344393
15/08/2012,54.47,-0.002017424
14/08/2012,54.58,-0.023181045
13/08/2012,55.86,-0.024404394
10/08/2012,57.24,0.008773525
09/08/2012,56.74,0.010096623
08/08/2012,56.17,0.019959307
07/08/2012,55.06,0.048563165
06/08/2012,52.45,0.036304094
03/08/2012,50.58,0.036440872
02/08/2012,48.77,-0.015665054
01/08/2012,49.54,-0.047308782
31/07/2012,51.94,-0.005376357
30/07/2012,52.22,-0.015015012
27/07/2012,53.01,0.033374789
26/07/2012,51.27,0.005476251
25/07/2012,50.99,0.024820097
24/07/2012,49.74,-0.031465938
23/07/2012,51.33,-0.004082829
20/07/2012,51.54,-0.026045134
19/07/2012,52.9,0.020434207
18/07/2012,51.83,0.025006187
17/07/2012,50.55,0.028493099
16/07/2012,49.13,-0.029284082
13/07/2012,50.59,0.033363223
12/07/2012,48.93,-0.010571353
11/07/2012,49.45,-0.022594183
10/07/2012,50.58,-0.056499175
09/07/2012,53.52,-0.031993904
06/07/2012,55.26,-0.033280053
05/07/2012,57.13,0.016234696
03/07/2012,56.21,0.033650063
02/07/2012,54.35,-0.042858558
29/06/2012,56.73,0.050616262
28/06/2012,53.93,0.03817546
27/06/2012,51.91,0
26/06/2012,51.91,-0.003845419
25/06/2012,52.11,-0.039877392
22/06/2012,54.23,-0.01082083
21/06/2012,54.82,-0.03424808
20/06/2012,56.73,-0.02006873
19/06/2012,57.88,0.034092214
18/06/2012,55.94,0.001789229
15/06/2012,55.84,0.005927274
14/06/2012,55.51,0.010685604
13/06/2012,54.92,-0.038225765
12/06/2012,57.06,0.032054026
11/06/2012,55.26,-0.050460519
08/06/2012,58.12,0.013685792
07/06/2012,57.33,-0.012480661
06/06/2012,58.05,0.033456137
05/06/2012,56.14,0.029097562
04/06/2012,54.53,-0.021049589
01/06/2012,55.69,-0.003047963
31/05/2012,55.86,-0.055535982
30/05/2012,59.05,-0.053897859
29/05/2012,62.32,0.03444395
25/05/2012,60.21,0.007836639
24/05/2012,59.74,-0.068881271
23/05/2012,64,0.01131376
22/05/2012,63.28,-0.020490277
21/05/2012,64.59,0.063104859
18/05/2012,60.64,0.025554626
17/05/2012,59.11,-0.027696131
16/05/2012,60.77,-0.001808467
15/05/2012,60.88,-0.04480878
14/05/2012,63.67,-0.019288201
11/05/2012,64.91,0.002622447
10/05/2012,64.74,0.000927214
09/05/2012,64.68,-0.022775153
08/05/2012,66.17,0.002420942
07/05/2012,66.01,-0.007696409
04/05/2012,66.52,-0.030644097
03/05/2012,68.59,-0.028883393
02/05/2012,70.6,-0.000707965
01/05/2012,70.65,-0.001697073
30/04/2012,70.77,-0.011659892
27/04/2012,71.6,-0.008760398
26/04/2012,72.23,0.020561603
25/04/2012,70.76,-0.014172692
24/04/2012,71.77,-0.002643848
23/04/2012,71.96,-0.029170161
20/04/2012,74.09,-0.016597891
19/04/2012,75.33,-0.012270093
18/04/2012,76.26,-0.000262226
17/04/2012,76.28,0.028590472
16/04/2012,74.13,-0.007525906
13/04/2012,74.69,-0.027988626
12/04/2012,76.81,0.044185497
11/04/2012,73.49,0.019927822
10/04/2012,72.04,-0.011592733
09/04/2012,72.88,-0.029073781
05/04/2012,75.03,-0.004786607
04/04/2012,75.39,0.015775728
03/04/2012,74.21,-0.015245013
02/04/2012,75.35,0.024858519
30/03/2012,73.5,0.006141268
29/03/2012,73.05,0.022426189
28/03/2012,71.43,-0.033588842
27/03/2012,73.87,-0.023546238
26/03/2012,75.63,0.005834786
23/03/2012,75.19,0.007877736
22/03/2012,74.6,-0.025411637
21/03/2012,76.52,0.00787199
20/03/2012,75.92,-0.044314309
19/03/2012,79.36,-0.011152299
16/03/2012,80.25,0.021156815
15/03/2012,78.57,-0.000890529
14/03/2012,78.64,-0.041960715
13/03/2012,82.01,0.040816914
12/03/2012,78.73,-0.019869869
09/03/2012,80.31,-0.009048714
08/03/2012,81.04,0.01994084
07/03/2012,79.44,0.012540541
06/03/2012,78.45,-0.048516977
05/03/2012,82.35,-0.04104055
02/03/2012,85.8,-0.019619787
01/03/2012,87.5,0.006190551
29/02/2012,86.96,-0.053837204
28/02/2012,91.77,0.008316056
27/02/2012,91.01,0.003963453
24/02/2012,90.65,-0.009114432
23/02/2012,91.48,-0.009357048
22/02/2012,92.34,0.025667747
21/02/2012,90,0.019975976
17/02/2012,88.22,0.036476805
16/02/2012,85.06,0.011707105
15/02/2012,84.07,-0.016281624
14/02/2012,85.45,-0.013368406
13/02/2012,86.6,0.033463645
10/02/2012,83.75,-0.027092352
09/02/2012,86.05,-0.041542246
08/02/2012,89.7,-0.033544743
07/02/2012,92.76,-0.029948081
06/02/2012,95.58,-0.001359193
03/02/2012,95.71,0.04509311
02/02/2012,91.49,0.00240753
01/02/2012,91.27,0.006375049
31/01/2012,90.69,-0.01857165
30/01/2012,92.39,-0.007870236
27/01/2012,93.12,0.0104713
26/01/2012,92.15,-0.009504338
25/01/2012,93.03,0.042713854
24/01/2012,89.14,0.030179367
23/01/2012,86.49,0.013151193
20/01/2012,85.36,-0.004558479
19/01/2012,85.75,0.022287344
18/01/2012,83.86,0.029773469
17/01/2012,81.4,-0.016327888
13/01/2012,82.74,-0.015351705
12/01/2012,84.02,0.021777917
11/01/2012,82.21,0.003900066
10/01/2012,81.89,0.046490941
09/01/2012,78.17,0.01235696
06/01/2012,77.21,-0.00838336
05/01/2012,77.86,-0.003845666
04/01/2012,78.16,0.027366989
03/01/2012,76.05,0.014302985
30/12/2011,74.97,-0.007044623
29/12/2011,75.5,0.016156303
28/12/2011,74.29,-0.023414666
27/12/2011,76.05,-0.016949558
23/12/2011,77.35,0.008569255
22/12/2011,76.69,0.015506224
21/12/2011,75.51,-0.014593041
20/12/2011,76.62,0.047714001
19/12/2011,73.05,-0.028608077
16/12/2011,75.17,0.012853303
15/12/2011,74.21,-0.016438726
14/12/2011,75.44,-0.114005437
13/12/2011,84.55,-0.023032526
12/12/2011,86.52,-0.028710106
09/12/2011,89.04,0.019620703
08/12/2011,87.31,-0.034226013
07/12/2011,90.35,-0.000221337
06/12/2011,90.37,0.007999154
05/12/2011,89.65,-0.00567267
02/12/2011,90.16,-0.012455383
01/12/2011,91.29,0.000109547
30/11/2011,91.28,0.099074926
29/11/2011,82.67,-0.024494922
28/11/2011,84.72,0.072692544
25/11/2011,78.78,-0.006200589
23/11/2011,79.27,-0.024178645
22/11/2011,81.21,-0.025410157
21/11/2011,83.3,-0.030502424
18/11/2011,85.88,0.000815423
17/11/2011,85.81,-0.032447673
16/11/2011,88.64,0.029538496
15/11/2011,86.06,0.013688427
14/11/2011,84.89,-0.003292958
11/11/2011,85.17,0.037198572
10/11/2011,82.06,-0.01811425
09/11/2011,83.56,-0.063183786
08/11/2011,89.01,-0.000336984
07/11/2011,89.04,-0.007273573
04/11/2011,89.69,-0.003339273
03/11/2011,89.99,0.030577212
02/11/2011,87.28,0.029533596
01/11/2011,84.74,-0.028616586
31/10/2011,87.2,-0.044740911
28/10/2011,91.19,-0.009603915
27/10/2011,92.07,0.049882321
26/10/2011,87.59,0.026257943
25/10/2011,85.32,-0.01569891
24/10/2011,86.67,0.057586091
21/10/2011,81.82,0.051923889
20/10/2011,77.68,-0.001029336
19/10/2011,77.76,-0.026522715
18/10/2011,79.85,0.053239623
17/10/2011,75.71,-0.04025652
14/10/2011,78.82,0.028047638
13/10/2011,76.64,-0.00481615
12/10/2011,77.01,0.020597645
11/10/2011,75.44,0.032056617
10/10/2011,73.06,0.071332237
07/10/2011,68.03,-0.01878468
06/10/2011,69.32,0.043789704
05/10/2011,66.35,0.073308338
04/10/2011,61.66,0.01915736
03/10/2011,60.49,-0.030766649
30/09/2011,62.38,-0.055197174
29/09/2011,65.92,-0.004087509
28/09/2011,66.19,-0.050091485
27/09/2011,69.59,0.050998377
26/09/2011,66.13,0.017081397
23/09/2011,65.01,0.018631186
22/09/2011,63.81,-0.098851366
21/09/2011,70.44,-0.074260066
20/09/2011,75.87,-0.052129902
19/09/2011,79.93,-0.018224021
16/09/2011,81.4,-0.009049836
15/09/2011,82.14,0.020292155
14/09/2011,80.49,0.014894824
13/09/2011,79.3,0.031252544
12/09/2011,76.86,-0.021495132
09/09/2011,78.53,-0.037122303
08/09/2011,81.5,-0.019562011
07/09/2011,83.11,0.039389179
06/09/2011,79.9,0.006403437
02/09/2011,79.39,-0.033078271
01/09/2011,82.06,-0.016796963
31/08/2011,83.45,0.010964626
30/08/2011,82.54,0.021058565
29/08/2011,80.82,0.062017574
26/08/2011,75.96,0.035237084
25/08/2011,73.33,-0.02690866
24/08/2011,75.33,0.036225072
23/08/2011,72.65,0.042888823
22/08/2011,69.6,-0.023991498
19/08/2011,71.29,-0.018621994
18/08/2011,72.63,-0.089246245
17/08/2011,79.41,-0.0048992
16/08/2011,79.8,-0.026951811
15/08/2011,81.98,0.018342362
12/08/2011,80.49,0.020458825
11/08/2011,78.86,0.047522897
10/08/2011,75.2,-0.045237763
09/08/2011,78.68,0.092898246
08/08/2011,71.7,-0.104020706
05/08/2011,79.56,-0.022986662
04/08/2011,81.41,-0.085874507
03/08/2011,88.71,-0.000450806
02/08/2011,88.75,-0.047098593
01/08/2011,93.03,-0.009521334
29/07/2011,93.92,0.002665389
28/07/2011,93.67,-0.007339287
27/07/2011,94.36,-0.0381563
26/07/2011,98.03,-0.02199443
25/07/2011,100.21,0.003598924
22/07/2011,99.85,-0.004696017
21/07/2011,100.32,0.032726694
20/07/2011,97.09,-0.01462119
19/07/2011,98.52,0.018956457
18/07/2011,96.67,-0.006598642
15/07/2011,97.31,0.019718364
14/07/2011,95.41,0.005675861
13/07/2011,94.87,0.01155592
12/07/2011,93.78,-0.00733071
11/07/2011,94.47,-0.029002659
08/07/2011,97.25,-0.016925363
07/07/2011,98.91,0.022390139
06/07/2011,96.72,0.000206804
05/07/2011,96.7,-0.004539834
01/07/2011,97.14,0.019753215
30/06/2011,95.24,0.055368875
29/06/2011,90.11,0.002444446
28/06/2011,89.89,0.031415013
27/06/2011,87.11,0.005294672
24/06/2011,86.65,-0.01250088
23/06/2011,87.74,0.002739102
22/06/2011,87.5,-0.006379607
21/06/2011,88.06,0.037840789
20/06/2011,84.79,0.016889079
17/06/2011,83.37,-0.001078943
16/06/2011,83.46,-0.011792168
15/06/2011,84.45,-0.034793201
14/06/2011,87.44,0.030067852
13/06/2011,84.85,-0.030525204
10/06/2011,87.48,-0.031505756
09/06/2011,90.28,0.010914464
08/06/2011,89.3,-0.001566522
07/06/2011,89.44,-0.006686007
06/06/2011,90.04,0.014092617
03/06/2011,88.78,-0.019298942
02/06/2011,90.51,0.050415614
01/06/2011,86.06,-0.040868473
31/05/2011,89.65,0.00503216
27/05/2011,89.2,0.008443619
26/05/2011,88.45,0.013430659
25/05/2011,87.27,0.015124689
24/05/2011,85.96,-0.01821376
23/05/2011,87.54,-0.031595185
20/05/2011,90.35,0.001883344
19/05/2011,90.18,0.012946609
18/05/2011,89.02,0.032306902
17/05/2011,86.19,-0.024865217
16/05/2011,88.36,0.010009183
13/05/2011,87.48,-0.00547197
12/05/2011,87.96,-0.012091226
11/05/2011,89.03,-0.041473248
10/05/2011,92.8,0.007897482
09/05/2011,92.07,0.02842227
06/05/2011,89.49,-0.003235346
05/05/2011,89.78,-0.053246165
04/05/2011,94.69,-0.017794064
03/05/2011,96.39,-0.04552923
02/05/2011,100.88,-0.000693653
29/04/2011,100.95,0.010956285
28/04/2011,99.85,0.002808145
27/04/2011,99.57,-0.002908291
26/04/2011,99.86,0.023916827
25/04/2011,97.5,-0.009797996
21/04/2011,98.46,0.016590242
20/04/2011,96.84,0.026791054
19/04/2011,94.28,0.010341795
18/04/2011,93.31,-0.037339354
15/04/2011,96.86,0.009230994
14/04/2011,95.97,0.012266233
13/04/2011,94.8,0.014985136
12/04/2011,93.39,-0.027147165
11/04/2011,95.96,-0.030380005
08/04/2011,98.92,0.001112628
07/04/2011,98.81,-0.002022041
06/04/2011,99.01,-0.018115894
05/04/2011,100.82,-0.015159263
04/04/2011,102.36,0.007452476
01/04/2011,101.6,0.027844721
31/03/2011,98.81,0.036273941
30/03/2011,95.29,0.008430865
29/03/2011,94.49,-0.004013525
28/03/2011,94.87,-0.011944819
25/03/2011,96.01,0.00448876
24/03/2011,95.58,0.022216083
23/03/2011,93.48,0.005470649
22/03/2011,92.97,-0.019281556
21/03/2011,94.78,0.030204717
18/03/2011,91.96,0.008298803
17/03/2011,91.2,0.027231469
16/03/2011,88.75,-0.009085363
15/03/2011,89.56,-0.011655791
14/03/2011,90.61,0.000551968
11/03/2011,90.56,0.024140645
10/03/2011,88.4,-0.042521906
09/03/2011,92.24,-0.015597584
08/03/2011,93.69,-0.001386593
07/03/2011,93.82,-0.029304203
04/03/2011,96.61,-0.007425011
03/03/2011,97.33,0.03141401
02/03/2011,94.32,-0.029768766
01/03/2011,97.17,-0.002158829
28/02/2011,97.38,0.036071027
25/02/2011,93.93,0.005658479
24/02/2011,93.4,0.003861837
23/02/2011,93.04,-0.036720733
22/02/2011,96.52,-0.0357199
18/02/2011,100.03,0.019788632
17/02/2011,98.07,0.01220841
16/02/2011,96.88,0.029433913
15/02/2011,94.07,-0.017596998
14/02/2011,95.74,0.0195123
11/02/2011,93.89,0.013294932
10/02/2011,92.65,0.007366516
09/02/2011,91.97,-0.016819804
08/02/2011,93.53,-0.004906153
07/02/2011,93.99,0.015655477
04/02/2011,92.53,0.025947047
03/02/2011,90.16,-0.001440843
02/02/2011,90.29,0.004996402
01/02/2011,89.84,0.030055364
31/01/2011,87.18,0.021214498
28/01/2011,85.35,-0.020755571
