Date,Close,WYN
29/11/2013,71.71,-0.007640518
27/11/2013,72.26,0.00945502
26/11/2013,71.58,0.010956705
25/11/2013,70.8,-0.002116403
22/11/2013,70.95,0.011339597
21/11/2013,70.15,0.027018909
20/11/2013,68.28,-0.007005283
19/11/2013,68.76,-0.00695655
18/11/2013,69.24,0.004632319
15/11/2013,68.92,0.014763113
14/11/2013,67.91,0.014834866
13/11/2013,66.91,0.012633647
12/11/2013,66.07,-0.006336774
11/11/2013,66.49,0.004371097
08/11/2013,66.2,0.009104767
07/11/2013,65.6,-0.02499001
06/11/2013,67.26,0.004022352
05/11/2013,66.99,-0.006694959
04/11/2013,67.44,0.009535233
01/11/2013,66.8,0.006006024
31/10/2013,66.4,0.002261592
30/10/2013,66.25,-0.015427551
29/10/2013,67.28,0.003871933
28/10/2013,67.02,-0.004911821
25/10/2013,67.35,0.004315162
24/10/2013,67.06,0.027055228
23/10/2013,65.27,-0.001377938
22/10/2013,65.36,0.018218815
21/10/2013,64.18,-0.000467326
18/10/2013,64.21,0.006249044
17/10/2013,63.81,0.01675134
16/10/2013,62.75,0.018496707
15/10/2013,61.6,-0.005342844
14/10/2013,61.93,0.005992406
11/10/2013,61.56,0.016708005
10/10/2013,60.54,0.017664182
09/10/2013,59.48,0.002019523
08/10/2013,59.36,-0.019848871
07/10/2013,60.55,-0.004777997
04/10/2013,60.84,0.007589543
03/10/2013,60.38,-0.00857525
02/10/2013,60.9,-0.000984737
01/10/2013,60.96,-0.000164029
30/09/2013,60.97,-0.01109129
27/09/2013,61.65,-0.004692945
26/09/2013,61.94,0.00016146
25/09/2013,61.93,-0.000645682
24/09/2013,61.97,0.005339387
23/09/2013,61.64,-0.012734919
20/09/2013,62.43,-0.010516349
19/09/2013,63.09,-0.008365608
18/09/2013,63.62,0.016162608
17/09/2013,62.6,-0.002711974
16/09/2013,62.77,0.010892307
13/09/2013,62.09,0.00549097
12/09/2013,61.75,-0.005652013
11/09/2013,62.1,0.009708814
10/09/2013,61.5,0.01046103
09/09/2013,60.86,0.008746652
06/09/2013,60.33,-0.001656178
05/09/2013,60.43,-0.003469071
04/09/2013,60.64,0.010276901
03/09/2013,60.02,0.011057241
30/08/2013,59.36,-0.002859788
29/08/2013,59.53,0.018993279
28/08/2013,58.41,-0.007164821
27/08/2013,58.83,-0.038187216
26/08/2013,61.12,0.011518969
23/08/2013,60.42,0.001656452
22/08/2013,60.32,0.024841828
21/08/2013,58.84,-0.016183765
20/08/2013,59.8,0.009577491
19/08/2013,59.23,-0.001518347
16/08/2013,59.32,-0.003029795
15/08/2013,59.5,-0.01385318
14/08/2013,60.33,0.00782099
13/08/2013,59.86,-0.006991871
12/08/2013,60.28,-0.008260414
09/08/2013,60.78,-0.010311901
08/08/2013,61.41,0.006534903
07/08/2013,61.01,-0.016257877
06/08/2013,62.01,-0.016473783
05/08/2013,63.04,-0.009629879
02/08/2013,63.65,-0.000942211
01/08/2013,63.71,0.02238011
31/07/2013,62.3,0.008543616
30/07/2013,61.77,0.004380635
29/07/2013,61.5,-0.004380635
26/07/2013,61.77,0.006170854
25/07/2013,61.39,0.002446385
24/07/2013,61.24,0.021957135
23/07/2013,59.91,-0.001501126
22/07/2013,60,0.002670229
19/07/2013,59.84,-0.00200334
18/07/2013,59.96,-0.007642503
17/07/2013,60.42,0.021074538
16/07/2013,59.16,-0.007409936
15/07/2013,59.6,-0.006188863
12/07/2013,59.97,0.000333556
11/07/2013,59.95,0.007198491
10/07/2013,59.52,0.007927848
09/07/2013,59.05,0.004582882
08/07/2013,58.78,-0.002718316
05/07/2013,58.94,0.036455622
03/07/2013,56.83,-0.004214229
02/07/2013,57.07,-0.005417226
01/07/2013,57.38,0.002617574
28/06/2013,57.23,-0.003314438
27/06/2013,57.42,0.009800568
26/06/2013,56.86,0.008655004
25/06/2013,56.37,0.027334915
24/06/2013,54.85,-0.005454559
21/06/2013,55.15,-0.009384656
20/06/2013,55.67,-0.049414397
19/06/2013,58.49,-0.018967546
18/06/2013,59.61,0.007239698
17/06/2013,59.18,0.006611875
14/06/2013,58.79,-0.008637534
13/06/2013,59.3,0.031868381
12/06/2013,57.44,-0.00849446
11/06/2013,57.93,-0.000345185
10/06/2013,57.95,-0.006364518
07/06/2013,58.32,0.011901822
06/06/2013,57.63,0.009064033
05/06/2013,57.11,-0.012528439
04/06/2013,57.83,-0.004141507
03/06/2013,58.07,-0.000860659
31/05/2013,58.12,-0.016890276
30/05/2013,59.11,-0.011772756
29/05/2013,59.81,-0.026725444
28/05/2013,61.43,0.015585583
24/05/2013,60.48,-0.006756226
23/05/2013,60.89,0.003290018
22/05/2013,60.69,-0.010327114
21/05/2013,61.32,0.005068269
20/05/2013,61.01,0.000327869
17/05/2013,60.99,-0.0062112
16/05/2013,61.37,-0.019684405
15/05/2013,62.59,-0.019617778
14/05/2013,63.83,-0.004377059
13/05/2013,64.11,-0.008851677
10/05/2013,64.68,0.019199841
09/05/2013,63.45,-0.00471699
08/05/2013,63.75,-0.001097437
07/05/2013,63.82,-0.002191267
06/05/2013,63.96,0.021971958
03/05/2013,62.57,0.019364814
02/05/2013,61.37,0.020412231
01/05/2013,60.13,0.000831878
30/04/2013,60.08,-0.006635724
29/04/2013,60.48,-0.01281437
26/04/2013,61.26,-0.021638177
25/04/2013,62.6,0.012214874
24/04/2013,61.84,-0.040718496
23/04/2013,64.41,0.01265543
22/04/2013,63.6,0.00425432
19/04/2013,63.33,0.008085656
18/04/2013,62.82,-0.00381316
17/04/2013,63.06,-0.015265069
16/04/2013,64.03,0.013205663
15/04/2013,63.19,-0.03223323
12/04/2013,65.26,0.011249059
11/04/2013,64.53,0.007778508
10/04/2013,64.03,0.013047422
09/04/2013,63.2,-0.005207934
08/04/2013,63.53,0.022766246
05/04/2013,62.1,-0.011049836
04/04/2013,62.79,-0.001273277
03/04/2013,62.87,-0.025906151
02/04/2013,64.52,0.003882294
01/04/2013,64.27,-0.003262139
28/03/2013,64.48,0.00684721
27/03/2013,64.04,0.009413311
26/03/2013,63.44,0.015248072
25/03/2013,62.48,-0.00064
22/03/2013,62.52,0.013040513
21/03/2013,61.71,-0.008873173
20/03/2013,62.26,-0.00224611
19/03/2013,62.4,-0.002241077
18/03/2013,62.54,-0.00685207
15/03/2013,62.97,0.001112259
14/03/2013,62.9,0.003184716
13/03/2013,62.7,0.009615459
12/03/2013,62.1,-0.013277009
11/03/2013,62.93,-0.009646631
08/03/2013,63.54,0.028413723
07/03/2013,61.76,0.003406053
06/03/2013,61.55,0.009795997
05/03/2013,60.95,0.007741124
04/03/2013,60.48,-0.00313661
01/03/2013,60.67,0.007112758
28/02/2013,60.24,0.017921927
27/02/2013,59.17,0.014469569
26/02/2013,58.32,0.016075016
25/02/2013,57.39,-0.017103293
22/02/2013,58.38,0.019895129
21/02/2013,57.23,-0.002791836
20/02/2013,57.39,-0.025461551
19/02/2013,58.87,-0.009130939
15/02/2013,59.41,0.009810633
14/02/2013,58.83,-0.003732614
13/02/2013,59.05,-0.009606546
12/02/2013,59.62,0
11/02/2013,59.62,-0.004518458
08/02/2013,59.89,0.007373923
07/02/2013,59.45,-0.009375592
06/02/2013,60.01,0.065594458
05/02/2013,56.2,0.01127327
04/02/2013,55.57,-0.011095318
01/02/2013,56.19,0.007144163
31/01/2013,55.79,-0.003399842
30/01/2013,55.98,-0.004989319
29/01/2013,56.26,-0.014820314
28/01/2013,57.1,-0.000525256
25/01/2013,57.13,0.011619849
24/01/2013,56.47,0.016246006
23/01/2013,55.56,-0.007888173
22/01/2013,56,-0.001784122
18/01/2013,56.1,-0.005865119
17/01/2013,56.43,0.01355953
16/01/2013,55.67,-0.008050853
15/01/2013,56.12,0.002140564
14/01/2013,56,-0.000357079
11/01/2013,56.02,-0.002852052
10/01/2013,56.18,-0.004085626
09/01/2013,56.41,0.006580726
08/01/2013,56.04,0.000714031
07/01/2013,56,-0.00249688
04/01/2013,56.14,0.013088488
03/01/2013,55.41,0.004884677
02/01/2013,55.14,0.035629057
31/12/2012,53.21,0.02050575
28/12/2012,52.13,-0.015796313
27/12/2012,52.96,0.004542021
26/12/2012,52.72,-0.008311344
24/12/2012,53.16,-0.00412991
21/12/2012,53.38,-0.000374602
20/12/2012,53.4,0.018141087
19/12/2012,52.44,-0.007030908
18/12/2012,52.81,0.013151814
17/12/2012,52.12,0.03633922
14/12/2012,50.26,-0.000795545
13/12/2012,50.3,0.003584947
12/12/2012,50.12,0.000998104
11/12/2012,50.07,-0.007758917
10/12/2012,50.46,0.016383983
07/12/2012,49.64,0.00100776
06/12/2012,49.59,-0.001813237
05/12/2012,49.68,-0.001207001
04/12/2012,49.74,-0.005013547
03/12/2012,49.99,0.018167637
30/11/2012,49.09,0.00531047
29/11/2012,48.83,0
28/11/2012,48.83,-0.00265876
27/11/2012,48.96,-0.006108754
26/11/2012,49.26,-0.018105504
23/11/2012,50.16,0.010823918
21/11/2012,49.62,-0.001610955
20/11/2012,49.7,0.011738649
19/11/2012,49.12,0.004693407
16/11/2012,48.89,-0.001839175
15/11/2012,48.98,-0.019009673
14/11/2012,49.92,-0.022383821
13/11/2012,51.05,-0.001761425
12/11/2012,51.14,-0.004487375
09/11/2012,51.37,0.008405875
08/11/2012,50.94,-0.007237195
07/11/2012,51.31,-0.016621952
06/11/2012,52.17,0.014091537
05/11/2012,51.44,0.018244743
02/11/2012,50.51,-0.015519416
01/11/2012,51.3,0.017699577
31/10/2012,50.4,-0.005145469
26/10/2012,50.66,-0.017415566
25/10/2012,51.55,-0.014252938
24/10/2012,52.29,-0.019131183
23/10/2012,53.3,-0.020979141
22/10/2012,54.43,0.005711669
19/10/2012,54.12,-0.013762948
18/10/2012,54.87,-0.003093443
17/10/2012,55.04,0.005100193
16/10/2012,54.76,0.010463611
15/10/2012,54.19,0.017123069
12/10/2012,53.27,0.007537251
11/10/2012,52.87,-0.009037908
10/10/2012,53.35,-0.006725226
09/10/2012,53.71,-0.010188103
08/10/2012,54.26,-0.006246576
05/10/2012,54.6,0.003485922
04/10/2012,54.41,0.014812343
03/10/2012,53.61,0.007489269
02/10/2012,53.21,0.006410278
01/10/2012,52.87,0.007403926
28/09/2012,52.48,-0.010237056
27/09/2012,53.02,0.010046526
26/09/2012,52.49,-0.000952109
25/09/2012,52.54,-0.011166956
24/09/2012,53.13,0.002449827
21/09/2012,53,-0.006769488
20/09/2012,53.36,-0.002994014
19/09/2012,53.52,0.002431953
18/09/2012,53.39,-0.003179058
17/09/2012,53.56,-0.003541146
14/09/2012,53.75,-0.00408467
13/09/2012,53.97,0.007999299
12/09/2012,53.54,-0.006515894
11/09/2012,53.89,0.003718168
10/09/2012,53.69,-0.011665719
07/09/2012,54.32,0.012411014
06/09/2012,53.65,0.050655836
05/09/2012,51,-0.00878483
04/09/2012,51.45,-0.013321946
31/08/2012,52.14,0.009248621
30/08/2012,51.66,-0.010015492
29/08/2012,52.18,0.008661396
28/08/2012,51.73,0.000773545
27/08/2012,51.69,0.005042679
24/08/2012,51.43,0.015282429
23/08/2012,50.65,-0.007278482
22/08/2012,51.02,-0.004693008
21/08/2012,51.26,-0.00564149
20/08/2012,51.55,-0.018641839
17/08/2012,52.52,0.002860141
16/08/2012,52.37,0.029257148
15/08/2012,50.86,0.004532474
14/08/2012,50.63,-0.005515082
13/08/2012,50.91,-0.007631384
10/08/2012,51.3,0.000194951
09/08/2012,51.29,-0.010859133
08/08/2012,51.85,-0.019291975
07/08/2012,52.86,0.007214765
06/08/2012,52.48,0
03/08/2012,52.48,0.026647647
02/08/2012,51.1,-0.007214616
01/08/2012,51.47,-0.011205681
31/07/2012,52.05,-0.015063685
30/07/2012,52.84,0.010654591
27/07/2012,52.28,0.030490759
26/07/2012,50.71,0.017305255
25/07/2012,49.84,0.028285536
24/07/2012,48.45,-0.018202773
23/07/2012,49.34,-0.028373532
20/07/2012,50.76,-0.011556294
19/07/2012,51.35,0.00998149
18/07/2012,50.84,0.003744216
17/07/2012,50.65,0.014918228
16/07/2012,49.9,-0.006392351
13/07/2012,50.22,0.006392351
12/07/2012,49.9,-0.037176078
11/07/2012,51.79,-0.006735328
10/07/2012,52.14,-0.009163867
09/07/2012,52.62,-0.002467497
06/07/2012,52.75,-0.006048024
05/07/2012,53.07,0.001319883
03/07/2012,53,0.002077628
02/07/2012,52.89,0.002840104
29/06/2012,52.74,0.036297421
28/06/2012,50.86,-0.01133932
27/06/2012,51.44,0.006631583
26/06/2012,51.1,0.006675854
25/06/2012,50.76,-0.009802078
22/06/2012,51.26,-0.003699741
21/06/2012,51.45,-0.015238023
20/06/2012,52.24,-0.003439713
19/06/2012,52.42,0.014217338
18/06/2012,51.68,0.006795483
15/06/2012,51.33,0.0017549
14/06/2012,51.24,0.017919156
13/06/2012,50.33,-0.010278802
12/06/2012,50.85,0.022875189
11/06/2012,49.7,-0.020512518
08/06/2012,50.73,0.009307919
07/06/2012,50.26,0.001194505
06/06/2012,50.2,0.037962541
05/06/2012,48.33,0.015429831
04/06/2012,47.59,0.005055836
01/06/2012,47.35,-0.050448164
31/05/2012,49.8,-0.004607841
30/05/2012,50.03,-0.015273529
29/05/2012,50.8,0.027338827
25/05/2012,49.43,-0.005648593
24/05/2012,49.71,0.004839695
23/05/2012,49.47,0.010362787
22/05/2012,48.96,0.007997582
21/05/2012,48.57,0.037550295
18/05/2012,46.78,-0.013799179
17/05/2012,47.43,-0.048358357
16/05/2012,49.78,-0.020086188
15/05/2012,50.79,-0.001770434
14/05/2012,50.88,-0.014826647
11/05/2012,51.64,0.006021189
10/05/2012,51.33,0.011166734
09/05/2012,50.76,-0.002557798
08/05/2012,50.89,-0.010166265
07/05/2012,51.41,0.005070214
04/05/2012,51.15,-0.008177616
03/05/2012,51.57,0.004469933
02/05/2012,51.34,0.006252463
01/05/2012,51.02,0.013417723
30/04/2012,50.34,-0.005349196
27/04/2012,50.61,0.008134159
26/04/2012,50.2,0.024807161
25/04/2012,48.97,0.038722573
24/04/2012,47.11,-0.000848716
23/04/2012,47.15,-0.007606206
20/04/2012,47.51,-0.009218586
19/04/2012,47.95,0.00732604
18/04/2012,47.6,0.003788681
17/04/2012,47.42,0.013588319
16/04/2012,46.78,0.00321165
13/04/2012,46.63,0.002791798
12/04/2012,46.5,0.016260521
11/04/2012,45.75,0.020760463
10/04/2012,44.81,-0.028164678
09/04/2012,46.09,-0.018700169
05/04/2012,46.96,0.012427844
04/04/2012,46.38,-0.012427844
03/04/2012,46.96,-0.002764489
02/04/2012,47.09,0.012393321
30/03/2012,46.51,0.030341736
29/03/2012,45.12,-0.008606475
28/03/2012,45.51,-0.001098057
27/03/2012,45.56,0.004619962
26/03/2012,45.35,0.015779858
23/03/2012,44.64,-0.000895656
22/03/2012,44.68,-0.009134518
21/03/2012,45.09,0.001331558
20/03/2012,45.03,-0.007962882
19/03/2012,45.39,0.003310165
16/03/2012,45.24,-0.006609409
15/03/2012,45.54,-0.007220248
14/03/2012,45.87,-0.006302314
13/03/2012,46.16,0.028790034
12/03/2012,44.85,0.015730661
09/03/2012,44.15,0.009101314
08/03/2012,43.75,0.004122773
07/03/2012,43.57,0.008991415
06/03/2012,43.18,-0.028087244
05/03/2012,44.41,0.00496615
02/03/2012,44.19,-0.008562468
01/03/2012,44.57,0.013098652
29/02/2012,43.99,-0.007022342
28/02/2012,44.3,0.013179014
27/02/2012,43.72,-0.006838413
24/02/2012,44.02,0.007753745
23/02/2012,43.68,-0.000228912
22/02/2012,43.69,-0.00638834
21/02/2012,43.97,-0.000454752
17/02/2012,43.99,0.011661273
16/02/2012,43.48,0.011333532
15/02/2012,42.99,-0.015922801
14/02/2012,43.68,-0.013416915
13/02/2012,44.27,0.00271432
10/02/2012,44.15,-0.00271432
09/02/2012,44.27,0.019387082
08/02/2012,43.42,0.059056874
07/02/2012,40.93,-0.006574966
06/02/2012,41.2,-0.006773127
03/02/2012,41.48,0.027124448
02/02/2012,40.37,-0.004695424
01/02/2012,40.56,0.019920977
31/01/2012,39.76,-0.005267791
30/01/2012,39.97,0.001251721
27/01/2012,39.92,-0.007984074
26/01/2012,40.24,-0.008660205
25/01/2012,40.59,0.005434796
24/01/2012,40.37,0.011961269
23/01/2012,39.89,-0.000250658
20/01/2012,39.9,0.000501379
19/01/2012,39.88,0.011347997
18/01/2012,39.43,0.010708924
17/01/2012,39.01,-0.001792804
13/01/2012,39.08,-0.010689845
12/01/2012,39.5,0.013765193
11/01/2012,38.96,0.011357892
10/01/2012,38.52,0.00912772
09/01/2012,38.17,0.013982552
06/01/2012,37.64,0.008002177
05/01/2012,37.34,0.012666926
04/01/2012,36.87,-0.014807109
03/01/2012,37.42,-0.010897118
30/12/2011,37.83,-0.006849342
29/12/2011,38.09,0.01587755
28/12/2011,37.49,-0.013775052
27/12/2011,38.01,0.014575586
23/12/2011,37.46,0.027332239
22/12/2011,36.45,0.000274386
21/12/2011,36.44,0.012981815
20/12/2011,35.97,0.032493323
19/12/2011,34.82,-0.000574218
16/12/2011,34.84,0.015037877
15/12/2011,34.32,0.002625822
14/12/2011,34.23,-0.017376632
13/12/2011,34.83,-0.021023502
12/12/2011,35.57,-0.013958909
09/12/2011,36.07,0.032115436
08/12/2011,34.93,-0.02180463
07/12/2011,35.7,-0.003913899
06/12/2011,35.84,-0.00445435
05/12/2011,36,0.004175371
02/12/2011,35.85,0.012349301
01/12/2011,35.41,-0.001128987
30/11/2011,35.45,0.036190049
29/11/2011,34.19,-0.001753361
28/11/2011,34.25,0.040213907
25/11/2011,32.9,0.00609758
23/11/2011,32.7,-0.016980396
22/11/2011,33.26,-0.005696313
21/11/2011,33.45,-0.013953024
18/11/2011,33.92,0.005913678
17/11/2011,33.72,-0.011206251
16/11/2011,34.1,-0.012531127
15/11/2011,34.53,0.007850019
14/11/2011,34.26,-0.007850019
11/11/2011,34.53,0.042899641
10/11/2011,33.08,0.010636782
09/11/2011,32.73,-0.049182911
08/11/2011,34.38,0.012291639
07/11/2011,33.96,-0.002646671
04/11/2011,34.05,0.002057916
03/11/2011,33.98,0.022921081
02/11/2011,33.21,0.014253463
01/11/2011,32.74,-0.028009661
31/10/2011,33.67,-0.028113125
28/10/2011,34.63,-0.012625706
27/10/2011,35.07,0.067527491
26/10/2011,32.78,0.040148538
25/10/2011,31.49,-0.028488388
24/10/2011,32.4,0.045462374
21/10/2011,30.96,0.023199864
20/10/2011,30.25,-0.012483736
19/10/2011,30.63,-0.021638177
18/10/2011,31.3,0.031810537
17/10/2011,30.32,-0.027969303
14/10/2011,31.18,0.006435029
13/10/2011,30.98,-0.003222691
12/10/2011,31.08,0.014258181
11/10/2011,30.64,-0.004883617
10/10/2011,30.79,0.061274394
07/10/2011,28.96,-0.00688234
06/10/2011,29.16,0.021841742
05/10/2011,28.53,0.012698583
04/10/2011,28.17,0.045388077
03/10/2011,26.92,-0.057385398
30/09/2011,28.51,-0.045929937
29/09/2011,29.85,0.001676446
28/09/2011,29.8,-0.036571363
27/09/2011,30.91,0.009753003
26/09/2011,30.61,0.018131369
23/09/2011,30.06,0.010030174
22/09/2011,29.76,-0.037590974
21/09/2011,30.9,-0.03466717
20/09/2011,31.99,-0.006543099
19/09/2011,32.2,0.001554002
16/09/2011,32.15,0.016622619
15/09/2011,31.62,0.017225306
14/09/2011,31.08,0.01719984
13/09/2011,30.55,0.025191919
12/09/2011,29.79,0.01966165
09/09/2011,29.21,-0.041246417
08/09/2011,30.44,-0.021128691
07/09/2011,31.09,0.039362248
06/09/2011,29.89,-0.025434897
02/09/2011,30.66,-0.039333608
01/09/2011,31.89,-0.018332034
31/08/2011,32.48,0.020215274
30/08/2011,31.83,0.01137453
29/08/2011,31.47,0.055197684
26/08/2011,29.78,0.033808923
25/08/2011,28.79,-0.045825089
24/08/2011,30.14,0.040628472
23/08/2011,28.94,0.050675146
22/08/2011,27.51,-0.00217865
19/08/2011,27.57,-0.015119078
18/08/2011,27.99,-0.07400589
17/08/2011,30.14,-0.001657551
16/08/2011,30.19,-0.02389248
15/08/2011,30.92,0.022899267
12/08/2011,30.22,0.031940856
11/08/2011,29.27,0.081837964
10/08/2011,26.97,-0.017641031
09/08/2011,27.45,0.078404706
08/08/2011,25.38,-0.128495091
05/08/2011,28.86,-0.032387354
04/08/2011,29.81,-0.105293422
03/08/2011,33.12,0.023832475
02/08/2011,32.34,-0.07417423
01/08/2011,34.83,0.006914461
29/07/2011,34.59,-0.008635632
28/07/2011,34.89,0.004596388
27/07/2011,34.73,0.016255801
26/07/2011,34.17,-0.000585138
25/07/2011,34.19,-0.002337132
22/07/2011,34.27,0.001752337
21/07/2011,34.21,0.017991932
20/07/2011,33.6,0.000595415
19/07/2011,33.58,0.015909085
18/07/2011,33.05,-0.007535831
15/07/2011,33.3,0.002104315
14/07/2011,33.23,-0.023495505
13/07/2011,34.02,0.010341354
12/07/2011,33.67,-0.013862484
11/07/2011,34.14,-0.017997583
08/07/2011,34.76,-0.01824452
07/07/2011,35.4,0.013079515
06/07/2011,34.94,0.000858984
05/07/2011,34.91,-0.008272761
01/07/2011,35.2,0.045033027
30/06/2011,33.65,0.009255179
29/06/2011,33.34,0.00120048
28/06/2011,33.3,0.034833953
27/06/2011,32.16,0.003738322
24/06/2011,32.04,-0.007462721
23/06/2011,32.28,0.001239926
22/06/2011,32.24,-0.013861303
21/06/2011,32.69,0.023523214
20/06/2011,31.93,0.011338704
17/06/2011,31.57,0.025342174
16/06/2011,30.78,-0.021851769
15/06/2011,31.46,-0.020761991
14/06/2011,32.12,0.021397922
13/06/2011,31.44,-0.001906578
10/06/2011,31.5,-0.023220372
09/06/2011,32.24,0.004351888
08/06/2011,32.1,-0.030375092
07/06/2011,33.09,-0.00150989
06/06/2011,33.14,-0.010804427
03/06/2011,33.5,-0.017458647
02/06/2011,34.09,0.004999275
01/06/2011,33.92,-0.025899891
31/05/2011,34.81,0.002012941
27/05/2011,34.74,0.005194817
26/05/2011,34.56,0.032944156
25/05/2011,33.44,-0.002687772
24/05/2011,33.53,-0.008020242
23/05/2011,33.8,-0.016432295
20/05/2011,34.36,0.001747743
19/05/2011,34.3,0.00878483
18/05/2011,34,0.012727714
17/05/2011,33.57,-0.001190831
16/05/2011,33.61,-0.013006391
13/05/2011,34.05,-0.010807758
12/05/2011,34.42,0.012277266
11/05/2011,34,-0.004694844
10/05/2011,34.16,0.015636843
09/05/2011,33.63,0.000297398
06/05/2011,33.62,0.001786246
05/05/2011,33.56,-0.001786246
04/05/2011,33.62,-0.019149208
03/05/2011,34.27,-0.020220215
02/05/2011,34.97,0.010347893
29/04/2011,34.61,0.009872322
28/04/2011,34.27,0.007909811
27/04/2011,34,0.025619513
26/04/2011,33.14,0.003022063
25/04/2011,33.04,0.010038107
21/04/2011,32.71,0.026015713
20/04/2011,31.87,0.019325803
19/04/2011,31.26,0.006418507
18/04/2011,31.06,-0.003856046
15/04/2011,31.18,0.002247553
14/04/2011,31.11,-0.01023354
13/04/2011,31.43,0.012164042
12/04/2011,31.05,-0.009615459
11/04/2011,31.35,-0.012993369
08/04/2011,31.76,-0.007840718
07/04/2011,32.01,-0.016421748
06/04/2011,32.54,0.012368741
05/04/2011,32.14,0.002180347
04/04/2011,32.07,-0.00776522
01/04/2011,32.32,0.015905528
31/03/2011,31.81,-0.010009467
30/03/2011,32.13,0.026491615
29/03/2011,31.29,0.031820867
28/03/2011,30.31,-0.048617332
25/03/2011,31.82,0.018715852
24/03/2011,31.23,0.022341872
23/03/2011,30.54,0.002622952
22/03/2011,30.46,-0.018862348
21/03/2011,31.04,0.019190701
18/03/2011,30.45,0.01289061
17/03/2011,30.06,0.017450107
16/03/2011,29.54,-0.028697331
15/03/2011,30.4,-0.012747354
14/03/2011,30.79,-0.016108596
11/03/2011,31.29,0.006412334
10/03/2011,31.09,-0.015637785
09/03/2011,31.58,0.001901744
08/03/2011,31.52,0.003177632
07/03/2011,31.42,-0.008872048
04/03/2011,31.7,0.01621915
03/03/2011,31.19,0.015509196
02/03/2011,30.71,-0.000651042
01/03/2011,30.73,-0.01773954
28/02/2011,31.28,-0.00255428
25/02/2011,31.36,0.024206443
24/02/2011,30.61,-0.001305909
23/02/2011,30.65,-0.003907527
22/02/2011,30.77,-0.041380824
18/02/2011,32.07,0.00062383
17/02/2011,32.05,0.002186476
16/02/2011,31.98,0.007532992
15/02/2011,31.74,0.066430669
14/02/2011,29.7,-0.015037877
11/02/2011,30.15,0.017060123
10/02/2011,29.64,-0.001348618
09/02/2011,29.68,-0.038663332
08/02/2011,30.85,0.018649322
07/02/2011,30.28,0.01062427
04/02/2011,29.96,0.006697949
03/02/2011,29.76,0.009792413
02/02/2011,29.47,-0.005414565
01/02/2011,29.63,0.051950739
31/01/2011,28.13,-0.001775884
28/01/2011,28.18,-0.036925128
27/01/2011,29.24,-0.006476927
