Date,Close,FLIR
30/08/2010,24.96,-0.009569451
27/08/2010,25.2,0.030213779
26/08/2010,24.45,0
25/08/2010,24.45,0.002867092
24/08/2010,24.38,-0.034666914
23/08/2010,25.24,-0.043417672
20/08/2010,26.36,-0.011691629
19/08/2010,26.67,-0.031373675
18/08/2010,27.52,-0.007962402
17/08/2010,27.74,0.026298082
16/08/2010,27.02,0.002223046
13/08/2010,26.96,-0.007759137
12/08/2010,27.17,-0.021842878
11/08/2010,27.77,-0.040231255
10/08/2010,28.91,-0.027969081
09/08/2010,29.73,-0.001008573
06/08/2010,29.76,-0.011692133
05/08/2010,30.11,-0.018101531
04/08/2010,30.66,0.007858587
03/08/2010,30.42,-0.006879634
02/08/2010,30.63,0.028814711
30/07/2010,29.76,0.00404041
29/07/2010,29.64,-0.010738358
28/07/2010,29.96,0.007034027
27/07/2010,29.75,-0.018648559
26/07/2010,30.31,0.004961148
23/07/2010,30.16,0.004652717
22/07/2010,30.02,-0.007632358
21/07/2010,30.25,-0.004946424
20/07/2010,30.4,0.002635048
19/07/2010,30.32,0.009277734
16/07/2010,30.04,-0.018796926
15/07/2010,30.61,0.003600069
14/07/2010,30.5,0.002626397
13/07/2010,30.42,0.016573134
12/07/2010,29.92,-0.019527346
09/07/2010,30.51,0.002296966
08/07/2010,30.44,0.004279842
07/07/2010,30.31,0.015627916
06/07/2010,29.84,0.013835213
02/07/2010,29.43,0.007503446
01/07/2010,29.21,0.004116644
30/06/2010,29.09,-0.009919698
29/06/2010,29.38,-0.016205621
28/06/2010,29.86,0.024064879
25/06/2010,29.15,0.001373155
24/06/2010,29.11,0.003785928
23/06/2010,29,0.014238824
22/06/2010,28.59,-0.009399547
21/06/2010,28.86,0.000693241
18/06/2010,28.84,0.00695897
17/06/2010,28.64,0.004198747
16/06/2010,28.52,0.00421645
15/06/2010,28.4,0.024234971
14/06/2010,27.72,0.002528446
11/06/2010,27.65,0.00725956
10/06/2010,27.45,0.026579638
09/06/2010,26.73,-0.010790802
08/06/2010,27.02,-0.002587324
07/06/2010,27.09,-0.022267757
04/06/2010,27.7,-0.037900764
03/06/2010,28.77,-0.00104221
02/06/2010,28.8,0.027456846
01/06/2010,28.02,-0.016634608
28/05/2010,28.49,-0.012210164
27/05/2010,28.84,0.034212471
26/05/2010,27.87,0.002155173
25/05/2010,27.81,0.00576994
24/05/2010,27.65,-0.015431851
21/05/2010,28.08,0.006072532
20/05/2010,27.91,-0.049625835
19/05/2010,29.33,-0.007472861
18/05/2010,29.55,-0.007753283
17/05/2010,29.78,0.021382114
14/05/2010,29.15,-0.036710639
13/05/2010,30.24,-0.00560595
12/05/2010,30.41,0.022614865
11/05/2010,29.73,-0.008373856
10/05/2010,29.98,0.052733888
07/05/2010,28.44,-0.021566053
06/05/2010,29.06,-0.023802552
05/05/2010,29.76,-0.011359962
04/05/2010,30.1,-0.038773386
03/05/2010,31.29,0.0226254
30/04/2010,30.59,-0.014603537
29/04/2010,31.04,0.013949942
28/04/2010,30.61,0.01116963
27/04/2010,30.27,-0.001650438
26/04/2010,30.32,-0.035637072
23/04/2010,31.42,0.045247751
22/04/2010,30.03,0.010376662
21/04/2010,29.72,0.011165739
20/04/2010,29.39,0.009916306
19/04/2010,29.1,-0.006507987
16/04/2010,29.29,0.017218056
15/04/2010,28.79,-0.002081888
14/04/2010,28.85,0.022079047
