Date,Close,PSA
15/03/2011,108.99,-0.006128535
14/03/2011,109.66,-0.010161583
11/03/2011,110.78,0.003073866
10/03/2011,110.44,-0.016790518
09/03/2011,112.31,-0.002401175
08/03/2011,112.58,0.030116783
07/03/2011,109.24,0.001190749
04/03/2011,109.11,-0.012658973
03/03/2011,110.5,0.013025643
02/03/2011,109.07,-0.006852784
01/03/2011,109.82,-0.021885865
28/02/2011,112.25,0.015079722
25/02/2011,110.57,0.014667962
24/02/2011,108.96,-0.000275293
23/02/2011,108.99,-0.017012009
22/02/2011,110.86,-0.007100834
18/02/2011,111.65,0.011349428
17/02/2011,110.39,-0.004338794
16/02/2011,110.87,0.006061447
