Date,Close,AME
24/06/2011,42.52,-0.01169057
23/06/2011,43.02,0.006295928
22/06/2011,42.75,0.006100441
21/06/2011,42.49,0.02913291
20/06/2011,41.27,0.009005781
17/06/2011,40.9,-0.00195408
16/06/2011,40.98,-0.012850219
15/06/2011,41.51,-0.008157435
14/06/2011,41.85,0.016624886
13/06/2011,41.16,-0.00943061
10/06/2011,41.55,-0.012199649
09/06/2011,42.06,0.006440094
08/06/2011,41.79,-0.014962873
07/06/2011,42.42,0.012572814
06/06/2011,41.89,-0.01044892
03/06/2011,42.33,-0.005418791
02/06/2011,42.56,0.011342277
01/06/2011,42.08,-0.032958458
31/05/2011,43.49,0.019503753
27/05/2011,42.65,0.00564309
26/05/2011,42.41,0.001888129
25/05/2011,42.33,0.031923988
24/05/2011,41,-0.023621248
23/05/2011,41.98,-0.014895653
20/05/2011,42.61,-0.011666021
19/05/2011,43.11,0.001392758
18/05/2011,43.05,0.020653163
17/05/2011,42.17,-0.016696449
16/05/2011,42.88,-0.015963323
13/05/2011,43.57,-0.011864159
12/05/2011,44.09,0.001134688
11/05/2011,44.04,-0.020229955
10/05/2011,44.94,0.004683849
09/05/2011,44.73,0.002462228
06/05/2011,44.62,0.013992555
05/05/2011,44,-0.005439723
04/05/2011,44.24,-0.011238599
03/05/2011,44.74,-0.017942668
02/05/2011,45.55,-0.01069996
29/04/2011,46.04,0.002174387
28/04/2011,45.94,-0.017691939
27/04/2011,46.76,-0.000213835
26/04/2011,46.77,0.012695168
25/04/2011,46.18,-0.000865801
21/04/2011,46.22,0.013724211
20/04/2011,45.59,0.025548429
19/04/2011,44.44,0.008587623
18/04/2011,44.06,-0.016432559
15/04/2011,44.79,0.056252635
14/04/2011,42.34,-0.011039454
13/04/2011,42.81,0.011275666
12/04/2011,42.33,-0.011976191
11/04/2011,42.84,-0.01252626
08/04/2011,43.38,-0.016007659
07/04/2011,44.08,-0.012176024
06/04/2011,44.62,0.008552832
05/04/2011,44.24,-0.008552832
04/04/2011,44.62,0
01/04/2011,44.62,0.016951474
31/03/2011,43.87,0.01307808
30/03/2011,43.3,0.008814717
29/03/2011,42.92,0.014787266
28/03/2011,42.29,-0.008711062
25/03/2011,42.66,0.009184098
24/03/2011,42.27,0.010224795
23/03/2011,41.84,0.002392918
22/03/2011,41.74,-0.013563563
21/03/2011,42.31,0.03169533
18/03/2011,40.99,0.005872295
17/03/2011,40.75,0.013588844
16/03/2011,40.2,-0.01113184
15/03/2011,40.65,-0.007352974
14/03/2011,40.95,-0.025079684
11/03/2011,41.99,0.008850674
10/03/2011,41.62,-0.027957282
09/03/2011,42.8,0.00821119
08/03/2011,42.45,0.011371835
07/03/2011,41.97,-0.011842867
04/03/2011,42.47,-0.014260908
03/03/2011,43.08,0.023011112
02/03/2011,42.1,0.01676686
01/03/2011,41.4,-0.013197552
28/02/2011,41.95,-0.004518975
25/02/2011,42.14,0.0228019
24/02/2011,41.19,-0.004843797
23/02/2011,41.39,-0.007221986
22/02/2011,41.69,-0.033725635
18/02/2011,43.12,0.004183134
17/02/2011,42.94,0.000465875
16/02/2011,42.92,-0.001862198
15/02/2011,43,-0.010410736
14/02/2011,43.45,-0.005966057
11/02/2011,43.71,-0.00319781
10/02/2011,43.85,0.027278622
09/02/2011,42.67,-0.008633819
08/02/2011,43.04,0.025174839
07/02/2011,41.97,0.007653709
