Date,Close,GAS
26/09/2013,46,-0.003905407
25/09/2013,46.18,-0.012053525
24/09/2013,46.74,0.007947631
23/09/2013,46.37,0.012586972
20/09/2013,45.79,-0.006747223
19/09/2013,46.1,0.000650971
18/09/2013,46.07,0.029517562
17/09/2013,44.73,0.005829613
16/09/2013,44.47,0.009943585
13/09/2013,44.03,0.004324577
12/09/2013,43.84,-0.005686357
11/09/2013,44.09,-0.010379155
10/09/2013,44.55,0.011286802
09/09/2013,44.05,0.004550634
06/09/2013,43.85,0.014008726
05/09/2013,43.24,-0.004154172
04/09/2013,43.42,0.002536609
03/09/2013,43.31,-0.014669069
30/08/2013,43.95,-0.00363389
29/08/2013,44.11,0.002951529
28/08/2013,43.98,-0.01735646
27/08/2013,44.75,-0.011332195
26/08/2013,45.26,-0.001545425
23/08/2013,45.33,0.008640798
22/08/2013,44.94,0.000890472
21/08/2013,44.9,-0.009972382
20/08/2013,45.35,0.01533193
19/08/2013,44.66,0.003589057
16/08/2013,44.5,-0.009393941
15/08/2013,44.92,-0.013048952
14/08/2013,45.51,-0.013748171
13/08/2013,46.14,-0.001948685
12/08/2013,46.23,0.00694598
09/08/2013,45.91,-0.002393126
08/08/2013,46.02,0.006102896
07/08/2013,45.74,-0.001529219
06/08/2013,45.81,-0.004138989
05/08/2013,46,0.000217415
02/08/2013,45.99,-0.009737175
01/08/2013,46.44,0.01409543
31/07/2013,45.79,-0.00826451
30/07/2013,46.17,0.004558784
29/07/2013,45.96,-0.0039088
26/07/2013,46.14,0.006741354
25/07/2013,45.83,0.010969834
24/07/2013,45.33,-0.013802388
23/07/2013,45.96,0.006548812
22/07/2013,45.66,-0.002187706
19/07/2013,45.76,0.003721953
18/07/2013,45.59,0.006602137
17/07/2013,45.29,-0.001323919
16/07/2013,45.35,-0.000220483
15/07/2013,45.36,0.014209831
12/07/2013,44.72,0.000223639
11/07/2013,44.71,0.012604263
10/07/2013,44.15,0.000906413
09/07/2013,44.11,0.023395562
08/07/2013,43.09,0.010263678
05/07/2013,42.65,0.002347419
03/07/2013,42.55,-0.004455395
02/07/2013,42.74,0.000234
01/07/2013,42.73,-0.00303774
28/06/2013,42.86,0.004911716
27/06/2013,42.65,0.00422933
26/06/2013,42.47,0.008750204
25/06/2013,42.1,0.007629985
24/06/2013,41.78,-0.00976547
21/06/2013,42.19,0.007852509
20/06/2013,41.86,-0.021506205
19/06/2013,42.77,-0.02151118
18/06/2013,43.7,0.008502866
17/06/2013,43.33,0.008110345
14/06/2013,42.98,0.004664188
13/06/2013,42.78,0.018877389
12/06/2013,41.98,-0.003091928
11/06/2013,42.11,-0.009689311
10/06/2013,42.52,-0.000235156
07/06/2013,42.53,0.002118396
06/06/2013,42.44,0.011612881
05/06/2013,41.95,-0.003806809
04/06/2013,42.11,-0.00686312
03/06/2013,42.4,0.001652308
31/05/2013,42.33,0.001181894
30/05/2013,42.28,0.005692615
29/05/2013,42.04,-0.012058309
28/05/2013,42.55,-0.005390849
24/05/2013,42.78,-0.013927802
23/05/2013,43.38,-0.006204777
22/05/2013,43.65,-0.018836368
21/05/2013,44.48,0.008126456
20/05/2013,44.12,-0.001359004
17/05/2013,44.18,0.015741171
16/05/2013,43.49,0.001841197
15/05/2013,43.41,-0.009172273
14/05/2013,43.81,0.013558751
13/05/2013,43.22,-0.008524415
10/05/2013,43.59,0.008987271
09/05/2013,43.2,-0.01561814
08/05/2013,43.88,-0.004320643
07/05/2013,44.07,0.007287666
06/05/2013,43.75,-0.003194891
03/05/2013,43.89,0.00388084
02/05/2013,43.72,-0.006838413
01/05/2013,44.02,0.003869357
30/04/2013,43.85,-0.004323593
29/04/2013,44.04,0.018332319
26/04/2013,43.24,-0.005765034
25/04/2013,43.49,-0.00229674
24/04/2013,43.59,0.003216915
23/04/2013,43.45,0.000230176
22/04/2013,43.44,-0.000230176
19/04/2013,43.45,0.016241656
18/04/2013,42.75,0.000936111
17/04/2013,42.71,-0.005603564
16/04/2013,42.95,0.015959034
15/04/2013,42.27,-0.028683324
12/04/2013,43.5,0.006920443
11/04/2013,43.2,0.006968669
10/04/2013,42.9,0.011487642
09/04/2013,42.41,-0.003765596
08/04/2013,42.57,0.020408872
05/04/2013,41.71,0.002640741
04/04/2013,41.6,0.007722046
03/04/2013,41.28,-0.011560822
02/04/2013,41.76,0.000479042
01/04/2013,41.74,-0.005018531
28/03/2013,41.95,0.012714577
27/03/2013,41.42,-0.004095898
26/03/2013,41.59,0.00651311
25/03/2013,41.32,-0.00362363
22/03/2013,41.47,0.003381646
21/03/2013,41.33,-0.004345734
20/03/2013,41.51,0.008710435
19/03/2013,41.15,0.002189516
18/03/2013,41.06,-0.002189516
15/03/2013,41.15,0.005360637
14/03/2013,40.93,0.00465288
13/03/2013,40.74,0.000736648
12/03/2013,40.71,-0.007829744
11/03/2013,41.03,0.00635699
08/03/2013,40.77,0.012091449
07/03/2013,40.28,0.004229388
06/03/2013,40.11,-0.003981095
05/03/2013,40.27,0.000745249
04/03/2013,40.24,0.001492166
01/03/2013,40.18,0.005490406
28/02/2013,39.96,-0.000500375
27/02/2013,39.98,0.00854062
26/02/2013,39.64,0.005565408
25/02/2013,39.42,-0.009342323
22/02/2013,39.79,0.003776915
21/02/2013,39.64,-0.002771132
20/02/2013,39.75,-0.000503018
19/02/2013,39.77,0.000754622
15/02/2013,39.74,0
14/02/2013,39.74,-0.011757484
13/02/2013,40.21,-0.00792672
12/02/2013,40.53,0.006187373
11/02/2013,40.28,-0.001736327
08/02/2013,40.35,0.008711941
07/02/2013,40,-0.007223845
06/02/2013,40.29,-0.045368605
05/02/2013,42.16,0.007619084
04/02/2013,41.84,-0.010461341
01/02/2013,42.28,0.011417821
31/01/2013,41.8,0.004315519
30/01/2013,41.62,-0.001440576
29/01/2013,41.68,0.007223725
28/01/2013,41.38,0.002177332
25/01/2013,41.29,0.000242219
24/01/2013,41.28,0.003154194
23/01/2013,41.15,-0.006539929
22/01/2013,41.42,0.006296945
18/01/2013,41.16,0.003894844
17/01/2013,41,0.012023209
16/01/2013,40.51,-0.00148002
15/01/2013,40.57,0.007918873
14/01/2013,40.25,-0.002233529
11/01/2013,40.34,-0.008147187
10/01/2013,40.67,0.005424076
09/01/2013,40.45,-0.001482214
08/01/2013,40.51,-0.002711699
07/01/2013,40.62,-0.012477226
04/01/2013,41.13,0.014695342
03/01/2013,40.53,-0.003939921
02/01/2013,40.69,0.017853189
31/12/2012,39.97,0.00728189
28/12/2012,39.68,-0.006280639
27/12/2012,39.93,-0.001001252
26/12/2012,39.97,-0.010453057
24/12/2012,40.39,0.000743034
21/12/2012,40.36,-0.006667515
20/12/2012,40.63,0.01188427
19/12/2012,40.15,-0.000746919
18/12/2012,40.18,0.002491903
17/12/2012,40.08,0.010786509
14/12/2012,39.65,0.002272441
13/12/2012,39.56,-0.014056456
12/12/2012,40.12,0
11/12/2012,40.12,0.008259339
10/12/2012,39.79,0.005291684
07/12/2012,39.58,-0.001262467
06/12/2012,39.63,-0.00176478
05/12/2012,39.7,0.022673242
04/12/2012,38.81,0.001031194
03/12/2012,38.77,-0.005401942
30/11/2012,38.98,0.005401942
29/11/2012,38.77,0.002065583
28/11/2012,38.69,0.007263326
27/11/2012,38.41,0.000520833
26/11/2012,38.39,0.022123631
23/11/2012,37.55,-0.003986716
21/11/2012,37.7,-0.006872879
20/11/2012,37.96,0.003959356
19/11/2012,37.81,0.000529101
16/11/2012,37.79,0.017619249
15/11/2012,37.13,-0.006710534
14/11/2012,37.38,-0.023007758
13/11/2012,38.25,0.001569859
12/11/2012,38.19,-0.004441549
09/11/2012,38.36,-0.003123376
08/11/2012,38.48,-0.006475868
07/11/2012,38.73,-0.013846375
06/11/2012,39.27,0.002294456
05/11/2012,39.18,-0.009904843
02/11/2012,39.57,-0.016541731
01/11/2012,40.23,-0.014804119
31/10/2012,40.83,0.013562037
26/10/2012,40.28,-0.003964326
25/10/2012,40.44,0.008692467
24/10/2012,40.09,0.005753612
23/10/2012,39.86,-0.01543471
22/10/2012,40.48,-0.006402386
19/10/2012,40.74,-0.012198248
18/10/2012,41.24,0.000727714
17/10/2012,41.21,0.006084965
16/10/2012,40.96,0.012282149
15/10/2012,40.46,0.008189647
12/10/2012,40.13,-0.012874652
11/10/2012,40.65,-0.004173321
10/10/2012,40.82,-0.005618679
09/10/2012,41.05,-0.002919
08/10/2012,41.17,-0.003152664
05/10/2012,41.3,-0.000968054
04/10/2012,41.34,0.007770802
03/10/2012,41.02,0.004397759
02/10/2012,40.84,0.005155283
01/10/2012,40.63,-0.006867822
28/09/2012,40.91,0.000978234
27/09/2012,40.87,-0.011434257
26/09/2012,41.34,0.000725953
25/09/2012,41.31,-0.004106782
24/09/2012,41.48,0.004833262
21/09/2012,41.28,-0.000484379
20/09/2012,41.3,0.003152664
19/09/2012,41.17,0.002431908
18/09/2012,41.07,0.002926118
17/09/2012,40.95,-0.006329135
14/09/2012,41.21,-0.006771489
13/09/2012,41.49,0.016035329
12/09/2012,40.83,0.00122534
11/09/2012,40.78,-0.002204532
10/09/2012,40.87,0
07/09/2012,40.87,-0.003175769
06/09/2012,41,0.015237454
05/09/2012,40.38,0
04/09/2012,40.38,0.018243665
31/08/2012,39.65,0.001009336
30/08/2012,39.61,-0.002269576
29/08/2012,39.7,0.006570658
28/08/2012,39.44,0
27/08/2012,39.44,0.000253582
24/08/2012,39.43,0.005850201
23/08/2012,39.2,-0.011414201
22/08/2012,39.65,-0.003524676
21/08/2012,39.79,-0.007511302
20/08/2012,40.09,0.006255494
17/08/2012,39.84,-0.005257241
16/08/2012,40.05,-0.001497006
15/08/2012,40.11,-0.014848083
14/08/2012,40.71,0.007643978
13/08/2012,40.4,-0.002965894
10/08/2012,40.52,0.000987654
09/08/2012,40.48,-0.005665738
08/08/2012,40.71,0.003937982
07/08/2012,40.55,-0.00932751
06/08/2012,40.93,0.004162082
03/08/2012,40.76,0.014083
02/08/2012,40.19,-0.010396133
01/08/2012,40.61,0.002712368
31/07/2012,40.5,-0.004434597
30/07/2012,40.68,0.002461237
27/07/2012,40.58,0.009657126
26/07/2012,40.19,0.012267021
25/07/2012,39.7,-0.003771218
24/07/2012,39.85,0.003015835
23/07/2012,39.73,-0.004269754
20/07/2012,39.9,0.002509412
19/07/2012,39.8,0.012642393
18/07/2012,39.3,-0.000763068
17/07/2012,39.33,0.000508647
16/07/2012,39.31,-0.002794362
13/07/2012,39.42,0.01250814
12/07/2012,38.93,-0.010476651
11/07/2012,39.34,0.005607968
10/07/2012,39.12,0.00255951
09/07/2012,39.02,0.002052335
06/07/2012,38.94,0.005149342
05/07/2012,38.74,-0.010527764
03/07/2012,39.15,0.003582399
02/07/2012,39.01,0.006687268
29/06/2012,38.75,0.006732289
28/06/2012,38.49,0.008348601
27/06/2012,38.17,0.006571189
26/06/2012,37.92,-0.003422407
25/06/2012,38.05,-0.004719463
22/06/2012,38.23,0.015553233
21/06/2012,37.64,-0.034468164
20/06/2012,38.96,-0.006651342
19/06/2012,39.22,0.01386415
18/06/2012,38.68,-0.000775294
15/06/2012,38.71,0.007519807
14/06/2012,38.42,0.004434597
13/06/2012,38.25,0.00287996
12/06/2012,38.14,0.002625362
11/06/2012,38.04,-0.00288752
08/06/2012,38.15,0.007102489
07/06/2012,37.88,0.004763174
06/06/2012,37.7,0.019553322
05/06/2012,36.97,0.003251154
04/06/2012,36.85,-0.002439356
01/06/2012,36.94,-0.014512483
31/05/2012,37.48,0.012619311
30/05/2012,37.01,-0.014218885
29/05/2012,37.54,0.007218318
25/05/2012,37.27,-0.001876425
24/05/2012,37.34,0.011311728
23/05/2012,36.92,-0.007824133
22/05/2012,37.21,0.008365991
21/05/2012,36.9,0.001355932
18/05/2012,36.85,-0.002439356
17/05/2012,36.94,-0.01877234
16/05/2012,37.64,-0.007147615
15/05/2012,37.91,-0.009973836
14/05/2012,38.29,-0.007286007
11/05/2012,38.57,-0.001813237
10/05/2012,38.64,0.010144449
09/05/2012,38.25,-0.006514681
08/05/2012,38.5,0.004947283
07/05/2012,38.31,-0.004947283
04/05/2012,38.5,-0.001297859
03/05/2012,38.55,-0.006464147
02/05/2012,38.8,-0.014583858
01/05/2012,39.37,-0.001522843
30/04/2012,39.43,0.004575504
27/04/2012,39.25,0.008957194
26/04/2012,38.9,-0.000770911
25/04/2012,38.93,0.016315265
24/04/2012,38.3,0.009180392
23/04/2012,37.95,-0.009441455
20/04/2012,38.31,0.008914584
19/04/2012,37.97,-0.00210471
18/04/2012,38.05,-0.009677073
17/04/2012,38.42,0.006790311
16/04/2012,38.16,0.008421102
13/04/2012,37.84,-0.009468771
12/04/2012,38.2,0.006829551
11/04/2012,37.94,-0.002106373
10/04/2012,38.02,-0.007859616
09/04/2012,38.32,-0.011674799
05/04/2012,38.77,-0.007196125
04/04/2012,39.05,-0.009937653
03/04/2012,39.44,-0.000253518
02/04/2012,39.45,0.005847227
30/03/2012,39.22,0.012056065
29/03/2012,38.75,-0.005917938
28/03/2012,38.98,-0.008175825
27/03/2012,39.3,0.009716262
26/03/2012,38.92,0.00411947
23/03/2012,38.76,0.004136511
22/03/2012,38.6,-0.011846649
21/03/2012,39.06,0.002820153
20/03/2012,38.95,0.006697604
19/03/2012,38.69,-0.009517757
16/03/2012,39.06,-0.008159148
15/03/2012,39.38,-0.008093114
14/03/2012,39.7,-0.007778235
13/03/2012,40.01,0.009038475
12/03/2012,39.65,0.006832875
09/03/2012,39.38,0.001779134
08/03/2012,39.31,-0.002286877
07/03/2012,39.4,-0.002787988
06/03/2012,39.51,-0.006810469
05/03/2012,39.78,0.007823384
02/03/2012,39.47,-0.004802233
01/03/2012,39.66,-0.005281038
29/02/2012,39.87,0.004272974
28/02/2012,39.7,-0.012764533
27/02/2012,40.21,-0.003971214
24/02/2012,40.37,-0.014997208
23/02/2012,40.98,-0.004382768
22/02/2012,41.16,0.001458789
21/02/2012,41.1,-0.007272759
17/02/2012,41.4,0.004357305
16/02/2012,41.22,0.011467736
15/02/2012,40.75,-0.010739669
14/02/2012,41.19,-0.000485437
13/02/2012,41.21,-0.008457221
10/02/2012,41.56,-0.005758173
09/02/2012,41.8,0.002635048
08/02/2012,41.69,0.000959923
07/02/2012,41.65,0.009650256
06/02/2012,41.25,-0.007246409
03/02/2012,41.55,-0.000962232
02/02/2012,41.59,-0.002401538
01/02/2012,41.69,0.00432693
31/01/2012,41.51,0.004345734
30/01/2012,41.33,-0.013935833
27/01/2012,41.91,-0.008789699
26/01/2012,42.28,0.007359084
25/01/2012,41.97,0.012467196
24/01/2012,41.45,-0.011275158
23/01/2012,41.92,-0.003096346
20/01/2012,42.05,0.016545156
19/01/2012,41.36,-0.009385221
18/01/2012,41.75,0.004320698
17/01/2012,41.57,0.008212607
13/01/2012,41.23,0.003401364
12/01/2012,41.09,-0.000729838
11/01/2012,41.12,0.001703785
10/01/2012,41.05,0.000243635
09/01/2012,41.04,-0.003405501
06/01/2012,41.18,-0.012788207
05/01/2012,41.71,0.000959463
04/01/2012,41.67,-0.010266295
03/01/2012,42.1,-0.003793271
30/12/2011,42.26,-0.010357908
29/12/2011,42.7,0.012489852
28/12/2011,42.17,-0.003314397
27/12/2011,42.31,0.008783439
23/12/2011,41.94,0.002865331
22/12/2011,41.82,-0.001672441
21/12/2011,41.89,0.002390058
20/12/2011,41.79,0.033827291
19/12/2011,40.4,-0.014986154
16/12/2011,41.01,0.001952649
15/12/2011,40.93,0.018742842
14/12/2011,40.17,0.001744114
13/12/2011,40.1,0.008514953
12/12/2011,39.76,0.007067167
09/12/2011,39.48,-0.004044495
08/12/2011,39.64,-0.026635053
07/12/2011,40.71,-0.005389528
06/12/2011,40.93,0.006126719
05/12/2011,40.68,0.006411859
02/12/2011,40.42,-0.011560822
01/12/2011,40.89,-0.008280612
30/11/2011,41.23,0.037563102
29/11/2011,39.71,0.019837884
28/11/2011,38.93,0.002314518
25/11/2011,38.84,-0.002057614
23/11/2011,38.92,-0.015045547
22/11/2011,39.51,-0.013574869
21/11/2011,40.05,-0.023687266
18/11/2011,41.01,0.002441407
17/11/2011,40.91,-0.004146853
16/11/2011,41.08,-0.016656993
15/11/2011,41.77,0.009380706
14/11/2011,41.38,-0.010337873
11/11/2011,41.81,0.020051403
10/11/2011,40.98,0.012276118
09/11/2011,40.48,-0.03709966
08/11/2011,42.01,0.005250609
07/11/2011,41.79,0.010342846
04/11/2011,41.36,-0.000725076
03/11/2011,41.39,0.034409883
02/11/2011,39.99,-0.007473876
01/11/2011,40.29,-0.040136726
31/10/2011,41.94,-0.02496009
28/10/2011,43,-0.011560822
27/10/2011,43.5,0.047308504
26/10/2011,41.49,0.001447178
25/10/2011,41.43,-0.016279986
24/10/2011,42.11,0.010743806
21/10/2011,41.66,0.020859354
20/10/2011,40.8,-0.00732604
19/10/2011,41.1,-0.003642991
18/10/2011,41.25,0.009744291
17/10/2011,40.85,-0.00804588
14/10/2011,41.18,0.007067167
13/10/2011,40.89,-0.004879249
12/10/2011,41.09,-0.000729838
11/10/2011,41.12,-0.001215215
10/10/2011,41.17,0.017890442
07/10/2011,40.44,-0.003209483
06/10/2011,40.57,0.015650549
05/10/2011,39.94,0.012344281
04/10/2011,39.45,0.011472401
03/10/2011,39,-0.043648765
30/09/2011,40.74,-0.000490798
29/09/2011,40.76,0.030894335
28/09/2011,39.52,-0.022022912
27/09/2011,40.4,0.011451457
26/09/2011,39.94,0.00602714
23/09/2011,39.7,0.009617892
22/09/2011,39.32,-0.025114328
21/09/2011,40.32,-0.023045884
20/09/2011,41.26,0.007541697
19/09/2011,40.95,0.003179653
16/09/2011,40.82,-0.009508788
15/09/2011,41.21,0.010979737
14/09/2011,40.76,0.019822255
13/09/2011,39.96,0.000500626
12/09/2011,39.94,0.001754167
09/09/2011,39.87,-0.024037832
08/09/2011,40.84,0.002451582
07/09/2011,40.74,0.019081238
06/09/2011,39.97,-0.010453057
02/09/2011,40.39,-0.018884681
01/09/2011,41.16,-0.006296945
31/08/2011,41.42,0.00605402
30/08/2011,41.17,-0.00629542
29/08/2011,41.43,0.022456399
26/08/2011,40.51,0.016426452
25/08/2011,39.85,-0.006253929
24/08/2011,40.1,0.032440757
23/08/2011,38.82,0.039674191
22/08/2011,37.31,-0.000267989
19/08/2011,37.32,-0.013573063
18/08/2011,37.83,-0.029689681
17/08/2011,38.97,-0.01704659
16/08/2011,39.64,0.004044495
15/08/2011,39.48,0.032173667
12/08/2011,38.23,-0.026840321
11/08/2011,39.27,0.074245099
10/08/2011,36.46,-0.010911183
09/08/2011,36.86,0.052350483
08/08/2011,34.98,-0.088320792
05/08/2011,38.21,0.005247978
04/08/2011,38.01,-0.048276383
03/08/2011,39.89,-0.003503507
02/08/2011,40.03,-0.023210919
01/08/2011,40.97,0.00415801
29/07/2011,40.8,-0.001469508
28/07/2011,40.86,-0.003908163
27/07/2011,41.02,-0.011151631
26/07/2011,41.48,-0.008641436
25/07/2011,41.84,-0.007144589
22/07/2011,42.14,-0.000237276
21/07/2011,42.15,0.020130083
20/07/2011,41.31,0.007532535
19/07/2011,41,0.005135113
18/07/2011,40.79,-0.014119027
15/07/2011,41.37,-0.001931901
14/07/2011,41.45,-0.010320504
13/07/2011,41.88,0.000955566
12/07/2011,41.84,-0.000238977
11/07/2011,41.85,-0.009039072
08/07/2011,42.23,0
07/07/2011,42.23,0.004509323
06/07/2011,42.04,0.006922095
05/07/2011,41.75,0.006006024
01/07/2011,41.5,0.019219665
30/06/2011,40.71,0.001967053
29/06/2011,40.63,0.009893724
28/06/2011,40.23,0.007735535
27/06/2011,39.92,0.006534328
24/06/2011,39.66,0.000756716
23/06/2011,39.63,-0.006789917
22/06/2011,39.9,-0.006495151
21/06/2011,40.16,0.008000043
20/06/2011,39.84,0.010090903
17/06/2011,39.44,0.00330159
16/06/2011,39.31,0.008943461
15/06/2011,38.96,-0.011230338
14/06/2011,39.4,0.005344204
13/06/2011,39.19,0.004859966
10/06/2011,39,-0.009950331
09/06/2011,39.39,-0.001775524
08/06/2011,39.46,-0.001266304
07/06/2011,39.51,-0.004545462
06/06/2011,39.69,-0.009528658
03/06/2011,40.07,-0.009933034
02/06/2011,40.47,0.000988875
01/06/2011,40.43,-0.016679317
31/05/2011,41.11,0.01272967
27/05/2011,40.59,0.000246396
26/05/2011,40.58,0.00766856
25/05/2011,40.27,0.005228445
24/05/2011,40.06,-0.002493145
23/05/2011,40.16,-0.012619245
20/05/2011,40.67,-0.003926385
19/05/2011,40.83,0.001470589
18/05/2011,40.77,0.005164158
17/05/2011,40.56,-0.005899722
16/05/2011,40.8,-0.005865119
13/05/2011,41.04,-0.01427386
12/05/2011,41.63,0.01232644
11/05/2011,41.12,-0.025688605
10/05/2011,42.19,0.009047681
09/05/2011,41.81,0.009371689
06/05/2011,41.42,0.009216655
05/05/2011,41.04,0.000731261
04/05/2011,41.01,-0.004379569
03/05/2011,41.19,-0.006292373
02/05/2011,41.45,-0.00144648
29/04/2011,41.51,0.00313669
28/04/2011,41.38,0.005816788
27/04/2011,41.14,0.005850821
26/04/2011,40.9,0.016517077
25/04/2011,40.23,-0.00024854
21/04/2011,40.24,0.004732852
20/04/2011,40.05,0.018395378
19/04/2011,39.32,0.004077478
18/04/2011,39.16,-0.011173301
15/04/2011,39.6,0.009642297
14/04/2011,39.22,0.005368797
13/04/2011,39.01,0.005140078
12/04/2011,38.81,-0.01305535
11/04/2011,39.32,-0.003807594
08/04/2011,39.47,-0.00631395
07/04/2011,39.72,-0.019200191
06/04/2011,40.49,0.004455453
05/04/2011,40.31,0.001489573
04/04/2011,40.25,0.00298582
01/04/2011,40.13,0.007252752
31/03/2011,39.84,0.003520245
30/03/2011,39.7,0.012419371
29/03/2011,39.21,0.005113793
28/03/2011,39.01,0.00385258
25/03/2011,38.86,-0.000514536
24/03/2011,38.88,0.000514536
23/03/2011,38.86,-0.007179518
22/03/2011,39.14,-0.004079557
21/03/2011,39.3,0.010487371
18/03/2011,38.89,0.004897548
17/03/2011,38.7,0.003364828
16/03/2011,38.57,0.000259302
15/03/2011,38.56,-0.011602554
14/03/2011,39.01,0.000256377
11/03/2011,39,0.006172859
10/03/2011,38.76,-0.015615318
09/03/2011,39.37,0.005603683
08/03/2011,39.15,0.009495773
07/03/2011,38.78,0.001806685
04/03/2011,38.71,-0.009512863
03/03/2011,39.08,0.015472201
02/03/2011,38.48,0.008875026
01/03/2011,38.14,0.003414317
28/02/2011,38.01,-0.007339482
25/02/2011,38.29,0.014733232
24/02/2011,37.73,0.001060727
23/02/2011,37.69,-0.018923035
22/02/2011,38.41,-0.010102404
18/02/2011,38.8,0.006204777
17/02/2011,38.56,0.007026704
16/02/2011,38.29,-0.005729182
15/02/2011,38.51,0.008082432
14/02/2011,38.2,0.010261898
11/02/2011,37.81,-0.001057362
10/02/2011,37.85,0.001586463
09/02/2011,37.79,0.00264971
08/02/2011,37.69,0.007189486
07/02/2011,37.42,0.000534616
04/02/2011,37.4,-0.000267344
03/02/2011,37.41,0.003481059
02/02/2011,37.28,-0.001340303
01/02/2011,37.33,0.017020538
31/01/2011,36.7,0.016760936
28/01/2011,36.09,-0.006903244
27/01/2011,36.34,-0.000275141
26/01/2011,36.35,-0.001099808
