Date,Close,GAS
25/01/2011,36.39,-0.003839829
24/01/2011,36.53,0.00082158
21/01/2011,36.5,-0.003282279
20/01/2011,36.62,-0.004087756
19/01/2011,36.77,0.00190554
18/01/2011,36.7,-0.000272442
14/01/2011,36.71,0.004915357
13/01/2011,36.53,-0.0019144
12/01/2011,36.6,0.004930166
11/01/2011,36.42,0.004954593
10/01/2011,36.24,0.008034397
07/01/2011,35.95,0.001391789
06/01/2011,35.9,-0.0050014
05/01/2011,36.08,-0.001108033
04/01/2011,36.12,-0.009369041
03/01/2011,36.46,0.016872202
31/12/2010,35.85,-0.009162913
30/12/2010,36.18,-0.000276358
29/12/2010,36.19,-0.005785937
28/12/2010,36.4,-0.000823836
27/12/2010,36.43,0.002473548
23/12/2010,36.34,0.004136225
22/12/2010,36.19,0.007488594
21/12/2010,35.92,0.007264631
20/12/2010,35.66,0.001403115
17/12/2010,35.61,-0.010336731
16/12/2010,35.98,0.01540431
15/12/2010,35.43,-0.010388975
14/12/2010,35.8,-0.000837638
13/12/2010,35.83,-0.00278707
10/12/2010,35.93,0.004742651
09/12/2010,35.76,0.007297254
08/12/2010,35.5,0.014756227
07/12/2010,34.98,-0.059648799
06/12/2010,37.13,-0.008581442
03/12/2010,37.45,-0.00771383
02/12/2010,37.74,0.014411779
01/12/2010,37.2,0.012714901
30/11/2010,36.73,-0.01002311
29/11/2010,37.1,-0.00484002
26/11/2010,37.28,-0.002411254
24/11/2010,37.37,0.005904472
23/11/2010,37.15,-0.012572053
22/11/2010,37.62,0.0026617
19/11/2010,37.52,-0.003989898
18/11/2010,37.67,0.003456991
17/11/2010,37.54,-0.012705306
16/11/2010,38.02,-0.013843763
15/11/2010,38.55,0.001038152
12/11/2010,38.51,-0.004663221
11/11/2010,38.69,-0.007467525
10/11/2010,38.98,0.002311546
09/11/2010,38.89,-0.002824498
08/11/2010,39,-0.004604766
05/11/2010,39.18,-0.001020408
04/11/2010,39.22,0.015157644
03/11/2010,38.63,-0.011837503
02/11/2010,39.09,0.003331201
01/11/2010,38.96,-0.00767071
29/10/2010,39.26,-0.002797916
28/10/2010,39.37,0.013810961
27/10/2010,38.83,0.006199968
26/10/2010,38.59,-0.006199968
25/10/2010,38.83,-0.000514933
22/10/2010,38.85,-0.00154321
21/10/2010,38.91,-0.004615393
20/10/2010,39.09,0.010802574
19/10/2010,38.67,-0.011825331
18/10/2010,39.13,0.005895186
15/10/2010,38.9,0.004896286
14/10/2010,38.71,-0.000516529
13/10/2010,38.73,-0.000258164
12/10/2010,38.74,-0.004121593
11/10/2010,38.9,0.000514271
08/10/2010,38.88,0.002059733
07/10/2010,38.8,0.000773495
06/10/2010,38.77,-0.00411841
05/10/2010,38.93,0.009549692
04/10/2010,38.56,-0.006720108
01/10/2010,38.82,0.011920328
30/09/2010,38.36,0.005227403
29/09/2010,38.16,-0.006269613
28/09/2010,38.4,0.00104221
27/09/2010,38.36,0.00287169
24/09/2010,38.25,0.020602947
23/09/2010,37.47,-0.009561826
22/09/2010,37.83,0.001057921
21/09/2010,37.79,-0.009743329
20/09/2010,38.16,0.012127752
17/09/2010,37.7,0
16/09/2010,37.7,-0.00713628
15/09/2010,37.97,-0.006562565
14/09/2010,38.22,0.002095339
13/09/2010,38.14,0.002625362
10/09/2010,38.04,0.000262916
09/09/2010,38.03,0.008715227
08/09/2010,37.7,-0.003177969
07/09/2010,37.82,-0.007901016
03/09/2010,38.12,0.009488738
02/09/2010,37.76,-0.002116403
01/09/2010,37.84,0.030589989
31/08/2010,36.7,-0.002449314
30/08/2010,36.79,-0.007851672
27/08/2010,37.08,0.017136282
26/08/2010,36.45,-0.000822707
25/08/2010,36.48,0.0104713
24/08/2010,36.1,-0.009922904
23/08/2010,36.46,-0.001096491
20/08/2010,36.5,-0.001642486
19/08/2010,36.56,-0.027517247
18/08/2010,37.58,0.007478667
17/08/2010,37.3,0.009969098
16/08/2010,36.93,-0.007822022
13/08/2010,37.22,-0.000805694
12/08/2010,37.25,-0.008820049
11/08/2010,37.58,-0.037602341
10/08/2010,39.02,-0.007913251
09/08/2010,39.33,0.008938892
06/08/2010,38.98,-0.007921339
05/08/2010,39.29,0.008691261
04/08/2010,38.95,0.006956102
03/08/2010,38.68,-0.000775294
02/08/2010,38.71,0.018511805
30/07/2010,38,-0.006818804
29/07/2010,38.26,-0.032654913
28/07/2010,39.53,-0.011319452
27/07/2010,39.98,0.012331854
26/07/2010,39.49,0.01582473
23/07/2010,38.87,0.001544799
22/07/2010,38.81,0.026368843
21/07/2010,37.8,-0.013401856
20/07/2010,38.31,0.010759847
19/07/2010,37.9,0.010876881
16/07/2010,37.49,-0.027881869
15/07/2010,38.55,0.007551136
14/07/2010,38.26,-0.001827915
13/07/2010,38.33,0.016572785
12/07/2010,37.7,0.0031881
09/07/2010,37.58,0.002931381
08/07/2010,37.47,0.008576842
07/07/2010,37.15,0.018748002
06/07/2010,36.46,0.018267876
02/07/2010,35.8,0.002237137
01/07/2010,35.72,-0.002795641
30/06/2010,35.82,-0.000558191
29/06/2010,35.84,-0.024801492
28/06/2010,36.74,0.007376075
25/06/2010,36.47,0.003846159
24/06/2010,36.33,-0.003571923
23/06/2010,36.46,-0.017940139
22/06/2010,37.12,-0.023430252
21/06/2010,38,0.002107482
18/06/2010,37.92,0.000527565
17/06/2010,37.9,0.01221146
16/06/2010,37.44,-0.000267058
15/06/2010,37.45,0.013982481
14/06/2010,36.93,0.011164173
11/06/2010,36.52,0.006042314
10/06/2010,36.3,0.018068594
09/06/2010,35.65,-0.012543718
08/06/2010,36.1,0.011422328
07/06/2010,35.69,-0.000840219
04/06/2010,35.72,-0.034396017
03/06/2010,36.97,0.008420531
02/06/2010,36.66,0.023179846
01/06/2010,35.82,-0.018805864
28/05/2010,36.5,0.007976937
27/05/2010,36.21,0.019239406
26/05/2010,35.52,-0.003092061
25/05/2010,35.63,-0.016147344
24/05/2010,36.21,0.013904562
21/05/2010,35.71,-0.017213085
20/05/2010,36.33,-0.031430385
19/05/2010,37.49,-0.012458743
18/05/2010,37.96,-0.008655792
17/05/2010,38.29,0.000783801
14/05/2010,38.26,-0.026055905
13/05/2010,39.27,0.006386533
12/05/2010,39.02,-0.010452613
11/05/2010,39.43,0.001014971
10/05/2010,39.39,0.048371364
07/05/2010,37.53,-0.014811167
06/05/2010,38.09,-0.022070219
05/05/2010,38.94,-0.004611845
04/05/2010,39.12,-0.021745484
03/05/2010,39.98,0.011825525
30/04/2010,39.51,-0.000253068
29/04/2010,39.52,-0.002779534
28/04/2010,39.63,0.026075097
27/04/2010,38.61,-0.014144507
26/04/2010,39.16,-0.002805051
23/04/2010,39.27,0.010238124
22/04/2010,38.87,0.003350087
21/04/2010,38.74,0.001033058
20/04/2010,38.7,0.017727263
19/04/2010,38.02,-0.00367551
16/04/2010,38.16,-0.001832701
15/04/2010,38.23,0.007878192
14/04/2010,37.93,0
13/04/2010,37.93,-0.009185211
12/04/2010,38.28,0.000784006
09/04/2010,38.25,0.001308045
08/04/2010,38.2,-0.009120584
07/04/2010,38.55,-0.02636784
06/04/2010,39.58,0.008372496
05/04/2010,39.25,0.008186283
01/04/2010,38.93,0.007218387
31/03/2010,38.65,-0.002325883
30/03/2010,38.74,0.008034253
29/03/2010,38.43,0.011252245
26/03/2010,38,0.00395518
25/03/2010,37.85,0.001586463
24/03/2010,37.79,-0.008956857
23/03/2010,38.13,0.003941668
22/03/2010,37.98,-0.002366865
19/03/2010,38.07,0.005003302
18/03/2010,37.88,-0.000527844
17/03/2010,37.9,0.005821662
16/03/2010,37.68,0.004788517
15/03/2010,37.5,-0.002131061
12/03/2010,37.58,0.008820049
11/03/2010,37.25,0.008086297
10/03/2010,36.95,0.003524472
09/03/2010,36.82,-0.002441341
08/03/2010,36.91,-0.009169428
05/03/2010,37.25,0.010253733
04/03/2010,36.87,0.00027126
03/03/2010,36.86,-0.00379096
02/03/2010,37,0.004605182
01/03/2010,36.83,0.013668884
26/02/2010,36.33,-0.004942349
25/02/2010,36.51,-0.00027386
24/02/2010,36.52,0.006042314
23/02/2010,36.3,-0.007410491
22/02/2010,36.57,0.001368176
19/02/2010,36.52,0.018237588
18/02/2010,35.86,0.003072199
17/02/2010,35.75,-0.001397624
16/02/2010,35.8,0.014064929
12/02/2010,35.3,0.005112195
11/02/2010,35.12,0.014339219
10/02/2010,34.62,-0.009486919
09/02/2010,34.95,0.003726534
08/02/2010,34.82,-0.005156127
05/02/2010,35,-0.006266042
04/02/2010,35.22,-0.001985535
03/02/2010,35.29,-0.009588342
02/02/2010,35.63,0.000280702
01/02/2010,35.62,0.00930764
29/01/2010,35.29,0.001134108
28/01/2010,35.25,-0.000283648
27/01/2010,35.26,-0.011560822
26/01/2010,35.67,-0.006705809
25/01/2010,35.91,0.009232126
22/01/2010,35.58,-0.014509183
21/01/2010,36.1,-0.01784536
20/01/2010,36.75,-0.013245227
19/01/2010,37.24,0.02253999
15/01/2010,36.41,-0.009294763
14/01/2010,36.75,0.001906578
13/01/2010,36.68,0.008487388
12/01/2010,36.37,-0.005210488
11/01/2010,36.56,0.016269489
08/01/2010,35.97,0.002505221
07/01/2010,35.88,0.005029348
06/01/2010,35.7,-0.015840265
05/01/2010,36.27,-0.019926959
04/01/2010,37,0.014427908
31/12/2009,36.47,-0.017935263
30/12/2009,37.13,0.001077877
29/12/2009,37.09,-0.003230151
28/12/2009,37.21,-0.007229915
24/12/2009,37.48,0.006424005
23/12/2009,37.24,0.004575435
22/12/2009,37.07,0.001079622
21/12/2009,37.03,0.009224157
18/12/2009,36.69,0.000272591
17/12/2009,36.68,-0.002450648
16/12/2009,36.77,-0.01296965
15/12/2009,37.25,0.006193638
14/12/2009,37.02,0.008681552
11/12/2009,36.7,0.01482322
10/12/2009,36.16,0.010285011
09/12/2009,35.79,-0.00279018
08/12/2009,35.89,-0.00666484
07/12/2009,36.13,0.00945502
04/12/2009,35.79,0.008699367
03/12/2009,35.48,-0.001408253
02/12/2009,35.53,0.004230721
01/12/2009,35.38,0.023739139
30/11/2009,34.55,-0.001446132
27/11/2009,34.6,-0.013492382
25/11/2009,35.07,0.014070584
24/11/2009,34.58,0.008421714
23/11/2009,34.29,0.014688866
20/11/2009,33.79,-0.007665132
19/11/2009,34.05,-0.022074669
18/11/2009,34.81,-0.007156178
17/11/2009,35.06,0.014074626
16/11/2009,34.57,0.00492969
13/11/2009,34.4,0.007293978
12/11/2009,34.15,-0.018279923
11/11/2009,34.78,-0.004589796
10/11/2009,34.94,-0.023197646
09/11/2009,35.76,0.014080773
06/11/2009,35.26,-0.00650179
05/11/2009,35.49,0.013617232
04/11/2009,35.01,-0.002852255
03/11/2009,35.11,0.000854823
02/11/2009,35.08,0.003426617
30/10/2009,34.96,-0.033748985
29/10/2009,36.16,0.005268278
28/10/2009,35.97,-0.007754124
27/10/2009,36.25,-0.000551572
26/10/2009,36.27,-0.005773212
23/10/2009,36.48,-0.011176346
22/10/2009,36.89,0.000542299
21/10/2009,36.87,-0.005409805
20/10/2009,37.07,-0.005380696
19/10/2009,37.27,0.011061761
16/10/2009,36.86,0.003533092
15/10/2009,36.73,0.012051639
14/10/2009,36.29,-0.001651983
13/10/2009,36.35,-0.001649258
12/10/2009,36.41,0.008550597
09/10/2009,36.1,-0.008001146
08/10/2009,36.39,0.019423474
07/10/2009,35.69,0.004211715
06/10/2009,35.54,0.00338219
05/10/2009,35.42,0.01651048
02/10/2009,34.84,0.002874391
01/10/2009,34.74,-0.015140983
30/09/2009,35.27,0.000283567
29/09/2009,35.26,0.005118009
28/09/2009,35.08,0.009163867
25/09/2009,34.76,0.002881016
24/09/2009,34.66,-0.010047451
23/09/2009,35.01,-0.004275338
22/09/2009,35.16,-0.00113701
21/09/2009,35.2,0.002560092
18/09/2009,35.11,-0.004263187
17/09/2009,35.26,-0.000850461
16/09/2009,35.29,0.017724878
15/09/2009,34.67,0.010146485
14/09/2009,34.32,0.000874508
11/09/2009,34.29,0.003798398
10/09/2009,34.16,0.010003025
09/09/2009,33.82,0.007121692
08/09/2009,33.58,0.003579956
04/09/2009,33.46,0.002993118
03/09/2009,33.36,-0.001497679
02/09/2009,33.41,0.001797484
01/09/2009,33.35,-0.007170631
31/08/2009,33.59,-0.018581865
28/08/2009,34.22,-0.002335086
27/08/2009,34.3,-0.004363643
26/08/2009,34.45,-0.008670575
25/08/2009,34.75,-0.003160468
24/08/2009,34.86,-0.002292265
21/08/2009,34.94,0.013833074
20/08/2009,34.46,0.002906134
19/08/2009,34.36,0.005252419
18/08/2009,34.18,0.006751824
17/08/2009,33.95,-0.011713165
14/08/2009,34.35,0.006132301
13/08/2009,34.14,0.008235341
12/08/2009,33.86,0
11/08/2009,33.86,-0.001180638
10/08/2009,33.9,-0.005002217
07/08/2009,34.07,0.01448658
06/08/2009,33.58,0.00059577
05/08/2009,33.56,-0.011553972
04/08/2009,33.95,0.006797721
03/08/2009,33.72,0.002970005
31/07/2009,33.62,-0.004155542
30/07/2009,33.76,-0.000296165
29/07/2009,33.77,-0.005904948
28/07/2009,33.97,0.001178203
27/07/2009,33.93,-0.005877184
24/07/2009,34.13,0.010900093
23/07/2009,33.76,0.029458096
22/07/2009,32.78,0.003361348
21/07/2009,32.67,0.01231922
20/07/2009,32.27,0.006216992
17/07/2009,32.07,-0.006836571
16/07/2009,32.29,0.004967412
15/07/2009,32.13,0.031618189
14/07/2009,31.13,0.010982023
13/07/2009,30.79,-0.002594877
10/07/2009,30.87,-0.002265007
09/07/2009,30.94,-0.002904633
08/07/2009,31.03,-0.004180743
07/07/2009,31.16,-0.017812176
06/07/2009,31.72,0.003473871
02/07/2009,31.61,-0.021593704
01/07/2009,32.3,0.01560094
30/06/2009,31.8,-0.000942952
29/06/2009,31.83,0.008835652
26/06/2009,31.55,0.011796725
25/06/2009,31.18,0.010964315
24/06/2009,30.84,-0.007108269
23/06/2009,31.06,-0.015335764
22/06/2009,31.54,-0.001584033
19/06/2009,31.59,-0.016638274
18/06/2009,32.12,0.011271253
17/06/2009,31.76,0.007585371
16/06/2009,31.52,0.01020417
15/06/2009,31.2,-0.003519441
12/06/2009,31.31,0
11/06/2009,31.31,0.009950331
10/06/2009,31,0.004526358
09/06/2009,30.86,-0.001618909
08/06/2009,30.91,0.01106062
05/06/2009,30.57,0.004918849
04/06/2009,30.42,0.010575115
03/06/2009,30.1,-0.007941802
02/06/2009,30.34,0.00927159
01/06/2009,30.06,0.038661987
29/05/2009,28.92,0.005547864
28/05/2009,28.76,0.017538156
27/05/2009,28.26,-0.02446819
26/05/2009,28.96,0.017415975
22/05/2009,28.46,-0.005606181
21/05/2009,28.62,-0.01146443
20/05/2009,28.95,-0.01542447
19/05/2009,29.4,0.008539762
18/05/2009,29.15,0.004469665
15/05/2009,29.02,-0.027529351
14/05/2009,29.83,-0.004014726
13/05/2009,29.95,-0.036391493
12/05/2009,31.06,0
11/05/2009,31.06,0.014267427
08/05/2009,30.62,-0.016197309
07/05/2009,31.12,0.003540966
06/05/2009,31.01,-0.015360302
05/05/2009,31.49,-0.012308819
04/05/2009,31.88,0.01485254
01/05/2009,31.41,0.00767022
30/04/2009,31.17,0.021073887
29/04/2009,30.52,0.036367644
28/04/2009,29.43,0.005109873
27/04/2009,29.28,0.024897552
24/04/2009,28.56,0.018375075
23/04/2009,28.04,0.006081221
22/04/2009,27.87,0.003234504
21/04/2009,27.78,0.017063402
20/04/2009,27.31,0.006981472
17/04/2009,27.12,0.008145176
16/04/2009,26.9,0.011967233
15/04/2009,26.58,-0.00637542
14/04/2009,26.75,-0.007077698
13/04/2009,26.94,0.008948606
09/04/2009,26.7,0.009407407
08/04/2009,26.45,0
07/04/2009,26.45,-0.026489144
06/04/2009,27.16,-0.006971226
03/04/2009,27.35,0.008813865
02/04/2009,27.11,0.014490315
01/04/2009,26.72,0.007136181
31/03/2009,26.53,0.007187472
30/03/2009,26.34,-0.020665774
27/03/2009,26.89,-0.013665956
26/03/2009,27.26,0.01106614
25/03/2009,26.96,0.00297177
24/03/2009,26.88,-0.008151212
23/03/2009,27.1,-0.000737735
20/03/2009,27.12,-0.00917606
19/03/2009,27.37,0.013610657
18/03/2009,27,0.017560698
17/03/2009,26.53,0.016724069
16/03/2009,26.09,0.018178803
13/03/2009,25.62,0.018913093
12/03/2009,25.14,0.024971092
11/03/2009,24.52,-0.016983829
10/03/2009,24.94,0.030947095
09/03/2009,24.18,-0.021277398
06/03/2009,24.7,-0.010070579
05/03/2009,24.95,-0.052695117
04/03/2009,26.3,0.014554068
03/03/2009,25.92,-0.026272214
02/03/2009,26.61,-0.04158833
27/02/2009,27.74,-0.005392787
26/02/2009,27.89,-0.007501375
25/02/2009,28.1,0.002137514
24/02/2009,28.04,0.008596041
23/02/2009,27.8,-0.024166066
20/02/2009,28.48,-0.032132666
19/02/2009,29.41,-0.008127373
18/02/2009,29.65,-0.027936636
17/02/2009,30.49,-0.031000222
13/02/2009,31.45,-0.011381723
12/02/2009,31.81,0
11/02/2009,31.81,-0.022996663
10/02/2009,32.55,-0.038570614
09/02/2009,33.83,0.009802544
06/02/2009,33.5,0.020507353
05/02/2009,32.82,0.043275235
04/02/2009,31.43,0.009269684
03/02/2009,31.14,0.001606942
02/02/2009,31.09,0.008397982
30/01/2009,30.83,-0.018956391
29/01/2009,31.42,-0.005079376
28/01/2009,31.58,-0.001582028
27/01/2009,31.63,0.011446866
26/01/2009,31.27,0.017419795
23/01/2009,30.73,-0.008747828
22/01/2009,31,-0.005148017
21/01/2009,31.16,0.011295908
20/01/2009,30.81,-0.016417559
16/01/2009,31.32,0.02718614
15/01/2009,30.48,-0.005888143
14/01/2009,30.66,-0.015213111
13/01/2009,31.13,-0.001925546
12/01/2009,31.19,-0.004478574
09/01/2009,31.33,-0.011109462
08/01/2009,31.68,0.016871322
07/01/2009,31.15,0.003859767
06/01/2009,31.03,-0.013126489
05/01/2009,31.44,
