Date,Close,HOT
23/10/2013,70.45,-0.002834871
22/10/2013,70.65,0.002692936
21/10/2013,70.46,-0.002126605
18/10/2013,70.61,0.021182988
17/10/2013,69.13,0.013544225
16/10/2013,68.2,0.015068981
15/10/2013,67.18,-0.004752014
14/10/2013,67.5,0.000148159
11/10/2013,67.49,0.019298976
10/10/2013,66.2,0.017677998
09/10/2013,65.04,-0.000768462
08/10/2013,65.09,-0.013580738
07/10/2013,65.98,-0.015042402
04/10/2013,66.98,0.011109557
03/10/2013,66.24,-0.010661562
02/10/2013,66.95,0.002542438
01/10/2013,66.78,0.004953849
30/09/2013,66.45,-0.008093569
27/09/2013,66.99,0.007491794
26/09/2013,66.49,0.001957095
25/09/2013,66.36,-0.006309169
24/09/2013,66.78,-0.00597195
23/09/2013,67.18,-0.00682394
20/09/2013,67.64,-0.017149559
19/09/2013,68.81,-0.009977669
18/09/2013,69.5,0.013763347
17/09/2013,68.55,-0.000291715
16/09/2013,68.57,0.007171637
13/09/2013,68.08,-0.002200867
12/09/2013,68.23,-0.00773783
11/09/2013,68.76,0.013617606
10/09/2013,67.83,0.017849648
09/09/2013,66.63,0.013447358
06/09/2013,65.74,-0.002279117
05/09/2013,65.89,0.003953776
04/09/2013,65.63,0.02171822
03/09/2013,64.22,0.004369545
30/08/2013,63.94,-0.00046908
29/08/2013,63.97,0.011951707
28/08/2013,63.21,0.001741747
27/08/2013,63.1,-0.036565723
26/08/2013,65.45,-0.003355708
23/08/2013,65.67,-0.001825651
22/08/2013,65.79,0.019337619
21/08/2013,64.53,0.001085356
20/08/2013,64.46,0.007474342
19/08/2013,63.98,-0.007474342
16/08/2013,64.46,-0.011414593
15/08/2013,65.2,-0.017484292
14/08/2013,66.35,0.005440545
13/08/2013,65.99,0.00106133
12/08/2013,65.92,-0.011013161
09/08/2013,66.65,-0.014448751
08/08/2013,67.62,0.00623055
07/08/2013,67.2,-0.013450798
06/08/2013,68.11,-0.003810087
05/08/2013,68.37,0.002049781
02/08/2013,68.23,0.002641622
01/08/2013,68.05,0.028317839
31/07/2013,66.15,-0.002868143
30/07/2013,66.34,0.013201011
29/07/2013,65.47,-0.007153215
26/07/2013,65.94,-0.004539272
25/07/2013,66.24,0.045083275
24/07/2013,63.32,-0.039330042
23/07/2013,65.86,-0.00363747
22/07/2013,66.1,-0.000756144
19/07/2013,66.15,-0.010975078
18/07/2013,66.88,0.010672781
17/07/2013,66.17,-0.004373075
16/07/2013,66.46,-0.00240457
15/07/2013,66.62,-0.001949465
12/07/2013,66.75,-0.008205939
11/07/2013,67.3,0.00850561
10/07/2013,66.73,0.008125233
09/07/2013,66.19,0.016144122
08/07/2013,65.13,-0.004136986
05/07/2013,65.4,0.038181498
03/07/2013,62.95,-0.000635223
02/07/2013,62.99,-0.012306877
01/07/2013,63.77,0.0091368
28/06/2013,63.19,-0.0091368
27/06/2013,63.77,0.0091368
26/06/2013,63.19,0.005713394
25/06/2013,62.83,0.021558106
24/06/2013,61.49,-0.016131984
21/06/2013,62.49,-0.008762902
20/06/2013,63.04,-0.042850393
19/06/2013,65.8,-0.016579129
18/06/2013,66.9,0.004044041
17/06/2013,66.63,0.004060461
14/06/2013,66.36,-0.00870223
13/06/2013,66.94,0.01308191
12/06/2013,66.07,-0.01203565
11/06/2013,66.87,-0.02888926
10/06/2013,68.83,-0.004927546
07/06/2013,69.17,0.031725381
06/06/2013,67.01,0.018678055
05/06/2013,65.77,-0.023590606
04/06/2013,67.34,-0.024352091
03/06/2013,69,0.010196738
31/05/2013,68.3,-0.00918173
30/05/2013,68.93,-0.000725111
29/05/2013,68.98,-0.011530828
28/05/2013,69.78,0.019243884
24/05/2013,68.45,-0.000146081
23/05/2013,68.46,0.009539956
22/05/2013,67.81,-0.007931886
21/05/2013,68.35,0.006900123
20/05/2013,67.88,0.005762002
17/05/2013,67.49,0.018996907
16/05/2013,66.22,-0.010664765
15/05/2013,66.93,-0.014830466
14/05/2013,67.93,0.009614748
13/05/2013,67.28,-0.008878425
10/05/2013,67.88,0.017236682
09/05/2013,66.72,0.004054973
08/05/2013,66.45,0.000752729
07/05/2013,66.4,0.013189003
06/05/2013,65.53,0.004895222
03/05/2013,65.21,0.010947608
02/05/2013,64.5,0.005752951
01/05/2013,64.13,-0.00606298
30/04/2013,64.52,0.032448901
29/04/2013,62.46,0.005941406
26/04/2013,62.09,-0.008180333
25/04/2013,62.6,0.012700114
24/04/2013,61.81,-0.002907918
23/04/2013,61.99,0.012825892
22/04/2013,61.2,-0.000490076
19/04/2013,61.23,0.012324534
18/04/2013,60.48,-0.011671046
17/04/2013,61.19,-0.01169794
16/04/2013,61.91,0.020397215
15/04/2013,60.66,-0.051408685
12/04/2013,63.86,0.002822646
11/04/2013,63.68,0.008674449
10/04/2013,63.13,0.011630817
09/04/2013,62.4,0.006753523
08/04/2013,61.98,0.030136575
05/04/2013,60.14,-0.016000341
04/04/2013,61.11,0.006237709
03/04/2013,60.73,-0.024238682
02/04/2013,62.22,-0.010869672
01/04/2013,62.9,-0.013109246
28/03/2013,63.73,0.019648865
27/03/2013,62.49,0.024788633
26/03/2013,60.96,0.009228806
25/03/2013,60.4,-0.006271683
22/03/2013,60.78,-0.003940892
21/03/2013,61.02,-0.023324673
20/03/2013,62.46,0.003528472
19/03/2013,62.24,0.000964475
18/03/2013,62.18,-0.01816783
15/03/2013,63.32,-0.001420343
14/03/2013,63.41,0.007121974
13/03/2013,62.96,0.010859257
12/03/2013,62.28,-0.010541545
11/03/2013,62.94,0.006055795
08/03/2013,62.56,0.035136991
07/03/2013,60.4,0.002154637
06/03/2013,60.27,-0.003312907
05/03/2013,60.47,0.005638489
04/03/2013,60.13,-0.006299756
01/03/2013,60.51,0.002979148
28/02/2013,60.33,0.003986054
27/02/2013,60.09,0.021191509
26/02/2013,58.83,0.002382574
25/02/2013,58.69,-0.022908194
22/02/2013,60.05,0.013918226
21/02/2013,59.22,-0.011584113
20/02/2013,59.91,-0.025217653
19/02/2013,61.44,-0.013258076
15/02/2013,62.26,0.000803406
14/02/2013,62.21,0.00289762
13/02/2013,62.03,-0.010424279
12/02/2013,62.68,-0.001753408
11/02/2013,62.79,-0.000318471
08/02/2013,62.81,0.017506269
07/02/2013,61.72,-0.014157251
06/02/2013,62.6,0.013671303
05/02/2013,61.75,0.015175293
04/02/2013,60.82,-0.017116727
01/02/2013,61.87,0.007462721
31/01/2013,61.41,0.004079307
30/01/2013,61.16,-0.014930495
29/01/2013,62.08,0.000966962
28/01/2013,62.02,0.018387956
25/01/2013,60.89,0.015057784
24/01/2013,59.98,-0.007143481
23/01/2013,60.41,-0.003635166
22/01/2013,60.63,0.01011198
18/01/2013,60.02,-0.00232984
17/01/2013,60.16,0.010695289
16/01/2013,59.52,-0.014842264
15/01/2013,60.41,0.014674267
14/01/2013,59.53,-0.000503821
11/01/2013,59.56,0.000335852
10/01/2013,59.54,0.005389033
09/01/2013,59.22,0.001859208
08/01/2013,59.11,-0.008926375
07/01/2013,59.64,-0.012331434
04/01/2013,60.38,0.013337977
03/01/2013,59.58,0.003867826
02/01/2013,59.35,0.034104925
31/12/2012,57.36,0.021498625
28/12/2012,56.14,-0.013973872
27/12/2012,56.93,0.004930455
26/12/2012,56.65,-0.011059535
24/12/2012,57.28,-0.006091743
21/12/2012,57.63,-0.001387203
20/12/2012,57.71,0.023138631
19/12/2012,56.39,0.003553033
18/12/2012,56.19,0.008938208
17/12/2012,55.69,0.030076085
14/12/2012,54.04,0.010603764
13/12/2012,53.47,-0.002614869
12/12/2012,53.61,-0.006507414
11/12/2012,53.96,-0.003884218
10/12/2012,54.17,-0.002396977
07/12/2012,54.3,0.003135666
06/12/2012,54.13,0.021851649
05/12/2012,52.96,-0.005273082
04/12/2012,53.24,0.004140793
03/12/2012,53.02,-0.01757383
30/11/2012,53.96,-0.000555813
29/11/2012,53.99,0.011737443
28/11/2012,53.36,0.009414492
27/11/2012,52.86,0.001704062
26/11/2012,52.77,-0.013177902
23/11/2012,53.47,0.015644462
21/11/2012,52.64,0.004378874
20/11/2012,52.41,-0.009494944
19/11/2012,52.91,0.026622275
16/11/2012,51.52,0.019007136
15/11/2012,50.55,-0.007292828
14/11/2012,50.92,-0.018677586
13/11/2012,51.88,0.000385579
12/11/2012,51.86,0.002123348
09/11/2012,51.75,0.01440274
08/11/2012,51.01,-0.018644937
07/11/2012,51.97,-0.020379717
06/11/2012,53.04,0.007190192
05/11/2012,52.66,0.020916046
02/11/2012,51.57,-0.002904446
01/11/2012,51.72,-0.002510381
31/10/2012,51.85,-0.001926783
26/10/2012,51.95,0.00559793
25/10/2012,51.66,-0.033688598
24/10/2012,53.43,-0.015967662
23/10/2012,54.29,-0.031190198
22/10/2012,56.01,0.005191097
19/10/2012,55.72,-0.033877622
18/10/2012,57.64,0.003127718
17/10/2012,57.46,0.007336277
16/10/2012,57.04,0.00809721
15/10/2012,56.58,0.005494032
12/10/2012,56.27,-0.00354799
11/10/2012,56.47,0.002659812
10/10/2012,56.32,-0.00088739
09/10/2012,56.37,-0.012867015
08/10/2012,57.1,-0.002798183
05/10/2012,57.26,0.000174657
04/10/2012,57.25,0.001923246
03/10/2012,57.14,0.009318749
02/10/2012,56.61,-0.015425372
01/10/2012,57.49,-0.008142098
28/09/2012,57.96,-0.001379311
27/09/2012,58.04,0.01808116
26/09/2012,57,-0.004376375
25/09/2012,57.25,-0.021599112
24/09/2012,58.5,-0.006304869
21/09/2012,58.87,0.007159935
20/09/2012,58.45,-0.012580921
19/09/2012,59.19,-0.009918548
18/09/2012,59.78,-0.011806905
17/09/2012,60.49,-0.003465636
14/09/2012,60.7,0.015439835
13/09/2012,59.77,0.027477984
12/09/2012,58.15,-0.001889873
11/09/2012,58.26,0.008100001
10/09/2012,57.79,-0.001210549
07/09/2012,57.86,0.018666046
06/09/2012,56.79,0.047048417
05/09/2012,54.18,-0.016474837
04/09/2012,55.08,-0.000907359
31/08/2012,55.13,0.008013155
30/08/2012,54.69,-0.006560986
29/08/2012,55.05,0.01151013
28/08/2012,54.42,-0.001285465
27/08/2012,54.49,0.001469238
24/08/2012,54.41,0.020611629
23/08/2012,53.3,-0.014897855
22/08/2012,54.1,-0.000369617
21/08/2012,54.12,-0.00809721
20/08/2012,54.56,-0.008213973
17/08/2012,55.01,-0.004353354
16/08/2012,55.25,0.022699126
15/08/2012,54.01,0.004453524
14/08/2012,53.77,-0.006303321
13/08/2012,54.11,-0.002030832
10/08/2012,54.22,-0.02243187
09/08/2012,55.45,0.010697228
08/08/2012,54.86,-0.022351327
07/08/2012,56.1,0.004108249
06/08/2012,55.87,0.002867899
03/08/2012,55.71,0.035629968
02/08/2012,53.76,-0.000371955
01/08/2012,53.78,-0.006856323
31/07/2012,54.15,0.007042283
30/07/2012,53.77,-0.004823757
27/07/2012,54.03,0.024734257
26/07/2012,52.71,0.06182293
25/07/2012,49.55,-0.001613229
24/07/2012,49.63,-0.021724821
23/07/2012,50.72,-0.02319114
20/07/2012,51.91,-0.002501204
19/07/2012,52.04,0.018032481
18/07/2012,51.11,0
17/07/2012,51.11,0.019360542
16/07/2012,50.13,-0.009727124
13/07/2012,50.62,0.039489418
12/07/2012,48.66,-0.054391654
11/07/2012,51.38,-0.000194609
10/07/2012,51.39,-0.013913268
09/07/2012,52.11,-0.02520266
06/07/2012,53.44,-0.014305864
05/07/2012,54.21,0.005734915
03/07/2012,53.9,0.007075062
02/07/2012,53.52,0.00900907
29/06/2012,53.04,0.053041269
28/06/2012,50.3,-0.010678369
27/06/2012,50.84,0.00651211
26/06/2012,50.51,0.00516079
25/06/2012,50.25,-0.040559273
22/06/2012,52.33,0.01037274
21/06/2012,51.79,-0.030988127
20/06/2012,53.42,0.009970923
19/06/2012,52.89,0.032084204
18/06/2012,51.22,-0.000975705
15/06/2012,51.27,0.005280153
14/06/2012,51,0.019202807
13/06/2012,50.03,-0.015273529
12/06/2012,50.8,0.011483001
11/06/2012,50.22,-0.036559638
08/06/2012,52.09,0.009645137
07/06/2012,51.59,0.017007545
06/06/2012,50.72,0.040435962
05/06/2012,48.71,0.005145632
04/06/2012,48.46,-0.013731131
01/06/2012,49.13,-0.072987866
31/05/2012,52.85,-0.009041312
30/05/2012,53.33,-0.026278344
29/05/2012,54.75,0.025341225
25/05/2012,53.38,-0.0028061
24/05/2012,53.53,0.004493548
23/05/2012,53.29,-0.005240514
22/05/2012,53.57,0.007494882
21/05/2012,53.17,0.052313384
18/05/2012,50.46,-0.021371267
17/05/2012,51.55,-0.051419378
16/05/2012,54.27,-0.01263406
15/05/2012,54.96,0.001638897
14/05/2012,54.87,-0.032631077
11/05/2012,56.69,-0.002994278
10/05/2012,56.86,-0.00316067
09/05/2012,57.04,-0.002276509
08/05/2012,57.17,0.007197433
07/05/2012,56.76,-0.013648506
04/05/2012,57.54,-0.040029188
03/05/2012,59.89,-0.009968516
02/05/2012,60.49,0.001985769
01/05/2012,60.37,0.019570751
30/04/2012,59.2,-0.016584684
27/04/2012,60.19,0.007002363
26/04/2012,59.77,0.036634133
25/04/2012,57.62,0.013453509
24/04/2012,56.85,0.008301735
23/04/2012,56.38,-0.021581678
20/04/2012,57.61,-0.007091615
19/04/2012,58.02,0.025308969
18/04/2012,56.57,-0.005464976
17/04/2012,56.88,0.025822822
16/04/2012,55.43,-0.011658279
13/04/2012,56.08,-0.003382291
12/04/2012,56.27,0.015401451
11/04/2012,55.41,0.040889674
10/04/2012,53.19,-0.026712774
09/04/2012,54.63,-0.014718172
05/04/2012,55.44,0.003795071
04/04/2012,55.23,-0.009191738
03/04/2012,55.74,-0.011593816
02/04/2012,56.39,-0.00035461
30/03/2012,56.41,-0.003009118
29/03/2012,56.58,-0.01630328
28/03/2012,57.51,-0.011410912
27/03/2012,58.17,-0.011282171
26/03/2012,58.83,0.021824047
23/03/2012,57.56,0.00540024
22/03/2012,57.25,-0.009907094
21/03/2012,57.82,0.021325751
20/03/2012,56.6,-0.003703381
19/03/2012,56.81,0.013825105
16/03/2012,56.03,-0.000713649
15/03/2012,56.07,-0.006577217
14/03/2012,56.44,-0.015994717
13/03/2012,57.35,0.050972142
12/03/2012,54.5,-0.007130481
09/03/2012,54.89,0.013942622
08/03/2012,54.13,0.013203353
07/03/2012,53.42,0.009781869
06/03/2012,52.9,-0.027409192
05/03/2012,54.37,0.003316142
02/03/2012,54.19,-0.005520809
01/03/2012,54.49,0.010886721
29/02/2012,53.9,-0.019657104
28/02/2012,54.97,-0.004899747
27/02/2012,55.24,0.004535978
24/02/2012,54.99,0.015947547
23/02/2012,54.12,0.008163311
22/02/2012,53.68,-0.007978519
21/02/2012,54.11,-0.017404488
17/02/2012,55.06,0.01279491
16/02/2012,54.36,0.011470986
15/02/2012,53.74,-0.028434457
14/02/2012,55.29,-0.007567604
13/02/2012,55.71,0.000718262
10/02/2012,55.67,-0.018861769
09/02/2012,56.73,-0.001409195
08/02/2012,56.81,0.009906325
07/02/2012,56.25,-0.018320047
06/02/2012,57.29,0.009999206
03/02/2012,56.72,0.045077038
02/02/2012,54.22,-0.015192019
01/02/2012,55.05,0.01482322
31/01/2012,54.24,0.000922254
30/01/2012,54.19,-0.0031322
27/01/2012,54.36,0.011470986
26/01/2012,53.74,-0.019167561
25/01/2012,54.78,0.004757557
24/01/2012,54.52,0.009398392
23/01/2012,54.01,0.008553418
20/01/2012,53.55,0.004679466
19/01/2012,53.3,0.025269702
18/01/2012,51.97,0.026122343
17/01/2012,50.63,-0.013341379
13/01/2012,51.31,-0.025020551
12/01/2012,52.61,0.003236557
11/01/2012,52.44,0.009580453
10/01/2012,51.94,0.0102565
09/01/2012,51.41,0.019444784
06/01/2012,50.42,-0.004551309
05/01/2012,50.65,0.024179418
04/01/2012,49.44,0.000202286
03/01/2012,49.43,0.029981712
30/12/2011,47.97,-0.011400269
29/12/2011,48.52,0.009109794
28/12/2011,48.08,-0.024246102
27/12/2011,49.26,0.010407195
23/12/2011,48.75,0.0213546
22/12/2011,47.72,0.017546164
21/12/2011,46.89,0.004060268
20/12/2011,46.7,0.052308122
19/12/2011,44.32,-0.024516494
16/12/2011,45.42,0.005740797
15/12/2011,45.16,0.00177305
14/12/2011,45.08,-0.008174131
13/12/2011,45.45,-0.057708318
12/12/2011,48.15,-0.004558649
09/12/2011,48.37,0.024485894
08/12/2011,47.2,-0.034360486
07/12/2011,48.85,-0.001023018
06/12/2011,48.9,-0.016227537
05/12/2011,49.7,0.025885477
02/12/2011,48.43,0.024878465
01/12/2011,47.24,-0.009271031
30/11/2011,47.68,0.05120499
29/11/2011,45.3,-0.014029165
28/11/2011,45.94,0.056646368
25/11/2011,43.41,-0.016676572
23/11/2011,44.14,-0.027925416
22/11/2011,45.39,-0.048170998
21/11/2011,47.63,-0.029988805
18/11/2011,49.08,0.018300089
17/11/2011,48.19,-0.01032214
16/11/2011,48.69,-0.021536793
15/11/2011,49.75,0.006857631
14/11/2011,49.41,-0.016658689
11/11/2011,50.24,0.028261873
10/11/2011,48.84,0.006985851
09/11/2011,48.5,-0.053198694
08/11/2011,51.15,0.008047938
07/11/2011,50.74,0.002170268
04/11/2011,50.63,-0.009631524
03/11/2011,51.12,0.005295688
02/11/2011,50.85,0.051241544
01/11/2011,48.31,-0.03658201
31/10/2011,50.11,-0.03663844
28/10/2011,51.98,-0.011857091
27/10/2011,52.6,0.060137573
26/10/2011,49.53,0.012392236
25/10/2011,48.92,-0.024832204
24/10/2011,50.15,0.03903728
21/10/2011,48.23,0.036743998
20/10/2011,46.49,0.006041011
19/10/2011,46.21,-0.015460905
18/10/2011,46.93,0.035129371
17/10/2011,45.31,-0.04340528
14/10/2011,47.32,0.017480727
13/10/2011,46.5,0.010376228
12/10/2011,46.02,0.050584472
11/10/2011,43.75,-0.002967023
10/10/2011,43.88,0.069595345
07/10/2011,40.93,-0.013589144
06/10/2011,41.49,0.038825515
05/10/2011,39.91,0.028980167
04/10/2011,38.77,0.049435201
03/10/2011,36.9,-0.050724027
30/09/2011,38.82,-0.055124175
29/09/2011,41.02,0.004642647
28/09/2011,40.83,-0.030393077
27/09/2011,42.09,0.038755153
26/09/2011,40.49,0.019200191
23/09/2011,39.72,0.004289145
22/09/2011,39.55,-0.060817955
21/09/2011,42.03,-0.045805985
20/09/2011,44,-0.015783868
19/09/2011,44.7,-0.016859317
16/09/2011,45.46,0.009059834
15/09/2011,45.05,0.036622538
14/09/2011,43.43,0.03705865
13/09/2011,41.85,0.029338994
12/09/2011,40.64,0.025418762
09/09/2011,39.62,-0.037646843
08/09/2011,41.14,-0.03111043
07/09/2011,42.44,0.035983734
06/09/2011,40.94,-0.026513966
02/09/2011,42.04,-0.030685157
01/09/2011,43.35,-0.027529892
31/08/2011,44.56,0.019946264
30/08/2011,43.68,0.004589269
29/08/2011,43.48,0.052407555
26/08/2011,41.26,0.014402788
25/08/2011,40.67,-0.054080162
24/08/2011,42.93,0.051379117
23/08/2011,40.78,0.069027903
22/08/2011,38.06,-0.009674543
19/08/2011,38.43,-0.046023121
18/08/2011,40.24,-0.095219809
17/08/2011,44.26,0.002714934
16/08/2011,44.14,-0.037572498
15/08/2011,45.83,0.045761806
12/08/2011,43.78,0.001600183
11/08/2011,43.71,0.037529168
10/08/2011,42.1,-0.070828083
09/08/2011,45.19,0.040646824
08/08/2011,43.39,-0.076508539
05/08/2011,46.84,0.002779264
04/08/2011,46.71,-0.079795654
03/08/2011,50.59,0.01453485
02/08/2011,49.86,-0.078096911
01/08/2011,53.91,-0.019289658
29/07/2011,54.96,-0.007251663
28/07/2011,55.36,-0.006302353
27/07/2011,55.71,-0.020959915
26/07/2011,56.89,-0.005783909
25/07/2011,57.22,-0.011295628
22/07/2011,57.87,0.010771473
21/07/2011,57.25,0.002623526
20/07/2011,57.1,0.018381571
19/07/2011,56.06,0.022002691
18/07/2011,54.84,-0.018428706
15/07/2011,55.86,0.003766483
14/07/2011,55.65,-0.021861708
13/07/2011,56.88,0.006349228
12/07/2011,56.52,-0.000884252
11/07/2011,56.57,-0.027203072
08/07/2011,58.13,-0.008905693
07/07/2011,58.65,0.020324503
06/07/2011,57.47,-0.016737514
05/07/2011,58.44,0.004458934
01/07/2011,58.18,0.037475932
30/06/2011,56.04,0.02037024
29/06/2011,54.91,-0.007981178
28/06/2011,55.35,0.031754526
27/06/2011,53.62,0.006924328
24/06/2011,53.25,-0.014726709
23/06/2011,54.04,0.006125309
22/06/2011,53.71,-0.006495337
21/06/2011,54.06,0.035778623
20/06/2011,52.16,0.005382558
17/06/2011,51.88,-0.009782374
16/06/2011,52.39,0.000381825
15/06/2011,52.37,-0.044991256
14/06/2011,54.78,0.003657649
13/06/2011,54.58,-0.007301967
10/06/2011,54.98,-0.026031449
09/06/2011,56.43,0.005686882
08/06/2011,56.11,-0.028636124
07/06/2011,57.74,0.002774889
06/06/2011,57.58,-0.007784833
03/06/2011,58.03,-0.009091751
02/06/2011,58.56,-0.002047084
01/06/2011,58.68,-0.038446988
31/05/2011,60.98,0.00823321
27/05/2011,60.48,-0.004783514
26/05/2011,60.77,0.048551588
25/05/2011,57.89,0.007107597
24/05/2011,57.48,-0.007798324
23/05/2011,57.93,-0.021855061
20/05/2011,59.21,0.001013856
19/05/2011,59.15,0.029335666
18/05/2011,57.44,0.015438903
17/05/2011,56.56,-0.010902165
16/05/2011,57.18,-0.016649708
13/05/2011,58.14,-0.017222695
12/05/2011,59.15,-0.004385972
11/05/2011,59.41,-0.005873978
10/05/2011,59.76,0.024734447
09/05/2011,58.3,-0.007007977
06/05/2011,58.71,0.001875373
05/05/2011,58.6,0.013918946
04/05/2011,57.79,0.001731902
03/05/2011,57.69,-0.02228409
02/05/2011,58.99,-0.009784154
29/04/2011,59.57,-0.00635879
28/04/2011,59.95,-0.012103273
27/04/2011,60.68,0.006613781
26/04/2011,60.28,0.000497801
25/04/2011,60.25,-0.008922729
21/04/2011,60.79,0.025322026
20/04/2011,59.27,0.009322891
19/04/2011,58.72,0.00820798
18/04/2011,58.24,0.013135343
15/04/2011,57.48,0.015781495
14/04/2011,56.58,-0.00809721
13/04/2011,57.04,0.000701508
12/04/2011,57,0.010227562
11/04/2011,56.42,-0.000177226
08/04/2011,56.43,-0.006359322
07/04/2011,56.79,-0.008765835
06/04/2011,57.29,-0.000872372
05/04/2011,57.34,-0.00330809
04/04/2011,57.53,-0.004163059
01/04/2011,57.77,-0.006040229
31/03/2011,58.12,-0.003606702
30/03/2011,58.33,0.014157695
29/03/2011,57.51,0.037920915
28/03/2011,55.37,-0.059082995
25/03/2011,58.74,0.015959155
24/03/2011,57.81,0.01393508
23/03/2011,57.01,0.005099809
22/03/2011,56.72,-0.034312845
21/03/2011,58.7,0.015277956
18/03/2011,57.81,0.011832398
17/03/2011,57.13,0.01587895
16/03/2011,56.23,-0.015353694
15/03/2011,57.1,-0.020626435
14/03/2011,58.29,0.007749974
11/03/2011,57.84,-0.001899992
10/03/2011,57.95,-0.022860088
09/03/2011,59.29,0.013242978
08/03/2011,58.51,0.013247506
07/03/2011,57.74,-0.021248229
04/03/2011,58.98,-0.023128231
03/03/2011,60.36,0.020080996
02/03/2011,59.16,0.011560822
01/03/2011,58.48,-0.043827051
28/02/2011,61.1,-0.007337986
25/02/2011,61.55,0.025005415
24/02/2011,60.03,-0.00697214
23/02/2011,60.45,-0.024188138
22/02/2011,61.93,-0.049766213
18/02/2011,65.09,0.007866162
17/02/2011,64.58,-0.003709432
16/02/2011,64.82,-0.001387497
15/02/2011,64.91,-0.001385575
14/02/2011,65,-0.000153834
11/02/2011,65.01,0.025234984
10/02/2011,63.39,0.008077972
09/02/2011,62.88,-0.002699914
08/02/2011,63.05,0.003336249
07/02/2011,62.84,0.018145821
04/02/2011,61.71,0.0226165
03/02/2011,60.33,-0.007924757
02/02/2011,60.81,0.006434073
01/02/2011,60.42,0.024291336
31/01/2011,58.97,0.009028253
