Date,Close,UNM
28/05/2013,27.77,0.021107043
24/05/2013,27.19,-0.013516188
23/05/2013,27.56,-0.001087942
22/05/2013,27.59,-0.013321529
21/05/2013,27.96,-0.007127614
20/05/2013,28.16,-0.010245629
17/05/2013,28.45,0.009180855
16/05/2013,28.19,-0.026602899
15/05/2013,28.95,0.00832471
14/05/2013,28.71,0.014030395
13/05/2013,28.31,0.007801458
10/05/2013,28.09,0.001781579
09/05/2013,28.04,-0.004270469
08/05/2013,28.16,0.006770024
07/05/2013,27.97,0.014041635
06/05/2013,27.58,0.005453567
03/05/2013,27.43,-0.003275708
02/05/2013,27.52,0.01279959
01/05/2013,27.17,-0.026154778
30/04/2013,27.89,0.012991882
29/04/2013,27.53,0.010957012
26/04/2013,27.23,-0.012771566
25/04/2013,27.58,0.009837937
24/04/2013,27.31,0.009196313
23/04/2013,27.06,0.022800464
22/04/2013,26.45,0.003029158
19/04/2013,26.37,0.019143004
18/04/2013,25.87,-0.010382712
17/04/2013,26.14,-0.024935179
16/04/2013,26.8,0.015037877
15/04/2013,26.4,-0.03936639
12/04/2013,27.46,0
11/04/2013,27.46,0.00182249
10/04/2013,27.41,0.025869883
09/04/2013,26.71,0.009781869
08/04/2013,26.45,0.007209289
05/04/2013,26.26,-0.027048982
04/04/2013,26.98,-0.005912804
03/04/2013,27.14,-0.030481315
02/04/2013,27.98,-0.002498663
01/04/2013,28.05,-0.007104826
28/03/2013,28.25,0.006392067
27/03/2013,28.07,0
26/03/2013,28.07,0.017248002
25/03/2013,27.59,0.003631086
22/03/2013,27.49,0.007301967
21/03/2013,27.29,-0.010933054
20/03/2013,27.59,0.005451585
19/03/2013,27.44,0.00291971
18/03/2013,27.36,-0.013432767
15/03/2013,27.73,-0.002880809
14/03/2013,27.81,0.013393865
13/03/2013,27.44,0.016535376
12/03/2013,26.99,-0.002959677
11/03/2013,27.07,0.020904083
08/03/2013,26.51,0.014437941
07/03/2013,26.13,0.002682508
06/03/2013,26.06,0.015858
05/03/2013,25.65,0.016906241
04/03/2013,25.22,0.024484466
01/03/2013,24.61,0.005704987
28/02/2013,24.47,0.003274665
27/02/2013,24.39,0.025748931
26/02/2013,23.77,0.002527381
25/02/2013,23.71,-0.022519717
22/02/2013,24.25,0.011613569
21/02/2013,23.97,-0.011613569
20/02/2013,24.25,-0.022427036
19/02/2013,24.8,0.013804523
15/02/2013,24.46,0.002455998
14/02/2013,24.4,-0.003681739
13/02/2013,24.49,0.013152676
12/02/2013,24.17,0
11/02/2013,24.17,0.004561484
08/02/2013,24.06,0.018033619
07/02/2013,23.63,-0.009686325
06/02/2013,23.86,0.015202996
05/02/2013,23.5,0.024118309
04/02/2013,22.94,-0.018998844
01/02/2013,23.38,0.002998503
31/01/2013,23.31,0.01251905
30/01/2013,23.02,-0.013805224
29/01/2013,23.34,0.007741974
28/01/2013,23.16,-0.005597431
25/01/2013,23.29,0.006893608
24/01/2013,23.13,-0.000864304
23/01/2013,23.15,0.012606122
22/01/2013,22.86,0.015873349
18/01/2013,22.5,-0.000444346
17/01/2013,22.51,0.017025501
16/01/2013,22.13,-0.003608484
15/01/2013,22.21,-0.001349831
14/01/2013,22.24,0.001349831
11/01/2013,22.21,0.004060461
10/01/2013,22.12,0.016408755
09/01/2013,21.76,0.006917251
08/01/2013,21.61,-0.007376705
07/01/2013,21.77,-0.005497036
04/01/2013,21.89,0.011024457
03/01/2013,21.65,0.008814717
02/01/2013,21.46,0.030276674
31/12/2012,20.82,0.013053122
28/12/2012,20.55,-0.007755734
27/12/2012,20.71,-0.002892962
26/12/2012,20.77,-0.002884617
24/12/2012,20.83,-0.001918466
21/12/2012,20.87,-0.013327184
20/12/2012,21.15,0.008547061
19/12/2012,20.97,-0.013734528
18/12/2012,21.26,0.017556797
17/12/2012,20.89,0.00287632
14/12/2012,20.83,-0.001439194
13/12/2012,20.86,-0.010965545
12/12/2012,21.09,0.010965545
11/12/2012,20.86,-0.005259395
10/12/2012,20.97,0.00669859
07/12/2012,20.83,0.008194792
06/12/2012,20.66,-0.000967586
05/12/2012,20.68,0.012162641
04/12/2012,20.43,-0.000489357
03/12/2012,20.44,0.002449181
30/11/2012,20.39,0
29/11/2012,20.39,0.003438962
28/11/2012,20.32,0.00790518
27/11/2012,20.16,-0.008397184
26/11/2012,20.33,0.004930976
23/11/2012,20.23,0.01745245
21/11/2012,19.88,0.003527341
20/11/2012,19.81,0.001515535
19/11/2012,19.78,0.015283028
16/11/2012,19.48,0.007212808
15/11/2012,19.34,0.008307421
14/11/2012,19.18,-0.012435393
13/11/2012,19.42,-0.005648282
12/11/2012,19.53,-0.00663437
09/11/2012,19.66,0.004077478
08/11/2012,19.58,-0.023720517
07/11/2012,20.05,-0.04199836
06/11/2012,20.91,0.015907783
05/11/2012,20.58,-0.003395589
02/11/2012,20.65,0.006315299
01/11/2012,20.52,0.011764842
31/10/2012,20.28,-0.006879634
26/10/2012,20.42,-0.004885208
25/10/2012,20.52,0.004395611
24/10/2012,20.43,-0.001467352
23/10/2012,20.46,-0.00584797
22/10/2012,20.58,0.00487093
19/10/2012,20.48,-0.01598484
18/10/2012,20.81,0.006750267
17/10/2012,20.67,0.017569998
16/10/2012,20.31,0.024421847
15/10/2012,19.82,0.003538038
12/10/2012,19.75,-0.009072643
11/10/2012,19.93,0.019250848
10/10/2012,19.55,-0.01169604
09/10/2012,19.78,-0.004036332
08/10/2012,19.86,-0.006024115
05/10/2012,19.98,0.005520717
04/10/2012,19.87,0.019822758
03/10/2012,19.48,-0.003075348
02/10/2012,19.54,0.002562133
01/10/2012,19.49,0.01395011
28/09/2012,19.22,-0.01086686
27/09/2012,19.43,0.009307203
26/09/2012,19.25,-0.003112036
25/09/2012,19.31,-0.026068432
24/09/2012,19.82,-0.003525564
21/09/2012,19.89,-0.008012061
20/09/2012,20.05,-0.011406025
19/09/2012,20.28,-0.003937013
18/09/2012,20.36,-0.009288749
17/09/2012,20.55,-0.017844698
14/09/2012,20.92,0.026642409
13/09/2012,20.37,0.014338935
12/09/2012,20.08,-0.003976148
11/09/2012,20.16,0.0104713
10/09/2012,19.95,-0.008485202
07/09/2012,20.12,0.009488211
06/09/2012,19.93,0.026953068
05/09/2012,19.4,-0.0051414
04/09/2012,19.5,-0.000512689
31/08/2012,19.51,0.012377672
30/08/2012,19.27,-0.002591346
29/08/2012,19.32,0.014598799
28/08/2012,19.04,-0.003669729
27/08/2012,19.11,-0.005219219
24/08/2012,19.21,-0.005709852
23/08/2012,19.32,0
22/08/2012,19.32,-0.014388737
21/08/2012,19.6,0
20/08/2012,19.6,0.0102565
17/08/2012,19.4,-0.012295237
16/08/2012,19.64,0.010235504
15/08/2012,19.44,0.002059733
14/08/2012,19.4,0.000515597
13/08/2012,19.39,-0.00257533
10/08/2012,19.44,0.004123717
09/08/2012,19.36,0.012474174
08/08/2012,19.12,-0.002611649
07/08/2012,19.17,0.01101506
06/08/2012,18.96,-0.011536573
03/08/2012,19.18,0.025344546
02/08/2012,18.7,0.005361943
01/08/2012,18.6,-0.015471101
31/07/2012,18.89,-0.005806298
30/07/2012,19,0.002635048
27/07/2012,18.95,0.019718198
26/07/2012,18.58,0.003234504
25/07/2012,18.52,0.008676844
24/07/2012,18.36,-0.021019367
23/07/2012,18.75,-0.010610179
20/07/2012,18.95,-0.022437675
19/07/2012,19.38,-0.003091193
18/07/2012,19.44,0.027113235
17/07/2012,18.92,-0.013648506
16/07/2012,19.18,-0.012435393
13/07/2012,19.42,0.027141541
12/07/2012,18.9,-0.014184635
11/07/2012,19.17,0.011542626
10/07/2012,18.95,-0.006836734
09/07/2012,19.08,-0.006269613
06/07/2012,19.2,-0.011907984
05/07/2012,19.43,-0.007690374
03/07/2012,19.58,0.010267031
02/07/2012,19.38,0.012983823
29/06/2012,19.13,0.012095861
28/06/2012,18.9,0.005305052
27/06/2012,18.8,0.003730353
26/06/2012,18.73,0.011275287
25/06/2012,18.52,-0.039179177
22/06/2012,19.26,0.004683849
21/06/2012,19.17,-0.032335381
20/06/2012,19.8,0.020408872
19/06/2012,19.4,0.00724266
18/06/2012,19.26,-0.012896748
15/06/2012,19.51,0.021762517
14/06/2012,19.09,-0.003660135
13/06/2012,19.16,-0.014508026
12/06/2012,19.44,-0.002568714
11/06/2012,19.49,-0.015275246
08/06/2012,19.79,0.000505433
07/06/2012,19.78,-0.004036332
06/06/2012,19.86,0.036404943
05/06/2012,19.15,0.005235614
04/06/2012,19.05,-0.013037994
01/06/2012,19.3,-0.033124047
31/05/2012,19.95,0.005025136
30/05/2012,19.85,-0.020444492
29/05/2012,20.26,0.006437259
25/05/2012,20.13,-0.002976193
24/05/2012,20.19,0.002976193
23/05/2012,20.13,-0.004955412
22/05/2012,20.23,0.00098912
21/05/2012,20.21,0.0154578
18/05/2012,19.9,-0.005012542
17/05/2012,20,-0.026641931
16/05/2012,20.54,-0.024526356
15/05/2012,21.05,-0.013213972
14/05/2012,21.33,-0.015814283
11/05/2012,21.67,-0.004144606
10/05/2012,21.76,-0.000918696
09/05/2012,21.78,-0.006863445
08/05/2012,21.93,-0.005003422
07/05/2012,22.04,0.000453823
04/05/2012,22.03,-0.019775925
03/05/2012,22.47,-0.01808208
02/05/2012,22.88,-0.036476904
01/05/2012,23.73,-0.000421319
30/04/2012,23.74,-0.00671707
27/04/2012,23.9,0.006295928
26/04/2012,23.75,-0.004620886
25/04/2012,23.86,0.017759452
24/04/2012,23.44,0.013313488
23/04/2012,23.13,-0.009894682
20/04/2012,23.36,-0.008100663
19/04/2012,23.55,0.001274697
18/04/2012,23.52,-0.012674441
17/04/2012,23.82,0.011824462
16/04/2012,23.54,0.011536125
13/04/2012,23.27,-0.017888041
12/04/2012,23.69,0.017888041
11/04/2012,23.27,0.008631905
10/04/2012,23.07,-0.018041726
09/04/2012,23.49,-0.025637042
05/04/2012,24.1,-0.003727484
04/04/2012,24.19,-0.009872561
03/04/2012,24.43,-0.006121219
02/04/2012,24.58,0.004076646
30/03/2012,24.48,0.001635323
29/03/2012,24.44,-0.009772065
28/03/2012,24.68,0.009362983
27/03/2012,24.45,0.004509128
26/03/2012,24.34,0.016152764
23/03/2012,23.95,0.004603482
22/03/2012,23.84,-0.014161003
21/03/2012,24.18,-0.005361943
20/03/2012,24.31,0.004535155
19/03/2012,24.2,-0.009868501
16/03/2012,24.44,-0.008150004
15/03/2012,24.64,0.020086759
14/03/2012,24.15,-0.002068253
13/03/2012,24.2,0.020877585
12/03/2012,23.7,-0.002528446
09/03/2012,23.76,0.011428696
08/03/2012,23.49,0.011560822
07/03/2012,23.22,0.008650573
06/03/2012,23.02,-0.020637018
05/03/2012,23.5,0.011986445
02/03/2012,23.22,0.002155638
01/03/2012,23.17,0.005192569
29/02/2012,23.05,-0.009069378
28/02/2012,23.26,0.002582868
27/02/2012,23.2,0.000862441
24/02/2012,23.18,-0.002585094
23/02/2012,23.24,-0.001719691
22/02/2012,23.28,-0.003002361
21/02/2012,23.35,0.011630542
17/02/2012,23.08,0.010453057
16/02/2012,22.84,0.007029906
15/02/2012,22.68,0.006635724
14/02/2012,22.53,-0.001330672
13/02/2012,22.56,0.005333346
10/02/2012,22.44,-0.002670229
09/02/2012,22.5,-0.022413595
08/02/2012,23.01,0.010924295
07/02/2012,22.76,-0.038358506
06/02/2012,23.65,-0.005902209
03/02/2012,23.79,0.030298883
02/02/2012,23.08,-0.001298983
01/02/2012,23.11,0.012189964
31/01/2012,22.83,0.000438116
30/01/2012,22.82,-0.004372547
27/01/2012,22.92,0.004372547
26/01/2012,22.82,-0.017807202
25/01/2012,23.23,-0.003866815
24/01/2012,23.32,0.010778289
23/01/2012,23.07,0.013089192
20/01/2012,22.77,0.001318392
19/01/2012,22.74,0.010165833
18/01/2012,22.51,0.006686007
17/01/2012,22.36,0.005381179
13/01/2012,22.24,-0.004038596
12/01/2012,22.33,0.020358088
11/01/2012,21.88,0.001829827
10/01/2012,21.84,0.035418427
09/01/2012,21.08,-0.017866014
06/01/2012,21.46,-0.01342302
05/01/2012,21.75,0.007383513
04/01/2012,21.59,0.003247509
03/01/2012,21.52,0.021132507
30/12/2011,21.07,-0.006150954
29/12/2011,21.2,0.011385322
28/12/2011,20.96,-0.011856909
27/12/2011,21.21,-0.004234304
23/12/2011,21.3,0.009434032
22/12/2011,21.1,0.010960319
21/12/2011,20.87,0.022287744
20/12/2011,20.41,0.024802859
19/12/2011,19.91,-0.033097612
16/12/2011,20.58,0.00487093
15/12/2011,20.48,0.010800301
14/12/2011,20.26,-0.012264073
13/12/2011,20.51,-0.021703287
12/12/2011,20.96,-0.024040752
09/12/2011,21.47,0.004668543
08/12/2011,21.37,-0.043942997
07/12/2011,22.33,0.011711846
06/12/2011,22.07,-0.011263917
05/12/2011,22.32,0.011717124
02/12/2011,22.06,-0.005875723
01/12/2011,22.19,-0.014317918
30/11/2011,22.51,0.052907915
29/11/2011,21.35,-0.000468274
28/11/2011,21.36,0.031386314
25/11/2011,20.7,-0.001448226
23/11/2011,20.73,-0.030406143
22/11/2011,21.37,0.003280997
21/11/2011,21.3,-0.019526422
18/11/2011,21.72,0.010645784
17/11/2011,21.49,-0.017985267
16/11/2011,21.88,-0.023041453
15/11/2011,22.39,0.013489413
14/11/2011,22.09,-0.011253776
11/11/2011,22.34,0.024468824
10/11/2011,21.8,0.006442728
09/11/2011,21.66,-0.036268708
08/11/2011,22.46,0.020239054
07/11/2011,22.01,0.006838413
04/11/2011,21.86,-0.003652972
03/11/2011,21.94,-0.006360767
02/11/2011,22.08,-0.032965123
01/11/2011,22.82,-0.043727498
31/10/2011,23.84,-0.016639319
28/10/2011,24.24,-0.020417206
27/10/2011,24.74,0.02662455
26/10/2011,24.09,0.021397922
25/10/2011,23.58,-0.036231321
24/10/2011,24.45,0.004098366
21/10/2011,24.35,0.021167007
20/10/2011,23.84,0.02548991
19/10/2011,23.24,-0.033011885
18/10/2011,24.02,0.045133245
17/10/2011,22.96,-0.040124887
14/10/2011,23.9,0.028003527
13/10/2011,23.24,-0.013675427
12/10/2011,23.56,0.028850225
11/10/2011,22.89,0.003501098
10/10/2011,22.81,0.036156583
07/10/2011,22,-0.017571977
06/10/2011,22.39,0.032685615
05/10/2011,21.67,0.03426761
04/10/2011,20.94,0.045429057
03/10/2011,20.01,-0.046383711
30/09/2011,20.96,-0.028687601
29/09/2011,21.57,0.034429244
28/09/2011,20.84,-0.036744595
27/09/2011,21.62,0.005565877
26/09/2011,21.5,0.035506688
23/09/2011,20.75,-0.001925855
22/09/2011,20.79,-0.010050336
21/09/2011,21,-0.051507557
20/09/2011,22.11,-0.013923423
19/09/2011,22.42,-0.032473235
16/09/2011,23.16,0.001728609
15/09/2011,23.12,0.030744626
14/09/2011,22.42,-0.003117348
13/09/2011,22.49,0.008035758
12/09/2011,22.31,0.010815788
09/09/2011,22.07,-0.021959206
08/09/2011,22.56,-0.015831465
07/09/2011,22.92,0.03733767
06/09/2011,22.08,-0.014388737
02/09/2011,22.4,-0.03509132
01/09/2011,23.2,-0.014548823
31/08/2011,23.54,0.003830607
30/08/2011,23.45,-0.005952399
29/08/2011,23.59,0.036257748
26/08/2011,22.75,0.006615239
25/08/2011,22.6,-0.027494641
24/08/2011,23.23,0.016055888
23/08/2011,22.86,0.049774901
22/08/2011,21.75,0.002762433
19/08/2011,21.69,-0.004599824
18/08/2011,21.79,-0.057081923
17/08/2011,23.07,0.002169669
16/08/2011,23.02,-0.014661755
15/08/2011,23.36,0.038399133
12/08/2011,22.48,-0.013695818
11/08/2011,22.79,0.067145397
10/08/2011,21.31,-0.052114168
09/08/2011,22.45,0.09624603
08/08/2011,20.39,-0.111277259
05/08/2011,22.79,-0.013510774
04/08/2011,23.1,-0.05352025
03/08/2011,24.37,0.032529974
02/08/2011,23.59,-0.026355845
01/08/2011,24.22,-0.006994474
29/07/2011,24.39,-0.006538642
28/07/2011,24.55,0.007769411
27/07/2011,24.36,-0.03032373
26/07/2011,25.11,-0.007538223
25/07/2011,25.3,-0.009832921
22/07/2011,25.55,-0.010512069
21/07/2011,25.82,0.019159921
20/07/2011,25.33,0.001975895
19/07/2011,25.28,0.016753483
18/07/2011,24.86,-0.017939488
15/07/2011,25.31,-0.007086644
14/07/2011,25.49,-0.010924806
13/07/2011,25.77,0.010140493
12/07/2011,25.51,0.00039208
11/07/2011,25.5,-0.021339316
08/07/2011,26.05,-0.011829941
07/07/2011,26.36,0.012597991
06/07/2011,26.03,0.008875227
05/07/2011,25.8,-0.005411687
01/07/2011,25.94,0.017892348
30/06/2011,25.48,0.009860068
29/06/2011,25.23,0.010759219
28/06/2011,24.96,0.011686613
27/06/2011,24.67,0.006098819
24/06/2011,24.52,-0.010144132
23/06/2011,24.77,-0.0076413
22/06/2011,24.96,-0.018261722
21/06/2011,25.42,0.011076063
20/06/2011,25.14,0.003985657
17/06/2011,25.04,0.017321682
16/06/2011,24.61,0.005704987
15/06/2011,24.47,-0.038088388
14/06/2011,25.42,0.019464368
13/06/2011,24.93,0.005228244
10/06/2011,24.8,-0.013218698
09/06/2011,25.13,0.009998084
08/06/2011,24.88,-0.005611237
07/06/2011,25.02,-0.0003996
06/06/2011,25.03,-0.009542816
03/06/2011,25.27,-0.011410708
02/06/2011,25.56,0.004705891
01/06/2011,25.44,-0.033626357
31/05/2011,26.31,0.008013781
27/05/2011,26.1,0.000766577
26/05/2011,26.08,0.006925768
25/05/2011,25.9,0.001932368
24/05/2011,25.85,-0.01268516
23/05/2011,26.18,-0.020416588
20/05/2011,26.72,-0.006713938
19/05/2011,26.9,0.020278577
18/05/2011,26.36,0.004943916
17/05/2011,26.23,-0.00380518
16/05/2011,26.33,0.004186495
13/05/2011,26.22,-0.017391743
12/05/2011,26.68,0.009036206
11/05/2011,26.44,-0.007535831
10/05/2011,26.64,0.010566136
09/05/2011,26.36,0.004943916
06/05/2011,26.23,0.008422714
05/05/2011,26.01,-0.019795089
04/05/2011,26.53,0.014426978
03/05/2011,26.15,-0.008756957
02/05/2011,26.38,-0.003783584
29/04/2011,26.48,0.002268432
28/04/2011,26.42,0.0125692
27/04/2011,26.09,0.007695305
26/04/2011,25.89,0.011264442
25/04/2011,25.6,-0.00778214
21/04/2011,25.8,0.006610952
20/04/2011,25.63,0.004301082
19/04/2011,25.52,0.006683728
18/04/2011,25.35,-0.013323081
15/04/2011,25.69,-0.004272681
14/04/2011,25.8,-0.006952519
13/04/2011,25.98,-0.011481182
12/04/2011,26.28,-0.004555817
11/04/2011,26.4,0.003414915
08/04/2011,26.31,-0.014339868
07/04/2011,26.69,-0.000374602
06/04/2011,26.7,0.010163837
05/04/2011,26.43,-0.003399437
04/04/2011,26.52,-0.002259888
01/04/2011,26.58,0.012493064
31/03/2011,26.25,-0.013621096
30/03/2011,26.61,0.012098446
29/03/2011,26.29,0.003047621
28/03/2011,26.21,0.002291827
25/03/2011,26.15,0.009220196
24/03/2011,25.91,0.000772201
23/03/2011,25.89,-0.004624286
22/03/2011,26.01,-0.00918491
21/03/2011,26.25,0.022342994
18/03/2011,25.67,0.009000256
17/03/2011,25.44,0.007100622
16/03/2011,25.26,-0.017268875
15/03/2011,25.7,-0.006979478
14/03/2011,25.88,-0.016858637
11/03/2011,26.32,0.010311338
10/03/2011,26.05,-0.016749535
09/03/2011,26.49,0.001889288
08/03/2011,26.44,0.024116001
07/03/2011,25.81,-0.008103459
04/03/2011,26.02,-0.004983717
03/03/2011,26.15,0.022820561
02/03/2011,25.56,-0.022438079
01/03/2011,26.14,-0.01480946
28/02/2011,26.53,-0.002635048
25/02/2011,26.6,0.014007422
24/02/2011,26.23,0.00496848
23/02/2011,26.1,-0.007253324
22/02/2011,26.29,-0.021821784
18/02/2011,26.87,0.003355082
17/02/2011,26.78,0.001120867
16/02/2011,26.75,0.012034745
15/02/2011,26.43,0
14/02/2011,26.43,-0.004906596
11/02/2011,26.56,0.012502531
10/02/2011,26.23,-0.002284845
09/02/2011,26.29,0.00114177
08/02/2011,26.26,0.004580161
07/02/2011,26.14,0.013867711
04/02/2011,25.78,0.021565235
03/02/2011,25.23,0.003573559
02/02/2011,25.14,-0.019693429
01/02/2011,25.64,0.027680692
31/01/2011,24.94,0.000401043
28/01/2011,24.93,-0.027301399
27/01/2011,25.62,-0.000390244
26/01/2011,25.63,0.008620743
