Date,Close,AGN
29/07/2013,90.26,-0.021916284
26/07/2013,92.26,0.007506971
25/07/2013,91.57,0.012638225
24/07/2013,90.42,-0.00187835
23/07/2013,90.59,-0.00341617
22/07/2013,90.9,-0.011702436
19/07/2013,91.97,0.001850139
18/07/2013,91.8,0.005132977
17/07/2013,91.33,0.013115303
16/07/2013,90.14,-0.024438233
15/07/2013,92.37,0.020341909
12/07/2013,90.51,0.012004145
11/07/2013,89.43,0.001230769
10/07/2013,89.32,0.023447866
09/07/2013,87.25,0.018508336
08/07/2013,85.65,0.015294416
05/07/2013,84.35,0.001304941
03/07/2013,84.24,-0.0047371
02/07/2013,84.64,0.008781355
01/07/2013,83.9,-0.004044254
28/06/2013,84.24,-0.014027459
27/06/2013,85.43,-0.016024495
26/06/2013,86.81,0.018133706
25/06/2013,85.25,0.038990828
24/06/2013,81.99,-0.122771184
21/06/2013,92.7,-0.037476599
20/06/2013,96.24,-0.031099069
19/06/2013,99.28,-0.022016131
18/06/2013,101.49,9.85367E-05
17/06/2013,101.48,0.003356039
14/06/2013,101.14,-0.003848626
13/06/2013,101.53,0.012787011
12/06/2013,100.24,-0.00149529
11/06/2013,100.39,0.001994217
10/06/2013,100.19,0.004401328
07/06/2013,99.75,0.004018087
06/06/2013,99.35,0.021363986
05/06/2013,97.25,-0.012466951
04/06/2013,98.47,-0.004761673
03/06/2013,98.94,-0.005543531
31/05/2013,99.49,-0.015756209
30/05/2013,101.07,0.01044318
29/05/2013,100.02,0.003104193
28/05/2013,99.71,0.017094433
24/05/2013,98.02,0.000612307
23/05/2013,97.96,0.002350658
22/05/2013,97.73,-0.008253983
21/05/2013,98.54,0.000406009
20/05/2013,98.5,-0.029115157
17/05/2013,101.41,0.009810315
16/05/2013,100.42,-0.023618496
15/05/2013,102.82,-0.009293387
14/05/2013,103.78,-0.000770564
13/05/2013,103.86,-0.003076334
10/05/2013,104.18,0.009935933
09/05/2013,103.15,-0.001549937
08/05/2013,103.31,-0.013746912
07/05/2013,104.74,0.004305609
06/05/2013,104.29,-0.004591991
03/05/2013,104.77,0.033582348
02/05/2013,101.31,0.026404174
01/05/2013,98.67,-0.14046232
30/04/2013,113.55,-0.001144215
29/04/2013,113.68,0.0150672
26/04/2013,111.98,0.005103194
25/04/2013,111.41,0.002696388
24/04/2013,111.11,-0.026466909
23/04/2013,114.09,8.76539E-05
22/04/2013,114.08,0.002984815
19/04/2013,113.74,0.013008457
18/04/2013,112.27,-0.006304127
17/04/2013,112.98,-0.00123839
16/04/2013,113.12,-0.00801237
15/04/2013,114.03,-0.017301018
12/04/2013,116.02,-0.001292045
11/04/2013,116.17,0.012037383
10/04/2013,114.78,0.009453852
09/04/2013,113.7,0.00883398
08/04/2013,112.7,0.001687314
05/04/2013,112.51,-0.016833782
04/04/2013,114.42,0.004994096
03/04/2013,113.85,-0.00822258
02/04/2013,114.79,0.019440292
01/04/2013,112.58,0.008474249
28/03/2013,111.63,0
27/03/2013,111.63,-0.001163884
26/03/2013,111.76,0.008626941
25/03/2013,110.8,-0.009789472
22/03/2013,111.89,0.013224969
21/03/2013,110.42,-0.002713215
20/03/2013,110.72,0.019148939
19/03/2013,108.62,0.00110538
18/03/2013,108.5,-0.004414206
15/03/2013,108.98,-0.003389368
14/03/2013,109.35,-0.002830923
13/03/2013,109.66,-0.003822704
12/03/2013,110.08,-0.003717645
11/03/2013,110.49,0.009457195
08/03/2013,109.45,-0.001278306
07/03/2013,109.59,-0.017009367
06/03/2013,111.47,0.001077103
05/03/2013,111.35,0.014564462
04/03/2013,109.74,0.010442524
01/03/2013,108.6,0.001658834
28/02/2013,108.42,-0.000645429
27/02/2013,108.49,0.013361988
26/02/2013,107.05,0.005902486
25/02/2013,106.42,-0.013996683
22/02/2013,107.92,0.019178286
21/02/2013,105.87,-0.020659767
20/02/2013,108.08,-0.009209864
19/02/2013,109.08,0.009765163
15/02/2013,108.02,0.003338282
14/02/2013,107.66,0.00596238
13/02/2013,107.02,-0.001120658
12/02/2013,107.14,-0.002609994
11/02/2013,107.42,-0.001953035
08/02/2013,107.63,0.013563652
07/02/2013,106.18,-0.021890865
06/02/2013,108.53,0.017005474
05/02/2013,106.7,0.015394364
04/02/2013,105.07,-0.016799187
01/02/2013,106.85,0.017370398
31/01/2013,105.01,-0.005602788
30/01/2013,105.6,-0.00415801
29/01/2013,106.04,-0.002354826
28/01/2013,106.29,-0.00861832
25/01/2013,107.21,0.004862095
24/01/2013,106.69,0.019305984
23/01/2013,104.65,-0.010456369
22/01/2013,105.75,0.007307962
18/01/2013,104.98,0.000571701
17/01/2013,104.92,0.002003531
16/01/2013,104.71,0.002103251
15/01/2013,104.49,0.005758726
14/01/2013,103.89,0.006760698
11/01/2013,103.19,-0.001839571
10/01/2013,103.38,0.02626572
09/01/2013,100.7,0.018441092
08/01/2013,98.86,0.005273846
07/01/2013,98.34,0.004790795
04/01/2013,97.87,0.013786227
03/01/2013,96.53,0.026133617
02/01/2013,94.04,0.024870744
31/12/2012,91.73,0.017596407
28/12/2012,90.13,-0.011582502
27/12/2012,91.18,0.000109679
26/12/2012,91.17,-0.011451131
24/12/2012,92.22,0.002932076
21/12/2012,91.95,-0.012321816
20/12/2012,93.09,0.005493632
19/12/2012,92.58,-0.008282734
18/12/2012,93.35,0.000857357
17/12/2012,93.27,0.017958077
14/12/2012,91.61,-0.010424679
13/12/2012,92.57,-0.008283625
12/12/2012,93.34,-0.001712696
11/12/2012,93.5,0.015955492
10/12/2012,92.02,0.002502585
07/12/2012,91.79,0.00065388
06/12/2012,91.73,-0.006952771
05/12/2012,92.37,0.006081026
04/12/2012,91.81,-0.002284721
03/12/2012,92.02,-0.007901757
30/11/2012,92.75,0.004538586
29/11/2012,92.33,0.005321183
28/11/2012,91.84,0.003818256
27/11/2012,91.49,-0.001965495
26/11/2012,91.67,-0.003484704
23/11/2012,91.99,0.011699877
21/11/2012,90.92,-0.002526502
20/11/2012,91.15,0.001866799
19/11/2012,90.98,0.02526708
16/11/2012,88.71,0.008604151
15/11/2012,87.95,-0.013776189
14/11/2012,89.17,-0.006706184
13/11/2012,89.77,-0.008761771
12/11/2012,90.56,0.001325967
09/11/2012,90.44,0.008550382
08/11/2012,89.67,-0.011641575
07/11/2012,90.72,-0.016399187
06/11/2012,92.22,0.008494007
05/11/2012,91.44,-0.000765236
02/11/2012,91.51,0.008009259
01/11/2012,90.78,0.009518611
31/10/2012,89.92,-0.018947471
26/10/2012,91.64,0.004155282
25/10/2012,91.26,0.007699961
24/10/2012,90.56,-0.00319718
23/10/2012,90.85,-0.012035156
22/10/2012,91.95,-0.002823634
19/10/2012,92.21,-0.028228112
18/10/2012,94.85,-0.004313299
17/10/2012,95.26,0.01193319
16/10/2012,94.13,0.006287653
15/10/2012,93.54,0.013778474
12/10/2012,92.26,-0.002814159
11/10/2012,92.52,0.009011515
10/10/2012,91.69,-0.004570193
09/10/2012,92.11,-0.012836593
08/10/2012,93.3,-0.003530737
05/10/2012,93.63,-0.000854062
04/10/2012,93.71,0.004277624
03/10/2012,93.31,0.005265149
02/10/2012,92.82,0.002049071
01/10/2012,92.63,0.011400156
28/09/2012,91.58,-0.005770608
27/09/2012,92.11,0.002500137
26/09/2012,91.88,0.007099587
25/09/2012,91.23,-0.005683697
24/09/2012,91.75,0.002728515
21/09/2012,91.5,0.013201512
20/09/2012,90.3,0.013153684
19/09/2012,89.12,-0.008046534
18/09/2012,89.84,0.011080756
17/09/2012,88.85,-0.00337079
14/09/2012,89.15,-0.001793119
13/09/2012,89.31,-0.003688185
12/09/2012,89.64,0.003800161
11/09/2012,89.3,0.002803478
10/09/2012,89.05,0.001123596
07/09/2012,88.95,-0.000337211
06/09/2012,88.98,0.035227796
05/09/2012,85.9,-0.005572339
04/09/2012,86.38,0.002898385
31/08/2012,86.13,0.005004957
30/08/2012,85.7,0.006673326
29/08/2012,85.13,0.006718158
28/08/2012,84.56,-0.010001848
27/08/2012,85.41,0.001875074
24/08/2012,85.25,0.004820986
23/08/2012,84.84,-0.006930197
22/08/2012,85.43,-0.013256008
21/08/2012,86.57,0.01068411
20/08/2012,85.65,-0.011146058
17/08/2012,86.61,0.001386482
16/08/2012,86.49,0.001619996
15/08/2012,86.35,-0.000231589
14/08/2012,86.37,0.009071939
13/08/2012,85.59,-0.000233645
10/08/2012,85.61,0.001402689
09/08/2012,85.49,-0.000935344
08/08/2012,85.57,0.00398127
07/08/2012,85.23,-0.002109705
06/08/2012,85.41,-0.00046822
03/08/2012,85.45,0.006575109
02/08/2012,84.89,-0.0085626
01/08/2012,85.62,0.042346359
31/07/2012,82.07,-0.038601913
30/07/2012,85.3,-0.011075601
27/07/2012,86.25,0.013070556
26/07/2012,85.13,0.020051689
25/07/2012,83.44,-0.00514017
24/07/2012,83.87,-0.010791685
23/07/2012,84.78,-0.004354741
20/07/2012,85.15,-0.026767139
19/07/2012,87.46,-0.000685793
18/07/2012,87.52,-0.027386622
17/07/2012,89.95,0.004010254
16/07/2012,89.59,-0.012864767
13/07/2012,90.75,0.014987791
12/07/2012,89.4,-0.000335514
11/07/2012,89.43,-0.012998017
10/07/2012,90.6,-0.013267011
09/07/2012,91.81,-0.020376965
06/07/2012,93.7,-0.00998203
05/07/2012,94.64,-0.010615476
03/07/2012,95.65,0.009242792
02/07/2012,94.77,0.023487788
29/06/2012,92.57,0.027822167
28/06/2012,90.03,-0.01192462
27/06/2012,91.11,0.0120357
26/06/2012,90.02,0.001778964
25/06/2012,89.86,-0.019069192
22/06/2012,91.59,0.003828698
21/06/2012,91.24,-0.013282721
20/06/2012,92.46,-0.01107836
19/06/2012,93.49,0.003965495
18/06/2012,93.12,0.007221026
15/06/2012,92.45,0.0088001
14/06/2012,91.64,0.008658063
13/06/2012,90.85,-0.005707402
12/06/2012,91.37,0.002849629
11/06/2012,91.11,-0.004052801
08/06/2012,91.48,0.008122095
07/06/2012,90.74,-0.003520356
06/06/2012,91.06,0.013154448
05/06/2012,89.87,0.014458083
04/06/2012,88.58,0.005547079
01/06/2012,88.09,-0.024224578
31/05/2012,90.25,-0.006185814
30/05/2012,90.81,0.000440577
29/05/2012,90.77,0.002647547
25/05/2012,90.53,0.00044194
24/05/2012,90.49,0.016378284
23/05/2012,89.02,-0.009836878
22/05/2012,89.9,0.001112966
21/05/2012,89.8,0.011423576
18/05/2012,88.78,-0.001125746
17/05/2012,88.88,-0.027082676
16/05/2012,91.32,0.000766829
15/05/2012,91.25,-0.003828279
14/05/2012,91.6,-0.014845589
11/05/2012,92.97,0.001506997
10/05/2012,92.83,0.0021568
09/05/2012,92.63,-0.007742807
08/05/2012,93.35,-0.004169123
07/05/2012,93.74,0.009001347
04/05/2012,92.9,-0.006758595
03/05/2012,93.53,0.011073596
02/05/2012,92.5,-0.041193817
01/05/2012,96.39,0.00405427
30/04/2012,96,-0.006127025
27/04/2012,96.59,0.002176505
26/04/2012,96.38,0.012844117
25/04/2012,95.15,0.010246749
24/04/2012,94.18,0.004042989
23/04/2012,93.8,-0.018798737
20/04/2012,95.58,0.003983651
19/04/2012,95.2,0.002734829
18/04/2012,94.94,0.001581195
17/04/2012,94.79,0.007518434
16/04/2012,94.08,-0.006040394
13/04/2012,94.65,0.015545458
12/04/2012,93.19,-0.001286863
11/04/2012,93.31,0.008934878
10/04/2012,92.48,-0.015663876
09/04/2012,93.94,-0.011115342
05/04/2012,94.99,0.001791265
04/04/2012,94.82,-0.004734608
03/04/2012,95.27,0.0010502
02/04/2012,95.17,-0.002728228
30/03/2012,95.43,0.00546392
29/03/2012,94.91,0.009102518
28/03/2012,94.05,-0.002760673
27/03/2012,94.31,-0.004549069
26/03/2012,94.74,0.011999082
23/03/2012,93.61,0.000534274
22/03/2012,93.56,-0.000106878
21/03/2012,93.57,0.004284038
20/03/2012,93.17,-0.001394326
19/03/2012,93.3,0.003220615
16/03/2012,93,-0.012608352
15/03/2012,94.18,0.006284305
14/03/2012,93.59,0.002460552
13/03/2012,93.36,0.013370913
12/03/2012,92.12,0.002717541
09/03/2012,91.87,-0.004994582
08/03/2012,92.33,0.018473499
07/03/2012,90.64,0.024797428
06/03/2012,88.42,-0.01269894
05/03/2012,89.55,0.003467759
02/03/2012,89.24,-0.005587231
01/03/2012,89.74,0.001672894
29/02/2012,89.59,0.008631857
28/02/2012,88.82,0.016345426
27/02/2012,87.38,-0.000457666
24/02/2012,87.42,0.001144558
23/02/2012,87.32,0.000572771
22/02/2012,87.27,0.002294368
21/02/2012,87.07,-0.009601171
17/02/2012,87.91,-0.001704836
16/02/2012,88.06,0.0029569
15/02/2012,87.8,-0.012225645
14/02/2012,88.88,0.014391999
13/02/2012,87.61,0.00641248
10/02/2012,87.05,-0.003783757
09/02/2012,87.38,-0.014429609
08/02/2012,88.65,0.015918471
07/02/2012,87.25,0.008748761
06/02/2012,86.49,0.004751704
03/02/2012,86.08,0.014509967
02/02/2012,84.84,-0.028468779
01/02/2012,87.29,-0.007077655
31/01/2012,87.91,-0.001704836
30/01/2012,88.06,-0.00859345
27/01/2012,88.82,-0.001687384
26/01/2012,88.97,-0.003702254
25/01/2012,89.3,0.009111937
24/01/2012,88.49,-0.009783603
23/01/2012,89.36,0.017953398
20/01/2012,87.77,0.006974247
19/01/2012,87.16,-0.000114725
18/01/2012,87.17,-0.008680808
17/01/2012,87.93,-0.002612302
13/01/2012,88.16,-0.004526943
12/01/2012,88.56,0.003393285
11/01/2012,88.26,-0.00801223
10/01/2012,88.97,0.007219433
09/01/2012,88.33,0.014367408
06/01/2012,87.07,0
05/01/2012,87.07,-0.010738052
04/01/2012,88.01,-0.004647744
03/01/2012,88.42,0.007720293
30/12/2011,87.74,-0.004435101
29/12/2011,88.13,0.015206375
28/12/2011,86.8,-0.012479411
27/12/2011,87.89,0.005361943
23/12/2011,87.42,0.008500913
22/12/2011,86.68,-0.003225066
21/12/2011,86.96,0.000575142
20/12/2011,86.91,0.025993654
19/12/2011,84.68,0.01211848
16/12/2011,83.66,0
15/12/2011,83.66,0.014326375
14/12/2011,82.47,0.004496574
13/12/2011,82.1,-0.002068505
12/12/2011,82.27,-0.014720343
09/12/2011,83.49,0.018617559
08/12/2011,81.95,-0.026253916
07/12/2011,84.13,-0.000475342
06/12/2011,84.17,0.005360666
05/12/2011,83.72,0.001793294
02/12/2011,83.57,-0.007272759
01/12/2011,84.18,0.005479466
30/11/2011,83.72,0.028348355
29/11/2011,81.38,0.003693221
28/11/2011,81.08,0.030047328
25/11/2011,78.68,-0.002031489
23/11/2011,78.84,-0.010723625
22/11/2011,79.69,-0.018278408
21/11/2011,81.16,-0.015162922
18/11/2011,82.4,0.006452814
17/11/2011,81.87,-0.013587495
16/11/2011,82.99,-0.009712889
15/11/2011,83.8,-0.004049071
14/11/2011,84.14,-0.010404445
11/11/2011,85.02,0.026216945
10/11/2011,82.82,0.000845564
09/11/2011,82.75,-0.030467667
08/11/2011,85.31,0.009540147
07/11/2011,84.5,0.010588404
04/11/2011,83.61,-0.010588404
03/11/2011,84.5,0.013702925
02/11/2011,83.35,0.019138181
01/11/2011,81.77,-0.028333923
31/10/2011,84.12,-0.003323051
28/10/2011,84.4,-0.006848533
27/10/2011,84.98,0.014699174
26/10/2011,83.74,-0.037731482
25/10/2011,86.96,-0.02330048
24/10/2011,89.01,0.007103023
21/10/2011,88.38,0.020576858
20/10/2011,86.58,0.019005994
19/10/2011,84.95,-0.008089616
18/10/2011,85.64,0.0173139
17/10/2011,84.17,-0.023947617
14/10/2011,86.21,0.022404315
13/10/2011,84.3,0.004279607
12/10/2011,83.94,0.004058738
11/10/2011,83.6,0.007564423
10/10/2011,82.97,0.017876076
07/10/2011,81.5,-0.007578572
06/10/2011,82.12,0.013115344
05/10/2011,81.05,0.012040113
04/10/2011,80.08,0.005635229
03/10/2011,79.63,-0.033951783
30/09/2011,82.38,-0.031661446
29/09/2011,85.03,0.010997568
28/09/2011,84.1,-0.005336508
27/09/2011,84.55,0.017178044
26/09/2011,83.11,0.011983439
23/09/2011,82.12,0.015833408
22/09/2011,80.83,-0.007641151
21/09/2011,81.45,-0.023658974
20/09/2011,83.4,0.005651431
19/09/2011,82.93,-0.003250469
16/09/2011,83.2,0.010268891
15/09/2011,82.35,0.020115973
14/09/2011,80.71,0.017498259
13/09/2011,79.31,0.014350364
12/09/2011,78.18,-0.004976087
09/09/2011,78.57,-0.031199674
08/09/2011,81.06,-0.016638505
07/09/2011,82.42,0.042127141
06/09/2011,79.02,-0.000126542
02/09/2011,79.03,-0.02326268
01/09/2011,80.89,-0.011309278
31/08/2011,81.81,0.012670075
30/08/2011,80.78,0.014715317
29/08/2011,79.6,0.018896003
26/08/2011,78.11,0.013274246
25/08/2011,77.08,-0.010582109
24/08/2011,77.9,0.029705154
23/08/2011,75.62,0.042686113
22/08/2011,72.46,0.001519232
19/08/2011,72.35,-0.011543347
18/08/2011,73.19,-0.034775606
17/08/2011,75.78,0.002113607
16/08/2011,75.62,0.011571586
15/08/2011,74.75,0.003752853
12/08/2011,74.47,0.011072217
11/08/2011,73.65,0.045699223
10/08/2011,70.36,-0.058783648
09/08/2011,74.62,0.028132588
08/08/2011,72.55,-0.059269669
05/08/2011,76.98,0.015975199
04/08/2011,75.76,-0.051827734
03/08/2011,79.79,0.030669834
02/08/2011,77.38,-0.033298285
01/08/2011,80,-0.016242376
29/07/2011,81.31,-0.0053968
28/07/2011,81.75,0.010328384
27/07/2011,80.91,-0.018005263
26/07/2011,82.38,-0.009423774
25/07/2011,83.16,-0.014326893
22/07/2011,84.36,-0.001894837
21/07/2011,84.52,0.012500907
20/07/2011,83.47,-0.00656758
19/07/2011,84.02,0.018014178
18/07/2011,82.52,-0.010247844
15/07/2011,83.37,-0.003591958
14/07/2011,83.67,-0.001194458
13/07/2011,83.77,0.003348084
12/07/2011,83.49,0.002998863
11/07/2011,83.24,-0.01915699
08/07/2011,84.85,0.004370172
07/07/2011,84.48,-0.006018783
06/07/2011,84.99,0.005663732
05/07/2011,84.51,-0.000709723
01/07/2011,84.57,0.015731465
30/06/2011,83.25,-0.009087711
29/06/2011,84.01,0.009568306
28/06/2011,83.21,0.024821812
27/06/2011,81.17,0.003702794
24/06/2011,80.87,-0.001359283
23/06/2011,80.98,-0.010930413
22/06/2011,81.87,-0.010933054
21/06/2011,82.77,0.011788433
20/06/2011,81.8,0.011805351
17/06/2011,80.84,0.012322018
16/06/2011,79.85,0.003261418
15/06/2011,79.59,-0.013106348
14/06/2011,80.64,0.011098063
13/06/2011,79.75,0.007678306
10/06/2011,79.14,-0.012806201
09/06/2011,80.16,0.004125264
08/06/2011,79.83,-0.015043486
07/06/2011,81.04,0.016171518
06/06/2011,79.74,-0.001002758
03/06/2011,79.82,-0.019969656
02/06/2011,81.43,-0.000491099
01/06/2011,81.47,-0.015347439
31/05/2011,82.73,0.001330511
27/05/2011,82.62,0.010096795
26/05/2011,81.79,-0.002320328
25/05/2011,81.98,-0.000731618
24/05/2011,82.04,-0.017400149
23/05/2011,83.48,-0.000359303
20/05/2011,83.51,0.000119753
19/05/2011,83.5,-0.005374752
18/05/2011,83.95,0.029127686
17/05/2011,81.54,-0.003794606
16/05/2011,81.85,0.014149729
13/05/2011,80.7,-0.004574404
12/05/2011,81.07,-0.004307964
11/05/2011,81.42,-0.007098304
10/05/2011,82,0.007712593
09/05/2011,81.37,0.003817034
06/05/2011,81.06,-0.005904076
05/05/2011,81.54,-0.004038926
04/05/2011,81.87,0.035937968
03/05/2011,78.98,-0.017197436
02/05/2011,80.35,0.009880638
29/04/2011,79.56,0.001761228
28/04/2011,79.42,0.000755763
27/04/2011,79.36,-0.000377953
26/04/2011,79.39,0.014847046
25/04/2011,78.22,0.001535312
21/04/2011,78.1,0.005649733
20/04/2011,77.66,0.015180311
19/04/2011,76.49,0.000784724
18/04/2011,76.43,-0.007430133
15/04/2011,77,0.015311429
14/04/2011,75.83,0.007943905
13/04/2011,75.23,0.005464859
12/04/2011,74.82,-0.005331924
11/04/2011,75.22,0.006000418
08/04/2011,74.77,0.001606211
07/04/2011,74.65,0.000804074
06/04/2011,74.59,0.01512929
05/04/2011,73.47,0.008611905
04/04/2011,72.84,0.005368586
01/04/2011,72.45,0.019935141
31/03/2011,71.02,-0.001266446
30/03/2011,71.11,0.007339482
29/03/2011,70.59,0.010538406
28/03/2011,69.85,0
25/03/2011,69.85,0.000859353
24/03/2011,69.79,0.017052436
23/03/2011,68.61,-0.009429242
22/03/2011,69.26,-0.009770193
21/03/2011,69.94,-0.004422577
18/03/2011,70.25,0.001709646
17/03/2011,70.13,0.017694485
16/03/2011,68.9,-0.009677262
15/03/2011,69.57,-0.022316327
14/03/2011,71.14,-0.004907813
11/03/2011,71.49,0.002941797
10/03/2011,71.28,-0.009494626
09/03/2011,71.96,-0.001388696
08/03/2011,72.06,0.002918493
07/03/2011,71.85,-0.004859433
04/03/2011,72.2,-0.01129333
03/03/2011,73.02,0.013789518
02/03/2011,72.02,-0.012144781
01/03/2011,72.9,-0.017271117
28/02/2011,74.17,-0.004573589
25/02/2011,74.51,0.020473903
24/02/2011,73,-0.005464494
23/02/2011,73.4,-0.005570288
22/02/2011,73.81,-0.016260521
18/02/2011,75.02,-0.007436953
17/02/2011,75.58,0.010774963
16/02/2011,74.77,0.016315335
15/02/2011,73.56,-0.006909192
14/02/2011,74.07,0.002162455
11/02/2011,73.91,0.014171105
10/02/2011,72.87,-0.000411607
09/02/2011,72.9,0.015482753
08/02/2011,71.78,0.003349152
07/02/2011,71.54,-0.000977995
04/02/2011,71.61,0.002656787
03/02/2011,71.42,0.008860194
02/02/2011,70.79,-0.007459045
01/02/2011,71.32,0.010005015
31/01/2011,70.61,0.021906524
28/01/2011,69.08,-0.014229489
27/01/2011,70.07,-0.009233676
